rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,bb10,rtsports,underdog,drafters,draftkings,avg,sleeper_id
232,Matt Breida,17058,matt-breida,,,RB,75,233,249,&nbsp;,&nbsp;,&nbsp;,238.7,4455
233,Tarik Cohen,16450,tarik-cohen,,,RB,76,236,259,&nbsp;,&nbsp;,&nbsp;,239.7,4157
234,Pittsburgh Steelers,8240,,,9,DST,10,197,210,&nbsp;,&nbsp;,&nbsp;,203.5,
235,De'Angelo Henderson Sr.,16607,deangelo-henderson,,,RB,77,230,267,&nbsp;,&nbsp;,&nbsp;,241.0,4239
236,Philadelphia Eagles,8230,,,10,DST,11,201,216,&nbsp;,&nbsp;,&nbsp;,208.5,
237,ArDarius Stewart,16428,ardarius-stewart,,,WR,86,241,262,&nbsp;,&nbsp;,&nbsp;,244.3,4119
238,Jacksonville Jaguars,8140,,,8,DST,12,208,212,&nbsp;,&nbsp;,&nbsp;,210.0,
239,Mike Glennon,11685,mike-glennon,,,QB,33,&nbsp;,199,&nbsp;,&nbsp;,&nbsp;,212.0,1559
240,Curtis Samuel,16434,curtis-samuel,,,WR,87,237,281,&nbsp;,&nbsp;,&nbsp;,246.3,4082
241,Josh Gordon,11440,josh-gordon,,,WR,88,259,247,&nbsp;,&nbsp;,&nbsp;,246.3,1244
242,Los Angeles Rams,8280,,,8,DST,13,222,205,&nbsp;,&nbsp;,&nbsp;,213.5,
243,Jimmy Garoppolo,12208,jimmy-garoppolo,LAR,8,QB,34,260,260,&nbsp;,&nbsp;,&nbsp;,250.3,1837
244,Baltimore Ravens,8020,,,10,DST,14,212,225,&nbsp;,&nbsp;,&nbsp;,218.5,
245,Vernon Davis,9621,vernon-davis,,,TE,32,269,261,&nbsp;,&nbsp;,&nbsp;,252.7,200
246,Brandon LaFell,9699,brandon-lafell,,,WR,89,238,303,&nbsp;,&nbsp;,&nbsp;,254.3,613
247,Anquan Boldin,9020,anquan-boldin,,,WR,90,&nbsp;,234,&nbsp;,&nbsp;,&nbsp;,224.5,655
248,Terrance Williams,11627,terrance-williams,,,WR,91,271,266,&nbsp;,&nbsp;,&nbsp;,254.7,1490
249,Atlanta Falcons,8010,,,5,DST,15,216,240,&nbsp;,&nbsp;,&nbsp;,228.0,
250,George Kittle,16499,george-kittle,SF,11,TE,33,267,269,&nbsp;,&nbsp;,&nbsp;,257.0,4217
251,Los Angeles Chargers,8250,,,9,DST,16,225,232,&nbsp;,&nbsp;,&nbsp;,228.5,
252,Justin Tucker,11465,justin-tucker,,,K,1,145,&nbsp;,&nbsp;,&nbsp;,&nbsp;,145.0,1264
253,Dede Westbrook,16436,dede-westbrook,,,WR,92,249,265,&nbsp;,&nbsp;,&nbsp;,259.3,4146
254,Benjamin Watson,9040,benjamin-watson,,,TE,34,255,308,&nbsp;,&nbsp;,&nbsp;,259.7,663
255,Stephen Gostkowski,9573,stephen-gostkowski,,,K,2,151,&nbsp;,&nbsp;,&nbsp;,&nbsp;,151.0,110
256,Phillip Dorsett II,13979,phillip-dorsett,LV,,WR,93,243,279,&nbsp;,&nbsp;,&nbsp;,261.0,2334
257,Josh McCown,9327,josh-mccown,,,QB,35,&nbsp;,219,&nbsp;,&nbsp;,&nbsp;,234.5,208
258,Tyler Boyd,15547,tyler-boyd,,,WR,94,264,274,&nbsp;,&nbsp;,&nbsp;,262.0,3225
259,Branden Oliver,13103,branden-oliver,,,RB,78,262,288,&nbsp;,&nbsp;,&nbsp;,262.3,2050
260,Tyler Higbee,15623,tyler-higbee,LAR,8,TE,35,257,275,&nbsp;,&nbsp;,&nbsp;,263.0,3271
261,Jermaine Kearse,11548,jermaine-kearse,,,WR,95,232,304,&nbsp;,&nbsp;,&nbsp;,263.3,1290
262,Javorius Allen,13944,javorius-allen,,,RB,79,254,291,&nbsp;,&nbsp;,&nbsp;,263.7,2430
263,Tampa Bay Buccaneers,8290,,,1,DST,17,234,243,&nbsp;,&nbsp;,&nbsp;,238.5,
264,Tim Hightower,9596,tim-hightower,,,RB,80,&nbsp;,242,&nbsp;,&nbsp;,&nbsp;,239.0,83
265,Tom Savage,12097,tom-savage,,,QB,36,&nbsp;,218,&nbsp;,&nbsp;,&nbsp;,240.0,1957
266,Las Vegas Raiders,8220,,,,DST,18,247,233,&nbsp;,&nbsp;,&nbsp;,240.0,
267,Matt Bryant,9434,matt-bryant,,,K,3,166,&nbsp;,&nbsp;,&nbsp;,&nbsp;,166.0,127
268,JuJu Smith-Schuster,16427,juju-smith-schuster,NYG,8,WR,96,244,326,&nbsp;,&nbsp;,&nbsp;,269.3,4040
269,Dan Bailey,10970,dan-bailey,,,K,4,172,&nbsp;,&nbsp;,&nbsp;,&nbsp;,172.0,899
270,Jerick McKinnon,12209,jerick-mckinnon,,,RB,81,&nbsp;,239,&nbsp;,&nbsp;,&nbsp;,246.0,2161
271,Cincinnati Bengals,8060,,,6,DST,19,253,241,&nbsp;,&nbsp;,&nbsp;,247.0,
272,Green Bay Packers,8110,,,8,DST,20,252,245,&nbsp;,&nbsp;,&nbsp;,248.5,
273,Mason Crosby,9433,mason-crosby,,,K,5,183,&nbsp;,&nbsp;,&nbsp;,&nbsp;,183.0,59
274,Laquon Treadwell,15495,laquon-treadwell,IND,11,WR,97,251,329,&nbsp;,&nbsp;,&nbsp;,277.3,3155
275,Dennis Pitta,9705,dennis-pitta,,,TE,36,&nbsp;,191,&nbsp;,&nbsp;,&nbsp;,191.0,527
276,Brandon Coleman,12202,brandon-coleman,,,WR,98,&nbsp;,277,&nbsp;,&nbsp;,&nbsp;,254.5,2196
277,Miami Dolphins,8160,,,1,DST,21,273,236,&nbsp;,&nbsp;,&nbsp;,254.5,
278,Eli Rogers,14307,eli-rogers,,,WR,99,265,314,&nbsp;,&nbsp;,&nbsp;,274.7,2980
279,Tony Romo,9609,tony-romo,,,QB,37,&nbsp;,195,&nbsp;,&nbsp;,&nbsp;,195.0,142
280,Orleans Darkwa,13774,orleans-darkwa,,,RB,82,268,297,&nbsp;,&nbsp;,&nbsp;,276.7,1819
281,Kyle Juszczyk,11798,kyle-juszczyk,SF,11,RB,83,272,300,&nbsp;,&nbsp;,&nbsp;,277.0,
282,Patrick Mahomes II,16413,patrick-mahomes,KC,10,QB,38,275,302,&nbsp;,&nbsp;,&nbsp;,277.7,4046
283,Paxton Lynch,15493,paxton-lynch,,,QB,39,&nbsp;,254,&nbsp;,&nbsp;,&nbsp;,260.0,3170
284,Cleveland Browns,8070,,,9,DST,22,277,246,&nbsp;,&nbsp;,&nbsp;,261.5,
285,Buffalo Bills,8030,,,6,DST,23,270,256,&nbsp;,&nbsp;,&nbsp;,263.0,
286,Kasen Williams,14078,kasen-williams,,,WR,100,&nbsp;,251,&nbsp;,&nbsp;,&nbsp;,263.5,2611
287,Kenyan Drake,15637,kenyan-drake,,,RB,84,&nbsp;,284,&nbsp;,&nbsp;,&nbsp;,264.0,3242
288,Damiere Byrd,14222,damiere-byrd,,,WR,101,&nbsp;,238,&nbsp;,&nbsp;,&nbsp;,265.0,2673
289,Gerald Everett,16459,gerald-everett,,,TE,37,258,319,&nbsp;,&nbsp;,&nbsp;,283.0,4089
290,Ladarius Green,11221,ladarius-green,,,TE,38,&nbsp;,217,&nbsp;,&nbsp;,&nbsp;,217.0,1139
291,Zach Zenner,14185,zach-zenner,,,RB,85,&nbsp;,292,&nbsp;,&nbsp;,&nbsp;,266.5,2560
292,Taywan Taylor,16426,taywan-taylor,,,WR,102,266,333,&nbsp;,&nbsp;,&nbsp;,289.0,4125
293,Chris Godwin Jr.,16406,chris-godwin,TB,1,WR,103,248,359,&nbsp;,&nbsp;,&nbsp;,298.0,4037
294,Ryan Mathews,9687,ryan-mathews,,,RB,86,&nbsp;,272,&nbsp;,&nbsp;,&nbsp;,269.5,571
295,Michael Floyd,11198,michael-floyd,,,WR,104,&nbsp;,283,&nbsp;,&nbsp;,&nbsp;,271.5,1219
296,Cordarrelle Patterson,11613,cordarrelle-patterson,,,RB,87,&nbsp;,295,&nbsp;,&nbsp;,&nbsp;,272.0,1535
297,Jermaine Gresham,9685,jermaine-gresham,,,TE,39,&nbsp;,286,&nbsp;,&nbsp;,&nbsp;,272.0,530
298,Dallas Cowboys,8080,,,6,DST,24,276,270,&nbsp;,&nbsp;,&nbsp;,273.0,
299,Erik Swoope,12352,erik-swoope,,,TE,40,&nbsp;,311,&nbsp;,&nbsp;,&nbsp;,275.0,1975
300,Tennessee Titans,8300,,,8,DST,25,274,276,&nbsp;,&nbsp;,&nbsp;,275.0,
301,Indianapolis Colts,8130,,,11,DST,26,281,271,&nbsp;,&nbsp;,&nbsp;,276.0,
302,Donnel Pumphrey,16643,donnel-pumphrey,,,RB,88,&nbsp;,356,&nbsp;,&nbsp;,&nbsp;,298.0,4178
303,DeAngelo Williams,9170,deangelo-williams,,,RB,89,&nbsp;,280,&nbsp;,&nbsp;,&nbsp;,279.0,306
304,Dion Sims,11691,dion-sims,,,TE,41,&nbsp;,325,&nbsp;,&nbsp;,&nbsp;,284.0,1357
305,Victor Cruz,9790,victor-cruz,,,WR,105,&nbsp;,289,&nbsp;,&nbsp;,&nbsp;,280.0,719
306,Braxton Miller,15597,braxton-miller,,,WR,106,&nbsp;,330,&nbsp;,&nbsp;,&nbsp;,288.5,3203
307,Jeremy Langford,13946,jeremy-langford,,,RB,90,&nbsp;,320,&nbsp;,&nbsp;,&nbsp;,285.5,2411
308,Chris Ivory,9749,christopher-ivory,,,RB,91,&nbsp;,296,&nbsp;,&nbsp;,&nbsp;,286.5,717
309,New Orleans Saints,8190,,,5,DST,27,283,290,&nbsp;,&nbsp;,&nbsp;,286.5,
310,Jeremy McNichols,16445,jeremy-mcnichols,WAS,5,RB,92,&nbsp;,306,&nbsp;,&nbsp;,&nbsp;,287.5,4219
311,Brock Osweiler,11179,brock-osweiler,,,QB,40,&nbsp;,273,&nbsp;,&nbsp;,&nbsp;,287.5,1126
312,Wayne Gallman Jr.,16422,wayne-gallman,,,RB,93,&nbsp;,293,&nbsp;,&nbsp;,&nbsp;,288.5,4150
313,Aaron Jones Sr.,16673,aaron-jones,MIN,9,RB,94,&nbsp;,343,&nbsp;,&nbsp;,&nbsp;,303.0,4199
314,T.J. Logan,16481,tj-logan,,,RB,95,&nbsp;,264,&nbsp;,&nbsp;,&nbsp;,264.0,4186
315,Rico Gathers,15808,rico-gathers,,,TE,42,&nbsp;,299,&nbsp;,&nbsp;,&nbsp;,290.0,3372
316,Chad Williams,16728,chad-williams,,,WR,107,&nbsp;,268,&nbsp;,&nbsp;,&nbsp;,268.0,4128
317,Gary Barnidge,9226,gary-barnidge,,,TE,43,&nbsp;,310,&nbsp;,&nbsp;,&nbsp;,291.5,176
318,Chad Henne,9101,chad-henne,,,QB,41,&nbsp;,278,&nbsp;,&nbsp;,&nbsp;,291.5,89
319,Jeremy Kerley,9986,jeremy-kerley,,,WR,108,&nbsp;,328,&nbsp;,&nbsp;,&nbsp;,299.0,817
320,Mack Hollins,16489,mack-hollins,NE,9,WR,109,&nbsp;,340,&nbsp;,&nbsp;,&nbsp;,307.0,4177
321,Kamar Aiken,11081,kamar-aiken,,,WR,110,&nbsp;,336,&nbsp;,&nbsp;,&nbsp;,305.5,794
322,Damien Williams,12334,damien-williams,,,RB,96,&nbsp;,285,&nbsp;,&nbsp;,&nbsp;,296.5,1833
323,Chicago Bears,8050,,,9,DST,28,278,321,&nbsp;,&nbsp;,&nbsp;,299.5,
324,Adam Shaheen,16457,adam-shaheen,,,TE,44,&nbsp;,350,&nbsp;,&nbsp;,&nbsp;,314.5,4085
325,San Francisco 49ers,8270,,,11,DST,29,279,352,&nbsp;,&nbsp;,&nbsp;,315.5,
326,Kerwynn Williams,11652,kerwynn-williams,,,RB,97,&nbsp;,332,&nbsp;,&nbsp;,&nbsp;,306.0,1441
327,Washington Commanders,8310,,,5,DST,30,280,354,&nbsp;,&nbsp;,&nbsp;,317.0,
328,Detroit Lions,8100,,,7,DST,31,282,315,&nbsp;,&nbsp;,&nbsp;,298.5,
329,Markus Wheaton,11609,markus-wheaton,,,WR,111,&nbsp;,363,&nbsp;,&nbsp;,&nbsp;,322.5,1413
330,Bruce Ellington,12137,bruce-ellington,,,WR,112,&nbsp;,312,&nbsp;,&nbsp;,&nbsp;,299.0,2255
331,Dontrelle Inman,13105,dontrelle-inman,,,WR,113,&nbsp;,345,&nbsp;,&nbsp;,&nbsp;,314.0,2291
332,Seth DeValve,15671,seth-devalve,,,TE,45,&nbsp;,388,&nbsp;,&nbsp;,&nbsp;,336.5,3296
333,Andre Ellington,11662,andre-ellington,,,RB,98,&nbsp;,294,&nbsp;,&nbsp;,&nbsp;,300.5,1575
334,Teddy Bridgewater,12088,teddy-bridgewater,DET,7,QB,42,&nbsp;,287,&nbsp;,&nbsp;,&nbsp;,287.0,2152
335,Matt Jones,13947,matt-jones-rb,,,RB,99,&nbsp;,307,&nbsp;,&nbsp;,&nbsp;,301.0,2400
336,Maxx Williams,13919,maxx-williams,,,TE,46,&nbsp;,358,&nbsp;,&nbsp;,&nbsp;,323.0,2360
337,Akeem Hunt,14286,akeem-hunt,,,RB,100,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,289.0,2731
338,Ryan Switzer,16631,ryan-switzer,,,WR,114,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,290.0,4162
339,Seth Roberts,13840,seth-roberts,,,WR,115,&nbsp;,364,&nbsp;,&nbsp;,&nbsp;,327.5,2039
340,Jaelen Strong,13906,jaelen-strong,,,WR,116,&nbsp;,331,&nbsp;,&nbsp;,&nbsp;,312.0,2375
341,Dwayne Washington,15850,dwayne-washington,,,RB,101,&nbsp;,334,&nbsp;,&nbsp;,&nbsp;,314.0,3391
342,Sammie Coates,13911,sammie-coates,,,WR,117,&nbsp;,361,&nbsp;,&nbsp;,&nbsp;,328.5,2392
343,Matt Moore,9442,matt-moore,,,QB,43,&nbsp;,316,&nbsp;,&nbsp;,&nbsp;,306.5,233
344,Geronimo Allison,15853,geronimo-allison,,,WR,118,&nbsp;,389,&nbsp;,&nbsp;,&nbsp;,343.5,3503
345,Austin Carr,16533,austin-carr,,,WR,119,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,299.0,4416
346,Cody Kessler,15644,cody-kessler,,,QB,44,&nbsp;,301,&nbsp;,&nbsp;,&nbsp;,307.0,3205
347,Aldrick Robinson,10006,aldrick-robinson,,,WR,120,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,300.0,919
348,Trey Burton,12153,trey-burton,,,TE,47,&nbsp;,377,&nbsp;,&nbsp;,&nbsp;,339.0,1793
349,Wendall Williams,15761,wendall-williams,,,WR,121,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,303.0,3552
350,Colin Kaepernick,9891,colin-kaepernick,,,QB,45,&nbsp;,327,&nbsp;,&nbsp;,&nbsp;,315.5,980
351,New York Jets,8210,,,11,DST,32,&nbsp;,305,&nbsp;,&nbsp;,&nbsp;,305.0,
352,Fitzgerald Toussaint,13798,fitzgerald-toussaint,,,RB,102,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,306.0,2282
353,Malcolm Brown,13953,malcolm-brown,,,RB,103,&nbsp;,309,&nbsp;,&nbsp;,&nbsp;,309.0,2588
354,Corey Clement,16446,corey-clement,,,RB,104,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,309.0,4651
355,A.J. Derby,14072,aj-derby,,,TE,48,&nbsp;,380,&nbsp;,&nbsp;,&nbsp;,345.0,2503
356,C.J. Spiller,9680,cj-spiller,,,RB,105,&nbsp;,335,&nbsp;,&nbsp;,&nbsp;,323.0,507
357,Andre Holmes,11406,andre-holmes,,,WR,122,&nbsp;,365,&nbsp;,&nbsp;,&nbsp;,338.5,940
358,Mike Tolbert,9478,mike-tolbert,,,RB,106,&nbsp;,313,&nbsp;,&nbsp;,&nbsp;,314.0,
359,Alfred Blue,12282,alfred-blue,,,RB,107,&nbsp;,324,&nbsp;,&nbsp;,&nbsp;,319.0,1944
360,Cameron Artis-Payne,13942,cameron-artis-payne,,,RB,108,&nbsp;,317,&nbsp;,&nbsp;,&nbsp;,317.0,2477
361,Matt Asiata,11498,matt-asiata,,,RB,109,&nbsp;,318,&nbsp;,&nbsp;,&nbsp;,318.0,936
362,Brian Quick,11212,brian-quick,,,WR,123,&nbsp;,322,&nbsp;,&nbsp;,&nbsp;,322.0,1208
363,Will Tye,14439,will-tye,,,TE,49,&nbsp;,323,&nbsp;,&nbsp;,&nbsp;,323.0,3043
364,Alex Collins,15546,alex-collins,,,RB,110,&nbsp;,337,&nbsp;,&nbsp;,&nbsp;,337.0,3327
365,Travaris Cadet,11470,travaris-cadet,,,RB,111,&nbsp;,338,&nbsp;,&nbsp;,&nbsp;,338.0,1185
366,Richard Rodgers,12233,richard-rodgers,,,TE,50,&nbsp;,339,&nbsp;,&nbsp;,&nbsp;,339.0,2146
367,Ryan Griffin,11830,ryan-griffin,,,TE,51,&nbsp;,341,&nbsp;,&nbsp;,&nbsp;,341.0,1425
368,Tajae Sharpe,15587,tajae-sharpe,,,WR,124,&nbsp;,342,&nbsp;,&nbsp;,&nbsp;,342.0,3297
369,Marquess Wilson,11607,marquess-wilson,,,WR,125,&nbsp;,344,&nbsp;,&nbsp;,&nbsp;,344.0,1512
370,Marcedes Lewis,9413,marcedes-lewis,,,TE,52,&nbsp;,346,&nbsp;,&nbsp;,&nbsp;,346.0,111
371,Vincent Jackson,9624,vincent-jackson,,,WR,126,&nbsp;,347,&nbsp;,&nbsp;,&nbsp;,347.0,128
372,Lance Dunbar,11441,lance-dunbar,,,RB,112,&nbsp;,348,&nbsp;,&nbsp;,&nbsp;,348.0,1284
373,Chester Rogers,16038,chester-rogers,,,WR,127,&nbsp;,349,&nbsp;,&nbsp;,&nbsp;,349.0,3582
374,Larry Donnell,11992,larry-donnell,,,TE,53,&nbsp;,351,&nbsp;,&nbsp;,&nbsp;,351.0,1759
375,Tyler Ervin,15661,tyler-ervin,,,RB,113,&nbsp;,353,&nbsp;,&nbsp;,&nbsp;,353.0,3280
376,Lance Kendricks,9912,lance-kendricks,,,TE,54,&nbsp;,355,&nbsp;,&nbsp;,&nbsp;,355.0,964
377,Christine Michael,11658,christine-michael,,,RB,114,&nbsp;,357,&nbsp;,&nbsp;,&nbsp;,357.0,1596
378,Adam Humphries,14498,adam-humphries,,,WR,128,&nbsp;,360,&nbsp;,&nbsp;,&nbsp;,360.0,2822
379,Demarcus Robinson,15665,demarcus-robinson,SF,11,WR,129,&nbsp;,362,&nbsp;,&nbsp;,&nbsp;,362.0,3286
380,Clive Walford,13956,clive-walford,,,TE,55,&nbsp;,366,&nbsp;,&nbsp;,&nbsp;,366.0,2373
381,Carlos Henderson,16429,carlos-henderson,,,WR,130,&nbsp;,367,&nbsp;,&nbsp;,&nbsp;,367.0,4108
382,Jake Butt,16456,jake-butt,,,TE,56,&nbsp;,368,&nbsp;,&nbsp;,&nbsp;,368.0,4151
383,Justin Hunter,11626,justin-hunter,,,WR,131,&nbsp;,369,&nbsp;,&nbsp;,&nbsp;,369.0,1418
384,Jordan Leggett,16458,jordan-leggett,,,TE,57,&nbsp;,370,&nbsp;,&nbsp;,&nbsp;,370.0,4153
385,Christian Hackenberg,15601,christian-hackenberg,,,QB,46,&nbsp;,371,&nbsp;,&nbsp;,&nbsp;,371.0,3168
386,Leonte Carroo,15607,leonte-carroo,,,WR,132,&nbsp;,372,&nbsp;,&nbsp;,&nbsp;,372.0,3253
387,Landry Jones,11681,landry-jones,,,QB,47,&nbsp;,373,&nbsp;,&nbsp;,&nbsp;,373.0,1411
388,Virgil Green,10026,virgil-green,,,TE,58,&nbsp;,374,&nbsp;,&nbsp;,&nbsp;,374.0,868
389,Elijah Hood,16453,elijah-hood,,,RB,115,&nbsp;,375,&nbsp;,&nbsp;,&nbsp;,375.0,4265
390,Benny Cunningham Jr.,11863,benny-cunningham,,,RB,116,&nbsp;,376,&nbsp;,&nbsp;,&nbsp;,376.0,1564
391,Elijah McGuire,16454,elijah-mcguire,,,RB,117,&nbsp;,378,&nbsp;,&nbsp;,&nbsp;,378.0,4263
392,Shaun Draughn,11171,shaun-draughn,,,RB,118,&nbsp;,379,&nbsp;,&nbsp;,&nbsp;,379.0,913
393,Albert Wilson,12338,albert-wilson,,,WR,133,&nbsp;,381,&nbsp;,&nbsp;,&nbsp;,381.0,2025
394,AJ McCarron,12091,aj-mccarron,,,QB,48,&nbsp;,382,&nbsp;,&nbsp;,&nbsp;,382.0,1895
395,Jeff Heuerman,13961,jeff-heuerman,,,TE,59,&nbsp;,383,&nbsp;,&nbsp;,&nbsp;,383.0,2397
396,Charone Peake,15689,charone-peake,,,WR,134,&nbsp;,384,&nbsp;,&nbsp;,&nbsp;,384.0,3396
397,Rashad Jennings,9520,rashad-jennings,,,RB,119,&nbsp;,385,&nbsp;,&nbsp;,&nbsp;,385.0,380
398,Ricardo Louis,15658,ricardo-louis,,,WR,135,&nbsp;,386,&nbsp;,&nbsp;,&nbsp;,386.0,3275
399,Calvin Johnson,9094,calvin-johnson,,,WR,136,&nbsp;,387,&nbsp;,&nbsp;,&nbsp;,387.0,240
400,Devante Mays,16676,devante-mays,,,RB,120,&nbsp;,390,&nbsp;,&nbsp;,&nbsp;,390.0,4244
401,Ryan Fitzpatrick,9545,ryan-fitzpatrick,,,QB,49,&nbsp;,391,&nbsp;,&nbsp;,&nbsp;,391.0,333
