rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,sleeper,rtsports,avg,sleeper_id
34,Russell Wilson,11180,russell-wilson,,,QB,4,&nbsp;,&nbsp;,35.5,1234
35,Drew Brees,9200,drew-brees,,,QB,5,&nbsp;,&nbsp;,35.5,289
36,Alfred Morris,11347,alfred-morris,,,RB,15,&nbsp;,&nbsp;,35.8,1170
37,Jordan Matthews,12124,jordan-matthews,,,TE,3,&nbsp;,&nbsp;,36.0,1800
38,Melvin Gordon III,13903,melvin-gordon,,,RB,16,&nbsp;,&nbsp;,36.3,2320
39,Latavius Murray,11821,latavius-murray,,,RB,17,&nbsp;,&nbsp;,39.2,1476
40,Carlos Hyde,12105,carlos-hyde,,,RB,18,&nbsp;,&nbsp;,41.0,2257
41,Andre Johnson,9016,andre-johnson,,,WR,15,&nbsp;,&nbsp;,43.8,92
42,Amari Cooper,13894,amari-cooper,,,WR,16,&nbsp;,&nbsp;,47.0,2309
43,Greg Olsen,9238,greg-olsen,,,TE,4,&nbsp;,&nbsp;,47.0,58
44,Ben Roethlisberger,9039,ben-roethlisberger,,,QB,6,&nbsp;,&nbsp;,47.2,138
45,Julian Edelman,9332,julian-edelman,,,WR,17,&nbsp;,&nbsp;,47.2,344
46,Andre Ellington,11662,andre-ellington,,,RB,19,&nbsp;,&nbsp;,48.3,1575
47,Golden Tate,9683,golden-tate,,,WR,18,&nbsp;,&nbsp;,50.7,642
48,Jonathan Stewart,9317,jonathan-stewart,,,RB,20,&nbsp;,&nbsp;,52.5,218
49,Travis Kelce,11594,travis-kelce,KC,9,TE,5,&nbsp;,&nbsp;,52.5,1466
50,Keenan Allen,11616,keenan-allen,LAC,,WR,19,&nbsp;,&nbsp;,54.2,1479
51,Jeremy Maclin,9289,jeremy-maclin,,,WR,20,&nbsp;,&nbsp;,54.5,411
52,Joseph Randle,11637,joseph-randle,,,RB,21,&nbsp;,&nbsp;,55.0,1487
53,DeSean Jackson,9186,desean-jackson,,,WR,21,&nbsp;,&nbsp;,55.2,147
54,Matt Ryan,9444,matt-ryan,,,QB,7,&nbsp;,&nbsp;,57.0,24
55,Arian Foster,9030,arian-foster,,,RB,22,&nbsp;,&nbsp;,58.2,669
56,Tony Romo,9609,tony-romo,,,QB,8,&nbsp;,&nbsp;,58.2,142
57,Sammy Watkins,12118,sammy-watkins,,,WR,22,&nbsp;,&nbsp;,59.2,1817
58,Tom Brady,9603,tom-brady,,,QB,9,&nbsp;,&nbsp;,61.0,167
59,Brandon Marshall,9064,brandon-marshall,,,WR,23,&nbsp;,&nbsp;,61.0,648
60,Jarvis Landry,12128,jarvis-landry,,,WR,24,&nbsp;,&nbsp;,62.8,1825
61,Martellus Bennett,9429,martellus-bennett,,,TE,6,&nbsp;,&nbsp;,64.0,40
62,Davante Adams,12123,davante-adams,LAR,,WR,25,&nbsp;,&nbsp;,65.3,2133
63,T.J. Yeldon,13941,tj-yeldon,,,RB,23,&nbsp;,&nbsp;,66.7,2341
64,Seattle Seahawks,8260,,,9,DST,1,&nbsp;,&nbsp;,67.8,
65,Todd Gurley II,13912,todd-gurley,,,RB,24,&nbsp;,&nbsp;,69.7,2315
66,Vincent Jackson,9624,vincent-jackson,,,WR,26,&nbsp;,&nbsp;,70.3,128
67,Chris Ivory,9749,christopher-ivory,,,RB,25,&nbsp;,&nbsp;,71.3,717
68,Ameer Abdullah,13924,ameer-abdullah,JAC,8,RB,26,&nbsp;,&nbsp;,72.3,2359
69,LeGarrette Blount,9717,legarrette-blount,,,RB,27,&nbsp;,&nbsp;,72.8,730
70,Rashad Jennings,9520,rashad-jennings,,,RB,28,&nbsp;,&nbsp;,73.3,380
71,Joique Bell,9799,joique-bell,,,RB,29,&nbsp;,&nbsp;,73.5,736
72,Doug Martin,11186,doug-martin,,,RB,30,&nbsp;,&nbsp;,74.8,1195
73,Matthew Stafford,9451,matthew-stafford,LAR,,QB,10,&nbsp;,&nbsp;,77.3,421
74,Jason Witten,9275,jason-witten,,,TE,7,&nbsp;,&nbsp;,77.7,23
75,Martavis Bryant,12136,martavis-bryant,,,WR,27,&nbsp;,&nbsp;,81.7,1916
76,C.J. Spiller,9680,cj-spiller,,,RB,31,&nbsp;,&nbsp;,82.0,507
77,Buffalo Bills,8030,,,8,DST,2,&nbsp;,&nbsp;,82.3,
78,Giovani Bernard,11644,giovani-bernard,,,RB,32,&nbsp;,&nbsp;,82.3,1386
79,Allen Robinson II,12126,allen-robinson,,,WR,28,&nbsp;,&nbsp;,83.5,1992
80,Houston Texans,8120,,,9,DST,3,&nbsp;,&nbsp;,84.2,
81,Mike Wallace,9479,mike-wallace,,,WR,29,&nbsp;,&nbsp;,85.7,365
82,Nelson Agholor,13969,nelson-agholor,,,WR,30,&nbsp;,&nbsp;,86.7,2325
83,Eli Manning,9213,eli-manning,,,QB,11,&nbsp;,&nbsp;,89.2,188
84,Cam Newton,9869,cam-newton,,,QB,12,&nbsp;,&nbsp;,89.3,954
85,Steve Smith,9579,steve-smith,,,WR,31,&nbsp;,&nbsp;,89.7,169
86,Jordan Cameron,9946,jordan-cameron,,,TE,8,&nbsp;,&nbsp;,91.5,833
87,Ryan Tannehill,11174,ryan-tannehill,,,QB,13,&nbsp;,&nbsp;,92.7,1049
88,Stephen Gostkowski,9573,stephen-gostkowski,,,K,1,&nbsp;,&nbsp;,95.0,110
89,Charles Johnson,11840,charles-johnson-wr,,,WR,32,&nbsp;,&nbsp;,97.3,1530
90,Tevin Coleman,13926,tevin-coleman,,,RB,33,&nbsp;,&nbsp;,97.3,2378
91,Isaiah Crowell,12116,isaiah-crowell,,,RB,34,&nbsp;,&nbsp;,97.5,1901
92,Larry Fitzgerald,9383,larry-fitzgerald,,,WR,33,&nbsp;,&nbsp;,98.5,223
93,Roddy White,9539,roddy-white,,,WR,34,&nbsp;,&nbsp;,99.2,4
94,Los Angeles Rams,8280,,,,DST,4,&nbsp;,&nbsp;,99.8,
95,Philip Rivers,9509,philip-rivers,,,QB,14,&nbsp;,&nbsp;,101.3,331
96,John Brown,12231,john-brown,,,WR,35,&nbsp;,&nbsp;,102.0,2238
97,Alfred Blue,12282,alfred-blue,,,RB,35,&nbsp;,&nbsp;,104.2,1944
98,Victor Cruz,9790,victor-cruz,,,WR,36,&nbsp;,&nbsp;,105.0,719
99,Ryan Mathews,9687,ryan-mathews,,,RB,36,&nbsp;,&nbsp;,105.3,571
100,Sam Bradford,9678,sam-bradford,,,QB,15,&nbsp;,&nbsp;,107.7,621
101,Eric Decker,9708,eric-decker,,,WR,37,&nbsp;,&nbsp;,108.0,558
102,Tre Mason,12098,tre-mason,,,RB,37,&nbsp;,&nbsp;,109.3,2231
103,Torrey Smith,9884,torrey-smith,,,WR,38,&nbsp;,&nbsp;,110.3,826
104,Anquan Boldin,9020,anquan-boldin,,,WR,39,&nbsp;,&nbsp;,110.5,655
105,Delanie Walker,9172,delanie-walker,,,TE,9,&nbsp;,&nbsp;,111.0,284
106,Adam Vinatieri,9004,adam-vinatieri,,,K,2,&nbsp;,&nbsp;,111.7,120
107,Julius Thomas,9966,julius-thomas,,,TE,10,&nbsp;,&nbsp;,112.8,874
108,Darren McFadden,9154,darren-mcfadden,,,RB,38,&nbsp;,&nbsp;,112.8,326
109,Shane Vereen,9897,shane-vereen,,,RB,39,&nbsp;,&nbsp;,117.0,814
110,Devonta Freeman,12108,devonta-freeman,,,RB,40,&nbsp;,&nbsp;,119.3,2168
111,Arizona Cardinals,8000,,,9,DST,5,&nbsp;,&nbsp;,119.7,
112,Zach Ertz,11689,zach-ertz,,,TE,11,&nbsp;,&nbsp;,120.2,1339
113,Philadelphia Eagles,8230,,,8,DST,6,&nbsp;,&nbsp;,120.5,
114,Marques Colston,9427,marques-colston,,,WR,40,&nbsp;,&nbsp;,121.0,201
115,Michael Floyd,11198,michael-floyd,,,WR,41,&nbsp;,&nbsp;,121.5,1219
116,Devin Funchess,13915,devin-funchess,,,WR,42,&nbsp;,&nbsp;,122.5,2346
117,Teddy Bridgewater,12088,teddy-bridgewater,DET,9,QB,16,&nbsp;,&nbsp;,123.8,2152
118,Pierre Garcon,9510,pierre-garcon,,,WR,43,&nbsp;,&nbsp;,128.3,269
119,Owen Daniels,9496,owen-daniels,,,TE,12,&nbsp;,&nbsp;,128.7,64
120,Kendall Wright,11197,kendall-wright,,,WR,44,&nbsp;,&nbsp;,130.2,1097
121,Bishop Sankey,12101,bishop-sankey,,,RB,41,&nbsp;,&nbsp;,131.0,1937
122,Dwayne Allen,11219,dwayne-allen,,,TE,13,&nbsp;,&nbsp;,107.0,1105
123,Green Bay Packers,8110,,,7,DST,7,&nbsp;,&nbsp;,134.0,
124,Antonio Gates,9027,antonio-gates,,,TE,14,&nbsp;,&nbsp;,135.7,322
125,Stephen Hauschka,9581,steven-hauschka,,,K,3,&nbsp;,&nbsp;,135.8,775
126,Darren Sproles,9155,darren-sproles,,,RB,42,&nbsp;,&nbsp;,136.2,246
127,Mason Crosby,9433,mason-crosby,,,K,4,&nbsp;,&nbsp;,136.3,59
128,Dan Bailey,10970,dan-bailey,,,K,5,&nbsp;,&nbsp;,139.2,899
129,DeAngelo Williams,9170,deangelo-williams,,,RB,43,&nbsp;,&nbsp;,139.5,306
130,Terrance Williams,11627,terrance-williams,,,WR,45,&nbsp;,&nbsp;,140.0,1490
131,Colin Kaepernick,9891,colin-kaepernick,,,QB,17,&nbsp;,&nbsp;,140.8,980
132,Baltimore Ravens,8020,,,9,DST,8,&nbsp;,&nbsp;,141.2,
133,Justin Tucker,11465,justin-tucker,,,K,6,&nbsp;,&nbsp;,141.2,1264
134,Reggie Bush,9525,reggie-bush,,,RB,44,&nbsp;,&nbsp;,141.3,179
135,New England Patriots,8180,,,4,DST,9,&nbsp;,&nbsp;,142.0,
136,Duke Johnson Jr.,13939,duke-johnson,,,RB,45,&nbsp;,&nbsp;,142.8,2382
137,Tyler Eifert,11692,tyler-eifert,,,TE,15,&nbsp;,&nbsp;,143.7,1388
138,Joe Flacco,9300,joe-flacco,CIN,7,QB,18,&nbsp;,&nbsp;,124.0,19
139,Brandon LaFell,9699,brandon-lafell,,,WR,46,&nbsp;,&nbsp;,125.6,613
140,Miami Dolphins,8160,,,5,DST,10,&nbsp;,&nbsp;,125.6,
141,DeVante Parker,13897,devante-parker,,,WR,47,&nbsp;,&nbsp;,147.3,2319
142,Carson Palmer,9098,carson-palmer,,,QB,19,&nbsp;,&nbsp;,147.3,91
143,Charles Sims,12104,charles-sims,,,RB,46,&nbsp;,&nbsp;,148.0,2223
144,Denver Broncos,8090,,,7,DST,11,&nbsp;,&nbsp;,148.2,
145,Jordy Nelson,9320,jordy-nelson,,,WR,48,&nbsp;,&nbsp;,96.5,175
146,Eddie Royal,9208,eddie-royal,,,WR,49,&nbsp;,&nbsp;,129.2,297
147,Kyle Rudolph,9906,kyle-rudolph,,,TE,16,&nbsp;,&nbsp;,150.8,943
148,Danny Woodhead,9148,danny-woodhead,,,RB,47,&nbsp;,&nbsp;,152.0,735
149,Coby Fleener,11220,coby-fleener,,,TE,17,&nbsp;,&nbsp;,135.4,1107
150,Vernon Davis,9621,vernon-davis,,,TE,18,&nbsp;,&nbsp;,156.5,200
151,Jay Cutler,9280,jay-cutler,,,QB,20,&nbsp;,&nbsp;,137.8,416
152,New York Jets,8210,,,5,DST,12,&nbsp;,&nbsp;,138.2,
153,Percy Harvin,9505,percy-harvin,,,WR,50,&nbsp;,&nbsp;,158.5,429
154,Andre Williams,12106,andre-williams,,,RB,48,&nbsp;,&nbsp;,160.5,2088
155,David Johnson,13948,david-johnson-rb,,,RB,49,&nbsp;,&nbsp;,161.2,2391
156,Michael Crabtree,9460,michael-crabtree,,,WR,51,&nbsp;,&nbsp;,161.2,455
157,Breshad Perriman,13975,breshad-perriman,,,WR,52,&nbsp;,&nbsp;,161.3,2331
158,Marcus Mariota,13890,marcus-mariota,WAS,8,QB,21,&nbsp;,&nbsp;,163.0,2307
159,Cody Parkey,13806,cody-parkey,,,K,7,&nbsp;,&nbsp;,148.6,1974
160,Knile Davis,11643,knile-davis,,,RB,50,&nbsp;,&nbsp;,149.4,1463
161,Ronnie Hillman,11289,ronnie-hillman,,,RB,51,&nbsp;,&nbsp;,150.4,1123
162,Kansas City Chiefs,8150,,,9,DST,13,&nbsp;,&nbsp;,168.2,
163,Cody Latimer,12206,cody-latimer,,,WR,53,&nbsp;,&nbsp;,172.3,2004
164,Alex Smith,9012,alex-smith,,,QB,22,&nbsp;,&nbsp;,156.8,268
165,Matt Bryant,9434,matt-bryant,,,K,8,&nbsp;,&nbsp;,173.5,127
166,Heath Miller,9242,heath-miller,,,TE,19,&nbsp;,&nbsp;,158.6,310
167,Jameis Winston,13891,jameis-winston,NYG,11,QB,23,&nbsp;,&nbsp;,161.0,2306
168,Doug Baldwin,10992,doug-baldwin,,,WR,54,&nbsp;,&nbsp;,161.2,988
169,Carolina Panthers,8040,,,5,DST,14,&nbsp;,&nbsp;,161.4,
170,David Cobb,13945,david-cobb,,,RB,52,&nbsp;,&nbsp;,163.0,2441
171,Steve Johnson,9577,steve-johnson,,,WR,55,&nbsp;,&nbsp;,163.8,108
172,Dan Carpenter,9140,dan-carpenter,,,K,9,&nbsp;,&nbsp;,143.0,45
173,Derek Carr,12092,derek-carr,,,QB,24,&nbsp;,&nbsp;,166.2,2028
174,Matt Prater,9443,matt-prater,,,K,10,&nbsp;,&nbsp;,180.7,17
175,Dorial Green-Beckham,13904,dorial-green-beckham,,,WR,56,&nbsp;,&nbsp;,180.8,2345
176,Sebastian Janikowski,9560,sebastian-janikowski,,,K,11,&nbsp;,&nbsp;,184.0,118
177,Tyler Lockett,13971,tyler-lockett,LV,,WR,57,&nbsp;,&nbsp;,172.8,2374
178,Richard Rodgers,12233,richard-rodgers,,,TE,20,&nbsp;,&nbsp;,176.0,2146
179,Brian Quick,11212,brian-quick,,,WR,58,&nbsp;,&nbsp;,157.8,1208
180,Kelvin Benjamin,12121,kelvin-benjamin,,,WR,59,&nbsp;,&nbsp;,161.7,2182
181,Markus Wheaton,11609,markus-wheaton,,,WR,60,&nbsp;,&nbsp;,167.5,1413
182,Dallas Cowboys,8080,,,6,DST,15,&nbsp;,&nbsp;,165.5,
183,Jonas Gray,11894,jonas-gray,,,RB,53,&nbsp;,&nbsp;,137.0,1698
184,Nick Foles,11176,nick-foles,,,QB,25,&nbsp;,&nbsp;,166.0,1029
185,Matt Jones,13947,matt-jones-rb,,,RB,54,&nbsp;,&nbsp;,167.0,2400
186,Charles Clay,10003,charles-clay,,,TE,21,&nbsp;,&nbsp;,168.8,801
187,Kenny Stills,11611,kenny-stills,,,WR,61,&nbsp;,&nbsp;,169.0,1555
188,Montee Ball,11663,montee-ball,,,RB,55,&nbsp;,&nbsp;,172.3,1454
189,Minnesota Vikings,8170,,,5,DST,16,&nbsp;,&nbsp;,199.3,
190,Andy Dalton,9907,andy-dalton,PHI,8,QB,26,&nbsp;,&nbsp;,175.3,829
191,Kevin White,13899,kevin-white,,,WR,62,&nbsp;,&nbsp;,152.0,2312
192,Brandon Coleman,12202,brandon-coleman,,,WR,63,&nbsp;,&nbsp;,177.3,2196
193,Josh Hill,13565,josh-hill-te,,,TE,22,&nbsp;,&nbsp;,153.0,1777
194,Fred Jackson,9220,fred-jackson,,,RB,56,&nbsp;,&nbsp;,196.0,228
195,Marvin Jones Jr.,11215,marvin-jones,,,WR,64,&nbsp;,&nbsp;,179.8,1067
196,Rueben Randle,11202,reuben-randle,,,WR,65,&nbsp;,&nbsp;,183.0,1164
197,Terrance West,12194,terrance-west,,,RB,57,&nbsp;,&nbsp;,183.3,1912
198,Cincinnati Bengals,8060,,,7,DST,17,&nbsp;,&nbsp;,183.3,
199,Donte Moncrief,12125,donte-moncrief,,,WR,66,&nbsp;,&nbsp;,185.0,1971
200,Pittsburgh Steelers,8240,,,11,DST,18,&nbsp;,&nbsp;,187.5,
201,Denard Robinson,11628,denard-robinson,,,RB,58,&nbsp;,&nbsp;,188.5,1449
202,Malcom Floyd,9410,malcom-floyd,,,WR,67,&nbsp;,&nbsp;,169.0,316
203,Connor Barth,9132,connor-barth,,,K,12,&nbsp;,&nbsp;,186.7,499
204,Larry Donnell,11992,larry-donnell,,,TE,23,&nbsp;,&nbsp;,171.3,1759
205,James Jones,9264,james-jones,,,WR,68,&nbsp;,&nbsp;,171.3,253
206,Detroit Lions,8100,,,9,DST,19,&nbsp;,&nbsp;,193.3,
207,Blair Walsh,11349,blair-walsh,,,K,13,&nbsp;,&nbsp;,205.6,1214
208,Ty Montgomery II,13977,ty-montgomery,,,RB,59,&nbsp;,&nbsp;,176.0,2399
209,Phillip Dorsett II,13979,phillip-dorsett,LV,,WR,69,&nbsp;,&nbsp;,195.0,2334
210,San Francisco 49ers,8270,,,10,DST,20,&nbsp;,&nbsp;,178.0,
211,New York Giants,8200,,,11,DST,21,&nbsp;,&nbsp;,181.0,
212,Brandon McManus,13274,brandon-mcmanus,,,K,14,&nbsp;,&nbsp;,199.8,1433
213,Randy Bullock,11339,randy-bullock,,,K,15,&nbsp;,&nbsp;,148.0,1099
214,Christine Michael,11658,christine-michael,,,RB,60,&nbsp;,&nbsp;,184.3,1596
215,Eric Ebron,12143,eric-ebron,,,TE,24,&nbsp;,&nbsp;,190.0,2118
216,Austin Seferian-Jenkins,12145,austin-seferian-jenkins,,,TE,25,&nbsp;,&nbsp;,191.3,2222
217,Jared Cook,9265,jared-cook,,,TE,26,&nbsp;,&nbsp;,213.7,367
218,Tyrod Taylor,10007,tyrod-taylor,GB,7,QB,27,&nbsp;,&nbsp;,192.3,827
219,Reggie Wayne,9526,reggie-wayne,,,WR,70,&nbsp;,&nbsp;,193.3,194
220,Indianapolis Colts,8130,,,10,DST,22,&nbsp;,&nbsp;,194.0,
221,Chicago Bears,8050,,,7,DST,23,&nbsp;,&nbsp;,165.5,
222,Roy Helu,9949,roy-helu,,,RB,61,&nbsp;,&nbsp;,195.7,915
223,Blake Bortles,12090,blake-bortles,,,QB,28,&nbsp;,&nbsp;,213.7,1979
224,Jordan Reed,11690,jordan-reed,,,TE,27,&nbsp;,&nbsp;,202.0,1500
225,James Starks,9711,james-starks,,,RB,62,&nbsp;,&nbsp;,203.0,762
226,Mohamed Sanu Sr.,11200,mohamed-sanu,,,WR,71,&nbsp;,&nbsp;,180.5,1071
227,Khiry Robinson,11909,khiry-robinson,,,RB,63,&nbsp;,&nbsp;,208.3,1720
228,Kirk Cousins,11177,kirk-cousins,LV,,QB,29,&nbsp;,&nbsp;,181.5,1166
229,Jerick McKinnon,12209,jerick-mckinnon,,,RB,64,&nbsp;,&nbsp;,205.7,2161
230,Cameron Artis-Payne,13942,cameron-artis-payne,,,RB,65,&nbsp;,&nbsp;,183.0,2477
231,Phil Dawson,9508,phil-dawson,,,K,16,&nbsp;,&nbsp;,218.8,229
232,Ahmad Bradshaw,9007,ahmad-bradshaw,,,RB,66,&nbsp;,&nbsp;,251.5,78
233,Wes Welker,9628,wes-welker,,,WR,72,&nbsp;,&nbsp;,246.0,177
234,Dwayne Bowe,9203,dwayne-bowe,,,WR,73,&nbsp;,&nbsp;,217.0,286
235,Robbie Gould,9534,robbie-gould,,,K,17,&nbsp;,&nbsp;,191.5,49
236,Cordarrelle Patterson,11613,cordarrelle-patterson,,,RB,67,&nbsp;,&nbsp;,194.5,1535
237,Jeff Janis,12318,jeff-janis,,,WR,74,&nbsp;,&nbsp;,242.3,2140
238,Cecil Shorts,9956,cecil-shorts,,,WR,75,&nbsp;,&nbsp;,195.0,866
239,Stevan Ridley,9928,stevan-ridley,,,RB,68,&nbsp;,&nbsp;,210.5,811
240,Nick Folk,9491,nick-folk,ATL,10,K,18,&nbsp;,&nbsp;,220.3,650
241,Jaelen Strong,13906,jaelen-strong,,,WR,76,&nbsp;,&nbsp;,213.0,2375
242,Josh Scobee,9330,josh-scobee,,,K,19,&nbsp;,&nbsp;,201.0,275
243,Ladarius Green,11221,ladarius-green,,,TE,28,&nbsp;,&nbsp;,218.3,1139
244,Robert Griffin III,11173,robert-griffin-iii,,,QB,30,&nbsp;,&nbsp;,206.0,1169
245,Allen Hurns,12996,allen-hurns,,,WR,77,&nbsp;,&nbsp;,233.7,1984
246,Bobby Rainey,11407,bobby-rainey,,,RB,69,&nbsp;,&nbsp;,253.5,1059
247,Josh Brown,9323,josh-brown,,,K,20,&nbsp;,&nbsp;,246.7,102
248,Virgil Green,10026,virgil-green,,,TE,29,&nbsp;,&nbsp;,247.0,868
249,Caleb Sturgis,11815,caleb-sturgis,,,K,21,&nbsp;,&nbsp;,244.3,1358
250,Brandon Bolden,11410,brandon-bolden,,,RB,70,&nbsp;,&nbsp;,191.0,1034
251,Nick Novak,9662,nick-novak,,,K,22,&nbsp;,&nbsp;,234.7,168
252,Jay Ajayi,13940,jay-ajayi,,,RB,71,&nbsp;,&nbsp;,193.0,2452
253,Branden Oliver,13103,branden-oliver,,,RB,72,&nbsp;,&nbsp;,224.5,2050
254,Lorenzo Taliaferro,12257,lorenzo-taliaferro,,,RB,73,&nbsp;,&nbsp;,236.5,1880
255,Chandler Catanzaro,13606,chandler-catanzaro,,,K,23,&nbsp;,&nbsp;,229.0,2242
256,New Orleans Saints,8190,,,11,DST,24,&nbsp;,&nbsp;,200.0,
257,Kenny Britt,9353,kenny-britt,,,WR,78,&nbsp;,&nbsp;,226.5,366
258,Greg Zuerlein,11345,greg-zuerlein,,,K,24,&nbsp;,&nbsp;,228.0,1266
259,Theo Riddick,11649,theo-riddick,,,RB,74,&nbsp;,&nbsp;,229.5,1517
260,Stedman Bailey,11615,stedman-bailey,,,WR,79,&nbsp;,&nbsp;,209.0,1568
261,Tavon Austin,11625,tavon-austin,,,WR,80,&nbsp;,&nbsp;,239.0,1567
262,Dan Herron,11358,daniel-herron,,,RB,75,&nbsp;,&nbsp;,245.5,1307
263,Leonard Hankerson,9901,leonard-hankerson,,,WR,81,&nbsp;,&nbsp;,233.0,914
264,Cole Beasley,11459,cole-beasley,,,WR,82,&nbsp;,&nbsp;,220.0,1144
265,Danny Amendola,9146,danny-amendola,,,WR,83,&nbsp;,&nbsp;,257.5,491
266,Andrew Hawkins,11041,andrew-hawkins,,,WR,84,&nbsp;,&nbsp;,247.0,831
267,Greg Jennings,9235,greg-jennings,,,WR,85,&nbsp;,&nbsp;,261.5,264
268,Sammie Coates,13911,sammie-coates,,,WR,86,&nbsp;,&nbsp;,224.0,2392
269,Los Angeles Chargers,8250,,,,DST,25,&nbsp;,&nbsp;,252.0,
270,Ryan Mallett,9864,ryan-mallett,,,QB,31,&nbsp;,&nbsp;,228.0,810
271,Atlanta Falcons,8010,,,10,DST,26,&nbsp;,&nbsp;,294.5,
272,Ryan Fitzpatrick,9545,ryan-fitzpatrick,,,QB,32,&nbsp;,&nbsp;,231.0,333
273,Garrett Hartley,9222,garrett-hartley,,,K,25,&nbsp;,&nbsp;,273.5,11
274,Aaron Dobson,11624,aaron-dobson,,,WR,87,&nbsp;,&nbsp;,237.0,1365
275,Washington Commanders,8310,,,8,DST,27,&nbsp;,&nbsp;,249.0,
276,Ray Rice,9523,ray-rice,,,RB,76,&nbsp;,&nbsp;,239.0,16
277,Chris Polk,11187,chris-polk,,,RB,77,&nbsp;,&nbsp;,240.0,1033
278,Chris Johnson,9123,chris-johnson,,,RB,78,&nbsp;,&nbsp;,248.5,272
279,Mychal Rivera,11700,mychal-rivera,,,TE,30,&nbsp;,&nbsp;,288.0,1477
280,Trenton Richardson,11183,trent-richardson,,,RB,79,&nbsp;,&nbsp;,246.0,
281,Taylor Gabriel,12888,taylor-gabriel,,,WR,88,&nbsp;,&nbsp;,247.0,1903
282,Lance Dunbar,11441,lance-dunbar,,,RB,80,&nbsp;,&nbsp;,250.5,1284
283,Tampa Bay Buccaneers,8290,,,6,DST,28,&nbsp;,&nbsp;,248.0,
284,Dustin Hopkins,11818,dustin-hopkins,,,K,26,&nbsp;,&nbsp;,250.0,1348
285,James White,12195,james-white,,,RB,81,&nbsp;,&nbsp;,249.0,1848
286,Graham Gano,9232,graham-gano,,,K,27,&nbsp;,&nbsp;,250.5,503
287,Damien Williams,12334,damien-williams,,,RB,82,&nbsp;,&nbsp;,299.5,1833
288,Jacksonville Jaguars,8140,,,8,DST,29,&nbsp;,&nbsp;,251.0,
289,Brian Hoyer,9078,brian-hoyer,,,QB,33,&nbsp;,&nbsp;,253.0,345
