rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,espn,sleeper,cbs,nfl,rtsports,fantrax,avg,sleeper_id
232,Ryan Tannehill,11174,ryan-tannehill,,,QB,29,222,258,&nbsp;,257,224,&nbsp;,240.3,1049
233,Jake Moody,24009,jake-moody,WAS,14,K,18,&nbsp;,204,&nbsp;,212,246,&nbsp;,220.7,10937
234,Mac Jones,20156,mac-jones,SF,9,QB,30,207,247,&nbsp;,214,&nbsp;,&nbsp;,222.7,7527
235,Tampa Bay Buccaneers,8290,,,5,DST,21,&nbsp;,224,&nbsp;,219,226,&nbsp;,223.0,
236,Irv Smith Jr.,18610,irv-smith-jr,,,TE,30,470,221,&nbsp;,249,200,&nbsp;,285.0,6126
237,Alec Pierce,23791,alec-pierce,IND,11,WR,75,&nbsp;,208,&nbsp;,270,201,&nbsp;,226.3,8142
238,Van Jefferson,19483,van-jefferson,WAS,14,WR,76,&nbsp;,207,&nbsp;,&nbsp;,175,&nbsp;,191.0,6853
239,Curtis Samuel,16434,curtis-samuel,,,WR,77,&nbsp;,219,&nbsp;,225,247,&nbsp;,230.3,4082
240,Los Angeles Chargers,8250,,,5,DST,22,230,&nbsp;,&nbsp;,165,&nbsp;,&nbsp;,197.5,
241,Carolina Panthers,8040,,,7,DST,23,174,&nbsp;,&nbsp;,222,&nbsp;,&nbsp;,198.0,
242,Detroit Lions,8100,,,9,DST,24,208,&nbsp;,&nbsp;,190,&nbsp;,&nbsp;,199.0,
243,Isaiah Hodgins,19375,isaiah-hodgins,NYG,13,WR,78,&nbsp;,232,&nbsp;,254,215,&nbsp;,233.7,6920
244,Riley Patterson,23370,riley-patterson,MIA,10,K,19,&nbsp;,&nbsp;,&nbsp;,136,267,&nbsp;,201.5,7922
245,Zack Moss,19263,zack-moss,,,RB,63,&nbsp;,234,&nbsp;,&nbsp;,173,&nbsp;,203.5,6845
246,Ty Chandler,19471,ty-chandler,NO,11,RB,64,&nbsp;,237,&nbsp;,&nbsp;,180,&nbsp;,208.5,8230
247,Zamir White,20095,zamir-white,LV,13,RB,65,&nbsp;,223,&nbsp;,&nbsp;,196,&nbsp;,209.5,8139
248,DeVante Parker,13897,devante-parker,,,WR,79,&nbsp;,249,&nbsp;,226,244,&nbsp;,239.7,2319
249,Baker Mayfield,17237,baker-mayfield,TB,5,QB,31,211,264,&nbsp;,246,&nbsp;,&nbsp;,240.3,4892
250,Greg Joseph,17647,greg-joseph,,,K,20,&nbsp;,&nbsp;,&nbsp;,164,261,&nbsp;,212.5,5272
251,Los Angeles Rams,8280,,,10,DST,25,225,&nbsp;,&nbsp;,200,&nbsp;,&nbsp;,212.5,
252,Eddy Pineiro,17575,eddy-pineiro,SF,9,K,21,&nbsp;,&nbsp;,&nbsp;,129,&nbsp;,&nbsp;,129.0,5189
253,Evan Hull,25325,evan-hull,HOU,7,RB,66,&nbsp;,228,&nbsp;,&nbsp;,203,&nbsp;,215.5,9220
254,Chase Brown,25324,chase-brown,CIN,7,RB,67,&nbsp;,215,&nbsp;,290,233,&nbsp;,246.0,9224
255,Mecole Hardman Jr.,18587,mecole-hardman,BUF,13,WR,80,&nbsp;,235,&nbsp;,262,245,&nbsp;,247.3,5917
256,Jerome Ford,22921,jerome-ford,WAS,14,RB,68,&nbsp;,236,&nbsp;,&nbsp;,208,&nbsp;,222.0,8143
257,Chicago Bears,8050,,,13,DST,26,221,&nbsp;,&nbsp;,223,&nbsp;,&nbsp;,222.0,
258,Chase Claypool,18627,chase-claypool,,,WR,81,&nbsp;,243,&nbsp;,261,240,&nbsp;,248.0,6886
259,Joshua Kelley,19445,joshua-kelley,,,RB,69,&nbsp;,274,&nbsp;,&nbsp;,171,&nbsp;,222.5,7045
260,Las Vegas Raiders,8220,,,13,DST,27,213,&nbsp;,&nbsp;,236,&nbsp;,&nbsp;,224.5,
261,Desmond Ridder,20080,desmond-ridder,,,QB,32,&nbsp;,260,&nbsp;,251,239,&nbsp;,250.0,8159
262,Tennessee Titans,8300,,,7,DST,28,&nbsp;,222,&nbsp;,230,&nbsp;,&nbsp;,226.0,
263,Chase McLaughlin,19058,chase-mclaughlin,TB,5,K,22,259,&nbsp;,&nbsp;,203,&nbsp;,&nbsp;,231.0,6650
264,Noah Fant,17527,noah-fant,NO,11,TE,31,&nbsp;,253,&nbsp;,210,&nbsp;,&nbsp;,231.5,5857
265,Latavius Murray,11821,latavius-murray,,,RB,70,&nbsp;,&nbsp;,&nbsp;,256,213,&nbsp;,234.5,1476
266,John Metchie III,22895,john-metchie,CAR,7,WR,82,&nbsp;,217,&nbsp;,&nbsp;,253,&nbsp;,235.0,8147
267,Trey Lance,20082,trey-lance,LAC,5,QB,33,262,278,&nbsp;,238,&nbsp;,&nbsp;,259.3,7610
268,Michael Badgley,17693,michael-badgley,,,K,23,368,&nbsp;,&nbsp;,178,&nbsp;,&nbsp;,273.0,5230
269,Rashid Shaheed,24687,rashid-shaheed,SEA,5,WR,83,&nbsp;,244,&nbsp;,285,250,&nbsp;,259.7,8676
270,Matt Prater,9443,matt-prater,,,K,24,239,&nbsp;,&nbsp;,243,&nbsp;,&nbsp;,241.0,17
271,Robert Woods,11610,robert-woods,,,WR,84,&nbsp;,240,&nbsp;,294,249,&nbsp;,261.0,1352
272,Arizona Cardinals,8000,,,14,DST,29,237,&nbsp;,&nbsp;,247,&nbsp;,&nbsp;,242.0,
273,Isaiah Likely,23781,isaiah-likely,NYG,13,TE,32,&nbsp;,256,&nbsp;,260,270,&nbsp;,262.0,8131
274,Darius Slayton,18706,darius-slayton,NYG,13,WR,85,&nbsp;,&nbsp;,&nbsp;,255,236,&nbsp;,245.5,6149
275,Kyren Williams,23059,kyren-williams,LAR,10,RB,71,&nbsp;,&nbsp;,&nbsp;,&nbsp;,193,&nbsp;,193.0,8150
276,Sean Tucker,23679,sean-tucker,TB,5,RB,72,&nbsp;,&nbsp;,&nbsp;,&nbsp;,198,&nbsp;,198.0,9506
277,Brandon Aubrey,26068,brandon-aubrey,DAL,7,K,25,226,&nbsp;,&nbsp;,&nbsp;,272,&nbsp;,249.0,11533
278,Anders Carlson,25465,anders-carlson,,,K,26,220,&nbsp;,&nbsp;,283,&nbsp;,&nbsp;,251.5,11008
279,Josh Downs,24706,josh-downs,IND,11,WR,86,&nbsp;,241,&nbsp;,&nbsp;,263,&nbsp;,252.0,9500
280,Kyle Juszczyk,11798,kyle-juszczyk,SF,9,RB,73,255,&nbsp;,&nbsp;,252,&nbsp;,&nbsp;,253.5,
281,Cairo Santos,13731,cairo-santos,CHI,13,K,27,209,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,209.0,2020
282,Darnell Washington,22967,darnell-washington,PIT,6,TE,33,236,&nbsp;,&nbsp;,273,&nbsp;,&nbsp;,254.5,9479
283,Tom Brady,9603,tom-brady,,,QB,34,214,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,214.0,167
284,Cade Otton,23181,cade-otton,TB,5,TE,34,&nbsp;,282,&nbsp;,278,255,&nbsp;,271.7,8111
285,Brett Maher,12378,brett-maher,,,K,28,216,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,216.0,4958
286,Jimmy Graham,9712,jimmy-graham,,,TE,35,219,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,219.0,616
287,Wan'Dale Robinson,22985,wandale-robinson,TEN,7,WR,87,&nbsp;,259,&nbsp;,&nbsp;,260,&nbsp;,259.5,8126
288,Michael Carter,22728,michael-carter-rb,TEN,7,RB,74,&nbsp;,276,&nbsp;,244,&nbsp;,&nbsp;,260.0,7607
289,Keaontay Ingram,23162,keaontay-ingram,,,RB,75,&nbsp;,262,&nbsp;,&nbsp;,258,&nbsp;,260.0,8221
290,Richie James Jr.,17303,richie-james,,,WR,88,343,&nbsp;,&nbsp;,&nbsp;,220,&nbsp;,281.5,5137
291,Indianapolis Colts,8130,,,11,DST,30,315,&nbsp;,&nbsp;,221,&nbsp;,&nbsp;,268.0,
292,Puka Nacua,23180,puka-nacua,LAR,10,WR,89,&nbsp;,268,&nbsp;,&nbsp;,262,&nbsp;,265.0,9493
293,Atlanta Falcons,8010,,,11,DST,31,&nbsp;,&nbsp;,&nbsp;,231,&nbsp;,&nbsp;,231.0,
294,Blake Grupe,25533,blake-grupe,IND,11,K,29,232,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,232.0,11058
295,Jermar Jefferson,20088,jermar-jefferson,,,RB,76,233,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,233.0,7599
296,Chad Ryland,25354,chad-ryland,ARI,14,K,30,238,&nbsp;,&nbsp;,295,&nbsp;,&nbsp;,266.5,10955
297,Cade York,24549,cade-york,NYJ,7,K,31,328,&nbsp;,&nbsp;,233,&nbsp;,&nbsp;,280.5,8258
298,Joey Slye,19028,joey-slye,TEN,7,K,32,245,&nbsp;,&nbsp;,289,&nbsp;,&nbsp;,267.0,6528
299,Joshua Palmer,22845,josh-palmer,BUF,13,WR,90,&nbsp;,&nbsp;,&nbsp;,297,238,&nbsp;,267.5,7670
300,Noah Gray,19539,noah-gray,KC,10,TE,36,248,&nbsp;,&nbsp;,288,&nbsp;,&nbsp;,268.0,7828
301,Chase Edmonds,17496,chase-edmonds,WAS,14,RB,77,&nbsp;,&nbsp;,&nbsp;,&nbsp;,237,&nbsp;,237.0,5000
302,Ka'imi Fairbairn,15756,kaimi-fairbairn,HOU,7,K,33,340,&nbsp;,&nbsp;,239,&nbsp;,&nbsp;,289.5,3451
303,Malik Cunningham,22988,malik-cunningham,DET,9,QB,35,241,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,241.0,10860
304,Rob Gronkowski,9721,rob-gronkowski,,,TE,37,242,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,242.0,515
305,Tanner Brown,25616,tanner-brown,NO,11,K,34,243,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,243.0,11145
306,Luke Schoonmaker,25267,luke-schoonmaker,DAL,7,TE,38,244,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,244.0,10871
307,Houston Texans,8120,,,7,DST,32,&nbsp;,&nbsp;,&nbsp;,245,&nbsp;,&nbsp;,245.0,
308,Robbie Gould,9534,robbie-gould,,,K,35,246,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,246.0,49
309,Bruce Anderson III,18720,bruce-anderson,,,RB,78,&nbsp;,246,&nbsp;,&nbsp;,&nbsp;,&nbsp;,246.0,6072
310,Kyle Allen,17869,kyle-allen,BUF,13,QB,36,247,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,247.0,5127
311,Henry Litwin,24770,henry-litwin,,,WR,91,&nbsp;,248,&nbsp;,&nbsp;,&nbsp;,&nbsp;,248.0,8694
312,Allen Robinson II,12126,allen-robinson,,,WR,92,&nbsp;,284,&nbsp;,&nbsp;,264,&nbsp;,274.0,1992
313,Jake Bobo,25339,jake-bobo,SEA,5,WR,93,249,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,249.0,10867
314,Antonio Brown,9808,antonio-brown,,,WR,94,250,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,250.0,536
315,Mason Crosby,9433,mason-crosby,,,K,36,251,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,251.0,59
316,Calvin Austin III,23739,calvin-austin,NYG,13,WR,95,252,&nbsp;,&nbsp;,299,&nbsp;,&nbsp;,275.5,8125
317,Trey McBride,22936,trey-mcbride,ARI,14,TE,39,&nbsp;,252,&nbsp;,&nbsp;,&nbsp;,&nbsp;,252.0,8130
318,Blake Bell,13966,blake-bell,,,TE,40,254,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,254.0,2422
319,Jaleel McLaughlin,25876,jaleel-mclaughlin,DEN,9,RB,79,&nbsp;,&nbsp;,&nbsp;,&nbsp;,254,&nbsp;,254.0,11439
320,Eric Ebron,12143,eric-ebron,,,TE,41,&nbsp;,255,&nbsp;,&nbsp;,&nbsp;,&nbsp;,255.0,2118
321,Trey Palmer,25331,trey-palmer,NO,11,WR,96,256,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,256.0,9492
322,Connor Heyward,24562,connor-heyward,LV,13,TE,42,257,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,257.0,8181
323,DeWayne McBride,25265,dewayne-mcbride,,,RB,80,291,266,&nbsp;,&nbsp;,&nbsp;,&nbsp;,278.5,9512
324,Ben Roethlisberger,9039,ben-roethlisberger,,,QB,37,258,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,258.0,138
325,Robert Tonyan,16502,robert-tonyan,PIT,6,TE,43,301,&nbsp;,&nbsp;,259,&nbsp;,&nbsp;,280.0,4602
326,Christopher Dunn,25618,christopher-dunn,,,K,37,260,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,260.0,11146
327,Max Duggan,23121,max-duggan,,,QB,38,261,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,261.0,10233
328,Christian Trahan,25690,christian-trahan,,,TE,44,&nbsp;,261,&nbsp;,&nbsp;,&nbsp;,&nbsp;,261.0,11231
329,Daniel Bellinger,24238,daniel-bellinger,TEN,7,TE,45,268,&nbsp;,&nbsp;,293,&nbsp;,&nbsp;,280.5,8225
330,Stetson Bennett IV,23927,stetson-bennett,LAR,10,QB,39,263,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,263.0,10857
331,Israel Abanikanda,24352,israel-abanikanda,DAL,7,RB,81,364,263,&nbsp;,&nbsp;,&nbsp;,&nbsp;,313.5,9227
332,James Robinson,19631,james-robinson,,,RB,82,443,&nbsp;,&nbsp;,263,&nbsp;,&nbsp;,353.0,6955
333,Adrian Peterson,9006,adrian-peterson-min,,,RB,83,264,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,264.0,184
334,Tristan Vizcaino,18670,tristan-vizcaino,,,K,38,&nbsp;,&nbsp;,&nbsp;,264,&nbsp;,&nbsp;,264.0,5823
335,Nikola Kalinic,24144,nikola-kalinic,CHI,13,TE,46,&nbsp;,265,&nbsp;,&nbsp;,&nbsp;,&nbsp;,265.0,8107
336,Zack Kuntz,25347,zack-kuntz,,,TE,47,265,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,265.0,9483
337,Jelani Woods,23829,jelani-woods,NYJ,7,TE,48,&nbsp;,288,&nbsp;,277,&nbsp;,&nbsp;,282.5,8219
338,Marvin Jones Jr.,11215,marvin-jones,,,WR,97,&nbsp;,&nbsp;,&nbsp;,266,&nbsp;,&nbsp;,266.0,1067
339,Mohamed Ibrahim,20153,mohamed-ibrahim,,,RB,84,266,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,266.0,10651
340,Chase Cota- DUP,25792,chase-cota,,,WR,98,267,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,267.0,
341,Austin Watkins Jr.,22798,austin-watkins,,,WR,99,269,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,269.0,7579
342,Zach Evans,23122,zach-evans,,,RB,85,&nbsp;,270,&nbsp;,&nbsp;,&nbsp;,&nbsp;,270.0,9222
343,Chris Naggar,23462,chris-naggar,,,K,39,270,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,270.0,8042
344,Rico Dowdle,19647,rico-dowdle,PIT,6,RB,86,&nbsp;,&nbsp;,&nbsp;,&nbsp;,271,&nbsp;,271.0,7021
345,Armani Rogers,24242,armani-rogers,,,TE,49,271,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,271.0,8665
346,John Mitchell,24759,john-mitchell,,,TE,50,&nbsp;,271,&nbsp;,&nbsp;,&nbsp;,&nbsp;,271.0,8685
347,C.J. Uzomah,14084,cj-uzomah,,,TE,51,272,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,272.0,2460
348,Michael Wilson,25333,michael-wilson,ARI,14,WR,100,&nbsp;,272,&nbsp;,&nbsp;,&nbsp;,&nbsp;,272.0,10232
349,Matt Breida,17058,matt-breida,,,RB,87,&nbsp;,&nbsp;,&nbsp;,&nbsp;,273,&nbsp;,273.0,4455
350,Tucker Kraft,25298,tucker-kraft,GB,6,TE,52,273,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,273.0,9484
351,Boston Scott,17612,boston-scott,,,RB,88,292,&nbsp;,&nbsp;,281,&nbsp;,&nbsp;,286.5,5122
352,Justin Watson,17603,justin-watson,HOU,7,WR,101,274,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,274.0,5374
353,Zach Wilson,22679,zach-wilson,NO,11,QB,40,275,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,275.0,7538
354,Joseph Ngata,23778,joseph-ngata,,,WR,102,276,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,276.0,11276
355,Marcus Mariota,13890,marcus-mariota,WAS,14,QB,41,277,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,277.0,2307
356,Ronnie Bell,23012,ronnie-bell,NO,11,WR,103,278,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,278.0,10221
357,Matt Barkley,11686,matt-barkley,,,QB,42,279,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,279.0,1338
358,Logan Thomas,12095,logan-thomas,,,TE,53,&nbsp;,&nbsp;,&nbsp;,279,&nbsp;,&nbsp;,279.0,2251
359,Austin Allen,23797,austin-allen-te,,,TE,54,&nbsp;,279,&nbsp;,&nbsp;,&nbsp;,&nbsp;,279.0,8215
360,Will Dissly,18049,will-dissly,,,TE,55,&nbsp;,&nbsp;,&nbsp;,280,&nbsp;,&nbsp;,280.0,5010
361,Albert Okwuegbunam Jr.,18246,albert-okwuegbunam,LV,13,TE,56,280,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,280.0,6843
362,Rodrigo Blankenship,19469,rodrigo-blankenship,,,K,40,281,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,281.0,7062
363,Khalil Shakir,23748,khalil-shakir,BUF,13,WR,104,399,281,&nbsp;,&nbsp;,&nbsp;,&nbsp;,340.0,8134
364,Dustin Hopkins,11818,dustin-hopkins,,,K,41,&nbsp;,&nbsp;,&nbsp;,282,&nbsp;,&nbsp;,282.0,1348
365,Deneric Prince,25770,deneric-prince,,,RB,89,282,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,282.0,10870
366,Durham Smythe,17508,durham-smythe,BAL,13,TE,57,283,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,283.0,5008
367,Julio Jones,9867,julio-jones,,,WR,105,284,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,284.0,947
368,Quez Watkins,19715,quez-watkins,PHI,10,WR,106,&nbsp;,&nbsp;,&nbsp;,284,&nbsp;,&nbsp;,284.0,6927
369,Mitchell Trubisky,16381,mitch-trubisky,TEN,7,QB,43,285,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,285.0,3976
370,Tyquan Thornton,22913,tyquan-thornton,KC,10,WR,107,&nbsp;,285,&nbsp;,&nbsp;,&nbsp;,&nbsp;,285.0,8188
371,Josh Woodrum,15825,josh-woodrum,,,QB,44,&nbsp;,286,&nbsp;,&nbsp;,&nbsp;,&nbsp;,286.0,3440
372,Equanimeous St. Brown,17307,equanimeous-st-brown,,,WR,108,286,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,286.0,5323
373,Nick Sciba,23983,nick-sciba,,,K,42,287,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,287.0,8893
374,Thomas Greaney,25798,thomas-greaney,,,TE,58,&nbsp;,287,&nbsp;,&nbsp;,&nbsp;,&nbsp;,287.0,11351
375,Isaiah McKenzie,16604,isaiah-mckenzie,,,WR,109,490,&nbsp;,&nbsp;,287,&nbsp;,&nbsp;,388.5,4197
376,Josh Oliver,18487,josh-oliver,MIN,13,TE,59,288,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,288.0,5973
377,Jake Browning,18557,jake-browning,TB,5,QB,45,289,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,289.0,6111
378,Pierre Strong Jr.,24173,pierre-strong-jr,GB,6,RB,90,&nbsp;,289,&nbsp;,&nbsp;,&nbsp;,&nbsp;,289.0,8116
379,Cooper Rush,16477,cooper-rush,,,QB,46,290,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,290.0,4574
380,Cole McDonald,19500,cole-mcdonald,,,QB,47,&nbsp;,290,&nbsp;,&nbsp;,&nbsp;,&nbsp;,290.0,6954
381,Terrace Marshall Jr.,23242,terrace-marshall,MIA,10,WR,110,&nbsp;,291,&nbsp;,&nbsp;,&nbsp;,&nbsp;,291.0,7565
382,Kyle Lauletta,17456,kyle-lauletta,,,QB,48,&nbsp;,292,&nbsp;,&nbsp;,&nbsp;,&nbsp;,292.0,4996
383,Trenton Irwin,18726,trenton-irwin,,,WR,111,293,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,293.0,6598
384,Danny Etling,17542,danny-etling,,,QB,49,&nbsp;,294,&nbsp;,&nbsp;,&nbsp;,&nbsp;,294.0,5120
385,Trace McSorley,18475,trace-mcsorley,,,QB,50,294,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,294.0,5974
386,KaVontae Turpin,18520,kavontae-turpin,DAL,7,WR,112,295,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,295.0,8917
387,Cam Newton,9869,cam-newton,,,QB,51,296,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,296.0,954
388,Jauan Jennings,19590,jauan-jennings,MIN,13,WR,113,&nbsp;,&nbsp;,&nbsp;,296,&nbsp;,&nbsp;,296.0,7049
389,Peyton Hendershot,22971,peyton-hendershot,,,TE,60,297,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,297.0,8197
390,Malik Flowers,25660,malik-flowers,,,WR,114,&nbsp;,297,&nbsp;,&nbsp;,&nbsp;,&nbsp;,297.0,11192
391,Teddy Bridgewater,12088,teddy-bridgewater,DET,9,QB,52,298,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,298.0,2152
392,Sterling Shepard,15569,sterling-shepard,,,WR,115,&nbsp;,&nbsp;,&nbsp;,298,&nbsp;,&nbsp;,298.0,3200
393,Drew Lock,18225,drew-lock,SEA,5,QB,53,299,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,299.0,5854
394,J.J. Taylor,19438,jj-taylor,,,RB,91,300,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,300.0,6973
395,Darius Jackson,15813,darius-jackson,,,RB,92,&nbsp;,301,&nbsp;,&nbsp;,&nbsp;,&nbsp;,301.0,3371
396,Jack Stoll,23193,jack-stoll,CLE,5,TE,61,302,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,302.0,7946
397,Troy Fumagalli,17273,troy-fumagalli,,,TE,62,&nbsp;,303,&nbsp;,&nbsp;,&nbsp;,&nbsp;,303.0,5092
398,Sean Clifford,20073,sean-clifford,CIN,7,QB,54,303,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,303.0,10983
399,Josh Hill,13565,josh-hill-te,,,TE,63,&nbsp;,304,&nbsp;,&nbsp;,&nbsp;,&nbsp;,304.0,1777
400,Binjimen Victor,19617,binjimen-victor,,,WR,116,304,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,304.0,6939
401,Devin Duvernay,19270,devin-duvernay,ARI,14,WR,117,310,&nbsp;,&nbsp;,300,&nbsp;,&nbsp;,305.0,6847
402,Levine Toilolo,11694,levine-toilolo,,,TE,64,&nbsp;,305,&nbsp;,&nbsp;,&nbsp;,&nbsp;,305.0,1642
403,C.J. Ham,16209,cj-ham,,,RB,93,305,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,305.0,
404,Charlie Jones,25336,charlie-jones,CIN,7,WR,118,306,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,306.0,10228
405,Ryan Succop,9549,ryan-succop,,,K,43,307,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,307.0,391
406,Nate Stanley,19461,nate-stanley,,,QB,55,&nbsp;,307,&nbsp;,&nbsp;,&nbsp;,&nbsp;,307.0,6892
407,Le'Veon Bell,11645,leveon-bell,,,RB,94,308,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,308.0,1408
408,Kaden Smith,18293,kaden-smith,,,TE,65,&nbsp;,308,&nbsp;,&nbsp;,&nbsp;,&nbsp;,308.0,6146
409,Marquise Goodwin,11599,marquise-goodwin,,,WR,119,309,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,309.0,1346
410,Nick Bowers,20017,nick-bowers,,,TE,66,&nbsp;,309,&nbsp;,&nbsp;,&nbsp;,&nbsp;,309.0,7308
411,Briley Moore,23339,briley-moore,,,TE,67,&nbsp;,310,&nbsp;,&nbsp;,&nbsp;,&nbsp;,310.0,7903
412,Grant DuBose,25470,grant-dubose,,,WR,120,311,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,311.0,11024
413,Ross Travis,14613,ross-travis,,,TE,68,&nbsp;,312,&nbsp;,&nbsp;,&nbsp;,&nbsp;,312.0,3041
414,Olamide Zaccheaus,18864,olamide-zaccheaus,ATL,11,WR,121,312,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,312.0,6271
415,Jason Brownlee,25754,jason-brownlee,KC,10,WR,122,313,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,313.0,11311
416,Derek Watt,15792,derek-watt,,,RB,95,314,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,314.0,
417,Matt Bushman,22865,matt-bushman,,,TE,69,&nbsp;,314,&nbsp;,&nbsp;,&nbsp;,&nbsp;,314.0,7992
418,Jordan Matthews,12124,jordan-matthews,,,TE,70,&nbsp;,316,&nbsp;,&nbsp;,&nbsp;,&nbsp;,316.0,1800
419,Hendon Hooker,24332,hendon-hooker,TEN,7,QB,56,316,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,316.0,9998
420,Kahale Warring,18680,kahale-warring,,,TE,71,&nbsp;,317,&nbsp;,&nbsp;,&nbsp;,&nbsp;,317.0,6164
421,Brock Wright,23341,brock-wright,DET,9,TE,72,317,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,317.0,7891
422,DaeSean Hamilton,17470,daesean-hamilton,,,WR,123,&nbsp;,318,&nbsp;,&nbsp;,&nbsp;,&nbsp;,318.0,4998
423,Jalen Tolbert,23770,jalen-tolbert,MIA,10,WR,124,318,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,318.0,8117
424,Jonnu Smith,16460,jonnu-smith,,,TE,73,319,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,319.0,4144
425,Jarrett Stidham,18604,jarrett-stidham,DEN,9,QB,57,320,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,320.0,6136
426,Andrei Iosivas,25335,andrei-iosivas,CIN,7,WR,125,321,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,321.0,10226
427,Jameis Winston,13891,jameis-winston,NYG,13,QB,58,322,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,322.0,2306
