rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,sleeper,rtsports,avg,sleeper_id
286,Brandon Coleman,12202,brandon-coleman,,,WR,90,&nbsp;,&nbsp;,211.0,2196
287,Terrance Williams,11627,terrance-williams,,,WR,91,&nbsp;,&nbsp;,255.0,1490
288,Chris Godwin Jr.,16406,chris-godwin,TB,1,WR,92,&nbsp;,&nbsp;,212.0,4037
289,Aaron Jones Sr.,16673,aaron-jones,MIN,9,RB,86,&nbsp;,&nbsp;,256.0,4199
290,Richard Rodgers,12233,richard-rodgers,,,TE,34,&nbsp;,&nbsp;,217.0,2146
291,Ryan Mathews,9687,ryan-mathews,,,RB,87,&nbsp;,&nbsp;,258.0,571
292,C.J. Spiller,9680,cj-spiller,,,RB,88,&nbsp;,&nbsp;,259.0,507
293,Jamize Olawale,11482,jamize-olawale,,,RB,89,&nbsp;,&nbsp;,220.0,
294,Cordarrelle Patterson,11613,cordarrelle-patterson,,,RB,90,&nbsp;,&nbsp;,220.0,1535
295,San Francisco 49ers,8270,,,11,DST,25,&nbsp;,&nbsp;,223.0,
296,JuJu Smith-Schuster,16427,juju-smith-schuster,NYG,8,WR,93,&nbsp;,&nbsp;,261.0,4040
297,Jerick McKinnon,12209,jerick-mckinnon,,,RB,91,&nbsp;,&nbsp;,273.7,2161
298,Josh McCown,9327,josh-mccown,,,QB,32,&nbsp;,&nbsp;,225.0,208
299,Carlos Henderson,16429,carlos-henderson,,,WR,94,&nbsp;,&nbsp;,226.0,4108
300,Victor Cruz,9790,victor-cruz,,,WR,95,&nbsp;,&nbsp;,266.0,719
301,Aldrick Rosas,16072,aldrick-rosas,,,K,24,&nbsp;,&nbsp;,264.0,3827
302,Donnel Pumphrey,16643,donnel-pumphrey,,,RB,92,&nbsp;,&nbsp;,230.0,4178
303,Bruce Ellington,12137,bruce-ellington,,,WR,96,&nbsp;,&nbsp;,231.0,2255
304,Wayne Gallman Jr.,16422,wayne-gallman,,,RB,93,&nbsp;,&nbsp;,232.0,4150
305,Patrick Mahomes II,16413,patrick-mahomes,KC,10,QB,33,&nbsp;,&nbsp;,266.0,4046
306,Jimmy Garoppolo,12208,jimmy-garoppolo,LAR,8,QB,34,&nbsp;,&nbsp;,234.0,1837
307,Jermaine Gresham,9685,jermaine-gresham,,,TE,35,&nbsp;,&nbsp;,235.0,530
308,Chicago Bears,8050,,,9,DST,26,&nbsp;,&nbsp;,236.0,
309,New Orleans Saints,8190,,,5,DST,27,&nbsp;,&nbsp;,238.0,
310,Detroit Lions,8100,,,7,DST,28,&nbsp;,&nbsp;,240.0,
311,Mike Nugent,9474,mike-nugent,,,K,25,&nbsp;,&nbsp;,241.0,658
312,Cleveland Browns,8070,,,9,DST,29,&nbsp;,&nbsp;,242.0,
313,Chris Johnson,9123,chris-johnson,,,RB,94,&nbsp;,&nbsp;,244.0,272
314,Tyler Higbee,15623,tyler-higbee,LAR,8,TE,36,&nbsp;,&nbsp;,246.0,3271
315,Ryan Tannehill,11174,ryan-tannehill,,,QB,35,&nbsp;,&nbsp;,279.5,1049
316,Laquon Treadwell,15495,laquon-treadwell,IND,11,WR,97,&nbsp;,&nbsp;,250.0,3155
317,Tyler Boyd,15547,tyler-boyd,,,WR,98,&nbsp;,&nbsp;,251.0,3225
318,Matt Jones,13947,matt-jones-rb,,,RB,95,&nbsp;,&nbsp;,275.5,2400
319,Geronimo Allison,15853,geronimo-allison,,,WR,99,&nbsp;,&nbsp;,253.0,3503
320,Andre Ellington,11662,andre-ellington,,,RB,96,&nbsp;,&nbsp;,254.0,1575
321,Luke Willson,11812,luke-willson,,,TE,37,&nbsp;,&nbsp;,254.0,1603
322,George Kittle,16499,george-kittle,SF,11,TE,38,&nbsp;,&nbsp;,258.0,4217
323,New York Jets,8210,,,11,DST,30,&nbsp;,&nbsp;,278.5,
324,Roberto Aguayo,15632,roberto-aguayo,,,K,26,&nbsp;,&nbsp;,279.0,3201
325,Robbie Gould,9534,robbie-gould,,,K,27,&nbsp;,&nbsp;,293.0,49
326,Josh Gordon,11440,josh-gordon,,,WR,100,&nbsp;,&nbsp;,261.0,1244
327,Teddy Bridgewater,12088,teddy-bridgewater,DET,7,QB,36,&nbsp;,&nbsp;,295.5,2152
328,Markus Wheaton,11609,markus-wheaton,,,WR,101,&nbsp;,&nbsp;,262.0,1413
329,Braxton Miller,15597,braxton-miller,,,WR,102,&nbsp;,&nbsp;,264.0,3203
330,Colin Kaepernick,9891,colin-kaepernick,,,QB,37,&nbsp;,&nbsp;,292.5,980
331,Indianapolis Colts,8130,,,11,DST,31,&nbsp;,&nbsp;,265.0,
332,Zane Gonzalez,16548,zane-gonzalez,MIA,1,K,28,&nbsp;,&nbsp;,267.0,4233
333,Jeremy Kerley,9986,jeremy-kerley,,,WR,103,&nbsp;,&nbsp;,288.5,817
334,Mike Tolbert,9478,mike-tolbert,,,RB,97,&nbsp;,&nbsp;,270.0,
335,Javorius Allen,13944,javorius-allen,,,RB,98,&nbsp;,&nbsp;,270.0,2430
336,Ladarius Green,11221,ladarius-green,,,TE,39,&nbsp;,&nbsp;,271.0,1139
337,Erik Swoope,12352,erik-swoope,,,TE,40,&nbsp;,&nbsp;,272.0,1975
338,Tajae Sharpe,15587,tajae-sharpe,,,WR,104,&nbsp;,&nbsp;,273.0,3297
339,Ryan Succop,9549,ryan-succop,,,K,29,&nbsp;,&nbsp;,274.0,391
340,Ryan Switzer,16631,ryan-switzer,,,WR,105,&nbsp;,&nbsp;,275.0,4162
341,Glenn Gronkowski,15674,glenn-gronkowski,,,RB,99,&nbsp;,&nbsp;,277.0,
342,Greg Zuerlein,11345,greg-zuerlein,,,K,30,&nbsp;,&nbsp;,301.5,1266
343,Jason Myers,14003,jason-myers,SEA,6,K,31,&nbsp;,&nbsp;,316.5,2747
344,Anquan Boldin,9020,anquan-boldin,,,WR,106,&nbsp;,&nbsp;,281.0,655
345,Mike Glennon,11685,mike-glennon,,,QB,38,&nbsp;,&nbsp;,282.0,1559
346,Michael Floyd,11198,michael-floyd,,,WR,107,&nbsp;,&nbsp;,283.0,1219
347,Kamar Aiken,11081,kamar-aiken,,,WR,108,&nbsp;,&nbsp;,284.0,794
348,Tom Savage,12097,tom-savage,,,QB,39,&nbsp;,&nbsp;,291.5,1957
349,Dennis Pitta,9705,dennis-pitta,,,TE,41,&nbsp;,&nbsp;,286.0,527
350,Daniel Lasco,15889,daniel-lasco,,,RB,100,&nbsp;,&nbsp;,287.0,3392
351,Phillip Dorsett II,13979,phillip-dorsett,LV,,WR,109,&nbsp;,&nbsp;,288.0,2334
352,Tim Tebow,9690,tim-tebow,,,TE,42,&nbsp;,&nbsp;,289.0,559
353,Marquise Goodwin,11599,marquise-goodwin,,,WR,110,&nbsp;,&nbsp;,289.0,1346
354,Virgil Green,10026,virgil-green,,,TE,43,&nbsp;,&nbsp;,290.0,868
355,Brock Osweiler,11179,brock-osweiler,,,QB,40,&nbsp;,&nbsp;,296.5,1126
356,Eli Rogers,14307,eli-rogers,,,WR,111,&nbsp;,&nbsp;,296.0,2980
357,Matt Barkley,11686,matt-barkley,,,QB,41,&nbsp;,&nbsp;,297.0,1338
358,Cody Kessler,15644,cody-kessler,,,QB,42,&nbsp;,&nbsp;,298.0,3205
359,Peyton Hillis,9506,peyton-hillis,,,RB,101,&nbsp;,&nbsp;,299.0,660
360,Kenjon Barner,11660,kenjon-barner,,,RB,102,&nbsp;,&nbsp;,300.0,1546
361,Damien Williams,12334,damien-williams,,,RB,103,&nbsp;,&nbsp;,301.0,1833
362,Dontrelle Inman,13105,dontrelle-inman,,,WR,112,&nbsp;,&nbsp;,303.0,2291
363,DeAngelo Williams,9170,deangelo-williams,,,RB,104,&nbsp;,&nbsp;,304.0,306
364,Christine Michael,11658,christine-michael,,,RB,105,&nbsp;,&nbsp;,305.0,1596
365,James Starks,9711,james-starks,,,RB,106,&nbsp;,&nbsp;,307.0,762
366,Vernon Davis,9621,vernon-davis,,,TE,44,&nbsp;,&nbsp;,307.5,200
367,Paxton Lynch,15493,paxton-lynch,,,QB,43,&nbsp;,&nbsp;,308.0,3170
368,Seth Roberts,13840,seth-roberts,,,WR,113,&nbsp;,&nbsp;,311.0,2039
369,Cameron Artis-Payne,13942,cameron-artis-payne,,,RB,107,&nbsp;,&nbsp;,314.0,2477
370,Shaun Draughn,11171,shaun-draughn,,,RB,108,&nbsp;,&nbsp;,315.0,913
371,Seth DeValve,15671,seth-devalve,,,TE,45,&nbsp;,&nbsp;,317.0,3296
372,Adam Humphries,14498,adam-humphries,,,WR,114,&nbsp;,&nbsp;,318.0,2822
373,Mack Hollins,16489,mack-hollins,NE,9,WR,115,&nbsp;,&nbsp;,320.0,4177
374,Rashad Jennings,9520,rashad-jennings,,,RB,109,&nbsp;,&nbsp;,322.0,380
375,Matt Moore,9442,matt-moore,,,QB,44,&nbsp;,&nbsp;,323.0,233
376,Adam Shaheen,16457,adam-shaheen,,,TE,46,&nbsp;,&nbsp;,327.0,4085
377,Malcolm Brown,13953,malcolm-brown,,,RB,110,&nbsp;,&nbsp;,328.0,2588
378,Alfred Blue,12282,alfred-blue,,,RB,111,&nbsp;,&nbsp;,329.0,1944
379,Brice Butler,11837,brice-butler,,,WR,116,&nbsp;,&nbsp;,331.0,1471
380,Jaelen Strong,13906,jaelen-strong,,,WR,117,&nbsp;,&nbsp;,332.0,2375
381,Cody Parkey,13806,cody-parkey,,,K,32,&nbsp;,&nbsp;,333.0,1974
382,Charone Peake,15689,charone-peake,,,WR,118,&nbsp;,&nbsp;,334.0,3396
383,Andrew Franks,14413,andrew-franks,,,K,33,&nbsp;,&nbsp;,335.0,2683
384,Fozzy Whittaker,11688,fozzy-whittaker,,,RB,112,&nbsp;,&nbsp;,336.0,1709
385,Jerell Adams,15831,jerell-adams,,,TE,47,&nbsp;,&nbsp;,338.0,3340
386,Landry Jones,11681,landry-jones,,,QB,45,&nbsp;,&nbsp;,339.0,1411
387,Austin Carr,16533,austin-carr,,,WR,119,&nbsp;,&nbsp;,340.0,4416
388,Maxx Williams,13919,maxx-williams,,,TE,48,&nbsp;,&nbsp;,341.0,2360
389,Connor Barth,9132,connor-barth,,,K,34,&nbsp;,&nbsp;,342.0,499
390,Nick Foles,11176,nick-foles,,,QB,46,&nbsp;,&nbsp;,343.0,1029
391,Jake Butt,16456,jake-butt,,,TE,49,&nbsp;,&nbsp;,344.0,4151
392,T.J. Logan,16481,tj-logan,,,RB,113,&nbsp;,&nbsp;,345.0,4186
393,Chad Hansen,16430,chad-hansen,,,WR,120,&nbsp;,&nbsp;,346.0,4175
394,Matt Schaub,9445,matt-schaub,,,QB,47,&nbsp;,&nbsp;,347.0,178
395,Jacob Hollister,16527,jacob-hollister,,,TE,50,&nbsp;,&nbsp;,348.0,4421
396,Lance Kendricks,9912,lance-kendricks,,,TE,51,&nbsp;,&nbsp;,349.0,964
397,Bennie Fowler III,13081,bennie-fowler,,,WR,121,&nbsp;,&nbsp;,350.0,2003
398,Randy Bullock,11339,randy-bullock,,,K,35,&nbsp;,&nbsp;,351.0,1099
399,Knile Davis,11643,knile-davis,,,RB,114,&nbsp;,&nbsp;,352.0,1463
400,Lance Dunbar,11441,lance-dunbar,,,RB,115,&nbsp;,&nbsp;,353.0,1284
401,Josh Reynolds,16439,josh-reynolds,,,WR,122,&nbsp;,&nbsp;,355.0,4171
402,Malcom Floyd,9410,malcom-floyd,,,WR,123,&nbsp;,&nbsp;,356.0,316
403,Justin Hardy,13970,justin-hardy,,,WR,124,&nbsp;,&nbsp;,357.0,2412
404,Devon Bell,16183,devon-bell,,,K,36,&nbsp;,&nbsp;,358.0,3890
