rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,yahoo,sleeper,rtsports,avg,sleeper_id
285,Jeff Wilson Jr.,18026,jeffery-wilson,,,RB,84,&nbsp;,&nbsp;,&nbsp;,251.0,5284
286,Nick Tiano,20014,nick-tiano,,,QB,33,&nbsp;,251,&nbsp;,251.0,7465
287,Andy Dalton,9907,andy-dalton,PHI,14,QB,34,&nbsp;,&nbsp;,&nbsp;,252.0,829
288,Kent Taylor,17228,kent-taylor,,,TE,34,&nbsp;,252,&nbsp;,252.0,4861
289,Stevan Ridley,9928,stevan-ridley,,,RB,85,&nbsp;,253,&nbsp;,253.0,811
290,Jake Funk,23190,jake-funk,,,RB,86,&nbsp;,&nbsp;,&nbsp;,253.0,7771
291,Juwan Green,19948,juwan-green,,,WR,87,&nbsp;,254,&nbsp;,254.0,7174
292,Taywan Taylor,16426,taywan-taylor,,,WR,88,&nbsp;,255,&nbsp;,255.0,4125
293,Tyler Davis,14622,tyler-davis,,,WR,89,&nbsp;,256,&nbsp;,256.0,
294,Khalid Hill,18167,khalid-hill,,,RB,87,&nbsp;,257,&nbsp;,257.0,
295,Jimmy Graham,9712,jimmy-graham,,,TE,35,&nbsp;,&nbsp;,&nbsp;,258.0,616
296,Austin Traylor,16129,austin-traylor,,,TE,36,&nbsp;,258,&nbsp;,258.0,3878
297,Tyler Kroft,13960,tyler-kroft,,,TE,37,&nbsp;,&nbsp;,&nbsp;,259.0,2390
298,Jarvion Franklin,17518,jarvion-franklin,,,RB,88,&nbsp;,259,&nbsp;,259.0,5278
299,Jared Goff,15501,jared-goff,DET,9,QB,35,&nbsp;,&nbsp;,&nbsp;,260.0,3163
300,Drew Anderson,18900,drew-anderson,,,QB,36,&nbsp;,260,&nbsp;,260.0,6371
301,Darrin Hall,18628,darrin-hall,,,RB,89,&nbsp;,261,&nbsp;,261.0,6448
302,Breshad Perriman,13975,breshad-perriman,,,WR,90,&nbsp;,&nbsp;,&nbsp;,262.0,2331
303,Phillip Andersen,18642,phillip-andersen,,,K,25,&nbsp;,262,&nbsp;,262.0,5838
304,Jeremy Kerley,9986,jeremy-kerley,,,WR,91,&nbsp;,263,&nbsp;,263.0,817
305,La'Mical Perine,19333,lamical-perine,,,RB,90,&nbsp;,&nbsp;,&nbsp;,263.0,6908
306,Broc Rutter,19967,broc-rutter,,,QB,37,&nbsp;,264,&nbsp;,264.0,7418
307,Royce Freeman,17245,royce-freeman,,,RB,91,&nbsp;,&nbsp;,&nbsp;,265.0,5046
308,Lamar Jordan,17849,lamar-jordan,,,QB,38,&nbsp;,265,&nbsp;,265.0,5239
309,Dan Arnold,17143,dan-arnold,,,TE,38,&nbsp;,&nbsp;,&nbsp;,266.0,4741
310,Taylor Russolino,22680,taylor-russolino,,,K,26,&nbsp;,266,&nbsp;,266.0,7518
311,Daniel Crawford,23549,daniel-crawford,,,TE,39,&nbsp;,267,&nbsp;,267.0,8090
312,Quinton Flowers,17485,quinton-flowers,,,QB,39,&nbsp;,268,&nbsp;,268.0,5165
313,Joshua Kelley,19445,joshua-kelley,,,RB,92,&nbsp;,&nbsp;,&nbsp;,268.0,7045
314,Wayne Gallman Jr.,16422,wayne-gallman,,,RB,93,&nbsp;,&nbsp;,&nbsp;,269.0,4150
315,Isaac Zico,19065,isaac-zico,,,WR,92,&nbsp;,269,&nbsp;,269.0,6626
316,Byron Pringle,17739,byron-pringle,,,WR,93,&nbsp;,&nbsp;,&nbsp;,270.0,5199
317,Trenton Irwin,18726,trenton-irwin,,,WR,94,&nbsp;,270,&nbsp;,270.0,6598
318,Trevor Moore,17831,trevor-moore,,,K,27,&nbsp;,271,&nbsp;,271.0,5397
319,Kayaune Ross,18129,kayaune-ross,,,WR,95,&nbsp;,272,&nbsp;,272.0,5747
320,Qadree Ollison,18480,qadree-ollison,,,RB,94,&nbsp;,&nbsp;,&nbsp;,273.0,6002
321,Cole Hedlund,19009,cole-hedlund,,,K,28,&nbsp;,273,&nbsp;,273.0,6496
322,Elliott Fry,18672,elliott-fry,,,K,29,&nbsp;,274,&nbsp;,274.0,6208
323,Denzel Mims,19344,denzel-mims,DAL,7,WR,96,&nbsp;,&nbsp;,&nbsp;,274.0,6849
324,Andy Phillips,15011,andy-phillips,,,OL,1,&nbsp;,275,&nbsp;,275.0,4555
325,Pooka Williams Jr.,20090,pooka-williams,,,RB,95,&nbsp;,&nbsp;,&nbsp;,275.0,7560
326,Corey Taylor II,23550,corey-taylor-ii,,,RB,96,&nbsp;,276,&nbsp;,276.0,8092
327,T.J. Linta,18821,tj-linta,,,QB,40,&nbsp;,277,&nbsp;,277.0,6522
328,Tyrod Taylor,10007,tyrod-taylor,GB,13,QB,41,&nbsp;,&nbsp;,&nbsp;,278.0,827
329,Travis Jonsen,19937,travis-jonsen,,,WR,97,&nbsp;,278,&nbsp;,278.0,7454
330,Trenton Cannon,17538,trenton-cannon,,,RB,97,&nbsp;,279,&nbsp;,279.0,5123
331,DeSean Jackson,9186,desean-jackson,,,WR,98,&nbsp;,&nbsp;,&nbsp;,280.0,147
332,Austin Roberts,18133,austin-roberts,,,TE,40,&nbsp;,280,&nbsp;,280.0,5751
333,Anthony Sherman,9972,anthony-sherman,,,RB,98,&nbsp;,281,&nbsp;,281.0,973
334,Demarcus Robinson,15665,demarcus-robinson,SF,6,WR,99,&nbsp;,&nbsp;,&nbsp;,281.0,3286
335,Keke Coutee,17490,keke-coutee,,,WR,100,&nbsp;,&nbsp;,&nbsp;,282.0,5007
336,Drew Lock,18225,drew-lock,SEA,9,QB,42,&nbsp;,&nbsp;,&nbsp;,283.0,5854
337,Scotty Miller,18714,scott-miller,CHI,10,WR,101,&nbsp;,&nbsp;,&nbsp;,286.0,6290
338,Quez Watkins,19715,quez-watkins,PHI,14,WR,102,&nbsp;,&nbsp;,&nbsp;,287.0,6927
339,Chris Herndon IV,17536,chris-herndon-iv,,,TE,41,&nbsp;,&nbsp;,&nbsp;,290.0,5009
340,Hunter Renfrow,18345,hunter-renfrow,,,WR,103,&nbsp;,&nbsp;,&nbsp;,291.0,5955
341,Eno Benjamin,19361,eno-benjamin,,,RB,99,&nbsp;,&nbsp;,&nbsp;,293.0,6951
342,Mo Alie-Cox,16579,mo-alie-cox,IND,14,TE,42,&nbsp;,&nbsp;,&nbsp;,295.0,4054
343,Dalton Schultz,17349,dalton-schultz,HOU,10,TE,43,&nbsp;,&nbsp;,&nbsp;,296.0,5001
344,Austin MacGinnis,19775,austin-macginnis,,,K,30,&nbsp;,&nbsp;,&nbsp;,297.0,7095
345,Mike Boone,17813,mike-boone,,,RB,100,&nbsp;,&nbsp;,&nbsp;,298.0,5209
346,Dee Eskridge,22785,dwayne-eskridge,,,WR,104,&nbsp;,&nbsp;,&nbsp;,300.0,7612
347,Jimmy Garoppolo,12208,jimmy-garoppolo,LAR,11,QB,43,&nbsp;,&nbsp;,&nbsp;,301.0,1837
348,Larry Rountree III,19537,larry-rountree,,,RB,101,&nbsp;,&nbsp;,&nbsp;,302.0,7574
349,Jalen Richard,16120,jalen-richard,,,RB,102,&nbsp;,&nbsp;,&nbsp;,303.0,3868
350,Samaje Perine,16423,samaje-perine,CIN,10,RB,103,&nbsp;,&nbsp;,&nbsp;,304.0,4147
351,Olamide Zaccheaus,18864,olamide-zaccheaus,ATL,6,WR,105,&nbsp;,&nbsp;,&nbsp;,305.0,6271
352,Travis Fulgham,18470,travis-fulgham,,,WR,106,&nbsp;,&nbsp;,&nbsp;,307.0,6059
353,Adam Humphries,14498,adam-humphries,,,WR,107,&nbsp;,&nbsp;,&nbsp;,311.0,2822
354,Ke'Shawn Vaughn,19351,keshawn-vaughn,,,RB,104,&nbsp;,&nbsp;,&nbsp;,312.0,6885
355,Quintez Cephus,19396,quintez-cephus,,,WR,108,&nbsp;,&nbsp;,&nbsp;,313.0,6895
356,Chris Evans,22797,chris-evans,,,RB,105,&nbsp;,&nbsp;,&nbsp;,314.0,7794
357,Anthony Miller,17255,anthony-miller,,,WR,109,&nbsp;,&nbsp;,&nbsp;,315.0,5013
358,Tim Patrick,16556,tim-patrick,NYJ,6,WR,110,&nbsp;,&nbsp;,&nbsp;,317.0,4351
359,Kalen Ballage,17250,kalen-ballage,,,RB,106,&nbsp;,&nbsp;,&nbsp;,318.0,4994
360,Graham Gano,9232,graham-gano,,,K,31,&nbsp;,&nbsp;,&nbsp;,319.0,503
361,David Moore,16757,david-moore,CAR,13,WR,111,&nbsp;,&nbsp;,&nbsp;,321.0,4274
362,KJ Hamler,19267,kj-hamler,,,WR,112,&nbsp;,&nbsp;,&nbsp;,322.0,6805
363,Josh Reynolds,16439,josh-reynolds,,,WR,113,&nbsp;,&nbsp;,&nbsp;,323.0,4171
364,De'Angelo Henderson Sr.,16607,deangelo-henderson,,,RB,107,&nbsp;,&nbsp;,&nbsp;,324.0,4239
365,John Brown,12231,john-brown,,,WR,114,&nbsp;,&nbsp;,&nbsp;,325.0,2238
366,Houston Texans,8120,,,10,DST,26,&nbsp;,&nbsp;,&nbsp;,326.0,
367,Deonte Harty,18876,deonte-harty,,,WR,115,&nbsp;,&nbsp;,&nbsp;,327.0,6234
368,Kerryon Johnson,17247,kerryon-johnson,,,RB,108,&nbsp;,&nbsp;,&nbsp;,328.0,5068
369,Cairo Santos,13731,cairo-santos,CHI,10,K,32,&nbsp;,&nbsp;,&nbsp;,329.0,2020
370,D'Onta Foreman,16407,donta-foreman,,,RB,109,&nbsp;,&nbsp;,&nbsp;,330.0,4111
371,C.J. Uzomah,14084,cj-uzomah,,,TE,44,&nbsp;,&nbsp;,&nbsp;,331.0,2460
372,Rashard Higgins,15586,rashard-higgins,,,WR,116,&nbsp;,&nbsp;,&nbsp;,332.0,3328
373,Dyami Brown,20113,dyami-brown,WAS,9,WR,117,&nbsp;,&nbsp;,&nbsp;,334.0,7587
374,Ka'imi Fairbairn,15756,kaimi-fairbairn,HOU,10,K,33,&nbsp;,&nbsp;,&nbsp;,335.0,3451
375,Jacksonville Jaguars,8140,,,7,DST,27,&nbsp;,&nbsp;,&nbsp;,336.0,
376,New York Jets,8210,,,6,DST,28,&nbsp;,&nbsp;,&nbsp;,340.0,
377,Ameer Abdullah,13924,ameer-abdullah,JAC,7,RB,110,&nbsp;,&nbsp;,&nbsp;,341.0,2359
378,Cody Parkey,13806,cody-parkey,,,K,34,&nbsp;,&nbsp;,&nbsp;,342.0,1974
379,Zach Pascal,16972,zach-pascal,,,WR,118,&nbsp;,&nbsp;,&nbsp;,343.0,4319
380,Van Jefferson,19483,van-jefferson,WAS,9,WR,119,&nbsp;,&nbsp;,&nbsp;,344.0,6853
381,Ito Smith,17249,ito-smith,,,RB,111,&nbsp;,&nbsp;,&nbsp;,345.0,5004
382,Jake Elliott,16540,jake-elliott,PHI,14,K,35,&nbsp;,&nbsp;,&nbsp;,346.0,4195
383,Josh Lambo,14327,josh-lambo,,,K,36,&nbsp;,&nbsp;,&nbsp;,347.0,2671
384,Atlanta Falcons,8010,,,6,DST,29,&nbsp;,&nbsp;,&nbsp;,348.0,
385,Devin Funchess,13915,devin-funchess,,,WR,120,&nbsp;,&nbsp;,&nbsp;,349.0,2346
386,Chris Conley,14151,chris-conley,,,WR,121,&nbsp;,&nbsp;,&nbsp;,350.0,2381
387,Marquise Goodwin,11599,marquise-goodwin,,,WR,122,&nbsp;,&nbsp;,&nbsp;,351.0,1346
388,Jonathan Williams,15611,jonathan-williams,,,RB,112,&nbsp;,&nbsp;,&nbsp;,352.0,3312
389,Matt Breida,17058,matt-breida,,,RB,113,&nbsp;,&nbsp;,&nbsp;,353.0,4455
390,Kendrick Bourne,17066,kendrick-bourne,ARI,12,WR,123,&nbsp;,&nbsp;,&nbsp;,354.0,4454
391,Stephen Anderson,15760,stephen-anderson,,,TE,45,&nbsp;,&nbsp;,&nbsp;,355.0,3496
392,Keelan Cole Sr.,16864,keelan-cole,,,WR,124,&nbsp;,&nbsp;,&nbsp;,356.0,4622
393,Terry Godwin,18370,terry-godwin,,,WR,125,&nbsp;,&nbsp;,&nbsp;,357.0,5977
394,Case Cookus,19914,case-cookus,,,QB,44,&nbsp;,&nbsp;,&nbsp;,358.0,7376
395,Marcus Mariota,13890,marcus-mariota,WAS,9,QB,45,&nbsp;,&nbsp;,&nbsp;,359.0,2307
396,Joey Slye,19028,joey-slye,TEN,13,K,37,&nbsp;,&nbsp;,&nbsp;,360.0,6528
397,Donald Parham Jr.,18835,donald-parham,,,TE,46,&nbsp;,&nbsp;,&nbsp;,361.0,6074
398,Tylan Wallace,19801,tylan-wallace,CLE,13,WR,126,&nbsp;,&nbsp;,&nbsp;,363.0,7595
399,Antonio Gandy-Golden,19338,antonio-gandy-golden,,,WR,127,&nbsp;,&nbsp;,&nbsp;,364.0,6906
400,Detroit Lions,8100,,,9,DST,30,&nbsp;,&nbsp;,&nbsp;,365.0,
401,James Washington,17254,james-washington,,,WR,128,&nbsp;,&nbsp;,&nbsp;,366.0,5024
402,Albert Wilson,12338,albert-wilson,,,WR,129,&nbsp;,&nbsp;,&nbsp;,367.0,2025
403,Tutu Atwell,20126,tutu-atwell,MIA,14,WR,130,&nbsp;,&nbsp;,&nbsp;,368.0,7562
404,N'Keal Harry,18222,nkeal-harry,,,WR,131,&nbsp;,&nbsp;,&nbsp;,369.0,5878
405,Tucker McCann,19765,tucker-mccann,,,K,38,&nbsp;,&nbsp;,&nbsp;,370.0,7446
406,Randy Bullock,11339,randy-bullock,,,K,39,&nbsp;,&nbsp;,&nbsp;,371.0,1099
407,David Njoku,16399,david-njoku,LAC,7,TE,47,&nbsp;,&nbsp;,&nbsp;,373.0,4033
408,Preston Williams,18612,preston-williams,,,WR,132,&nbsp;,&nbsp;,&nbsp;,374.0,6148
409,Jalen Guyton,18941,jalen-guyton,,,WR,133,&nbsp;,&nbsp;,&nbsp;,375.0,6421
410,Cam Sims,18016,cam-sims,,,WR,134,&nbsp;,&nbsp;,&nbsp;,376.0,5432
411,Mohamed Sanu Sr.,11200,mohamed-sanu,,,WR,135,&nbsp;,&nbsp;,&nbsp;,377.0,1071
412,Shi Smith,20127,shi-smith,,,WR,136,&nbsp;,&nbsp;,&nbsp;,378.0,7603
413,Damiere Byrd,14222,damiere-byrd,,,WR,137,&nbsp;,&nbsp;,&nbsp;,379.0,2673
414,Mitchell Trubisky,16381,mitch-trubisky,TEN,13,QB,46,&nbsp;,&nbsp;,&nbsp;,380.0,3976
415,Sam Ehlinger,19803,sam-ehlinger,DEN,11,QB,47,&nbsp;,&nbsp;,&nbsp;,381.0,7583
416,Anthony Schwartz,20125,anthony-schwartz,,,WR,138,&nbsp;,&nbsp;,&nbsp;,382.0,7533
417,Antonio Williams,19843,antonio-williams,,,RB,114,&nbsp;,&nbsp;,&nbsp;,384.0,7203
418,Tyler Johnson,18633,tyler-johnson,DAL,7,WR,139,&nbsp;,&nbsp;,&nbsp;,385.0,6960
419,Antonio Callaway,17286,antonio-callaway,,,WR,140,&nbsp;,&nbsp;,&nbsp;,386.0,5310
420,Dez Fitzpatrick,20112,dez-fitzpatrick,,,WR,141,&nbsp;,&nbsp;,&nbsp;,387.0,7729
421,Foster Moreau,18397,foster-moreau,HOU,10,TE,48,&nbsp;,&nbsp;,&nbsp;,388.0,5985
422,Jack Doyle,11987,jack-doyle,,,TE,49,&nbsp;,&nbsp;,&nbsp;,389.0,1706
423,Matt Jones,13947,matt-jones-rb,,,RB,115,&nbsp;,&nbsp;,&nbsp;,390.0,2400
424,Ty Montgomery II,13977,ty-montgomery,,,RB,116,&nbsp;,&nbsp;,&nbsp;,391.0,2399
425,James O'Shaughnessy,14146,james-oshaughnessy,,,TE,50,&nbsp;,&nbsp;,&nbsp;,392.0,2476
426,Tyron Billy-Johnson,18804,tyron-johnson,,,WR,142,&nbsp;,&nbsp;,&nbsp;,393.0,6063
427,Jacob Eason,19220,jacob-eason,,,QB,48,&nbsp;,&nbsp;,&nbsp;,394.0,6823
428,Michael Strachan,23395,mike-strachan,,,WR,143,&nbsp;,&nbsp;,&nbsp;,395.0,7944
429,Jermar Jefferson,20088,jermar-jefferson,,,RB,117,&nbsp;,&nbsp;,&nbsp;,396.0,7599
430,Jalen Hurd,18318,jalen-hurd,,,WR,144,&nbsp;,&nbsp;,&nbsp;,397.0,5911
431,Jaylen Samuels,17271,jaylen-samuels,,,RB,118,&nbsp;,&nbsp;,&nbsp;,398.0,5107
432,Tyler Conklin,17598,tyler-conklin,DET,9,TE,51,&nbsp;,&nbsp;,&nbsp;,399.0,5133
433,Colin Kaepernick,9891,colin-kaepernick,,,QB,49,&nbsp;,&nbsp;,&nbsp;,400.0,980
434,Johnny Manziel,12089,johnny-manziel,,,QB,50,&nbsp;,&nbsp;,&nbsp;,401.0,1907
435,Albert Okwuegbunam Jr.,18246,albert-okwuegbunam,LV,8,TE,52,&nbsp;,&nbsp;,&nbsp;,402.0,6843
436,Ray Rice,9523,ray-rice,,,RB,119,&nbsp;,&nbsp;,&nbsp;,403.0,16
437,Kylin Hill,19323,kylin-hill,,,RB,120,&nbsp;,&nbsp;,&nbsp;,404.0,7572
438,Greg Ward,17130,greg-ward,,,WR,145,&nbsp;,&nbsp;,&nbsp;,405.0,6744
439,Jordan Love,19246,jordan-love,GB,13,QB,51,&nbsp;,&nbsp;,&nbsp;,406.0,6804
440,Ryan Santoso,17792,ryan-santoso,,,K,40,&nbsp;,&nbsp;,&nbsp;,407.0,5692
441,Easop Winston Jr.,19486,easop-winston,,,WR,146,&nbsp;,&nbsp;,&nbsp;,408.0,7337
442,Matt Ammendola,19766,matt-ammendola,,,K,41,&nbsp;,&nbsp;,&nbsp;,409.0,7617
443,Devin Smith,13974,devin-smith-wr,,,WR,147,&nbsp;,&nbsp;,&nbsp;,410.0,2342
444,Riley Ridley,18264,riley-ridley,,,WR,148,&nbsp;,&nbsp;,&nbsp;,411.0,5873
445,Adrian Peterson,9006,adrian-peterson-min,,,RB,121,&nbsp;,&nbsp;,&nbsp;,412.0,184
446,Aldrick Rosas,16072,aldrick-rosas,,,K,42,&nbsp;,&nbsp;,&nbsp;,413.0,3827
447,Dazz Newsome,20122,dazz-newsome,,,WR,149,&nbsp;,&nbsp;,&nbsp;,414.0,7586
448,Trent Sherfield Sr.,17888,trent-sherfield,BUF,7,WR,150,&nbsp;,&nbsp;,&nbsp;,415.0,5154
449,Jody Fortson Jr.,18831,joe-fortson,,,TE,53,&nbsp;,&nbsp;,&nbsp;,416.0,6665
450,Dede Westbrook,16436,dede-westbrook,,,WR,151,&nbsp;,&nbsp;,&nbsp;,417.0,4146
451,Tony Romo,9609,tony-romo,,,QB,52,&nbsp;,&nbsp;,&nbsp;,418.0,142
452,Andy Isabella,18409,andy-isabella,,,WR,152,&nbsp;,&nbsp;,&nbsp;,419.0,5915
453,Greg Joseph,17647,greg-joseph,,,K,43,&nbsp;,&nbsp;,&nbsp;,420.0,5272
454,Zay Jones,16431,zay-jones,,,WR,153,&nbsp;,&nbsp;,&nbsp;,421.0,4080
455,Matthew Wright,18779,matthew-wright,,,K,44,&nbsp;,&nbsp;,&nbsp;,422.0,6268
456,DeeJay Dallas,19521,deejay-dallas,JAC,7,RB,122,&nbsp;,&nbsp;,&nbsp;,423.0,6931
457,Corey Clement,16446,corey-clement,,,RB,123,&nbsp;,&nbsp;,&nbsp;,424.0,4651
458,Will Dissly,18049,will-dissly,,,TE,54,&nbsp;,&nbsp;,&nbsp;,425.0,5010
459,Tom Kennedy,19052,tom-kennedy,DET,9,WR,154,&nbsp;,&nbsp;,&nbsp;,426.0,6588
460,Kylen Granson,22841,kylen-granson,TEN,13,TE,55,&nbsp;,&nbsp;,&nbsp;,427.0,7602
461,Devin Duvernay,19270,devin-duvernay,ARI,12,WR,155,&nbsp;,&nbsp;,&nbsp;,428.0,6847
462,Noah Gray,19539,noah-gray,KC,12,TE,56,&nbsp;,&nbsp;,&nbsp;,429.0,7828
463,Gerrid Doaks,23286,gerrid-doaks,,,RB,124,&nbsp;,&nbsp;,&nbsp;,430.0,7539
464,Simi Fehoko,23196,simi-fehoko,ARI,12,WR,156,&nbsp;,&nbsp;,&nbsp;,431.0,7812
465,Damoun Patterson,17848,damoun-patterson,,,WR,157,&nbsp;,&nbsp;,&nbsp;,432.0,5125
466,Charlie Woerner,19665,charlie-woerner,ATL,6,TE,57,&nbsp;,&nbsp;,&nbsp;,433.0,7075
467,Pharoh Cooper,15557,pharoh-cooper,,,WR,158,&nbsp;,&nbsp;,&nbsp;,434.0,3278
468,Cincinnati Bengals,8060,,,10,DST,31,&nbsp;,&nbsp;,&nbsp;,435.0,
469,Kyle Rudolph,9906,kyle-rudolph,,,TE,58,&nbsp;,&nbsp;,&nbsp;,436.0,943
470,Khalil Herbert,22763,khalil-herbert,,,RB,125,&nbsp;,&nbsp;,&nbsp;,437.0,7608
471,Dezmon Patmon,19736,dezmon-patmon,,,WR,159,&nbsp;,&nbsp;,&nbsp;,438.0,6985
472,Jeremy McNichols,16445,jeremy-mcnichols,WAS,9,RB,126,&nbsp;,&nbsp;,&nbsp;,439.0,4219
473,Brandon Dillon,18400,brandon-dillon,,,TE,59,&nbsp;,&nbsp;,&nbsp;,440.0,6279
474,Kyle Juszczyk,11798,kyle-juszczyk,SF,6,RB,127,&nbsp;,&nbsp;,&nbsp;,441.0,
475,Chad Beebe,18063,chad-beebe,,,WR,160,&nbsp;,&nbsp;,&nbsp;,442.0,5570
476,Taylor Heinicke,13932,taylor-heinicke,,,QB,53,&nbsp;,&nbsp;,&nbsp;,443.0,2711
477,Demetric Felton Jr.,20105,demetric-felton,,,RB,128,&nbsp;,&nbsp;,&nbsp;,444.0,7609
478,Quinn Nordin,23460,quinn-nordin,,,K,45,&nbsp;,&nbsp;,&nbsp;,445.0,8040
479,Rodney Adams,16494,rodney-adams,,,WR,161,&nbsp;,&nbsp;,&nbsp;,446.0,4208
480,Davis Mills,22799,davis-mills,HOU,10,QB,54,&nbsp;,&nbsp;,&nbsp;,447.0,7585
481,Corey Acosta,14538,corey-acosta,,,K,46,&nbsp;,&nbsp;,&nbsp;,448.0,2802
482,Eddy Pineiro,17575,eddy-pineiro,SF,6,K,47,&nbsp;,&nbsp;,&nbsp;,449.0,5189
483,Jesper Horsted,18482,jesper-horsted,,,TE,60,&nbsp;,&nbsp;,&nbsp;,450.0,6075
484,Durham Smythe,17508,durham-smythe,BAL,8,TE,61,&nbsp;,&nbsp;,&nbsp;,451.0,5008
485,Peyton Barber,15920,peyton-barber,,,RB,129,&nbsp;,&nbsp;,&nbsp;,452.0,3594
486,Chad Henne,9101,chad-henne,,,QB,55,&nbsp;,&nbsp;,&nbsp;,453.0,89
487,John Wolford,18185,john-wolford,,,QB,56,&nbsp;,&nbsp;,&nbsp;,454.0,5806
488,Mike Glennon,11685,mike-glennon,,,QB,57,&nbsp;,&nbsp;,&nbsp;,455.0,1559
489,Rex Burkhead,11655,rex-burkhead,,,RB,130,&nbsp;,&nbsp;,&nbsp;,456.0,1387
490,Willie Snead IV,12904,willie-snead,,,WR,162,&nbsp;,&nbsp;,&nbsp;,457.0,1911
491,Drew Sample,18561,drew-sample,CIN,10,TE,62,&nbsp;,&nbsp;,&nbsp;,458.0,6001
492,Cornell Powell,22811,cornell-powell,,,WR,163,&nbsp;,&nbsp;,&nbsp;,459.0,7541
493,Joe Flacco,9300,joe-flacco,CIN,10,QB,58,&nbsp;,&nbsp;,&nbsp;,460.0,19
494,Jacoby Brissett,15642,jacoby-brissett,ARI,12,QB,59,&nbsp;,&nbsp;,&nbsp;,461.0,3257
495,Harrison Bryant,19389,harrison-bryant,SEA,9,TE,63,&nbsp;,&nbsp;,&nbsp;,462.0,6850
496,Gardner Minshew II,18562,gardner-minshew,ARI,12,QB,60,&nbsp;,&nbsp;,&nbsp;,463.0,6011
497,Jacob Hollister,16527,jacob-hollister,,,TE,64,&nbsp;,&nbsp;,&nbsp;,464.0,4421
