rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,yahoo,sleeper,rtsports,avg,sleeper_id
341,Phil Dawson,9508,phil-dawson,,,K,23,&nbsp;,&nbsp;,&nbsp;,327.0,229
342,Peyton Hillis,9506,peyton-hillis,,,RB,95,&nbsp;,&nbsp;,&nbsp;,328.0,660
343,Christine Michael,11658,christine-michael,,,RB,96,&nbsp;,&nbsp;,&nbsp;,329.0,1596
344,Michael Roberts,16500,michael-roberts,,,TE,48,&nbsp;,&nbsp;,&nbsp;,330.0,4164
345,AJ McCarron,12091,aj-mccarron,,,QB,42,&nbsp;,&nbsp;,&nbsp;,331.0,1895
346,Cody Latimer,12206,cody-latimer,,,WR,119,&nbsp;,&nbsp;,&nbsp;,332.0,2004
347,Tyler Ervin,15661,tyler-ervin,,,RB,97,&nbsp;,&nbsp;,&nbsp;,333.0,3280
348,Mark Walton,17305,mark-walton,,,RB,98,&nbsp;,&nbsp;,&nbsp;,334.0,4997
349,Jordan Leggett,16458,jordan-leggett,,,TE,49,&nbsp;,&nbsp;,&nbsp;,335.0,4153
350,Xavier Grimble,12149,xavier-grimble,,,TE,50,&nbsp;,&nbsp;,&nbsp;,336.0,2082
351,Chris Johnson,9123,chris-johnson,,,RB,99,&nbsp;,&nbsp;,&nbsp;,337.0,272
352,Brandon LaFell,9699,brandon-lafell,,,WR,120,&nbsp;,&nbsp;,&nbsp;,338.0,613
353,Wes Welker,9628,wes-welker,,,WR,121,&nbsp;,&nbsp;,&nbsp;,339.0,177
354,Jalen Richard,16120,jalen-richard,,,RB,100,&nbsp;,&nbsp;,&nbsp;,340.0,3868
355,Brock Osweiler,11179,brock-osweiler,,,QB,43,&nbsp;,&nbsp;,&nbsp;,341.0,1126
356,,17515,,,,1,,&nbsp;,&nbsp;,&nbsp;,342.0,
357,Adam Humphries,14498,adam-humphries,,,WR,122,&nbsp;,&nbsp;,&nbsp;,343.0,2822
358,Phillip Lindsay,17498,phillip-lindsay,,,RB,101,&nbsp;,&nbsp;,&nbsp;,345.0,5170
359,Dennis Pitta,9705,dennis-pitta,,,TE,51,&nbsp;,&nbsp;,&nbsp;,346.0,527
360,Randy Moss,9519,randy-moss,,,WR,123,&nbsp;,&nbsp;,&nbsp;,347.0,
361,Tajae Sharpe,15587,tajae-sharpe,,,WR,124,&nbsp;,&nbsp;,&nbsp;,348.0,3297
362,Tony Romo,9609,tony-romo,,,QB,44,&nbsp;,&nbsp;,&nbsp;,349.0,142
363,Malcolm Mitchell,15656,malcolm-mitchell,,,WR,125,&nbsp;,&nbsp;,&nbsp;,350.0,3273
364,Knowshon Moreno,9365,knowshon-moreno,,,RB,102,&nbsp;,&nbsp;,&nbsp;,351.0,387
365,Marques Colston,9427,marques-colston,,,WR,126,&nbsp;,&nbsp;,&nbsp;,352.0,201
366,Akeem Hunt,14286,akeem-hunt,,,RB,103,&nbsp;,&nbsp;,&nbsp;,353.0,2731
367,Sebastian Janikowski,9560,sebastian-janikowski,,,K,24,&nbsp;,&nbsp;,&nbsp;,354.0,118
368,Caleb Sturgis,11815,caleb-sturgis,,,K,25,&nbsp;,&nbsp;,&nbsp;,355.0,1358
369,Rashard Higgins,15586,rashard-higgins,,,WR,127,&nbsp;,&nbsp;,&nbsp;,356.0,3328
370,Jordan Akins,17415,jordan-akins,,,TE,52,&nbsp;,&nbsp;,&nbsp;,357.0,5032
371,Marcedes Lewis,9413,marcedes-lewis,,,TE,53,&nbsp;,&nbsp;,&nbsp;,358.0,111
372,Ryan Grant,12260,ryan-grant-wr,,,WR,128,&nbsp;,&nbsp;,&nbsp;,359.0,2093
373,Equanimeous St. Brown,17307,equanimeous-st-brown,,,WR,129,&nbsp;,&nbsp;,&nbsp;,360.0,5323
374,Tyler Boyd,15547,tyler-boyd,,,WR,130,&nbsp;,&nbsp;,&nbsp;,362.0,3225
375,Coby Fleener,11220,coby-fleener,,,TE,54,&nbsp;,&nbsp;,&nbsp;,363.0,1107
376,Kendall Wright,11197,kendall-wright,,,WR,131,&nbsp;,&nbsp;,&nbsp;,364.0,1097
377,Damoun Patterson,17848,damoun-patterson,,,WR,132,&nbsp;,&nbsp;,&nbsp;,365.0,5125
378,Tyler Higbee,15623,tyler-higbee,LAR,12,TE,55,&nbsp;,&nbsp;,&nbsp;,366.0,3271
379,Aldrick Rosas,16072,aldrick-rosas,,,K,26,&nbsp;,&nbsp;,&nbsp;,367.0,3827
380,Cairo Santos,13731,cairo-santos,CHI,5,K,27,&nbsp;,&nbsp;,&nbsp;,368.0,2020
381,Alfred Blue,12282,alfred-blue,,,RB,104,&nbsp;,&nbsp;,&nbsp;,369.0,1944
382,Marcus Murphy,13955,marcus-murphy,,,RB,105,&nbsp;,&nbsp;,&nbsp;,370.0,2529
383,Landry Jones,11681,landry-jones,,,QB,45,&nbsp;,&nbsp;,&nbsp;,371.0,1411
384,Thomas Rawls,14403,thomas-rawls,,,RB,106,&nbsp;,&nbsp;,&nbsp;,372.0,2585
385,Trenton Cannon,17538,trenton-cannon,,,RB,107,&nbsp;,&nbsp;,&nbsp;,373.0,5123
386,Clive Walford,13956,clive-walford,,,TE,56,&nbsp;,&nbsp;,&nbsp;,374.0,2373
387,Fitzgerald Toussaint,13798,fitzgerald-toussaint,,,RB,108,&nbsp;,&nbsp;,&nbsp;,375.0,2282
388,Javon Wims,17388,javon-wims,,,WR,133,&nbsp;,&nbsp;,&nbsp;,376.0,5111
389,Troymaine Pope,16335,troymaine-pope,,,RB,109,&nbsp;,&nbsp;,&nbsp;,378.0,3934
390,C.J. Beathard,16419,cj-beathard,,,QB,46,&nbsp;,&nbsp;,&nbsp;,379.0,4127
391,C.J. Ham,16209,cj-ham,,,RB,110,&nbsp;,&nbsp;,&nbsp;,380.0,
392,Boston Scott,17612,boston-scott,,,RB,111,&nbsp;,&nbsp;,&nbsp;,381.0,5122
393,Tommylee Lewis,16253,tommylee-lewis,,,WR,134,&nbsp;,&nbsp;,&nbsp;,382.0,3614
394,Terrance West,12194,terrance-west,,,RB,112,&nbsp;,&nbsp;,&nbsp;,383.0,1912
395,Justin Hardy,13970,justin-hardy,,,WR,135,&nbsp;,&nbsp;,&nbsp;,384.0,2412
396,Justin Watson,17603,justin-watson,HOU,10,WR,136,&nbsp;,&nbsp;,&nbsp;,385.0,5374
397,Teddy Bridgewater,12088,teddy-bridgewater,DET,6,QB,47,&nbsp;,&nbsp;,&nbsp;,386.0,2152
398,Johnny Manziel,12089,johnny-manziel,,,QB,48,&nbsp;,&nbsp;,&nbsp;,387.0,1907
399,Wendell Smallwood,15672,wendell-smallwood,,,RB,113,&nbsp;,&nbsp;,&nbsp;,388.0,3309
400,Mike Boone,17813,mike-boone,,,RB,114,&nbsp;,&nbsp;,&nbsp;,389.0,5209
401,David Moore,16757,david-moore,CAR,4,WR,137,&nbsp;,&nbsp;,&nbsp;,390.0,4274
402,Mark Sanchez,9425,mark-sanchez,,,QB,49,&nbsp;,&nbsp;,&nbsp;,391.0,350
403,Zane Gonzalez,16548,zane-gonzalez,MIA,11,K,28,&nbsp;,&nbsp;,&nbsp;,392.0,4233
404,Nathan Peterman,16414,nathan-peterman,,,QB,50,&nbsp;,&nbsp;,&nbsp;,393.0,4183
405,Eric Tomlinson,14339,eric-tomlinson,,,TE,57,&nbsp;,&nbsp;,&nbsp;,394.0,2755
406,Eddy Pineiro,17575,eddy-pineiro,SF,11,K,29,&nbsp;,&nbsp;,&nbsp;,395.0,5189
407,Colin Kaepernick,9891,colin-kaepernick,,,QB,51,&nbsp;,&nbsp;,&nbsp;,396.0,980
408,Mike Davis,13943,mike-davis-rb,,,RB,115,&nbsp;,&nbsp;,&nbsp;,397.0,2431
409,Shelton Gibson,16487,shelton-gibson,,,WR,138,&nbsp;,&nbsp;,&nbsp;,398.0,4214
410,Cody Parkey,13806,cody-parkey,,,K,30,&nbsp;,&nbsp;,&nbsp;,399.0,1974
411,Aaron Hernandez,9682,aaron-hernandez,,,TE,58,&nbsp;,&nbsp;,&nbsp;,400.0,516
412,Brett Maher,12378,brett-maher,,,K,31,&nbsp;,&nbsp;,&nbsp;,401.0,4958
413,Deonte Thompson,11434,deonte-thompson,,,WR,139,&nbsp;,&nbsp;,&nbsp;,402.0,1061
414,Matt Cassel,9435,matt-cassel,,,QB,52,&nbsp;,&nbsp;,&nbsp;,403.0,389
415,Jeff Heuerman,13961,jeff-heuerman,,,TE,59,&nbsp;,&nbsp;,&nbsp;,404.0,2397
416,DeAndre Washington,15806,deandre-washington,,,RB,116,&nbsp;,&nbsp;,&nbsp;,405.0,3300
417,Kerwynn Williams,11652,kerwynn-williams,,,RB,117,&nbsp;,&nbsp;,&nbsp;,406.0,1441
418,Derek Watt,15792,derek-watt,,,RB,118,&nbsp;,&nbsp;,&nbsp;,407.0,
419,Chandler Catanzaro,13606,chandler-catanzaro,,,K,32,&nbsp;,&nbsp;,&nbsp;,408.0,2242
420,Bennie Fowler III,13081,bennie-fowler,,,WR,140,&nbsp;,&nbsp;,&nbsp;,409.0,2003
421,Seth Roberts,13840,seth-roberts,,,WR,141,&nbsp;,&nbsp;,&nbsp;,410.0,2039
422,DaeSean Hamilton,17470,daesean-hamilton,,,WR,142,&nbsp;,&nbsp;,&nbsp;,411.0,4998
423,Derek Carrier,11417,derek-carrier,,,TE,60,&nbsp;,&nbsp;,&nbsp;,412.0,1718
424,Akrum Wadley,17252,akrum-wadley,,,RB,119,&nbsp;,&nbsp;,&nbsp;,413.0,5195
425,Bruce Ellington,12137,bruce-ellington,,,WR,143,&nbsp;,&nbsp;,&nbsp;,414.0,2255
426,Charcandrick West,13729,charcandrick-west,,,RB,120,&nbsp;,&nbsp;,&nbsp;,415.0,2024
427,Mack Hollins,16489,mack-hollins,NE,11,WR,144,&nbsp;,&nbsp;,&nbsp;,416.0,4177
428,Brandon Tate,9068,brandon-tate,,,WR,145,&nbsp;,&nbsp;,&nbsp;,417.0,346
429,Dwayne Harris,10004,dwayne-harris,,,WR,146,&nbsp;,&nbsp;,&nbsp;,418.0,902
430,Kyle Juszczyk,11798,kyle-juszczyk,SF,11,RB,121,&nbsp;,&nbsp;,&nbsp;,419.0,
431,Roberto Aguayo,15632,roberto-aguayo,,,K,33,&nbsp;,&nbsp;,&nbsp;,420.0,3201
432,Tim Tebow,9690,tim-tebow,,,TE,61,&nbsp;,&nbsp;,&nbsp;,421.0,559
433,Jacob Hollister,16527,jacob-hollister,,,TE,62,&nbsp;,&nbsp;,&nbsp;,422.0,4421
434,Brett Hundley,13907,brett-hundley,,,QB,53,&nbsp;,&nbsp;,&nbsp;,423.0,2450
435,Roc Thomas,17284,roc-thomas,,,RB,122,&nbsp;,&nbsp;,&nbsp;,425.0,5274
436,Marquez Valdes-Scantling,17528,marquez-valdesscantling,DAL,8,WR,147,&nbsp;,&nbsp;,&nbsp;,426.0,5086
437,Braxton Berrios,17289,braxton-berrios,NYG,9,WR,148,&nbsp;,&nbsp;,&nbsp;,427.0,5121
438,Richie James Jr.,17303,richie-james,,,WR,149,&nbsp;,&nbsp;,&nbsp;,428.0,5137
439,Justin Davis,16746,justin-davis,,,RB,123,&nbsp;,&nbsp;,&nbsp;,429.0,4635
440,Braxton Miller,15597,braxton-miller,,,WR,150,&nbsp;,&nbsp;,&nbsp;,430.0,3203
441,Ito Smith,17249,ito-smith,,,RB,124,&nbsp;,&nbsp;,&nbsp;,431.0,5004
442,Randy Bullock,11339,randy-bullock,,,K,34,&nbsp;,&nbsp;,&nbsp;,432.0,1099
443,Kyle Lauletta,17456,kyle-lauletta,,,QB,54,&nbsp;,&nbsp;,&nbsp;,433.0,4996
444,Amara Darboh,16435,amara-darboh,,,WR,151,&nbsp;,&nbsp;,&nbsp;,434.0,4139
445,Jason Sanders,17533,jason-sanders,NYJ,11,K,35,&nbsp;,&nbsp;,&nbsp;,435.0,5119
446,T.J. Jones,12134,tj-jones,,,WR,152,&nbsp;,&nbsp;,&nbsp;,436.0,2121
447,Jeremy Kerley,9986,jeremy-kerley,,,WR,153,&nbsp;,&nbsp;,&nbsp;,437.0,817
448,Chris Conley,14151,chris-conley,,,WR,154,&nbsp;,&nbsp;,&nbsp;,438.0,2381
449,Mason Rudolph,17234,mason-rudolph,PIT,7,QB,55,&nbsp;,&nbsp;,&nbsp;,439.0,4972
450,Niles Paul,9988,niles-paul,,,TE,63,&nbsp;,&nbsp;,&nbsp;,440.0,918
451,Keith Smith,13192,keith-smith,,,RB,125,&nbsp;,&nbsp;,&nbsp;,441.0,
452,Patrick DiMarco,12018,patrick-dimarco,,,RB,126,&nbsp;,&nbsp;,&nbsp;,442.0,
453,Andy Janovich,15771,andy-janovich,,,RB,127,&nbsp;,&nbsp;,&nbsp;,443.0,
454,Joe Webb III,9714,joe-webb,,,QB,56,&nbsp;,&nbsp;,&nbsp;,444.0,606
455,Nick Boyle,13963,nick-boyle,,,TE,64,&nbsp;,&nbsp;,&nbsp;,445.0,2474
456,Chris Moore,15654,chris-moore,,,WR,155,&nbsp;,&nbsp;,&nbsp;,446.0,3269
457,Jermaine Gresham,9685,jermaine-gresham,,,TE,65,&nbsp;,&nbsp;,&nbsp;,447.0,530
458,Justin Hunter,11626,justin-hunter,,,WR,156,&nbsp;,&nbsp;,&nbsp;,448.0,1418
459,Demarcus Robinson,15665,demarcus-robinson,SF,11,WR,157,&nbsp;,&nbsp;,&nbsp;,449.0,3286
460,Brandon Weeden,11175,brandon-weeden,,,QB,57,&nbsp;,&nbsp;,&nbsp;,450.0,1085
461,Demetrius Harris,11881,demetrius-harris,,,TE,66,&nbsp;,&nbsp;,&nbsp;,451.0,1619
462,Seth DeValve,15671,seth-devalve,,,TE,67,&nbsp;,&nbsp;,&nbsp;,452.0,3296
463,Nate Sudfeld,15833,nate-sudfeld,,,QB,58,&nbsp;,&nbsp;,&nbsp;,453.0,3343
464,Lee Smith,9992,lee-smith,,,TE,68,&nbsp;,&nbsp;,&nbsp;,454.0,812
465,Lance Kendricks,9912,lance-kendricks,,,TE,69,&nbsp;,&nbsp;,&nbsp;,455.0,964
466,Eli Rogers,14307,eli-rogers,,,WR,158,&nbsp;,&nbsp;,&nbsp;,456.0,2980
467,A.J. Derby,14072,aj-derby,,,TE,70,&nbsp;,&nbsp;,&nbsp;,457.0,2503
468,Benny Cunningham Jr.,11863,benny-cunningham,,,RB,128,&nbsp;,&nbsp;,&nbsp;,458.0,1564
469,Chad Hansen,16430,chad-hansen,,,WR,159,&nbsp;,&nbsp;,&nbsp;,459.0,4175
470,De'Anthony Thomas,12107,deanthony-thomas,,,WR,160,&nbsp;,&nbsp;,&nbsp;,460.0,2023
471,Jamize Olawale,11482,jamize-olawale,,,RB,129,&nbsp;,&nbsp;,&nbsp;,461.0,
472,Chris Herndon IV,17536,chris-herndon-iv,,,TE,71,&nbsp;,&nbsp;,&nbsp;,462.0,5009
473,Nick O'Leary,13957,nick-oleary,,,TE,72,&nbsp;,&nbsp;,&nbsp;,463.0,2495
474,Logan Paulsen,9850,logan-paulsen,,,TE,73,&nbsp;,&nbsp;,&nbsp;,464.0,587
475,Geno Smith,11687,geno-smith,NYJ,11,QB,59,&nbsp;,&nbsp;,&nbsp;,465.0,1373
476,Josh Hill,13565,josh-hill-te,,,TE,74,&nbsp;,&nbsp;,&nbsp;,466.0,1777
477,Blaine Gabbert,9858,blaine-gabbert,,,QB,60,&nbsp;,&nbsp;,&nbsp;,467.0,862
478,Kendrick Bourne,17066,kendrick-bourne,ARI,9,WR,161,&nbsp;,&nbsp;,&nbsp;,468.0,4454
479,Josh Reynolds,16439,josh-reynolds,,,WR,162,&nbsp;,&nbsp;,&nbsp;,469.0,4171
480,Hunter Henry,15561,hunter-henry,NE,11,TE,75,&nbsp;,&nbsp;,&nbsp;,470.0,3214
