rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,bb10,rtsports,underdog,drafters,draftkings,avg,sleeper_id
24,Clyde Edwards-Helaire,19325,clyde-edwards-helaire,,,RB,14,24,25,&nbsp;,&nbsp;,&nbsp;,24.5,6820
25,Patrick Mahomes II,16413,patrick-mahomes,KC,12,QB,1,32,19,&nbsp;,&nbsp;,&nbsp;,25.5,4046
26,George Kittle,16499,george-kittle,SF,6,TE,3,26,29,&nbsp;,&nbsp;,&nbsp;,27.5,4217
27,Keenan Allen,11616,keenan-allen,LAC,7,WR,9,25,31,&nbsp;,&nbsp;,&nbsp;,28.0,1479
28,David Montgomery,18239,david-montgomery,HOU,10,RB,15,31,26,&nbsp;,&nbsp;,&nbsp;,28.5,5892
29,Terry McLaurin,18466,terry-mclaurin,WAS,9,WR,10,29,28,&nbsp;,&nbsp;,&nbsp;,28.5,5927
30,CeeDee Lamb,19202,ceedee-lamb,DAL,7,WR,11,30,30,&nbsp;,&nbsp;,&nbsp;,30.0,6786
31,Allen Robinson II,12126,allen-robinson,,,WR,12,27,34,&nbsp;,&nbsp;,&nbsp;,30.5,1992
32,D'Andre Swift,19210,dandre-swift,CHI,10,RB,16,28,36,&nbsp;,&nbsp;,&nbsp;,32.0,6790
33,Robert Woods,11610,robert-woods,,,WR,13,33,35,&nbsp;,&nbsp;,&nbsp;,34.0,1352
34,Chris Carson,16754,chris-carson,,,RB,17,35,33,&nbsp;,&nbsp;,&nbsp;,34.0,4273
35,Josh Allen,17298,josh-allen-qb,BUF,7,QB,2,46,27,&nbsp;,&nbsp;,&nbsp;,36.5,4984
36,Mike Evans,12119,mike-evans,SF,6,WR,14,36,39,&nbsp;,&nbsp;,&nbsp;,37.5,2216
37,Amari Cooper,13894,amari-cooper,,,WR,15,34,43,&nbsp;,&nbsp;,&nbsp;,38.5,2309
38,Josh Jacobs,18269,josh-jacobs,GB,13,RB,18,39,38,&nbsp;,&nbsp;,&nbsp;,38.5,5850
39,James Robinson,19631,james-robinson,,,RB,19,47,32,&nbsp;,&nbsp;,&nbsp;,39.5,6955
40,Miles Sanders,18283,miles-sanders,,,RB,20,37,42,&nbsp;,&nbsp;,&nbsp;,39.5,6151
41,Chris Godwin Jr.,16406,chris-godwin,TB,9,WR,16,38,41,&nbsp;,&nbsp;,&nbsp;,39.5,4037
42,Cooper Kupp,16433,cooper-kupp,SEA,9,WR,17,42,44,&nbsp;,&nbsp;,&nbsp;,43.0,4039
43,Tyler Lockett,13971,tyler-lockett,LV,8,WR,18,40,48,&nbsp;,&nbsp;,&nbsp;,44.0,2374
44,Kyler Murray,18600,kyler-murray,MIN,7,QB,3,54,37,&nbsp;,&nbsp;,&nbsp;,45.5,5849
45,DJ Moore,17265,dj-moore-wr,BUF,7,WR,19,41,54,&nbsp;,&nbsp;,&nbsp;,47.5,4983
46,Diontae Johnson,18615,diontae-johnson,,,WR,20,43,56,&nbsp;,&nbsp;,&nbsp;,49.5,5937
47,Kyle Pitts Sr.,20164,kyle-pitts,ATL,6,TE,4,53,47,&nbsp;,&nbsp;,&nbsp;,50.0,7553
48,Javonte Williams,22739,javonte-williams,DAL,7,RB,21,49,52,&nbsp;,&nbsp;,&nbsp;,50.5,7588
49,Julio Jones,9867,julio-jones,,,WR,21,45,57,&nbsp;,&nbsp;,&nbsp;,51.0,947
50,Mike Davis,13943,mike-davis-rb,,,RB,22,58,46,&nbsp;,&nbsp;,&nbsp;,52.0,2431
51,Lamar Jackson,17233,lamar-jackson,BAL,8,QB,4,61,45,&nbsp;,&nbsp;,&nbsp;,53.0,4881
52,Mark Andrews,17269,mark-andrews,BAL,8,TE,5,55,51,&nbsp;,&nbsp;,&nbsp;,53.0,5012
53,Adam Thielen,13429,adam-thielen,,,WR,22,44,65,&nbsp;,&nbsp;,&nbsp;,54.5,1689
54,Myles Gaskin,17251,myles-gaskin,,,RB,23,60,49,&nbsp;,&nbsp;,&nbsp;,54.5,5980
55,T.J. Hockenson,18290,tj-hockenson,MIN,7,TE,6,56,53,&nbsp;,&nbsp;,&nbsp;,54.5,5844
56,Darrell Henderson Jr.,18588,darrell-henderson,,,RB,24,51,59,&nbsp;,&nbsp;,&nbsp;,55.0,5916
57,Brandon Aiyuk,19252,brandon-aiyuk,SF,6,WR,23,50,64,&nbsp;,&nbsp;,&nbsp;,57.0,6803
58,Tee Higgins,19211,tee-higgins,CIN,10,WR,24,48,67,&nbsp;,&nbsp;,&nbsp;,57.5,6801
59,Kareem Hunt,16425,kareem-hunt,,,RB,25,52,63,&nbsp;,&nbsp;,&nbsp;,57.5,4098
60,Dak Prescott,15600,dak-prescott,DAL,7,QB,5,67,50,&nbsp;,&nbsp;,&nbsp;,58.5,3294
61,Chase Edmonds,17496,chase-edmonds,WAS,9,RB,26,65,61,&nbsp;,&nbsp;,&nbsp;,63.0,5000
62,Chase Claypool,18627,chase-claypool,,,WR,25,57,71,&nbsp;,&nbsp;,&nbsp;,64.0,6886
63,Russell Wilson,11180,russell-wilson,,,QB,6,72,58,&nbsp;,&nbsp;,&nbsp;,65.0,1234
64,Aaron Rodgers,9001,aaron-rodgers,PIT,7,QB,7,77,55,&nbsp;,&nbsp;,&nbsp;,66.0,96
65,Damien Harris,18230,damien-harris-rb,,,RB,27,76,60,&nbsp;,&nbsp;,&nbsp;,68.0,5890
66,Odell Beckham Jr.,12127,odell-beckham,NYG,10,WR,26,63,76,&nbsp;,&nbsp;,&nbsp;,69.5,2078
67,Jerry Jeudy,19201,jerry-jeudy,CLE,13,WR,27,64,75,&nbsp;,&nbsp;,&nbsp;,69.5,6783
68,Kenny Golladay,16488,kenny-golladay,,,WR,28,66,73,&nbsp;,&nbsp;,&nbsp;,69.5,4131
69,Raheem Mostert,14338,raheem-mostert,LV,8,RB,28,74,66,&nbsp;,&nbsp;,&nbsp;,70.0,2749
70,JuJu Smith-Schuster,16427,juju-smith-schuster,NYG,10,WR,29,68,72,&nbsp;,&nbsp;,&nbsp;,70.0,4040
71,Justin Herbert,18635,justin-herbert,LAC,7,QB,8,79,62,&nbsp;,&nbsp;,&nbsp;,70.5,6797
72,Trey Sermon,19425,trey-sermon,,,RB,29,75,68,&nbsp;,&nbsp;,&nbsp;,71.5,7593
73,Courtland Sutton,17253,courtland-sutton,DEN,11,WR,30,73,70,&nbsp;,&nbsp;,&nbsp;,71.5,5045
74,Robbie Chosen,15688,robby-anderson,,,WR,31,69,80,&nbsp;,&nbsp;,&nbsp;,74.5,3423
75,Ja'Marr Chase,19788,jamarr-chase,CIN,10,WR,32,59,91,&nbsp;,&nbsp;,&nbsp;,75.0,7564
76,Michael Thomas,15528,michael-thomas-wr,,,WR,33,62,94,&nbsp;,&nbsp;,&nbsp;,78.0,3199
77,Deebo Samuel Sr.,18244,deebo-samuel,,,WR,34,78,82,&nbsp;,&nbsp;,&nbsp;,80.0,5872
78,Logan Thomas,12095,logan-thomas,,,TE,7,87,74,&nbsp;,&nbsp;,&nbsp;,80.5,2251
79,Tom Brady,9603,tom-brady,,,QB,9,94,69,&nbsp;,&nbsp;,&nbsp;,81.5,167
80,Ronald Jones II,17243,ronald-jones-ii,,,RB,30,88,77,&nbsp;,&nbsp;,&nbsp;,82.5,
81,Melvin Gordon III,13903,melvin-gordon,,,RB,31,82,83,&nbsp;,&nbsp;,&nbsp;,82.5,2320
82,Tyler Boyd,15547,tyler-boyd,,,WR,35,70,97,&nbsp;,&nbsp;,&nbsp;,83.5,3225
83,DeVonta Smith,19222,devonta-smith,PHI,14,WR,36,86,81,&nbsp;,&nbsp;,&nbsp;,83.5,7525
84,Noah Fant,17527,noah-fant,NO,6,TE,8,91,85,&nbsp;,&nbsp;,&nbsp;,88.0,5857
85,Laviska Shenault Jr.,19221,laviska-shenault,,,WR,37,81,96,&nbsp;,&nbsp;,&nbsp;,88.5,6814
86,Matthew Stafford,9451,matthew-stafford,LAR,11,QB,10,99,79,&nbsp;,&nbsp;,&nbsp;,89.0,421
87,Antonio Brown,9808,antonio-brown,,,WR,38,85,93,&nbsp;,&nbsp;,&nbsp;,89.0,536
88,Michael Carter,22728,michael-carter-rb,TEN,13,RB,32,90,88,&nbsp;,&nbsp;,&nbsp;,89.0,7607
89,Jalen Hurts,19275,jalen-hurts,PHI,14,QB,11,97,86,&nbsp;,&nbsp;,&nbsp;,91.5,6904
90,Ryan Tannehill,11174,ryan-tannehill,,,QB,12,107,78,&nbsp;,&nbsp;,&nbsp;,92.5,1049
91,Brandin Cooks,12122,brandin-cooks,,,WR,39,83,103,&nbsp;,&nbsp;,&nbsp;,93.0,2197
92,Corey Davis,16385,corey-davis,,,WR,40,100,87,&nbsp;,&nbsp;,&nbsp;,93.5,4036
93,Robert Tonyan,16502,robert-tonyan,PIT,7,TE,9,106,84,&nbsp;,&nbsp;,&nbsp;,95.0,4602
94,Zack Moss,19263,zack-moss,,,RB,33,103,89,&nbsp;,&nbsp;,&nbsp;,96.0,6845
95,Leonard Fournette,16378,leonard-fournette,,,RB,34,102,90,&nbsp;,&nbsp;,&nbsp;,96.0,3969
96,Dallas Goedert,17270,dallas-goedert,PHI,14,TE,10,92,100,&nbsp;,&nbsp;,&nbsp;,96.0,5022
97,DJ Chark Jr.,17292,dj-chark,,,WR,41,80,113,&nbsp;,&nbsp;,&nbsp;,96.5,4951
98,AJ Dillon,19358,aj-dillon,CAR,13,RB,35,89,107,&nbsp;,&nbsp;,&nbsp;,98.0,6828
99,William Fuller V,15629,will-fuller,,,WR,42,84,115,&nbsp;,&nbsp;,&nbsp;,99.5,3157
100,Jarvis Landry,12128,jarvis-landry,,,WR,43,93,110,&nbsp;,&nbsp;,&nbsp;,101.5,1825
101,Michael Pittman Jr.,19278,michael-pittman,PIT,7,WR,44,105,98,&nbsp;,&nbsp;,&nbsp;,101.5,6819
102,Joe Burrow,19196,joe-burrow,CIN,10,QB,13,114,92,&nbsp;,&nbsp;,&nbsp;,103.0,6770
103,James Conner,16447,james-conner,ARI,12,RB,36,111,99,&nbsp;,&nbsp;,&nbsp;,105.0,4137
104,Tyler Higbee,15623,tyler-higbee,LAR,11,TE,11,109,101,&nbsp;,&nbsp;,&nbsp;,105.0,3271
105,Michael Gallup,17259,michael-gallup,,,WR,45,95,121,&nbsp;,&nbsp;,&nbsp;,108.0,5038
106,Jamaal Williams,16424,jamaal-williams,,,RB,37,115,102,&nbsp;,&nbsp;,&nbsp;,108.5,4149
107,Curtis Samuel,16434,curtis-samuel,,,WR,46,101,120,&nbsp;,&nbsp;,&nbsp;,110.5,4082
108,Jaylen Waddle,19790,jaylen-waddle,DEN,11,WR,47,108,114,&nbsp;,&nbsp;,&nbsp;,111.0,7526
109,Kenyan Drake,15637,kenyan-drake,,,RB,38,110,112,&nbsp;,&nbsp;,&nbsp;,111.0,3242
110,Hollywood Brown,18226,marquise-brown,PHI,14,WR,48,98,126,&nbsp;,&nbsp;,&nbsp;,112.0,5848
111,Nyheim Miller-Hines,17297,nyheim-hines,,,RB,39,119,106,&nbsp;,&nbsp;,&nbsp;,112.5,5347
112,Mike Gesicki,17272,mike-gesicki,CIN,10,TE,12,118,108,&nbsp;,&nbsp;,&nbsp;,113.0,4993
113,Matt Ryan,9444,matt-ryan,,,QB,14,124,105,&nbsp;,&nbsp;,&nbsp;,114.5,24
114,Devin Singletary,18280,devin-singletary,NYG,10,RB,40,122,109,&nbsp;,&nbsp;,&nbsp;,115.5,6130
115,Marquez Callaway,19505,marquez-callaway,,,WR,49,129,104,&nbsp;,&nbsp;,&nbsp;,116.5,6989
116,Mike Williams,16377,mike-williams-wr,,,WR,50,104,130,&nbsp;,&nbsp;,&nbsp;,117.0,
117,Darnell Mooney,19810,darnell-mooney,NYG,10,WR,51,112,124,&nbsp;,&nbsp;,&nbsp;,118.0,7090
118,Jonnu Smith,16460,jonnu-smith,,,TE,13,126,111,&nbsp;,&nbsp;,&nbsp;,118.5,4144
119,Tony Pollard,18705,tony-pollard,TEN,13,RB,41,117,122,&nbsp;,&nbsp;,&nbsp;,119.5,5967
120,Trevor Lawrence,19780,trevor-lawrence,JAC,7,QB,15,125,116,&nbsp;,&nbsp;,&nbsp;,120.5,7523
121,DeVante Parker,13897,devante-parker,,,WR,52,120,123,&nbsp;,&nbsp;,&nbsp;,121.5,2319
122,Marvin Jones Jr.,11215,marvin-jones,,,WR,53,113,131,&nbsp;,&nbsp;,&nbsp;,122.0,1067
123,Kirk Cousins,11177,kirk-cousins,LV,8,QB,16,131,118,&nbsp;,&nbsp;,&nbsp;,124.5,1166
124,Sony Michel,17309,sony-michel,,,RB,42,157,95,&nbsp;,&nbsp;,&nbsp;,126.0,4962
125,David Johnson,13948,david-johnson-rb,,,RB,43,121,132,&nbsp;,&nbsp;,&nbsp;,126.5,2391
126,Justin Fields,19781,justin-fields,KC,12,QB,17,128,125,&nbsp;,&nbsp;,&nbsp;,126.5,7591
127,J.D. McKissic,16230,jd-mckissic,,,RB,44,137,117,&nbsp;,&nbsp;,&nbsp;,127.0,3664
128,Mecole Hardman Jr.,18587,mecole-hardman,BUF,7,WR,54,116,140,&nbsp;,&nbsp;,&nbsp;,128.0,5917
129,Henry Ruggs III,19207,henry-ruggs,,,WR,55,130,129,&nbsp;,&nbsp;,&nbsp;,129.5,6789
130,Hunter Henry,15561,hunter-henry,NE,14,TE,14,145,119,&nbsp;,&nbsp;,&nbsp;,132.0,3214
131,Trey Lance,20082,trey-lance,LAC,7,QB,18,133,139,&nbsp;,&nbsp;,&nbsp;,136.0,7610
132,Russell Gage Jr.,17606,russell-gage,,,WR,56,132,142,&nbsp;,&nbsp;,&nbsp;,137.0,5110
133,Baker Mayfield,17237,baker-mayfield,TB,9,QB,19,136,138,&nbsp;,&nbsp;,&nbsp;,137.0,4892
134,Phillip Lindsay,17498,phillip-lindsay,,,RB,45,148,127,&nbsp;,&nbsp;,&nbsp;,137.5,5170
135,Rob Gronkowski,9721,rob-gronkowski,,,TE,15,143,135,&nbsp;,&nbsp;,&nbsp;,139.0,515
136,Jakobi Meyers,18598,jakobi-meyers,JAC,7,WR,57,144,136,&nbsp;,&nbsp;,&nbsp;,140.0,5947
137,James White,12195,james-white,,,RB,46,139,141,&nbsp;,&nbsp;,&nbsp;,140.0,1848
138,Evan Engram,16411,evan-engram,DEN,11,TE,16,135,146,&nbsp;,&nbsp;,&nbsp;,140.5,4066
139,Elijah Moore,20114,elijah-moore,PHI,14,WR,58,127,156,&nbsp;,&nbsp;,&nbsp;,141.5,7596
140,Tua Tagovailoa,19198,tua-tagovailoa,ATL,6,QB,20,141,145,&nbsp;,&nbsp;,&nbsp;,143.0,6768
141,Alexander Mattison,18621,alexander-mattison,,,RB,47,142,150,&nbsp;,&nbsp;,&nbsp;,146.0,5987
142,Cole Beasley,11459,cole-beasley,,,WR,59,146,148,&nbsp;,&nbsp;,&nbsp;,147.0,1144
143,Gerald Everett,16459,gerald-everett,,,TE,17,153,144,&nbsp;,&nbsp;,&nbsp;,148.5,4089
144,Rhamondre Stevenson,22726,rhamondre-stevenson,NE,14,RB,48,164,134,&nbsp;,&nbsp;,&nbsp;,149.0,7611
145,Ben Roethlisberger,9039,ben-roethlisberger,,,QB,21,155,143,&nbsp;,&nbsp;,&nbsp;,149.0,138
146,Jalen Reagor,19219,jalen-reagor,MIA,14,WR,60,138,164,&nbsp;,&nbsp;,&nbsp;,151.0,6798
147,Tevin Coleman,13926,tevin-coleman,,,RB,49,178,128,&nbsp;,&nbsp;,&nbsp;,153.0,2378
148,Giovani Bernard,11644,giovani-bernard,,,RB,50,149,166,&nbsp;,&nbsp;,&nbsp;,157.5,1386
149,,19796,,,,1,,134,182,&nbsp;,&nbsp;,&nbsp;,158.0,
150,Sterling Shepard,15569,sterling-shepard,,,WR,61,154,162,&nbsp;,&nbsp;,&nbsp;,158.0,3200
151,Austin Hooper,15581,austin-hooper,ATL,6,TE,18,168,149,&nbsp;,&nbsp;,&nbsp;,158.5,3202
152,Ryan Fitzpatrick,9545,ryan-fitzpatrick,,,QB,22,159,161,&nbsp;,&nbsp;,&nbsp;,160.0,333
153,Kenneth Gainwell,23310,kenneth-gainwell,TB,9,RB,51,158,167,&nbsp;,&nbsp;,&nbsp;,162.5,7567
154,Carson Wentz,15520,carson-wentz,MIN,7,QB,23,162,165,&nbsp;,&nbsp;,&nbsp;,163.5,3161
155,Latavius Murray,11821,latavius-murray,,,RB,52,150,181,&nbsp;,&nbsp;,&nbsp;,165.5,1476
156,Terrace Marshall Jr.,23242,terrace-marshall,MIA,14,WR,62,152,179,&nbsp;,&nbsp;,&nbsp;,165.5,7565
157,Cole Kmet,19229,cole-kmet,CHI,10,TE,19,156,175,&nbsp;,&nbsp;,&nbsp;,165.5,6826
158,Derek Carr,12092,derek-carr,,,QB,24,171,163,&nbsp;,&nbsp;,&nbsp;,167.0,2028
159,Baltimore Ravens,8020,,,8,DST,1,183,152,&nbsp;,&nbsp;,&nbsp;,167.5,
160,Jared Cook,9265,jared-cook,,,TE,20,182,155,&nbsp;,&nbsp;,&nbsp;,168.5,367
161,Zach Ertz,11689,zach-ertz,,,TE,21,180,158,&nbsp;,&nbsp;,&nbsp;,169.0,1339
162,Jameis Winston,13891,jameis-winston,NYG,10,QB,25,187,154,&nbsp;,&nbsp;,&nbsp;,170.5,2306
163,Chuba Hubbard,19792,chuba-hubbard,CAR,13,RB,53,167,176,&nbsp;,&nbsp;,&nbsp;,171.5,7594
164,Nelson Agholor,13969,nelson-agholor,,,WR,63,161,184,&nbsp;,&nbsp;,&nbsp;,172.5,2325
165,Gabe Davis,19398,gabriel-davis,,,WR,64,147,208,&nbsp;,&nbsp;,&nbsp;,177.5,6943
166,Damien Williams,12334,damien-williams,,,RB,54,165,190,&nbsp;,&nbsp;,&nbsp;,177.5,1833
167,Emmanuel Sanders,9707,emmanuel-sanders,,,WR,65,166,189,&nbsp;,&nbsp;,&nbsp;,177.5,538
168,Zach Wilson,22679,zach-wilson,NO,6,QB,26,185,174,&nbsp;,&nbsp;,&nbsp;,179.5,7538
169,Sam Darnold,17236,sam-darnold,SEA,9,QB,27,188,172,&nbsp;,&nbsp;,&nbsp;,180.0,4943
170,Daniel Jones,18232,daniel-jones,IND,14,QB,28,181,180,&nbsp;,&nbsp;,&nbsp;,180.5,5870
171,Rashaad Penny,17308,rashaad-penny,,,RB,55,163,199,&nbsp;,&nbsp;,&nbsp;,181.0,4985
172,Tampa Bay Buccaneers,8290,,,9,DST,2,176,186,&nbsp;,&nbsp;,&nbsp;,181.0,
173,Bryan Edwards,18634,bryan-edwards,,,WR,66,172,192,&nbsp;,&nbsp;,&nbsp;,182.0,6870
174,Anthony Firkser,16787,anthony-firkser,WAS,9,TE,22,186,183,&nbsp;,&nbsp;,&nbsp;,184.5,4435
175,Los Angeles Rams,8280,,,11,DST,3,160,211,&nbsp;,&nbsp;,&nbsp;,185.5,
176,Ty'Son Williams,19636,tyson-williams,,,RB,56,211,160,&nbsp;,&nbsp;,&nbsp;,185.5,7098
177,Buffalo Bills,8030,,,7,DST,4,198,173,&nbsp;,&nbsp;,&nbsp;,185.5,
178,Tre'Quan Smith,17261,trequan-smith,,,WR,67,184,198,&nbsp;,&nbsp;,&nbsp;,191.0,5026
179,Christian Kirk,17268,christian-kirk,SF,6,WR,68,196,187,&nbsp;,&nbsp;,&nbsp;,191.5,4950
180,Indianapolis Colts,8130,,,14,DST,5,189,194,&nbsp;,&nbsp;,&nbsp;,191.5,
181,Tony Jones Jr.,19482,tony-jones-rb,,,RB,57,225,159,&nbsp;,&nbsp;,&nbsp;,192.0,6984
182,Blake Jarwin,16638,blake-jarwin,,,TE,23,173,213,&nbsp;,&nbsp;,&nbsp;,193.0,4571
183,Adam Trautman,19423,adam-trautman,DEN,11,TE,24,174,216,&nbsp;,&nbsp;,&nbsp;,195.0,6869
184,Mac Jones,20156,mac-jones,SF,6,QB,29,214,177,&nbsp;,&nbsp;,&nbsp;,195.5,7527
185,Miami Dolphins,8160,,,14,DST,6,190,203,&nbsp;,&nbsp;,&nbsp;,196.5,
186,Darrel Williams,17514,darrel-williams,,,RB,58,193,200,&nbsp;,&nbsp;,&nbsp;,196.5,5549
187,Kansas City Chiefs,8150,,,12,DST,7,205,193,&nbsp;,&nbsp;,&nbsp;,199.0,
188,Marquez Valdes-Scantling,17528,marquez-valdesscantling,DAL,7,WR,69,192,209,&nbsp;,&nbsp;,&nbsp;,200.5,5086
189,Tyrell Williams,14324,tyrell-williams,,,WR,70,199,202,&nbsp;,&nbsp;,&nbsp;,200.5,2583
190,Eric Ebron,12143,eric-ebron,,,TE,25,197,207,&nbsp;,&nbsp;,&nbsp;,202.0,2118
191,Amon-Ra St. Brown,19799,amonra-stbrown,DET,9,WR,71,200,206,&nbsp;,&nbsp;,&nbsp;,203.0,7547
192,Parris Campbell,18463,parris-campbell,,,WR,72,175,236,&nbsp;,&nbsp;,&nbsp;,205.5,5880
193,A.J. Green,9857,aj-green,,,WR,73,202,212,&nbsp;,&nbsp;,&nbsp;,207.0,830
194,Tarik Cohen,16450,tarik-cohen,,,RB,59,207,210,&nbsp;,&nbsp;,&nbsp;,208.5,4157
195,Jerick McKinnon,12209,jerick-mckinnon,,,RB,60,227,191,&nbsp;,&nbsp;,&nbsp;,209.0,2161
196,Jamison Crowder,13976,jamison-crowder,,,WR,74,179,242,&nbsp;,&nbsp;,&nbsp;,210.5,2410
197,T.Y. Hilton,11206,ty-hilton,,,WR,75,151,280,&nbsp;,&nbsp;,&nbsp;,215.5,1110
198,Devontae Booker,15555,devontae-booker,,,RB,61,226,204,&nbsp;,&nbsp;,&nbsp;,215.0,3209
199,Boston Scott,17612,boston-scott,,,RB,62,236,196,&nbsp;,&nbsp;,&nbsp;,216.0,5122
200,Rashod Bateman,19794,rashod-bateman,BAL,8,WR,76,177,257,&nbsp;,&nbsp;,&nbsp;,217.0,7571
201,Randall Cobb,9902,randall-cobb,,,WR,77,194,240,&nbsp;,&nbsp;,&nbsp;,217.0,928
202,Malcolm Brown,13953,malcolm-brown,,,RB,63,208,226,&nbsp;,&nbsp;,&nbsp;,217.0,2588
203,San Francisco 49ers,8270,,,6,DST,8,191,244,&nbsp;,&nbsp;,&nbsp;,217.5,
204,Ty Johnson,18406,ty-johnson,BUF,7,RB,64,219,223,&nbsp;,&nbsp;,&nbsp;,221.0,6039
205,Atlanta Falcons,8010,,,6,DST,9,292,168,&nbsp;,&nbsp;,&nbsp;,230.0,
206,Carlos Hyde,12105,carlos-hyde,,,RB,65,232,215,&nbsp;,&nbsp;,&nbsp;,223.5,2257
207,Pittsburgh Steelers,8240,,,7,DST,10,169,289,&nbsp;,&nbsp;,&nbsp;,229.0,
208,Washington Commanders,8310,,,9,DST,11,170,283,&nbsp;,&nbsp;,&nbsp;,226.5,
209,Mark Ingram II,9872,mark-ingram,,,RB,66,253,197,&nbsp;,&nbsp;,&nbsp;,225.0,956
210,Jared Goff,15501,jared-goff,DET,9,QB,30,220,232,&nbsp;,&nbsp;,&nbsp;,226.0,3163
211,Denver Broncos,8090,,,11,DST,12,203,251,&nbsp;,&nbsp;,&nbsp;,227.0,
212,Sammy Watkins,12118,sammy-watkins,,,WR,78,215,241,&nbsp;,&nbsp;,&nbsp;,228.0,1817
213,Wayne Gallman Jr.,16422,wayne-gallman,,,RB,67,241,217,&nbsp;,&nbsp;,&nbsp;,229.0,4150
214,Allen Lazard,17301,allen-lazard,,,WR,79,239,220,&nbsp;,&nbsp;,&nbsp;,229.5,5185
215,Marlon Mack,16444,marlon-mack,,,RB,68,230,231,&nbsp;,&nbsp;,&nbsp;,230.5,4152
216,Deshaun Watson,16398,deshaun-watson,CLE,13,QB,31,204,263,&nbsp;,&nbsp;,&nbsp;,233.5,4017
217,Pat Freiermuth,20163,pat-freiermuth,PIT,7,TE,26,245,222,&nbsp;,&nbsp;,&nbsp;,233.5,7600
218,Teddy Bridgewater,12088,teddy-bridgewater,DET,9,QB,32,240,227,&nbsp;,&nbsp;,&nbsp;,233.5,2152
219,Byron Pringle,17739,byron-pringle,,,WR,80,247,224,&nbsp;,&nbsp;,&nbsp;,235.5,5199
220,Green Bay Packers,8110,,,13,DST,13,222,250,&nbsp;,&nbsp;,&nbsp;,236.0,
221,New England Patriots,8180,,,14,DST,14,195,290,&nbsp;,&nbsp;,&nbsp;,242.5,
222,KJ Hamler,19267,kj-hamler,,,WR,81,212,262,&nbsp;,&nbsp;,&nbsp;,237.0,6805
223,Justin Jackson,17300,justin-jackson-rb,,,RB,69,238,238,&nbsp;,&nbsp;,&nbsp;,238.0,5131
224,Cleveland Browns,8070,,,13,DST,15,201,301,&nbsp;,&nbsp;,&nbsp;,251.0,
225,New Orleans Saints,8190,,,6,DST,16,209,273,&nbsp;,&nbsp;,&nbsp;,241.0,
