rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,sleeper,rtsports,avg,sleeper_id
288,Mike Williams,16377,mike-williams-wr,,,WR,90,&nbsp;,&nbsp;,135.0,
289,Wendell Smallwood,15672,wendell-smallwood,,,RB,82,&nbsp;,&nbsp;,218.5,3309
290,Adam Thielen,13429,adam-thielen,,,WR,91,&nbsp;,&nbsp;,136.0,1689
291,Colin Kaepernick,9891,colin-kaepernick,,,QB,34,&nbsp;,&nbsp;,246.7,980
292,Kendall Wright,11197,kendall-wright,,,WR,92,&nbsp;,&nbsp;,260.5,1097
293,Tyrell Williams,14324,tyrell-williams,,,WR,93,&nbsp;,&nbsp;,139.0,2583
294,Malcolm Mitchell,15656,malcolm-mitchell,,,WR,94,&nbsp;,&nbsp;,223.0,3273
295,Jamaal Williams,16424,jamaal-williams,,,RB,83,&nbsp;,&nbsp;,146.0,4149
296,Kenyan Drake,15637,kenyan-drake,,,RB,84,&nbsp;,&nbsp;,225.0,3242
297,Jack Doyle,11987,jack-doyle,,,TE,33,&nbsp;,&nbsp;,266.5,1706
298,Rex Burkhead,11655,rex-burkhead,,,RB,85,&nbsp;,&nbsp;,155.0,1387
299,Vance McDonald,11699,vance-mcdonald,,,TE,34,&nbsp;,&nbsp;,265.8,1587
300,Joe Williams,16451,joe-williams,,,RB,86,&nbsp;,&nbsp;,158.0,4042
301,Atlanta Falcons,8010,,,11,DST,27,&nbsp;,&nbsp;,255.0,
302,Paxton Lynch,15493,paxton-lynch,,,QB,35,&nbsp;,&nbsp;,257.0,3170
303,Jace Amaro,12144,jace-amaro,,,TE,35,&nbsp;,&nbsp;,168.0,1849
304,Zay Jones,16431,zay-jones,,,WR,95,&nbsp;,&nbsp;,168.0,4080
305,O.J. Howard,16380,oj-howard,,,TE,36,&nbsp;,&nbsp;,170.0,4055
306,John Ross,16388,john-ross,,,WR,96,&nbsp;,&nbsp;,171.0,4038
307,Jason Myers,14003,jason-myers,SEA,5,K,27,&nbsp;,&nbsp;,269.3,2747
308,Marlon Mack,16444,marlon-mack,,,RB,87,&nbsp;,&nbsp;,173.0,4152
309,Zach Zenner,14185,zach-zenner,,,RB,88,&nbsp;,&nbsp;,241.0,2560
310,C.J. Fiedorowicz,12146,cj-fiedorowicz,,,TE,37,&nbsp;,&nbsp;,278.5,1951
311,Alvin Kamara,16421,alvin-kamara,NO,5,RB,89,&nbsp;,&nbsp;,183.0,4035
312,Jalen Richard,16120,jalen-richard,,,RB,90,&nbsp;,&nbsp;,184.0,3868
313,Los Angeles Chargers,8250,,,,DST,28,&nbsp;,&nbsp;,263.0,
314,Josh Ferguson,15734,josh-ferguson,,,RB,91,&nbsp;,&nbsp;,189.0,3453
315,Jeremy McNichols,16445,jeremy-mcnichols,WAS,9,RB,92,&nbsp;,&nbsp;,189.0,4219
316,Aaron Jones Sr.,16673,aaron-jones,MIN,6,RB,93,&nbsp;,&nbsp;,191.0,4199
317,Luke Willson,11812,luke-willson,,,TE,38,&nbsp;,&nbsp;,276.3,1603
318,Benny Cunningham Jr.,11863,benny-cunningham,,,RB,94,&nbsp;,&nbsp;,247.5,1564
319,Trevor Siemian,14142,trevor-siemian,ATL,11,QB,36,&nbsp;,&nbsp;,274.8,2549
320,Quincy Enunwa,12298,quincy-enunwa,,,WR,97,&nbsp;,&nbsp;,195.0,1854
321,D'Onta Foreman,16407,donta-foreman,,,RB,95,&nbsp;,&nbsp;,200.0,4111
322,Donnel Pumphrey,16643,donnel-pumphrey,,,RB,96,&nbsp;,&nbsp;,202.0,4178
323,Wil Lutz,16026,wil-lutz,DEN,11,K,28,&nbsp;,&nbsp;,203.0,3678
324,Jacquizz Rodgers,9894,jacquizz-rodgers,,,RB,97,&nbsp;,&nbsp;,260.5,949
325,Jeff Janis,12318,jeff-janis,,,WR,98,&nbsp;,&nbsp;,269.3,2140
326,Jerell Adams,15831,jerell-adams,,,TE,39,&nbsp;,&nbsp;,205.0,3340
327,David Njoku,16399,david-njoku,LAC,,TE,40,&nbsp;,&nbsp;,206.0,4033
328,New Orleans Saints,8190,,,5,DST,29,&nbsp;,&nbsp;,254.0,
329,Austin Hooper,15581,austin-hooper,ATL,11,TE,41,&nbsp;,&nbsp;,286.0,3202
330,Robbie Chosen,15688,robby-anderson,,,WR,99,&nbsp;,&nbsp;,209.0,3423
331,Will Tye,14439,will-tye,,,TE,42,&nbsp;,&nbsp;,271.7,3043
332,Taylor Gabriel,12888,taylor-gabriel,,,WR,100,&nbsp;,&nbsp;,212.0,1903
333,Alfred Blue,12282,alfred-blue,,,RB,98,&nbsp;,&nbsp;,272.3,1944
334,Steve Johnson,9577,steve-johnson,,,WR,101,&nbsp;,&nbsp;,258.0,108
335,Phil Dawson,9508,phil-dawson,,,K,29,&nbsp;,&nbsp;,274.0,229
336,San Francisco 49ers,8270,,,8,DST,30,&nbsp;,&nbsp;,259.0,
337,Deshaun Watson,16398,deshaun-watson,CLE,13,QB,37,&nbsp;,&nbsp;,218.0,4017
338,Kenjon Barner,11660,kenjon-barner,,,RB,99,&nbsp;,&nbsp;,221.0,1546
339,Wayne Gallman Jr.,16422,wayne-gallman,,,RB,100,&nbsp;,&nbsp;,221.0,4150
340,Quinton Patton,11620,quinton-patton,,,WR,102,&nbsp;,&nbsp;,222.0,1589
341,Robert Turbin,11191,robert-turbin,,,RB,101,&nbsp;,&nbsp;,262.0,1232
342,Jaelen Strong,13906,jaelen-strong,,,WR,103,&nbsp;,&nbsp;,263.5,2375
343,Tennessee Titans,8300,,,13,DST,31,&nbsp;,&nbsp;,263.5,
344,Tyler Gaffney,12109,tyler-gaffney,,,RB,102,&nbsp;,&nbsp;,227.0,2189
345,Rueben Randle,11202,reuben-randle,,,WR,104,&nbsp;,&nbsp;,277.0,1164
346,Pharoh Cooper,15557,pharoh-cooper,,,WR,105,&nbsp;,&nbsp;,229.0,3278
347,Cooper Kupp,16433,cooper-kupp,SEA,5,WR,106,&nbsp;,&nbsp;,229.0,4039
348,Ka'Deem Carey,12100,kadeem-carey,,,RB,103,&nbsp;,&nbsp;,265.5,2104
349,Curtis Samuel,16434,curtis-samuel,,,WR,107,&nbsp;,&nbsp;,231.0,4082
350,Vernon Davis,9621,vernon-davis,,,TE,43,&nbsp;,&nbsp;,301.3,200
351,Mark Sanchez,9425,mark-sanchez,,,QB,38,&nbsp;,&nbsp;,281.0,350
352,Keith Marshall,15836,keith-marshall,,,RB,104,&nbsp;,&nbsp;,240.0,3397
353,Tyler Higbee,15623,tyler-higbee,LAR,8,TE,44,&nbsp;,&nbsp;,241.0,3271
354,Evan Engram,16411,evan-engram,DEN,11,TE,45,&nbsp;,&nbsp;,241.0,4066
355,Tyler Ervin,15661,tyler-ervin,,,RB,105,&nbsp;,&nbsp;,242.0,3280
356,Greg Zuerlein,11345,greg-zuerlein,,,K,30,&nbsp;,&nbsp;,287.3,1266
357,James Conner,16447,james-conner,ARI,9,RB,106,&nbsp;,&nbsp;,245.0,4137
358,Shaun Draughn,11171,shaun-draughn,,,RB,107,&nbsp;,&nbsp;,249.0,913
359,Jared Abbrederis,12130,jared-abbrederis,,,WR,108,&nbsp;,&nbsp;,289.7,2132
360,Josh Reynolds,16439,josh-reynolds,,,WR,109,&nbsp;,&nbsp;,256.0,4171
361,Andre Johnson,9016,andre-johnson,,,WR,110,&nbsp;,&nbsp;,279.5,92
362,Darrius Heyward-Bey,9156,darrius-heyward-bey,,,WR,111,&nbsp;,&nbsp;,280.5,394
363,Kyle Juszczyk,11798,kyle-juszczyk,SF,8,RB,108,&nbsp;,&nbsp;,260.0,
364,JuJu Smith-Schuster,16427,juju-smith-schuster,NYG,8,WR,112,&nbsp;,&nbsp;,261.0,4040
365,Tre Mason,12098,tre-mason,,,RB,109,&nbsp;,&nbsp;,281.5,2231
366,Mike Tolbert,9478,mike-tolbert,,,RB,110,&nbsp;,&nbsp;,283.0,
367,Reggie Bush,9525,reggie-bush,,,RB,111,&nbsp;,&nbsp;,289.7,179
368,Mike Glennon,11685,mike-glennon,,,QB,39,&nbsp;,&nbsp;,310.5,1559
369,Dontrelle Inman,13105,dontrelle-inman,,,WR,113,&nbsp;,&nbsp;,284.0,2291
370,Dennis Pitta,9705,dennis-pitta,,,TE,46,&nbsp;,&nbsp;,307.0,527
371,Brandon Bolden,11410,brandon-bolden,,,RB,112,&nbsp;,&nbsp;,308.5,1034
372,Paul Richardson Jr.,12129,paul-richardson,,,WR,114,&nbsp;,&nbsp;,268.0,2279
373,Lance Dunbar,11441,lance-dunbar,,,RB,113,&nbsp;,&nbsp;,285.0,1284
374,Caleb Sturgis,11815,caleb-sturgis,,,K,31,&nbsp;,&nbsp;,300.0,1358
375,Cleveland Browns,8070,,,13,DST,32,&nbsp;,&nbsp;,285.5,
376,Jeremy Kerley,9986,jeremy-kerley,,,WR,115,&nbsp;,&nbsp;,270.0,817
377,Khiry Robinson,11909,khiry-robinson,,,RB,114,&nbsp;,&nbsp;,271.0,1720
378,Blaine Gabbert,9858,blaine-gabbert,,,QB,40,&nbsp;,&nbsp;,286.5,862
379,Nate Washington,9488,nate-washington,,,WR,116,&nbsp;,&nbsp;,287.5,370
380,Tarik Cohen,16450,tarik-cohen,,,RB,115,&nbsp;,&nbsp;,274.0,4157
381,Brandon Coleman,12202,brandon-coleman,,,WR,117,&nbsp;,&nbsp;,278.0,2196
382,Stevan Ridley,9928,stevan-ridley,,,RB,116,&nbsp;,&nbsp;,280.0,811
383,Antonio Andrews,12349,antonio-andrews,,,RB,117,&nbsp;,&nbsp;,281.0,1928
384,Lance Kendricks,9912,lance-kendricks,,,TE,47,&nbsp;,&nbsp;,325.5,964
385,T.J. Logan,16481,tj-logan,,,RB,118,&nbsp;,&nbsp;,283.0,4186
386,Seth Roberts,13840,seth-roberts,,,WR,118,&nbsp;,&nbsp;,285.0,2039
387,Michael Vick,9465,michael-vick,,,QB,41,&nbsp;,&nbsp;,286.0,461
388,Larry Donnell,11992,larry-donnell,,,TE,48,&nbsp;,&nbsp;,321.5,1759
389,Dwayne Harris,10004,dwayne-harris,,,WR,119,&nbsp;,&nbsp;,287.0,902
390,ArDarius Stewart,16428,ardarius-stewart,,,WR,120,&nbsp;,&nbsp;,287.0,4119
391,Cordarrelle Patterson,11613,cordarrelle-patterson,,,RB,119,&nbsp;,&nbsp;,301.5,1535
392,Dexter McCluster,9688,dexter-mccluster,,,RB,120,&nbsp;,&nbsp;,289.0,564
393,Taywan Taylor,16426,taywan-taylor,,,WR,121,&nbsp;,&nbsp;,289.0,4125
394,Travis Coons,12357,travis-coons,,,K,32,&nbsp;,&nbsp;,317.3,1929
395,Jon Baldwin,9881,jon-baldwin,,,WR,122,&nbsp;,&nbsp;,290.0,
396,Brent Celek,9070,brent-celek,,,TE,49,&nbsp;,&nbsp;,302.5,221
397,Roddy White,9539,roddy-white,,,WR,123,&nbsp;,&nbsp;,292.0,4
398,Justin Hardy,13970,justin-hardy,,,WR,124,&nbsp;,&nbsp;,293.0,2412
399,Corey Grant,14263,corey-grant,,,RB,121,&nbsp;,&nbsp;,293.0,2729
400,Ryan Succop,9549,ryan-succop,,,K,33,&nbsp;,&nbsp;,301.7,391
401,Brian Hoyer,9078,brian-hoyer,,,QB,42,&nbsp;,&nbsp;,329.5,345
402,De'Anthony Thomas,12107,deanthony-thomas,,,WR,125,&nbsp;,&nbsp;,295.0,2023
403,D.J. Foster,15691,dj-foster,,,RB,122,&nbsp;,&nbsp;,296.0,3488
404,Cody Parkey,13806,cody-parkey,,,K,34,&nbsp;,&nbsp;,311.5,1974
405,Matt Jones,9728,matt-jones-wr,,,WR,126,&nbsp;,&nbsp;,297.0,2400
406,Damien Williams,12334,damien-williams,,,RB,123,&nbsp;,&nbsp;,297.0,1833
407,Reggie Diggs,16161,reggie-diggs,,,WR,127,&nbsp;,&nbsp;,298.0,3655
408,Mitchell Trubisky,16381,mitch-trubisky,TEN,13,QB,43,&nbsp;,&nbsp;,298.0,3976
409,Eddie Royal,9208,eddie-royal,,,WR,128,&nbsp;,&nbsp;,299.0,297
410,Cody Kessler,15644,cody-kessler,,,QB,44,&nbsp;,&nbsp;,299.0,3205
411,Chris Conley,14151,chris-conley,,,WR,129,&nbsp;,&nbsp;,300.0,2381
412,Rashad Greene,13972,rashad-greene,,,WR,130,&nbsp;,&nbsp;,304.0,2442
413,Bruce Ellington,12137,bruce-ellington,,,WR,131,&nbsp;,&nbsp;,306.0,2255
414,Devin Hester,9191,devin-hester,,,WR,132,&nbsp;,&nbsp;,307.0,279
415,Case Keenum,11425,case-keenum,CHI,9,QB,45,&nbsp;,&nbsp;,311.0,1737
416,Nelson Spruce,15910,nelson-spruce,,,WR,133,&nbsp;,&nbsp;,312.0,3484
417,Jakeem Grant Sr.,15680,jakeem-grant,,,WR,134,&nbsp;,&nbsp;,318.0,3342
418,Josh McCown,9327,josh-mccown,,,QB,46,&nbsp;,&nbsp;,319.0,208
419,Aaron Burbridge,15895,aaron-burbridge,,,WR,135,&nbsp;,&nbsp;,320.0,3368
420,Darius Jackson,15813,darius-jackson,,,RB,124,&nbsp;,&nbsp;,321.0,3371
421,Leonte Carroo,15607,leonte-carroo,,,WR,136,&nbsp;,&nbsp;,322.0,3253
422,Brett Hundley,13907,brett-hundley,,,QB,47,&nbsp;,&nbsp;,323.0,2450
423,Trevone Boykin,15915,trevone-boykin,,,QB,48,&nbsp;,&nbsp;,324.0,3213
424,Cardale Jones,15606,cardale-jones,,,QB,49,&nbsp;,&nbsp;,325.0,3210
425,Dan Orlovsky,9732,dan-orlovsky,,,QB,50,&nbsp;,&nbsp;,326.0,374
426,Anthony Fasano,9023,anthony-fasano,,,TE,50,&nbsp;,&nbsp;,328.0,51
427,Andrew Franks,14413,andrew-franks,,,K,35,&nbsp;,&nbsp;,329.0,2683
428,Jeff Heuerman,13961,jeff-heuerman,,,TE,51,&nbsp;,&nbsp;,331.0,2397
429,DeAndre Smelter,14230,deandre-smelter,,,WR,137,&nbsp;,&nbsp;,332.0,2436
430,Malcolm Brown,13953,malcolm-brown,,,RB,125,&nbsp;,&nbsp;,333.0,2588
431,Fozzy Whittaker,11688,fozzy-whittaker,,,RB,126,&nbsp;,&nbsp;,334.0,1709
432,Brice Butler,11837,brice-butler,,,WR,138,&nbsp;,&nbsp;,336.0,1471
433,Derek Anderson,9178,derek-anderson,,,QB,51,&nbsp;,&nbsp;,337.0,691
434,Ryan Nassib,11682,ryan-nassib,,,QB,52,&nbsp;,&nbsp;,338.0,1495
435,AJ McCarron,12091,aj-mccarron,,,QB,53,&nbsp;,&nbsp;,339.0,1895
436,Corey Brown,13511,philly-brown,,,WR,139,&nbsp;,&nbsp;,340.0,2185
437,Trenton Richardson,11183,trent-richardson,,,RB,127,&nbsp;,&nbsp;,341.0,
438,Matt McGloin,11907,matt-mcgloin,,,QB,54,&nbsp;,&nbsp;,342.0,1747
439,Matt Schaub,9445,matt-schaub,,,QB,55,&nbsp;,&nbsp;,343.0,178
440,Andre Williams,12106,andre-williams,,,RB,128,&nbsp;,&nbsp;,344.0,2088
441,Marcel Reece,9414,marcel-reece,,,RB,129,&nbsp;,&nbsp;,345.0,
442,Geno Smith,11687,geno-smith,NYJ,11,QB,56,&nbsp;,&nbsp;,346.0,1373
443,Chad Henne,9101,chad-henne,,,QB,57,&nbsp;,&nbsp;,349.0,89
444,Crockett Gillmore,12234,crockett-gillmore,,,TE,52,&nbsp;,&nbsp;,351.0,1868
445,Colt McCoy,9702,colt-mccoy,,,QB,58,&nbsp;,&nbsp;,352.0,533
446,Luke McCown,9405,luke-mccown,,,QB,59,&nbsp;,&nbsp;,353.0,248
447,Matt Cassel,9435,matt-cassel,,,QB,60,&nbsp;,&nbsp;,354.0,389
448,Albert Wilson,12338,albert-wilson,,,WR,140,&nbsp;,&nbsp;,355.0,2025
449,Scott Tolzien,11157,scott-tolzien,,,QB,61,&nbsp;,&nbsp;,358.0,896
450,Landry Jones,11681,landry-jones,,,QB,62,&nbsp;,&nbsp;,359.0,1411
451,Kellen Clemens,9347,kellen-clemens,,,QB,63,&nbsp;,&nbsp;,360.0,198
452,Drew Stanton,9201,drew-stanton,,,QB,64,&nbsp;,&nbsp;,362.0,181
453,David Carr,9161,david-carr,,,QB,65,&nbsp;,&nbsp;,363.0,2028
454,Tom Savage,12097,tom-savage,,,QB,66,&nbsp;,&nbsp;,364.0,1957
455,Chad Pennington,9104,chad-pennington,,,QB,67,&nbsp;,&nbsp;,366.0,
456,Dion Sims,11691,dion-sims,,,TE,53,&nbsp;,&nbsp;,368.0,1357
457,Kai Forbath,10081,kai-forbath,,,K,36,&nbsp;,&nbsp;,370.0,1287
458,Darren Fells,13636,darren-fells,,,TE,54,&nbsp;,&nbsp;,371.0,1592
459,JaMarcus Russell,9260,jamarcus-russell-qb,,,QB,68,&nbsp;,&nbsp;,372.0,
460,Garrett Celek,11507,garrett-celek,,,TE,55,&nbsp;,&nbsp;,373.0,1223
461,Ryan Griffin,11830,ryan-griffin,,,TE,56,&nbsp;,&nbsp;,374.0,1425
462,MyCole Pruitt,13964,mycole-pruitt,,,TE,57,&nbsp;,&nbsp;,376.0,2446
463,Johnny Manziel,12089,johnny-manziel,,,QB,69,&nbsp;,&nbsp;,377.0,1907
464,Chase Daniel,9111,chase-daniel,,,QB,70,&nbsp;,&nbsp;,378.0,490
465,Mychal Rivera,11700,mychal-rivera,,,TE,58,&nbsp;,&nbsp;,380.0,1477
466,A.J. Derby,14072,aj-derby,,,TE,59,&nbsp;,&nbsp;,381.0,2503
467,Jermaine Gresham,9685,jermaine-gresham,,,TE,60,&nbsp;,&nbsp;,382.0,530
468,Marcedes Lewis,9413,marcedes-lewis,,,TE,61,&nbsp;,&nbsp;,383.0,111
469,Blake Bell,13966,blake-bell,,,TE,62,&nbsp;,&nbsp;,384.0,2422
470,Charlie Batch,9107,charlie-batch,,,QB,71,&nbsp;,&nbsp;,385.0,
471,Rob Bironas,9533,rob-bironas,,,K,37,&nbsp;,&nbsp;,386.0,
472,Maxx Williams,13919,maxx-williams,,,TE,63,&nbsp;,&nbsp;,387.0,2360
473,Josh Hill,13565,josh-hill-te,,,TE,64,&nbsp;,&nbsp;,388.0,1777
474,Ed Dickson,9706,ed-dickson,,,TE,65,&nbsp;,&nbsp;,389.0,701
