rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,espn,sleeper,cbs,nfl,rtsports,fantrax,avg,sleeper_id
140,Alfred Morris,11347,alfred-morris,,,RB,51,68,&nbsp;,&nbsp;,&nbsp;,173,249,145.0,1170
141,Josh Doctson,15511,josh-doctson,,,WR,53,126,&nbsp;,&nbsp;,&nbsp;,151,147,148.2,3178
142,Tyler Lockett,13971,tyler-lockett,LV,,WR,54,140,&nbsp;,&nbsp;,&nbsp;,168,155,150.0,2374
143,Los Angeles Rams,8280,,,12,DST,2,84,&nbsp;,&nbsp;,&nbsp;,115,&nbsp;,104.8,
144,Cameron Meredith,14352,cameron-meredith,,,WR,55,177,&nbsp;,&nbsp;,&nbsp;,125,135,153.0,2699
145,Theo Riddick,11649,theo-riddick,,,RB,52,172,&nbsp;,&nbsp;,&nbsp;,126,123,154.4,1517
146,Minnesota Vikings,8170,,,10,DST,3,95,&nbsp;,&nbsp;,&nbsp;,119,&nbsp;,112.0,
147,Philadelphia Eagles,8230,,,9,DST,4,85,&nbsp;,&nbsp;,&nbsp;,127,&nbsp;,114.0,
148,LeGarrette Blount,9717,legarrette-blount,,,RB,53,144,&nbsp;,&nbsp;,&nbsp;,164,138,162.0,730
149,Jordan Wilkins,17497,jordan-wilkins,,,RB,54,170,&nbsp;,&nbsp;,&nbsp;,145,194,165.8,5100
150,Anthony Miller,17255,anthony-miller,,,WR,56,185,&nbsp;,&nbsp;,&nbsp;,166,170,166.0,5013
151,Chris Godwin Jr.,16406,chris-godwin,TB,5,WR,57,176,&nbsp;,&nbsp;,&nbsp;,155,191,166.6,4037
152,James Conner,16447,james-conner,ARI,9,RB,55,119,&nbsp;,&nbsp;,&nbsp;,180,227,169.2,4137
153,Mike Williams,16377,mike-williams-wr,,,WR,58,162,&nbsp;,&nbsp;,&nbsp;,122,372,177.2,
154,John Brown,12231,john-brown,,,WR,59,188,&nbsp;,&nbsp;,&nbsp;,154,234,173.2,2238
155,Baltimore Ravens,8020,,,10,DST,5,115,&nbsp;,&nbsp;,&nbsp;,138,&nbsp;,132.8,
156,Los Angeles Chargers,8250,,,8,DST,6,147,&nbsp;,&nbsp;,&nbsp;,134,&nbsp;,132.8,
157,Mitchell Trubisky,16381,mitch-trubisky,TEN,8,QB,21,155,&nbsp;,&nbsp;,&nbsp;,218,157,175.8,3976
158,Wil Lutz,16026,wil-lutz,DEN,10,K,4,181,&nbsp;,&nbsp;,&nbsp;,169,172,176.4,3678
159,Matt Bryant,9434,matt-bryant,,,K,5,137,&nbsp;,&nbsp;,&nbsp;,177,190,178.2,127
160,Chris Boswell,13029,chris-boswell,PIT,7,K,6,132,&nbsp;,&nbsp;,&nbsp;,176,207,178.6,1945
161,Harrison Butker,16712,harrison-butker,KC,12,K,7,193,&nbsp;,&nbsp;,&nbsp;,167,177,179.4,4227
162,Houston Texans,8120,,,10,DST,7,129,&nbsp;,&nbsp;,&nbsp;,137,&nbsp;,138.3,
163,John Ross,16388,john-ross,,,WR,60,141,&nbsp;,&nbsp;,&nbsp;,191,246,180.2,4038
164,Devontae Booker,15555,devontae-booker,,,RB,56,&nbsp;,&nbsp;,&nbsp;,&nbsp;,128,121,141.0,3209
165,Jake Elliott,16540,jake-elliott,PHI,9,K,8,189,&nbsp;,&nbsp;,&nbsp;,178,164,185.4,4195
166,O.J. Howard,16380,oj-howard,,,TE,14,&nbsp;,&nbsp;,&nbsp;,&nbsp;,160,142,147.8,4055
167,Danny Amendola,9146,danny-amendola,,,WR,61,149,&nbsp;,&nbsp;,&nbsp;,225,193,187.6,491
168,Denver Broncos,8090,,,10,DST,8,164,&nbsp;,&nbsp;,&nbsp;,139,&nbsp;,151.5,
169,Courtland Sutton,17253,courtland-sutton,DEN,10,WR,62,180,&nbsp;,&nbsp;,&nbsp;,216,215,194.4,5045
170,Robbie Gould,9534,robbie-gould,,,K,9,187,&nbsp;,&nbsp;,&nbsp;,185,199,194.4,49
171,Mohamed Sanu Sr.,11200,mohamed-sanu,,,WR,63,130,&nbsp;,&nbsp;,&nbsp;,204,149,158.0,1071
172,Austin Seferian-Jenkins,12145,austin-seferian-jenkins,,,TE,15,161,&nbsp;,&nbsp;,&nbsp;,143,156,161.3,2222
173,Dez Bryant,9681,dez-bryant,,,WR,64,173,&nbsp;,&nbsp;,&nbsp;,189,115,161.5,574
174,Rishard Matthews,11380,rishard-matthews,,,WR,65,175,&nbsp;,&nbsp;,&nbsp;,186,125,163.3,1046
175,New Orleans Saints,8190,,,6,DST,9,174,&nbsp;,&nbsp;,&nbsp;,157,&nbsp;,164.3,
176,Jameis Winston,13891,jameis-winston,NYG,9,QB,22,&nbsp;,&nbsp;,&nbsp;,&nbsp;,171,159,164.5,2306
177,Matt Prater,9443,matt-prater,,,K,10,190,&nbsp;,&nbsp;,&nbsp;,201,210,202.2,17
178,DeSean Jackson,9186,desean-jackson,,,WR,66,184,&nbsp;,&nbsp;,&nbsp;,192,136,168.3,147
179,Dede Westbrook,16436,dede-westbrook,,,WR,67,&nbsp;,&nbsp;,&nbsp;,&nbsp;,148,184,168.5,4146
180,Chicago Bears,8050,,,5,DST,10,152,&nbsp;,&nbsp;,&nbsp;,188,&nbsp;,169.8,
181,Jared Cook,9265,jared-cook,,,TE,16,148,&nbsp;,&nbsp;,&nbsp;,197,165,171.0,367
182,Paul Richardson Jr.,12129,paul-richardson,,,WR,68,142,&nbsp;,&nbsp;,&nbsp;,172,154,171.3,2279
183,New England Patriots,8180,,,11,DST,11,134,&nbsp;,&nbsp;,&nbsp;,175,&nbsp;,171.8,
184,Pittsburgh Steelers,8240,,,7,DST,12,145,&nbsp;,&nbsp;,&nbsp;,179,&nbsp;,175.3,
185,Mason Crosby,9433,mason-crosby,,,K,11,179,&nbsp;,&nbsp;,&nbsp;,226,212,209.2,59
186,Eric Ebron,12143,eric-ebron,,,TE,17,&nbsp;,&nbsp;,&nbsp;,&nbsp;,195,168,175.5,2118
187,Cameron Brate,13470,cameron-brate,,,TE,18,169,&nbsp;,&nbsp;,&nbsp;,181,146,175.8,2214
188,Eli Manning,9213,eli-manning,,,QB,23,&nbsp;,&nbsp;,&nbsp;,&nbsp;,193,169,176.5,188
189,Austin Ekeler,16483,austin-ekeler,,,RB,57,&nbsp;,&nbsp;,&nbsp;,&nbsp;,159,189,178.3,4663
190,Carolina Panthers,8040,,,4,DST,13,182,&nbsp;,&nbsp;,&nbsp;,194,&nbsp;,179.3,
191,Charles Clay,10003,charles-clay,,,TE,19,139,&nbsp;,&nbsp;,&nbsp;,202,174,179.5,801
192,Benjamin Watson,9040,benjamin-watson,,,TE,20,143,&nbsp;,&nbsp;,&nbsp;,208,176,187.3,663
193,Geronimo Allison,15853,geronimo-allison,,,WR,69,&nbsp;,&nbsp;,&nbsp;,&nbsp;,207,217,190.8,3503
194,Tyrod Taylor,10007,tyrod-taylor,GB,7,QB,24,138,&nbsp;,&nbsp;,&nbsp;,238,196,196.8,827
195,Ricky Seals-Jones,16730,ricky-seals-jones,,,TE,21,&nbsp;,&nbsp;,&nbsp;,&nbsp;,220,188,198.5,4531
196,Arizona Cardinals,8000,,,9,DST,14,166,&nbsp;,&nbsp;,&nbsp;,222,&nbsp;,199.3,
197,Marqise Lee,12120,marqise-lee,,,WR,70,&nbsp;,&nbsp;,&nbsp;,&nbsp;,203,107,156.0,1987
198,D'Onta Foreman,16407,donta-foreman,,,RB,58,&nbsp;,&nbsp;,&nbsp;,&nbsp;,163,130,164.3,4111
199,Antonio Gates,9027,antonio-gates,,,TE,22,135,&nbsp;,&nbsp;,&nbsp;,243,284,214.3,322
200,Adam Vinatieri,9004,adam-vinatieri,,,K,12,191,&nbsp;,&nbsp;,&nbsp;,269,319,240.4,120
201,Doug Martin,11186,doug-martin,,,RB,59,&nbsp;,&nbsp;,&nbsp;,&nbsp;,162,153,173.3,1195
202,Nyheim Miller-Hines,17297,nyheim-hines,,,RB,60,&nbsp;,&nbsp;,&nbsp;,&nbsp;,182,145,178.7,5347
203,Mike Gesicki,17272,mike-gesicki,CIN,9,TE,23,&nbsp;,&nbsp;,&nbsp;,&nbsp;,174,182,179.7,4993
204,Javorius Allen,13944,javorius-allen,,,RB,61,&nbsp;,&nbsp;,&nbsp;,&nbsp;,183,186,182.3,2430
205,Tyrell Williams,14324,tyrell-williams,,,WR,71,&nbsp;,&nbsp;,&nbsp;,&nbsp;,198,179,183.0,2583
206,Daniel Carlson,17420,daniel-carlson,LV,,K,13,&nbsp;,&nbsp;,&nbsp;,&nbsp;,228,221,223.8,5095
207,Blake Bortles,12090,blake-bortles,,,QB,25,&nbsp;,&nbsp;,&nbsp;,&nbsp;,206,166,184.0,1979
208,Andy Dalton,9907,andy-dalton,PHI,9,QB,26,&nbsp;,&nbsp;,&nbsp;,&nbsp;,190,173,184.3,829
209,Ted Ginn Jr.,9588,ted-ginn-jr,,,WR,72,&nbsp;,&nbsp;,&nbsp;,&nbsp;,247,163,187.7,695
210,Case Keenum,11425,case-keenum,CHI,5,QB,27,&nbsp;,&nbsp;,&nbsp;,&nbsp;,209,167,188.0,1737
211,Mike Wallace,9479,mike-wallace,,,WR,73,186,&nbsp;,&nbsp;,&nbsp;,240,218,227.8,365
212,Christian Kirk,17268,christian-kirk,SF,11,WR,74,&nbsp;,&nbsp;,&nbsp;,&nbsp;,214,171,189.0,4950
213,Martavis Bryant,12136,martavis-bryant,,,WR,75,&nbsp;,&nbsp;,&nbsp;,&nbsp;,205,140,190.3,1916
214,Vance McDonald,11699,vance-mcdonald,,,TE,24,&nbsp;,&nbsp;,&nbsp;,&nbsp;,212,175,193.7,1587
215,T.J. Yeldon,13941,tj-yeldon,,,RB,62,&nbsp;,&nbsp;,&nbsp;,&nbsp;,165,220,195.3,2341
216,Austin Hooper,15581,austin-hooper,ATL,8,TE,25,&nbsp;,&nbsp;,&nbsp;,&nbsp;,199,178,195.7,3202
217,Robert Kelley,16154,robert-kelley,,,RB,63,&nbsp;,&nbsp;,&nbsp;,&nbsp;,219,195,201.0,
218,Hayden Hurst,17283,hayden-hurst,,,TE,26,&nbsp;,&nbsp;,&nbsp;,&nbsp;,200,200,204.3,4973
219,Graham Gano,9232,graham-gano,,,K,14,192,&nbsp;,&nbsp;,&nbsp;,260,270,239.8,503
220,Frank Gore,9218,frank-gore,,,RB,64,&nbsp;,&nbsp;,&nbsp;,&nbsp;,217,180,208.7,
221,Spencer Ware,11638,spencer-ware,,,RB,65,&nbsp;,&nbsp;,&nbsp;,&nbsp;,210,211,209.7,1601
222,Samaje Perine,16423,samaje-perine,CIN,9,RB,66,&nbsp;,&nbsp;,&nbsp;,&nbsp;,187,198,210.3,4147
223,Chris Ivory,9749,christopher-ivory,,,RB,67,&nbsp;,&nbsp;,&nbsp;,&nbsp;,221,192,214.3,717
224,Atlanta Falcons,8010,,,8,DST,15,&nbsp;,&nbsp;,&nbsp;,&nbsp;,227,&nbsp;,216.3,
225,Ryan Tannehill,11174,ryan-tannehill,,,QB,28,&nbsp;,&nbsp;,&nbsp;,&nbsp;,237,187,217.0,1049
226,Donte Moncrief,12125,donte-moncrief,,,WR,76,&nbsp;,&nbsp;,&nbsp;,&nbsp;,235,205,220.3,1971
227,Tennessee Titans,8300,,,8,DST,16,183,&nbsp;,&nbsp;,&nbsp;,246,&nbsp;,221.3,
228,James Washington,17254,james-washington,,,WR,77,&nbsp;,&nbsp;,&nbsp;,&nbsp;,239,228,227.7,5024
229,Kalen Ballage,17250,kalen-ballage,,,RB,68,&nbsp;,&nbsp;,&nbsp;,&nbsp;,232,204,228.7,4994
230,Joe Flacco,9300,joe-flacco,CIN,9,QB,29,&nbsp;,&nbsp;,&nbsp;,&nbsp;,248,216,229.0,19
231,Terrance Williams,11627,terrance-williams,,,WR,78,&nbsp;,&nbsp;,&nbsp;,&nbsp;,256,229,234.3,1490
232,Baker Mayfield,17237,baker-mayfield,TB,5,QB,30,&nbsp;,&nbsp;,&nbsp;,&nbsp;,262,243,235.7,4892
233,Ryan Succop,9549,ryan-succop,,,K,15,&nbsp;,&nbsp;,&nbsp;,&nbsp;,215,242,240.0,391
234,Taywan Taylor,16426,taywan-taylor,,,WR,79,&nbsp;,&nbsp;,&nbsp;,&nbsp;,231,251,240.7,4125
235,Quincy Enunwa,12298,quincy-enunwa,,,WR,80,&nbsp;,&nbsp;,&nbsp;,&nbsp;,229,237,242.3,1854
236,Kenneth Dixon,15577,kenneth-dixon,,,RB,69,&nbsp;,&nbsp;,&nbsp;,&nbsp;,251,202,245.0,3208
237,Chase Edmonds,17496,chase-edmonds,WAS,4,RB,70,&nbsp;,&nbsp;,&nbsp;,&nbsp;,224,257,245.0,5000
238,Tre'Quan Smith,17261,trequan-smith,,,WR,81,&nbsp;,&nbsp;,&nbsp;,&nbsp;,234,253,246.7,5026
239,Darren Sproles,9155,darren-sproles,,,RB,71,&nbsp;,&nbsp;,&nbsp;,&nbsp;,241,222,247.7,246
240,Cole Beasley,11459,cole-beasley,,,WR,82,&nbsp;,&nbsp;,&nbsp;,&nbsp;,264,231,248.0,1144
241,Phillip Dorsett II,13979,phillip-dorsett,LV,,WR,83,&nbsp;,&nbsp;,&nbsp;,&nbsp;,213,267,248.3,2334
242,Kansas City Chiefs,8150,,,12,DST,17,&nbsp;,&nbsp;,&nbsp;,&nbsp;,184,&nbsp;,202.0,
243,John Kelly Jr.,17304,john-kelly,,,RB,72,&nbsp;,&nbsp;,&nbsp;,&nbsp;,245,266,252.0,5076
244,Seattle Seahawks,8260,,,7,DST,18,&nbsp;,&nbsp;,&nbsp;,&nbsp;,196,&nbsp;,207.5,
245,Jonathan Stewart,9317,jonathan-stewart,,,RB,73,&nbsp;,&nbsp;,&nbsp;,&nbsp;,244,230,255.0,218
246,Terrelle Pryor Sr.,10092,terrelle-pryor,,,WR,84,&nbsp;,&nbsp;,&nbsp;,&nbsp;,254,213,255.7,1020
247,Lamar Jackson,17233,lamar-jackson,BAL,10,QB,31,&nbsp;,&nbsp;,&nbsp;,&nbsp;,311,223,255.7,4881
248,Dallas Goedert,17270,dallas-goedert,PHI,9,TE,27,&nbsp;,&nbsp;,&nbsp;,&nbsp;,266,259,255.7,5022
249,Sam Darnold,17236,sam-darnold,SEA,7,QB,32,&nbsp;,&nbsp;,&nbsp;,&nbsp;,318,254,256.7,4943
250,Cordarrelle Patterson,11613,cordarrelle-patterson,,,RB,74,&nbsp;,&nbsp;,&nbsp;,&nbsp;,287,203,258.7,1535
251,Brandon Marshall,9064,brandon-marshall,,,WR,85,&nbsp;,&nbsp;,&nbsp;,&nbsp;,242,248,259.0,648
252,Brandon McManus,13274,brandon-mcmanus,,,K,16,&nbsp;,&nbsp;,&nbsp;,&nbsp;,249,278,260.7,1433
253,Sam Bradford,9678,sam-bradford,,,QB,33,&nbsp;,&nbsp;,&nbsp;,&nbsp;,279,255,261.7,621
254,Josh Lambo,14327,josh-lambo,,,K,17,&nbsp;,&nbsp;,&nbsp;,&nbsp;,282,240,263.7,2671
255,Rod Smith,14396,rod-smith,,,RB,75,&nbsp;,&nbsp;,&nbsp;,&nbsp;,259,272,265.0,
256,Dante Pettis,17264,dante-pettis,NO,6,WR,86,&nbsp;,&nbsp;,&nbsp;,&nbsp;,276,250,265.3,4992
257,Jermaine Kearse,11548,jermaine-kearse,,,WR,87,&nbsp;,&nbsp;,&nbsp;,&nbsp;,310,206,265.7,1290
258,Dan Bailey,10970,dan-bailey,,,K,18,&nbsp;,&nbsp;,&nbsp;,&nbsp;,223,343,266.0,899
259,Pharoh Cooper,15557,pharoh-cooper,,,WR,88,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,112,112.0,3278
260,Jake Butt,16456,jake-butt,,,TE,28,&nbsp;,&nbsp;,&nbsp;,&nbsp;,295,224,267.3,4151
261,Detroit Lions,8100,,,6,DST,19,&nbsp;,&nbsp;,&nbsp;,&nbsp;,233,&nbsp;,235.5,
262,Tavon Austin,11625,tavon-austin,,,WR,89,&nbsp;,&nbsp;,&nbsp;,&nbsp;,315,209,275.0,1567
263,Vernon Davis,9621,vernon-davis,,,TE,29,&nbsp;,&nbsp;,&nbsp;,&nbsp;,308,258,276.0,200
264,Nick Foles,11176,nick-foles,,,QB,34,&nbsp;,&nbsp;,&nbsp;,&nbsp;,261,282,276.0,1029
265,Corey Coleman,15506,corey-coleman,,,WR,90,&nbsp;,&nbsp;,&nbsp;,&nbsp;,293,241,276.3,3177
266,Travis Benjamin,11214,travis-benjamin,,,WR,91,&nbsp;,&nbsp;,&nbsp;,&nbsp;,281,252,276.7,1077
267,Albert Wilson,12338,albert-wilson,,,WR,92,&nbsp;,&nbsp;,&nbsp;,&nbsp;,275,247,277.3,2025
268,Ryan Grant,12260,ryan-grant-wr,,,WR,93,&nbsp;,&nbsp;,&nbsp;,&nbsp;,230,369,286.0,2093
269,Alex Erickson,15706,alex-erickson,,,WR,94,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,151,151.0,3433
270,Antonio Callaway,17286,antonio-callaway,,,WR,95,&nbsp;,&nbsp;,&nbsp;,&nbsp;,271,292,280.7,5310
271,Ameer Abdullah,13924,ameer-abdullah,JAC,9,RB,76,&nbsp;,&nbsp;,&nbsp;,&nbsp;,274,279,280.7,2359
272,Hunter Henry,15561,hunter-henry,NE,11,TE,30,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,461,307.5,3214
273,Dallas Cowboys,8080,,,8,DST,20,&nbsp;,&nbsp;,&nbsp;,&nbsp;,257,&nbsp;,250.0,
274,Josh Rosen,17235,josh-rosen,,,QB,35,&nbsp;,&nbsp;,&nbsp;,&nbsp;,341,277,282.0,4863
275,Ryan Griffin,11830,ryan-griffin,,,TE,31,&nbsp;,&nbsp;,&nbsp;,&nbsp;,305,245,282.0,1425
276,Ryan Switzer,16631,ryan-switzer,,,WR,96,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,160,160.0,4162
277,C.J. Prosise,15614,cj-prosise,,,RB,77,&nbsp;,&nbsp;,&nbsp;,&nbsp;,258,283,284.7,3204
278,Josh Allen,17298,josh-allen-qb,BUF,11,QB,36,&nbsp;,&nbsp;,&nbsp;,&nbsp;,332,275,285.0,4984
279,Stephen Hauschka,9581,steven-hauschka,,,K,19,&nbsp;,&nbsp;,&nbsp;,&nbsp;,299,290,285.0,775
280,Green Bay Packers,8110,,,7,DST,21,&nbsp;,&nbsp;,&nbsp;,&nbsp;,255,&nbsp;,256.0,
281,Wayne Gallman Jr.,16422,wayne-gallman,,,RB,78,&nbsp;,&nbsp;,&nbsp;,&nbsp;,265,301,286.3,4150
282,Ka'imi Fairbairn,15756,kaimi-fairbairn,HOU,10,K,20,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,232,258.0,3451
283,Cleveland Browns,8070,,,11,DST,22,&nbsp;,&nbsp;,&nbsp;,&nbsp;,263,&nbsp;,259.5,
284,Nick Vannett,15645,nick-vannett,LAR,12,TE,32,&nbsp;,&nbsp;,&nbsp;,&nbsp;,335,294,288.3,3258
285,DJ Chark Jr.,17292,dj-chark,,,WR,97,&nbsp;,&nbsp;,&nbsp;,&nbsp;,319,264,290.3,4951
286,Jakeem Grant Sr.,15680,jakeem-grant,,,WR,98,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,183,183.0,3342
287,Ed Dickson,9706,ed-dickson,,,TE,33,&nbsp;,&nbsp;,&nbsp;,&nbsp;,344,235,291.0,701
288,Mike Gillislee,11657,mike-gillislee,,,RB,79,&nbsp;,&nbsp;,&nbsp;,&nbsp;,267,304,291.0,1353
289,Andre Roberts,9696,andre-roberts,,,WR,99,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,185,185.0,627
290,Dustin Hopkins,11818,dustin-hopkins,,,K,21,&nbsp;,&nbsp;,&nbsp;,&nbsp;,292,313,293.3,1348
291,Kevin White,13899,kevin-white,,,WR,100,&nbsp;,&nbsp;,&nbsp;,&nbsp;,277,299,293.3,2312
292,Laquon Treadwell,15495,laquon-treadwell,IND,9,WR,101,&nbsp;,&nbsp;,&nbsp;,&nbsp;,250,322,294.7,3155
293,Phil Dawson,9508,phil-dawson,,,K,22,&nbsp;,&nbsp;,&nbsp;,&nbsp;,278,339,296.0,229
294,Jordan Matthews,12124,jordan-matthews,,,TE,34,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,201,201.0,1800
295,Jaylen Samuels,17271,jaylen-samuels,,,RB,80,&nbsp;,&nbsp;,&nbsp;,&nbsp;,321,225,273.0,5107
296,Willie Snead IV,12904,willie-snead,,,WR,102,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,238,273.0,1911
297,Corey Grant,14263,corey-grant,,,RB,81,&nbsp;,&nbsp;,&nbsp;,&nbsp;,314,271,297.3,2729
298,Luke Willson,11812,luke-willson,,,TE,35,&nbsp;,&nbsp;,&nbsp;,&nbsp;,337,256,298.7,1603
299,Chris Warren III,18058,chris-warren-iii,,,RB,82,&nbsp;,&nbsp;,&nbsp;,&nbsp;,253,&nbsp;,276.0,5587
300,Trevor Davis,15852,trevor-davis,,,WR,103,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,208,208.0,3319
301,Kai Forbath,10081,kai-forbath,,,K,23,&nbsp;,&nbsp;,&nbsp;,&nbsp;,284,269,276.5,1287
302,Buffalo Bills,8030,,,11,DST,23,&nbsp;,&nbsp;,&nbsp;,&nbsp;,316,&nbsp;,277.5,
303,Malcolm Brown,13953,malcolm-brown,,,RB,83,&nbsp;,&nbsp;,&nbsp;,&nbsp;,252,305,278.5,2588
304,Elijah McGuire,16454,elijah-mcguire,,,RB,84,&nbsp;,&nbsp;,&nbsp;,&nbsp;,317,244,280.5,4263
305,Cincinnati Bengals,8060,,,9,DST,24,&nbsp;,&nbsp;,&nbsp;,&nbsp;,285,&nbsp;,280.5,
306,Sebastian Janikowski,9560,sebastian-janikowski,,,K,24,&nbsp;,&nbsp;,&nbsp;,&nbsp;,294,355,305.7,118
307,Zay Jones,16431,zay-jones,,,WR,104,&nbsp;,&nbsp;,&nbsp;,&nbsp;,296,268,282.0,4080
308,Caleb Sturgis,11815,caleb-sturgis,,,K,25,&nbsp;,&nbsp;,&nbsp;,&nbsp;,312,354,306.0,1358
309,Geoff Swaim,14164,geoff-swaim,,,TE,36,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,289,283.0,2545
310,New York Giants,8200,,,9,DST,25,&nbsp;,&nbsp;,&nbsp;,&nbsp;,288,&nbsp;,283.0,
311,Taylor Gabriel,12888,taylor-gabriel,,,WR,105,&nbsp;,&nbsp;,&nbsp;,&nbsp;,333,236,284.5,1903
312,Jesse James,13959,jesse-james,,,TE,37,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,263,284.5,2463
313,Jonathan Williams,15611,jonathan-williams,,,RB,85,&nbsp;,&nbsp;,&nbsp;,&nbsp;,280,&nbsp;,285.0,3312
314,Virgil Green,10026,virgil-green,,,TE,38,&nbsp;,&nbsp;,&nbsp;,&nbsp;,339,280,305.7,868
315,J'Mon Moore,17291,jmon-moore,,,WR,106,&nbsp;,&nbsp;,&nbsp;,&nbsp;,270,310,290.0,5006
316,Brandon Zylstra,17232,brandon-zylstra,,,WR,107,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,239,239.0,4878
317,Cairo Santos,13731,cairo-santos,CHI,5,K,26,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,363,305.0,2020
318,Jake Kumerow,14083,jake-kumerow,,,WR,108,&nbsp;,&nbsp;,&nbsp;,&nbsp;,302,291,296.5,2821
319,Alfred Blue,12282,alfred-blue,,,RB,86,&nbsp;,&nbsp;,&nbsp;,&nbsp;,290,370,321.7,1944
320,Washington Commanders,8310,,,4,DST,26,&nbsp;,&nbsp;,&nbsp;,&nbsp;,336,&nbsp;,298.0,
321,Torrey Smith,9884,torrey-smith,,,WR,109,&nbsp;,&nbsp;,&nbsp;,&nbsp;,272,324,298.0,826
322,San Francisco 49ers,8270,,,11,DST,27,&nbsp;,&nbsp;,&nbsp;,&nbsp;,328,&nbsp;,300.0,
323,J.J. Nelson,14234,jj-nelson,,,WR,110,&nbsp;,&nbsp;,&nbsp;,&nbsp;,297,303,300.0,2462
324,Stephen Anderson,15760,stephen-anderson,,,TE,39,&nbsp;,&nbsp;,&nbsp;,&nbsp;,343,260,301.5,3496
325,Tampa Bay Buccaneers,8290,,,5,DST,28,&nbsp;,&nbsp;,&nbsp;,&nbsp;,331,&nbsp;,302.5,
326,Mark Andrews,17269,mark-andrews,BAL,10,TE,40,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,261,261.0,5012
327,Adam Shaheen,16457,adam-shaheen,,,TE,41,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,262,262.0,4085
328,Tyler Kroft,13960,tyler-kroft,,,TE,42,&nbsp;,&nbsp;,&nbsp;,&nbsp;,334,273,303.5,2390
329,Rico Gathers,15808,rico-gathers,,,TE,43,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,265,265.0,3372
330,Boston Scott,17612,boston-scott,,,RB,87,&nbsp;,&nbsp;,&nbsp;,&nbsp;,268,406,337.0,5122
331,Jaron Brown,11898,jaron-brown,,,WR,111,&nbsp;,&nbsp;,&nbsp;,&nbsp;,338,311,320.0,1684
332,Gerald Everett,16459,gerald-everett,,,TE,44,&nbsp;,&nbsp;,&nbsp;,&nbsp;,342,274,308.0,4089
333,Tyler Boyd,15547,tyler-boyd,,,WR,112,&nbsp;,&nbsp;,&nbsp;,&nbsp;,307,371,329.0,3225
334,Brett Maher,12378,brett-maher,,,K,27,&nbsp;,&nbsp;,&nbsp;,&nbsp;,273,393,333.0,4958
335,Curtis Samuel,16434,curtis-samuel,,,WR,113,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,276,276.0,4082
336,Blake Jarwin,16638,blake-jarwin,,,TE,45,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,281,281.0,4571
337,Adam Humphries,14498,adam-humphries,,,WR,114,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,335,313.5,2822
338,Joe Williams,16451,joe-williams,,,RB,88,&nbsp;,&nbsp;,&nbsp;,&nbsp;,330,298,314.0,4042
339,Jalen Richard,16120,jalen-richard,,,RB,89,&nbsp;,&nbsp;,&nbsp;,&nbsp;,301,327,314.0,3868
340,Wendell Smallwood,15672,wendell-smallwood,,,RB,90,&nbsp;,&nbsp;,&nbsp;,&nbsp;,283,381,332.0,3309
341,Cameron Artis-Payne,13942,cameron-artis-payne,,,RB,91,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,285,285.0,2477
342,John Conner,9797,john-conner,,,RB,92,&nbsp;,&nbsp;,&nbsp;,&nbsp;,286,&nbsp;,286.0,
343,Travaris Cadet,11470,travaris-cadet,,,RB,93,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,286,286.0,1185
344,Trent Taylor,16505,trent-taylor,,,WR,115,&nbsp;,&nbsp;,&nbsp;,&nbsp;,322,309,315.5,4218
345,Chester Rogers,16038,chester-rogers,,,WR,116,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,287,287.0,3582
346,Keke Coutee,17490,keke-coutee,,,WR,117,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,288,288.0,5007
347,Cody Parkey,13806,cody-parkey,,,K,28,&nbsp;,&nbsp;,&nbsp;,&nbsp;,289,392,340.5,1974
348,Shane Vereen,9897,shane-vereen,,,RB,94,&nbsp;,&nbsp;,&nbsp;,&nbsp;,291,&nbsp;,291.0,814
