rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,bb10,rtsports,underdog,drafters,draftkings,avg,sleeper_id
228,Gerald Everett,16459,gerald-everett,,,TE,29,210,257,&nbsp;,&nbsp;,&nbsp;,233.5,4089
229,Denver Broncos,8090,,,5,DST,20,214,254,&nbsp;,&nbsp;,&nbsp;,234.0,
230,Malcolm Brown,13953,malcolm-brown,,,RB,74,222,246,&nbsp;,&nbsp;,&nbsp;,234.0,2588
231,Brian Hill,16448,brian-hill,,,RB,75,262,210,&nbsp;,&nbsp;,&nbsp;,236.0,4187
232,Chase Claypool,18627,chase-claypool,,,WR,78,243,226,&nbsp;,&nbsp;,&nbsp;,234.5,6886
233,Tyler Eifert,11692,tyler-eifert,,,TE,30,219,251,&nbsp;,&nbsp;,&nbsp;,235.0,1388
234,John Ross,16388,john-ross,,,WR,79,215,&nbsp;,&nbsp;,&nbsp;,&nbsp;,215.0,4038
235,Giovani Bernard,11644,giovani-bernard,,,RB,76,216,271,&nbsp;,&nbsp;,&nbsp;,243.5,1386
236,Dion Lewis,9983,dion-lewis,,,RB,77,308,219,&nbsp;,&nbsp;,&nbsp;,263.5,788
237,Ryan Fitzpatrick,9545,ryan-fitzpatrick,,,QB,30,247,232,&nbsp;,&nbsp;,&nbsp;,239.5,333
238,Tua Tagovailoa,19198,tua-tagovailoa,ATL,10,QB,31,237,244,&nbsp;,&nbsp;,&nbsp;,240.5,6768
239,Green Bay Packers,8110,,,5,DST,21,224,270,&nbsp;,&nbsp;,&nbsp;,247.0,
240,Russell Gage Jr.,17606,russell-gage,,,WR,80,228,255,&nbsp;,&nbsp;,&nbsp;,241.5,5110
241,Cleveland Browns,8070,,,9,DST,22,225,275,&nbsp;,&nbsp;,&nbsp;,250.0,
242,Will Dissly,18049,will-dissly,,,TE,31,232,252,&nbsp;,&nbsp;,&nbsp;,242.0,5010
243,Detroit Lions,8100,,,5,DST,23,295,228,&nbsp;,&nbsp;,&nbsp;,261.5,
244,Josh Reynolds,16439,josh-reynolds,,,WR,81,231,&nbsp;,&nbsp;,&nbsp;,&nbsp;,231.0,4171
245,Miles Boykin,18636,miles-boykin,,,WR,82,233,&nbsp;,&nbsp;,&nbsp;,&nbsp;,233.0,5965
246,Washington Commanders,8310,,,8,DST,24,234,269,&nbsp;,&nbsp;,&nbsp;,251.5,
247,Antonio Brown,9808,antonio-brown,,,WR,83,238,&nbsp;,&nbsp;,&nbsp;,&nbsp;,238.0,536
248,Rex Burkhead,11655,rex-burkhead,,,RB,78,271,238,&nbsp;,&nbsp;,&nbsp;,254.5,1387
249,Mitchell Trubisky,16381,mitch-trubisky,TEN,4,QB,32,285,239,&nbsp;,&nbsp;,&nbsp;,262.0,3976
250,Jimmy Graham,9712,jimmy-graham,,,TE,32,253,245,&nbsp;,&nbsp;,&nbsp;,249.0,616
251,Mohamed Sanu Sr.,11200,mohamed-sanu,,,WR,84,241,&nbsp;,&nbsp;,&nbsp;,&nbsp;,241.0,1071
252,Kendrick Bourne,17066,kendrick-bourne,ARI,8,WR,85,242,&nbsp;,&nbsp;,&nbsp;,&nbsp;,242.0,4454
253,Jaylen Samuels,17271,jaylen-samuels,,,RB,79,284,243,&nbsp;,&nbsp;,&nbsp;,263.5,5107
254,New York Jets,8210,,,10,DST,25,244,274,&nbsp;,&nbsp;,&nbsp;,259.0,
255,LeSean McCoy,9398,lesean-mccoy,,,RB,80,245,259,&nbsp;,&nbsp;,&nbsp;,252.0,676
256,Darwin Thompson,18620,darwin-thompson,,,RB,81,246,&nbsp;,&nbsp;,&nbsp;,&nbsp;,246.0,6178
257,Devin Asiasi,19435,devin-asiasi,,,TE,33,290,247,&nbsp;,&nbsp;,&nbsp;,268.5,6956
258,Van Jefferson,19483,van-jefferson,WAS,8,WR,86,248,268,&nbsp;,&nbsp;,&nbsp;,258.0,6853
259,Kenny Stills,11611,kenny-stills,,,WR,87,249,&nbsp;,&nbsp;,&nbsp;,&nbsp;,249.0,1555
260,Houston Texans,8120,,,8,DST,26,250,266,&nbsp;,&nbsp;,&nbsp;,258.0,
261,Dan Arnold,17143,dan-arnold,,,TE,34,251,260,&nbsp;,&nbsp;,&nbsp;,255.5,4741
262,Auden Tate,17306,auden-tate,,,WR,88,252,&nbsp;,&nbsp;,&nbsp;,&nbsp;,252.0,5130
263,Tre'Quan Smith,17261,trequan-smith,,,WR,89,254,264,&nbsp;,&nbsp;,&nbsp;,259.0,5026
264,Rashaad Penny,17308,rashaad-penny,,,RB,82,255,&nbsp;,&nbsp;,&nbsp;,&nbsp;,255.0,4985
265,Frank Gore,9218,frank-gore,,,RB,83,256,272,&nbsp;,&nbsp;,&nbsp;,264.0,
266,Justice Hill,18256,justice-hill,BAL,7,RB,84,257,&nbsp;,&nbsp;,&nbsp;,&nbsp;,257.0,5995
267,Lamar Miller,11185,lamar-miller,,,RB,85,259,&nbsp;,&nbsp;,&nbsp;,&nbsp;,259.0,1048
268,J.J. Arcega-Whiteside,18235,jj-arcega-whiteside,,,WR,90,260,&nbsp;,&nbsp;,&nbsp;,&nbsp;,260.0,5863
269,Dare Ogunbowale,16879,dare-ogunbowale,,,RB,86,261,&nbsp;,&nbsp;,&nbsp;,&nbsp;,261.0,4718
270,Marquez Valdes-Scantling,17528,marquez-valdesscantling,DAL,10,WR,91,258,267,&nbsp;,&nbsp;,&nbsp;,262.5,5086
271,Darren Fells,13636,darren-fells,,,TE,35,264,&nbsp;,&nbsp;,&nbsp;,&nbsp;,264.0,1592
272,Chris Conley,14151,chris-conley,,,WR,92,265,&nbsp;,&nbsp;,&nbsp;,&nbsp;,265.0,2381
273,Miami Dolphins,8160,,,7,DST,27,266,&nbsp;,&nbsp;,&nbsp;,&nbsp;,266.0,
274,Greg Ward,17130,greg-ward,,,WR,93,267,&nbsp;,&nbsp;,&nbsp;,&nbsp;,267.0,6744
275,Andy Isabella,18409,andy-isabella,,,WR,94,269,&nbsp;,&nbsp;,&nbsp;,&nbsp;,269.0,5915
276,DeeJay Dallas,19521,deejay-dallas,JAC,8,RB,87,270,&nbsp;,&nbsp;,&nbsp;,&nbsp;,270.0,6931
277,Carolina Panthers,8040,,,13,DST,28,282,261,&nbsp;,&nbsp;,&nbsp;,271.5,
278,Bisi Johnson,18713,olabisi-johnson,,,WR,95,272,&nbsp;,&nbsp;,&nbsp;,&nbsp;,272.0,6088
279,Scotty Miller,18714,scott-miller,CHI,11,WR,96,273,&nbsp;,&nbsp;,&nbsp;,&nbsp;,273.0,6290
280,David Njoku,16399,david-njoku,LAC,6,TE,36,274,&nbsp;,&nbsp;,&nbsp;,&nbsp;,274.0,4033
281,Trent Taylor,16505,trent-taylor,,,WR,97,275,&nbsp;,&nbsp;,&nbsp;,&nbsp;,275.0,4218
282,Danny Amendola,9146,danny-amendola,,,WR,98,276,&nbsp;,&nbsp;,&nbsp;,&nbsp;,276.0,491
283,Jacksonville Jaguars,8140,,,8,DST,29,280,273,&nbsp;,&nbsp;,&nbsp;,276.5,
284,Nick Foles,11176,nick-foles,,,QB,33,277,&nbsp;,&nbsp;,&nbsp;,&nbsp;,277.0,1029
285,Eno Benjamin,19361,eno-benjamin,,,RB,88,278,&nbsp;,&nbsp;,&nbsp;,&nbsp;,278.0,6951
286,Logan Thomas,12095,logan-thomas,,,TE,37,279,&nbsp;,&nbsp;,&nbsp;,&nbsp;,279.0,2251
287,Lynn Bowden Jr.,19587,lynn-bowden,,,WR,99,283,277,&nbsp;,&nbsp;,&nbsp;,280.0,6909
288,Demarcus Robinson,15665,demarcus-robinson,SF,11,WR,100,286,&nbsp;,&nbsp;,&nbsp;,&nbsp;,286.0,3286
289,KJ Hamler,19267,kj-hamler,,,WR,101,287,&nbsp;,&nbsp;,&nbsp;,&nbsp;,287.0,6805
290,Gus Edwards,17687,gus-edwards,,,RB,89,288,&nbsp;,&nbsp;,&nbsp;,&nbsp;,288.0,5248
291,Justin Herbert,18635,justin-herbert,LAC,6,QB,34,289,&nbsp;,&nbsp;,&nbsp;,&nbsp;,289.0,6797
292,J.D. McKissic,16230,jd-mckissic,,,RB,90,291,&nbsp;,&nbsp;,&nbsp;,&nbsp;,291.0,3664
293,C.J. Uzomah,14084,cj-uzomah,,,TE,38,292,&nbsp;,&nbsp;,&nbsp;,&nbsp;,292.0,2460
294,Devin Duvernay,19270,devin-duvernay,ARI,8,WR,102,293,&nbsp;,&nbsp;,&nbsp;,&nbsp;,293.0,6847
295,Mike Davis,13943,mike-davis-rb,,,RB,91,296,&nbsp;,&nbsp;,&nbsp;,&nbsp;,296.0,2431
296,Peyton Barber,15920,peyton-barber,,,RB,92,297,&nbsp;,&nbsp;,&nbsp;,&nbsp;,297.0,3594
297,Josh Gordon,11440,josh-gordon,,,WR,103,298,&nbsp;,&nbsp;,&nbsp;,&nbsp;,298.0,1244
298,Jordan Akins,17415,jordan-akins,,,TE,39,299,&nbsp;,&nbsp;,&nbsp;,&nbsp;,299.0,5032
299,Jameis Winston,13891,jameis-winston,NYG,11,QB,35,300,&nbsp;,&nbsp;,&nbsp;,&nbsp;,300.0,2306
300,Las Vegas Raiders,8220,,,6,DST,30,301,&nbsp;,&nbsp;,&nbsp;,&nbsp;,301.0,
301,Vance McDonald,11699,vance-mcdonald,,,TE,40,302,&nbsp;,&nbsp;,&nbsp;,&nbsp;,302.0,1587
302,Mike Boone,17813,mike-boone,,,RB,93,303,&nbsp;,&nbsp;,&nbsp;,&nbsp;,303.0,5209
303,Trey Burton,12153,trey-burton,,,TE,41,304,&nbsp;,&nbsp;,&nbsp;,&nbsp;,304.0,1793
304,Reggie Bonnafon,17867,reggie-bonnafon,,,RB,94,305,&nbsp;,&nbsp;,&nbsp;,&nbsp;,305.0,5162
305,La'Mical Perine,19333,lamical-perine,,,RB,95,307,&nbsp;,&nbsp;,&nbsp;,&nbsp;,307.0,6908
306,Cordarrelle Patterson,11613,cordarrelle-patterson,,,RB,96,309,&nbsp;,&nbsp;,&nbsp;,&nbsp;,309.0,1535
307,Robert Tonyan,16502,robert-tonyan,PIT,4,TE,42,310,&nbsp;,&nbsp;,&nbsp;,&nbsp;,310.0,4602
308,Dante Pettis,17264,dante-pettis,NO,6,WR,104,311,&nbsp;,&nbsp;,&nbsp;,&nbsp;,311.0,4992
309,Antonio Gandy-Golden,19338,antonio-gandy-golden,,,WR,105,312,&nbsp;,&nbsp;,&nbsp;,&nbsp;,312.0,6906
310,Jordan Reed,11690,jordan-reed,,,TE,43,313,&nbsp;,&nbsp;,&nbsp;,&nbsp;,313.0,1500
311,Royce Freeman,17245,royce-freeman,,,RB,97,314,&nbsp;,&nbsp;,&nbsp;,&nbsp;,314.0,5046
312,Zach Pascal,16972,zach-pascal,,,WR,106,315,&nbsp;,&nbsp;,&nbsp;,&nbsp;,315.0,4319
313,John Kelly Jr.,17304,john-kelly,,,RB,98,316,&nbsp;,&nbsp;,&nbsp;,&nbsp;,316.0,5076
314,Taysom Hill,17115,taysom-hill,,,TE,44,317,&nbsp;,&nbsp;,&nbsp;,&nbsp;,317.0,4381
315,Trayveon Williams,18607,trayveon-williams,,,RB,99,318,&nbsp;,&nbsp;,&nbsp;,&nbsp;,318.0,6144
316,Cameron Brate,13470,cameron-brate,,,TE,45,319,&nbsp;,&nbsp;,&nbsp;,&nbsp;,319.0,2214
317,Cincinnati Bengals,8060,,,9,DST,31,320,&nbsp;,&nbsp;,&nbsp;,&nbsp;,320.0,
318,Corey Clement,16446,corey-clement,,,RB,100,321,&nbsp;,&nbsp;,&nbsp;,&nbsp;,321.0,4651
319,Wes Hills,18489,wes-hills,,,RB,101,322,&nbsp;,&nbsp;,&nbsp;,&nbsp;,322.0,6115
320,Ty Montgomery II,13977,ty-montgomery,,,RB,102,323,&nbsp;,&nbsp;,&nbsp;,&nbsp;,323.0,2399
321,J.J. Nelson,14234,jj-nelson,,,WR,107,324,&nbsp;,&nbsp;,&nbsp;,&nbsp;,324.0,2462
322,Wayne Gallman Jr.,16422,wayne-gallman,,,RB,103,325,&nbsp;,&nbsp;,&nbsp;,&nbsp;,325.0,4150
323,John Hightower,19329,john-hightower,,,WR,108,326,&nbsp;,&nbsp;,&nbsp;,&nbsp;,326.0,7086
324,Quintez Cephus,19396,quintez-cephus,,,WR,109,327,&nbsp;,&nbsp;,&nbsp;,&nbsp;,327.0,6895
325,Jarrett Stidham,18604,jarrett-stidham,DEN,5,QB,36,328,&nbsp;,&nbsp;,&nbsp;,&nbsp;,328.0,6136
326,Phillip Dorsett II,13979,phillip-dorsett,LV,6,WR,110,329,&nbsp;,&nbsp;,&nbsp;,&nbsp;,329.0,2334
327,Qadree Ollison,18480,qadree-ollison,,,RB,104,330,&nbsp;,&nbsp;,&nbsp;,&nbsp;,330.0,6002
328,Kalen Ballage,17250,kalen-ballage,,,RB,105,331,&nbsp;,&nbsp;,&nbsp;,&nbsp;,331.0,4994
329,Bo Scarbrough,17299,bo-scarbrough,,,RB,106,332,&nbsp;,&nbsp;,&nbsp;,&nbsp;,332.0,5112
330,Devontae Booker,15555,devontae-booker,,,RB,107,333,&nbsp;,&nbsp;,&nbsp;,&nbsp;,333.0,3209
331,Jacoby Brissett,15642,jacoby-brissett,ARI,8,QB,37,334,&nbsp;,&nbsp;,&nbsp;,&nbsp;,334.0,3257
332,Adam Trautman,19423,adam-trautman,DEN,5,TE,46,335,&nbsp;,&nbsp;,&nbsp;,&nbsp;,335.0,6869
333,New York Giants,8200,,,11,DST,32,336,&nbsp;,&nbsp;,&nbsp;,&nbsp;,336.0,
334,Tajae Sharpe,15587,tajae-sharpe,,,WR,111,337,&nbsp;,&nbsp;,&nbsp;,&nbsp;,337.0,3297
335,Cole Kmet,19229,cole-kmet,CHI,11,TE,47,338,&nbsp;,&nbsp;,&nbsp;,&nbsp;,338.0,6826
336,Andy Dalton,9907,andy-dalton,PHI,9,QB,38,339,&nbsp;,&nbsp;,&nbsp;,&nbsp;,339.0,829
337,Jacob Hollister,16527,jacob-hollister,,,TE,48,340,&nbsp;,&nbsp;,&nbsp;,&nbsp;,340.0,4421
338,Kaden Smith,18293,kaden-smith,,,TE,49,341,&nbsp;,&nbsp;,&nbsp;,&nbsp;,341.0,6146
339,Rashard Higgins,15586,rashard-higgins,,,WR,112,342,&nbsp;,&nbsp;,&nbsp;,&nbsp;,342.0,3328
340,Keelan Cole Sr.,16864,keelan-cole,,,WR,113,343,&nbsp;,&nbsp;,&nbsp;,&nbsp;,343.0,4622
341,Keke Coutee,17490,keke-coutee,,,WR,114,344,&nbsp;,&nbsp;,&nbsp;,&nbsp;,344.0,5007
342,Ryan Griffin,11830,ryan-griffin,,,TE,50,345,&nbsp;,&nbsp;,&nbsp;,&nbsp;,345.0,1425
343,Albert Okwuegbunam Jr.,18246,albert-okwuegbunam,LV,6,TE,51,346,&nbsp;,&nbsp;,&nbsp;,&nbsp;,346.0,6843
344,JaMycal Hasty,19627,jamycal-hasty,,,RB,108,347,&nbsp;,&nbsp;,&nbsp;,&nbsp;,347.0,6996
345,Jeff Wilson Jr.,18026,jeffery-wilson,,,RB,109,348,&nbsp;,&nbsp;,&nbsp;,&nbsp;,348.0,5284
346,KJ Hill Jr.,19332,kj-hill,,,WR,115,349,&nbsp;,&nbsp;,&nbsp;,&nbsp;,349.0,6866
347,KeeSean Johnson,18618,keesean-johnson,,,WR,116,350,&nbsp;,&nbsp;,&nbsp;,&nbsp;,350.0,5962
348,Dez Bryant,9681,dez-bryant,,,WR,117,351,&nbsp;,&nbsp;,&nbsp;,&nbsp;,351.0,574
349,Equanimeous St. Brown,17307,equanimeous-st-brown,,,WR,118,352,&nbsp;,&nbsp;,&nbsp;,&nbsp;,352.0,5323
350,Marcus Mariota,13890,marcus-mariota,WAS,8,QB,39,353,&nbsp;,&nbsp;,&nbsp;,&nbsp;,353.0,2307
351,Delanie Walker,9172,delanie-walker,,,TE,52,354,&nbsp;,&nbsp;,&nbsp;,&nbsp;,354.0,284
352,Adam Humphries,14498,adam-humphries,,,WR,119,355,&nbsp;,&nbsp;,&nbsp;,&nbsp;,355.0,2822
353,J.J. Taylor,19438,jj-taylor,,,RB,110,356,&nbsp;,&nbsp;,&nbsp;,&nbsp;,356.0,6973
354,Isaiah Ford,16432,isaiah-ford,,,WR,120,357,&nbsp;,&nbsp;,&nbsp;,&nbsp;,357.0,4252
355,Ricky Seals-Jones,16730,ricky-seals-jones,,,TE,53,358,&nbsp;,&nbsp;,&nbsp;,&nbsp;,358.0,4531
356,Michael Warren II,19399,michael-warren,,,RB,111,359,&nbsp;,&nbsp;,&nbsp;,&nbsp;,359.0,6992
357,Harrison Bryant,19389,harrison-bryant,SEA,6,TE,54,360,&nbsp;,&nbsp;,&nbsp;,&nbsp;,360.0,6850
358,Jason Witten,9275,jason-witten,,,TE,55,361,&nbsp;,&nbsp;,&nbsp;,&nbsp;,361.0,23
359,Damiere Byrd,14222,damiere-byrd,,,WR,121,362,&nbsp;,&nbsp;,&nbsp;,&nbsp;,362.0,2673
360,Foster Moreau,18397,foster-moreau,HOU,8,TE,56,363,&nbsp;,&nbsp;,&nbsp;,&nbsp;,363.0,5985
361,Patrick Laird,18332,patrick-laird,,,RB,112,364,&nbsp;,&nbsp;,&nbsp;,&nbsp;,364.0,6311
362,Nick Boyle,13963,nick-boyle,,,TE,57,365,&nbsp;,&nbsp;,&nbsp;,&nbsp;,365.0,2474
363,Scottie Phillips,19570,scottie-phillips,,,RB,113,366,&nbsp;,&nbsp;,&nbsp;,&nbsp;,366.0,7005
364,Hakeem Butler,18229,hakeem-butler,DEN,5,WR,122,367,&nbsp;,&nbsp;,&nbsp;,&nbsp;,367.0,5886
365,Myles Gaskin,17251,myles-gaskin,,,RB,114,368,&nbsp;,&nbsp;,&nbsp;,&nbsp;,368.0,5980
366,Jakeem Grant Sr.,15680,jakeem-grant,,,WR,123,369,&nbsp;,&nbsp;,&nbsp;,&nbsp;,369.0,3342
367,Nelson Agholor,13969,nelson-agholor,,,WR,124,370,&nbsp;,&nbsp;,&nbsp;,&nbsp;,370.0,2325
368,Darnell Mooney,19810,darnell-mooney,NYG,11,WR,125,371,&nbsp;,&nbsp;,&nbsp;,&nbsp;,371.0,7090
369,Marshawn Lynch,9428,marshawn-lynch,,,RB,115,372,&nbsp;,&nbsp;,&nbsp;,&nbsp;,372.0,745
370,Ryan Nall,17777,ryan-nall,,,RB,116,373,&nbsp;,&nbsp;,&nbsp;,&nbsp;,373.0,5163
371,Tyler Johnson,18633,tyler-johnson,DAL,10,WR,126,374,&nbsp;,&nbsp;,&nbsp;,&nbsp;,374.0,6960
372,David Moore,16757,david-moore,CAR,13,WR,127,375,&nbsp;,&nbsp;,&nbsp;,&nbsp;,375.0,4274
373,Dwayne Washington,15850,dwayne-washington,,,RB,117,376,&nbsp;,&nbsp;,&nbsp;,&nbsp;,376.0,3391
374,Dalton Keene,17920,dalton-keene,,,DT,1,377,&nbsp;,&nbsp;,&nbsp;,&nbsp;,377.0,7082
375,Jacques Patrick,18368,jacques-patrick,,,RB,118,378,&nbsp;,&nbsp;,&nbsp;,&nbsp;,378.0,6108
376,John Ursua,18719,john-ursua,,,WR,128,379,&nbsp;,&nbsp;,&nbsp;,&nbsp;,379.0,6168
377,Justin Watson,17603,justin-watson,HOU,8,WR,129,380,&nbsp;,&nbsp;,&nbsp;,&nbsp;,380.0,5374
378,Vyncint Smith,17714,vyncint-smith,,,WR,130,381,&nbsp;,&nbsp;,&nbsp;,&nbsp;,381.0,5260
379,Deonte Harty,18876,deonte-harty,,,WR,131,382,&nbsp;,&nbsp;,&nbsp;,&nbsp;,382.0,6234
380,Kahale Warring,18680,kahale-warring,,,TE,58,383,&nbsp;,&nbsp;,&nbsp;,&nbsp;,383.0,6164
381,Chris Hogan,11477,chris-hogan,,,WR,132,384,&nbsp;,&nbsp;,&nbsp;,&nbsp;,384.0,1329
382,Jauan Jennings,19590,jauan-jennings,MIN,7,WR,133,385,&nbsp;,&nbsp;,&nbsp;,&nbsp;,385.0,7049
383,Jalen Hurts,19275,jalen-hurts,PHI,9,QB,40,386,&nbsp;,&nbsp;,&nbsp;,&nbsp;,386.0,6904
384,Gunner Olszewski,19093,gunner-olszewski,NYG,11,WR,134,387,&nbsp;,&nbsp;,&nbsp;,&nbsp;,387.0,6699
385,James Proche II,19359,james-proche,,,WR,135,388,&nbsp;,&nbsp;,&nbsp;,&nbsp;,388.0,6957
386,Donald Parham Jr.,18835,donald-parham,,,TE,59,391,&nbsp;,&nbsp;,&nbsp;,&nbsp;,391.0,6074
387,Matt Moore,9442,matt-moore,,,QB,41,392,&nbsp;,&nbsp;,&nbsp;,&nbsp;,392.0,233
388,Joe Reed,19468,joe-reed,,,WR,136,393,&nbsp;,&nbsp;,&nbsp;,&nbsp;,393.0,6913
389,James O'Shaughnessy,14146,james-oshaughnessy,,,TE,60,394,&nbsp;,&nbsp;,&nbsp;,&nbsp;,394.0,2476
390,Robert Griffin III,11173,robert-griffin-iii,,,QB,42,395,&nbsp;,&nbsp;,&nbsp;,&nbsp;,395.0,1169
