value_basis,format,scope,year,archetype_id,pair_key,pos_a,pos_b,pair_plugs,total_hvorp_a,total_hvorp_b,rel_diff_pct
ktc,hwang,archetype,2025,2026_7,RB_vs_WR,RB,WR,60600,3470087.5,2273958.8,41.6
ktc,hwang,archetype,2025,2026_7,RB_vs_TE,RB,TE,47000,2291747.5,1525354.7,40.2
ktc,hwang,archetype,2025,2026_7,WR_vs_TE,WR,TE,57600,2004616.5,1928442.8,3.9
ktc,regular,overall,,,QB_vs_RB,QB,RB,2348400,123312985.1,126830414.2,-2.8
ktc,regular,overall,,,QB_vs_WR,QB,WR,3302200,184559211.2,178549718.9,3.3
ktc,regular,overall,,,QB_vs_TE,QB,TE,1246400,51925714.4,47721935.2,8.4
ktc,regular,overall,,,RB_vs_WR,RB,WR,6676600,294953328.2,287364832.5,2.6
ktc,regular,overall,,,RB_vs_TE,RB,TE,3138800,119705891.9,109742015.9,8.7
ktc,regular,overall,,,WR_vs_TE,WR,TE,4176200,152661290.7,149209951.6,2.3
ktc,regular,year,2021,,QB_vs_RB,QB,RB,254600,17052441.5,20122308.5,-16.5
ktc,regular,year,2021,,QB_vs_WR,QB,WR,421800,28078463,29519364.3,-5
ktc,regular,year,2021,,QB_vs_TE,QB,TE,152000,6679013.9,7996273.3,-18
ktc,regular,year,2021,,RB_vs_WR,RB,WR,627000,40068226.1,38886478.5,3
ktc,regular,year,2021,,RB_vs_TE,RB,TE,311600,19458800.2,16988913.1,13.6
ktc,regular,year,2021,,WR_vs_TE,WR,TE,429400,22436570.2,22645102.6,-0.9
ktc,regular,archetype,2021,2024_1,QB_vs_RB,QB,RB,13400,1289557.8,1188342.9,8.2
ktc,regular,archetype,2021,2024_1,QB_vs_WR,QB,WR,22200,2153514.2,2055539.8,4.7
ktc,regular,archetype,2021,2024_1,QB_vs_TE,QB,TE,8000,523839.7,545189.1,-4
ktc,regular,archetype,2021,2024_1,RB_vs_WR,RB,WR,33000,2392307.4,2712727.3,-12.6
ktc,regular,archetype,2021,2024_1,RB_vs_TE,RB,TE,16400,1148939.4,1145235.7,0.3
ktc,regular,archetype,2021,2024_1,WR_vs_TE,WR,TE,22600,1595075.7,1548971.5,2.9
ktc,regular,archetype,2021,2024_2,QB_vs_RB,QB,RB,13400,963677.3,1084679.8,-11.8
ktc,regular,archetype,2021,2024_2,QB_vs_WR,QB,WR,22200,1586971.2,1596347.3,-0.6
ktc,regular,archetype,2021,2024_2,QB_vs_TE,QB,TE,8000,367930.8,497062,-29.9
ktc,regular,archetype,2021,2024_2,RB_vs_WR,RB,WR,33000,2168627.1,2107849.2,2.8
ktc,regular,archetype,2021,2024_2,RB_vs_TE,RB,TE,16400,1037186.4,1041266.6,-0.4
ktc,regular,archetype,2021,2024_2,WR_vs_TE,WR,TE,22600,1221070.4,1393236.8,-13.2
ktc,regular,archetype,2021,2024_3,QB_vs_RB,QB,RB,13400,984151.1,1045893.3,-6.1
ktc,regular,archetype,2021,2024_3,QB_vs_WR,QB,WR,22200,1633928.6,1763882.8,-7.6
ktc,regular,archetype,2021,2024_3,QB_vs_TE,QB,TE,8000,396056.8,432341,-8.8
ktc,regular,archetype,2021,2024_3,RB_vs_WR,RB,WR,33000,2063149.7,2311371.2,-11.3
ktc,regular,archetype,2021,2024_3,RB_vs_TE,RB,TE,16400,1007812.1,909472.9,10.3
ktc,regular,archetype,2021,2024_3,WR_vs_TE,WR,TE,22600,1332428.6,1222321.3,8.6
ktc,regular,archetype,2021,2024_4,QB_vs_RB,QB,RB,13400,673305.3,1101988.1,-48.3
ktc,regular,archetype,2021,2024_4,QB_vs_WR,QB,WR,22200,1158543.5,1549480.2,-28.9
ktc,regular,archetype,2021,2024_4,QB_vs_TE,QB,TE,8000,259847.6,459900.6,-55.6
ktc,regular,archetype,2021,2024_4,RB_vs_WR,RB,WR,33000,2201312.5,2062518.2,6.5
ktc,regular,archetype,2021,2024_4,RB_vs_TE,RB,TE,16400,1067092.5,971056.9,9.4
ktc,regular,archetype,2021,2024_4,WR_vs_TE,WR,TE,22600,1172391.3,1291280.2,-9.7
ktc,regular,archetype,2021,2024_5,QB_vs_RB,QB,RB,13400,1162278.7,1342478.6,-14.4
ktc,regular,archetype,2021,2024_5,QB_vs_WR,QB,WR,22200,1999644.9,1918573.9,4.1
ktc,regular,archetype,2021,2024_5,QB_vs_TE,QB,TE,8000,484455.6,544112.2,-11.6
ktc,regular,archetype,2021,2024_5,RB_vs_WR,RB,WR,33000,2759256,2545076.6,8.1
ktc,regular,archetype,2021,2024_5,RB_vs_TE,RB,TE,16400,1299363.6,1139836.3,13.1
ktc,regular,archetype,2021,2024_5,WR_vs_TE,WR,TE,22600,1489033.6,1536093.6,-3.1
ktc,regular,archetype,2021,2024_6,QB_vs_RB,QB,RB,13400,1122652,1312573.7,-15.6
ktc,regular,archetype,2021,2024_6,QB_vs_WR,QB,WR,22200,1840386.3,1770190,3.9
ktc,regular,archetype,2021,2024_6,QB_vs_TE,QB,TE,8000,453447.9,536439.4,-16.8
ktc,regular,archetype,2021,2024_6,RB_vs_WR,RB,WR,33000,2688454.1,2324211.7,14.5
ktc,regular,archetype,2021,2024_6,RB_vs_TE,RB,TE,16400,1287051.1,1120701.4,13.8
ktc,regular,archetype,2021,2024_6,WR_vs_TE,WR,TE,22600,1358751.7,1516114.6,-10.9
ktc,regular,archetype,2021,2025_1,QB_vs_RB,QB,RB,13400,973164.3,853965.3,13
ktc,regular,archetype,2021,2025_1,QB_vs_WR,QB,WR,22200,1603000.7,1618874.3,-1
ktc,regular,archetype,2021,2025_1,QB_vs_TE,QB,TE,8000,391061.9,399268.5,-2.1
ktc,regular,archetype,2021,2025_1,RB_vs_WR,RB,WR,33000,1626231.6,2116604.1,-26.2
ktc,regular,archetype,2021,2025_1,RB_vs_TE,RB,TE,16400,813945.1,847852.6,-4.1
ktc,regular,archetype,2021,2025_1,WR_vs_TE,WR,TE,22600,1214619,1133942.5,6.9
ktc,regular,archetype,2021,2025_2,QB_vs_RB,QB,RB,13400,800918.4,1068688.3,-28.6
ktc,regular,archetype,2021,2025_2,QB_vs_WR,QB,WR,22200,1288815.7,1365538.3,-5.8
ktc,regular,archetype,2021,2025_2,QB_vs_TE,QB,TE,8000,300736.8,384603.5,-24.5
ktc,regular,archetype,2021,2025_2,RB_vs_WR,RB,WR,33000,2131717,1796250.9,17.1
ktc,regular,archetype,2021,2025_2,RB_vs_TE,RB,TE,16400,1030422.7,818633.2,22.9
ktc,regular,archetype,2021,2025_2,WR_vs_TE,WR,TE,22600,1036576.5,1097988.3,-5.8
ktc,regular,archetype,2021,2025_3,QB_vs_RB,QB,RB,13400,895716.4,928755.1,-3.6
ktc,regular,archetype,2021,2025_3,QB_vs_WR,QB,WR,22200,1488550.9,1484028.2,0.3
ktc,regular,archetype,2021,2025_3,QB_vs_TE,QB,TE,8000,345292,370918.2,-7.2
ktc,regular,archetype,2021,2025_3,RB_vs_WR,RB,WR,33000,1831884.3,1964918.3,-7
ktc,regular,archetype,2021,2025_3,RB_vs_TE,RB,TE,16400,899502.7,792769.7,12.6
ktc,regular,archetype,2021,2025_3,WR_vs_TE,WR,TE,22600,1123558.9,1048388.3,6.9
ktc,regular,archetype,2021,2025_4,QB_vs_RB,QB,RB,13400,765195.4,1000777,-26.7
ktc,regular,archetype,2021,2025_4,QB_vs_WR,QB,WR,22200,1217897.3,1320832.6,-8.1
ktc,regular,archetype,2021,2025_4,QB_vs_TE,QB,TE,8000,297017.8,361696.9,-19.6
ktc,regular,archetype,2021,2025_4,RB_vs_WR,RB,WR,33000,1962877.8,1744067.4,11.8
ktc,regular,archetype,2021,2025_4,RB_vs_TE,RB,TE,16400,963001.7,783173.7,20.6
ktc,regular,archetype,2021,2025_4,WR_vs_TE,WR,TE,22600,994949.2,1031869.4,-3.6
ktc,regular,archetype,2021,2025_5,QB_vs_RB,QB,RB,13400,803840.8,980807.7,-19.8
ktc,regular,archetype,2021,2025_5,QB_vs_WR,QB,WR,22200,1315222.2,1624280.9,-21
ktc,regular,archetype,2021,2025_5,QB_vs_TE,QB,TE,8000,303841.3,316551.3,-4.1
ktc,regular,archetype,2021,2025_5,RB_vs_WR,RB,WR,33000,1920056.4,2141056.4,-10.9
ktc,regular,archetype,2021,2025_5,RB_vs_TE,RB,TE,16400,938184.3,687563.3,30.8
ktc,regular,archetype,2021,2025_5,WR_vs_TE,WR,TE,22600,1243963.3,889979,33.2
ktc,regular,archetype,2021,2025_6,QB_vs_RB,QB,RB,13400,1000573.1,1239579.4,-21.3
ktc,regular,archetype,2021,2025_6,QB_vs_WR,QB,WR,22200,1635030.6,1772898.5,-8.1
ktc,regular,archetype,2021,2025_6,QB_vs_TE,QB,TE,8000,392881,530705.1,-29.8
ktc,regular,archetype,2021,2025_6,RB_vs_WR,RB,WR,33000,2531141.7,2335342.6,8
ktc,regular,archetype,2021,2025_6,RB_vs_TE,RB,TE,16400,1213000.4,1110141.5,8.9
ktc,regular,archetype,2021,2025_6,WR_vs_TE,WR,TE,22600,1357526.2,1499854.3,-10
ktc,regular,archetype,2021,2026_1,QB_vs_RB,QB,RB,13400,656880.2,885779.9,-29.7
ktc,regular,archetype,2021,2026_1,QB_vs_WR,QB,WR,22200,1063993.8,1182600.2,-10.6
ktc,regular,archetype,2021,2026_1,QB_vs_TE,QB,TE,8000,255872.6,380679.2,-39.2
ktc,regular,archetype,2021,2026_1,RB_vs_WR,RB,WR,33000,1722193.6,1556166.5,10.1
ktc,regular,archetype,2021,2026_1,RB_vs_TE,RB,TE,16400,861034.2,825460.9,4.2
ktc,regular,archetype,2021,2026_1,WR_vs_TE,WR,TE,22600,878895.4,1085519.5,-21
ktc,regular,archetype,2021,2026_2,QB_vs_RB,QB,RB,13400,730376.4,1093059.7,-39.8
ktc,regular,archetype,2021,2026_2,QB_vs_WR,QB,WR,22200,1159932.5,1197028.1,-3.1
ktc,regular,archetype,2021,2026_2,QB_vs_TE,QB,TE,8000,268710.6,348085.6,-25.7
ktc,regular,archetype,2021,2026_2,RB_vs_WR,RB,WR,33000,2191031.2,1571945.3,32.9
ktc,regular,archetype,2021,2026_2,RB_vs_TE,RB,TE,16400,1059128.7,747136.4,34.5
ktc,regular,archetype,2021,2026_2,WR_vs_TE,WR,TE,22600,897242.4,995802.8,-10.4
ktc,regular,archetype,2021,2026_3,QB_vs_RB,QB,RB,13400,892641.9,889961.7,0.3
ktc,regular,archetype,2021,2026_3,QB_vs_WR,QB,WR,22200,1484377.4,1294575,13.7
ktc,regular,archetype,2021,2026_3,QB_vs_TE,QB,TE,8000,346059.2,374890.9,-8
ktc,regular,archetype,2021,2026_3,RB_vs_WR,RB,WR,33000,1753725.5,1712283.4,2.4
ktc,regular,archetype,2021,2026_3,RB_vs_TE,RB,TE,16400,872375.1,811742.4,7.2
ktc,regular,archetype,2021,2026_3,WR_vs_TE,WR,TE,22600,970211.1,1062685,-9.1
ktc,regular,archetype,2021,2026_4,QB_vs_RB,QB,RB,13400,515531.2,1174692.6,-78
ktc,regular,archetype,2021,2026_4,QB_vs_WR,QB,WR,22200,829796.5,1464257.8,-55.3
ktc,regular,archetype,2021,2026_4,QB_vs_TE,QB,TE,8000,184596.4,359738,-64.4
ktc,regular,archetype,2021,2026_4,RB_vs_WR,RB,WR,33000,2381953.5,1920760.3,21.4
ktc,regular,archetype,2021,2026_4,RB_vs_TE,RB,TE,16400,1138237,762790.3,39.5
ktc,regular,archetype,2021,2026_4,WR_vs_TE,WR,TE,22600,1105853.4,1009300,9.1
ktc,regular,archetype,2021,2026_5,QB_vs_RB,QB,RB,13400,1006589.3,862760.9,15.4
ktc,regular,archetype,2021,2026_5,QB_vs_WR,QB,WR,22200,1643139.5,1468110.9,11.3
ktc,regular,archetype,2021,2026_5,QB_vs_TE,QB,TE,8000,401933.8,352994.9,13
ktc,regular,archetype,2021,2026_5,RB_vs_WR,RB,WR,33000,1639471,1920682.1,-15.8
ktc,regular,archetype,2021,2026_5,RB_vs_TE,RB,TE,16400,820801,758833.9,7.8
ktc,regular,archetype,2021,2026_5,WR_vs_TE,WR,TE,22600,1102052.7,1007936.3,8.9
ktc,regular,archetype,2021,2026_6,QB_vs_RB,QB,RB,13400,821359.5,939601.7,-13.4
ktc,regular,archetype,2021,2026_6,QB_vs_WR,QB,WR,22200,1351601.9,1301675.7,3.8
ktc,regular,archetype,2021,2026_6,QB_vs_TE,QB,TE,8000,312025.5,359734.9,-14.2
ktc,regular,archetype,2021,2026_6,RB_vs_WR,RB,WR,33000,1833098.2,1716639.4,6.6
ktc,regular,archetype,2021,2026_6,RB_vs_TE,RB,TE,16400,902497.7,777096.4,14.9
ktc,regular,archetype,2021,2026_6,WR_vs_TE,WR,TE,22600,983927.1,1019150.6,-3.5
ktc,regular,archetype,2021,2026_7,QB_vs_RB,QB,RB,13400,994032.4,1127922.8,-12.6
ktc,regular,archetype,2021,2026_7,QB_vs_WR,QB,WR,22200,1624115.3,1770649.8,-8.6
ktc,regular,archetype,2021,2026_7,QB_vs_TE,QB,TE,8000,393406.6,441362,-11.5
ktc,regular,archetype,2021,2026_7,RB_vs_WR,RB,WR,33000,2269737.5,2326007.6,-2.4
ktc,regular,archetype,2021,2026_7,RB_vs_TE,RB,TE,16400,1099224.5,938149,15.8
ktc,regular,archetype,2021,2026_7,WR_vs_TE,WR,TE,22600,1358443.7,1254668.6,7.9
ktc,regular,year,2022,,QB_vs_RB,QB,RB,478800,27014353.6,24449595.6,10
ktc,regular,year,2022,,QB_vs_WR,QB,WR,763800,43943856.6,40686695.6,7.7
ktc,regular,year,2022,,QB_vs_TE,QB,TE,224200,10376723.8,8895636.8,15.4
ktc,regular,year,2022,,RB_vs_WR,RB,WR,1489600,75661659.5,70311407.2,7.3
ktc,regular,year,2022,,RB_vs_TE,RB,TE,634600,20337646.9,24298092.3,-17.7
ktc,regular,year,2022,,WR_vs_TE,WR,TE,718200,25748484.7,29964348.8,-15.1
ktc,regular,archetype,2022,2024_1,QB_vs_RB,QB,RB,25200,2193782.6,1415507.2,43.1
ktc,regular,archetype,2022,2024_1,QB_vs_WR,QB,WR,40200,3638866.2,2733818.2,28.4
ktc,regular,archetype,2022,2024_1,QB_vs_TE,QB,TE,11800,882386,579874.6,41.4
ktc,regular,archetype,2022,2024_1,RB_vs_WR,RB,WR,78400,4413001.5,4749242.7,-7.3
ktc,regular,archetype,2022,2024_1,RB_vs_TE,RB,TE,33400,1192990.2,1602241.2,-29.3
ktc,regular,archetype,2022,2024_1,WR_vs_TE,WR,TE,37800,1778152,1920660.3,-7.7
ktc,regular,archetype,2022,2024_2,QB_vs_RB,QB,RB,25200,1870406.4,1453743.2,25.1
ktc,regular,archetype,2022,2024_2,QB_vs_WR,QB,WR,40200,3123432.8,2409190.3,25.8
ktc,regular,archetype,2022,2024_2,QB_vs_TE,QB,TE,11800,729265.2,655560.8,10.6
ktc,regular,archetype,2022,2024_2,RB_vs_WR,RB,WR,78400,4491207.2,4197685.7,6.8
ktc,regular,archetype,2022,2024_2,RB_vs_TE,RB,TE,33400,1209250.4,1798725,-39.2
ktc,regular,archetype,2022,2024_2,WR_vs_TE,WR,TE,37800,1555196.5,2192660,-34
ktc,regular,archetype,2022,2024_3,QB_vs_RB,QB,RB,25200,1595345.5,1290961.5,21.1
ktc,regular,archetype,2022,2024_3,QB_vs_WR,QB,WR,40200,2578347.2,2832298.9,-9.4
ktc,regular,archetype,2022,2024_3,QB_vs_TE,QB,TE,11800,615554.3,507956.4,19.2
ktc,regular,archetype,2022,2024_3,RB_vs_WR,RB,WR,78400,4010752.7,4961869.8,-21.2
ktc,regular,archetype,2022,2024_3,RB_vs_TE,RB,TE,33400,1076052.2,1386270.3,-25.2
ktc,regular,archetype,2022,2024_3,WR_vs_TE,WR,TE,37800,1858860.8,1704038.1,8.7
ktc,regular,archetype,2022,2024_4,QB_vs_RB,QB,RB,25200,1395874.1,1506978.5,-7.7
ktc,regular,archetype,2022,2024_4,QB_vs_WR,QB,WR,40200,2264625.7,2280380.9,-0.7
ktc,regular,archetype,2022,2024_4,QB_vs_TE,QB,TE,11800,526751.8,560414.5,-6.2
ktc,regular,archetype,2022,2024_4,RB_vs_WR,RB,WR,78400,4629615.6,3955965.8,15.7
ktc,regular,archetype,2022,2024_4,RB_vs_TE,RB,TE,33400,1262334.4,1527695,-19
ktc,regular,archetype,2022,2024_4,WR_vs_TE,WR,TE,37800,1453313.9,1881997.7,-25.7
ktc,regular,archetype,2022,2024_5,QB_vs_RB,QB,RB,25200,2127732,2031213.1,4.6
ktc,regular,archetype,2022,2024_5,QB_vs_WR,QB,WR,40200,3528884.4,2828990.8,22
ktc,regular,archetype,2022,2024_5,QB_vs_TE,QB,TE,11800,861638.4,669911.2,25
ktc,regular,archetype,2022,2024_5,RB_vs_WR,RB,WR,78400,6323548.9,4930928.2,24.7
ktc,regular,archetype,2022,2024_5,RB_vs_TE,RB,TE,33400,1783148.6,1860448.5,-4.2
ktc,regular,archetype,2022,2024_5,WR_vs_TE,WR,TE,37800,1830358.6,2235725.5,-19.9
ktc,regular,archetype,2022,2024_6,QB_vs_RB,QB,RB,25200,1653827,1459381.5,12.5
ktc,regular,archetype,2022,2024_6,QB_vs_WR,QB,WR,40200,2729778.7,2258700.3,18.9
ktc,regular,archetype,2022,2024_6,QB_vs_TE,QB,TE,11800,657589.2,584381.9,11.8
ktc,regular,archetype,2022,2024_6,RB_vs_WR,RB,WR,78400,4529498.8,3916519.5,14.5
ktc,regular,archetype,2022,2024_6,RB_vs_TE,RB,TE,33400,1225768.8,1614579,-27.4
ktc,regular,archetype,2022,2024_6,WR_vs_TE,WR,TE,37800,1442382.2,1935765.3,-29.2
ktc,regular,archetype,2022,2025_1,QB_vs_RB,QB,RB,25200,1366293.3,969251.6,34
ktc,regular,archetype,2022,2025_1,QB_vs_WR,QB,WR,40200,2186187.6,2306568.3,-5.4
ktc,regular,archetype,2022,2025_1,QB_vs_TE,QB,TE,11800,510144.2,478722.9,6.4
ktc,regular,archetype,2022,2025_1,RB_vs_WR,RB,WR,78400,3014078.9,3997799.4,-28.1
ktc,regular,archetype,2022,2025_1,RB_vs_TE,RB,TE,33400,780089.4,1311713.6,-50.8
ktc,regular,archetype,2022,2025_1,WR_vs_TE,WR,TE,37800,1468130,1615470.2,-9.6
ktc,regular,archetype,2022,2025_2,QB_vs_RB,QB,RB,25200,1103909.3,1194335.6,-7.9
ktc,regular,archetype,2022,2025_2,QB_vs_WR,QB,WR,40200,1834276.2,1889539.2,-3
ktc,regular,archetype,2022,2025_2,QB_vs_TE,QB,TE,11800,415968.4,460582.6,-10.2
ktc,regular,archetype,2022,2025_2,RB_vs_WR,RB,WR,78400,3693819.8,3249186.4,12.8
ktc,regular,archetype,2022,2025_2,RB_vs_TE,RB,TE,33400,975810.6,1248000.5,-24.5
ktc,regular,archetype,2022,2025_2,WR_vs_TE,WR,TE,37800,1175916.2,1536568.3,-26.6
ktc,regular,archetype,2022,2025_3,QB_vs_RB,QB,RB,25200,1382283.1,1171984.4,16.5
ktc,regular,archetype,2022,2025_3,QB_vs_WR,QB,WR,40200,2228833.9,2025468.8,9.6
ktc,regular,archetype,2022,2025_3,QB_vs_TE,QB,TE,11800,530524.8,369474.1,35.8
ktc,regular,archetype,2022,2025_3,RB_vs_WR,RB,WR,78400,3601225.7,3487898.2,3.2
ktc,regular,archetype,2022,2025_3,RB_vs_TE,RB,TE,33400,954390.3,1001510.8,-4.8
ktc,regular,archetype,2022,2025_3,WR_vs_TE,WR,TE,37800,1266997.8,1259847,0.6
ktc,regular,archetype,2022,2025_4,QB_vs_RB,QB,RB,25200,785316.8,1056967.4,-29.5
ktc,regular,archetype,2022,2025_4,QB_vs_WR,QB,WR,40200,1242686.6,1433413.2,-14.3
ktc,regular,archetype,2022,2025_4,QB_vs_TE,QB,TE,11800,284053.4,307684.4,-8
ktc,regular,archetype,2022,2025_4,RB_vs_WR,RB,WR,78400,3261916.8,2426619.6,29.4
ktc,regular,archetype,2022,2025_4,RB_vs_TE,RB,TE,33400,865587,838176.7,3.2
ktc,regular,archetype,2022,2025_4,WR_vs_TE,WR,TE,37800,852598.7,1068756.3,-22.5
ktc,regular,archetype,2022,2025_5,QB_vs_RB,QB,RB,25200,1325048,1180375.6,11.5
ktc,regular,archetype,2022,2025_5,QB_vs_WR,QB,WR,40200,2136380.4,2524724.5,-16.7
ktc,regular,archetype,2022,2025_5,QB_vs_TE,QB,TE,11800,499704.4,397162.2,22.9
ktc,regular,archetype,2022,2025_5,RB_vs_WR,RB,WR,78400,3642416.7,4417483.8,-19.2
ktc,regular,archetype,2022,2025_5,RB_vs_TE,RB,TE,33400,965141.7,1065818.2,-9.9
ktc,regular,archetype,2022,2025_5,WR_vs_TE,WR,TE,37800,1649064.4,1350806.8,19.9
ktc,regular,archetype,2022,2025_6,QB_vs_RB,QB,RB,25200,1923029.8,1492212.5,25.2
ktc,regular,archetype,2022,2025_6,QB_vs_WR,QB,WR,40200,3122679.6,2480135.6,22.9
ktc,regular,archetype,2022,2025_6,QB_vs_TE,QB,TE,11800,748627.9,642092.4,15.3
ktc,regular,archetype,2022,2025_6,RB_vs_WR,RB,WR,78400,4631945.6,4308539.1,7.2
ktc,regular,archetype,2022,2025_6,RB_vs_TE,RB,TE,33400,1266591.2,1769262.7,-33.1
ktc,regular,archetype,2022,2025_6,WR_vs_TE,WR,TE,37800,1597045.1,2122618.5,-28.3
ktc,regular,archetype,2022,2026_1,QB_vs_RB,QB,RB,25200,682575.3,969767.7,-34.8
ktc,regular,archetype,2022,2026_1,QB_vs_WR,QB,WR,40200,1075464.6,1487548.2,-32.2
ktc,regular,archetype,2022,2026_1,QB_vs_TE,QB,TE,11800,244567.1,308023.3,-23
ktc,regular,archetype,2022,2026_1,RB_vs_WR,RB,WR,78400,2987635.2,2521652.1,16.9
ktc,regular,archetype,2022,2026_1,RB_vs_TE,RB,TE,33400,785824.5,843125.2,-7
ktc,regular,archetype,2022,2026_1,WR_vs_TE,WR,TE,37800,891576.1,1066690.2,-17.9
ktc,regular,archetype,2022,2026_2,QB_vs_RB,QB,RB,25200,1021645.2,1270929.4,-21.7
ktc,regular,archetype,2022,2026_2,QB_vs_WR,QB,WR,40200,1698100.7,1617824.1,4.8
ktc,regular,archetype,2022,2026_2,QB_vs_TE,QB,TE,11800,383556.2,424691.7,-10.2
ktc,regular,archetype,2022,2026_2,RB_vs_WR,RB,WR,78400,3942264.2,2764587.4,35.1
ktc,regular,archetype,2022,2026_2,RB_vs_TE,RB,TE,33400,1050088.4,1153283.5,-9.4
ktc,regular,archetype,2022,2026_2,WR_vs_TE,WR,TE,37800,982292,1425819.9,-36.8
ktc,regular,archetype,2022,2026_3,QB_vs_RB,QB,RB,25200,1354170.7,1222820.7,10.2
ktc,regular,archetype,2022,2026_3,QB_vs_WR,QB,WR,40200,2174915,1693165.1,24.9
ktc,regular,archetype,2022,2026_3,QB_vs_TE,QB,TE,11800,517714.7,378298.8,31.1
ktc,regular,archetype,2022,2026_3,RB_vs_WR,RB,WR,78400,3753009.4,2885047.2,26.2
ktc,regular,archetype,2022,2026_3,RB_vs_TE,RB,TE,33400,995523.5,1030818.9,-3.5
ktc,regular,archetype,2022,2026_3,WR_vs_TE,WR,TE,37800,1025583.6,1300250.2,-23.6
ktc,regular,archetype,2022,2026_4,QB_vs_RB,QB,RB,25200,995406.5,1443390.6,-36.7
ktc,regular,archetype,2022,2026_4,QB_vs_WR,QB,WR,40200,1563180.4,1706721.8,-8.8
ktc,regular,archetype,2022,2026_4,QB_vs_TE,QB,TE,11800,366603.1,400419.3,-8.8
ktc,regular,archetype,2022,2026_4,RB_vs_WR,RB,WR,78400,4461678,2884161.8,42.9
ktc,regular,archetype,2022,2026_4,RB_vs_TE,RB,TE,33400,1226044.7,1089926.8,11.8
ktc,regular,archetype,2022,2026_4,WR_vs_TE,WR,TE,37800,1031711.5,1373166.6,-28.4
ktc,regular,archetype,2022,2026_5,QB_vs_RB,QB,RB,25200,1222696.7,897309.2,30.7
ktc,regular,archetype,2022,2026_5,QB_vs_WR,QB,WR,40200,1953916.2,1923783,1.6
ktc,regular,archetype,2022,2026_5,QB_vs_TE,QB,TE,11800,454895.8,337043.8,29.8
ktc,regular,archetype,2022,2026_5,RB_vs_WR,RB,WR,78400,2779936.3,3305241.9,-17.3
ktc,regular,archetype,2022,2026_5,RB_vs_TE,RB,TE,33400,718557.5,906317.6,-23.1
ktc,regular,archetype,2022,2026_5,WR_vs_TE,WR,TE,37800,1196955.3,1151057,3.9
ktc,regular,archetype,2022,2026_6,QB_vs_RB,QB,RB,25200,1296274.1,1116701.5,14.9
ktc,regular,archetype,2022,2026_6,QB_vs_WR,QB,WR,40200,2084616.1,2025842.6,2.9
ktc,regular,archetype,2022,2026_6,QB_vs_TE,QB,TE,11800,486082.7,395359.7,20.6
ktc,regular,archetype,2022,2026_6,RB_vs_WR,RB,WR,78400,3442209.7,3499408.1,-1.6
ktc,regular,archetype,2022,2026_6,RB_vs_TE,RB,TE,33400,906814.3,1062160.7,-15.8
ktc,regular,archetype,2022,2026_6,WR_vs_TE,WR,TE,37800,1276451.5,1346206.3,-5.3
ktc,regular,archetype,2022,2026_7,QB_vs_RB,QB,RB,25200,1718737.2,1305764.4,27.3
ktc,regular,archetype,2022,2026_7,QB_vs_WR,QB,WR,40200,2778684.3,2228581.8,22
ktc,regular,archetype,2022,2026_7,QB_vs_TE,QB,TE,11800,661096.2,437982.2,40.6
ktc,regular,archetype,2022,2026_7,RB_vs_WR,RB,WR,78400,4051898.5,3851570.5,5.1
ktc,regular,archetype,2022,2026_7,RB_vs_TE,RB,TE,33400,1097639.2,1188018.1,-7.9
ktc,regular,archetype,2022,2026_7,WR_vs_TE,WR,TE,37800,1415898.5,1476244.6,-4.2
ktc,regular,year,2023,,QB_vs_RB,QB,RB,600400,26839611.4,25237682.2,6.2
ktc,regular,year,2023,,QB_vs_WR,QB,WR,722000,33837683.3,34004814.5,-0.5
ktc,regular,year,2023,,QB_vs_TE,QB,TE,262200,9999514.7,8610922.3,14.9
ktc,regular,year,2023,,RB_vs_WR,RB,WR,1573200,58235117.6,58469457,-0.4
ktc,regular,year,2023,,RB_vs_TE,RB,TE,634600,23195025,20910043.2,10.4
ktc,regular,year,2023,,WR_vs_TE,WR,TE,843600,28797675.9,26748675,7.4
ktc,regular,archetype,2023,2024_1,QB_vs_RB,QB,RB,31600,1720322.2,1172342.7,37.9
ktc,regular,archetype,2023,2024_1,QB_vs_WR,QB,WR,38000,2109992,2082382.4,1.3
ktc,regular,archetype,2023,2024_1,QB_vs_TE,QB,TE,13800,631407.5,467189.4,29.9
ktc,regular,archetype,2023,2024_1,RB_vs_WR,RB,WR,82800,2702192.1,3628143.2,-29.3
ktc,regular,archetype,2023,2024_1,RB_vs_TE,RB,TE,33400,1071672.8,1133727.8,-5.6
ktc,regular,archetype,2023,2024_1,WR_vs_TE,WR,TE,44400,1803529.7,1440872.9,22.4
ktc,regular,archetype,2023,2024_2,QB_vs_RB,QB,RB,31600,1937785.8,1593588.3,19.5
ktc,regular,archetype,2023,2024_2,QB_vs_WR,QB,WR,38000,2425784.4,2056530,16.5
ktc,regular,archetype,2023,2024_2,QB_vs_TE,QB,TE,13800,721183.8,752677.7,-4.3
ktc,regular,archetype,2023,2024_2,RB_vs_WR,RB,WR,82800,3686556.3,3575382.1,3.1
ktc,regular,archetype,2023,2024_2,RB_vs_TE,RB,TE,33400,1473096.8,1836373,-22
ktc,regular,archetype,2023,2024_2,WR_vs_TE,WR,TE,44400,1775472.6,2348242.5,-27.8
ktc,regular,archetype,2023,2024_3,QB_vs_RB,QB,RB,31600,1613839,1449992.9,10.7
