year,name,position,team,sleeper_id,overall_rank,bb_avg_adp,bb_stack_rank,bb_eff_rank,half_stack_rank,std_stack_rank,scoring_rank_shift,hwang_eff_rank,hwang_adjusted_adp,hwang_pos_rank,adp_delta,adp_source,scoring_source
2026,Josh Oliver,TE,MIN,5973,308,315.0,50,49.8,,,,50.0,315.0,50,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Sterling Shepard,WR,,3200,309,315.0,121,120.4,,,0,121.0,315.0,122,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Noah Fant,TE,NO,5857,310,316.5,51,50.41,,,,51.0,316.5,51,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kendre Miller,RB,NO,9757,311,317.0,101,100.67,,76,0,101.0,317.0,99,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Simi Fehoko,WR,ARI,7812,312,317.0,122,122.74,,,0,122.0,317.0,123,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Barion Brown,WR,NO,13533,313,317.3,123,123.2,,,0,123.0,317.3,124,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jahdae Walker,WR,CHI,13079,314,317.5,124,123.57,,,0,124.0,317.5,125,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ty Johnson,RB,BUF,6039,315,306.6,96,95.86,82,88,6,101.86,317.9,100,11.3,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Brenen Thompson,WR,LAC,13380,316,318.0,126,125.0,,,0,126.0,318.0,126,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Darius Cooper,WR,PHI,13150,317,318.0,127,126.0,,,0,127.0,318.0,127,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jawhar Jordan,RB,HOU,11588,318,318.0,102,101.33,,,0,102.0,318.0,101,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Xavier Legette,WR,CAR,11626,319,318.0,125,126.0,,,0,125.0,318.0,128,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kalif Raymond,WR,CHI,3634,320,318.5,128,127.33,,,0,128.0,318.5,129,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Erik Ezukanma,WR,,8114,321,321.0,129,129.79,,,0,129.0,321.0,130,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tory Horton,WR,SEA,12497,322,326.3,136,135.77,99,93,-6,129.77,321.2,131,-5.1,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Malik Benson,WR,LV,13329,323,321.3,131,130.0,,,0,131.0,321.3,132,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Christian Kirk,WR,SF,4950,324,321.8,132,132.43,,100,0,132.0,321.8,133,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jalen Tolbert,WR,MIA,8117,325,321.3,130,131.0,85,86,1,132.0,321.8,134,0.5,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tutu Atwell,WR,LAR,7562,326,322.0,133,132.57,,,0,133.0,322.0,135,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Elijah Arroyo,TE,SEA,12521,327,322.3,52,52.25,,,,52.0,322.3,52,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Skyy Moore,WR,GB,8168,328,322.5,134,133.5,,,0,134.0,322.5,136,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Zavier Scott,RB,CHI,11299,329,323.0,103,103.67,,,0,103.0,323.0,102,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Emari Demercado,RB,DAL,11199,330,316.0,99,99.82,88,92,4,103.82,323.8,103,7.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jerome Ford,RB,WAS,8143,331,324.0,104,104.0,,,0,104.0,324.0,104,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jordan Watkins,WR,SF,12634,332,324.0,135,134.79,,,0,135.0,324.0,137,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,LeQuint Allen Jr.,RB,JAC,12544,333,316.5,100,100.0,85,89,4,104.0,324.0,105,7.5,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Lan Larison,RB,NE,12969,334,325.0,105,105.0,,,0,105.0,325.0,106,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Cole Kmet,TE,CHI,6826,335,325.8,53,53.49,,,,53.0,325.8,53,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Pierre Strong Jr.,RB,GB,8116,336,326.0,106,105.67,,,0,106.0,326.0,107,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jonnu Smith,TE,GB,4144,337,327.0,54,54.09,,,,54.0,327.0,54,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Darnell Washington,TE,PIT,9479,338,328.0,55,55.0,,,,55.0,328.0,55,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Zamir White,RB,NO,8139,339,328.0,107,107.6,,,0,107.0,328.0,108,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Michael Carter,RB,TEN,7607,340,328.5,108,107.11,,,0,108.0,328.5,109,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Luke Musgrave,TE,GB,9481,341,329.0,56,56.18,,,,56.0,329.0,56,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Eli Stowers,TE,PHI,13349,342,329.7,57,56.7,,,,57.0,329.7,57,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Haynes King,QB,CAR,13415,343,330.0,40,40.74,,,,40.0,330.0,40,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Joshua Palmer,WR,BUF,7670,344,330.0,138,137.0,,,0,138.0,330.0,138,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Roman Wilson,WR,PIT,11630,345,330.0,137,138.0,,,0,137.0,330.0,139,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Darius Slayton,WR,,6149,346,330.3,139,138.6,,,0,139.0,330.3,140,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Austin Hooper,TE,ATL,3202,347,331.0,58,57.93,,,,58.0,331.0,58,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Cedric Tillman,WR,NO,10444,348,331.0,140,139.44,,,0,140.0,331.0,141,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Dawson Knox,TE,BUF,5906,349,332.5,59,59.2,,,,59.0,332.5,59,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Philip Rivers,QB,,331,350,333.0,41,40.67,,,,41.0,333.0,41,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kevin Coleman Jr.,WR,MIA,13338,351,333.5,141,141.52,,,0,141.0,333.5,142,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Matt Hibner,TE,BAL,13324,352,333.5,60,59.24,,,,60.0,333.5,60,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kendrick Bourne,WR,ARI,4454,353,334.3,142,142.33,,,0,142.0,334.3,143,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Hollywood Brown,WR,PHI,5848,354,334.7,143,143.14,,,0,143.0,334.7,144,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Camden Brown,WR,DAL,13726,355,335.0,144,143.23,,,0,144.0,335.0,145,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jam Miller,RB,,13403,356,337.0,110,109.0,,,0,110.0,337.0,110,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Marvin Mims Jr.,WR,DEN,9494,357,337.3,145,145.53,,85,0,145.0,337.3,146,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kyle Juszczyk,RB,SF,,358,337.5,111,110.5,,,0,111.0,337.5,111,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,KeAndre Lambert-Smith,WR,LAC,12670,359,338.0,146,146.4,,,0,146.0,338.0,147,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Eli Heidenreich,RB,PIT,13423,360,339.0,112,112.2,,,0,112.0,339.0,112,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Isaiah Davis,RB,NYJ,11571,361,337.0,109,110.0,92,94,2,112.0,339.0,113,2.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Taylen Green,QB,CLE,13306,362,339.0,42,42.71,,,,42.0,339.0,42,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jake Browning,QB,,6111,363,340.0,43,42.25,,,,43.0,340.0,43,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Julius Chestnut,RB,TEN,8254,364,340.0,113,113.0,,,0,113.0,340.0,114,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Brock Wright,TE,DET,7891,365,341.0,61,61.67,,,,61.0,341.0,61,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,J'Mari Taylor,RB,JAC,13348,366,341.0,114,113.33,,,0,114.0,341.0,115,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Drew Sample,TE,CIN,6001,367,342.5,62,63.0,,,,62.0,342.5,62,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jackson Hawes,TE,BUF,12658,368,342.5,63,62.0,,,,63.0,342.5,63,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jacob Cowing,WR,SF,11616,369,343.0,148,148.65,,,0,148.0,343.0,148,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tre'Shaun Harrison,WR,,11456,370,344.0,149,149.33,,,0,149.0,344.0,149,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,CJ Daniels,WR,LAR,13270,371,344.5,150,150.0,,,0,150.0,344.5,150,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Chimere Dike,WR,TEN,12540,372,345.0,151,152.0,,74,0,151.0,345.0,151,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Savion Williams,WR,GB,12482,373,345.0,152,151.0,,,0,152.0,345.0,152,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Robert Henry Jr.,RB,WAS,13418,374,346.0,115,115.67,,,0,115.0,346.0,116,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ashton Dulin,WR,IND,6427,375,346.5,153,153.0,,,0,153.0,346.5,153,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Elijah Higgins,TE,ARI,10231,376,346.5,64,64.14,,,,64.0,346.5,64,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ezekiel Elliott,RB,,3164,377,347.0,116,116.18,,,0,116.0,347.0,117,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Quinn Ewers,QB,JAC,12500,378,347.0,44,44.56,,,,44.0,347.0,44,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Adam Randall,RB,BAL,13302,379,347.7,117,116.38,,,0,117.0,347.7,118,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Colbie Young,WR,CIN,13477,380,348.0,154,154.36,,,0,154.0,348.0,154,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Elic Ayomanor,WR,TEN,12499,381,348.7,155,154.61,,81,0,155.0,348.7,155,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Mason Rudolph,QB,PIT,4972,382,349.0,45,44.57,,,,45.0,349.0,45,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Mitchell Evans,TE,CAR,12473,383,349.5,65,65.09,,,,65.0,349.5,65,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Mack Hollins,WR,NE,4177,384,350.3,156,156.78,,,0,156.0,350.3,156,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Greg Dortch,WR,BUF,5970,385,350.5,157,156.24,,,0,157.0,350.5,157,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Audric Estime,RB,NO,11579,386,350.7,118,118.3,,81,0,118.0,350.7,119,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Carsen Ryan,TE,CLE,13580,387,352.0,66,66.25,,,,66.0,352.0,66,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Isaiah Williams,WR,NYJ,11608,388,352.0,158,158.2,,,0,158.0,352.0,158,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Corey Kiner,RB,NE,12491,389,352.5,120,119.57,,,0,120.0,352.5,120,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Damien Harris,RB,,5890,390,353.0,121,120.4,,,0,121.0,353.0,121,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tai Felton,WR,MIN,12496,391,353.0,160,159.0,,,0,160.0,353.0,159,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Treylon Burks,WR,WAS,8135,392,353.0,159,160.0,,,0,159.0,353.0,160,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tommy Tremble,TE,CAR,7694,393,353.5,67,67.2,,,,67.0,353.5,67,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Cade Klubnik,QB,NYJ,13303,394,354.0,46,47.0,,,,46.0,354.0,46,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Malik Taylor,WR,,6239,395,354.0,161,161.33,,,0,161.0,354.0,161,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Mitchell Trubisky,QB,TEN,3976,396,354.0,47,46.0,,,,47.0,354.0,47,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Dyami Brown,WR,WAS,7587,397,354.5,162,161.33,,,0,162.0,354.5,162,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Max Klare,TE,LAR,13278,398,354.5,68,68.67,,,,68.0,354.5,68,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Theo Johnson,TE,NYG,11597,399,354.7,69,68.8,,,,69.0,354.7,69,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Drew Lock,QB,SEA,5854,400,355.0,49,48.0,,,,49.0,355.0,48,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Justin Fields,QB,KC,7591,401,355.0,48,49.0,,,,48.0,355.0,49,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Sione Vaki,RB,DET,11729,402,355.0,122,121.57,,,0,122.0,355.0,122,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Thomas Yassmin,TE,GB,12113,403,355.0,70,69.46,,,,70.0,355.0,70,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Taysom Hill,TE,,4381,404,356.0,71,70.44,,,,71.0,356.0,71,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jaylin Lane,WR,WAS,12641,405,357.0,163,163.11,,,0,163.0,357.0,163,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kenny Pickett,QB,CAR,8160,406,358.0,50,50.2,,,,50.0,358.0,50,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jalen Royals,WR,KC,12505,407,359.0,164,164.6,,,0,164.0,359.0,164,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Daniel Bellinger,TE,TEN,8225,408,359.5,72,72.17,,,,72.0,359.5,72,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tez Johnson,WR,TB,12485,409,359.5,165,164.33,,,0,165.0,359.5,165,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Anthony Richardson Sr.,QB,IND,9229,410,360.0,51,51.48,,,,51.0,360.0,51,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Dean Connors,RB,LAR,13315,411,360.0,123,123.59,,,0,123.0,360.0,123,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jameis Winston,QB,NYG,2306,412,360.7,52,52.08,,,,52.0,360.7,52,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ollie Gordon II,RB,MIA,12495,413,352.3,119,119.78,87,91,4,123.78,361.0,124,8.7,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Brashard Smith,RB,KC,12455,414,361.3,124,124.3,,77,0,124.0,361.3,125,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Joe Flacco,QB,CIN,19,415,361.3,53,52.52,,,,53.0,361.3,53,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,J. Michael Sturdivant,WR,GB,13770,416,362.0,166,167.0,,,0,166.0,362.0,166,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,John Metchie III,WR,CAR,8147,417,362.0,167,166.0,,,0,167.0,362.0,167,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Oscar Delp,TE,NO,13319,418,362.0,73,73.43,,,,73.0,362.0,73,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Rasheen Ali,RB,BAL,11570,419,362.0,125,125.17,,,0,125.0,362.0,126,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Phil Mafah,RB,,12738,420,362.5,126,125.12,,,0,126.0,362.5,127,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jalen Milroe,QB,SEA,12510,421,363.0,54,54.13,,,,54.0,363.0,54,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Justin Joly,TE,MIA,13400,422,363.0,74,73.67,,,,74.0,363.0,74,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Josh Cameron,WR,JAC,13394,423,363.5,168,169.0,,,0,168.0,363.5,168,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Luke McCaffrey,WR,WAS,11650,424,363.5,169,168.0,,,0,169.0,363.5,169,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Mac Jones,QB,SF,7527,425,364.3,55,54.74,,,,55.0,364.3,55,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Zach Ertz,TE,,1339,426,365.0,75,74.57,,,,75.0,365.0,75,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Will Howard,QB,PIT,12511,427,366.5,56,55.88,,,,56.0,366.5,56,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Deion Burks,WR,IND,13333,428,367.0,170,170.4,,,0,170.0,367.0,170,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Isaiah Bond,WR,CLE,12503,429,368.5,171,170.6,,,0,171.0,368.5,171,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ty Simpson,QB,LAR,13275,430,369.3,57,57.12,,,,57.0,369.3,57,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Khalil Herbert,RB,,7608,431,370.0,127,127.43,,,0,127.0,370.0,128,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Nate Boerkircher,TE,JAC,13299,432,370.0,76,76.67,,,,76.0,370.0,76,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ben Sinnott,TE,WAS,11596,433,371.0,77,76.5,,,,77.0,371.0,77,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tyson Bagent,QB,CHI,11256,434,371.5,58,57.77,,,,58.0,371.5,58,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Konata Mumpfield,WR,LAR,12718,435,372.0,172,172.56,,,0,172.0,372.0,172,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Bam Knight,RB,ARI,8122,436,373.0,128,128.5,,,0,128.0,373.0,129,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Nick Westbrook-Ikhine,WR,IND,7496,437,373.0,173,172.2,,,0,173.0,373.0,173,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,AJ Dillon,RB,CAR,6828,438,374.0,129,128.57,,,0,129.0,374.0,130,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Brevyn Spann-Ford,TE,DAL,11593,439,374.0,78,77.86,,,,78.0,374.0,78,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Drew Allar,QB,PIT,13289,440,375.0,59,59.0,,,,59.0,375.0,59,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Salvon Ahmed,RB,CHI,6918,441,376.5,130,130.67,,,0,130.0,376.5,131,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Cameron Latu,TE,NE,10210,442,378.0,79,78.89,,,,79.0,378.0,79,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tyler Huntley,QB,BAL,7083,443,378.5,60,60.75,,,,60.0,378.5,60,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Nick Mullens,QB,JAC,4464,444,379.0,61,60.67,,,,61.0,379.0,61,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,DJ Giddens,RB,IND,12471,445,379.3,132,132.53,,,0,132.0,379.3,132,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Andy Dalton,QB,PHI,829,446,380.0,62,61.8,,,,62.0,380.0,62,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Trevor Etienne,RB,CAR,12531,447,380.0,133,132.18,,,0,133.0,380.0,133,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tyrod Taylor,QB,GB,827,448,381.5,63,62.75,,,,63.0,381.5,63,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Montorie Foster Jr.,WR,SEA,13199,449,382.0,174,174.5,,,0,174.0,382.0,174,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tyler Higbee,TE,LAR,3271,450,383.0,80,80.82,,,,80.0,383.0,80,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Noah Gray,TE,KC,7828,451,383.5,81,80.2,,,,81.0,383.5,81,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Carson Wentz,QB,MIN,3161,452,384.0,64,64.11,,,,64.0,384.0,64,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Dontay Demus Jr.,WR,,11382,453,385.0,175,175.5,,,0,175.0,385.0,175,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Chris Brazzell II,WR,CAR,13353,454,386.0,177,176.0,,,0,177.0,386.0,176,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Emory Jones,QB,,11961,455,386.0,65,65.0,,,,65.0,386.0,65,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Olamide Zaccheaus,WR,ATL,6271,456,386.0,176,177.0,,,0,176.0,386.0,177,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ahmani Marshall,RB,CAR,12797,457,387.0,134,134.56,,,0,134.0,387.0,134,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jordan Whittington,WR,LAR,11623,458,387.5,178,178.5,,,0,178.0,387.5,178,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Austin Ekeler,RB,,4663,459,377.0,131,130.36,65,69,4,134.36,387.7,135,10.7,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Brycen Hopkins,TE,,6926,460,388.0,82,81.55,,,,82.0,388.0,82,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Joshua Dobbs,QB,DET,4179,461,388.0,66,65.89,,,,66.0,388.0,66,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kaden Wetjen,WR,PIT,13491,462,388.0,179,178.67,,,0,179.0,388.0,179,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Hal Presley III,WR,,12757,463,389.0,180,179.4,,,0,180.0,389.0,180,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tahj Brooks,RB,CIN,12543,464,389.0,135,135.33,,,0,135.0,389.0,136,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jalen White,RB,,12953,465,390.0,136,135.22,,,0,136.0,390.0,137,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Gardner Minshew II,QB,ARI,6011,466,390.5,68,67.0,,,,68.0,390.5,67,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jack Strand,QB,ATL,13602,467,390.5,67,68.0,,,,67.0,390.5,68,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Diontae Johnson,WR,,5937,468,393.0,181,180.27,,,0,181.0,393.0,181,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jarrett Stidham,QB,DEN,6136,469,395.0,69,69.8,,,,69.0,395.0,69,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Spencer Rattler,QB,NO,11562,470,395.5,70,69.2,,,,70.0,395.5,70,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Isaac Guerendo,RB,SF,11651,471,398.0,137,137.68,,,0,137.0,398.0,138,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Will Shipley,RB,PHI,11577,472,399.5,138,137.67,,,0,138.0,399.5,139,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
