year,name,position,team,sleeper_id,overall_rank,bb_avg_adp,bb_stack_rank,bb_eff_rank,half_stack_rank,std_stack_rank,scoring_rank_shift,hwang_eff_rank,hwang_adjusted_adp,hwang_pos_rank,adp_delta,adp_source,scoring_source
2026,Daniel Jones,QB,IND,5870,146,147.0,23,22.56,,,,23.0,147.0,23,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Keaton Mitchell,RB,LAC,9511,147,142.4,48,48.31,56,57,1,49.31,147.8,49,5.4,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Rashid Shaheed,WR,SEA,8676,148,135.0,56,55.0,54,57,3,58.0,149.4,60,14.4,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Brenton Strange,TE,JAC,9480,149,150.0,17,17.87,,,,17.0,150.0,17,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Adonai Mitchell,WR,NYJ,11625,150,170.2,68,67.64,77,68,-9,58.64,150.4,61,-19.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Chig Okonkwo,TE,WAS,8210,151,151.2,18,17.86,,,,18.0,151.2,18,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Hunter Henry,TE,NE,3214,152,152.8,19,19.78,,,,19.0,152.8,19,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Terrance Ferguson,TE,LAR,12487,153,153.0,20,19.05,,,,20.0,153.0,20,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,C.J. Stroud,QB,HOU,9758,154,154.2,24,23.79,,,,24.0,154.2,24,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Dylan Sampson,RB,CLE,12469,155,161.8,53,53.3,59,56,-3,50.3,155.0,50,-6.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Brian Robinson Jr.,RB,ATL,8154,156,171.2,55,55.49,48,43,-5,50.49,155.2,51,-16.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Chris Rodriguez Jr.,RB,JAC,10219,157,125.2,42,42.92,44,53,9,51.92,156.2,52,31.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Mike Washington Jr.,RB,LV,13305,158,125.4,43,42.12,41,51,10,52.12,156.9,53,31.5,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,De'Zhaun Stribling,WR,SF,13417,159,93.2,40,39.33,40,62,22,61.33,158.4,62,65.2,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tre' Harris,WR,LAC,12509,160,168.8,67,66.44,78,73,-5,61.44,159.0,63,-9.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Dalton Schultz,TE,HOU,5001,161,160.8,21,20.99,,,,21.0,160.8,21,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tyrone Tracy Jr.,RB,NYG,11655,162,173.4,56,55.88,52,50,-2,53.88,164.4,54,-9.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Cam Ward,QB,TEN,12522,163,165.2,25,25.29,,,,25.0,165.2,25,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ja'Kobi Lane,WR,BAL,13293,164,151.0,59,58.64,56,61,5,63.64,166.4,64,15.4,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jalen McMillan,WR,TB,11618,165,167.6,65,65.2,69,67,-2,63.2,166.4,65,-1.2,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tre Tucker,WR,LV,10213,166,149.4,58,58.75,60,65,5,63.75,166.4,66,17.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kayshon Boutte,WR,HOU,9504,167,162.4,62,62.2,57,59,2,64.2,166.6,67,4.2,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,T.J. Hockenson,TE,MIN,5844,168,168.8,22,21.69,,,,22.0,168.8,22,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Malik Washington,WR,MIA,11610,169,168.4,66,66.33,65,66,1,67.33,169.3,68,0.9,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Pat Bryant,WR,DEN,12492,170,182.2,72,72.06,80,76,-4,68.06,170.4,69,-11.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Bryce Young,QB,CAR,9228,171,171.2,26,25.78,,,,26.0,171.2,26,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kaelon Black,RB,SF,13414,172,164.8,54,53.64,53,55,2,55.64,172.6,55,7.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kimani Vidal,RB,LAC,11647,173,195.4,61,61.02,68,63,-5,56.02,173.5,56,-21.9,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tank Bigsby,RB,PHI,9225,174,154.8,50,50.85,51,58,7,57.85,178.1,57,23.3,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jerry Jeudy,WR,CLE,6783,175,191.4,77,76.7,70,64,-6,70.7,179.7,70,-11.7,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Cyrus Allen,WR,KC,13413,176,173.2,69,68.75,68,70,2,70.75,179.8,71,6.6,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jacoby Brissett,QB,ARI,3257,177,180.6,27,27.88,,,,27.0,180.6,27,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Aaron Rodgers,QB,PIT,96,178,181.2,28,27.14,,,,28.0,181.2,28,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Omar Cooper Jr.,WR,NYJ,13276,179,188.4,75,75.64,67,63,-4,71.64,181.6,72,-6.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Caleb Douglas,WR,MIA,13296,180,183.8,73,72.73,72,72,0,73.0,183.8,73,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kenyon Sadiq,TE,NYJ,13330,181,184.0,23,23.71,,,,23.0,184.0,23,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Calvin Ridley,WR,TEN,4981,182,204.6,82,81.3,86,78,-8,73.3,184.6,74,-20.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Braelon Allen,RB,NYJ,11576,183,176.2,57,57.12,57,59,2,59.12,184.9,58,8.7,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,AJ Barner,TE,SEA,11603,184,186.6,24,24.0,,,,24.0,186.6,24,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ryan Flournoy,WR,DAL,11783,185,178.2,70,70.39,83,88,5,75.39,188.6,75,10.4,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jalen Nailor,WR,LV,8180,186,166.4,64,63.0,62,75,13,76.0,188.8,76,22.4,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Geno Smith,QB,NYJ,1373,187,189.0,29,28.82,,,,29.0,189.0,29,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Greg Dulcich,TE,MIA,8172,188,189.2,25,24.42,,,,25.0,189.2,25,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Justice Hill,RB,BAL,5995,189,204.8,64,64.08,64,60,-4,60.08,190.6,59,-14.2,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Malik Davis,RB,DAL,8800,190,190.2,60,60.07,61,62,1,61.07,195.8,60,5.6,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Oronde Gadsden II,TE,LAC,12493,191,199.0,26,26.96,,,,26.0,199.0,26,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Cade Otton,TE,TB,8111,192,199.2,27,26.09,,,,27.0,199.2,27,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Fernando Mendoza,QB,LV,13269,193,200.2,30,29.81,,,,30.0,200.2,30,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ted Hurst III,WR,TB,13317,194,201.0,79,79.78,84,84,0,79.0,201.0,77,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Antonio Williams,WR,WAS,13301,195,228.8,87,86.96,90,83,-7,79.96,201.6,78,-27.2,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ray Davis,RB,BUF,11575,196,178.4,58,57.55,58,64,6,63.55,202.9,61,24.5,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Darnell Mooney,WR,NYG,7090,197,255.0,91,90.25,98,89,-9,81.25,203.2,79,-51.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Pat Freiermuth,TE,PIT,7600,198,203.6,28,28.33,,,,28.0,203.6,28,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Alvin Kamara,RB,NO,4035,199,184.2,59,58.98,49,54,5,63.98,204.7,62,20.5,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Gunnar Helm,TE,TEN,12502,200,205.8,29,28.32,,,,29.0,205.8,29,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,George Holani,RB,SEA,12048,201,200.6,63,62.09,62,66,4,66.09,209.4,63,8.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Keenan Allen,WR,IND,1479,202,166.4,63,64.0,61,80,19,83.0,215.0,80,48.6,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Michael Penix Jr.,QB,ATL,11559,203,216.8,31,31.57,,,,31.0,216.8,31,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,David Njoku,TE,LAC,4033,204,217.2,30,30.55,,,,30.0,217.2,30,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Sean Tucker,RB,TB,9506,205,223.2,72,71.59,73,70,-3,68.59,220.0,64,-3.2,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Colby Parkinson,TE,LAR,6865,206,220.5,31,30.26,,,,31.0,220.5,31,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kaytron Allen,RB,WAS,13405,207,218.8,68,68.23,71,72,1,69.23,220.9,65,2.1,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Isiah Pacheco,RB,DET,8205,208,208.8,66,65.11,60,65,5,70.11,221.4,66,12.6,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kirk Cousins,QB,LV,1166,209,221.4,32,31.53,,,,32.0,221.4,32,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Najee Harris,RB,NYG,7528,210,200.4,62,62.92,66,73,7,69.92,221.4,67,21.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kaleb Johnson,RB,GB,12504,211,208.4,65,65.8,63,68,5,70.8,221.6,68,13.2,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Malachi Fields,WR,NYG,13285,212,188.8,76,75.27,71,82,11,86.27,221.8,81,33.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,James Conner,RB,ARI,4137,213,284.5,86,86.83,75,61,-14,72.83,226.4,69,-58.1,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Nicholas Singleton,RB,TEN,13288,214,215.6,67,67.36,67,74,7,74.36,229.1,70,13.5,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Chris Bell,WR,MIA,13311,215,186.6,74,74.22,66,79,13,87.22,231.1,82,44.5,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Zachariah Branch,WR,ATL,13320,216,215.8,84,83.38,87,91,4,87.38,232.8,83,17.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tua Tagovailoa,QB,ATL,6768,217,234.0,33,32.57,,,,33.0,234.0,33,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jaydon Blue,RB,PHI,12457,218,220.8,69,69.54,72,79,7,76.54,239.3,71,18.5,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jake Tonges,TE,SF,8698,219,243.0,32,32.7,,,,32.0,243.0,32,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Demond Claiborne,RB,MIN,13347,220,229.2,75,74.11,80,83,3,77.11,246.1,72,16.9,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Evan Engram,TE,DEN,4066,221,247.0,33,32.36,,,,33.0,247.0,33,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Samaje Perine,RB,CIN,4147,222,221.6,71,70.22,78,85,7,77.22,247.5,73,25.9,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Devaughn Vele,WR,NO,11834,223,196.2,78,78.0,81,92,11,89.0,250.0,84,53.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jaylin Noel,WR,HOU,12536,224,219.2,85,86.0,95,98,3,89.0,250.0,85,30.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Zay Jones,WR,,4080,225,254.0,90,90.6,,,0,90.0,254.0,86,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jaleel McLaughlin,RB,CLE,11439,226,257.0,78,78.72,,,0,78.0,257.0,74,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Seth McGowan,RB,IND,13424,227,221.4,70,70.5,76,84,8,78.5,258.0,75,36.6,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Dylan Laube,RB,LV,11574,228,259.0,79,79.0,,,0,79.0,259.0,76,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jaylen Wright,RB,MIA,11643,229,227.0,73,73.31,69,75,6,79.31,259.6,77,32.6,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Boston Scott,RB,,5122,230,261.0,80,80.0,,,0,80.0,261.0,78,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jacob Saylors,RB,DET,11237,231,232.8,76,75.46,81,86,5,80.46,261.9,79,29.1,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Bo Melton,WR,GB,8204,232,262.0,92,92.27,,,0,92.0,262.0,87,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Gregory Desrosiers,RB,LAC,13603,233,263.0,81,80.27,,,0,81.0,263.0,80,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Emanuel Wilson,RB,SEA,11435,234,294.3,92,92.15,89,78,-11,81.15,265.0,81,-29.3,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jared Wiley,TE,KC,11595,235,265.0,34,34.64,,,,34.0,265.0,34,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Isaac TeSlaa,WR,DET,12535,236,202.8,81,80.8,75,87,12,92.8,265.2,88,62.4,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Shedeur Sanders,QB,CLE,12524,237,265.8,34,34.79,,,,34.0,265.8,34,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,DeAndre Hopkins,WR,BAL,1426,238,266.0,93,93.6,,,0,93.0,266.0,89,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Luke Farrell,TE,SF,7842,239,269.0,35,35.33,,,,35.0,269.0,35,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Deshaun Watson,QB,CLE,4017,240,269.5,35,34.8,,,,35.0,269.5,35,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tanner Hudson,TE,CIN,5409,241,271.0,36,36.0,,,,36.0,271.0,36,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Rashod Bateman,WR,BAL,7571,242,250.0,89,89.46,96,102,6,95.46,271.9,90,21.9,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,JuJu Smith-Schuster,WR,,4040,243,272.0,96,95.27,,,0,96.0,272.0,91,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Durham Smythe,TE,BAL,5008,244,273.0,37,37.33,,,,37.0,273.0,37,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tyreek Hill,WR,,3321,245,295.8,104,104.76,79,71,-8,96.76,273.0,92,-22.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tank Dell,WR,HOU,9502,246,219.2,86,85.0,82,94,12,97.0,273.3,93,54.1,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Davis Allen,TE,LAR,10214,247,274.0,38,37.48,,,,38.0,274.0,38,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Cooper Rush,QB,ATL,4574,248,275.0,36,35.45,,,,36.0,275.0,36,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Josh Williams,RB,TB,12787,249,276.0,82,82.86,,,0,82.0,276.0,82,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Israel Abanikanda,RB,DAL,9227,250,277.0,83,83.0,,,0,83.0,277.0,83,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Mike Gesicki,TE,CIN,4993,251,277.2,39,38.94,,,,39.0,277.2,39,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jeremy McNichols,RB,WAS,4219,252,278.0,84,84.0,,,0,84.0,278.0,84,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Chris Brooks,RB,GB,11370,253,229.0,74,74.82,70,80,10,84.82,278.8,85,49.8,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Hassan Haskins,RB,NE,8123,254,279.0,85,84.31,,,0,85.0,279.0,86,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Darren Waller,TE,CAR,2505,255,280.8,40,40.89,,,,40.0,280.8,40,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Charlie Kolar,TE,LAC,8127,256,281.0,41,42.0,,,,41.0,281.0,41,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Josh Whyle,TE,GB,10212,257,281.0,42,41.0,,,,42.0,281.0,42,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Elijah Moore,WR,PHI,7596,258,284.0,98,98.56,,,0,98.0,284.0,94,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kene Nwangwu,RB,NYJ,7720,259,285.0,87,86.33,,,0,87.0,285.0,87,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Luke Floriea,WR,,13189,260,287.0,99,99.33,,,0,99.0,287.0,95,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Zavion Thomas,WR,CHI,13411,261,273.3,97,96.22,103,106,3,99.22,287.3,96,14.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Raheim Sanders,RB,CLE,12472,262,287.5,88,88.67,,,0,88.0,287.5,88,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Damien Martinez,RB,,12462,263,288.0,89,88.29,,,0,89.0,288.0,89,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,DeMario Douglas,WR,NE,9501,264,288.5,100,99.5,,,0,100.0,288.5,97,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,John Bates,TE,WAS,7716,265,290.0,43,43.64,,,,43.0,290.0,43,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Dare Ogunbowale,RB,LV,4718,266,291.0,90,90.5,,,0,90.0,291.0,90,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jordan James,RB,SF,12467,267,244.8,77,76.99,74,87,13,89.99,291.0,91,46.2,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Joe Mixon,RB,,4018,268,292.0,91,90.61,,67,0,91.0,292.0,92,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Marlin Klein,TE,HOU,13307,269,292.0,44,43.67,,,,44.0,292.0,44,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Theo Wease Jr.,WR,LAC,12860,270,293.0,101,101.64,,,0,101.0,293.0,98,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Keon Coleman,WR,BUF,11637,271,267.0,94,93.34,88,96,8,101.34,293.3,99,26.3,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kyle McCord,QB,MIA,12494,272,294.0,37,37.36,,,,37.0,294.0,37,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Lil'Jordan Humphrey,WR,DEN,5938,273,294.0,102,102.54,,,0,102.0,294.0,100,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tyquan Thornton,WR,KC,8188,274,294.3,103,102.33,,,0,103.0,294.3,101,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Germie Bernard,WR,PIT,13274,275,271.8,95,95.92,91,99,8,103.92,295.7,102,23.9,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kyle Williams,WR,NE,12547,276,296.0,105,106.0,,90,0,105.0,296.0,103,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Odell Beckham Jr.,WR,NYG,2078,277,296.0,106,105.0,,,0,106.0,296.0,104,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Sam Roush,TE,CHI,13322,278,296.0,45,45.45,,,,45.0,296.0,45,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Tyler Goodson,RB,ATL,8207,279,296.0,93,92.62,,,0,93.0,296.0,93,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Michael Mayer,TE,LV,9482,280,297.5,46,45.35,,,,46.0,297.5,46,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Travis Hunter,WR,JAC,,281,201.6,80,79.67,74,101,27,106.67,299.2,105,97.6,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Carson Beck,QB,ARI,13272,282,303.0,38,38.12,,,,38.0,303.0,38,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Erick All Jr.,TE,CIN,11592,283,304.5,47,47.59,,,,47.0,304.5,47,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jahan Dotson,WR,ATL,8119,284,305.5,109,108.73,,,0,109.0,305.5,106,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Eli Raridon,TE,NE,13421,285,306.3,48,47.38,,,,48.0,306.3,48,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Kareem Hunt,RB,,4098,286,306.3,95,95.91,,,0,95.0,306.3,94,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Roschon Johnson,RB,CHI,10235,287,299.8,94,93.74,90,93,3,96.74,306.9,95,7.1,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Ameer Abdullah,RB,JAC,2359,288,307.0,97,96.18,,,0,97.0,307.0,96,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Trey Benson,RB,ARI,11589,289,415.5,140,140.16,91,48,-43,97.16,307.6,97,-107.9,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Elijah Sarratt,WR,BAL,13268,290,309.3,110,110.81,,95,0,110.0,309.3,107,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,KaVontae Turpin,WR,DAL,8917,291,309.7,111,110.3,,,0,111.0,309.7,108,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Riley Leonard,QB,IND,12470,292,310.0,39,38.52,,,,39.0,310.0,39,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Frank Gore Jr.,RB,BUF,11573,293,311.0,98,97.89,,,0,98.0,311.0,98,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Dont'e Thornton Jr.,WR,LV,12541,294,312.0,112,112.77,,,0,112.0,312.0,109,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Andrei Iosivas,WR,CIN,10226,295,312.3,113,113.2,,,0,113.0,312.3,110,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jimmy Horn Jr.,WR,CAR,12523,296,312.5,114,113.57,,,0,114.0,312.5,111,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Cooper Kupp,WR,SEA,4039,297,215.0,83,83.86,73,104,31,114.86,312.9,112,97.9,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Brandon Aiyuk,WR,SF,6803,298,338.3,147,146.12,107,77,-30,116.12,313.0,113,-25.3,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Myles Price,WR,MIN,13075,299,313.0,117,116.0,,,0,117.0,313.0,114,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Skyler Bell,WR,BUF,13402,300,300.8,107,107.32,89,97,8,115.32,313.0,115,12.2,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Xavier Hutchinson,WR,HOU,10218,301,313.0,115,116.0,,,0,115.0,313.0,116,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Demarcus Robinson,WR,SF,3286,302,313.3,119,118.0,,,0,119.0,313.3,117,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Devontez Walker,WR,BAL,11629,303,313.3,118,119.0,,,0,118.0,313.3,118,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Jack Bech,WR,LV,12483,304,313.0,116,115.0,101,105,4,119.0,313.3,119,0.3,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Bryce Lance,WR,NO,13420,305,303.3,108,108.06,92,103,11,119.06,313.4,120,10.1,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Mason Taylor,TE,NYJ,12498,306,314.0,49,49.77,,,,49.0,314.0,49,,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
2026,Efton Chism III,WR,NE,12542,307,314.5,120,120.41,,,0,120.0,314.5,121,0.0,fantasypros_bestball_2026_final_closing,fantasypros_half_2026_final_closing
