value_basis,format,year,player_id,name,position,value,season_pts
comp,hwang,2021,4034,Christian McCaffrey,RB,13435,90.5
comp,hwang,2021,4029,Dalvin Cook,RB,9998,164.1
comp,hwang,2021,4035,Alvin Kamara,RB,9812,171.5
comp,hwang,2021,4046,Patrick Mahomes,QB,9770,335.5
comp,hwang,2021,4984,Josh Allen,QB,9639,378.7
comp,hwang,2021,3198,Derrick Henry,RB,9387,175.3
comp,hwang,2021,3164,Ezekiel Elliott,RB,9168,196.1
comp,hwang,2021,6813,Jonathan Taylor,RB,8860,323.6
comp,hwang,2021,5849,Kyler Murray,QB,8498,283.4
comp,hwang,2021,4663,Austin Ekeler,RB,8377,249.9
comp,hwang,2021,4866,Saquon Barkley,RB,8352,102.7
comp,hwang,2021,4199,Aaron Jones,RB,8223,177
comp,hwang,2021,4988,Nick Chubb,RB,7968,189.3
comp,hwang,2021,6945,Antonio Gibson,RB,7759,166
comp,hwang,2021,7528,Najee Harris,RB,7738,221.2
comp,hwang,2021,4881,Lamar Jackson,QB,7601,240
comp,hwang,2021,3294,Dak Prescott,QB,7509,288.8
comp,hwang,2021,4018,Joe Mixon,RB,7444,245.9
comp,hwang,2021,6820,Clyde Edwards-Helaire,RB,7330,98.6
comp,hwang,2021,5892,David Montgomery,RB,6956,145.1
comp,hwang,2021,1234,Russell Wilson,QB,6749,218.8
comp,hwang,2021,96,Aaron Rodgers,QB,6565,318.1
comp,hwang,2021,6790,D'Andre Swift,RB,6422,136.3
comp,hwang,2021,2133,Davante Adams,WR,6195,215.8
comp,hwang,2021,1466,Travis Kelce,TE,6159,205.4
comp,hwang,2021,6797,Justin Herbert,QB,6127,353.3
comp,hwang,2021,5850,Josh Jacobs,RB,5967,151.6
comp,hwang,2021,6151,Miles Sanders,RB,5843,91.2
comp,hwang,2021,2505,Darren Waller,TE,5830,102.8
comp,hwang,2021,6955,James Robinson,RB,5817,142.9
comp,hwang,2021,7588,Javonte Williams,RB,5805,155.5
comp,hwang,2021,3321,Tyreek Hill,WR,5771,185.3
comp,hwang,2021,421,Matthew Stafford,QB,5697,312.2
comp,hwang,2021,4217,George Kittle,TE,5657,159
comp,hwang,2021,2449,Stefon Diggs,WR,5633,168.4
comp,hwang,2021,6904,Jalen Hurts,QB,5447,312.2
comp,hwang,2021,5846,DK Metcalf,WR,5427,163.5
comp,hwang,2021,4981,Calvin Ridley,WR,5355,40.1
comp,hwang,2021,1426,DeAndre Hopkins,WR,5307,105.2
comp,hwang,2021,1049,Ryan Tannehill,QB,5305,241.1
comp,hwang,2021,5859,A.J. Brown,WR,5244,105.1
comp,hwang,2021,7553,Kyle Pitts,TE,5224,140.8
comp,hwang,2021,5980,Myles Gaskin,RB,5193,123.6
comp,hwang,2021,6794,Justin Jefferson,WR,5075,205.3
comp,hwang,2021,4098,Kareem Hunt,RB,5027,88
comp,hwang,2021,1479,Keenan Allen,WR,4872,146.6
