value_basis,format,scope,year,archetype_id,pair_key,pos_a,pos_b,pair_plugs,weight_sum,total_hvorp_a,total_hvorp_b,rel_diff_pct
comp,hwang,overall,,,QB_vs_RB,QB,RB,1474400,1165089.67,99704165.9,101967985,-2.2
comp,hwang,overall,,,QB_vs_WR,QB,WR,2413000,1418286.35,97140279.7,92740873.4,4.6
comp,hwang,overall,,,QB_vs_TE,QB,TE,953800,467480.39,30702260.8,29162189.1,5.1
comp,hwang,overall,,,RB_vs_WR,RB,WR,3895000,2152050.48,145143069.7,144958080.4,0.1
comp,hwang,overall,,,RB_vs_TE,RB,TE,1383200,666585.22,43836004.6,41035905.9,6.6
comp,hwang,overall,,,WR_vs_TE,WR,TE,3097000,1248610.46,67418709.4,68831351.5,-2.1
comp,hwang,year,2021,,QB_vs_RB,QB,RB,190000,200726.65,21400729.7,20193329.7,5.8
comp,hwang,year,2021,,QB_vs_WR,QB,WR,357200,204710.39,12579960.5,16817401.6,-28.8
comp,hwang,year,2021,,QB_vs_TE,QB,TE,129200,57712.68,5093380,4596795.5,10.2
comp,hwang,year,2021,,RB_vs_WR,RB,WR,334400,192681.62,11301576.4,16903841.1,-39.7
comp,hwang,year,2021,,RB_vs_TE,RB,TE,121600,67246.12,5102300.6,5832258.5,-13.4
comp,hwang,year,2021,,WR_vs_TE,WR,TE,368600,126277.68,9403996.7,9513616.6,-1.2
comp,hwang,archetype,2021,2024_1,QB_vs_RB,QB,RB,10000,9954.88,1479359.8,1016944.9,37
comp,hwang,archetype,2021,2024_1,QB_vs_WR,QB,WR,18800,10152.45,1022088.6,929311.6,9.5
comp,hwang,archetype,2021,2024_1,QB_vs_TE,QB,TE,6800,2862.21,367217.6,245624.7,39.7
comp,hwang,archetype,2021,2024_1,RB_vs_WR,RB,WR,17600,9555.89,556266.2,933201.2,-50.6
comp,hwang,archetype,2021,2024_1,RB_vs_TE,RB,TE,6400,3335.02,250190.8,309507.8,-21.2
comp,hwang,archetype,2021,2024_1,WR_vs_TE,WR,TE,19400,6262.64,522882.3,516229.1,1.3
comp,hwang,archetype,2021,2024_2,QB_vs_RB,QB,RB,10000,9461.24,1128065.6,1015753.6,10.5
comp,hwang,archetype,2021,2024_2,QB_vs_WR,QB,WR,18800,9649.01,705119,887379.5,-22.9
comp,hwang,archetype,2021,2024_2,QB_vs_TE,QB,TE,6800,2720.28,297817.9,259674.3,13.7
comp,hwang,archetype,2021,2024_2,RB_vs_WR,RB,WR,17600,9082.03,594016.2,892504.6,-40.2
comp,hwang,archetype,2021,2024_2,RB_vs_TE,RB,TE,6400,3169.64,269934.4,326095.5,-18.8
comp,hwang,archetype,2021,2024_2,WR_vs_TE,WR,TE,19400,5952.09,499461.7,543345,-8.4
comp,hwang,archetype,2021,2024_3,QB_vs_RB,QB,RB,10000,10149.21,1285267.5,1061763.4,19
comp,hwang,archetype,2021,2024_3,QB_vs_WR,QB,WR,18800,10350.64,737326.1,1012896.8,-31.5
comp,hwang,archetype,2021,2024_3,QB_vs_TE,QB,TE,6800,2918.09,299571.4,258229.5,14.8
comp,hwang,archetype,2021,2024_3,RB_vs_WR,RB,WR,17600,9742.44,605383.5,1013515.7,-50.4
comp,hwang,archetype,2021,2024_3,RB_vs_TE,RB,TE,6400,3400.12,269914.2,326910.4,-19.1
comp,hwang,archetype,2021,2024_3,WR_vs_TE,WR,TE,19400,6384.9,571637.6,544652.4,4.8
comp,hwang,archetype,2021,2024_4,QB_vs_RB,QB,RB,10000,10164.5,1204644.9,1079563.4,11
