year,archetype_id,archetype_label,build_index,variant,stack_class,stack_count,roster_rb1_qb_stack,any_qb_rb_same_team,season_total,weekly_std,roster_value,stack_teams,stack_names,roster_rb1_name,roster_rb1_team
2022,2025_4,2025 #4 — The Ladds (12-6),38,multi,multi,2,1,1,2208.6,17.38,81827,KC|SF,Patrick Mahomes/Clyde Edwards-Helaire (KC); Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_4,2025 #4 — The Ladds (12-6),39,natural,none,0,0,1,2021.2,17.12,80717,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),39,none,none,0,0,1,2021.2,17.12,80717,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),39,single,single,1,1,1,1941.3,16.19,81140,LAC,Justin Herbert/Austin Ekeler (LAC),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),39,multi,multi,2,1,1,2070,21.52,81042,LAC|CAR,Justin Herbert/Austin Ekeler (LAC); Sam Darnold/D'Onta Foreman (CAR),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),40,natural,none,0,0,1,2142.1,28.72,77868,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),40,none,none,0,0,1,2142.1,28.72,77868,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),40,single,single,1,1,1,2184,29.03,79492,LAC,Justin Herbert/Austin Ekeler (LAC),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),40,multi,multi,2,1,1,2239.9,28.54,79260,LAC|LV,Justin Herbert/Austin Ekeler (LAC); Derek Carr/Josh Jacobs (LV),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),41,natural,none,0,0,1,1967.6,23.82,79204,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),41,none,none,0,0,1,1967.6,23.82,79204,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),41,single,single,1,0,1,1939.6,21.83,78979,BAL,Lamar Jackson/J.K. Dobbins (BAL),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),41,multi,multi,2,1,1,1999.9,24.9,80036,BAL|SF,Lamar Jackson/J.K. Dobbins (BAL); Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_4,2025 #4 — The Ladds (12-6),42,natural,none,0,0,1,2292.5,28.24,77427,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),42,none,none,0,0,1,2292.5,28.24,77427,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),42,single,single,1,0,1,2315.3,28.95,77411,CAR,Sam Darnold/D'Onta Foreman (CAR),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),42,multi,multi,2,0,1,2185,29.1,77774,BAL|CAR,Lamar Jackson/J.K. Dobbins (BAL); Sam Darnold/D'Onta Foreman (CAR),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),43,natural,none,0,0,1,2698,27.44,79556,,,Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),43,none,none,0,0,1,2698,27.44,79556,,,Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),43,single,single,1,1,1,2675.3,28.3,80150,LAC,Justin Herbert/Austin Ekeler (LAC),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),43,multi,multi,2,1,1,2667.3,23.98,79411,LAC|LV,Justin Herbert/Austin Ekeler (LAC); Derek Carr/Josh Jacobs (LV),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),44,natural,none,0,0,0,2373.6,26.62,80226,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),44,none,none,0,0,0,2373.6,26.62,80226,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),44,single,single,1,0,1,2242.3,26.05,80814,BAL,Lamar Jackson/J.K. Dobbins (BAL),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),44,multi,multi,2,1,1,2236.5,30.53,81685,BAL|SF,Lamar Jackson/J.K. Dobbins (BAL); Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_4,2025 #4 — The Ladds (12-6),45,natural,none,0,0,1,2422.2,27.03,78744,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),45,none,none,0,0,1,2422.2,27.03,78744,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),45,single,single,1,0,1,2378.1,27.05,78517,WAS,Sam Howell/Antonio Gibson (WAS),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),45,multi,multi,2,1,1,2432.3,26.6,79574,SF|WAS,Trey Lance/Christian McCaffrey (SF); Sam Howell/Antonio Gibson (WAS),Christian McCaffrey,SF
2022,2025_4,2025 #4 — The Ladds (12-6),46,natural,none,0,0,0,2110.8,26.64,77926,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),46,none,none,0,0,0,2110.8,26.64,77926,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),46,single,single,1,0,1,2062.8,26.76,77997,BAL,Lamar Jackson/J.K. Dobbins (BAL),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),46,multi,multi,2,0,1,2116.3,25.13,78018,BAL|WAS,Lamar Jackson/J.K. Dobbins (BAL); Sam Howell/Antonio Gibson (WAS),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),47,natural,none,0,0,0,2327.3,24.8,79402,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),47,none,none,0,0,0,2327.3,24.8,79402,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),47,single,single,1,1,1,2315.6,23.81,81026,LAC,Justin Herbert/Austin Ekeler (LAC),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),47,multi,multi,2,1,1,2323.7,26.24,81457,LAC|DAL,Justin Herbert/Austin Ekeler (LAC); Dak Prescott/Ezekiel Elliott (DAL),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),48,natural,none,0,0,1,2460.9,19.81,80593,,,Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),48,none,none,0,0,1,2460.9,19.81,80593,,,Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),48,single,single,1,0,1,2346.8,23.34,79206,BAL,Lamar Jackson/J.K. Dobbins (BAL),Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),48,multi,multi,2,0,1,2390.1,24.52,78935,BAL|WAS,Lamar Jackson/J.K. Dobbins (BAL); Sam Howell/Antonio Gibson (WAS),Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),49,natural,single,1,0,1,2392.1,24.93,79943,KC,Patrick Mahomes/Clyde Edwards-Helaire (KC),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),49,none,none,0,0,1,2365.8,25.13,79974,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),49,single,single,1,0,1,2392.1,24.93,79943,KC,Patrick Mahomes/Clyde Edwards-Helaire (KC),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),49,multi,multi,2,0,1,2433.6,26.41,79672,KC|WAS,Patrick Mahomes/Clyde Edwards-Helaire (KC); Sam Howell/Antonio Gibson (WAS),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),50,natural,none,0,0,0,2192.5,18.89,78006,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),50,none,none,0,0,0,2192.5,18.89,78006,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),50,single,single,1,0,1,2166,19.39,78105,WAS,Sam Howell/Antonio Gibson (WAS),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),50,multi,multi,2,0,1,2031.7,20.31,78468,BAL|WAS,Lamar Jackson/J.K. Dobbins (BAL); Sam Howell/Antonio Gibson (WAS),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),51,natural,single,1,0,1,2058.2,22.05,79335,BAL,Lamar Jackson/J.K. Dobbins (BAL),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),51,none,none,0,0,0,2169.7,25.03,79162,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),51,single,single,1,0,1,2058.2,22.05,79335,BAL,Lamar Jackson/J.K. Dobbins (BAL),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),51,multi,multi,2,0,1,2168.5,24.88,79428,BAL|CAR,Lamar Jackson/J.K. Dobbins (BAL); Sam Darnold/D'Onta Foreman (CAR),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),52,natural,none,0,0,1,2233.7,22.64,77671,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),52,none,none,0,0,1,2233.7,22.64,77671,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),52,single,single,1,0,1,2370.6,19.16,79058,KC,Patrick Mahomes/Clyde Edwards-Helaire (KC),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),52,multi,multi,2,0,1,2350.6,18.78,79438,KC|LA,Patrick Mahomes/Clyde Edwards-Helaire (KC); Matthew Stafford/Cam Akers (LA),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),53,natural,none,0,0,1,2378.6,28.59,77046,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),53,none,none,0,0,1,2378.6,28.59,77046,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),53,single,single,1,0,1,2269.7,26.91,77634,BAL,Lamar Jackson/J.K. Dobbins (BAL),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),53,multi,multi,2,0,1,2423.1,23.23,77833,BAL|SEA,Lamar Jackson/J.K. Dobbins (BAL); Geno Smith/Rashaad Penny (SEA),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),54,natural,none,0,0,1,2436.9,21.4,80448,,,Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),54,none,none,0,0,1,2436.9,21.4,80448,,,Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),54,single,single,1,0,1,2259.1,31.21,78836,BAL,Lamar Jackson/J.K. Dobbins (BAL),Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),54,multi,multi,2,0,1,2253.1,31.78,79533,BAL|LA,Lamar Jackson/J.K. Dobbins (BAL); Matthew Stafford/Cam Akers (LA),Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),55,natural,none,0,0,1,2174.4,18.04,80344,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),55,none,none,0,0,1,2174.4,18.04,80344,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),55,single,single,1,0,1,2198.7,16.91,80313,KC,Patrick Mahomes/Clyde Edwards-Helaire (KC),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),55,multi,multi,2,1,1,2143.9,19.57,81523,KC|SF,Patrick Mahomes/Clyde Edwards-Helaire (KC); Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_4,2025 #4 — The Ladds (12-6),56,natural,none,0,0,1,2233.6,28.06,80116,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),56,none,none,0,0,1,2233.6,28.06,80116,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),56,single,single,1,1,1,2092.6,30.1,80353,LAC,Justin Herbert/Austin Ekeler (LAC),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),56,multi,multi,2,1,1,2194,29.38,80736,LAC|SEA,Justin Herbert/Austin Ekeler (LAC); Geno Smith/Rashaad Penny (SEA),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),57,natural,single,1,0,1,2370.9,25.27,79996,CAR,Sam Darnold/D'Onta Foreman (CAR),Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),57,none,none,0,0,0,2302.8,23.58,79996,,,Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),57,single,single,1,0,1,2370.9,25.27,79996,CAR,Sam Darnold/D'Onta Foreman (CAR),Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),57,multi,multi,2,0,1,2325,26.44,79750,BAL|CAR,Lamar Jackson/J.K. Dobbins (BAL); Sam Darnold/D'Onta Foreman (CAR),Najee Harris,PIT
2022,2025_4,2025 #4 — The Ladds (12-6),58,natural,none,0,0,0,2540.4,22.9,79880,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),58,none,none,0,0,0,2540.4,22.9,79880,,,Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),58,single,single,1,1,1,2400.5,26.01,80117,LAC,Justin Herbert/Austin Ekeler (LAC),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),58,multi,multi,2,1,1,2520,27.95,80101,LAC|CAR,Justin Herbert/Austin Ekeler (LAC); Sam Darnold/D'Onta Foreman (CAR),Austin Ekeler,LAC
2022,2025_4,2025 #4 — The Ladds (12-6),59,natural,none,0,0,1,2405,23.7,78367,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),59,none,none,0,0,1,2405,23.7,78367,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),59,single,single,1,0,1,2367.8,21.9,78140,WAS,Sam Howell/Antonio Gibson (WAS),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),59,multi,multi,2,0,1,2220.8,19.31,78503,BAL|WAS,Lamar Jackson/J.K. Dobbins (BAL); Sam Howell/Antonio Gibson (WAS),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),60,natural,none,0,0,1,2238.4,18.05,80644,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),60,none,none,0,0,1,2238.4,18.05,80644,,,Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),60,single,single,1,0,1,2094.4,26.21,79257,BAL,Lamar Jackson/J.K. Dobbins (BAL),Dalvin Cook,MIN
2022,2025_4,2025 #4 — The Ladds (12-6),60,multi,multi,2,0,1,2147.3,26.9,78986,BAL|WAS,Lamar Jackson/J.K. Dobbins (BAL); Sam Howell/Antonio Gibson (WAS),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),1,natural,none,0,0,0,2121.3,18.37,68601,,,Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),1,none,none,0,0,0,2121.3,18.37,68601,,,Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),1,single,single,1,0,1,2073.2,18.52,68788,LA,Matthew Stafford/Cam Akers (LA),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),1,multi,multi,2,0,1,2090.4,18.07,67668,LA|GB,Matthew Stafford/Cam Akers (LA); Aaron Rodgers/Aaron Jones (GB),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),2,natural,none,0,0,0,2339.7,16.47,70932,,,Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),2,none,none,0,0,0,2339.7,16.47,70932,,,Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),2,single,single,1,1,1,2127.8,14.41,70141,SF,Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),2,multi,multi,2,1,1,2121.7,16.06,70835,SF|DAL,Trey Lance/Christian McCaffrey (SF); Dak Prescott/Ezekiel Elliott (DAL),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),3,natural,none,0,0,0,2280.8,27.25,68564,,,Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),3,none,none,0,0,0,2280.8,27.25,68564,,,Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),3,single,single,1,0,1,2272.5,25.23,68609,GB,Aaron Rodgers/Aaron Jones (GB),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),3,multi,multi,2,0,1,2277.1,23.93,68181,GB|HOU,Aaron Rodgers/Aaron Jones (GB); Davis Mills/Dameon Pierce (HOU),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),4,natural,none,0,0,0,2386,21.03,70942,,,Austin Ekeler,LAC
2022,2025_5,2025 #5 — House of Hwang (11-7),4,none,none,0,0,0,2386,21.03,70942,,,Austin Ekeler,LAC
2022,2025_5,2025 #5 — House of Hwang (11-7),4,single,single,1,0,1,2384.1,21.35,70679,HOU,Davis Mills/Dameon Pierce (HOU),Austin Ekeler,LAC
2022,2025_5,2025 #5 — House of Hwang (11-7),4,multi,multi,2,1,1,2320.3,17.68,71167,SF|HOU,Trey Lance/Christian McCaffrey (SF); Davis Mills/Dameon Pierce (HOU),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),5,natural,single,1,1,1,2015.3,17.97,67858,MIN,Kirk Cousins/Dalvin Cook (MIN),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),5,none,none,0,0,1,1967.2,15.13,70232,,,Jonathan Taylor,IND
2022,2025_5,2025 #5 — House of Hwang (11-7),5,single,single,1,1,1,2015.3,17.97,67858,MIN,Kirk Cousins/Dalvin Cook (MIN),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),5,multi,multi,2,1,1,2139.3,19.11,67705,DAL|MIN,Dak Prescott/Ezekiel Elliott (DAL); Kirk Cousins/Dalvin Cook (MIN),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),6,natural,single,1,1,1,2077.2,23.17,68093,SF,Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),6,none,none,0,0,0,1992.1,21.18,66865,,,Najee Harris,PIT
2022,2025_5,2025 #5 — House of Hwang (11-7),6,single,single,1,1,1,2077.2,23.17,68093,SF,Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),6,multi,multi,2,1,1,2091.2,22.25,68203,SF|GB,Trey Lance/Christian McCaffrey (SF); Aaron Rodgers/Aaron Jones (GB),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),7,natural,multi,2,1,1,2475.5,26.45,68039,MIN|HOU,Kirk Cousins/Dalvin Cook (MIN); Davis Mills/Dameon Pierce (HOU),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),7,none,none,0,0,1,2466.9,18.38,68383,,,Najee Harris,PIT
2022,2025_5,2025 #5 — House of Hwang (11-7),7,single,single,1,1,1,2496.1,23.13,68554,MIN,Kirk Cousins/Dalvin Cook (MIN),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),7,multi,multi,2,1,1,2475.5,26.45,68039,MIN|HOU,Kirk Cousins/Dalvin Cook (MIN); Davis Mills/Dameon Pierce (HOU),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),8,natural,none,0,0,1,2312.1,14.46,68865,,,Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),8,none,none,0,0,1,2312.1,14.46,68865,,,Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),8,single,single,1,1,1,2237.9,18.05,68482,SF,Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),8,multi,multi,2,1,1,2145,19.41,68669,SF|LA,Trey Lance/Christian McCaffrey (SF); Matthew Stafford/Cam Akers (LA),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),9,natural,multi,2,1,1,2243.7,18.8,69893,SF|NYJ,Trey Lance/Christian McCaffrey (SF); Zach Wilson/Breece Hall (NYJ),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),9,none,none,0,0,0,2290.5,18.17,69474,,,Austin Ekeler,LAC
2022,2025_5,2025 #5 — House of Hwang (11-7),9,single,single,1,1,1,2281.9,19,70345,SF,Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),9,multi,multi,2,1,1,2243.7,18.8,69893,SF|NYJ,Trey Lance/Christian McCaffrey (SF); Zach Wilson/Breece Hall (NYJ),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),10,natural,none,0,0,0,2114.4,27.94,67175,,,Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),10,none,none,0,0,0,2114.4,27.94,67175,,,Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),10,single,single,1,1,1,2153.2,31.05,67047,MIN,Kirk Cousins/Dalvin Cook (MIN),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),10,multi,multi,2,1,1,2159.8,28.65,67326,MIN|HOU,Kirk Cousins/Dalvin Cook (MIN); Davis Mills/Dameon Pierce (HOU),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),11,natural,none,0,0,0,2440.4,15.31,69702,,,Austin Ekeler,LAC
2022,2025_5,2025 #5 — House of Hwang (11-7),11,none,none,0,0,0,2440.4,15.31,69702,,,Austin Ekeler,LAC
2022,2025_5,2025 #5 — House of Hwang (11-7),11,single,single,1,1,1,2437.2,18.14,70573,SF,Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),11,multi,multi,2,1,1,2428.2,21.41,71267,SF|DAL,Trey Lance/Christian McCaffrey (SF); Dak Prescott/Ezekiel Elliott (DAL),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),12,natural,single,1,0,1,2362.9,24.55,68279,HOU,Davis Mills/Dameon Pierce (HOU),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),12,none,none,0,0,0,2343.6,24.25,68659,,,Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),12,single,single,1,0,1,2362.9,24.55,68279,HOU,Davis Mills/Dameon Pierce (HOU),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),12,multi,multi,2,0,1,2425,24.01,68126,DAL|HOU,Dak Prescott/Ezekiel Elliott (DAL); Davis Mills/Dameon Pierce (HOU),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),13,natural,none,0,0,1,2056.5,13.94,67845,,,Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),13,none,none,0,0,1,2056.5,13.94,67845,,,Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),13,single,single,1,0,1,1966.3,15.76,68032,LA,Matthew Stafford/Cam Akers (LA),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),13,multi,multi,2,0,1,1995.3,12.82,67769,LA|HOU,Matthew Stafford/Cam Akers (LA); Davis Mills/Dameon Pierce (HOU),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),14,natural,single,1,1,1,2232,24.15,68734,SF,Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),14,none,none,0,0,1,2144.8,21.89,67506,,,Najee Harris,PIT
2022,2025_5,2025 #5 — House of Hwang (11-7),14,single,single,1,1,1,2232,24.15,68734,SF,Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),14,multi,multi,2,1,1,2256.3,26.01,68755,SF|HOU,Trey Lance/Christian McCaffrey (SF); Davis Mills/Dameon Pierce (HOU),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),15,natural,none,0,0,0,2226,19.01,67710,,,Austin Ekeler,LAC
2022,2025_5,2025 #5 — House of Hwang (11-7),15,none,none,0,0,0,2226,19.01,67710,,,Austin Ekeler,LAC
2022,2025_5,2025 #5 — House of Hwang (11-7),15,single,single,1,1,1,2118.5,20.07,68198,SF,Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),15,multi,multi,2,1,1,2098.4,18.25,68937,SF|DAL,Trey Lance/Christian McCaffrey (SF); Dak Prescott/Ezekiel Elliott (DAL),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),16,natural,none,0,0,0,2448.2,23.18,67199,,,Austin Ekeler,LAC
2022,2025_5,2025 #5 — House of Hwang (11-7),16,none,none,0,0,0,2448.2,23.18,67199,,,Austin Ekeler,LAC
2022,2025_5,2025 #5 — House of Hwang (11-7),16,single,single,1,1,1,2387.6,24.03,67013,MIN,Kirk Cousins/Dalvin Cook (MIN),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),16,multi,multi,2,1,1,2410.5,22.1,67463,MIN|NYJ,Kirk Cousins/Dalvin Cook (MIN); Zach Wilson/Breece Hall (NYJ),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),17,natural,single,1,0,1,2360.9,21.82,68599,HOU,Davis Mills/Dameon Pierce (HOU),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),17,none,none,0,0,1,2352.4,18.85,68979,,,Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),17,single,single,1,0,1,2360.9,21.82,68599,HOU,Davis Mills/Dameon Pierce (HOU),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),17,multi,multi,2,0,1,2380.7,25.48,68479,CHI|HOU,Justin Fields/David Montgomery (CHI); Davis Mills/Dameon Pierce (HOU),Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),18,natural,single,1,1,1,2056.6,31.44,66903,MIN,Kirk Cousins/Dalvin Cook (MIN),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),18,none,none,0,0,1,2027.5,28.99,66732,,,Najee Harris,PIT
2022,2025_5,2025 #5 — House of Hwang (11-7),18,single,single,1,1,1,2056.6,31.44,66903,MIN,Kirk Cousins/Dalvin Cook (MIN),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),18,multi,multi,2,1,1,2170.7,32.42,66750,DAL|MIN,Dak Prescott/Ezekiel Elliott (DAL); Kirk Cousins/Dalvin Cook (MIN),Dalvin Cook,MIN
2022,2025_5,2025 #5 — House of Hwang (11-7),19,natural,none,0,0,0,2326.2,20,71032,,,Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),19,none,none,0,0,0,2326.2,20,71032,,,Christian McCaffrey,SF
2022,2025_5,2025 #5 — House of Hwang (11-7),19,single,single,1,1,1,2279.4,20.72,70649,SF,Trey Lance/Christian McCaffrey (SF),Christian McCaffrey,SF
