value_basis,format,year,archetype_id,player_id,avg_hvorp,avg_hvorp_weighted,build_count,avg_base_total
ktc,hwang,2021,2024_1,6805,1.7,1.6,200,1760
ktc,hwang,2021,2024_1,6806,0,0,200,1760
ktc,hwang,2021,2024_1,6813,283.6,282.5,200,1760
ktc,hwang,2021,2024_1,6814,30.8,30.2,200,1760
ktc,hwang,2021,2024_1,6819,102.1,101.2,200,1760
ktc,hwang,2021,2024_1,6820,75,74.5,200,1760
ktc,hwang,2021,2024_1,6824,55.3,54.9,200,1760
ktc,hwang,2021,2024_1,6826,54.9,54.3,200,1760
ktc,hwang,2021,2024_1,6828,110.9,110.1,200,1760
ktc,hwang,2021,2024_1,6843,35.4,35,200,1760
ktc,hwang,2021,2024_1,6845,57.3,56.6,200,1760
ktc,hwang,2021,2024_1,6847,25.2,24.8,200,1760
ktc,hwang,2021,2024_1,6849,3.9,3.7,200,1760
ktc,hwang,2021,2024_1,6850,26.6,26.2,200,1760
ktc,hwang,2021,2024_1,6853,85.4,84.7,200,1760
ktc,hwang,2021,2024_1,6865,0.4,0.4,200,1760
ktc,hwang,2021,2024_1,6869,24.2,23.9,200,1760
ktc,hwang,2021,2024_1,6885,16.5,16.3,200,1760
ktc,hwang,2021,2024_1,6886,64.2,63.4,200,1760
ktc,hwang,2021,2024_1,6904,208.1,206.7,200,1760
ktc,hwang,2021,2024_1,6918,10.6,10.4,200,1760
ktc,hwang,2021,2024_1,6920,0,0,200,1760
ktc,hwang,2021,2024_1,6927,31.6,31,200,1760
ktc,hwang,2021,2024_1,6931,23.8,23.5,200,1760
ktc,hwang,2021,2024_1,6943,62.7,62.2,200,1760
ktc,hwang,2021,2024_1,6945,136.4,135.4,200,1760
ktc,hwang,2021,2024_1,6951,9.2,9.1,200,1760
ktc,hwang,2021,2024_1,6955,110.4,109.6,200,1760
ktc,hwang,2021,2024_1,6960,16.9,16.5,200,1760
ktc,hwang,2021,2024_1,6989,76.5,75.8,200,1760
ktc,hwang,2021,2024_1,7002,23.7,23.4,200,1760
ktc,hwang,2021,2024_1,7021,0,0,200,1760
ktc,hwang,2021,2024_1,7045,4.2,4.1,200,1760
ktc,hwang,2021,2024_1,7049,24.5,24.2,200,1760
ktc,hwang,2021,2024_1,7066,75.5,75.1,200,1760
ktc,hwang,2021,2024_1,7083,58.5,58,200,1760
ktc,hwang,2021,2024_1,7090,93.4,92.6,200,1760
ktc,hwang,2021,2024_1,7496,35.5,34.9,200,1760
ktc,hwang,2021,2024_1,7523,82.5,80.4,200,1760
ktc,hwang,2021,2024_1,7525,84.9,84.1,200,1760
ktc,hwang,2021,2024_1,7526,99.5,98.7,200,1760
ktc,hwang,2021,2024_1,7527,104.5,102,200,1760
ktc,hwang,2021,2024_1,7528,181.8,180.8,200,1760
ktc,hwang,2021,2024_1,7529,0,0,200,1760
ktc,hwang,2021,2024_1,7533,12.3,12.1,200,1760
ktc,hwang,2021,2024_1,7535,0.4,0.4,200,1760
ktc,hwang,2021,2024_1,7538,74.5,72.8,200,1760
ktc,hwang,2021,2024_1,7543,0,0,200,1760
ktc,hwang,2021,2024_1,7547,91.6,91,200,1760
ktc,hwang,2021,2024_1,7551,7.8,7.7,200,1760
ktc,hwang,2021,2024_1,7553,101.5,100.7,200,1760
ktc,hwang,2021,2024_1,7559,5,4.9,200,1760
ktc,hwang,2021,2024_1,7561,111.7,111,200,1760
ktc,hwang,2021,2024_1,7562,0,0,200,1760
ktc,hwang,2021,2024_1,7564,185.9,184.9,200,1760
ktc,hwang,2021,2024_1,7565,4.4,4.2,200,1760
ktc,hwang,2021,2024_1,7567,50.6,50,200,1760
ktc,hwang,2021,2024_1,7568,30.9,30.6,200,1760
ktc,hwang,2021,2024_1,7569,23.9,23.4,200,1760
ktc,hwang,2021,2024_1,7571,38.2,37.7,200,1760
ktc,hwang,2021,2024_1,7585,72.2,70.8,200,1760
