value_basis,format,year,archetype_id,player_id,avg_hvorp,avg_hvorp_weighted,build_count,avg_base_total
comp,hwang,2021,2024_1,96,185,183.3,200,2128
comp,hwang,2021,2024_1,421,164.8,163,200,2128
comp,hwang,2021,2024_1,827,34.8,34.1,200,2128
comp,hwang,2021,2024_1,1049,99.6,98,200,2128
comp,hwang,2021,2024_1,1166,168.4,167.1,200,2128
comp,hwang,2021,2024_1,1234,103.1,101.7,200,2128
comp,hwang,2021,2024_1,1339,80.1,79.6,200,2128
comp,hwang,2021,2024_1,1352,61.1,60.6,200,2128
comp,hwang,2021,2024_1,1426,75.1,74.6,200,2128
comp,hwang,2021,2024_1,1466,150.6,150,200,2128
comp,hwang,2021,2024_1,1479,97.4,96.6,200,2128
comp,hwang,2021,2024_1,1535,125.6,124.8,200,2128
comp,hwang,2021,2024_1,1689,93.5,92.9,200,2128
comp,hwang,2021,2024_1,1837,104.3,102.9,200,2128
comp,hwang,2021,2024_1,2028,123.5,122.1,200,2128
comp,hwang,2021,2024_1,2133,167.8,167,200,2128
comp,hwang,2021,2024_1,2161,2.8,2.7,200,2128
comp,hwang,2021,2024_1,2197,99.6,98.9,200,2128
comp,hwang,2021,2024_1,2216,125.2,124.5,200,2128
comp,hwang,2021,2024_1,2306,54.4,53.8,200,2128
comp,hwang,2021,2024_1,2307,1.5,1.4,200,2128
comp,hwang,2021,2024_1,2309,85.7,85.1,200,2128
comp,hwang,2021,2024_1,2319,35.4,35,200,2128
comp,hwang,2021,2024_1,2325,32.2,31.8,200,2128
comp,hwang,2021,2024_1,2374,104.9,104.3,200,2128
comp,hwang,2021,2024_1,2449,115.8,114.9,200,2128
comp,hwang,2021,2024_1,2505,59.2,58.8,200,2128
comp,hwang,2021,2024_1,2711,114,113.1,200,2128
comp,hwang,2021,2024_1,2749,0,0,200,2128
comp,hwang,2021,2024_1,3163,73.9,72.7,200,2128
comp,hwang,2021,2024_1,3164,152.4,151.7,200,2128
comp,hwang,2021,2024_1,3198,139.7,139.2,200,2128
comp,hwang,2021,2024_1,3199,0,0,200,2128
comp,hwang,2021,2024_1,3202,35.1,34.8,200,2128
comp,hwang,2021,2024_1,3214,75,74.5,200,2128
comp,hwang,2021,2024_1,3225,77.2,76.6,200,2128
comp,hwang,2021,2024_1,3271,52.8,52.3,200,2128
comp,hwang,2021,2024_1,3286,23.9,23.6,200,2128
comp,hwang,2021,2024_1,3294,155.9,154.4,200,2128
comp,hwang,2021,2024_1,3321,138.3,137.6,200,2128
comp,hwang,2021,2024_1,3976,0.3,0.3,200,2128
comp,hwang,2021,2024_1,4018,194.8,194.3,200,2128
comp,hwang,2021,2024_1,4029,126.1,125.6,200,2128
comp,hwang,2021,2024_1,4033,49.3,48.9,200,2128
comp,hwang,2021,2024_1,4034,68.2,67.8,200,2128
comp,hwang,2021,2024_1,4035,127.4,126.7,200,2128
comp,hwang,2021,2024_1,4037,102.7,102,200,2128
comp,hwang,2021,2024_1,4039,223.8,223,200,2128
comp,hwang,2021,2024_1,4040,8.5,8.4,200,2128
comp,hwang,2021,2024_1,4046,190.2,188.4,200,2128
comp,hwang,2021,2024_1,4054,30.9,30.6,200,2128
comp,hwang,2021,2024_1,4066,38.1,37.6,200,2128
comp,hwang,2021,2024_1,4068,111.3,110.7,200,2128
comp,hwang,2021,2024_1,4082,0.2,0.2,200,2128
comp,hwang,2021,2024_1,4089,55,54.6,200,2128
comp,hwang,2021,2024_1,4098,54,53.6,200,2128
comp,hwang,2021,2024_1,4137,147.9,147.3,200,2128
comp,hwang,2021,2024_1,4144,17.5,17.3,200,2128
comp,hwang,2021,2024_1,4147,28.3,28,200,2128
comp,hwang,2021,2024_1,4149,48.5,48,200,2128
comp,hwang,2021,2024_1,4171,32.3,32,200,2128
comp,hwang,2021,2024_1,4217,112.3,111.9,200,2128
comp,hwang,2021,2024_1,4274,0,0,200,2128
comp,hwang,2021,2024_1,4351,54.8,54.3,200,2128
comp,hwang,2021,2024_1,4381,78.6,78.3,200,2128
comp,hwang,2021,2024_1,4454,81.7,81.3,200,2128
comp,hwang,2021,2024_1,4663,194.4,193.4,200,2128
comp,hwang,2021,2024_1,4866,59.2,58.8,200,2128
comp,hwang,2021,2024_1,4881,132.4,131,200,2128
comp,hwang,2021,2024_1,4892,80.5,78.9,200,2128
comp,hwang,2021,2024_1,4943,58.4,57.5,200,2128
comp,hwang,2021,2024_1,4950,83,82.3,200,2128
comp,hwang,2021,2024_1,4951,16.5,16.3,200,2128
comp,hwang,2021,2024_1,4981,22.2,22,200,2128
comp,hwang,2021,2024_1,4983,85.9,85.2,200,2128
comp,hwang,2021,2024_1,4984,223.7,221.8,200,2128
comp,hwang,2021,2024_1,4985,69.7,69.5,200,2128
comp,hwang,2021,2024_1,4988,130,129.2,200,2128
comp,hwang,2021,2024_1,4993,79.6,79,200,2128
comp,hwang,2021,2024_1,4995,6.9,6.7,200,2128
comp,hwang,2021,2024_1,5000,56.9,56.3,200,2128
comp,hwang,2021,2024_1,5001,94.6,94,200,2128
comp,hwang,2021,2024_1,5010,13.3,13.1,200,2128
comp,hwang,2021,2024_1,5012,175.1,174.5,200,2128
comp,hwang,2021,2024_1,5022,89.7,89.3,200,2128
comp,hwang,2021,2024_1,5026,22.8,22.4,200,2128
comp,hwang,2021,2024_1,5038,33.8,33.4,200,2128
comp,hwang,2021,2024_1,5045,55.3,54.9,200,2128
comp,hwang,2021,2024_1,5086,40.3,40,200,2128
comp,hwang,2021,2024_1,5122,62.2,61.8,200,2128
comp,hwang,2021,2024_1,5284,28.6,28.5,200,2128
comp,hwang,2021,2024_1,5323,3.6,3.5,200,2128
comp,hwang,2021,2024_1,5347,36.7,36.6,200,2128
comp,hwang,2021,2024_1,5844,77.7,77.3,200,2128
comp,hwang,2021,2024_1,5846,114.9,114.2,200,2128
comp,hwang,2021,2024_1,5848,92.1,91.5,200,2128
comp,hwang,2021,2024_1,5849,161.2,159.8,200,2128
comp,hwang,2021,2024_1,5850,98,97.3,200,2128
comp,hwang,2021,2024_1,5854,10.2,10.1,200,2128
comp,hwang,2021,2024_1,5857,74.6,74.2,200,2128
comp,hwang,2021,2024_1,5859,73,72.5,200,2128
comp,hwang,2021,2024_1,5870,74.2,73.1,200,2128
comp,hwang,2021,2024_1,5872,192.7,192.1,200,2128
comp,hwang,2021,2024_1,5880,10.8,10.7,200,2128
comp,hwang,2021,2024_1,5892,98.3,97.6,200,2128
comp,hwang,2021,2024_1,5906,87.4,87,200,2128
comp,hwang,2021,2024_1,5917,32.1,31.6,200,2128
comp,hwang,2021,2024_1,5927,82,81.3,200,2128
comp,hwang,2021,2024_1,5937,113.3,112.4,200,2128
comp,hwang,2021,2024_1,5947,54.2,53.7,200,2128
comp,hwang,2021,2024_1,5955,94.9,94.1,200,2128
comp,hwang,2021,2024_1,5967,66.2,65.6,200,2128
comp,hwang,2021,2024_1,5980,72.3,71.6,200,2128
comp,hwang,2021,2024_1,5985,41.1,40.9,200,2128
comp,hwang,2021,2024_1,5987,58.5,58.1,200,2128
comp,hwang,2021,2024_1,5995,0,0,200,2128
comp,hwang,2021,2024_1,6001,2.5,2.5,200,2128
comp,hwang,2021,2024_1,6011,11.8,11.6,200,2128
comp,hwang,2021,2024_1,6039,44.2,43.7,200,2128
comp,hwang,2021,2024_1,6074,18.6,18.4,200,2128
comp,hwang,2021,2024_1,6130,78.3,77.7,200,2128
comp,hwang,2021,2024_1,6144,0.3,0.3,200,2128
comp,hwang,2021,2024_1,6149,16.8,16.6,200,2128
comp,hwang,2021,2024_1,6151,46.5,46,200,2128
comp,hwang,2021,2024_1,6234,43,42.6,200,2128
comp,hwang,2021,2024_1,6271,26.3,25.9,200,2128
comp,hwang,2021,2024_1,6290,0.3,0.3,200,2128
comp,hwang,2021,2024_1,6421,32.5,32.2,200,2128
comp,hwang,2021,2024_1,6768,89.3,87.9,200,2128
comp,hwang,2021,2024_1,6770,169.8,168.2,200,2128
comp,hwang,2021,2024_1,6783,23,22.6,200,2128
comp,hwang,2021,2024_1,6786,106.5,105.8,200,2128
comp,hwang,2021,2024_1,6790,92.8,92.3,200,2128
comp,hwang,2021,2024_1,6794,152.8,152,200,2128
comp,hwang,2021,2024_1,6797,198.7,196.9,200,2128
comp,hwang,2021,2024_1,6801,105.8,105.1,200,2128
comp,hwang,2021,2024_1,6803,64.7,64.1,200,2128
comp,hwang,2021,2024_1,6804,4.5,4.4,200,2128
comp,hwang,2021,2024_1,6805,0.7,0.7,200,2128
comp,hwang,2021,2024_1,6813,264.3,263.7,200,2128
comp,hwang,2021,2024_1,6814,24.1,23.6,200,2128
comp,hwang,2021,2024_1,6819,92.5,91.8,200,2128
comp,hwang,2021,2024_1,6820,61.4,60.9,200,2128
comp,hwang,2021,2024_1,6824,47.6,47.3,200,2128
comp,hwang,2021,2024_1,6826,42,41.6,200,2128
comp,hwang,2021,2024_1,6828,92.4,91.8,200,2128
comp,hwang,2021,2024_1,6843,29.3,29.1,200,2128
comp,hwang,2021,2024_1,6845,41.7,41.2,200,2128
comp,hwang,2021,2024_1,6847,19.3,19,200,2128
comp,hwang,2021,2024_1,6849,2,1.9,200,2128
comp,hwang,2021,2024_1,6850,21.9,21.6,200,2128
comp,hwang,2021,2024_1,6853,75.2,74.6,200,2128
comp,hwang,2021,2024_1,6869,17.8,17.6,200,2128
comp,hwang,2021,2024_1,6885,12.5,12.3,200,2128
comp,hwang,2021,2024_1,6886,54,53.4,200,2128
comp,hwang,2021,2024_1,6904,170.8,169,200,2128
comp,hwang,2021,2024_1,6918,7.9,7.7,200,2128
comp,hwang,2021,2024_1,6920,0,0,200,2128
comp,hwang,2021,2024_1,6927,26.1,25.8,200,2128
comp,hwang,2021,2024_1,6931,19,18.8,200,2128
comp,hwang,2021,2024_1,6943,57,56.6,200,2128
comp,hwang,2021,2024_1,6945,115,114.1,200,2128
comp,hwang,2021,2024_1,6951,6.5,6.3,200,2128
comp,hwang,2021,2024_1,6955,93.1,92.6,200,2128
comp,hwang,2021,2024_1,6960,12,11.7,200,2128
comp,hwang,2021,2024_1,6989,65.6,65,200,2128
comp,hwang,2021,2024_1,7002,18.5,18.3,200,2128
comp,hwang,2021,2024_1,7045,2.8,2.7,200,2128
comp,hwang,2021,2024_1,7090,83.8,83.2,200,2128
comp,hwang,2021,2024_1,7523,71.9,70.9,200,2128
comp,hwang,2021,2024_1,7525,76.7,76.1,200,2128
comp,hwang,2021,2024_1,7526,92.3,91.8,200,2128
comp,hwang,2021,2024_1,7527,92,90.7,200,2128
comp,hwang,2021,2024_1,7528,166.7,166.1,200,2128
comp,hwang,2021,2024_1,7533,11.1,10.9,200,2128
