value_basis,format,scope,year,archetype_id,pair_key,pos_a,pos_b,pair_plugs,weight_sum,total_hvorp_a,total_hvorp_b,rel_diff_pct
comp,hwang,overall,,,QB_vs_RB,QB,RB,1432600,1114008.89,94534535.7,99679583.3,-5.3
comp,hwang,overall,,,QB_vs_WR,QB,WR,2473800,1466454.51,99885383,97127440.9,2.8
comp,hwang,overall,,,QB_vs_TE,QB,TE,862600,436776.81,31118942.8,25767339,18.8
comp,hwang,overall,,,RB_vs_WR,RB,WR,4047000,2222833.52,153249782,147797786.4,3.6
comp,hwang,overall,,,RB_vs_TE,RB,TE,1546600,785455.99,54322066.7,48993818,10.3
comp,hwang,overall,,,WR_vs_TE,WR,TE,3146400,1340274.97,76362042.1,73666098.4,3.6
comp,hwang,year,2021,,QB_vs_RB,QB,RB,182400,189617.97,20012039.2,19040705.5,5
comp,hwang,year,2021,,QB_vs_WR,QB,WR,372400,217554.23,14816747.5,18665758.6,-23
comp,hwang,year,2021,,QB_vs_TE,QB,TE,114000,49890.72,4633422.7,4521771.9,2.4
comp,hwang,year,2021,,RB_vs_WR,RB,WR,342000,198324.33,11990412.6,17098861.3,-35.1
comp,hwang,year,2021,,RB_vs_TE,RB,TE,102600,60993.91,4947982.9,4724497.4,4.6
comp,hwang,year,2021,,WR_vs_TE,WR,TE,330600,119844.61,9670230.5,9292800.9,4
comp,hwang,archetype,2021,2024_1,QB_vs_RB,QB,RB,9600,9403.95,1390514,957932.5,36.8
comp,hwang,archetype,2021,2024_1,QB_vs_WR,QB,WR,19600,10789.43,1154205.3,1029528.3,11.4
comp,hwang,archetype,2021,2024_1,QB_vs_TE,QB,TE,6000,2474.29,324022.8,239897.4,29.8
comp,hwang,archetype,2021,2024_1,RB_vs_WR,RB,WR,18000,9835.74,588518.5,945924.1,-46.6
comp,hwang,archetype,2021,2024_1,RB_vs_TE,RB,TE,5400,3024.94,244487.1,256229.1,-4.7
comp,hwang,archetype,2021,2024_1,WR_vs_TE,WR,TE,17400,5943.6,536072.2,505434.8,5.9
comp,hwang,archetype,2021,2024_2,QB_vs_RB,QB,RB,9600,8937.63,1065796.9,960581,10.4
comp,hwang,archetype,2021,2024_2,QB_vs_WR,QB,WR,19600,10254.4,851034.4,985413.5,-14.6
comp,hwang,archetype,2021,2024_2,QB_vs_TE,QB,TE,6000,2351.6,263321.1,250228.2,5.1
comp,hwang,archetype,2021,2024_2,RB_vs_WR,RB,WR,18000,9348,636703.2,905032.2,-34.8
comp,hwang,archetype,2021,2024_2,RB_vs_TE,RB,TE,5400,2874.94,257798.2,270434.8,-4.8
comp,hwang,archetype,2021,2024_2,WR_vs_TE,WR,TE,17400,5648.87,512544.5,532309.3,-3.8
comp,hwang,archetype,2021,2024_3,QB_vs_RB,QB,RB,9600,9587.53,1208717.1,1001056.1,18.8
comp,hwang,archetype,2021,2024_3,QB_vs_WR,QB,WR,19600,11000.05,873681.8,1118865,-24.6
comp,hwang,archetype,2021,2024_3,QB_vs_TE,QB,TE,6000,2522.59,296123.7,252835.1,15.8
comp,hwang,archetype,2021,2024_3,RB_vs_WR,RB,WR,18000,10027.74,636297.8,1027305.6,-47
comp,hwang,archetype,2021,2024_3,RB_vs_TE,RB,TE,5400,3084,262479.4,270460,-3
comp,hwang,archetype,2021,2024_3,WR_vs_TE,WR,TE,17400,6059.63,581079.1,529190.1,9.3
comp,hwang,archetype,2021,2024_4,QB_vs_RB,QB,RB,9600,9601.97,1116110.6,1016491.3,9.3
comp,hwang,archetype,2021,2024_4,QB_vs_WR,QB,WR,19600,11016.63,820263.8,960056,-15.7
comp,hwang,archetype,2021,2024_4,QB_vs_TE,QB,TE,6000,2526.39,246065.7,258594,-5
comp,hwang,archetype,2021,2024_4,RB_vs_WR,RB,WR,18000,10042.85,652177.7,877276,-29.4
comp,hwang,archetype,2021,2024_4,RB_vs_TE,RB,TE,5400,3088.64,267808.2,274025.1,-2.3
comp,hwang,archetype,2021,2024_4,WR_vs_TE,WR,TE,17400,6068.75,496030.1,536588.3,-7.9
comp,hwang,archetype,2021,2024_5,QB_vs_RB,QB,RB,9600,7602.51,904218.5,1002773.6,-10.3
comp,hwang,archetype,2021,2024_5,QB_vs_WR,QB,WR,19600,8722.58,706927.7,1061152,-40.1
comp,hwang,archetype,2021,2024_5,QB_vs_TE,QB,TE,6000,2000.31,207389.2,246260.1,-17.1
comp,hwang,archetype,2021,2024_5,RB_vs_WR,RB,WR,18000,7951.58,697232,981413.1,-33.9
comp,hwang,archetype,2021,2024_5,RB_vs_TE,RB,TE,5400,2445.48,277785.4,268570.7,3.4
comp,hwang,archetype,2021,2024_5,WR_vs_TE,WR,TE,17400,4805.03,553797.6,524915.8,5.4
comp,hwang,archetype,2021,2024_6,QB_vs_RB,QB,RB,9600,9584.14,927526.6,1052496.9,-12.6
comp,hwang,archetype,2021,2024_6,QB_vs_WR,QB,WR,19600,10996.16,663246.7,1023904.7,-42.8
comp,hwang,archetype,2021,2024_6,QB_vs_TE,QB,TE,6000,2521.7,202325,244287,-18.8
comp,hwang,archetype,2021,2024_6,RB_vs_WR,RB,WR,18000,10024.2,672799.1,946385.2,-33.8
comp,hwang,archetype,2021,2024_6,RB_vs_TE,RB,TE,5400,3082.9,275936.8,256528.5,7.3
comp,hwang,archetype,2021,2024_6,WR_vs_TE,WR,TE,17400,6057.48,529880.5,502968.8,5.2
comp,hwang,archetype,2021,2025_1,QB_vs_RB,QB,RB,9600,10857.41,1244073.4,966345.3,25.1
comp,hwang,archetype,2021,2025_1,QB_vs_WR,QB,WR,19600,12457.02,857823.2,1149097.5,-29
comp,hwang,archetype,2021,2025_1,QB_vs_TE,QB,TE,6000,2856.71,291673.2,257621.2,12.4
comp,hwang,archetype,2021,2025_1,RB_vs_WR,RB,WR,18000,11355.93,566739.8,1060895.8,-60.7
comp,hwang,archetype,2021,2025_1,RB_vs_TE,RB,TE,5400,3492.47,241907.2,271482,-11.5
comp,hwang,archetype,2021,2025_1,WR_vs_TE,WR,TE,17400,6862.23,596743.2,531275.6,11.6
comp,hwang,archetype,2021,2025_2,QB_vs_RB,QB,RB,9600,10303.8,872572.8,1019268.5,-15.5
comp,hwang,archetype,2021,2025_2,QB_vs_WR,QB,WR,19600,11821.85,602040.9,960110.4,-45.8
comp,hwang,archetype,2021,2025_2,QB_vs_TE,QB,TE,6000,2711.05,189200.9,233032.5,-20.8
comp,hwang,archetype,2021,2025_2,RB_vs_WR,RB,WR,18000,10776.9,630179.7,885509.3,-33.7
comp,hwang,archetype,2021,2025_2,RB_vs_TE,RB,TE,5400,3314.4,260169,237627.3,9.1
comp,hwang,archetype,2021,2025_2,WR_vs_TE,WR,TE,17400,6512.33,497239.7,472484.1,5.1
comp,hwang,archetype,2021,2025_3,QB_vs_RB,QB,RB,9600,10454.85,961287,979116.3,-1.8
