value_basis,format,year,archetype_id,player_id,avg_hvorp,avg_hvorp_weighted,build_count,avg_base_total,removal_pairs
ktc,regular,2023,2026_2,4985,0.1,0.1,1000,2488,9840
ktc,regular,2023,2026_2,5022,52.5,52.1,1000,2488,9840
ktc,regular,2023,2026_2,5026,0,0,1000,2488,9840
ktc,regular,2023,2026_2,5038,10.8,10.6,1000,2488,9840
ktc,regular,2023,2026_2,5045,50.6,50.1,1000,2488,9840
ktc,regular,2023,2026_2,5086,8,8,1000,2488,9840
ktc,regular,2023,2026_2,5089,0,0,1000,2488,9840
ktc,regular,2023,2026_2,5113,6.7,6.6,1000,2488,9840
ktc,regular,2023,2026_2,5121,4.8,4.8,1000,2488,9840
ktc,regular,2023,2026_2,5137,0.9,0.9,1000,2488,9840
ktc,regular,2023,2026_2,5185,5.2,5.1,1000,2488,9840
ktc,regular,2023,2026_2,5248,72.6,72.3,1000,2488,9840
ktc,regular,2023,2026_2,5284,3,3,1000,2488,9840
ktc,regular,2023,2026_2,5323,0,0,1000,2488,9840
ktc,regular,2023,2026_2,5848,23.9,23.6,1000,2488,9840
ktc,regular,2023,2026_2,5854,3.3,3.2,1000,2488,9840
ktc,regular,2023,2026_2,5880,0.1,0,1000,2488,9840
ktc,regular,2023,2026_2,5892,91,90.4,1000,2488,9840
ktc,regular,2023,2026_2,5917,0,0,1000,2488,9840
ktc,regular,2023,2026_2,5947,60.7,60.5,1000,2488,9840
ktc,regular,2023,2026_2,5970,10.1,10,1000,2488,9840
ktc,regular,2023,2026_2,6011,36.6,36.3,1000,2488,9840
ktc,regular,2023,2026_2,6136,1.3,1.3,1000,2488,9840
ktc,regular,2023,2026_2,6234,0.6,0.5,1000,2488,9840
ktc,regular,2023,2026_2,6271,1.4,1.4,1000,2488,9840
ktc,regular,2023,2026_2,6421,2.4,2.4,1000,2488,9840
ktc,regular,2023,2026_2,6790,74.4,73.8,1000,2488,9840
ktc,regular,2023,2026_2,6794,71.8,71.5,1000,2488,9840
ktc,regular,2023,2026_2,6804,117.1,116.8,1000,2488,9840
ktc,regular,2023,2026_2,6805,0,0,1000,2488,9840
ktc,regular,2023,2026_2,6806,1.9,1.9,1000,2488,9840
ktc,regular,2023,2026_2,6814,0,0,1000,2488,9840
ktc,regular,2023,2026_2,6819,74.2,73.7,1000,2488,9840
ktc,regular,2023,2026_2,6820,13.3,13.2,1000,2488,9840
ktc,regular,2023,2026_2,6824,0,0,1000,2488,9840
ktc,regular,2023,2026_2,6843,0,0,1000,2488,9840
ktc,regular,2023,2026_2,6845,62.8,62.5,1000,2488,9840
ktc,regular,2023,2026_2,6847,0,0,1000,2488,9840
ktc,regular,2023,2026_2,6853,0.2,0.2,1000,2488,9840
ktc,regular,2023,2026_2,6869,6.6,6.5,1000,2488,9840
ktc,regular,2023,2026_2,6920,3.1,3.1,1000,2488,9840
ktc,regular,2023,2026_2,6927,0.2,0.2,1000,2488,9840
ktc,regular,2023,2026_2,6938,6,6,1000,2488,9840
ktc,regular,2023,2026_2,6943,56.7,56.4,1000,2488,9840
ktc,regular,2023,2026_2,7045,12.1,12.1,1000,2488,9840
ktc,regular,2023,2026_2,7049,5.3,5.2,1000,2488,9840
ktc,regular,2023,2026_2,7083,0.2,0.2,1000,2488,9840
ktc,regular,2023,2026_2,7090,10.8,10.8,1000,2488,9840
ktc,regular,2023,2026_2,7496,6.9,6.7,1000,2488,9840
ktc,regular,2023,2026_2,7538,14,13.7,1000,2488,9840
ktc,regular,2023,2026_2,7543,132.4,131.7,1000,2488,9840
ktc,regular,2023,2026_2,7551,0,0,1000,2488,9840
ktc,regular,2023,2026_2,7559,2.6,2.6,1000,2488,9840
ktc,regular,2023,2026_2,7561,5.1,5,1000,2488,9840
ktc,regular,2023,2026_2,7562,13.3,13.2,1000,2488,9840
ktc,regular,2023,2026_2,7564,103.3,102.8,1000,2488,9840
ktc,regular,2023,2026_2,7565,1.1,1,1000,2488,9840
ktc,regular,2023,2026_2,7567,8.7,8.7,1000,2488,9840
ktc,regular,2023,2026_2,7568,4.1,4,1000,2488,9840
ktc,regular,2023,2026_2,7571,3.1,3.1,1000,2488,9840
ktc,regular,2023,2026_2,7585,1,0.9,1000,2488,9840
ktc,regular,2023,2026_2,7587,2.1,2,1000,2488,9840
ktc,regular,2023,2026_2,7591,72.5,72.1,1000,2488,9840
ktc,regular,2023,2026_2,7596,20,19.8,1000,2488,9840
ktc,regular,2023,2026_2,7600,18.3,18.2,1000,2488,9840
ktc,regular,2023,2026_2,7601,9.7,9.6,1000,2488,9840
ktc,regular,2023,2026_2,7605,0,0,1000,2488,9840
ktc,regular,2023,2026_2,7606,1.4,1.4,1000,2488,9840
ktc,regular,2023,2026_2,7607,6.8,6.7,1000,2488,9840
ktc,regular,2023,2026_2,7608,37.9,37.5,1000,2488,9840
ktc,regular,2023,2026_2,7757,0.2,0.2,1000,2488,9840
ktc,regular,2023,2026_2,7794,0,0,1000,2488,9840
ktc,regular,2023,2026_2,8112,42.8,42.5,1000,2488,9840
ktc,regular,2023,2026_2,8117,6.9,6.9,1000,2488,9840
ktc,regular,2023,2026_2,8118,2.9,2.8,1000,2488,9840
ktc,regular,2023,2026_2,8121,41.4,41,1000,2488,9840
ktc,regular,2023,2026_2,8125,3.3,3.2,1000,2488,9840
ktc,regular,2023,2026_2,8126,24.5,24.4,1000,2488,9840
ktc,regular,2023,2026_2,8129,15,14.8,1000,2488,9840
ktc,regular,2023,2026_2,8134,15.2,15,1000,2488,9840
ktc,regular,2023,2026_2,8135,2.9,2.9,1000,2488,9840
ktc,regular,2023,2026_2,8138,87,86.6,1000,2488,9840
ktc,regular,2023,2026_2,8139,15.2,15.1,1000,2488,9840
ktc,regular,2023,2026_2,8140,0.1,0.1,1000,2488,9840
ktc,regular,2023,2026_2,8142,15.9,15.8,1000,2488,9840
ktc,regular,2023,2026_2,8145,0.6,0.6,1000,2488,9840
ktc,regular,2023,2026_2,8146,48,47.5,1000,2488,9840
ktc,regular,2023,2026_2,8147,0.2,0.2,1000,2488,9840
ktc,regular,2023,2026_2,8148,13.2,13,1000,2488,9840
ktc,regular,2023,2026_2,8150,130.3,129.8,1000,2488,9840
ktc,regular,2023,2026_2,8151,84.7,84.2,1000,2488,9840
ktc,regular,2023,2026_2,8153,0.2,0.2,1000,2488,9840
ktc,regular,2023,2026_2,8157,9.6,9.4,1000,2488,9840
ktc,regular,2023,2026_2,8160,15.5,15.3,1000,2488,9840
ktc,regular,2023,2026_2,8161,0,0,1000,2488,9840
ktc,regular,2023,2026_2,8168,3.7,3.6,1000,2488,9840
ktc,regular,2023,2026_2,8171,3.3,3.3,1000,2488,9840
ktc,regular,2023,2026_2,8176,0,0,1000,2488,9840
ktc,regular,2023,2026_2,8180,0,0,1000,2488,9840
ktc,regular,2023,2026_2,8183,117.7,117,1000,2488,9840
ktc,regular,2023,2026_2,8188,0.2,0.2,1000,2488,9840
ktc,regular,2023,2026_2,8205,92.7,92.2,1000,2488,9840
ktc,regular,2023,2026_2,8214,0.2,0.1,1000,2488,9840
ktc,regular,2023,2026_2,8219,0,0,1000,2488,9840
ktc,regular,2023,2026_2,8221,1.1,1.1,1000,2488,9840
ktc,regular,2023,2026_2,8230,25.3,25.2,1000,2488,9840
ktc,regular,2023,2026_2,8235,0.1,0.1,1000,2488,9840
ktc,regular,2023,2026_2,8676,36.9,36.8,1000,2488,9840
ktc,regular,2023,2026_2,9220,0,0,1000,2488,9840
ktc,regular,2023,2026_2,9221,117,116.5,1000,2488,9840
ktc,regular,2023,2026_2,9224,8,7.8,1000,2488,9840
ktc,regular,2023,2026_2,9226,104.9,104.7,1000,2488,9840
ktc,regular,2023,2026_2,9227,0,0,1000,2488,9840
ktc,regular,2023,2026_2,9228,17.3,17.1,1000,2488,9840
ktc,regular,2023,2026_2,9229,24.8,24.7,1000,2488,9840
ktc,regular,2023,2026_2,9480,1.9,1.8,1000,2488,9840
ktc,regular,2023,2026_2,9481,16.6,16.5,1000,2488,9840
ktc,regular,2023,2026_2,9482,17,16.8,1000,2488,9840
ktc,regular,2023,2026_2,9486,12.7,12.6,1000,2488,9840
ktc,regular,2023,2026_2,9487,8.7,8.7,1000,2488,9840
ktc,regular,2023,2026_2,9488,28.1,27.9,1000,2488,9840
ktc,regular,2023,2026_2,9489,0,0,1000,2488,9840
ktc,regular,2023,2026_2,9490,0.7,0.7,1000,2488,9840
ktc,regular,2023,2026_2,9493,112.9,112.4,1000,2488,9840
ktc,regular,2023,2026_2,9494,12.7,12.6,1000,2488,9840
ktc,regular,2023,2026_2,9497,5.8,5.7,1000,2488,9840
ktc,regular,2023,2026_2,9500,22.6,22.4,1000,2488,9840
ktc,regular,2023,2026_2,9501,9.1,9,1000,2488,9840
ktc,regular,2023,2026_2,9502,64.9,64.6,1000,2488,9840
ktc,regular,2023,2026_2,9505,0.2,0.2,1000,2488,9840
ktc,regular,2023,2026_2,9506,0,0,1000,2488,9840
ktc,regular,2023,2026_2,9509,97,96.4,1000,2488,9840
ktc,regular,2023,2026_2,9753,17.3,17.1,1000,2488,9840
ktc,regular,2023,2026_2,10213,14,14,1000,2488,9840
ktc,regular,2023,2026_2,10215,0,0,1000,2488,9840
ktc,regular,2023,2026_2,10217,0.1,0.1,1000,2488,9840
ktc,regular,2023,2026_2,10218,0.1,0.1,1000,2488,9840
ktc,regular,2023,2026_2,10222,65.9,65.4,1000,2488,9840
ktc,regular,2023,2026_2,10223,0.3,0.3,1000,2488,9840
ktc,regular,2023,2026_2,10225,5.8,5.7,1000,2488,9840
ktc,regular,2023,2026_2,10226,0.8,0.8,1000,2488,9840
ktc,regular,2023,2026_2,10228,0,0,1000,2488,9840
ktc,regular,2023,2026_2,10229,64,63.6,1000,2488,9840
ktc,regular,2023,2026_2,10232,20.7,20.6,1000,2488,9840
ktc,regular,2023,2026_2,10236,46.4,46.1,1000,2488,9840
ktc,regular,2023,2026_2,10444,1.5,1.4,1000,2488,9840
ktc,regular,2023,2026_2,10857,0,0,1000,2488,9840
ktc,regular,2023,2026_2,10863,5.4,5.3,1000,2488,9840
ktc,regular,2023,2026_2,10866,18.7,18.5,1000,2488,9840
ktc,regular,2023,2026_3,96,0,0,1000,2556,13146
ktc,regular,2023,2026_3,421,39.8,39.3,1000,2556,13146
ktc,regular,2023,2026_3,1166,27.8,27.7,1000,2556,13146
ktc,regular,2023,2026_3,1234,39.1,38.6,1000,2556,13146
ktc,regular,2023,2026_3,1373,38,37.5,1000,2556,13146
ktc,regular,2023,2026_3,1426,63.9,63.6,1000,2556,13146
ktc,regular,2023,2026_3,1466,106.7,106.2,1000,2556,13146
ktc,regular,2023,2026_3,1479,109.6,109.2,1000,2556,13146
ktc,regular,2023,2026_3,2028,31.4,31.1,1000,2556,13146
ktc,regular,2023,2026_3,2161,22.7,22.4,1000,2556,13146
ktc,regular,2023,2026_3,2216,103.3,102.7,1000,2556,13146
ktc,regular,2023,2026_3,2309,85.9,85.7,1000,2556,13146
ktc,regular,2023,2026_3,2374,38.1,37.9,1000,2556,13146
ktc,regular,2023,2026_3,2505,27,26.8,1000,2556,13146
ktc,regular,2023,2026_3,2749,140.8,140.3,1000,2556,13146
ktc,regular,2023,2026_3,3163,58.9,58.5,1000,2556,13146
ktc,regular,2023,2026_3,3164,46.1,45.4,1000,2556,13146
ktc,regular,2023,2026_3,3198,111.4,110.9,1000,2556,13146
ktc,regular,2023,2026_3,3199,6.3,6.1,1000,2556,13146
ktc,regular,2023,2026_3,3225,14.8,14.6,1000,2556,13146
ktc,regular,2023,2026_3,3321,172.5,172,1000,2556,13146
ktc,regular,2023,2026_3,4017,17.1,17,1000,2556,13146
ktc,regular,2023,2026_3,4029,1.3,1.3,1000,2556,13146
ktc,regular,2023,2026_3,4035,103.1,102.6,1000,2556,13146
ktc,regular,2023,2026_3,4037,40.2,39.9,1000,2556,13146
ktc,regular,2023,2026_3,4040,3.6,3.5,1000,2556,13146
ktc,regular,2023,2026_3,4068,11.3,11.2,1000,2556,13146
ktc,regular,2023,2026_3,4080,8.3,8.3,1000,2556,13146
ktc,regular,2023,2026_3,4111,41.9,41.6,1000,2556,13146
ktc,regular,2023,2026_3,4137,71.5,71,1000,2556,13146
ktc,regular,2023,2026_3,4147,15,14.6,1000,2556,13146
ktc,regular,2023,2026_3,4149,1.8,1.8,1000,2556,13146
ktc,regular,2023,2026_3,4199,42.5,42,1000,2556,13146
ktc,regular,2023,2026_3,4950,31.4,31,1000,2556,13146
ktc,regular,2023,2026_3,4951,28.6,28.4,1000,2556,13146
ktc,regular,2023,2026_3,4973,8.5,8.5,1000,2556,13146
ktc,regular,2023,2026_3,4983,108.8,108.3,1000,2556,13146
ktc,regular,2023,2026_3,4984,139.8,139.5,1000,2556,13146
ktc,regular,2023,2026_3,4985,0.1,0,1000,2556,13146
ktc,regular,2023,2026_3,5001,55.4,55.2,1000,2556,13146
ktc,regular,2023,2026_3,5012,66.2,65.8,1000,2556,13146
ktc,regular,2023,2026_3,5185,4.6,4.6,1000,2556,13146
ktc,regular,2023,2026_3,5248,78.2,77.6,1000,2556,13146
ktc,regular,2023,2026_3,5284,2.1,2.1,1000,2556,13146
ktc,regular,2023,2026_3,5848,20.5,20.3,1000,2556,13146
ktc,regular,2023,2026_3,5872,103.7,103.2,1000,2556,13146
ktc,regular,2023,2026_3,5892,88,87.5,1000,2556,13146
ktc,regular,2023,2026_3,5927,46.2,45.9,1000,2556,13146
ktc,regular,2023,2026_3,5937,31,30.7,1000,2556,13146
ktc,regular,2023,2026_3,5947,53.6,53.4,1000,2556,13146
ktc,regular,2023,2026_3,6039,7.1,7,1000,2556,13146
ktc,regular,2023,2026_3,6130,51,50.7,1000,2556,13146
ktc,regular,2023,2026_3,6151,13,12.7,1000,2556,13146
ktc,regular,2023,2026_3,6659,4.1,3.9,1000,2556,13146
ktc,regular,2023,2026_3,6768,49.5,49,1000,2556,13146
ktc,regular,2023,2026_3,6770,30,29.9,1000,2556,13146
ktc,regular,2023,2026_3,6783,8.1,7.9,1000,2556,13146
ktc,regular,2023,2026_3,6786,174.7,174.1,1000,2556,13146
ktc,regular,2023,2026_3,6790,76.8,76.1,1000,2556,13146
ktc,regular,2023,2026_3,6804,83.3,82.5,1000,2556,13146
ktc,regular,2023,2026_3,6806,2.6,2.6,1000,2556,13146
ktc,regular,2023,2026_3,6819,63.8,63.5,1000,2556,13146
ktc,regular,2023,2026_3,6820,15.8,15.7,1000,2556,13146
ktc,regular,2023,2026_3,6824,0,0,1000,2556,13146
ktc,regular,2023,2026_3,6828,22.8,22.4,1000,2556,13146
ktc,regular,2023,2026_3,6843,0,0,1000,2556,13146
ktc,regular,2023,2026_3,6845,67.6,66.9,1000,2556,13146
ktc,regular,2023,2026_3,6850,7.5,7.4,1000,2556,13146
ktc,regular,2023,2026_3,6869,4.1,4.1,1000,2556,13146
ktc,regular,2023,2026_3,6904,120.9,120.4,1000,2556,13146
ktc,regular,2023,2026_3,6938,6.5,6.4,1000,2556,13146
ktc,regular,2023,2026_3,6943,52,51.6,1000,2556,13146
ktc,regular,2023,2026_3,6951,0,0,1000,2556,13146
ktc,regular,2023,2026_3,6955,0,0,1000,2556,13146
ktc,regular,2023,2026_3,7002,34.4,34.2,1000,2556,13146
ktc,regular,2023,2026_3,7090,8.2,8.1,1000,2556,13146
ktc,regular,2023,2026_3,7525,72.8,72.4,1000,2556,13146
ktc,regular,2023,2026_3,7526,54.1,53.7,1000,2556,13146
ktc,regular,2023,2026_3,7527,14.9,14.8,1000,2556,13146
ktc,regular,2023,2026_3,7528,61.6,61,1000,2556,13146
ktc,regular,2023,2026_3,7529,0.1,0.1,1000,2556,13146
ktc,regular,2023,2026_3,7547,122,121.5,1000,2556,13146
ktc,regular,2023,2026_3,7551,0,0,1000,2556,13146
ktc,regular,2023,2026_3,7561,5.5,5.4,1000,2556,13146
ktc,regular,2023,2026_3,7567,8.8,8.5,1000,2556,13146
ktc,regular,2023,2026_3,7568,3.2,3.1,1000,2556,13146
ktc,regular,2023,2026_3,7571,1.8,1.7,1000,2556,13146
ktc,regular,2023,2026_3,7593,1.3,1.3,1000,2556,13146
ktc,regular,2023,2026_3,7594,46.4,46,1000,2556,13146
ktc,regular,2023,2026_3,7596,13.8,13.6,1000,2556,13146
ktc,regular,2023,2026_3,7600,19.9,19.8,1000,2556,13146
ktc,regular,2023,2026_3,7601,9.5,9.4,1000,2556,13146
ktc,regular,2023,2026_3,7608,36.3,36,1000,2556,13146
ktc,regular,2023,2026_3,7694,2.2,2.2,1000,2556,13146
ktc,regular,2023,2026_3,7794,0,0,1000,2556,13146
ktc,regular,2023,2026_3,8110,52.5,52.3,1000,2556,13146
ktc,regular,2023,2026_3,8121,35.7,35.4,1000,2556,13146
ktc,regular,2023,2026_3,8129,14.1,13.7,1000,2556,13146
ktc,regular,2023,2026_3,8131,36.8,36.6,1000,2556,13146
ktc,regular,2023,2026_3,8132,38.5,38.1,1000,2556,13146
ktc,regular,2023,2026_3,8135,0.4,0.4,1000,2556,13146
ktc,regular,2023,2026_3,8137,65.9,65.6,1000,2556,13146
ktc,regular,2023,2026_3,8138,99,98.4,1000,2556,13146
ktc,regular,2023,2026_3,8139,16.7,16.5,1000,2556,13146
ktc,regular,2023,2026_3,8140,0.2,0.2,1000,2556,13146
ktc,regular,2023,2026_3,8142,10.6,10.4,1000,2556,13146
ktc,regular,2023,2026_3,8143,74.1,73.5,1000,2556,13146
ktc,regular,2023,2026_3,8144,63.2,62.7,1000,2556,13146
ktc,regular,2023,2026_3,8145,0.6,0.5,1000,2556,13146
ktc,regular,2023,2026_3,8147,0.2,0.2,1000,2556,13146
ktc,regular,2023,2026_3,8148,8.8,8.6,1000,2556,13146
ktc,regular,2023,2026_3,8150,136.2,135.5,1000,2556,13146
ktc,regular,2023,2026_3,8153,0.4,0.3,1000,2556,13146
ktc,regular,2023,2026_3,8154,76.1,75.4,1000,2556,13146
ktc,regular,2023,2026_3,8159,23.6,23.4,1000,2556,13146
ktc,regular,2023,2026_3,8162,51.6,51.1,1000,2556,13146
ktc,regular,2023,2026_3,8168,2.9,2.9,1000,2556,13146
ktc,regular,2023,2026_3,8174,1.4,1.4,1000,2556,13146
ktc,regular,2023,2026_3,8183,82.4,82,1000,2556,13146
ktc,regular,2023,2026_3,8195,0.3,0.3,1000,2556,13146
ktc,regular,2023,2026_3,8205,88,87.2,1000,2556,13146
ktc,regular,2023,2026_3,8208,0,0,1000,2556,13146
ktc,regular,2023,2026_3,8210,18.6,18.4,1000,2556,13146
ktc,regular,2023,2026_3,8214,0.3,0.3,1000,2556,13146
ktc,regular,2023,2026_3,8221,1.4,1.3,1000,2556,13146
ktc,regular,2023,2026_3,8228,55.7,55,1000,2556,13146
ktc,regular,2023,2026_3,8230,27.3,27.1,1000,2556,13146
ktc,regular,2023,2026_3,8676,32.9,32.7,1000,2556,13146
ktc,regular,2023,2026_3,8800,0,0,1000,2556,13146
ktc,regular,2023,2026_3,9220,0,0,1000,2556,13146
ktc,regular,2023,2026_3,9224,11.8,11.7,1000,2556,13146
ktc,regular,2023,2026_3,9225,1,1,1000,2556,13146
ktc,regular,2023,2026_3,9226,102.2,101.8,1000,2556,13146
ktc,regular,2023,2026_3,9227,0,0,1000,2556,13146
ktc,regular,2023,2026_3,9480,0.6,0.6,1000,2556,13146
ktc,regular,2023,2026_3,9493,104.1,103.8,1000,2556,13146
ktc,regular,2023,2026_3,9494,11.4,11.3,1000,2556,13146
ktc,regular,2023,2026_3,9497,2.6,2.6,1000,2556,13146
ktc,regular,2023,2026_3,9502,63.3,63,1000,2556,13146
ktc,regular,2023,2026_3,9505,0.2,0.2,1000,2556,13146
ktc,regular,2023,2026_3,9506,0,0,1000,2556,13146
ktc,regular,2023,2026_3,9508,23.2,22.8,1000,2556,13146
ktc,regular,2023,2026_3,9754,9.1,9,1000,2556,13146
ktc,regular,2023,2026_3,9757,3.7,3.6,1000,2556,13146
ktc,regular,2023,2026_3,9758,60,59.7,1000,2556,13146
ktc,regular,2023,2026_3,9999,15.5,15.3,1000,2556,13146
ktc,regular,2023,2026_3,10223,0,0,1000,2556,13146
ktc,regular,2023,2026_3,10225,2,2,1000,2556,13146
ktc,regular,2023,2026_3,10232,19.9,19.8,1000,2556,13146
ktc,regular,2023,2026_3,10235,15.2,15,1000,2556,13146
ktc,regular,2023,2026_3,10444,0.1,0.1,1000,2556,13146
ktc,regular,2023,2026_3,10859,95.2,94.9,1000,2556,13146
ktc,regular,2023,2026_3,11199,10.8,10.7,1000,2556,13146
ktc,regular,2023,2026_3,11370,0.7,0.7,1000,2556,13146
ktc,regular,2023,2026_3,11435,0.5,0.5,1000,2556,13146
ktc,regular,2023,2026_4,96,0,0,1000,2424,14877
ktc,regular,2023,2026_4,1166,59.2,58.7,1000,2424,14877
ktc,regular,2023,2026_4,1234,85,84.3,1000,2424,14877
ktc,regular,2023,2026_4,1373,85.8,85.1,1000,2424,14877
ktc,regular,2023,2026_4,1426,64.4,64.1,1000,2424,14877
ktc,regular,2023,2026_4,1466,111.6,111.2,1000,2424,14877
ktc,regular,2023,2026_4,1689,60.4,60.1,1000,2424,14877
ktc,regular,2023,2026_4,2028,75.7,75.2,1000,2424,14877
ktc,regular,2023,2026_4,2078,19.3,19.2,1000,2424,14877
ktc,regular,2023,2026_4,2133,90.8,90.3,1000,2424,14877
ktc,regular,2023,2026_4,2161,19.1,18.9,1000,2424,14877
ktc,regular,2023,2026_4,2197,45.1,44.8,1000,2424,14877
ktc,regular,2023,2026_4,2216,109.4,109,1000,2424,14877
ktc,regular,2023,2026_4,2309,85.6,85.3,1000,2424,14877
ktc,regular,2023,2026_4,2319,1.4,1.4,1000,2424,14877
ktc,regular,2023,2026_4,2374,38.1,37.8,1000,2424,14877
ktc,regular,2023,2026_4,2449,91,90.7,1000,2424,14877
ktc,regular,2023,2026_4,2749,126.4,125.7,1000,2424,14877
ktc,regular,2023,2026_4,3163,127.5,126.4,1000,2424,14877
ktc,regular,2023,2026_4,3164,35.7,35.3,1000,2424,14877
ktc,regular,2023,2026_4,3198,93.9,93.3,1000,2424,14877
ktc,regular,2023,2026_4,3214,39,38.8,1000,2424,14877
ktc,regular,2023,2026_4,3271,22.8,22.6,1000,2424,14877
ktc,regular,2023,2026_4,4018,88.7,87.9,1000,2424,14877
ktc,regular,2023,2026_4,4033,85.8,85.5,1000,2424,14877
ktc,regular,2023,2026_4,4037,39.5,39.2,1000,2424,14877
ktc,regular,2023,2026_4,4039,58.7,58.5,1000,2424,14877
ktc,regular,2023,2026_4,4040,2.3,2.3,1000,2424,14877
ktc,regular,2023,2026_4,4068,13.5,13.4,1000,2424,14877
ktc,regular,2023,2026_4,4082,33.8,33.6,1000,2424,14877
ktc,regular,2023,2026_4,4089,18.6,18.3,1000,2424,14877
ktc,regular,2023,2026_4,4098,20.7,20.4,1000,2424,14877
ktc,regular,2023,2026_4,4111,33.4,33.3,1000,2424,14877
ktc,regular,2023,2026_4,4137,65.1,64.6,1000,2424,14877
ktc,regular,2023,2026_4,4454,22,21.8,1000,2424,14877
ktc,regular,2023,2026_4,4866,77.9,77.2,1000,2424,14877
ktc,regular,2023,2026_4,4950,35.1,34.7,1000,2424,14877
ktc,regular,2023,2026_4,4983,113.2,112.8,1000,2424,14877
ktc,regular,2023,2026_4,4988,6.3,6.2,1000,2424,14877
ktc,regular,2023,2026_4,4993,4.6,4.5,1000,2424,14877
ktc,regular,2023,2026_4,5012,62.8,62.6,1000,2424,14877
ktc,regular,2023,2026_4,5045,45.1,44.8,1000,2424,14877
ktc,regular,2023,2026_4,5086,6.9,6.9,1000,2424,14877
ktc,regular,2023,2026_4,5137,0.1,0.1,1000,2424,14877
ktc,regular,2023,2026_4,5248,61.8,61.3,1000,2424,14877
ktc,regular,2023,2026_4,5284,1,1,1000,2424,14877
ktc,regular,2023,2026_4,5846,70.6,70.2,1000,2424,14877
ktc,regular,2023,2026_4,5857,7.7,7.6,1000,2424,14877
ktc,regular,2023,2026_4,5859,117.6,117.1,1000,2424,14877
ktc,regular,2023,2026_4,5872,108.4,108.1,1000,2424,14877
ktc,regular,2023,2026_4,5880,0.2,0.2,1000,2424,14877
ktc,regular,2023,2026_4,5917,0,0,1000,2424,14877
ktc,regular,2023,2026_4,5927,47.9,47.6,1000,2424,14877
ktc,regular,2023,2026_4,5937,30.8,30.6,1000,2424,14877
ktc,regular,2023,2026_4,5955,0.4,0.4,1000,2424,14877
ktc,regular,2023,2026_4,5967,59.7,59.1,1000,2424,14877
ktc,regular,2023,2026_4,5970,10.1,10,1000,2424,14877
ktc,regular,2023,2026_4,6126,1.7,1.7,1000,2424,14877
ktc,regular,2023,2026_4,6130,38.7,38.4,1000,2424,14877
ktc,regular,2023,2026_4,6144,0,0,1000,2424,14877
ktc,regular,2023,2026_4,6149,27,26.9,1000,2424,14877
ktc,regular,2023,2026_4,6770,60.2,59.9,1000,2424,14877
ktc,regular,2023,2026_4,6783,10.6,10.4,1000,2424,14877
ktc,regular,2023,2026_4,6797,111.5,111,1000,2424,14877
ktc,regular,2023,2026_4,6801,45.9,45.7,1000,2424,14877
ktc,regular,2023,2026_4,6806,2,1.9,1000,2424,14877
ktc,regular,2023,2026_4,6819,70,69.7,1000,2424,14877
ktc,regular,2023,2026_4,6820,15,14.8,1000,2424,14877
ktc,regular,2023,2026_4,6826,75.4,75.1,1000,2424,14877
ktc,regular,2023,2026_4,6828,16.3,16,1000,2424,14877
ktc,regular,2023,2026_4,6845,58.3,58,1000,2424,14877
ktc,regular,2023,2026_4,6853,0,0,1000,2424,14877
ktc,regular,2023,2026_4,6886,0.5,0.5,1000,2424,14877
ktc,regular,2023,2026_4,6904,196.4,195.8,1000,2424,14877
ktc,regular,2023,2026_4,6920,1.5,1.5,1000,2424,14877
ktc,regular,2023,2026_4,6943,55.2,54.9,1000,2424,14877
ktc,regular,2023,2026_4,6945,15.2,14.9,1000,2424,14877
ktc,regular,2023,2026_4,7021,10.7,10.6,1000,2424,14877
ktc,regular,2023,2026_4,7045,12.8,12.7,1000,2424,14877
ktc,regular,2023,2026_4,7066,14.5,14.3,1000,2424,14877
ktc,regular,2023,2026_4,7090,7.8,7.8,1000,2424,14877
ktc,regular,2023,2026_4,7525,72.4,72.1,1000,2424,14877
ktc,regular,2023,2026_4,7527,25.7,25.6,1000,2424,14877
ktc,regular,2023,2026_4,7551,0,0,1000,2424,14877
ktc,regular,2023,2026_4,7553,38.8,38.5,1000,2424,14877
ktc,regular,2023,2026_4,7562,16.1,16,1000,2424,14877
ktc,regular,2023,2026_4,7565,2.4,2.3,1000,2424,14877
ktc,regular,2023,2026_4,7569,85.1,84.8,1000,2424,14877
ktc,regular,2023,2026_4,7571,1.7,1.6,1000,2424,14877
ktc,regular,2023,2026_4,7587,3.7,3.7,1000,2424,14877
ktc,regular,2023,2026_4,7594,39.4,39.2,1000,2424,14877
ktc,regular,2023,2026_4,7596,17.3,17.1,1000,2424,14877
ktc,regular,2023,2026_4,7606,0.9,0.9,1000,2424,14877
ktc,regular,2023,2026_4,7607,5,4.9,1000,2424,14877
ktc,regular,2023,2026_4,7670,21.4,21.2,1000,2424,14877
ktc,regular,2023,2026_4,7794,0,0,1000,2424,14877
ktc,regular,2023,2026_4,7828,5,5,1000,2424,14877
ktc,regular,2023,2026_4,8111,21.1,20.9,1000,2424,14877
ktc,regular,2023,2026_4,8116,0.8,0.8,1000,2424,14877
ktc,regular,2023,2026_4,8117,3.8,3.8,1000,2424,14877
ktc,regular,2023,2026_4,8118,1.2,1.2,1000,2424,14877
ktc,regular,2023,2026_4,8125,4.4,4.3,1000,2424,14877
ktc,regular,2023,2026_4,8126,18.3,18.2,1000,2424,14877
ktc,regular,2023,2026_4,8134,12.8,12.7,1000,2424,14877
