value_basis,format,year,archetype_id,player_id,avg_hvorp,avg_hvorp_weighted,build_count,avg_base_total,removal_pairs
ktc,hwang,2023,2024_5,7083,1.1,1.1,1000,1736,2142
ktc,hwang,2023,2024_5,7496,32.7,32.4,1000,1736,2142
ktc,hwang,2023,2024_5,7525,121.8,121.4,1000,1736,2142
ktc,hwang,2023,2024_5,7526,104.5,104.1,1000,1736,2142
ktc,hwang,2023,2024_5,7528,137.3,137.1,1000,1736,2142
ktc,hwang,2023,2024_5,7529,3.2,3.2,1000,1736,2142
ktc,hwang,2023,2024_5,7533,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,7538,41.5,40.5,1000,1736,2142
ktc,hwang,2023,2024_5,7547,168.4,168,1000,1736,2142
ktc,hwang,2023,2024_5,7559,11.8,11.7,1000,1736,2142
ktc,hwang,2023,2024_5,7561,25.2,25.2,1000,1736,2142
ktc,hwang,2023,2024_5,7567,51.3,51.1,1000,1736,2142
ktc,hwang,2023,2024_5,7588,109.2,109,1000,1736,2142
ktc,hwang,2023,2024_5,7593,12.3,12.2,1000,1736,2142
ktc,hwang,2023,2024_5,7595,2.8,2.7,1000,1736,2142
ktc,hwang,2023,2024_5,7602,31.5,31.2,1000,1736,2142
ktc,hwang,2023,2024_5,7605,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,7611,100.9,100.8,1000,1736,2142
ktc,hwang,2023,2024_5,7694,25.6,25.3,1000,1736,2142
ktc,hwang,2023,2024_5,7713,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,7720,0.5,0.5,1000,1736,2142
ktc,hwang,2023,2024_5,7757,6.2,6.1,1000,1736,2142
ktc,hwang,2023,2024_5,7891,11.2,11.1,1000,1736,2142
ktc,hwang,2023,2024_5,8110,100.7,100.3,1000,1736,2142
ktc,hwang,2023,2024_5,8114,0.1,0.1,1000,1736,2142
ktc,hwang,2023,2024_5,8122,0.8,0.7,1000,1736,2142
ktc,hwang,2023,2024_5,8123,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,8127,8.1,8,1000,1736,2142
ktc,hwang,2023,2024_5,8129,61,60.9,1000,1736,2142
ktc,hwang,2023,2024_5,8131,56.4,56,1000,1736,2142
ktc,hwang,2023,2024_5,8132,105.1,104.9,1000,1736,2142
ktc,hwang,2023,2024_5,8144,109.4,109,1000,1736,2142
ktc,hwang,2023,2024_5,8154,144.2,144.1,1000,1736,2142
ktc,hwang,2023,2024_5,8161,0.2,0.2,1000,1736,2142
ktc,hwang,2023,2024_5,8162,160.2,159,1000,1736,2142
ktc,hwang,2023,2024_5,8172,0.8,0.8,1000,1736,2142
ktc,hwang,2023,2024_5,8174,13.2,13.1,1000,1736,2142
ktc,hwang,2023,2024_5,8176,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,8180,0.5,0.5,1000,1736,2142
ktc,hwang,2023,2024_5,8183,191.3,190.1,1000,1736,2142
ktc,hwang,2023,2024_5,8195,6,6,1000,1736,2142
ktc,hwang,2023,2024_5,8197,0.5,0.4,1000,1736,2142
ktc,hwang,2023,2024_5,8204,15.4,15.3,1000,1736,2142
ktc,hwang,2023,2024_5,8208,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,8210,53.7,53.3,1000,1736,2142
ktc,hwang,2023,2024_5,8211,1.3,1.3,1000,1736,2142
ktc,hwang,2023,2024_5,8228,120.8,120.6,1000,1736,2142
ktc,hwang,2023,2024_5,8235,2.8,2.7,1000,1736,2142
ktc,hwang,2023,2024_5,8253,11.6,11.6,1000,1736,2142
ktc,hwang,2023,2024_5,8254,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,8255,5.2,5.1,1000,1736,2142
ktc,hwang,2023,2024_5,8408,29,28.9,1000,1736,2142
ktc,hwang,2023,2024_5,8800,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,8917,28.9,28.8,1000,1736,2142
ktc,hwang,2023,2024_5,9225,16.5,16.5,1000,1736,2142
ktc,hwang,2023,2024_5,9231,0.2,0.2,1000,1736,2142
ktc,hwang,2023,2024_5,9481,44.5,44.3,1000,1736,2142
ktc,hwang,2023,2024_5,9487,13.6,13.5,1000,1736,2142
ktc,hwang,2023,2024_5,9489,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,9499,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,9508,72.9,72.7,1000,1736,2142
ktc,hwang,2023,2024_5,9511,55.1,55,1000,1736,2142
ktc,hwang,2023,2024_5,9512,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,9757,15.2,15.2,1000,1736,2142
ktc,hwang,2023,2024_5,9758,159.4,157.9,1000,1736,2142
ktc,hwang,2023,2024_5,10213,27,26.8,1000,1736,2142
ktc,hwang,2023,2024_5,10216,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,10217,0.7,0.7,1000,1736,2142
ktc,hwang,2023,2024_5,10221,11,10.9,1000,1736,2142
ktc,hwang,2023,2024_5,10226,8.4,8.3,1000,1736,2142
ktc,hwang,2023,2024_5,10231,14.9,14.8,1000,1736,2142
ktc,hwang,2023,2024_5,10233,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,10234,9.7,9.6,1000,1736,2142
ktc,hwang,2023,2024_5,10235,56.8,56.6,1000,1736,2142
ktc,hwang,2023,2024_5,10857,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,10860,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,10866,41.5,40.8,1000,1736,2142
ktc,hwang,2023,2024_5,10867,23.9,23.7,1000,1736,2142
ktc,hwang,2023,2024_5,10870,0,0,1000,1736,2142
ktc,hwang,2023,2024_5,11199,41.4,41.3,1000,1736,2142
ktc,hwang,2023,2024_5,11210,7.8,7.6,1000,1736,2142
ktc,hwang,2023,2024_5,11256,16.8,16.3,1000,1736,2142
ktc,hwang,2023,2024_5,11292,47.7,46.8,1000,1736,2142
ktc,hwang,2023,2024_5,11306,23.2,23,1000,1736,2142
ktc,hwang,2023,2024_5,11311,3.4,3.3,1000,1736,2142
ktc,hwang,2023,2024_5,11370,7.1,7,1000,1736,2142
ktc,hwang,2023,2024_5,11435,7.9,7.9,1000,1736,2142
ktc,hwang,2023,2024_6,96,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,1049,21.8,21.4,1000,2033,7144
ktc,hwang,2023,2024_6,1166,102,101.8,1000,2033,7144
ktc,hwang,2023,2024_6,1234,173.3,172.4,1000,2033,7144
ktc,hwang,2023,2024_6,1339,19.2,19,1000,2033,7144
ktc,hwang,2023,2024_6,1479,133.4,133,1000,2033,7144
ktc,hwang,2023,2024_6,2028,130.1,129.3,1000,2033,7144
ktc,hwang,2023,2024_6,2078,40.8,40.6,1000,2033,7144
ktc,hwang,2023,2024_6,2197,72.1,71.8,1000,2033,7144
ktc,hwang,2023,2024_6,2306,4.4,4.3,1000,2033,7144
ktc,hwang,2023,2024_6,2309,116.2,115.8,1000,2033,7144
ktc,hwang,2023,2024_6,2325,30.5,30.3,1000,2033,7144
ktc,hwang,2023,2024_6,2711,32.6,32.1,1000,2033,7144
ktc,hwang,2023,2024_6,3199,24.4,24.1,1000,2033,7144
ktc,hwang,2023,2024_6,3214,65.5,65.1,1000,2033,7144
ktc,hwang,2023,2024_6,3225,36.6,36.3,1000,2033,7144
ktc,hwang,2023,2024_6,3257,7.2,7,1000,2033,7144
ktc,hwang,2023,2024_6,3286,40.8,40.6,1000,2033,7144
ktc,hwang,2023,2024_6,3634,20.6,20.4,1000,2033,7144
ktc,hwang,2023,2024_6,4018,149,148.3,1000,2033,7144
ktc,hwang,2023,2024_6,4034,287.6,286.9,1000,2033,7144
ktc,hwang,2023,2024_6,4037,72.9,72.5,1000,2033,7144
ktc,hwang,2023,2024_6,4040,12.3,12.1,1000,2033,7144
ktc,hwang,2023,2024_6,4046,221.5,220.3,1000,2033,7144
ktc,hwang,2023,2024_6,4066,107.6,107,1000,2033,7144
ktc,hwang,2023,2024_6,4068,18.8,18.8,1000,2033,7144
ktc,hwang,2023,2024_6,4080,22.2,22,1000,2033,7144
ktc,hwang,2023,2024_6,4082,53.1,52.8,1000,2033,7144
ktc,hwang,2023,2024_6,4089,44.1,43.5,1000,2033,7144
ktc,hwang,2023,2024_6,4098,66.3,66,1000,2033,7144
ktc,hwang,2023,2024_6,4111,62.6,62.4,1000,2033,7144
ktc,hwang,2023,2024_6,4147,32.5,32.1,1000,2033,7144
ktc,hwang,2023,2024_6,4149,8.8,8.6,1000,2033,7144
ktc,hwang,2023,2024_6,4171,46.9,46.7,1000,2033,7144
ktc,hwang,2023,2024_6,4179,106.5,105.7,1000,2033,7144
ktc,hwang,2023,2024_6,4197,1.1,1.1,1000,2033,7144
ktc,hwang,2023,2024_6,4198,13.6,13.5,1000,2033,7144
ktc,hwang,2023,2024_6,4199,67.7,67.4,1000,2033,7144
ktc,hwang,2023,2024_6,4234,48.4,48.4,1000,2033,7144
ktc,hwang,2023,2024_6,4274,9,9,1000,2033,7144
ktc,hwang,2023,2024_6,4351,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,4663,102.6,102.2,1000,2033,7144
ktc,hwang,2023,2024_6,4943,1,1,1000,2033,7144
ktc,hwang,2023,2024_6,4950,61.4,61,1000,2033,7144
ktc,hwang,2023,2024_6,4951,44.9,44.6,1000,2033,7144
ktc,hwang,2023,2024_6,4973,15.8,15.7,1000,2033,7144
ktc,hwang,2023,2024_6,4984,301.1,299.8,1000,2033,7144
ktc,hwang,2023,2024_6,4985,0.4,0.4,1000,2033,7144
ktc,hwang,2023,2024_6,4993,20.4,20.1,1000,2033,7144
ktc,hwang,2023,2024_6,5000,5,4.8,1000,2033,7144
ktc,hwang,2023,2024_6,5001,83.7,83.4,1000,2033,7144
ktc,hwang,2023,2024_6,5026,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,5038,26,25.8,1000,2033,7144
ktc,hwang,2023,2024_6,5089,0.3,0.3,1000,2033,7144
ktc,hwang,2023,2024_6,5113,22.5,22.3,1000,2033,7144
ktc,hwang,2023,2024_6,5121,8.3,8.3,1000,2033,7144
ktc,hwang,2023,2024_6,5122,2.9,2.9,1000,2033,7144
ktc,hwang,2023,2024_6,5133,46.2,45.8,1000,2033,7144
ktc,hwang,2023,2024_6,5185,13.1,12.8,1000,2033,7144
ktc,hwang,2023,2024_6,5248,126.9,126.4,1000,2033,7144
ktc,hwang,2023,2024_6,5284,9.2,9.1,1000,2033,7144
ktc,hwang,2023,2024_6,5323,0.6,0.5,1000,2033,7144
ktc,hwang,2023,2024_6,5347,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,5374,26.6,26.3,1000,2033,7144
ktc,hwang,2023,2024_6,5695,20.1,20,1000,2033,7144
ktc,hwang,2023,2024_6,5848,50.2,49.8,1000,2033,7144
ktc,hwang,2023,2024_6,5854,10.5,10.3,1000,2033,7144
ktc,hwang,2023,2024_6,5892,145.3,144.7,1000,2033,7144
ktc,hwang,2023,2024_6,5938,16.6,16.5,1000,2033,7144
ktc,hwang,2023,2024_6,5947,86.3,86,1000,2033,7144
ktc,hwang,2023,2024_6,5987,67.9,67.5,1000,2033,7144
ktc,hwang,2023,2024_6,6011,85.1,84.3,1000,2033,7144
ktc,hwang,2023,2024_6,6039,12.5,12.4,1000,2033,7144
ktc,hwang,2023,2024_6,6136,6.8,6.7,1000,2033,7144
ktc,hwang,2023,2024_6,6234,6.4,6.2,1000,2033,7144
ktc,hwang,2023,2024_6,6271,12.1,12,1000,2033,7144
ktc,hwang,2023,2024_6,6290,10.7,10.6,1000,2033,7144
ktc,hwang,2023,2024_6,6421,7.5,7.4,1000,2033,7144
ktc,hwang,2023,2024_6,6598,16.6,16.4,1000,2033,7144
ktc,hwang,2023,2024_6,6659,14.7,14.5,1000,2033,7144
ktc,hwang,2023,2024_6,6694,7.5,7.4,1000,2033,7144
ktc,hwang,2023,2024_6,6790,121.3,120.6,1000,2033,7144
ktc,hwang,2023,2024_6,6794,82.3,82,1000,2033,7144
ktc,hwang,2023,2024_6,6805,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,6806,5.7,5.7,1000,2033,7144
ktc,hwang,2023,2024_6,6819,94,93.4,1000,2033,7144
ktc,hwang,2023,2024_6,6820,26.9,26.7,1000,2033,7144
ktc,hwang,2023,2024_6,6824,1.8,1.7,1000,2033,7144
ktc,hwang,2023,2024_6,6843,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,6845,104.1,103.5,1000,2033,7144
ktc,hwang,2023,2024_6,6847,0.2,0.2,1000,2033,7144
ktc,hwang,2023,2024_6,6849,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,6853,2.4,2.3,1000,2033,7144
ktc,hwang,2023,2024_6,6869,21.3,21,1000,2033,7144
ktc,hwang,2023,2024_6,6886,5.2,5.1,1000,2033,7144
ktc,hwang,2023,2024_6,6918,15.1,14.9,1000,2033,7144
ktc,hwang,2023,2024_6,6920,15.4,15.2,1000,2033,7144
ktc,hwang,2023,2024_6,6927,0.9,0.9,1000,2033,7144
ktc,hwang,2023,2024_6,6931,0.5,0.5,1000,2033,7144
ktc,hwang,2023,2024_6,6938,20.9,20.8,1000,2033,7144
ktc,hwang,2023,2024_6,6951,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,6955,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,6960,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,6989,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,7002,48.6,48.3,1000,2033,7144
ktc,hwang,2023,2024_6,7045,30.1,30,1000,2033,7144
ktc,hwang,2023,2024_6,7049,14,13.8,1000,2033,7144
ktc,hwang,2023,2024_6,7066,38.9,38.6,1000,2033,7144
ktc,hwang,2023,2024_6,7083,2.6,2.5,1000,2033,7144
ktc,hwang,2023,2024_6,7090,22.8,22.6,1000,2033,7144
ktc,hwang,2023,2024_6,7496,22.2,21.8,1000,2033,7144
ktc,hwang,2023,2024_6,7527,65.8,65.2,1000,2033,7144
ktc,hwang,2023,2024_6,7529,0.4,0.4,1000,2033,7144
ktc,hwang,2023,2024_6,7533,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,7538,49.2,48.8,1000,2033,7144
ktc,hwang,2023,2024_6,7543,177.7,177,1000,2033,7144
ktc,hwang,2023,2024_6,7551,0.1,0.1,1000,2033,7144
ktc,hwang,2023,2024_6,7559,11.5,11.4,1000,2033,7144
ktc,hwang,2023,2024_6,7561,13.4,13.3,1000,2033,7144
ktc,hwang,2023,2024_6,7564,120,119.6,1000,2033,7144
ktc,hwang,2023,2024_6,7567,26.8,26.5,1000,2033,7144
ktc,hwang,2023,2024_6,7568,16.2,16,1000,2033,7144
ktc,hwang,2023,2024_6,7585,9.2,9.2,1000,2033,7144
ktc,hwang,2023,2024_6,7593,6,5.9,1000,2033,7144
ktc,hwang,2023,2024_6,7595,2.2,2.1,1000,2033,7144
ktc,hwang,2023,2024_6,7596,38.3,38,1000,2033,7144
ktc,hwang,2023,2024_6,7600,31.9,31.7,1000,2033,7144
ktc,hwang,2023,2024_6,7601,28.1,27.8,1000,2033,7144
ktc,hwang,2023,2024_6,7605,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,7607,14.5,14.4,1000,2033,7144
ktc,hwang,2023,2024_6,7608,63.9,63.6,1000,2033,7144
ktc,hwang,2023,2024_6,7670,40.7,40.4,1000,2033,7144
ktc,hwang,2023,2024_6,7713,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,7757,4.4,4.4,1000,2033,7144
ktc,hwang,2023,2024_6,7794,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,8110,86.7,86.2,1000,2033,7144
ktc,hwang,2023,2024_6,8114,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,8122,0.5,0.5,1000,2033,7144
ktc,hwang,2023,2024_6,8123,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,8126,34.4,34.2,1000,2033,7144
ktc,hwang,2023,2024_6,8130,92.6,92.1,1000,2033,7144
ktc,hwang,2023,2024_6,8131,52.8,52.5,1000,2033,7144
ktc,hwang,2023,2024_6,8135,8.7,8.6,1000,2033,7144
ktc,hwang,2023,2024_6,8136,153.5,153,1000,2033,7144
ktc,hwang,2023,2024_6,8139,30,29.7,1000,2033,7144
ktc,hwang,2023,2024_6,8140,1.5,1.4,1000,2033,7144
ktc,hwang,2023,2024_6,8142,30.2,30,1000,2033,7144
ktc,hwang,2023,2024_6,8145,5.4,5.2,1000,2033,7144
ktc,hwang,2023,2024_6,8146,71.9,71.4,1000,2033,7144
ktc,hwang,2023,2024_6,8147,1.9,1.8,1000,2033,7144
ktc,hwang,2023,2024_6,8148,33.4,33.2,1000,2033,7144
ktc,hwang,2023,2024_6,8150,181.6,181,1000,2033,7144
ktc,hwang,2023,2024_6,8151,128.2,127.5,1000,2033,7144
ktc,hwang,2023,2024_6,8153,2.3,2.2,1000,2033,7144
ktc,hwang,2023,2024_6,8157,34,33.8,1000,2033,7144
ktc,hwang,2023,2024_6,8159,97.8,97.2,1000,2033,7144
ktc,hwang,2023,2024_6,8161,0.5,0.4,1000,2033,7144
ktc,hwang,2023,2024_6,8168,12.9,12.8,1000,2033,7144
ktc,hwang,2023,2024_6,8171,8.1,8.1,1000,2033,7144
ktc,hwang,2023,2024_6,8174,7.6,7.5,1000,2033,7144
ktc,hwang,2023,2024_6,8176,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,8180,0.2,0.2,1000,2033,7144
ktc,hwang,2023,2024_6,8195,2.4,2.4,1000,2033,7144
ktc,hwang,2023,2024_6,8204,15.2,15.2,1000,2033,7144
ktc,hwang,2023,2024_6,8205,136.3,135.7,1000,2033,7144
ktc,hwang,2023,2024_6,8208,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,8214,2.8,2.7,1000,2033,7144
ktc,hwang,2023,2024_6,8219,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,8221,3.4,3.3,1000,2033,7144
ktc,hwang,2023,2024_6,8230,44.9,44.6,1000,2033,7144
ktc,hwang,2023,2024_6,8235,0.8,0.8,1000,2033,7144
ktc,hwang,2023,2024_6,8253,7.9,7.8,1000,2033,7144
ktc,hwang,2023,2024_6,8254,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,8255,1.2,1.1,1000,2033,7144
ktc,hwang,2023,2024_6,8676,59.3,59,1000,2033,7144
ktc,hwang,2023,2024_6,8800,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,8917,22.1,21.9,1000,2033,7144
ktc,hwang,2023,2024_6,9220,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,9221,148,147.5,1000,2033,7144
ktc,hwang,2023,2024_6,9224,18.7,18.5,1000,2033,7144
ktc,hwang,2023,2024_6,9226,127.7,127.3,1000,2033,7144
ktc,hwang,2023,2024_6,9227,2.1,2.1,1000,2033,7144
ktc,hwang,2023,2024_6,9480,6.1,6,1000,2033,7144
ktc,hwang,2023,2024_6,9482,33.6,33.4,1000,2033,7144
ktc,hwang,2023,2024_6,9484,31.7,31.3,1000,2033,7144
ktc,hwang,2023,2024_6,9486,29.8,29.6,1000,2033,7144
ktc,hwang,2023,2024_6,9487,12.7,12.7,1000,2033,7144
ktc,hwang,2023,2024_6,9489,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,9493,135.3,134.9,1000,2033,7144
ktc,hwang,2023,2024_6,9494,27.4,27.2,1000,2033,7144
ktc,hwang,2023,2024_6,9499,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,9500,42,41.6,1000,2033,7144
ktc,hwang,2023,2024_6,9502,89,88.6,1000,2033,7144
ktc,hwang,2023,2024_6,9504,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,9505,1.1,1.1,1000,2033,7144
ktc,hwang,2023,2024_6,9506,0.1,0.1,1000,2033,7144
ktc,hwang,2023,2024_6,9509,136.2,135.7,1000,2033,7144
ktc,hwang,2023,2024_6,9512,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,9753,38.5,38.3,1000,2033,7144
ktc,hwang,2023,2024_6,9999,63.4,62.8,1000,2033,7144
ktc,hwang,2023,2024_6,10213,22.5,22.4,1000,2033,7144
ktc,hwang,2023,2024_6,10215,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,10217,2.5,2.4,1000,2033,7144
ktc,hwang,2023,2024_6,10221,7.5,7.5,1000,2033,7144
ktc,hwang,2023,2024_6,10223,1.9,1.8,1000,2033,7144
ktc,hwang,2023,2024_6,10226,6.7,6.6,1000,2033,7144
ktc,hwang,2023,2024_6,10232,38.4,38.2,1000,2033,7144
ktc,hwang,2023,2024_6,10234,7.3,7.2,1000,2033,7144
ktc,hwang,2023,2024_6,10444,4.4,4.3,1000,2033,7144
ktc,hwang,2023,2024_6,10857,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,10860,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,10866,54.4,53.8,1000,2033,7144
ktc,hwang,2023,2024_6,10867,18.9,18.7,1000,2033,7144
ktc,hwang,2023,2024_6,10870,0,0,1000,2033,7144
ktc,hwang,2023,2024_6,11199,31.8,31.4,1000,2033,7144
ktc,hwang,2023,2024_6,11210,4.9,4.8,1000,2033,7144
ktc,hwang,2023,2024_6,11306,15.9,15.8,1000,2033,7144
ktc,hwang,2023,2024_6,11311,3.4,3.4,1000,2033,7144
ktc,hwang,2023,2024_6,11370,3.4,3.3,1000,2033,7144
ktc,hwang,2023,2024_6,11435,4.9,4.8,1000,2033,7144
ktc,hwang,2023,2025_1,19,56.6,56.4,1000,2168,5861
ktc,hwang,2023,2025_1,827,26.7,26.5,1000,2168,5861
ktc,hwang,2023,2025_1,1049,15.1,14.9,1000,2168,5861
ktc,hwang,2023,2025_1,1352,8.9,8.8,1000,2168,5861
ktc,hwang,2023,2025_1,1689,72.1,71.9,1000,2168,5861
ktc,hwang,2023,2025_1,2078,35.7,35.6,1000,2168,5861
ktc,hwang,2023,2025_1,2133,100.6,100.3,1000,2168,5861
ktc,hwang,2023,2025_1,2161,30.5,30.4,1000,2168,5861
ktc,hwang,2023,2025_1,2197,64.3,64.1,1000,2168,5861
ktc,hwang,2023,2025_1,2319,10.3,10.2,1000,2168,5861
ktc,hwang,2023,2025_1,2325,23.9,23.8,1000,2168,5861
ktc,hwang,2023,2025_1,2505,50.7,50.5,1000,2168,5861
ktc,hwang,2023,2025_1,2749,176.1,175.7,1000,2168,5861
ktc,hwang,2023,2025_1,3164,56.8,56.5,1000,2168,5861
ktc,hwang,2023,2025_1,3199,17.2,17.1,1000,2168,5861
ktc,hwang,2023,2025_1,3271,40.5,40.2,1000,2168,5861
ktc,hwang,2023,2025_1,3286,37.3,37.2,1000,2168,5861
ktc,hwang,2023,2025_1,3634,15,14.9,1000,2168,5861
ktc,hwang,2023,2025_1,4035,101,100.7,1000,2168,5861
ktc,hwang,2023,2025_1,4039,72.8,72.5,1000,2168,5861
ktc,hwang,2023,2025_1,4040,9.2,9.2,1000,2168,5861
ktc,hwang,2023,2025_1,4080,19.4,19.2,1000,2168,5861
ktc,hwang,2023,2025_1,4082,45,44.8,1000,2168,5861
ktc,hwang,2023,2025_1,4137,99.7,99.4,1000,2168,5861
ktc,hwang,2023,2025_1,4144,45,44.7,1000,2168,5861
ktc,hwang,2023,2025_1,4147,20.1,19.9,1000,2168,5861
ktc,hwang,2023,2025_1,4171,41.7,41.5,1000,2168,5861
ktc,hwang,2023,2025_1,4197,0.6,0.6,1000,2168,5861
ktc,hwang,2023,2025_1,4198,11.2,11.1,1000,2168,5861
ktc,hwang,2023,2025_1,4199,54.2,54,1000,2168,5861
ktc,hwang,2023,2025_1,4234,41.3,41.3,1000,2168,5861
ktc,hwang,2023,2025_1,4274,9.5,9.5,1000,2168,5861
ktc,hwang,2023,2025_1,4351,0,0,1000,2168,5861
ktc,hwang,2023,2025_1,4454,31.6,31.4,1000,2168,5861
ktc,hwang,2023,2025_1,4464,19.7,19.5,1000,2168,5861
ktc,hwang,2023,2025_1,4881,229.4,228.7,1000,2168,5861
ktc,hwang,2023,2025_1,4892,114.4,113.9,1000,2168,5861
ktc,hwang,2023,2025_1,4943,1.1,1.1,1000,2168,5861
ktc,hwang,2023,2025_1,4951,41.7,41.6,1000,2168,5861
ktc,hwang,2023,2025_1,4972,15.4,15.3,1000,2168,5861
ktc,hwang,2023,2025_1,4981,88.8,88.6,1000,2168,5861
ktc,hwang,2023,2025_1,4983,132.2,131.9,1000,2168,5861
ktc,hwang,2023,2025_1,5022,71.6,71.4,1000,2168,5861
ktc,hwang,2023,2025_1,5026,0,0,1000,2168,5861
ktc,hwang,2023,2025_1,5038,23,22.9,1000,2168,5861
ktc,hwang,2023,2025_1,5113,14.9,14.9,1000,2168,5861
ktc,hwang,2023,2025_1,5121,7.1,7,1000,2168,5861
ktc,hwang,2023,2025_1,5137,1.5,1.5,1000,2168,5861
ktc,hwang,2023,2025_1,5323,0.2,0.2,1000,2168,5861
ktc,hwang,2023,2025_1,5374,19.5,19.4,1000,2168,5861
ktc,hwang,2023,2025_1,5695,12,11.9,1000,2168,5861
ktc,hwang,2023,2025_1,5846,103.9,103.6,1000,2168,5861
ktc,hwang,2023,2025_1,5850,90.9,90.6,1000,2168,5861
ktc,hwang,2023,2025_1,5880,0.6,0.6,1000,2168,5861
ktc,hwang,2023,2025_1,5906,7.8,7.7,1000,2168,5861
ktc,hwang,2023,2025_1,5938,14.6,14.5,1000,2168,5861
ktc,hwang,2023,2025_1,5947,76.2,75.9,1000,2168,5861
ktc,hwang,2023,2025_1,5955,2.7,2.6,1000,2168,5861
ktc,hwang,2023,2025_1,5967,88.5,88.1,1000,2168,5861
ktc,hwang,2023,2025_1,5970,15.8,15.5,1000,2168,5861
ktc,hwang,2023,2025_1,5985,8.2,8.1,1000,2168,5861
ktc,hwang,2023,2025_1,5987,46.1,45.9,1000,2168,5861
ktc,hwang,2023,2025_1,6039,11.1,11,1000,2168,5861
ktc,hwang,2023,2025_1,6111,62.9,62.6,1000,2168,5861
ktc,hwang,2023,2025_1,6130,67.3,67,1000,2168,5861
ktc,hwang,2023,2025_1,6149,44.3,44.1,1000,2168,5861
ktc,hwang,2023,2025_1,6151,20.8,20.6,1000,2168,5861
ktc,hwang,2023,2025_1,6234,4.5,4.5,1000,2168,5861
ktc,hwang,2023,2025_1,6271,10,10,1000,2168,5861
ktc,hwang,2023,2025_1,6290,5.5,5.5,1000,2168,5861
ktc,hwang,2023,2025_1,6421,5.8,5.8,1000,2168,5861
ktc,hwang,2023,2025_1,6598,11,10.9,1000,2168,5861
ktc,hwang,2023,2025_1,6659,8.2,8.2,1000,2168,5861
ktc,hwang,2023,2025_1,6768,163.8,163.2,1000,2168,5861
ktc,hwang,2023,2025_1,6786,192,191.7,1000,2168,5861
ktc,hwang,2023,2025_1,6790,96.8,96.4,1000,2168,5861
ktc,hwang,2023,2025_1,6797,158,157.3,1000,2168,5861
ktc,hwang,2023,2025_1,6805,0,0,1000,2168,5861
ktc,hwang,2023,2025_1,6813,71.5,71.3,1000,2168,5861
ktc,hwang,2023,2025_1,6814,0.4,0.4,1000,2168,5861
ktc,hwang,2023,2025_1,6824,1.2,1.2,1000,2168,5861
ktc,hwang,2023,2025_1,6828,41.4,41.2,1000,2168,5861
ktc,hwang,2023,2025_1,6843,0,0,1000,2168,5861
ktc,hwang,2023,2025_1,6847,0,0,1000,2168,5861
ktc,hwang,2023,2025_1,6849,0,0,1000,2168,5861
ktc,hwang,2023,2025_1,6850,14.5,14.3,1000,2168,5861
ktc,hwang,2023,2025_1,6853,1.2,1.2,1000,2168,5861
ktc,hwang,2023,2025_1,6869,20,19.9,1000,2168,5861
ktc,hwang,2023,2025_1,6886,5.1,5.1,1000,2168,5861
ktc,hwang,2023,2025_1,6920,12.7,12.6,1000,2168,5861
