year,archetype_id,archetype_label,build_index,variant,stack_class,stack_count,roster_rb1_rb2_same_team,season_total,weekly_std,roster_value,stack_teams,stack_names,roster_rb1_name,roster_rb2_name,roster_rb2_adp
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),31,single,single,1,0,2249.3,21.74,62955,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),31,multi,multi,2,0,2223.9,24.84,62652,MIN|CLE,Dalvin Cook/Alexander Mattison (MIN); Nick Chubb/Kareem Hunt (CLE),Dalvin Cook,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),32,natural,none,0,0,2245.7,25.05,64909,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),32,none,none,0,0,2245.7,25.05,64909,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),32,single,single,1,0,2226.8,24.36,63873,WAS,Antonio Gibson/Brian Robinson (WAS),Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),33,natural,single,1,0,2171.7,20.88,61326,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),33,none,none,0,0,2172.5,21.19,62093,,,Dalvin Cook,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),33,single,single,1,0,2171.7,20.88,61326,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),33,multi,multi,2,0,2038.3,22.98,61588,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),34,natural,none,0,0,2177.5,21.7,63943,,,Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),34,none,none,0,0,2177.5,21.7,63943,,,Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),34,single,single,1,0,2347.7,24.52,63618,CLE,Nick Chubb/Kareem Hunt (CLE),Christian McCaffrey,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),34,multi,multi,2,0,2186.8,22.47,61504,MIN|CLE,Dalvin Cook/Alexander Mattison (MIN); Nick Chubb/Kareem Hunt (CLE),Dalvin Cook,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),35,natural,none,0,0,2388.3,14.37,64213,,,Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),35,none,none,0,0,2388.3,14.37,64213,,,Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),35,single,single,1,0,2325.9,17.66,64379,SEA,Rashaad Penny/Kenneth Walker III (SEA),Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),36,natural,none,0,0,2296.7,20.41,64573,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),36,none,none,0,0,2296.7,20.41,64573,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),36,single,single,1,0,2409.4,20.29,63860,PHI,Miles Sanders/Kenneth Gainwell (PHI),Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),37,natural,none,0,0,2179.3,28.43,65253,,,Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),37,none,none,0,0,2179.3,28.43,65253,,,Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),37,single,single,1,0,2147.4,28.05,65576,DEN,Javonte Williams/Chase Edmonds (DEN),Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),37,multi,multi,2,0,1977.5,30.73,64333,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),38,natural,single,1,0,2382.8,22.11,63555,ATL,Cordarrelle Patterson/Tyler Allgeier (ATL),Christian McCaffrey,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),38,none,none,0,0,2323.1,21.74,63862,,,Christian McCaffrey,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),38,single,single,1,0,2382.8,22.11,63555,ATL,Cordarrelle Patterson/Tyler Allgeier (ATL),Christian McCaffrey,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),39,natural,single,1,0,2293,25.03,63860,SEA,Rashaad Penny/Kenneth Walker III (SEA),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),39,none,none,0,0,2253.8,26.95,64161,,,Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),39,single,single,1,0,2246.3,24.76,64453,DEN,Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),39,multi,multi,2,0,2248.4,24.21,66204,DEN|ATL,Javonte Williams/Chase Edmonds (DEN); Cordarrelle Patterson/Tyler Allgeier (ATL),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),40,natural,none,0,0,2100,19.75,63095,,,Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),40,none,none,0,0,2100,19.75,63095,,,Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),40,single,single,1,0,2099,19.01,63387,DEN,Javonte Williams/Chase Edmonds (DEN),Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),40,multi,multi,2,0,2011.7,15.54,62015,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),41,natural,none,0,0,2313.3,30.1,63373,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),41,none,none,0,0,2313.3,30.1,63373,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),41,single,single,1,0,2289,31.58,63396,CLE,Nick Chubb/Kareem Hunt (CLE),Christian McCaffrey,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),42,natural,none,0,0,2113.9,24.45,62698,,,Austin Ekeler,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),42,none,none,0,0,2113.9,24.45,62698,,,Austin Ekeler,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),42,single,single,1,0,2198.9,25.13,62312,CLE,Nick Chubb/Kareem Hunt (CLE),Austin Ekeler,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),42,multi,multi,2,0,2023.4,24.18,61069,MIN|CLE,Dalvin Cook/Alexander Mattison (MIN); Nick Chubb/Kareem Hunt (CLE),Dalvin Cook,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),43,natural,none,0,0,2493.6,20.37,63622,,,Austin Ekeler,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),43,none,none,0,0,2493.6,20.37,63622,,,Austin Ekeler,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),43,single,single,1,0,2437.9,21.71,62778,CLE,Nick Chubb/Kareem Hunt (CLE),Austin Ekeler,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),43,multi,multi,2,0,2273.6,25.17,61535,MIN|CLE,Dalvin Cook/Alexander Mattison (MIN); Nick Chubb/Kareem Hunt (CLE),Dalvin Cook,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),44,natural,none,0,0,2313.7,25.79,63739,,,Christian McCaffrey,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),44,none,none,0,0,2313.7,25.79,63739,,,Christian McCaffrey,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),44,single,single,1,0,2057.5,26.94,64230,DEN,Javonte Williams/Chase Edmonds (DEN),Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),44,multi,multi,2,0,1947.5,24.07,63013,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),45,natural,none,0,0,2286.6,14.44,63562,,,Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),45,none,none,0,0,2286.6,14.44,63562,,,Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),45,single,single,1,0,2209.7,17.5,64020,DEN,Javonte Williams/Chase Edmonds (DEN),Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),45,multi,multi,2,0,2073.5,16.85,63374,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),46,natural,none,0,0,2267.1,24.59,60795,,,Dalvin Cook,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),46,none,none,0,0,2267.1,24.59,60795,,,Dalvin Cook,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),46,single,single,1,0,2040.5,23.14,61286,DEN,Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),46,multi,multi,2,0,1989.6,22.78,61126,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),47,natural,none,0,0,2437,15.37,65471,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),47,none,none,0,0,2437,15.37,65471,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),47,single,single,1,0,2382.7,17.83,65637,SEA,Rashaad Penny/Kenneth Walker III (SEA),Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),48,natural,none,0,0,1945.1,22.8,63417,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),48,none,none,0,0,1945.1,22.8,63417,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),48,single,single,1,0,2066.1,24.94,62704,PHI,Miles Sanders/Kenneth Gainwell (PHI),Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),49,natural,none,0,0,2158.6,25.2,62025,,,Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),49,none,none,0,0,2158.6,25.2,62025,,,Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),49,single,single,1,0,2126.9,26.43,61686,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),49,multi,multi,2,0,2296.2,29.24,61361,MIN|CLE,Dalvin Cook/Alexander Mattison (MIN); Nick Chubb/Kareem Hunt (CLE),Dalvin Cook,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),50,natural,none,0,0,2290.7,22.67,64490,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),50,none,none,0,0,2290.7,22.67,64490,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),50,single,single,1,0,2282.3,23.61,65420,BUF,Devin Singletary/James Cook (BUF),Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),51,natural,none,0,0,2369.4,31.25,64494,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),51,none,none,0,0,2369.4,31.25,64494,,,Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),51,single,single,1,0,2403.8,30.92,64505,ATL,Cordarrelle Patterson/Tyler Allgeier (ATL),Christian McCaffrey,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),52,natural,none,0,0,2069,27.41,63190,,,Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),52,none,none,0,0,2069,27.41,63190,,,Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),52,single,single,1,0,2063.9,24.32,63482,DEN,Javonte Williams/Chase Edmonds (DEN),Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),52,multi,multi,2,0,1972.8,23.31,62957,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),53,natural,none,0,0,2213.8,17.23,62288,,,Austin Ekeler,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),53,none,none,0,0,2213.8,17.23,62288,,,Austin Ekeler,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),53,single,single,1,0,2124.8,15.55,61763,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Alvin Kamara,8
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),53,multi,multi,2,0,1952.5,17.82,62160,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),54,natural,none,0,0,2309.4,22.16,64197,,,Dalvin Cook,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),54,none,none,0,0,2309.4,22.16,64197,,,Dalvin Cook,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),54,single,single,1,0,2244.8,19.63,63353,CLE,Nick Chubb/Kareem Hunt (CLE),Dalvin Cook,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),54,multi,multi,2,0,2221.6,19.28,62220,MIN|CLE,Dalvin Cook/Alexander Mattison (MIN); Nick Chubb/Kareem Hunt (CLE),Dalvin Cook,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),55,natural,none,0,0,2266.4,23.16,66157,,,Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),55,none,none,0,0,2266.4,23.16,66157,,,Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),55,single,single,1,0,2370.2,27.7,65280,CLE,Nick Chubb/Kareem Hunt (CLE),Christian McCaffrey,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),56,natural,none,0,0,1924.4,16.98,63602,,,Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),56,none,none,0,0,1924.4,16.98,63602,,,Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),56,single,single,1,0,1924.8,15.57,63894,DEN,Javonte Williams/Chase Edmonds (DEN),Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),56,multi,multi,2,0,1834,17.46,63393,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),57,natural,none,0,0,2081,23.3,64377,,,Austin Ekeler,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),57,none,none,0,0,2081,23.3,64377,,,Austin Ekeler,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),57,single,single,1,0,1880.1,22.21,64733,DEN,Javonte Williams/Chase Edmonds (DEN),Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),57,multi,multi,2,0,1707.8,18.24,63490,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),58,natural,none,0,0,2194.2,27.07,65290,,,Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),58,none,none,0,0,2194.2,27.07,65290,,,Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),58,single,single,1,0,2160.3,25.54,65613,DEN,Javonte Williams/Chase Edmonds (DEN),Christian McCaffrey,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),58,multi,multi,2,0,2069,25.61,63423,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),59,natural,none,0,0,2120.6,20.17,61906,,,Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),59,none,none,0,0,2120.6,20.17,61906,,,Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),59,single,single,1,0,2046.4,21.87,62364,DEN,Javonte Williams/Chase Edmonds (DEN),Austin Ekeler,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),59,multi,multi,2,0,1980.6,14.12,61411,MIN|DEN,Dalvin Cook/Alexander Mattison (MIN); Javonte Williams/Chase Edmonds (DEN),Dalvin Cook,Javonte Williams,12
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),60,natural,none,0,0,2232.1,20.38,62957,,,Austin Ekeler,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),60,none,none,0,0,2232.1,20.38,62957,,,Austin Ekeler,Saquon Barkley,11
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),60,single,single,1,0,2206.4,20.75,62654,CLE,Nick Chubb/Kareem Hunt (CLE),Austin Ekeler,Nick Chubb,10
2022,2024_4,2024 #4 — We Have McCaffrey at Home (11-7),60,multi,multi,2,0,2111,18.71,62129,MIN|CLE,Dalvin Cook/Alexander Mattison (MIN); Nick Chubb/Kareem Hunt (CLE),Dalvin Cook,Nick Chubb,10
2022,2024_5,2024 #5 — The Boomers (11-7),1,natural,none,0,0,2186.8,19.73,43931,,,Derrick Henry,Devin Singletary,30
2022,2024_5,2024 #5 — The Boomers (11-7),1,none,none,0,0,2186.8,19.73,43931,,,Derrick Henry,Devin Singletary,30
2022,2024_5,2024 #5 — The Boomers (11-7),1,single,single,1,0,2091.5,17.61,44216,SEA,Rashaad Penny/Kenneth Walker III (SEA),Derrick Henry,Rashaad Penny,29
2022,2024_5,2024 #5 — The Boomers (11-7),2,natural,none,0,0,1873.3,22.61,43731,,,Derrick Henry,Kareem Hunt,35
2022,2024_5,2024 #5 — The Boomers (11-7),2,none,none,0,0,1873.3,22.61,43731,,,Derrick Henry,Kareem Hunt,35
2022,2024_5,2024 #5 — The Boomers (11-7),2,single,single,1,0,1830.2,22.88,45489,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Kareem Hunt,35
2022,2024_5,2024 #5 — The Boomers (11-7),2,multi,multi,2,0,1912.3,20.26,45645,MIN|ATL,Dalvin Cook/Alexander Mattison (MIN); Cordarrelle Patterson/Tyler Allgeier (ATL),Dalvin Cook,Cordarrelle Patterson,34
2022,2024_5,2024 #5 — The Boomers (11-7),3,natural,none,0,0,1954.1,20.55,43251,,,Joe Mixon,Rashaad Penny,29
2022,2024_5,2024 #5 — The Boomers (11-7),3,none,none,0,0,1954.1,20.55,43251,,,Joe Mixon,Rashaad Penny,29
2022,2024_5,2024 #5 — The Boomers (11-7),3,single,single,1,0,1952.2,17.35,43635,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Rashaad Penny,29
2022,2024_5,2024 #5 — The Boomers (11-7),3,multi,multi,2,0,2021.5,19.5,44980,MIN|PHI,Dalvin Cook/Alexander Mattison (MIN); Miles Sanders/Kenneth Gainwell (PHI),Dalvin Cook,Miles Sanders,33
2022,2024_5,2024 #5 — The Boomers (11-7),4,natural,none,0,0,1922.7,19.29,44045,,,Derrick Henry,Kenneth Walker III,37
2022,2024_5,2024 #5 — The Boomers (11-7),4,none,none,0,0,1922.7,19.29,44045,,,Derrick Henry,Kenneth Walker III,37
2022,2024_5,2024 #5 — The Boomers (11-7),4,single,single,1,0,1930.7,20.83,43673,ATL,Cordarrelle Patterson/Tyler Allgeier (ATL),Derrick Henry,Cordarrelle Patterson,34
2022,2024_5,2024 #5 — The Boomers (11-7),5,natural,none,0,0,1896.5,21.29,45247,,,Derrick Henry,Clyde Edwards-Helaire,27
2022,2024_5,2024 #5 — The Boomers (11-7),5,none,none,0,0,1896.5,21.29,45247,,,Derrick Henry,Clyde Edwards-Helaire,27
2022,2024_5,2024 #5 — The Boomers (11-7),5,single,single,1,0,1940.9,21.08,43590,WAS,Antonio Gibson/Brian Robinson (WAS),Derrick Henry,Antonio Gibson,25
2022,2024_5,2024 #5 — The Boomers (11-7),6,natural,none,0,0,2041.8,21.23,43475,,,Joe Mixon,Kareem Hunt,35
2022,2024_5,2024 #5 — The Boomers (11-7),6,none,none,0,0,2041.8,21.23,43475,,,Joe Mixon,Kareem Hunt,35
2022,2024_5,2024 #5 — The Boomers (11-7),6,single,single,1,0,2077.3,19.19,45439,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Kareem Hunt,35
2022,2024_5,2024 #5 — The Boomers (11-7),6,multi,multi,2,0,2156.3,19.72,45595,MIN|ATL,Dalvin Cook/Alexander Mattison (MIN); Cordarrelle Patterson/Tyler Allgeier (ATL),Dalvin Cook,Cordarrelle Patterson,34
2022,2024_5,2024 #5 — The Boomers (11-7),7,natural,none,0,0,2050.8,20.99,43854,,,Alvin Kamara,Kareem Hunt,35
2022,2024_5,2024 #5 — The Boomers (11-7),7,none,none,0,0,2050.8,20.99,43854,,,Alvin Kamara,Kareem Hunt,35
2022,2024_5,2024 #5 — The Boomers (11-7),7,single,single,1,1,2132.8,18.95,43468,CLE,Nick Chubb/Kareem Hunt (CLE),Nick Chubb,Kareem Hunt,35
2022,2024_5,2024 #5 — The Boomers (11-7),8,natural,none,0,0,2068.9,21.76,43886,,,Derrick Henry,Devin Singletary,30
2022,2024_5,2024 #5 — The Boomers (11-7),8,none,none,0,0,2068.9,21.76,43886,,,Derrick Henry,Devin Singletary,30
2022,2024_5,2024 #5 — The Boomers (11-7),8,single,single,1,0,1941,24.3,43943,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Devin Singletary,30
2022,2024_5,2024 #5 — The Boomers (11-7),9,natural,none,0,0,2193.7,21.54,42932,,,Derrick Henry,James Robinson,40
2022,2024_5,2024 #5 — The Boomers (11-7),9,none,none,0,0,2193.7,21.54,42932,,,Derrick Henry,James Robinson,40
2022,2024_5,2024 #5 — The Boomers (11-7),9,single,single,1,1,2105.4,22.99,43134,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Alexander Mattison,43
2022,2024_5,2024 #5 — The Boomers (11-7),10,natural,none,0,0,2090.8,20.13,44388,,,Derrick Henry,Clyde Edwards-Helaire,27
2022,2024_5,2024 #5 — The Boomers (11-7),10,none,none,0,0,2090.8,20.13,44388,,,Derrick Henry,Clyde Edwards-Helaire,27
2022,2024_5,2024 #5 — The Boomers (11-7),10,single,single,1,0,2134.7,15.3,42731,WAS,Antonio Gibson/Brian Robinson (WAS),Derrick Henry,Antonio Gibson,25
2022,2024_5,2024 #5 — The Boomers (11-7),11,natural,none,0,0,1867.6,16.22,42815,,,Alvin Kamara,James Cook,39
2022,2024_5,2024 #5 — The Boomers (11-7),11,none,none,0,0,1867.6,16.22,42815,,,Alvin Kamara,James Cook,39
2022,2024_5,2024 #5 — The Boomers (11-7),11,single,single,1,0,1924.8,18.25,44960,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,James Cook,39
2022,2024_5,2024 #5 — The Boomers (11-7),11,multi,multi,2,0,2030.1,17.05,44766,MIN|ATL,Dalvin Cook/Alexander Mattison (MIN); Cordarrelle Patterson/Tyler Allgeier (ATL),Dalvin Cook,Cordarrelle Patterson,34
2022,2024_5,2024 #5 — The Boomers (11-7),12,natural,none,0,0,1993,18.49,42718,,,Joe Mixon,James Robinson,40
2022,2024_5,2024 #5 — The Boomers (11-7),12,none,none,0,0,1993,18.49,42718,,,Joe Mixon,James Robinson,40
2022,2024_5,2024 #5 — The Boomers (11-7),12,single,single,1,1,1982.6,15.27,43126,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Alexander Mattison,43
2022,2024_5,2024 #5 — The Boomers (11-7),13,natural,none,0,0,2055.7,19.14,45068,,,Derrick Henry,Clyde Edwards-Helaire,27
2022,2024_5,2024 #5 — The Boomers (11-7),13,none,none,0,0,2055.7,19.14,45068,,,Derrick Henry,Clyde Edwards-Helaire,27
2022,2024_5,2024 #5 — The Boomers (11-7),13,single,single,1,0,2006.3,18.82,46826,MIN,Dalvin Cook/Alexander Mattison (MIN),Dalvin Cook,Clyde Edwards-Helaire,27
2022,2024_5,2024 #5 — The Boomers (11-7),13,multi,multi,2,0,2056.6,17,45169,MIN|WAS,Dalvin Cook/Alexander Mattison (MIN); Antonio Gibson/Brian Robinson (WAS),Dalvin Cook,Antonio Gibson,25
2022,2024_5,2024 #5 — The Boomers (11-7),14,natural,none,0,0,2151.4,22.04,43640,,,Derrick Henry,Clyde Edwards-Helaire,27
2022,2024_5,2024 #5 — The Boomers (11-7),14,none,none,0,0,2151.4,22.04,43640,,,Derrick Henry,Clyde Edwards-Helaire,27
2022,2024_5,2024 #5 — The Boomers (11-7),14,single,single,1,0,2163.3,22.73,42956,WAS,Antonio Gibson/Brian Robinson (WAS),Derrick Henry,Antonio Gibson,25
