year,archetype_id,archetype_label,build_index,variant,stack_class,stack_count,roster_wr1_qb_stack,any_qb_wr_same_team,season_total,weekly_std,roster_value,stack_teams,stack_names,roster_wr1_name,roster_wr1_team
2021,2026_7,2026 #7 — MrZaccheaus,54,multi,multi,2,1,1,1928.4,18.78,62836,CIN|JAX,Joe Burrow/Tee Higgins (CIN); Trevor Lawrence/Laviska Shenault (JAX),Tee Higgins,CIN
2021,2026_7,2026 #7 — MrZaccheaus,55,natural,none,0,0,0,2198.3,20.78,61378,,,JuJu Smith-Schuster,PIT
2021,2026_7,2026 #7 — MrZaccheaus,55,none,none,0,0,0,2198.3,20.78,61378,,,JuJu Smith-Schuster,PIT
2021,2026_7,2026 #7 — MrZaccheaus,55,single,single,1,0,1,2251.8,21.04,61380,LV,Derek Carr/Hunter Renfrow (LV),JuJu Smith-Schuster,PIT
2021,2026_7,2026 #7 — MrZaccheaus,55,multi,multi,2,0,1,2284.5,21.82,59721,LV|NO,Derek Carr/Hunter Renfrow (LV); Jameis Winston/Marquez Callaway (NO),JuJu Smith-Schuster,PIT
2021,2026_7,2026 #7 — MrZaccheaus,56,natural,none,0,0,1,2261.5,32.67,62262,,,Courtland Sutton,DEN
2021,2026_7,2026 #7 — MrZaccheaus,56,none,none,0,0,1,2261.5,32.67,62262,,,Courtland Sutton,DEN
2021,2026_7,2026 #7 — MrZaccheaus,56,single,single,1,1,1,2261.1,32.69,62384,DEN,Drew Lock/Courtland Sutton (DEN),Courtland Sutton,DEN
2021,2026_7,2026 #7 — MrZaccheaus,56,multi,multi,2,1,1,2334.4,34.13,62609,CHI|DEN,Justin Fields/Darnell Mooney (CHI); Drew Lock/Courtland Sutton (DEN),Courtland Sutton,DEN
2021,2026_7,2026 #7 — MrZaccheaus,57,natural,none,0,0,1,2313.3,20.08,61695,,,Courtland Sutton,DEN
2021,2026_7,2026 #7 — MrZaccheaus,57,none,none,0,0,1,2313.3,20.08,61695,,,Courtland Sutton,DEN
2021,2026_7,2026 #7 — MrZaccheaus,57,single,single,1,0,1,2235.4,25.63,61848,CHI,Justin Fields/Darnell Mooney (CHI),Courtland Sutton,DEN
2021,2026_7,2026 #7 — MrZaccheaus,57,multi,multi,2,0,1,2122.5,27.54,61803,PHI|CHI,Jalen Hurts/DeVonta Smith (PHI); Justin Fields/Darnell Mooney (CHI),Courtland Sutton,DEN
2021,2026_7,2026 #7 — MrZaccheaus,58,natural,none,0,1,1,2311.4,23.5,63220,,,Odell Beckham,LA
2021,2026_7,2026 #7 — MrZaccheaus,58,none,none,0,1,1,2311.4,23.5,63220,,,Odell Beckham,LA
2021,2026_7,2026 #7 — MrZaccheaus,58,single,single,1,1,1,2244.3,24.64,63324,JAX,Trevor Lawrence/Laviska Shenault (JAX),Odell Beckham,LA
2021,2026_7,2026 #7 — MrZaccheaus,58,multi,multi,2,1,1,2294.5,24.38,62505,CIN|JAX,Joe Burrow/Tee Higgins (CIN); Trevor Lawrence/Laviska Shenault (JAX),Tee Higgins,CIN
2021,2026_7,2026 #7 — MrZaccheaus,59,natural,single,1,1,1,2143.7,30.04,61841,PHI,Jalen Hurts/DeVonta Smith (PHI),DeVonta Smith,PHI
2021,2026_7,2026 #7 — MrZaccheaus,59,none,none,0,0,0,2153.9,27.8,61574,,,Michael Thomas,
2021,2026_7,2026 #7 — MrZaccheaus,59,single,single,1,1,1,2143.7,30.04,61841,PHI,Jalen Hurts/DeVonta Smith (PHI),DeVonta Smith,PHI
2021,2026_7,2026 #7 — MrZaccheaus,59,multi,multi,2,1,1,2218.9,29.68,61801,PHI|CHI,Jalen Hurts/DeVonta Smith (PHI); Justin Fields/Darnell Mooney (CHI),DeVonta Smith,PHI
2021,2026_7,2026 #7 — MrZaccheaus,60,natural,none,0,0,0,2348.7,32.24,58915,,,Courtland Sutton,DEN
2021,2026_7,2026 #7 — MrZaccheaus,60,none,none,0,0,0,2348.7,32.24,58915,,,Courtland Sutton,DEN
2021,2026_7,2026 #7 — MrZaccheaus,60,single,single,1,0,1,2228,33.88,58590,NO,Jameis Winston/Marquez Callaway (NO),Courtland Sutton,DEN
2021,2026_7,2026 #7 — MrZaccheaus,60,multi,multi,2,0,1,2231.3,31.49,57023,NO|NYJ,Jameis Winston/Marquez Callaway (NO); Zach Wilson/Elijah Moore (NYJ),Courtland Sutton,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),1,natural,none,0,0,1,2330.8,23.15,60626,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),1,none,none,0,0,1,2330.8,23.15,60626,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),1,single,single,1,0,1,2315.2,24.27,60322,JAX,Trevor Lawrence/Christian Kirk (JAX),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),1,multi,multi,2,0,1,2359.2,24.76,60585,JAX|ATL,Trevor Lawrence/Christian Kirk (JAX); Marcus Mariota/Drake London (ATL),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),2,natural,none,0,0,1,2322.3,26.09,59828,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),2,none,none,0,0,1,2322.3,26.09,59828,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),2,single,single,1,0,1,2337.4,21.28,59773,JAX,Trevor Lawrence/Christian Kirk (JAX),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),2,multi,multi,2,1,1,2137.8,23.5,59389,JAX|NO,Trevor Lawrence/Christian Kirk (JAX); Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),3,natural,none,0,0,1,2086.5,25.56,62244,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),3,none,none,0,0,1,2086.5,25.56,62244,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),3,single,single,1,0,1,2100.4,25.22,62543,ATL,Marcus Mariota/Drake London (ATL),JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),3,multi,multi,2,0,1,2119.5,22.5,62488,JAX|ATL,Trevor Lawrence/Christian Kirk (JAX); Marcus Mariota/Drake London (ATL),JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),4,natural,none,0,0,1,2546.5,23.41,58635,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),4,none,none,0,0,1,2546.5,23.41,58635,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),4,single,single,1,0,1,2518.8,24.61,58646,JAX,Trevor Lawrence/Christian Kirk (JAX),JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),4,multi,multi,2,1,1,2396,22.41,58435,JAX|NO,Trevor Lawrence/Christian Kirk (JAX); Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),5,natural,single,1,0,1,2396.7,26.17,60713,NYG,Daniel Jones/Wan'Dale Robinson (NYG),JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),5,none,none,0,0,0,2399,26.84,60831,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),5,single,single,1,0,1,2396.7,26.17,60713,NYG,Daniel Jones/Wan'Dale Robinson (NYG),JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),5,multi,multi,2,0,1,2431.5,24.76,61012,NYG|ATL,Daniel Jones/Wan'Dale Robinson (NYG); Marcus Mariota/Drake London (ATL),JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),6,natural,none,0,0,1,2322.8,15.04,60158,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),6,none,none,0,0,1,2322.8,15.04,60158,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),6,single,single,1,0,1,2321.7,16.55,59817,JAX,Trevor Lawrence/Christian Kirk (JAX),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),6,multi,multi,2,1,1,2406.6,17.77,60170,JAX|SEA,Trevor Lawrence/Christian Kirk (JAX); Geno Smith/DK Metcalf (SEA),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),7,natural,single,1,1,1,2130.1,16.54,60570,NO,Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),7,none,none,0,0,0,2168.1,15.46,60481,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),7,single,single,1,1,1,2130.1,16.54,60570,NO,Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),7,multi,multi,2,1,1,2180,13.93,60387,JAX|NO,Trevor Lawrence/Christian Kirk (JAX); Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),8,natural,none,0,0,1,2327.2,20.87,61414,,,DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),8,none,none,0,0,1,2327.2,20.87,61414,,,DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),8,single,single,1,0,1,2300.1,27.62,61110,JAX,Trevor Lawrence/Christian Kirk (JAX),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),8,multi,multi,2,0,1,2120.4,27.39,60815,JAX|NO,Trevor Lawrence/Christian Kirk (JAX); Jameis Winston/Michael Thomas (NO),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),9,natural,none,0,0,0,2231.7,23.63,57632,,,Rashod Bateman,BAL
2022,2024_1,2024 #1 — Let James Cook (16-2),9,none,none,0,0,0,2231.7,23.63,57632,,,Rashod Bateman,BAL
2022,2024_1,2024 #1 — Let James Cook (16-2),9,single,single,1,0,1,2235.4,23.16,57262,JAX,Trevor Lawrence/Christian Kirk (JAX),Rashod Bateman,BAL
2022,2024_1,2024 #1 — Let James Cook (16-2),9,multi,multi,2,1,1,2051.2,20.1,57011,JAX|NO,Trevor Lawrence/Christian Kirk (JAX); Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),10,natural,none,0,0,1,2255.8,18.48,62446,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),10,none,none,0,0,1,2255.8,18.48,62446,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),10,single,single,1,0,1,2230.6,20.97,62457,JAX,Trevor Lawrence/Christian Kirk (JAX),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),10,multi,multi,2,1,1,2122.8,21.09,62157,JAX|NO,Trevor Lawrence/Christian Kirk (JAX); Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),11,natural,none,0,0,1,2475.3,27.78,59356,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),11,none,none,0,0,1,2475.3,27.78,59356,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),11,single,single,1,1,1,2332.9,25.05,59873,NO,Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),11,multi,multi,2,1,1,2329.1,24.98,60099,GB|NO,Aaron Rodgers/Allen Lazard (GB); Jameis Winston/Michael Thomas (NO),Allen Lazard,GB
2022,2024_1,2024 #1 — Let James Cook (16-2),12,natural,single,1,0,1,2341.2,21.24,59384,JAX,Trevor Lawrence/Christian Kirk (JAX),JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),12,none,none,0,0,1,2295.9,20.44,59223,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),12,single,single,1,0,1,2341.2,21.24,59384,JAX,Trevor Lawrence/Christian Kirk (JAX),JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),12,multi,multi,2,1,1,2480.7,24.02,59687,JAX|SEA,Trevor Lawrence/Christian Kirk (JAX); Geno Smith/DK Metcalf (SEA),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),13,natural,none,0,0,1,2433.8,26.8,59277,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),13,none,none,0,0,1,2433.8,26.8,59277,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),13,single,single,1,0,1,2499.3,21.3,59094,JAX,Trevor Lawrence/Christian Kirk (JAX),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),13,multi,multi,2,0,1,2485.6,20.46,58332,JAX|NYG,Trevor Lawrence/Christian Kirk (JAX); Daniel Jones/Wan'Dale Robinson (NYG),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),14,natural,none,0,1,1,2461.5,28.58,57977,,,Elijah Moore,NYJ
2022,2024_1,2024 #1 — Let James Cook (16-2),14,none,none,0,1,1,2461.5,28.58,57977,,,Elijah Moore,NYJ
2022,2024_1,2024 #1 — Let James Cook (16-2),14,single,single,1,1,1,2461.6,20.82,57710,JAX,Trevor Lawrence/Christian Kirk (JAX),Elijah Moore,NYJ
2022,2024_1,2024 #1 — Let James Cook (16-2),14,multi,multi,2,1,1,2489.1,21.94,58934,JAX|NYJ,Trevor Lawrence/Christian Kirk (JAX); Zach Wilson/Elijah Moore (NYJ),Elijah Moore,NYJ
2022,2024_1,2024 #1 — Let James Cook (16-2),15,natural,none,0,0,1,2313.1,21.1,59121,,,Elijah Moore,NYJ
2022,2024_1,2024 #1 — Let James Cook (16-2),15,none,none,0,0,1,2313.1,21.1,59121,,,Elijah Moore,NYJ
2022,2024_1,2024 #1 — Let James Cook (16-2),15,single,single,1,0,1,2237.6,18.8,58713,TEN,Ryan Tannehill/Treylon Burks (TEN),Elijah Moore,NYJ
2022,2024_1,2024 #1 — Let James Cook (16-2),15,multi,multi,2,0,1,2266.4,17.25,59146,TEN|ATL,Ryan Tannehill/Treylon Burks (TEN); Marcus Mariota/Drake London (ATL),Elijah Moore,NYJ
2022,2024_1,2024 #1 — Let James Cook (16-2),16,natural,none,0,0,1,2324.2,13.4,61503,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),16,none,none,0,0,1,2324.2,13.4,61503,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),16,single,single,1,1,1,2387,14.71,61518,SEA,Geno Smith/DK Metcalf (SEA),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),16,multi,multi,2,1,1,2294.4,16.79,61307,NO|SEA,Jameis Winston/Michael Thomas (NO); Geno Smith/DK Metcalf (SEA),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),17,natural,single,1,1,1,2447.8,17.98,58316,SEA,Geno Smith/DK Metcalf (SEA),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),17,none,none,0,0,1,2387.8,15.7,58168,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),17,single,single,1,1,1,2447.8,17.98,58316,SEA,Geno Smith/DK Metcalf (SEA),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),17,multi,multi,2,1,1,2420,18.23,58405,NO|SEA,Jameis Winston/Michael Thomas (NO); Geno Smith/DK Metcalf (SEA),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),18,natural,single,1,1,1,2478.2,23.81,58960,SEA,Geno Smith/DK Metcalf (SEA),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),18,none,none,0,0,0,2431.6,22.33,59065,,,Brandin Cooks,HOU
2022,2024_1,2024 #1 — Let James Cook (16-2),18,single,single,1,1,1,2478.2,23.81,58960,SEA,Geno Smith/DK Metcalf (SEA),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),18,multi,multi,2,1,1,2500.3,22.27,58590,JAX|SEA,Trevor Lawrence/Christian Kirk (JAX); Geno Smith/DK Metcalf (SEA),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),19,natural,none,0,1,1,2474.9,25.14,58565,,,Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),19,none,none,0,1,1,2474.9,25.14,58565,,,Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),19,single,single,1,1,1,2453.7,23.17,58576,JAX,Trevor Lawrence/Christian Kirk (JAX),Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),19,multi,multi,2,1,1,2285,21.32,58230,JAX|NO,Trevor Lawrence/Christian Kirk (JAX); Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),20,natural,none,0,0,1,2090,23.49,60690,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),20,none,none,0,0,1,2090,23.49,60690,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),20,single,single,1,0,1,2067.6,24.17,60824,ATL,Marcus Mariota/Drake London (ATL),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),20,multi,multi,2,0,1,2138,20.38,60500,NYG|ATL,Daniel Jones/Wan'Dale Robinson (NYG); Marcus Mariota/Drake London (ATL),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),21,natural,none,0,0,1,2241.1,25.13,61095,,,Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),21,none,none,0,0,1,2241.1,25.13,61095,,,Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),21,single,single,1,0,1,2297.4,22.04,61340,JAX,Trevor Lawrence/Christian Kirk (JAX),Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),21,multi,multi,2,0,1,2264.7,22.14,61788,JAX|CLE,Trevor Lawrence/Christian Kirk (JAX); Deshaun Watson/Amari Cooper (CLE),Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),22,natural,none,0,0,0,2270.8,17.51,58696,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),22,none,none,0,0,0,2270.8,17.51,58696,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),22,single,single,1,0,1,2294.6,18.07,58995,ATL,Marcus Mariota/Drake London (ATL),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),22,multi,multi,2,0,1,2280.5,19.19,58691,JAX|ATL,Trevor Lawrence/Christian Kirk (JAX); Marcus Mariota/Drake London (ATL),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),23,natural,none,0,0,0,2073.9,23.13,60818,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),23,none,none,0,0,0,2073.9,23.13,60818,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),23,single,single,1,1,1,1957.3,21.96,60518,NO,Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),23,multi,multi,2,1,1,1997.3,25.61,60781,NO|ATL,Jameis Winston/Michael Thomas (NO); Marcus Mariota/Drake London (ATL),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),24,natural,none,0,0,1,2535.3,28.95,59859,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),24,none,none,0,0,1,2535.3,28.95,59859,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),24,single,single,1,1,1,2422.2,28.45,59559,NO,Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),24,multi,multi,2,1,1,2589.4,33.62,59912,NO|SEA,Jameis Winston/Michael Thomas (NO); Geno Smith/DK Metcalf (SEA),DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),25,natural,none,0,0,1,2289.7,27.33,59991,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),25,none,none,0,0,1,2289.7,27.33,59991,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),25,single,single,1,1,1,2192.8,28.97,60369,NO,Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),25,multi,multi,2,1,1,2173.9,26.9,59537,NO|NYG,Jameis Winston/Michael Thomas (NO); Daniel Jones/Wan'Dale Robinson (NYG),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),26,natural,none,0,0,0,2420,25.34,60864,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),26,none,none,0,0,0,2420,25.34,60864,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),26,single,single,1,0,1,2450.1,24.37,60747,JAX,Trevor Lawrence/Christian Kirk (JAX),JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),26,multi,multi,2,1,1,2330.9,21.33,60536,JAX|NO,Trevor Lawrence/Christian Kirk (JAX); Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),27,natural,none,0,0,0,2328,20.56,61292,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),27,none,none,0,0,0,2328,20.56,61292,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),27,single,single,1,0,1,2330.5,20.55,61237,JAX,Trevor Lawrence/Christian Kirk (JAX),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),27,multi,multi,2,1,1,2173.1,18.92,60733,JAX|NO,Trevor Lawrence/Christian Kirk (JAX); Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),28,natural,none,0,0,1,2118.4,22.24,56759,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),28,none,none,0,0,1,2118.4,22.24,56759,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),28,single,single,1,0,1,2012,20.62,56351,TEN,Ryan Tannehill/Treylon Burks (TEN),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),28,multi,multi,2,0,1,2130.1,21.13,55879,JAX|TEN,Trevor Lawrence/Christian Kirk (JAX); Ryan Tannehill/Treylon Burks (TEN),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),29,natural,none,0,0,0,2272.2,21.13,60093,,,DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),29,none,none,0,0,0,2272.2,21.13,60093,,,DK Metcalf,SEA
2022,2024_1,2024 #1 — Let James Cook (16-2),29,single,single,1,1,1,2234.3,21.81,60146,GB,Aaron Rodgers/Allen Lazard (GB),Allen Lazard,GB
2022,2024_1,2024 #1 — Let James Cook (16-2),29,multi,multi,2,1,1,2288.2,21.5,60409,GB|ATL,Aaron Rodgers/Allen Lazard (GB); Marcus Mariota/Drake London (ATL),Allen Lazard,GB
2022,2024_1,2024 #1 — Let James Cook (16-2),30,natural,none,0,0,1,2374.2,16.01,58970,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),30,none,none,0,0,1,2374.2,16.01,58970,,,Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),30,single,single,1,0,1,2439.8,18.09,58787,JAX,Trevor Lawrence/Christian Kirk (JAX),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),30,multi,multi,2,0,1,2380.4,17.33,58079,JAX|NYG,Trevor Lawrence/Christian Kirk (JAX); Daniel Jones/Wan'Dale Robinson (NYG),Jerry Jeudy,DEN
2022,2024_1,2024 #1 — Let James Cook (16-2),31,natural,none,0,0,1,2489,17.97,58076,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),31,none,none,0,0,1,2489,17.97,58076,,,Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),31,single,single,1,1,1,2337.3,21.4,57842,NO,Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),31,multi,multi,2,1,1,2298.5,23.06,57896,NO|NYG,Jameis Winston/Michael Thomas (NO); Daniel Jones/Wan'Dale Robinson (NYG),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),32,natural,none,0,0,0,2039.2,21.96,59887,,,Rashod Bateman,BAL
2022,2024_1,2024 #1 — Let James Cook (16-2),32,none,none,0,0,0,2039.2,21.96,59887,,,Rashod Bateman,BAL
2022,2024_1,2024 #1 — Let James Cook (16-2),32,single,single,1,0,1,2044.5,20.37,59832,JAX,Trevor Lawrence/Christian Kirk (JAX),Rashod Bateman,BAL
2022,2024_1,2024 #1 — Let James Cook (16-2),32,multi,multi,2,0,1,2127.1,21.62,60379,JAX|CLE,Trevor Lawrence/Christian Kirk (JAX); Deshaun Watson/Amari Cooper (CLE),Rashod Bateman,BAL
2022,2024_1,2024 #1 — Let James Cook (16-2),33,natural,none,0,0,1,2205.9,17.77,58674,,,Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),33,none,none,0,0,1,2205.9,17.77,58674,,,Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),33,single,single,1,0,1,2193,18.24,58370,JAX,Trevor Lawrence/Christian Kirk (JAX),Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),33,multi,multi,2,0,1,2224.5,20,57692,JAX|NYG,Trevor Lawrence/Christian Kirk (JAX); Daniel Jones/Wan'Dale Robinson (NYG),Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),34,natural,none,0,1,1,2266.5,23.44,61708,,,Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),34,none,none,0,1,1,2266.5,23.44,61708,,,Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),34,single,single,1,1,1,2264.8,25,61367,JAX,Trevor Lawrence/Christian Kirk (JAX),Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),34,multi,multi,2,1,1,2308.9,24.3,61913,JAX|ATL,Trevor Lawrence/Christian Kirk (JAX); Marcus Mariota/Drake London (ATL),Adam Thielen,MIN
2022,2024_1,2024 #1 — Let James Cook (16-2),35,natural,none,0,0,1,2509.4,19.91,60639,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),35,none,none,0,0,1,2509.4,19.91,60639,,,JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),35,single,single,1,0,1,2494,22.54,60489,JAX,Trevor Lawrence/Christian Kirk (JAX),JuJu Smith-Schuster,KC
2022,2024_1,2024 #1 — Let James Cook (16-2),35,multi,multi,2,1,1,2365.8,26.86,60074,JAX|NO,Trevor Lawrence/Christian Kirk (JAX); Jameis Winston/Michael Thomas (NO),Michael Thomas,NO
2022,2024_1,2024 #1 — Let James Cook (16-2),36,natural,none,0,0,0,2124.3,21,61094,,,JuJu Smith-Schuster,KC
