year,archetype_id,archetype_label,build_index,variant,stack_class,max_n,n_groups,season_total,weekly_std,roster_value,primary_team,shape,names,all_groups
2021,2026_3,2026 #3 — Eat It While She Sleeper,6,triple,triple,3,1,2782.5,25.29,62704,KC,WR/TE/WR,Tyreek Hill/Travis Kelce/Mecole Hardman,KC:WR/TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,7,natural,none,0,0,2167,22.52,60284,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,7,none,none,0,0,2167,22.52,60284,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,7,double,double,2,1,2279.6,23.1,60372,SF,WR/WR,Brandon Aiyuk/Deebo Samuel,SF:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,7,triple,triple,3,1,2240.9,18.15,59761,SF,TE/WR/WR,George Kittle/Brandon Aiyuk/Deebo Samuel,SF:TE/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,8,natural,double,2,1,2037.4,27.69,63460,NE,WR/WR,Jakobi Meyers/Nelson Agholor,NE:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,8,none,none,0,0,2052,27.77,62637,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,8,double,double,2,1,2037.4,27.69,63460,NE,WR/WR,Jakobi Meyers/Nelson Agholor,NE:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,8,triple,triple,3,1,2136.1,23.41,63323,PIT,WR/WR/TE,Diontae Johnson/Chase Claypool/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,9,natural,none,0,0,2495.4,13,64672,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,9,none,none,0,0,2495.4,13,64672,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,9,double,double,2,1,2449.3,14.75,64934,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,9,triple,triple,3,1,2301.6,17.66,64687,PIT,WR/WR/TE,Diontae Johnson/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,10,natural,none,0,0,2245.3,17.65,57759,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,10,none,none,0,0,2245.3,17.65,57759,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,10,double,double,2,1,2195.1,18.08,57978,DEN,WR/WR,Jerry Jeudy/Courtland Sutton,DEN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,10,triple,triple,3,1,2344.5,15.82,58541,PIT,WR/WR/TE,Diontae Johnson/Chase Claypool/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,11,natural,double,2,1,2206.8,24.85,63031,NE,WR/WR,Jakobi Meyers/Nelson Agholor,NE:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,11,none,none,0,0,2251.6,25.23,62268,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,11,double,double,2,1,2206.8,24.85,63031,NE,WR/WR,Jakobi Meyers/Nelson Agholor,NE:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,11,triple,triple,3,1,2411.6,22.86,61879,SF,TE/WR/WR,George Kittle/Brandon Aiyuk/Deebo Samuel,SF:TE/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,12,natural,none,0,0,2189.1,25.95,61264,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,12,none,none,0,0,2189.1,25.95,61264,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,12,double,double,2,1,2280.3,22.56,61665,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,12,triple,triple,3,1,2255.2,22.51,61149,PIT,WR/WR/TE,Diontae Johnson/Chase Claypool/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,13,natural,double,2,1,2328.7,22.18,62705,PIT,WR/TE,Diontae Johnson/Pat Freiermuth,PIT:WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,13,none,none,0,0,2345.8,21.13,62989,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,13,double,double,2,1,2328.7,22.18,62705,PIT,WR/TE,Diontae Johnson/Pat Freiermuth,PIT:WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,13,triple,triple,3,1,2330.4,21.05,63117,PIT,WR/WR/TE,Diontae Johnson/Chase Claypool/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,14,natural,triple,3,1,2205,16.01,60230,PIT,WR/WR/TE,Diontae Johnson/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,14,none,none,0,0,2250.8,21.31,59439,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,14,double,double,2,1,2225.1,20.52,59522,PIT,WR/WR,Diontae Johnson/JuJu Smith-Schuster,PIT:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,14,triple,triple,3,1,2205,16.01,60230,PIT,WR/WR/TE,Diontae Johnson/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,15,natural,none,0,0,2133.1,26.39,62865,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,15,none,none,0,0,2133.1,26.39,62865,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,15,double,double,2,1,2222.4,28.17,63266,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,15,triple,triple,3,1,2281.2,31.55,64021,KC,WR/TE/WR,Tyreek Hill/Travis Kelce/Mecole Hardman,KC:WR/TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,16,natural,none,0,0,2186.8,23.72,62485,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,16,none,none,0,0,2186.8,23.72,62485,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,16,double,double,2,1,2275.2,23.06,62886,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,16,triple,triple,3,1,2139.7,20.79,62489,PIT,WR/WR/TE,Chase Claypool/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,17,natural,double,2,3,2304.8,17.08,61748,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR|SF:WR/WR|NE:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,17,none,none,0,0,2280,17.07,61490,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,17,double,double,2,1,2230.6,17.13,61421,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,17,triple,triple,3,1,2335.6,20.54,60700,SF,TE/WR/WR,George Kittle/Brandon Aiyuk/Deebo Samuel,SF:TE/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,18,natural,none,0,0,2568.3,19.14,62940,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,18,none,none,0,0,2568.3,19.14,62940,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,18,double,double,2,1,2458.2,21.36,62887,PIT,WR/WR,Diontae Johnson/JuJu Smith-Schuster,PIT:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,18,triple,triple,3,1,2498.3,21.64,63285,PIT,WR/WR/TE,Diontae Johnson/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,19,natural,double,2,1,2308.9,23.51,61720,PIT,WR/TE,Diontae Johnson/Pat Freiermuth,PIT:WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,19,none,none,0,0,2281.7,24.77,62239,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,19,double,double,2,1,2308.9,23.51,61720,PIT,WR/TE,Diontae Johnson/Pat Freiermuth,PIT:WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,19,triple,triple,3,1,2326.6,23.92,62162,PIT,WR/WR/TE,Diontae Johnson/Chase Claypool/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,20,natural,none,0,0,2307.3,32.62,60143,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,20,none,none,0,0,2307.3,32.62,60143,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,20,double,double,2,1,2275.4,33.82,60122,CAR,WR/WR,D.J. Moore/Terrace Marshall,CAR:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,20,triple,triple,3,1,2468.7,33.19,59610,SF,TE/WR/WR,George Kittle/Brandon Aiyuk/Deebo Samuel,SF:TE/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,21,natural,double,2,1,2242.8,19.09,63359,CIN,WR/WR,Tee Higgins/Tyler Boyd,CIN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,21,none,none,0,0,2196.4,18.59,63845,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,21,double,double,2,1,2242.8,19.09,63359,CIN,WR/WR,Tee Higgins/Tyler Boyd,CIN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,21,triple,triple,3,1,2130.4,23.05,63849,PIT,WR/WR/TE,Chase Claypool/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,22,natural,none,0,0,2405.1,22.2,63254,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,22,none,none,0,0,2405.1,22.2,63254,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,22,double,double,2,1,2356,19.99,63239,LA,WR/WR,Cooper Kupp/Odell Beckham,LA:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,22,triple,triple,3,1,2266.3,20.12,63208,PIT,WR/WR/TE,Diontae Johnson/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,23,natural,double,2,1,2515.2,20.1,61554,SF,WR/WR,Brandon Aiyuk/Deebo Samuel,SF:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,23,none,none,0,0,2398.7,17.29,61466,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,23,double,double,2,1,2515.2,20.1,61554,SF,WR/WR,Brandon Aiyuk/Deebo Samuel,SF:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,23,triple,triple,3,1,2566.9,15.64,61344,SF,TE/WR/WR,George Kittle/Brandon Aiyuk/Deebo Samuel,SF:TE/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,24,natural,double,2,1,2157.5,24.3,61406,CAR,WR/WR,D.J. Moore/Terrace Marshall,CAR:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,24,none,none,0,0,2191.4,24.89,60973,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,24,double,double,2,1,2157.5,24.3,61406,CAR,WR/WR,D.J. Moore/Terrace Marshall,CAR:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,24,triple,triple,3,1,2241.2,23.6,61436,PIT,WR/WR/TE,Diontae Johnson/Chase Claypool/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,25,natural,double,2,1,2263.6,22.75,61441,JAX,WR/WR,D.J. Chark/Laviska Shenault,JAX:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,25,none,none,0,0,2318.6,23.71,61511,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,25,double,double,2,1,2263.6,22.75,61441,JAX,WR/WR,D.J. Chark/Laviska Shenault,JAX:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,25,triple,triple,3,1,2187.4,24.13,61749,PIT,WR/WR/TE,Diontae Johnson/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,26,natural,none,0,0,2439.7,20.03,63229,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,26,none,none,0,0,2439.7,20.03,63229,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,26,double,double,2,1,2308.6,19.92,63657,DEN,WR/WR,Jerry Jeudy/Courtland Sutton,DEN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,26,triple,triple,3,1,2245.8,17.13,62418,SF,TE/WR/WR,George Kittle/Brandon Aiyuk/Deebo Samuel,SF:TE/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,27,natural,none,0,0,2522.7,20.8,61398,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,27,none,none,0,0,2522.7,20.8,61398,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,27,double,double,2,1,2474.4,23.13,61660,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,27,triple,triple,3,1,2432,16.32,61938,PIT,WR/WR/TE,Diontae Johnson/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,28,natural,none,0,0,2256,27.72,60788,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,28,none,none,0,0,2256,27.72,60788,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,28,double,double,2,1,2290.1,25.81,61011,PIT,WR/TE,Diontae Johnson/Pat Freiermuth,PIT:WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,28,triple,triple,3,1,2293,25.26,61423,PIT,WR/WR/TE,Diontae Johnson/Chase Claypool/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,29,natural,double,2,1,2403.8,31.66,61984,CIN,WR/WR,Tee Higgins/Tyler Boyd,CIN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,29,none,none,0,0,2348.9,30.71,62248,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,29,double,double,2,1,2403.8,31.66,61984,CIN,WR/WR,Tee Higgins/Tyler Boyd,CIN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,29,triple,triple,3,1,2386.2,29.51,62281,CIN,WR/WR/WR,Ja'Marr Chase/Tee Higgins/Tyler Boyd,CIN:WR/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,30,natural,none,0,0,2200.4,22.26,62218,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,30,none,none,0,0,2200.4,22.26,62218,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,30,double,double,2,1,2193.9,21.95,62215,PIT,WR/TE,Chase Claypool/Pat Freiermuth,PIT:WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,30,triple,triple,3,1,2120.6,21.84,62283,PIT,WR/WR/TE,Chase Claypool/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,31,natural,double,2,1,2227.7,18.6,63221,PIT,WR/WR,Diontae Johnson/Chase Claypool,PIT:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,31,none,none,0,0,2258.4,19.38,63350,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,31,double,double,2,1,2227.7,18.6,63221,PIT,WR/WR,Diontae Johnson/Chase Claypool,PIT:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,31,triple,triple,3,1,2231.7,18.85,63668,PIT,WR/WR/WR,Diontae Johnson/Chase Claypool/JuJu Smith-Schuster,PIT:WR/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,32,natural,none,0,0,2248.6,29.6,58500,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,32,none,none,0,0,2248.6,29.6,58500,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,32,double,double,2,1,2214.8,29.56,58427,CAR,WR/WR,D.J. Moore/Terrace Marshall,CAR:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,32,triple,triple,3,1,2311.4,24.7,58872,PIT,WR/WR/TE,Diontae Johnson/Chase Claypool/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,33,natural,none,0,0,2553.7,24.2,64905,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,33,none,none,0,0,2553.7,24.2,64905,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,33,double,double,2,1,2504.9,26.06,65167,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,33,triple,triple,3,1,2509.3,20.52,64168,SF,TE/WR/WR,George Kittle/Brandon Aiyuk/Deebo Samuel,SF:TE/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,34,natural,double,2,2,2142.9,24.44,62772,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR|JAX:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,34,none,none,0,0,2131.6,25.5,63540,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,34,double,double,2,1,2121.7,25.11,63275,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,34,triple,triple,3,1,2231.9,25.08,63953,KC,WR/TE/WR,Tyreek Hill/Travis Kelce/Mecole Hardman,KC:WR/TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,35,natural,none,0,0,2213.5,21.26,63338,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,35,none,none,0,0,2213.5,21.26,63338,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,35,double,double,2,1,2204.9,23.27,63335,PIT,WR/TE,Chase Claypool/Pat Freiermuth,PIT:WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,35,triple,triple,3,1,2260.3,22.38,63785,PIT,WR/WR/TE,Diontae Johnson/Chase Claypool/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,36,natural,double,2,2,2456,21.71,61826,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR|CIN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,36,none,none,0,0,2458.8,23.91,61550,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,36,double,double,2,1,2409.5,23.64,61481,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,36,triple,triple,3,1,2465.7,24.34,62236,KC,WR/TE/WR,Tyreek Hill/Travis Kelce/Mecole Hardman,KC:WR/TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,37,natural,none,0,0,2002.5,28.68,60436,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,37,none,none,0,0,2002.5,28.68,60436,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,37,double,double,2,1,1947.5,28.79,60363,CAR,WR/WR,D.J. Moore/Terrace Marshall,CAR:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,37,triple,triple,3,1,2105.6,32.39,60849,KC,WR/TE/WR,Tyreek Hill/Travis Kelce/Mecole Hardman,KC:WR/TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,38,natural,double,2,1,2190.2,24.52,65204,PIT,WR/TE,JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,38,none,none,0,0,2149.4,23.83,65265,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,38,double,double,2,1,2190.2,24.52,65204,PIT,WR/TE,JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,38,triple,triple,3,1,2177.7,24.43,65201,PIT,WR/WR/TE,Chase Claypool/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,39,natural,none,0,0,2256.8,21.71,62314,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,39,none,none,0,0,2256.8,21.71,62314,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,39,double,double,2,1,2223.4,22.34,62241,CAR,WR/WR,D.J. Moore/Terrace Marshall,CAR:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,39,triple,triple,3,1,2346.9,17.75,63000,PIT,WR/WR/TE,Diontae Johnson/Chase Claypool/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,40,natural,double,2,1,2409,22.45,60956,SF,WR/WR,Brandon Aiyuk/Deebo Samuel,SF:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,40,none,none,0,0,2314.7,22.79,60699,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,40,double,double,2,1,2409,22.45,60956,SF,WR/WR,Brandon Aiyuk/Deebo Samuel,SF:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,40,triple,triple,3,1,2445,22.87,60746,SF,TE/WR/WR,George Kittle/Brandon Aiyuk/Deebo Samuel,SF:TE/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,41,natural,none,0,0,2172.4,23.52,59618,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,41,none,none,0,0,2172.4,23.52,59618,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,41,double,double,2,1,2263.8,21.19,59349,MIN,WR/WR,Justin Jefferson/Adam Thielen,MIN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,41,triple,triple,3,1,2206.6,22.82,60157,PIT,WR/WR/TE,Diontae Johnson/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,42,natural,none,0,0,2223.5,22.21,61312,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,42,none,none,0,0,2223.5,22.21,61312,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,42,double,double,2,1,2113.5,23.15,61259,PIT,WR/WR,Diontae Johnson/JuJu Smith-Schuster,PIT:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,42,triple,triple,3,1,2157.7,23.17,61923,PIT,WR/WR/WR,Diontae Johnson/Chase Claypool/JuJu Smith-Schuster,PIT:WR/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,43,natural,none,0,0,2378.5,21.61,61276,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,43,none,none,0,0,2378.5,21.61,61276,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,43,double,double,2,1,2483.5,20.83,61275,LA,WR/WR,Cooper Kupp/Odell Beckham,LA:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,43,triple,triple,3,1,2503.7,23.32,61877,CIN,WR/WR/WR,Ja'Marr Chase/Tee Higgins/Tyler Boyd,CIN:WR/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,44,natural,double,2,1,2340.5,22.87,60365,CAR,WR/WR,D.J. Moore/Terrace Marshall,CAR:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,44,none,none,0,0,2357,22.38,59856,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,44,double,double,2,1,2340.5,22.87,60365,CAR,WR/WR,D.J. Moore/Terrace Marshall,CAR:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,44,triple,triple,3,1,2402.6,12.25,59376,SF,TE/WR/WR,George Kittle/Brandon Aiyuk/Deebo Samuel,SF:TE/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,45,natural,none,0,0,2160.3,22.4,62438,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,45,none,none,0,0,2160.3,22.4,62438,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,45,double,double,2,1,2105.7,22.17,62369,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,45,triple,triple,3,1,2178.7,21.81,62622,CIN,WR/WR/WR,Ja'Marr Chase/Tee Higgins/Tyler Boyd,CIN:WR/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,46,natural,double,2,1,2457,17.24,60976,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,46,none,none,0,0,2505.3,18.45,61045,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,46,double,double,2,1,2457,17.24,60976,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,46,triple,triple,3,1,2516.4,18.3,61731,KC,WR/TE/WR,Tyreek Hill/Travis Kelce/Mecole Hardman,KC:WR/TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,47,natural,double,2,1,2292,26.86,60010,CIN,WR/WR,Ja'Marr Chase/Tee Higgins,CIN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,47,none,none,0,0,2249.6,25.58,60298,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,47,double,double,2,1,2292,26.86,60010,CIN,WR/WR,Ja'Marr Chase/Tee Higgins,CIN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,47,triple,triple,3,1,2275.4,23.92,60038,PIT,WR/WR/TE,Diontae Johnson/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,48,natural,none,0,0,2205.6,17.11,63588,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,48,none,none,0,0,2205.6,17.11,63588,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,48,double,double,2,1,2146.6,16.46,63519,KC,TE/WR,Travis Kelce/Mecole Hardman,KC:TE/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,48,triple,triple,3,1,2306.5,16.25,64191,PIT,WR/WR/TE,Chase Claypool/JuJu Smith-Schuster/Pat Freiermuth,PIT:WR/WR/TE
2021,2026_3,2026 #3 — Eat It While She Sleeper,49,natural,double,2,1,2335.9,18.87,62557,CIN,WR/WR,Tee Higgins/Tyler Boyd,CIN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,49,none,none,0,0,2283.9,18.82,62318,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,49,double,double,2,1,2335.9,18.87,62557,CIN,WR/WR,Tee Higgins/Tyler Boyd,CIN:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,49,triple,triple,3,1,2425.1,19.72,62675,CIN,WR/WR/WR,Ja'Marr Chase/Tee Higgins/Tyler Boyd,CIN:WR/WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,50,natural,none,0,0,2272.1,24.68,62415,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,50,none,none,0,0,2272.1,24.68,62415,,,,
2021,2026_3,2026 #3 — Eat It While She Sleeper,50,double,double,2,1,2211.6,24.68,62531,CAR,WR/WR,D.J. Moore/Terrace Marshall,CAR:WR/WR
2021,2026_3,2026 #3 — Eat It While She Sleeper,50,triple,triple,3,1,2336.1,19.05,63071,PIT,WR/WR/TE,Diontae Johnson/Chase Claypool/Pat Freiermuth,PIT:WR/WR/TE
