value_basis,format,year,player_id,name,position,value,season_pts
ktc,regular,2021,4037,Chris Godwin,WR,5499,193.4
ktc,regular,2021,4018,Joe Mixon,RB,5465,266.9
ktc,regular,2021,6803,Brandon Aiyuk,WR,5456,128.6
ktc,regular,2021,6801,Tee Higgins,WR,5450,182.1
ktc,regular,2021,96,Aaron Rodgers,QB,5366,318.6
ktc,regular,2021,1049,Ryan Tannehill,QB,5362,241.1
ktc,regular,2021,1479,Keenan Allen,WR,5229,196.6
ktc,regular,2021,421,Matthew Stafford,QB,5214,312.2
ktc,regular,2021,2309,Amari Cooper,WR,5187,158.1
ktc,regular,2021,7527,Mac Jones,QB,5168,214.1
ktc,regular,2021,6768,Tua Tagovailoa,QB,5065,168.8
ktc,regular,2021,6886,Chase Claypool,WR,5033,121.6
ktc,regular,2021,5892,David Montgomery,RB,5028,165.1
ktc,regular,2021,4892,Baker Mayfield,QB,4980,180.9
ktc,regular,2021,2216,Mike Evans,WR,4933,201.6
ktc,regular,2021,7525,DeVonta Smith,WR,4902,148
ktc,regular,2021,7526,Jaylen Waddle,WR,4878,182.6
ktc,regular,2021,6904,Jalen Hurts,QB,4760,312.2
ktc,regular,2021,5850,Josh Jacobs,RB,4757,177.6
ktc,regular,2021,4039,Cooper Kupp,WR,4695,343.9
ktc,regular,2021,5937,Diontae Johnson,WR,4681,212.3
ktc,regular,2021,7593,Trey Sermon,RB,4664,26.8
ktc,regular,2021,6955,James Robinson,RB,4620,158.4
ktc,regular,2021,6151,Miles Sanders,RB,4583,104.2
ktc,regular,2021,6814,Laviska Shenault,WR,4507,86.8
ktc,regular,2021,7596,Elijah Moore,WR,4416,116.7
ktc,regular,2021,2374,Tyler Lockett,WR,4375,180.4
ktc,regular,2021,1352,Robert Woods,WR,4277,114.7
ktc,regular,2021,7565,Terrace Marshall,WR,4245,24.3
ktc,regular,2021,5045,Courtland Sutton,WR,4184,118.8
ktc,regular,2021,5857,Noah Fant,TE,4170,156.4
ktc,regular,2021,7571,Rashod Bateman,WR,3967,77.3
ktc,regular,2021,5872,Deebo Samuel,WR,3931,273.5
ktc,regular,2021,4098,Kareem Hunt,RB,3860,99
ktc,regular,2021,7601,Rondale Moore,WR,3841,82.1
ktc,regular,2021,4040,JuJu Smith-Schuster,WR,3762,27.3
ktc,regular,2021,7600,Pat Freiermuth,TE,3700,140.4
ktc,regular,2021,6828,AJ Dillon,RB,3689,161.4
ktc,regular,2021,7090,Darnell Mooney,WR,3639,160.6
ktc,regular,2021,3225,Tyler Boyd,WR,3637,150.3
ktc,regular,2021,6819,Michael Pittman,WR,3602,177.2
ktc,regular,2021,5022,Dallas Goedert,TE,3594,165
ktc,regular,2021,5980,Myles Gaskin,RB,3590,146.6
ktc,regular,2021,2306,Jameis Winston,QB,3589,117.4
ktc,regular,2021,4943,Sam Darnold,QB,3497,142.6
ktc,regular,2021,4993,Mike Gesicki,TE,3466,160.8
ktc,regular,2021,4951,D.J. Chark,WR,3435,30.9
ktc,regular,2021,5038,Michael Gallup,WR,3433,74
ktc,regular,2021,5000,Chase Edmonds,RB,3404,121.8
ktc,regular,2021,6989,Marquez Callaway,WR,3364,128.8
ktc,regular,2021,4082,Curtis Samuel,WR,3336,6.8
ktc,regular,2021,5947,Jakobi Meyers,WR,3318,137.8
ktc,regular,2021,7607,Michael Carter,RB,3298,134.5
ktc,regular,2021,2078,Odell Beckham,WR,3278,104.3
ktc,regular,2021,1166,Kirk Cousins,QB,3272,278.4
ktc,regular,2021,2028,Derek Carr,QB,3261,241.6
ktc,regular,2021,1689,Adam Thielen,WR,3251,166.3
ktc,regular,2021,2197,Brandin Cooks,WR,3228,182.7
ktc,regular,2021,6804,Jordan Love,QB,3127,13.9
ktc,regular,2021,4144,Jonnu Smith,TE,3122,66.9
ktc,regular,2021,4068,Mike Williams,WR,3099,186.2
ktc,regular,2021,7611,Rhamondre Stevenson,RB,3086,103.8
ktc,regular,2021,5870,Daniel Jones,QB,3037,167
ktc,regular,2021,2749,Raheem Mostert,RB,3007,2
ktc,regular,2021,5848,Marquise Brown,WR,3006,176.6
ktc,regular,2021,3271,Tyler Higbee,TE,2976,123.5
ktc,regular,2021,3163,Jared Goff,QB,2945,177
ktc,regular,2021,6826,Cole Kmet,TE,2898,112.4
ktc,regular,2021,5967,Tony Pollard,RB,2864,143.1
ktc,regular,2021,6943,Gabriel Davis,WR,2855,103
ktc,regular,2021,7547,Amon-Ra St. Brown,WR,2848,160.2
ktc,regular,2021,6845,Zack Moss,RB,2833,91.3
ktc,regular,2021,7587,Dyami Brown,WR,2831,22.1
ktc,regular,2021,7567,Kenneth Gainwell,RB,2632,90.2
ktc,regular,2021,3214,Hunter Henry,TE,2588,150.7
ktc,regular,2021,4149,Jamaal Williams,RB,2568,101.1
ktc,regular,2021,7606,Kadarius Toney,WR,2522,62.9
ktc,regular,2021,7569,Nico Collins,WR,2502,58.9
ktc,regular,2021,5347,Nyheim Hines,RB,2451,89.7
ktc,regular,2021,5917,Mecole Hardman,WR,2437,96.1
ktc,regular,2021,7594,Chuba Hubbard,RB,2398,112.5
ktc,regular,2021,7670,Josh Palmer,WR,2346,63.9
ktc,regular,2021,5880,Parris Campbell,WR,2260,27.2
ktc,regular,2021,6869,Adam Trautman,TE,2232,54.5
ktc,regular,2021,2319,DeVante Parker,WR,2162,81.3
ktc,regular,2021,6130,Devin Singletary,RB,2134,153.6
ktc,regular,2021,4066,Evan Engram,TE,2128,101.1
ktc,regular,2021,5987,Alexander Mattison,RB,1977,107.3
ktc,regular,2021,6805,KJ Hamler,WR,1945,9.9
ktc,regular,2021,6824,Donovan Peoples-Jones,WR,1771,87.4
ktc,regular,2021,1837,Jimmy Garoppolo,QB,1763,214.8
ktc,regular,2021,6849,Denzel Mims,WR,1680,17.3
ktc,regular,2021,4137,James Conner,RB,1645,214.9
ktc,regular,2021,7828,Noah Gray,TE,1643,16.6
ktc,regular,2021,4089,Gerald Everett,TE,1625,114.8
ktc,regular,2021,6039,Ty Johnson,RB,1593,100.1
ktc,regular,2021,3202,Austin Hooper,TE,1589,92.5
ktc,regular,2021,7608,Khalil Herbert,RB,1589,70.8
ktc,regular,2021,4950,Christian Kirk,WR,1585,163.8
ktc,regular,2021,6850,Harrison Bryant,TE,1582,60.4
ktc,regular,2021,6927,Quez Watkins,WR,1571,77.6
ktc,regular,2021,6149,Darius Slayton,WR,1559,45.7
ktc,regular,2021,6853,Van Jefferson,WR,1518,139.1
ktc,regular,2021,2325,Nelson Agholor,WR,1508,82.1
ktc,regular,2021,7561,Elijah Mitchell,RB,1486,147
ktc,regular,2021,5026,Tre'Quan Smith,WR,1471,55.6
ktc,regular,2021,4985,Rashaad Penny,RB,1426,93.7
ktc,regular,2021,4381,Taysom Hill,TE,1425,111.6
ktc,regular,2021,6918,Salvon Ahmed,RB,1411,32.6
ktc,regular,2021,5001,Dalton Schultz,TE,1401,191.7
ktc,regular,2021,1339,Zach Ertz,TE,1381,165.3
ktc,regular,2021,7794,Chris Evans,RB,1371,28.4
ktc,regular,2021,6960,Tyler Johnson,WR,1363,49.3
ktc,regular,2021,7595,Tylan Wallace,WR,1360,3.3
ktc,regular,2021,5955,Hunter Renfrow,WR,1339,192.7
ktc,regular,2021,5906,Dawson Knox,TE,1333,155.8
ktc,regular,2021,4033,David Njoku,TE,1328,104.5
ktc,regular,2021,5854,Drew Lock,QB,1323,29.4
ktc,regular,2021,7585,Davis Mills,QB,1292,129.7
ktc,regular,2021,827,Tyrod Taylor,QB,1280,81.7
ktc,regular,2021,7694,Tommy Tremble,TE,1225,50
ktc,regular,2021,5086,Marquez Valdes-Scantling,WR,1165,74
ktc,regular,2021,5185,Allen Lazard,WR,1113,100.5
ktc,regular,2021,5122,Boston Scott,RB,1106,92.1
ktc,regular,2021,7002,Juwan Johnson,TE,1105,45.4
ktc,regular,2021,6074,Donald Parham,TE,1099,59
ktc,regular,2021,6011,Gardner Minshew,QB,1077,19.2
ktc,regular,2021,7568,Brevin Jordan,TE,1074,55.8
ktc,regular,2021,6421,Jalen Guyton,WR,1043,73.5
ktc,regular,2021,2711,Taylor Heinicke,QB,1035,217.3
ktc,regular,2021,6234,Deonte Harty,WR,1031,90.3
ktc,regular,2021,4171,Josh Reynolds,WR,1021,64.5
ktc,regular,2021,7533,Anthony Schwartz,WR,1000,26.3
ktc,regular,2021,4973,Hayden Hurst,TE,935,59.8
ktc,regular,2021,2307,Marcus Mariota,QB,933,12.4
ktc,regular,2021,6885,Ke'Shawn Vaughn,RB,867,23.5
ktc,regular,2021,3286,Demarcus Robinson,WR,860,53.5
ktc,regular,2021,7559,Ihmir Smith-Marsette,WR,854,8.3
ktc,regular,2021,7713,Jaelon Darden,WR,848,8.4
ktc,regular,2021,4351,Tim Patrick,WR,814,117.4
ktc,regular,2021,6931,DeeJay Dallas,RB,809,49.5
ktc,regular,2021,5284,Jeffery Wilson,RB,800,48
ktc,regular,2021,6847,Devin Duvernay,WR,772,66.5
ktc,regular,2021,7535,Hunter Long,TE,768,1.8
ktc,regular,2021,6271,Olamide Zaccheaus,WR,744,68.1
ktc,regular,2021,6290,Scotty Miller,WR,733,4.9
ktc,regular,2021,6951,Eno Benjamin,RB,669,17.4
ktc,regular,2021,5010,Will Dissly,TE,665,50.1
ktc,regular,2021,7045,Joshua Kelley,RB,632,14.5
ktc,regular,2021,4454,Kendrick Bourne,WR,627,148.3
ktc,regular,2021,7602,Kylen Granson,TE,609,21.6
ktc,regular,2021,4054,Mo Alie-Cox,TE,578,74.9
ktc,regular,2021,2161,Jerick McKinnon,RB,572,16.9
ktc,regular,2021,6843,Albert Okwuegbunam,TE,567,76
ktc,regular,2021,4147,Samaje Perine,RB,504,69.7
ktc,regular,2021,6001,Drew Sample,TE,487,17.3
ktc,regular,2021,5985,Foster Moreau,TE,436,78.3
ktc,regular,2021,7720,Kene Nwangwu,RB,369,20.6
ktc,regular,2021,3976,Mitchell Trubisky,QB,354,7.8
ktc,regular,2021,4995,Ian Thomas,TE,324,36.8
ktc,regular,2021,6144,Trayveon Williams,RB,223,1.3
ktc,regular,2021,5323,Equanimeous St. Brown,WR,180,12.5
ktc,regular,2021,1535,Cordarrelle Patterson,RB,175,206.9
ktc,regular,2021,7757,Ben Skowronek,WR,0,18.8
ktc,regular,2021,5695,Brandon Powell,WR,0,6
ktc,regular,2021,5121,Braxton Berrios,WR,0,98.1
ktc,regular,2021,5113,Cedrick Wilson,WR,0,98.9
ktc,regular,2021,6865,Colby Parkinson,TE,0,4.9
ktc,regular,2021,6659,Craig Reynolds,RB,0,31.5
ktc,regular,2021,6694,D'Ernest Johnson,RB,0,74.8
ktc,regular,2021,4111,D'Onta Foreman,RB,0,80.5
ktc,regular,2021,7551,Deon Jackson,RB,0,9.1
ktc,regular,2021,5008,Durham Smythe,TE,0,64.8
ktc,regular,2021,7529,Gary Brightwell,RB,0,1.5
ktc,regular,2021,1373,Geno Smith,QB,0,54.3
ktc,regular,2021,5970,Greg Dortch,WR,0,3.9
ktc,regular,2021,4197,Isaiah McKenzie,WR,0,40.1
ktc,regular,2021,3257,Jacoby Brissett,QB,0,72.3
ktc,regular,2021,4198,Jamal Agnew,WR,0,70
ktc,regular,2021,7049,Jauan Jennings,WR,0,45.8
ktc,regular,2021,19,Joe Flacco,QB,0,23.8
ktc,regular,2021,7716,John Bates,TE,0,49.4
ktc,regular,2021,5973,Josh Oliver,TE,0,14.5
ktc,regular,2021,7066,K.J. Osborn,WR,0,124.9
ktc,regular,2021,3634,Kalif Raymond,WR,0,89
ktc,regular,2021,5938,Lil'Jordan Humphrey,WR,0,40.3
ktc,regular,2021,4972,Mason Rudolph,QB,0,18.4
ktc,regular,2021,5089,Mike White,QB,0,44
ktc,regular,2021,4464,Nick Mullens,QB,0,9.9
ktc,regular,2021,7496,Nick Westbrook-Ikhine,WR,0,72.8
ktc,regular,2021,4234,Noah Brown,WR,0,26.4
ktc,regular,2021,6598,Trenton Irwin,WR,0,3
ktc,regular,2021,5133,Tyler Conklin,TE,0,135.7
ktc,regular,2021,7083,Tyler Huntley,QB,0,75.8
ktc,regular,2021,4080,Zay Jones,WR,0,77.2
ktc,regular,2022,4984,Josh Allen,QB,9998,376.5
ktc,regular,2022,6797,Justin Herbert,QB,9988,261.4
ktc,regular,2022,6794,Justin Jefferson,WR,9490,298.9
ktc,regular,2022,4046,Patrick Mahomes,QB,9462,401.9
ktc,regular,2022,7564,Ja'Marr Chase,WR,8730,180.3
ktc,regular,2022,6813,Jonathan Taylor,RB,8706,132.4
ktc,regular,2022,7553,Kyle Pitts,TE,8386,75.6
ktc,regular,2022,4881,Lamar Jackson,QB,7924,236.1
ktc,regular,2022,6770,Joe Burrow,QB,7524,345.4
ktc,regular,2022,5849,Kyler Murray,QB,7290,200.5
ktc,regular,2022,5012,Mark Andrews,TE,6461,190.5
ktc,regular,2022,6786,CeeDee Lamb,WR,6443,234.4
ktc,regular,2022,6790,D'Andre Swift,RB,6374,155
ktc,regular,2022,7528,Najee Harris,RB,6308,189.5
ktc,regular,2022,7588,Javonte Williams,RB,6230,34
ktc,regular,2022,4039,Cooper Kupp,WR,6111,163.9
ktc,regular,2022,4034,Christian McCaffrey,RB,6079,298.5
ktc,regular,2022,6904,Jalen Hurts,QB,6055,369.6
ktc,regular,2022,7610,Trey Lance,QB,5965,12.5
ktc,regular,2022,2449,Stefon Diggs,WR,5724,246.3
ktc,regular,2022,6801,Tee Higgins,WR,5658,184.5
ktc,regular,2022,3294,Dak Prescott,QB,5611,189.9
ktc,regular,2022,5859,A.J. Brown,WR,5601,244.1
ktc,regular,2022,1234,Russell Wilson,QB,5493,202.1
ktc,regular,2022,4663,Austin Ekeler,RB,5469,312.2
ktc,regular,2022,5872,Deebo Samuel,WR,5435,137
ktc,regular,2022,8155,Breece Hall,RB,5420,105.6
ktc,regular,2022,6819,Michael Pittman,WR,5419,156.5
ktc,regular,2022,7526,Jaylen Waddle,WR,5386,213.9
ktc,regular,2022,7523,Trevor Lawrence,QB,5350,285.4
ktc,regular,2022,2133,Davante Adams,WR,5322,275.7
ktc,regular,2022,4018,Joe Mixon,RB,5319,195.4
ktc,regular,2022,4029,Dalvin Cook,RB,5209,216.1
ktc,regular,2022,4866,Saquon Barkley,RB,5192,255.5
ktc,regular,2022,1466,Travis Kelce,TE,5150,306.5
ktc,regular,2022,7543,Travis Etienne,RB,5100,183.2
ktc,regular,2022,5846,DK Metcalf,WR,5087,176.3
ktc,regular,2022,8112,Drake London,WR,4972,127.6
ktc,regular,2022,4983,D.J. Moore,WR,4961,166.1
ktc,regular,2022,3321,Tyreek Hill,WR,4932,284.4
ktc,regular,2022,4217,George Kittle,TE,4920,181.6
ktc,regular,2022,4035,Alvin Kamara,RB,4859,171.7
ktc,regular,2022,4017,Deshaun Watson,QB,4831,68
ktc,regular,2022,4988,Nick Chubb,RB,4771,247.2
ktc,regular,2022,3198,Derrick Henry,RB,4752,273
ktc,regular,2022,6828,AJ Dillon,RB,4703,150.3
ktc,regular,2022,7591,Justin Fields,QB,4699,296
ktc,regular,2022,5045,Courtland Sutton,WR,4697,116.6
ktc,regular,2022,8144,Chris Olave,WR,4631,149.7
ktc,regular,2022,7571,Rashod Bateman,WR,4618,46
ktc,regular,2022,4199,Aaron Jones,RB,4615,212.8
ktc,regular,2022,5844,T.J. Hockenson,TE,4612,212.8
ktc,regular,2022,5937,Diontae Johnson,WR,4608,130.9
ktc,regular,2022,7596,Elijah Moore,WR,4598,68
ktc,regular,2022,4037,Chris Godwin,WR,4591,164.3
ktc,regular,2022,6806,J.K. Dobbins,RB,4581,77.7
ktc,regular,2022,7525,DeVonta Smith,WR,4562,196.9
ktc,regular,2022,8148,Jameson Williams,WR,4551,14.6
ktc,regular,2022,5927,Terry McLaurin,WR,4545,175.6
ktc,regular,2022,2216,Mike Evans,WR,4534,186.9
ktc,regular,2022,421,Matthew Stafford,QB,4531,108.4
ktc,regular,2022,5848,Marquise Brown,WR,4522,121.3
ktc,regular,2022,7547,Amon-Ra St. Brown,WR,4517,206.7
ktc,regular,2022,4068,Mike Williams,WR,4495,139.8
ktc,regular,2022,8151,Kenneth Walker III,RB,4492,176.1
ktc,regular,2022,8137,George Pickens,WR,4489,125.8
ktc,regular,2022,2028,Derek Carr,QB,4478,219.1
ktc,regular,2022,2505,Darren Waller,TE,4425,79.3
ktc,regular,2022,6783,Jerry Jeudy,WR,4423,148.9
ktc,regular,2022,8129,Dameon Pierce,RB,4411,151.4
ktc,regular,2022,8146,Garrett Wilson,WR,4385,160.8
ktc,regular,2022,6943,Gabriel Davis,WR,4380,142.2
ktc,regular,2022,6768,Tua Tagovailoa,QB,4370,230.9
ktc,regular,2022,8135,Treylon Burks,WR,4353,73.7
ktc,regular,2022,7090,Darnell Mooney,WR,4324,81.5
ktc,regular,2022,96,Aaron Rodgers,QB,4313,228
ktc,regular,2022,7527,Mac Jones,QB,4214,153.9
ktc,regular,2022,6938,Cam Akers,RB,4141,120.5
ktc,regular,2022,6803,Brandon Aiyuk,WR,4132,180.9
ktc,regular,2022,8160,Kenny Pickett,QB,4129,136
ktc,regular,2022,1479,Keenan Allen,WR,4103,104.8
ktc,regular,2022,5001,Dalton Schultz,TE,4008,135.4
ktc,regular,2022,7561,Elijah Mitchell,RB,3930,24.6
ktc,regular,2022,4040,JuJu Smith-Schuster,WR,3929,141.8
ktc,regular,2022,7600,Pat Freiermuth,TE,3928,148.2
ktc,regular,2022,8168,Skyy Moore,WR,3843,32.4
ktc,regular,2022,5022,Dallas Goedert,TE,3794,130.6
ktc,regular,2022,5892,David Montgomery,RB,3746,158.6
ktc,regular,2022,4137,James Conner,RB,3730,177.2
ktc,regular,2022,8119,Jahan Dotson,WR,3712,104.4
ktc,regular,2022,1166,Kirk Cousins,QB,3710,278.6
ktc,regular,2022,7538,Zach Wilson,QB,3699,98.4
ktc,regular,2022,7611,Rhamondre Stevenson,RB,3698,203.9
ktc,regular,2022,3164,Ezekiel Elliott,RB,3694,176.3
ktc,regular,2022,8138,James Cook,RB,3633,90.9
ktc,regular,2022,5955,Hunter Renfrow,WR,3607,45.2
ktc,regular,2022,5967,Tony Pollard,RB,3591,227.4
ktc,regular,2022,2197,Brandin Cooks,WR,3555,98
ktc,regular,2022,6826,Cole Kmet,TE,3546,131.6
ktc,regular,2022,4950,Christian Kirk,WR,3512,181
ktc,regular,2022,7606,Kadarius Toney,WR,3433,37.9
ktc,regular,2022,5850,Josh Jacobs,RB,3390,295.8
ktc,regular,2022,8161,Malik Willis,QB,3325,19.3
ktc,regular,2022,5906,Dawson Knox,TE,3312,126.4
ktc,regular,2022,2306,Jameis Winston,QB,3239,43.9
ktc,regular,2022,5000,Chase Edmonds,RB,3215,61.7
ktc,regular,2022,6820,Clyde Edwards-Helaire,RB,3202,89.8
ktc,regular,2022,2309,Amari Cooper,WR,3181,200.9
ktc,regular,2022,4098,Kareem Hunt,RB,3180,105
ktc,regular,2022,7585,Davis Mills,QB,3173,159
ktc,regular,2022,1426,DeAndre Hopkins,WR,3162,119.7
ktc,regular,2022,3199,Michael Thomas,WR,3142,43.1
ktc,regular,2022,8167,Christian Watson,WR,3117,129.5
ktc,regular,2022,8154,Brian Robinson,RB,3057,108.2
ktc,regular,2022,6886,Chase Claypool,WR,3044,78.1
ktc,regular,2022,6945,Antonio Gibson,RB,3038,142.9
ktc,regular,2022,5185,Allen Lazard,WR,3032,132.7
ktc,regular,2022,4892,Baker Mayfield,QB,3024,115.9
ktc,regular,2022,7601,Rondale Moore,WR,2897,67.4
ktc,regular,2022,8142,Alec Pierce,WR,2882,86.1
ktc,regular,2022,4985,Rashaad Penny,RB,2878,50.2
ktc,regular,2022,8136,Rachaad White,RB,2869,112.6
ktc,regular,2022,5038,Michael Gallup,WR,2854,84.4
ktc,regular,2022,8121,Romeo Doubs,WR,2800,80.6
ktc,regular,2022,8130,Trey McBride,TE,2793,54.4
ktc,regular,2022,6151,Miles Sanders,RB,2791,203.4
ktc,regular,2022,8126,Wan'Dale Robinson,WR,2790,40.1
ktc,regular,2022,8131,Isaiah Likely,TE,2748,73
ktc,regular,2022,5857,Noah Fant,TE,2697,116.6
ktc,regular,2022,4033,David Njoku,TE,2696,127.8
ktc,regular,2022,7607,Michael Carter,RB,2690,104
ktc,regular,2022,5987,Alexander Mattison,RB,2681,62.4
ktc,regular,2022,8159,Desmond Ridder,QB,2669,22.9
ktc,regular,2022,6955,James Robinson,RB,2612,83.1
ktc,regular,2022,1339,Zach Ertz,TE,2609,115.6
ktc,regular,2022,1689,Adam Thielen,WR,2601,136.8
ktc,regular,2022,8139,Zamir White,RB,2597,6.6
ktc,regular,2022,8117,Jalen Tolbert,WR,2575,2.2
ktc,regular,2022,7567,Kenneth Gainwell,RB,2574,71.7
ktc,regular,2022,4993,Mike Gesicki,TE,2574,89.6
ktc,regular,2022,7670,Josh Palmer,WR,2566,125.4
ktc,regular,2022,1049,Ryan Tannehill,QB,2549,161.2
ktc,regular,2022,3163,Jared Goff,QB,2531,274.4
ktc,regular,2022,8132,Tyler Allgeier,RB,2531,137.9
ktc,regular,2022,7608,Khalil Herbert,RB,2521,107.9
ktc,regular,2022,6130,Devin Singletary,RB,2516,157.5
ktc,regular,2022,7569,Nico Collins,WR,2511,78.6
ktc,regular,2022,8205,Isiah Pacheco,RB,2474,116.1
ktc,regular,2022,8153,Isaiah Spiller,RB,2429,6.9
ktc,regular,2022,8118,David Bell,WR,2426,33.4
ktc,regular,2022,6126,Irv Smith,TE,2422,50.8
ktc,regular,2022,2374,Tyler Lockett,WR,2407,181.9
ktc,regular,2022,5870,Daniel Jones,QB,2401,289
ktc,regular,2022,3225,Tyler Boyd,WR,2370,138.4
ktc,regular,2022,1352,Robert Woods,WR,2342,83.2
ktc,regular,2022,6843,Albert Okwuegbunam,TE,2322,25.5
ktc,regular,2022,5947,Jakobi Meyers,WR,2302,136.1
ktc,regular,2022,5347,Nyheim Hines,RB,2225,54.4
ktc,regular,2022,4951,D.J. Chark,WR,2221,80.3
ktc,regular,2022,7066,K.J. Osborn,WR,2186,111.4
ktc,regular,2022,8211,Tyrion Davis-Price,RB,2155,7.2
ktc,regular,2022,3214,Hunter Henry,TE,2153,93.7
ktc,regular,2022,4197,Isaiah McKenzie,WR,2146,95.9
ktc,regular,2022,6805,KJ Hamler,WR,2141,22.3
ktc,regular,2022,5086,Marquez Valdes-Scantling,WR,2124,97.2
ktc,regular,2022,2307,Marcus Mariota,QB,2061,196.6
ktc,regular,2022,7568,Brevin Jordan,TE,2045,26.8
ktc,regular,2022,1535,Cordarrelle Patterson,RB,2038,135.3
ktc,regular,2022,3976,Mitchell Trubisky,QB,1902,73.9
ktc,regular,2022,8172,Greg Dulcich,TE,1868,86.1
ktc,regular,2022,8188,Tyquan Thornton,WR,1831,53.5
ktc,regular,2022,3271,Tyler Higbee,TE,1823,144.7
ktc,regular,2022,5917,Mecole Hardman,WR,1782,81.3
ktc,regular,2022,8225,Daniel Bellinger,TE,1773,75
ktc,regular,2022,6824,Donovan Peoples-Jones,WR,1772,131.4
ktc,regular,2022,8134,Khalil Shakir,WR,1762,25.8
ktc,regular,2022,6951,Eno Benjamin,RB,1734,76.8
ktc,regular,2022,6853,Van Jefferson,WR,1734,59.3
ktc,regular,2022,4066,Evan Engram,TE,1729,170.2
ktc,regular,2022,1837,Jimmy Garoppolo,QB,1724,164.8
ktc,regular,2022,5880,Parris Campbell,WR,1702,107.8
ktc,regular,2022,6804,Jordan Love,QB,1694,11.7
ktc,regular,2022,2319,DeVante Parker,WR,1688,64.5
ktc,regular,2022,4149,Jamaal Williams,RB,1589,200.7
ktc,regular,2022,8111,Cade Otton,TE,1544,91.6
ktc,regular,2022,8123,Hassan Haskins,RB,1490,17.9
ktc,regular,2022,7594,Chuba Hubbard,RB,1478,73.8
ktc,regular,2022,6847,Devin Duvernay,WR,1474,97.6
ktc,regular,2022,5248,Gus Edwards,RB,1460,57.7
ktc,regular,2022,3202,Austin Hooper,TE,1454,89.6
ktc,regular,2022,4144,Jonnu Smith,TE,1453,52
ktc,regular,2022,8219,Jelani Woods,TE,1446,72.3
ktc,regular,2022,6814,Laviska Shenault,WR,1415,57.8
ktc,regular,2022,6694,D'Ernest Johnson,RB,1412,3.9
ktc,regular,2022,8150,Kyren Williams,RB,1410,26
ktc,regular,2022,7694,Tommy Tremble,TE,1409,51.2
ktc,regular,2022,7083,Tyler Huntley,QB,1398,50
ktc,regular,2022,7565,Terrace Marshall,WR,1387,65.7
ktc,regular,2022,4082,Curtis Samuel,WR,1372,144.4
ktc,regular,2022,8221,Keaontay Ingram,RB,1371,14.8
ktc,regular,2022,4089,Gerald Everett,TE,1357,129.7
ktc,regular,2022,4080,Zay Jones,WR,1354,153
ktc,regular,2022,8116,Pierre Strong Jr.,RB,1348,23.7
