rank,name,team,position,tier,sleeper_id
45,DeVonta Smith,PHI,WR,4,7525
46,Baker Mayfield,TB,QB,4,4892
47,Rashee Rice,KC,WR,4,10229
48,Zay Flowers,BAL,WR,4,9997
49,Tyler Shough,NO,QB,4,12545
50,Kyren Williams,LAR,RB,4,8150
51,Tee Higgins,CIN,WR,4,6801
52,Javonte Williams,DAL,RB,4,7588
53,Malik Willis,MIA,QB,4,8161
54,Breece Hall,NYJ,RB,4,8155
55,Tetairoa McMillan,CAR,WR,4,12526
56,Jaylen Waddle,DEN,WR,4,7526
57,Garrett Wilson,NYJ,WR,4,8146
58,Ladd McConkey,LAC,WR,4,11635
59,Josh Jacobs,GB,RB,5,5850
60,Colston Loveland,CHI,TE,5,12517
61,Emeka Egbuka,TB,WR,5,12514
62,Jeremiyah Love,ARI,RB,5,13287
63,Travis Etienne Jr.,NO,RB,5,7543
64,Terry McLaurin,WAS,WR,5,5927
65,Davante Adams,LAR,WR,5,2133
66,D'Andre Swift,CHI,RB,5,6790
67,Luther Burden III,CHI,WR,5,12519
68,C.J. Stroud,HOU,QB,5,9758
69,Jameson Williams,DET,WR,5,8148
70,Tyler Warren,IND,TE,5,12518
71,Cam Skattebo,NYG,RB,5,12481
72,Bucky Irving,TB,RB,5,11584
73,Quinshon Judkins,CLE,RB,5,12512
74,DJ Moore,BUF,WR,5,4983
75,Christian Watson,GB,WR,5,8167
76,David Montgomery,HOU,RB,5,5892
77,Sam Darnold,SEA,QB,5,4943
78,Mike Evans,SF,WR,5,2216
79,Rome Odunze,CHI,WR,5,11620
80,Cam Ward,TEN,QB,5,12522
81,Daniel Jones,IND,QB,5,5870
82,Bhayshul Tuten,JAC,RB,5,12490
83,Jadarian Price,SEA,RB,6,13286
84,TreVeyon Henderson,NE,RB,6,12529
85,Parker Washington,JAC,WR,6,9487
86,Marvin Harrison Jr.,ARI,WR,6,11628
87,Tucker Kraft,GB,TE,6,9484
88,Bryce Young,CAR,QB,6,9228
89,Carnell Tate,TEN,WR,6,13279
90,Rhamondre Stevenson,NE,RB,6,7611
91,Jaylen Warren,PIT,RB,6,8228
92,Brian Thomas Jr.,JAC,WR,6,11631
93,Tony Pollard,TEN,RB,6,5967
94,DK Metcalf,PIT,WR,6,5846
95,Jacoby Brissett,ARI,QB,6,3257
96,Harold Fannin Jr.,CLE,TE,6,12506
97,Rico Dowdle,PIT,RB,6,7021
98,Sam LaPorta,DET,TE,6,10859
99,Chris Godwin Jr.,TB,WR,6,4037
100,Jonathon Brooks,CAR,RB,6,11583
101,Kyle Pitts Sr.,ATL,TE,6,7553
102,Courtland Sutton,DEN,WR,6,5045
103,J.K. Dobbins,DEN,RB,6,6806
104,Michael Pittman Jr.,PIT,WR,6,6819
105,Quentin Johnston,LAC,WR,6,9754
106,Michael Wilson,ARI,WR,6,10232
107,Chuba Hubbard,CAR,RB,6,7594
108,Alec Pierce,IND,WR,6,8142
109,Josh Downs,IND,WR,6,9500
110,Blake Corum,LAR,RB,6,11586
111,George Kittle,SF,TE,6,4217
112,Wan'Dale Robinson,TEN,WR,6,8126
113,Jacory Croskey-Merritt,WAS,RB,6,12533
114,Stefon Diggs,WAS,WR,6,2449
115,RJ Harvey,DEN,RB,6,12489
116,Jordan Mason,MIN,RB,7,8408
117,Jordan Addison,MIN,WR,7,9756
118,Travis Kelce,KC,TE,7,1466
119,Kenny Gainwell,TB,RB,7,7567
120,Jayden Reed,GB,WR,7,10222
121,Kyle Monangai,CHI,RB,7,12534
122,Aaron Rodgers,PIT,QB,7,96
123,Jakobi Meyers,JAC,WR,7,5947
124,Geno Smith,NYJ,QB,7,1373
125,Dalton Kincaid,BUF,TE,7,10236
126,Rachaad White,WAS,RB,7,8136
127,Makai Lemon,PHI,WR,7,13294
128,Aaron Jones Sr.,MIN,RB,7,4199
129,Dallas Goedert,PHI,TE,7,5022
130,Isaiah Likely,NYG,TE,7,8131
131,Chris Rodriguez Jr.,JAC,RB,7,10219
132,Mark Andrews,BAL,TE,7,5012
133,Xavier Worthy,KC,WR,7,11624
134,Romeo Doubs,NE,WR,7,8121
135,Jalen Coker,CAR,WR,7,11646
136,Matthew Golden,GB,WR,7,12501
137,Tyler Allgeier,ARI,RB,7,8132
138,Woody Marks,HOU,RB,7,12474
139,Jake Ferguson,DAL,TE,7,8110
140,Khalil Shakir,BUF,WR,7,8134
141,Jordyn Tyson,NO,WR,7,13281
142,KC Concepcion,CLE,WR,7,13298
143,Tyjae Spears,TEN,RB,7,9508
144,Deebo Samuel Sr.,SF,WR,7,5872
145,Keaton Mitchell,LAC,RB,7,9511
146,Juwan Johnson,NO,TE,7,7002
147,Tank Bigsby,PHI,RB,7,9225
148,Jonah Coleman,DEN,RB,7,13345
149,Hunter Henry,NE,TE,7,3214
150,Zach Charbonnet,SEA,RB,7,9753
151,De'Zhaun Stribling,SF,WR,7,13417
152,Rashid Shaheed,SEA,WR,7,8676
153,Chig Okonkwo,WAS,TE,7,8210
154,Dylan Sampson,CLE,RB,7,12469
155,Brenton Strange,JAC,TE,8,9480
156,Tyrone Tracy Jr.,NYG,RB,8,11655
157,Isiah Pacheco,DET,RB,8,8205
158,Alvin Kamara,NO,RB,8,4035
159,Dalton Schultz,HOU,TE,8,5001
160,Tre Tucker,LV,WR,8,10213
161,MarShawn Lloyd,GB,RB,8,11581
162,Adonai Mitchell,NYJ,WR,8,11625
163,Brian Robinson Jr.,ATL,RB,8,8154
164,Braelon Allen,NYJ,RB,8,11576
165,Denzel Boston,CLE,WR,8,13346
166,Jerry Jeudy,CLE,WR,8,6783
167,Jauan Jennings,MIN,WR,8,7049
168,Fernando Mendoza,LV,QB,8,13269
169,AJ Barner,SEA,TE,8,11603
170,Ray Davis,BUF,RB,8,11575
171,Jalen McMillan,TB,WR,8,11618
172,Mike Washington Jr.,LV,RB,8,13305
173,Tre' Harris,LAC,WR,8,12509
174,T.J. Hockenson,MIN,TE,8,5844
175,Terrance Ferguson,LAR,TE,8,12487
176,Dontayvion Wicks,PHI,WR,8,9486
177,Oronde Gadsden II,LAC,TE,8,12493
178,Kayshon Boutte,HOU,WR,8,9504
179,Tua Tagovailoa,ATL,QB,8,6768
180,Jalen Nailor,LV,WR,8,8180
181,Emmett Johnson,KC,RB,8,13337
182,Pat Bryant,DEN,WR,8,12492
183,Omar Cooper Jr.,NYJ,WR,8,13276
184,Ryan Flournoy,DAL,WR,8,11783
185,Malik Washington,MIA,WR,8,11610
186,Keenan Allen,IND,WR,8,1479
187,Calvin Ridley,TEN,WR,8,4981
188,Kenyon Sadiq,NYJ,TE,8,13330
189,Kimani Vidal,LAC,RB,8,11647
190,Sean Tucker,TB,RB,8,9506
191,Gunnar Helm,TEN,TE,8,12502
192,Tank Dell,HOU,WR,8,9502
193,Nicholas Singleton,TEN,RB,8,13288
194,Cade Otton,TB,TE,8,8111
195,Jaylin Noel,HOU,WR,8,12536
196,Travis Hunter,JAC,WR,8,12530
197,Pat Freiermuth,PIT,TE,8,7600
198,Jaydon Blue,DAL,RB,8,12457
199,Rashod Bateman,BAL,WR,8,7571
200,Michael Penix Jr.,ATL,QB,9,11559
201,Isaac TeSlaa,DET,WR,9,12535
202,Kaytron Allen,WAS,RB,9,13405
203,Cooper Kupp,SEA,WR,9,4039
204,James Conner,ARI,RB,9,4137
205,George Holani,SEA,RB,9,12048
206,Darnell Mooney,NYG,WR,9,7090
207,Emanuel Wilson,SEA,RB,9,11435
208,Jaylen Wright,MIA,RB,9,11643
209,David Njoku,LAC,TE,9,4033
210,Troy Franklin,DEN,WR,9,11627
211,Evan Engram,DEN,TE,9,4066
212,Germie Bernard,PIT,WR,9,13274
213,Kirk Cousins,LV,QB,9,1166
214,Zachariah Branch,ATL,WR,9,13320
215,Kaelon Black,SF,RB,9,13414
216,Deshaun Watson,CLE,QB,9,4017
217,Justice Hill,BAL,RB,9,5995
218,Devaughn Vele,NO,WR,9,11834
219,Jack Bech,LV,WR,9,12483
220,Colby Parkinson,LAR,TE,9,6865
221,Ollie Gordon II,MIA,RB,9,12495
222,Keon Coleman,BUF,WR,9,11637
223,Malachi Fields,NYG,WR,9,13285
224,Chris Brooks,GB,RB,9,11370
225,Samaje Perine,CIN,RB,9,4147
226,Demond Claiborne,MIN,RB,9,13347
227,Isaiah Davis,NYJ,RB,9,11571
228,Antonio Williams,WAS,WR,9,13301
229,Jordan James,SF,RB,9,12467
230,Tory Horton,SEA,WR,9,12497
231,Elic Ayomanor,TEN,WR,9,12499
232,Ja'Kobi Lane,BAL,WR,9,13293
233,Najee Harris,NYG,RB,9,7528
234,Ty Johnson,BUF,RB,9,6039
235,Ted Hurst III,TB,WR,9,13317
236,Chris Bell,MIA,WR,9,13311
237,Chimere Dike,TEN,WR,9,12540
238,LeQuint Allen Jr.,JAC,RB,9,12544
239,Shedeur Sanders,CLE,QB,9,12524
240,Tyquan Thornton,KC,WR,9,8188
241,Malik Davis,DAL,RB,9,8800
242,Greg Dulcich,MIA,TE,9,8172
243,DJ Giddens,IND,RB,9,12471
244,Christian Kirk,SF,WR,9,4950
245,Darius Slayton,NYG,WR,9,6149
246,Xavier Legette,CAR,WR,9,11626
247,Mason Taylor,NYJ,TE,9,12498
248,Devin Neal,NO,RB,9,12476
249,Marvin Mims Jr.,DEN,WR,9,9494
250,Caleb Douglas,MIA,WR,9,13296
251,Kendre Miller,NO,RB,9,9757
252,Elijah Sarratt,BAL,WR,9,13268
253,Theo Johnson,NYG,TE,9,11597
254,Seth McGowan,IND,RB,9,13424
255,Adam Randall,BAL,RB,9,13302
256,Emari Demercado,KC,RB,9,11199
257,Brashard Smith,KC,RB,9,12455
258,Eli Stowers,PHI,TE,9,13349
259,Devin Singletary,NYG,RB,9,6130
260,Trevor Etienne,CAR,RB,9,12531
261,Cyrus Allen,KC,WR,9,13413
262,Hollywood Brown,PHI,WR,9,5848
263,Tahj Brooks,CIN,RB,9,12543
264,Trey Benson,ARI,RB,10,11589
265,Kyle Williams,NE,WR,10,12547
266,Mack Hollins,NE,WR,10,4177
267,Kaleb Johnson,PIT,RB,10,12504
268,Mike Gesicki,CIN,TE,10,4993
269,Isaac Guerendo,SF,RB,10,11651
270,Jarquez Hunter,LAR,RB,10,11569
271,Jerome Ford,WAS,RB,10,8143
272,Jaleel McLaughlin,DEN,RB,10,11439
273,Audric Estime,NO,RB,10,11579
274,Isaiah Bond,CLE,WR,10,12503
275,Skyler Bell,BUF,WR,10,13402
276,Will Shipley,PHI,RB,10,11577
277,Brandon Aiyuk,SF,WR,10,6803
278,Jake Tonges,SF,TE,10,8698
279,Darren Waller,CAR,TE,10,2505
280,Andrei Iosivas,CIN,WR,10,10226
281,Darnell Washington,PIT,TE,10,9479
282,Tyreek Hill,FA,WR,10,3321
283,Michael Mayer,LV,TE,10,9482
284,Oscar Delp,NO,TE,10,13319
285,Jahan Dotson,ATL,WR,10,8119
286,DeMario Douglas,NE,WR,10,9501
287,Elijah Arroyo,SEA,TE,10,12521
288,Kareem Hunt,FA,RB,10,4098
289,Charlie Kolar,LAC,TE,10,8127
290,Erick All Jr.,CIN,TE,10,11592
291,Xavier Hutchinson,HOU,WR,10,10218
292,Bryce Lance,NO,WR,10,13420
293,Cole Kmet,CHI,TE,10,6826
294,Jalen Tolbert,MIA,WR,10,8117
295,Eli Raridon,NE,TE,10,13421
296,Joe Mixon,FA,RB,10,4018
297,Dawson Knox,BUF,TE,10,5906
298,Konata Mumpfield,LAR,WR,10,12718
299,Tyler Higbee,LAR,TE,11,3271
300,Cedric Tillman,CLE,WR,11,10444
301,Luke McCaffrey,WAS,WR,11,11650
302,Bam Knight,ARI,RB,11,8122
303,Noah Gray,KC,TE,11,7828
304,Tez Johnson,TB,WR,11,12485
305,Max Klare,LAR,TE,11,13278
306,Brenen Thompson,LAC,WR,11,13380
307,Jalen Royals,KC,WR,11,12505
308,Joshua Palmer,BUF,WR,11,7670
309,Olamide Zaccheaus,ATL,WR,11,6271
310,Kendrick Bourne,ARI,WR,11,4454
311,Ja'Tavion Sanders,CAR,TE,11,11600
312,Eli Heidenreich,PIT,RB,11,13423
313,Chris Brazzell II,CAR,WR,11,13353
314,Treylon Burks,WAS,WR,11,8135
315,Michael Carter,TEN,RB,11,7607
316,Carson Beck,ARI,QB,11,13272
317,Jawhar Jordan,HOU,RB,11,11588
318,Justin Joly,DEN,TE,11,13400
319,Dont'e Thornton Jr.,LV,WR,11,12541
320,Raheim Sanders,CLE,RB,11,12472
321,Savion Williams,GB,WR,11,12482
322,Noah Fant,NO,TE,11,5857
323,Roman Wilson,PIT,WR,11,11630
324,Malik Benson,LV,WR,11,13329
325,KaVontae Turpin,DAL,WR,11,8917
326,Kalif Raymond,CHI,WR,11,3634
327,J.J. McCarthy,MIN,QB,11,11565
328,Colbie Young,CIN,WR,11,13477
329,Tommy Tremble,CAR,TE,11,7694
330,Roschon Johnson,CHI,RB,11,10235
331,Luke Musgrave,GB,TE,11,9481
332,John Metchie III,CAR,WR,11,8147
333,Kevin Coleman Jr.,MIA,WR,11,13338
334,CJ Daniels,LAR,WR,11,13270
335,J'Mari Taylor,JAC,RB,11,13348
336,Jaylin Lane,WAS,WR,11,12641
337,Jam Miller,NE,RB,11,13403
338,Demarcus Robinson,SF,WR,11,3286
339,Zavion Thomas,CHI,WR,11,13411
340,Austin Hooper,ATL,TE,11,3202
341,Jordan Whittington,LAR,WR,11,11623
342,Mitchell Evans,CAR,TE,11,12473
343,Phil Mafah,DAL,RB,11,12738
344,Ben Sinnott,WAS,TE,11,11596
345,Devontez Walker,BAL,WR,11,11629
346,Rasheen Ali,BAL,RB,11,11570
347,Daniel Bellinger,TEN,TE,11,8225
348,Nick Westbrook-Ikhine,IND,WR,11,7496
349,Barion Brown,NO,WR,11,13533
350,Kyle Juszczyk,SF,RB,11,
351,Greg Dortch,DET,WR,11,5970
352,Sione Vaki,DET,RB,11,11729
353,Mac Jones,SF,QB,11,7527
354,Tutu Atwell,MIA,WR,11,7562
355,John Bates,WAS,TE,11,7716
356,Elijah Higgins,ARI,TE,11,10231
357,Ashton Dulin,IND,WR,11,6427
358,Marlin Klein,HOU,TE,11,13307
359,Dameon Pierce,PHI,RB,11,8129
360,Austin Ekeler,FA,RB,11,4663
361,Terrell Jennings,FA,RB,11,12412
362,Ty Simpson,LAR,QB,11,13275
363,Josh Oliver,MIN,TE,12,5973
364,Will Kacmarek,MIA,TE,12,13434
365,Deion Burks,IND,WR,12,13333
366,Zavier Scott,MIN,RB,12,11299
367,Damien Martinez,GB,RB,12,12462
368,Robert Henry Jr.,WAS,RB,12,13418
369,Dyami Brown,WAS,WR,12,7587
370,Anthony Richardson Sr.,IND,QB,12,9229
371,Justin Fields,KC,QB,12,7591
372,Tanner Koziol,JAC,TE,12,13408
373,Jameis Winston,NYG,QB,12,2306
374,Jackson Hawes,BUF,TE,12,12658
375,Joe Milton III,DAL,QB,12,11557
376,Tai Felton,MIN,WR,12,12496
377,Odell Beckham Jr.,NYG,WR,12,2078
378,Tim Patrick,NYJ,WR,12,4351
379,Tyler Goodson,ATL,RB,12,8207
380,Tommy Myers,FA,TE,12,
381,Ronnie Rivers,LAR,RB,12,8195
382,Hunter Luepke,DAL,RB,12,
383,Khalil Herbert,SF,RB,12,7608
384,Dylan Laube,LV,RB,12,11574
385,Zach Ertz,FA,TE,12,1339
386,Jonnu Smith,FA,TE,12,4144
387,Antonio Gibson,FA,RB,12,6945
388,Xavier Restrepo,TEN,WR,12,12520
389,Matt Hibner,BAL,TE,12,13324
390,Mitch Tinsley,CIN,WR,12,11068
391,Adam Trautman,DEN,TE,12,6869
392,Xavier Smith,LAR,WR,12,11168
393,Van Jefferson,WAS,WR,12,6853
394,Sam Roush,CHI,TE,12,13322
395,Luke Schoonmaker,DAL,TE,12,10871
396,Foster Moreau,HOU,TE,12,5985
397,Jahdae Walker,CHI,WR,12,13079
398,Jeremy McNichols,WAS,RB,12,4219
399,Reggie Virgil,ARI,WR,12,13297
400,Drew Sample,CIN,TE,12,6001
401,Josh Cuevas,BAL,TE,12,13273
402,Jeremy Ruckert,NYJ,TE,12,8145
403,Nate Boerkircher,JAC,TE,12,13299
404,Jelani Woods,NYJ,TE,12,8219
405,Cade Stover,HOU,TE,12,11599
406,Durham Smythe,BAL,TE,12,5008
407,Isaiah Williams,FA,WR,12,11608
408,Cade Klubnik,NYJ,QB,12,13303
409,Lil'Jordan Humphrey,DEN,WR,12,5938
410,KeAndre Lambert-Smith,LAC,WR,12,12670
411,Jimmy Horn Jr.,CAR,WR,12,12523
412,Roman Hemby,LV,RB,12,13416
413,Tanner Hudson,CIN,TE,12,5409
414,Brock Wright,DET,TE,12,7891
415,Justin Watson,HOU,WR,12,5374
416,Frank Gore Jr.,BUF,RB,12,11573
417,Jacob Saylors,DET,RB,12,11237
418,Nate Adkins,DEN,TE,12,11433
419,Reggie Gilliam,NE,RB,12,7204
420,Alec Ingold,LAC,RB,12,
421,Brycen Tremayne,CAR,WR,12,11157
422,Jaret Patterson,LAC,RB,12,7537
423,Marquez Valdes-Scantling,DAL,WR,12,5086
424,DeAndre Hopkins,BAL,WR,12,1426
425,Josh Cameron,JAC,WR,12,13394
426,Jalen Brooks,ARI,WR,12,11034
427,Max Bredeson,MIN,RB,12,13516
428,Patrick Ricard,NYG,RB,12,
429,Adam Prentice,DEN,RB,12,
430,Lan Larison,NE,RB,12,12969
431,British Brooks,HOU,RB,12,12171
432,Chris Blair,ATL,WR,12,7521
433,Tyler Conklin,DET,TE,12,5133
434,Elijah Moore,PHI,WR,12,7596
435,Michael Trigg,DAL,TE,12,13401
436,Jack Endries,CIN,TE,12,13282
437,Nathan Carter,ATL,RB,12,12897
438,Josh Williams,TB,RB,12,12787
439,Moliki Matavao,NO,TE,12,12480
440,Mo Alie-Cox,IND,TE,12,4054
441,Michael Burton,CLE,RB,12,
442,Cedrick Wilson Jr.,FA,WR,12,5113
443,Jacob Cowing,SF,WR,12,11616
444,Khalil Dinkins,SF,TE,12,13432
445,David Sills V,TB,WR,12,6154
446,Riley Leonard,IND,QB,12,12470
447,Lew Nichols III,PIT,RB,12,9510
448,Kene Nwangwu,NYJ,RB,12,7720
449,Davis Allen,LAR,TE,12,10214
450,Noah Whittington,HOU,RB,12,13437
451,Myles Price,MIN,WR,12,13075
452,Ty Chandler,NO,RB,12,8230
453,Luke Farrell,SF,TE,12,7842
454,Velus Jones Jr.,SEA,WR,12,8223
455,Payne Durham,TB,TE,12,10227
456,Efton Chism III,NE,WR,12,12542
457,Theo Wease Jr.,MIA,WR,12,12860
458,Derius Davis,LAC,WR,12,10234
459,Joe Flacco,CIN,QB,12,19
460,Ben Sims,MIA,TE,12,11082
461,Josh Whyle,GB,TE,13,10212
462,Cash Jones,ATL,RB,13,13595
463,Travis Homer,PIT,RB,13,6012
464,Isaiah Hodgins,NYG,WR,13,6920
465,Tyler Lockett,LV,WR,13,2374
466,Blake Whiteheart,CLE,TE,13,11201
467,Jaydn Ott,KC,RB,13,13419
468,Tyrod Taylor,GB,QB,13,827
469,Brevyn Spann-Ford,DAL,TE,13,11593
470,Sincere McCormick,SF,RB,13,8220
471,Julian Hill,NE,TE,13,11371
472,Miles Davis,CAR,RB,13,14044
473,Jalen Reagor,MIA,WR,13,6798
474,Michael Woods II,DEN,WR,13,8202
475,Mecole Hardman Jr.,BUF,WR,13,5917
476,Mason Tipton,NO,WR,13,11895
477,Tyrell Shavers,BUF,WR,13,11377
478,Ahmani Marshall,CLE,RB,13,12797
479,Jared Wayne,HOU,WR,13,11056
480,Kaden Wetjen,PIT,WR,13,13491
481,Kevin Austin Jr.,NO,WR,13,8200
482,Tyler Badie,DEN,RB,13,8208
483,Isaiah Williams,NYJ,WR,13,11608
484,Kameron Johnson,TB,WR,13,11994
485,Michael Bandy,DEN,WR,13,8076
486,Casey Washington,CAR,WR,13,11806
487,Arian Smith,NYJ,WR,13,12539
488,Jonathan Mingo,DAL,WR,13,10225
489,Ben Skowronek,PIT,WR,13,7757
490,Jeshaun Jones,MIN,WR,13,11911
491,Anderson Castle,IND,RB,13,14041
492,Quentin Skinner,BUF,WR,13,12907
493,Skyy Moore,GB,WR,13,8168
494,Bo Melton,GB,WR,13,8204
495,Anthony Gould,IND,WR,13,11762
496,Malachi Corley,CLE,WR,13,11617
497,Jordan Watkins,SF,WR,13,12634
498,Darius Cooper,PHI,WR,13,13150
499,Eric Gray,NYG,RB,13,10223
500,Miles Kitselman,FA,TE,13,13431
501,Coleman Owen,IND,WR,13,12829
502,Cody White,SEA,WR,13,7039
503,Miles Sanders,FA,RB,13,6151
504,David Moore,CAR,WR,13,4274
505,Pierre Strong Jr.,GB,RB,13,8116
506,Jakobie Keeney-James,PIT,WR,13,12935
507,Maurice Alexander,CHI,WR,13,8921
508,Nikko Remigio,KC,WR,13,11320
509,Devin Duvernay,ARI,WR,13,6847
510,Alexander Mattison,FA,RB,13,5987
511,Dareke Young,LV,WR,13,8527
512,Gage Larvadain,CLE,WR,13,13101
513,Ulysses Bentley IV,IND,RB,13,12826
514,Myles Montgomery,FA,RB,13,13964
515,Elijah Tau-Tolliver,BAL,RB,13,13909
516,DeeJay Dallas,JAC,RB,13,6931
517,Drake Dabney,GB,TE,13,13210
518,Britain Covey,PHI,WR,13,8414
519,Ke'Shawn Williams,CIN,WR,13,12971
520,Dohnte Meyers,CIN,WR,13,13264
521,Jaheim Bell,PIT,TE,13,11605
522,Joe Royer,CLE,TE,13,13435
523,Seydou Traore,MIA,TE,13,13429
524,Kalel Mullings,TEN,RB,13,12516
525,Bauer Sharp,TB,TE,13,13308
526,Grant Calcaterra,PHI,TE,13,8177
527,Charlie Jones,CIN,WR,13,10228
528,Albert Okwuegbunam Jr.,LV,TE,13,6843
529,Mason Kinsey,TEN,WR,13,7436
530,Kenny McIntosh,FA,RB,13,10216
531,Charlie Woerner,ATL,TE,13,7075
532,Stone Smartt,PHI,TE,13,8583
533,Eric Saubert,SEA,TE,13,4189
534,JaMycal Hasty,NE,RB,13,6996
535,Tip Reiman,ARI,TE,13,11716
536,Craig Reynolds,WAS,RB,13,6659
537,Joel Wilson,TEN,TE,13,11113
538,Scotty Miller,CHI,WR,13,6290
539,Jared Wiley,KC,TE,13,11595
540,Drew Ogletree,IND,TE,13,8489
541,Donovan Edwards,MIA,RB,13,12515
542,Brevin Jordan,HOU,TE,13,7568
543,Carsen Ryan,CLE,TE,13,13580
544,Jake Briningstool,KC,TE,13,12817
545,Kylen Granson,TEN,TE,13,7602
546,Ty Pezza,BAL,TE,13,13705
547,Joshua Simon,ATL,TE,13,12883
548,Gavin Bartholomew,MIN,TE,13,12700
549,Ben Yurosek,MIN,TE,13,13121
550,Teagan Quitoriano,ARI,TE,13,8227
551,Ian Thomas,LV,TE,13,4995
552,Jack Stoll,CLE,TE,13,7946
553,Devin Culp,TB,TE,13,11820
554,Corey Kiner,ARI,RB,13,12491
555,JuJu Smith-Schuster,FA,WR,13,4040
556,Kendrick Law,DET,WR,13,13412
557,Marcus Mariota,WAS,QB,13,2307
558,Will Mallory,IND,TE,13,10220
559,Montorie Foster Jr.,SEA,WR,13,13199
560,Vinny Anthony II,ATL,WR,14,13343
561,Jack Velling,ATL,TE,14,13846
562,Michael Wortham,JAC,WR,14,13645
563,Michael Briscoe,MIN,WR,14,13890
564,Bryson Nesbit,MIN,TE,14,12941
565,Cole Turner,FA,TE,14,8214
566,Jake Bobo,SEA,WR,14,10867
567,Lucas Krull,DEN,TE,14,8249
568,Ameer Abdullah,JAC,RB,14,2359
569,Brayden Willis,SF,TE,14,10224
570,Tanner Conner,NYG,TE,14,8849
571,Johnny Mundt,PHI,TE,14,4314
572,Colson Yankoff,WAS,TE,14,11942
573,Tahj Washington,PHI,WR,14,11821
574,Tyler Johnson,DAL,WR,14,6960
575,Chris Manhertz,NYG,TE,14,3048
576,Ray-Ray McCloud III,CHI,WR,14,5096
577,Hunter Long,JAC,TE,14,7535
578,Ronnie Bell,NO,WR,14,10221
579,Jabari Small,DET,RB,14,12356
580,Brenden Bates,FA,TE,14,12374
581,Ricky White III,SEA,WR,14,12475
582,Quintin Morris,JAC,TE,14,7536
583,Hassan Haskins,NE,RB,14,8123
584,David Martin-Robinson,TEN,TE,14,12357
585,Quinn Ewers,MIA,QB,14,12500
586,Bub Means,NO,WR,14,11748
587,Hayden Rucci,SF,TE,14,12389
588,Gardner Minshew II,ARI,QB,14,6011
589,Tyson Bagent,CHI,QB,14,11256
590,Rivaldo Fairweather,ARI,TE,14,12851
591,Kendric Pryor,CIN,WR,14,8783
592,Ko Kieft,TB,TE,14,8484
593,CJ Dippre,NE,TE,14,12984
594,Jamal Haynes,CIN,RB,14,13946
595,Jack Westover,NE,TE,14,12045
596,Davis Mills,HOU,QB,14,7585
597,Cameron Latu,PHI,TE,14,10210
598,Princeton Fant,DAL,TE,14,11508
599,K.J. Osborn,TEN,WR,14,7066
600,Dean Connors,LAR,RB,14,13315
601,Dominic Lovett,DET,WR,14,12732
602,Spencer Rattler,NO,QB,14,11562
603,Trey Lance,LAC,QB,14,7610
604,Zach Horton,DET,TE,14,13110
605,Jalen Milroe,SEA,QB,14,12510
606,Tanner Arkin,NE,TE,14,13827
607,Lance Mason,PIT,TE,14,13357
608,Tyler Huntley,BAL,QB,14,7083
609,Terrace Marshall Jr.,MIA,WR,14,7565
610,Tyler Scott,LAR,WR,14,9490
611,Kenny Fletcher Jr.,TB,TE,14,13957
612,James Mitchell,CAR,TE,14,8170
613,Xavier Weaver,ARI,WR,14,11921
614,Dante Pettis,BUF,WR,14,4992
615,Lake McRee,PIT,TE,14,13292
616,Drew Allar,PIT,QB,14,13289
617,Shedrick Jackson,LV,WR,14,11257
618,John Michael Gyllenborg,KC,TE,14,13342
619,Taysom Hill,FA,TE,14,4381
