year,position,rank,weighted_hist_avg,final_ktc_at_rank,blended_lookup_value,competitor_curve_value
2025,RB,12,4846.19,4944,4904.88,4904.88
2025,RB,13,4797.85,4845,4826.14,4826.14
2025,RB,14,4660.16,4799,4743.46,4743.46
2025,RB,15,4485.81,4250,4344.32,4344.32
2025,RB,16,4364.09,3713,3973.43,3973.43
2025,RB,17,4232.33,3557,3827.13,3827.13
2025,RB,18,4072.92,3448,3697.97,3697.97
2025,RB,19,3904.67,3390,3595.87,3595.87
2025,RB,20,3856.71,3365,3561.69,3561.69
2025,RB,21,3826.43,3270,3492.57,3492.57
2025,RB,22,3636.44,3220,3386.58,3386.58
2025,RB,23,3512.7,3188,3317.88,3317.88
2025,RB,24,3426.05,3154,3262.82,3259.37
2025,RB,25,3376.41,3154,3242.96,3229.28
2025,RB,26,3382.21,3102,3214.08,3183.74
2025,RB,27,3319.51,3022,3141.0,3088.76
2025,RB,28,3260.84,2988,3097.14,3017.48
2025,RB,29,3157.71,2974,3047.48,2936.04
2025,RB,30,3118.38,2891,2981.95,2835.73
2025,RB,31,3081.39,2804,2914.96,2731.39
2025,RB,32,3046.29,2764,2876.92,2651.76
2025,RB,33,3017.35,2738,2849.74,2579.77
2025,RB,34,2951.92,2677,2786.97,2474.46
2025,RB,35,2959.67,2567,2724.07,2369.03
2025,RB,36,2874.8,2487,2642.12,2248.14
2025,RB,37,2819.66,2481,2616.46,2175.38
2025,RB,38,2769.88,2458,2582.75,2096.2
2025,RB,39,2724.58,2455,2562.83,2028.5
2025,RB,40,2650.3,2444,2526.52,1948.88
2025,RB,41,2634.14,2385,2484.66,1866.66
2025,RB,42,2602.63,2267,2401.25,1756.76
2025,RB,43,2477.94,2239,2334.58,1662.4
2025,RB,44,2433.66,2212,2300.66,1593.4
2025,RB,45,2387.91,2195,2272.16,1530.02
2025,RB,46,2338.53,2174,2239.81,1466.19
2025,RB,47,2302.55,2090,2175.02,1384.77
2025,RB,48,2217.71,2075,2132.09,1319.76
2025,RB,49,2208.25,2050,2113.3,1271.17
2025,RB,50,2109.89,2007,2048.16,1198.7
2025,RB,51,2099.02,1979,2027.01,1153.15
2025,RB,52,2053.65,1943,1987.26,1099.76
2025,RB,53,1994.65,1883,1927.66,1038.83
2025,RB,54,1933.21,1705,1796.28,946.16
2025,RB,55,1892.82,1599,1716.53,882.78
2025,RB,56,1828.83,1596,1689.13,846.44
2025,RB,57,1794.01,1563,1655.41,808.98
2025,RB,58,1741.99,1530,1614.79,770.38
2025,RB,59,1724.19,1524,1604.08,745.93
2025,RB,60,1706.66,1383,1512.46,690.42
2025,RB,61,1696.57,1358,1493.43,665.82
2025,RB,62,1688.22,1319,1466.69,639.47
2025,RB,63,1660.7,1288,1437.08,613.35
2025,RB,64,1633.57,1221,1386.03,581.01
2025,RB,65,1622.03,1141,1333.41,549.8
2025,RB,66,1533.66,1101,1274.06,518.01
2025,RB,67,1524.61,1077,1256.05,501.0
2025,RB,68,1520.16,1059,1243.46,486.45
2025,RB,69,1506.64,1021,1215.26,467.88
2025,RB,70,1494.26,1011,1204.3,455.2
2025,RB,71,1440.96,1006,1179.98,439.32
2025,RB,72,1432.1,993,1168.64,427.73
2025,RB,73,1396.65,933,1118.46,406.36
2025,RB,74,1400.44,933,1118.46,398.96
2025,RB,75,1348.14,923,1093.06,385.5
2025,RB,76,1327.44,892,1066.18,372.31
2025,RB,77,1277.31,864,1029.33,357.39
2025,RB,78,1233.12,841,997.85,344.41
2025,RB,79,1227.64,799,970.46,332.96
2025,RB,80,1189.26,785,946.7,322.82
2025,RB,81,1196.33,754,930.93,314.83
2025,RB,82,1166.19,749,915.88,307.34
2025,RB,83,1135.71,695,871.28,294.26
2025,RB,84,1110.74,691,858.9,288.07
2025,RB,85,1107.85,624,817.54,276.64
2025,RB,86,1067.34,569,768.34,264.3
2025,RB,87,1057.95,552,754.38,258.88
2025,RB,88,1034.97,524,728.39,251.57
2025,RB,89,1037.39,457,689.16,242.32
2025,RB,90,1031.8,,689.16,240.04
2025,RB,91,998.11,,689.16,237.84
2025,RB,92,861.67,,689.16,235.72
2025,RB,93,846.63,,689.16,233.66
2025,RB,94,846.63,,689.16,231.68
2025,RB,95,845.52,,689.16,229.76
2025,RB,96,766.1,,689.16,227.9
2025,RB,97,759.58,,689.16,226.1
2025,RB,98,694.61,,689.16,224.37
2025,RB,99,708.93,,689.16,222.68
2025,RB,100,685.52,,685.52,220.58
2025,RB,101,667.56,,667.56,216.7
2025,RB,102,667.56,,667.56,215.23
2025,RB,103,658.61,,658.61,212.71
2025,RB,104,658.61,,658.61,211.35
2025,RB,105,656.25,,656.25,209.76
2025,RB,106,639.12,,639.12,206.52
2025,RB,107,618.4,,618.4,202.99
2025,RB,108,620.75,,618.4,201.88
2025,RB,109,618.4,,618.4,200.81
2025,RB,110,611.1,,611.1,199.0
2025,RB,111,611.1,,611.1,198.01
2025,RB,112,571.7,,571.7,193.03
2025,RB,113,566.29,,566.29,191.63
2025,RB,114,545.8,,545.8,188.8
2025,RB,115,556.4,,545.8,188.04
2025,RB,116,556.4,,545.8,187.3
2025,RB,117,545.8,,545.8,186.59
2025,RB,118,511.21,,511.21,182.75
2025,RB,119,511.21,,511.21,182.14
2025,RB,120,496.38,,496.38,180.24
2025,RB,121,488.2,,488.2,178.98
2025,RB,122,445.33,,445.33,174.84
2025,RB,123,445.33,,445.33,174.38
2025,RB,124,445.33,,445.33,173.94
2025,RB,125,435.96,,435.96,172.77
2025,RB,126,435.96,,435.96,172.36
2025,RB,127,399.77,,399.77,169.19
2025,RB,128,399.77,,399.77,168.85
2025,RB,129,399.77,,399.77,168.52
2025,RB,130,380.66,,380.66,166.81
2025,RB,131,357.72,,357.72,164.88
2025,RB,132,373.26,,357.72,164.63
2025,RB,133,168.89,,168.89,151.31
2025,RB,134,168.89,,168.89,151.29
2025,RB,135,168.89,,168.89,151.26
2025,RB,136,168.89,,168.89,151.24
2025,RB,137,168.89,,168.89,151.22
2025,RB,138,168.89,,168.89,151.2
2025,RB,139,168.89,,168.89,151.18
2025,RB,140,168.89,,168.89,151.17
2025,WR,1,9175.48,9999,9669.59,9669.59
2025,WR,2,8515.07,9072,8849.23,8849.23
2025,WR,3,7599.24,8671,8242.3,8242.3
2025,WR,4,7301.82,8291,7895.33,7895.33
2025,WR,5,6951.6,7673,7384.44,7384.44
2025,WR,6,6622.27,7362,7066.11,7066.11
2025,WR,7,6466.54,7186,6898.22,6898.22
2025,WR,8,6315.59,6784,6596.64,6596.64
2025,WR,9,6102.64,6652,6432.26,6432.26
2025,WR,10,6006.82,6397,6240.93,6240.93
2025,WR,11,5692.12,6391,6111.45,6111.45
2025,WR,12,5554.71,6278,5988.69,5988.69
2025,WR,13,5374.14,5791,5624.26,5624.26
2025,WR,14,5355.34,5761,5598.74,5598.74
2025,WR,15,5321.09,5459,5403.84,5403.84
2025,WR,16,5169.23,5078,5114.49,5114.49
2025,WR,17,5081.61,5069,5074.04,5074.04
2025,WR,18,4932.38,4988,4965.75,4965.75
2025,WR,19,4755.51,4971,4884.81,4884.81
2025,WR,20,4773.67,4694,4725.87,4725.87
2025,WR,21,4665.51,4605,4629.2,4629.2
2025,WR,22,4668.62,4574,4611.85,4611.85
2025,WR,23,4567.26,4543,4552.7,4552.7
2025,WR,24,4517.4,4520,4518.96,4518.96
2025,WR,25,4486.62,4517,4504.85,4504.85
2025,WR,26,4413.56,4486,4457.03,4457.03
2025,WR,27,4327.24,4384,4361.3,4361.3
2025,WR,28,4300.25,4254,4272.5,4272.5
2025,WR,29,4233.78,4116,4163.11,4163.11
2025,WR,30,4087.89,4112,4102.35,4102.35
2025,WR,31,4040.53,3772,3879.41,3879.41
2025,WR,32,4008.17,3735,3844.27,3844.27
2025,WR,33,3918.01,3684,3777.6,3777.6
2025,WR,34,3878.54,3618,3722.22,3722.22
2025,WR,35,3757.31,3493,3598.72,3598.72
2025,WR,36,3748.47,3447,3567.59,3567.59
2025,WR,37,3611.73,3384,3475.09,3475.09
2025,WR,38,3519.93,3360,3423.97,3423.97
2025,WR,39,3406.5,3294,3339.0,3339.0
2025,WR,40,3389.53,3273,3319.61,3319.61
2025,WR,41,3347.69,3195,3256.07,3252.63
2025,WR,42,3303.45,3152,3212.58,3199.03
2025,WR,43,3250.69,3108,3165.08,3135.22
2025,WR,44,3209.58,2979,3071.23,3020.21
2025,WR,45,3209.59,2964,3062.24,2983.53
2025,WR,46,3142.54,2963,3034.82,2923.86
2025,WR,47,3031.59,2948,2981.44,2835.24
2025,WR,48,3030.76,2856,2925.9,2741.61
2025,WR,49,2971.73,2794,2865.09,2640.91
2025,WR,50,2897.12,2789,2832.25,2564.02
2025,WR,51,2869.47,2704,2770.19,2459.67
2025,WR,52,2797.27,2683,2728.71,2373.02
2025,WR,53,2771.42,2683,2718.37,2312.33
2025,WR,54,2734.7,2680,2701.88,2245.52
2025,WR,55,2708.95,2552,2614.78,2121.82
2025,WR,56,2627.83,2550,2581.13,2042.75
2025,WR,57,2588.31,2421,2487.92,1919.67
2025,WR,58,2546.85,2388,2451.54,1842.31
2025,WR,59,2532.56,2286,2384.62,1744.89
2025,WR,60,2481.97,2279,2360.19,1680.13
2025,WR,61,2435.29,2276,2339.72,1619.61
2025,WR,62,2445.51,2198,2297.0,1546.17
2025,WR,63,2389.67,2120,2227.87,1458.67
2025,WR,64,2389.32,2077,2201.93,1401.17
2025,WR,65,2323.89,2072,2172.75,1343.76
2025,WR,66,2325.66,2043,2156.06,1295.59
2025,WR,67,2297.03,1968,2099.61,1227.13
2025,WR,68,2258.65,1947,2071.66,1177.01
2025,WR,69,2224.62,1889,2023.25,1118.36
2025,WR,70,2178.43,1877,1997.57,1073.79
2025,WR,71,2115.72,1863,1964.09,1027.31
2025,WR,72,2039.24,1842,1920.9,978.38
2025,WR,73,1955.66,1826,1877.86,931.84
2025,WR,74,1948.8,1804,1861.92,899.38
2025,WR,75,1913.59,1769,1826.84,860.19
2025,WR,76,1881.89,1734,1793.16,823.42
2025,WR,77,1876.39,1698,1769.36,792.32
2025,WR,78,1855.62,1685,1753.25,765.58
2025,WR,79,1811.71,1671,1727.29,736.35
2025,WR,80,1761.16,1668,1705.26,709.9
2025,WR,81,1721.69,1598,1647.47,672.17
2025,WR,82,1684.29,1589,1627.12,649.03
2025,WR,83,1672.76,1582,1618.3,630.71
2025,WR,84,1651.22,1561,1597.09,609.23
2025,WR,85,1668.52,1521,1580.01,590.0
2025,WR,86,1613.43,1516,1554.97,569.26
2025,WR,87,1580.99,1421,1485.0,536.46
2025,WR,88,1570.48,1413,1475.99,522.47
2025,WR,89,1550.5,1412,1467.4,509.18
2025,WR,90,1496.09,1389,1431.84,489.31
2025,WR,91,1503.32,1344,1407.73,473.32
2025,WR,92,1464.38,1311,1372.35,455.25
2025,WR,93,1479.16,1294,1368.06,445.57
2025,WR,94,1448.67,1252,1330.67,428.46
2025,WR,95,1429.37,1242,1316.95,417.58
2025,WR,96,1392.26,1238,1299.71,406.38
2025,WR,97,1396.04,1234,1298.82,399.2
2025,WR,98,1375.19,1221,1282.68,389.07
2025,WR,99,1369.95,1159,1243.38,374.62
2025,WR,100,1335.87,1155,1227.35,365.47
2025,WR,101,1251.41,1128,1177.36,350.09
2025,WR,102,1244.14,1108,1162.45,342.08
2025,WR,103,1220.66,1069,1129.66,331.08
2025,WR,104,1210.84,1065,1123.34,325.34
2025,WR,105,1186.3,1056,1108.12,318.26
2025,WR,106,1162.53,1024,1079.41,309.15
2025,WR,107,1147.41,1017,1069.17,303.51
2025,WR,108,1139.51,997,1054.0,297.29
2025,WR,109,1147.49,995,1054.0,293.72
2025,WR,110,1118.0,990,1041.2,288.29
2025,WR,111,1133.74,978,1040.3,284.87
2025,WR,112,1104.42,975,1026.77,279.7
2025,WR,113,1065.5,951,996.8,272.35
2025,WR,114,1067.85,950,996.8,269.53
2025,WR,115,1061.13,949,993.85,266.39
2025,WR,116,1004.77,932,961.11,259.35
2025,WR,117,975.85,928,947.14,255.06
2025,WR,118,938.63,907,919.65,249.18
2025,WR,119,965.89,879,913.76,246.26
2025,WR,120,951.07,865,899.43,242.4
2025,WR,121,945.41,858,892.97,239.62
2025,WR,122,914.44,856,879.38,236.1
2025,WR,123,914.44,851,876.38,233.93
2025,WR,124,896.07,847,866.63,231.07
2025,WR,125,873.47,846,856.99,228.31
2025,WR,126,874.11,834,850.04,225.94
2025,WR,127,855.54,823,836.02,222.9
2025,WR,128,858.01,813,831.0,220.91
2025,WR,129,851.8,809,826.12,218.98
2025,WR,130,849.45,805,822.78,217.28
2025,WR,131,851.8,802,821.92,215.87
2025,WR,132,834.06,784,804.03,212.86
2025,WR,133,808.28,758,778.11,209.2
2025,WR,134,799.87,730,757.95,206.2
2025,WR,135,794.17,606,681.27,198.18
2025,WR,136,779.82,605,674.93,196.7
2025,WR,137,753.88,588,654.35,194.03
2025,WR,138,757.98,549,632.59,191.35
2025,WR,139,753.27,458,576.11,185.84
2025,WR,140,744.09,418,548.43,182.9
2025,WR,141,687.68,403,516.87,179.74
2025,WR,142,692.86,393,512.94,178.9
2025,WR,143,616.19,,512.94,178.38
2025,WR,144,621.89,,512.94,177.88
2025,WR,145,613.53,,512.94,177.39
2025,WR,146,613.53,,512.94,176.92
2025,WR,147,572.18,,512.94,176.45
2025,WR,148,558.03,,512.94,176.0
2025,WR,149,553.56,,512.94,175.56
2025,WR,150,547.44,,512.94,175.13
2025,WR,151,534.73,,512.94,174.71
2025,WR,152,515.79,,512.94,174.3
2025,WR,153,519.78,,512.94,173.9
2025,WR,154,519.78,,512.94,173.51
2025,WR,155,519.78,,512.94,173.13
2025,WR,156,515.79,,512.94,172.75
2025,WR,157,510.14,,510.14,172.22
2025,WR,158,479.99,,479.99,170.03
2025,WR,159,462.01,,462.01,168.64
2025,WR,160,462.01,,462.01,168.35
2025,WR,161,446.94,,446.94,167.2
2025,WR,162,504.05,,446.94,166.93
2025,WR,163,504.05,,446.94,166.67
2025,WR,164,504.05,,446.94,166.42
2025,WR,165,481.83,,446.94,166.17
2025,WR,166,485.08,,446.94,165.93
2025,WR,167,560.68,,446.94,165.69
2025,WR,168,551.95,,446.94,165.46
2025,WR,169,543.88,,446.94,165.24
2025,WR,170,524.23,,446.94,165.01
2025,WR,171,526.92,,446.94,164.8
2025,WR,172,524.23,,446.94,164.58
2025,WR,173,524.23,,446.94,164.38
2025,WR,174,517.16,,446.94,164.17
2025,WR,175,523.22,,446.94,163.97
2025,WR,176,523.22,,446.94,163.78
2025,WR,177,515.48,,446.94,163.59
2025,WR,178,425.06,,425.06,162.41
2025,WR,179,396.13,,396.13,160.95
2025,WR,180,396.13,,396.13,160.81
2025,WR,181,372.58,,372.58,159.64
2025,WR,182,371.57,,371.57,159.47
2025,WR,183,346.68,,346.68,158.29
2025,WR,184,309.3,,309.3,156.63
2025,WR,185,309.3,,309.3,156.54
2025,WR,186,315.18,,309.3,156.45
2025,TE,1,7515.35,9094,8462.54,8462.54
2025,TE,2,6417.71,7315,6956.08,6956.08
2025,TE,3,5645.38,5734,5698.55,5698.55
2025,TE,4,5421.9,5490,5462.76,5462.76
2025,TE,5,4900.14,5134,5040.46,5040.46
2025,TE,6,4638.25,5043,4881.1,4881.1
2025,TE,7,4044.1,4196,4135.24,4135.24
2025,TE,8,3896.22,3998,3957.29,3957.29
2025,TE,9,3653.65,3621,3634.06,3634.06
2025,TE,10,3537.31,3547,3543.12,3543.12
2025,TE,11,3365.38,3534,3466.55,3466.55
2025,TE,12,3227.91,3531,3409.76,3409.76
2025,TE,13,3073.64,3504,3331.86,3331.86
2025,TE,14,2945.38,3398,3216.95,3213.55
2025,TE,15,2900.02,3386,3191.61,3178.15
2025,TE,16,2881.31,3379,3179.92,3149.92
2025,TE,17,2761.34,3309,3089.93,3038.58
2025,TE,18,2699.06,3232,3018.82,2941.29
2025,TE,19,2623.48,3223,2983.19,2874.22
2025,TE,20,2415.41,3031,2784.76,2648.72
2025,TE,21,2316.83,2922,2679.93,2511.97
2025,TE,22,2258.69,2843,2609.28,2406.22
2025,TE,23,2180.21,2816,2561.68,2320.51
2025,TE,24,2133.41,2701,2473.96,2198.55
2025,TE,25,2028.62,2686,2423.05,2109.53
2025,TE,26,1982.0,2630,2370.8,2019.71
2025,TE,27,1949.78,2630,2357.91,1963.07
2025,TE,28,1891.72,2493,2252.49,1831.99
2025,TE,29,1809.99,2439,2187.4,1736.21
2025,TE,30,1770.84,2383,2138.14,1654.9
2025,TE,31,1717.88,2282,2056.35,1551.73
2025,TE,32,1688.8,2228,2012.32,1479.17
2025,TE,33,1663.74,2221,1998.1,1429.45
2025,TE,34,1585.13,2210,1960.05,1364.8
2025,TE,35,1597.88,2208,1960.05,1327.06
2025,TE,36,1536.89,2153,1906.56,1256.3
2025,TE,37,1526.55,2143,1896.42,1214.89
2025,TE,38,1479.7,2130,1869.88,1165.01
2025,TE,39,1451.55,2091,1835.22,1112.37
2025,TE,40,1400.63,1996,1757.85,1038.32
2025,TE,41,1379.09,1922,1704.83,980.97
2025,TE,42,1285.54,1915,1663.22,932.25
2025,TE,43,1243.86,1800,1577.54,863.77
2025,TE,44,1205.72,1667,1482.49,794.41
2025,TE,45,1203.04,1666,1480.82,772.52
2025,TE,46,1195.5,1634,1458.6,742.13
2025,TE,47,1174.02,1623,1443.41,716.18
2025,TE,48,1151.17,1610,1426.47,690.62
2025,TE,49,1140.43,1567,1396.37,660.81
2025,TE,50,1115.26,1480,1334.1,619.68
2025,TE,51,1095.38,1450,1308.15,594.68
2025,TE,52,1077.31,1428,1287.72,572.95
2025,TE,53,1013.55,1409,1250.82,546.3
2025,TE,54,928.81,1409,1216.92,522.04
2025,TE,55,999.54,1402,1216.92,510.45
2025,TE,56,988.1,1369,1216.64,499.21
2025,TE,57,966.36,1321,1179.15,476.6
2025,TE,58,946.3,1238,1121.32,448.87
2025,TE,59,946.3,1156,1072.12,425.17
2025,TE,60,918.11,1151,1057.84,412.8
2025,TE,61,864.43,1123,1019.57,394.26
2025,TE,62,863.25,1092,1000.5,381.88
2025,TE,63,853.27,1060,977.31,368.99
2025,TE,64,837.95,944,901.58,343.21
2025,TE,65,799.52,942,885.01,333.55
2025,TE,66,799.52,727,756.01,297.05
2025,TE,67,799.52,687,732.01,287.27
2025,TE,68,794.98,634,698.39,275.75
2025,TE,69,755.29,563,639.92,259.25
2025,TE,70,755.29,448,570.92,241.3
2025,TE,71,738.99,443,561.4,236.83
2025,TE,72,738.99,,561.4,234.51
2025,TE,73,738.99,,561.4,232.28
2025,TE,74,591.98,,561.4,230.12
2025,TE,75,666.66,,561.4,228.05
2025,TE,76,666.66,,561.4,226.04
2025,TE,77,571.21,,561.4,224.11
2025,TE,78,571.21,,561.4,222.25
2025,TE,79,571.21,,561.4,220.44
2025,TE,80,571.21,,561.4,218.71
2025,TE,81,571.21,,561.4,217.03
2025,TE,82,571.21,,561.4,215.4
2025,TE,83,486.86,,486.86,202.27
2025,TE,84,486.86,,486.86,201.03
