year,position,rank,weighted_hist_avg,final_ktc_at_rank,blended_lookup_value,competitor_curve_value
2024,QB,7,7072.13,7517,7339.05,7339.05
2024,QB,8,6791.18,7370,7138.47,7138.47
2024,QB,9,6490.94,7220,6928.38,6928.38
2024,QB,10,6216.71,6875,6611.68,6611.68
2024,QB,11,6036.39,6852,6525.76,6525.76
2024,QB,12,5723.41,6485,6180.37,6180.37
2024,QB,13,5424.33,5963,5747.53,5747.53
2024,QB,14,5226.9,5541,5415.36,5415.36
2024,QB,15,5131.3,5387,5284.72,5284.72
2024,QB,16,5074.13,5303,5211.45,5211.45
2024,QB,17,4851.14,4904,4882.85,4882.85
2024,QB,18,4752.85,4836,4802.74,4802.74
2024,QB,19,4524.58,4478,4496.63,4496.63
2024,QB,20,4306.18,4382,4351.67,4351.67
2024,QB,21,4058.83,3952,3994.73,3994.73
2024,QB,22,3936.73,3831,3873.29,3873.29
2024,QB,23,3841.59,3784,3807.03,3807.03
2024,QB,24,3467.56,3403,3428.82,3428.82
2024,QB,25,3361.35,3274,3308.94,3305.43
2024,QB,26,3221.34,3099,3147.94,3134.67
2024,QB,27,3097.14,3055,3071.86,3042.93
2024,QB,28,2908.75,2688,2776.3,2730.42
2024,QB,29,2670.75,2672,2671.5,2603.35
2024,QB,30,2565.12,2534,2546.45,2454.28
2024,QB,31,2478.16,2424,2445.66,2327.13
2024,QB,32,2328.58,2317,2321.63,2177.46
2024,QB,33,2121.08,2300,2228.43,2056.82
2024,QB,34,2075.24,2212,2157.3,1956.57
2024,QB,35,1858.45,2069,1984.78,1767.34
2024,QB,36,1766.47,2048,1935.39,1689.13
2024,QB,37,1674.66,1853,1781.66,1523.71
2024,QB,38,1556.53,1573,1566.41,1313.11
2024,QB,39,1532.56,1553,1544.82,1265.86
2024,QB,40,1418.33,1438,1430.13,1146.64
2024,QB,41,1372.14,1278,1315.66,1032.33
2024,QB,42,1218.8,1219,1218.92,935.97
2024,QB,43,1193.47,1201,1197.99,897.97
2024,QB,44,1121.75,1079,1096.1,804.99
2024,QB,45,1092.32,1056,1070.53,767.8
2024,QB,46,1030.44,963,989.98,696.23
2024,QB,47,1001.37,958,975.35,669.81
2024,QB,48,975.32,941,954.73,640.69
2024,QB,49,947.94,934,939.58,615.98
2024,QB,50,946.28,869,899.91,578.25
2024,QB,51,813.13,838,828.05,524.61
2024,QB,52,785.76,831,812.9,504.28
2024,QB,53,752.81,827,797.32,484.63
2024,QB,54,682.02,825,767.81,458.9
2024,QB,55,708.72,807,767.69,448.72
2024,QB,56,670.09,744,714.44,414.03
2024,QB,57,686.52,634,655.01,378.51
2024,QB,58,725.22,578,636.89,363.13
2024,QB,59,694.37,558,612.55,345.9
2024,QB,60,563.76,532,544.7,311.76
2024,QB,61,596.24,525,544.7,306.56
2024,QB,62,660.47,346,471.79,273.55
2024,QB,63,514.12,329,403.05,244.07
2024,QB,64,658.14,216,392.86,237.43
2024,QB,65,658.14,213,391.06,234.06
2024,QB,66,554.44,192,336.97,213.17
2024,QB,67,555.43,,336.97,211.21
2024,QB,68,554.44,,336.97,209.34
2024,QB,69,554.44,,336.97,207.53
2024,QB,70,554.44,,336.97,205.79
2024,QB,71,592.35,,336.97,204.13
2024,QB,72,930.61,,336.97,202.52
2024,QB,73,930.61,,336.97,200.98
2024,QB,74,930.61,,336.97,199.49
2024,QB,75,461.58,,336.97,198.07
2024,QB,76,930.61,,336.97,196.69
2024,QB,77,930.61,,336.97,195.37
2024,QB,78,930.61,,336.97,194.1
2024,QB,79,930.61,,336.97,192.87
2024,QB,80,365.53,,336.97,191.69
2024,QB,81,365.53,,336.97,190.56
2024,QB,82,365.53,,336.97,189.46
2024,RB,1,8818.78,8695,8744.51,8744.51
2024,RB,2,7757.84,8273,8066.93,8066.93
2024,RB,3,7044.18,7319,7209.07,7209.07
2024,RB,4,6690.97,7268,7037.19,7037.19
2024,RB,5,6298.42,6050,6149.37,6149.37
2024,RB,6,6126.85,5905,5993.74,5993.74
2024,RB,7,5784.75,5470,5595.9,5595.9
2024,RB,8,5592.4,5152,5328.16,5328.16
2024,RB,9,5486.13,5142,5279.65,5279.65
2024,RB,10,5449.44,5112,5246.98,5246.98
2024,RB,11,5345.82,4963,5116.13,5116.13
2024,RB,12,5085.49,4694,4850.6,4850.6
2024,RB,13,5034.76,4694,4830.3,4830.3
2024,RB,14,4890.27,4407,4600.31,4600.31
2024,RB,15,4707.31,4070,4324.93,4324.93
2024,RB,16,4579.58,3719,4063.23,4063.23
2024,RB,17,4441.31,3653,3968.33,3968.33
2024,RB,18,4274.04,3406,3753.21,3753.21
2024,RB,19,4097.47,3377,3665.19,3665.19
2024,RB,20,4047.15,3343,3624.66,3624.66
2024,RB,21,4015.38,3341,3610.75,3610.75
2024,RB,22,3816.0,3337,3528.6,3528.6
2024,RB,23,3686.15,3309,3459.86,3459.86
2024,RB,24,3595.22,3284,3408.49,3404.87
2024,RB,25,3543.13,3244,3363.65,3349.43
2024,RB,26,3549.22,3236,3361.29,3329.49
2024,RB,27,3483.42,3218,3324.17,3268.72
2024,RB,28,3421.85,3216,3298.34,3213.25
2024,RB,29,3313.63,3161,3222.05,3103.9
2024,RB,30,3272.36,3117,3179.14,3022.74
2024,RB,31,3233.55,3095,3150.42,2951.22
2024,RB,32,3196.71,3093,3134.49,2888.06
2024,RB,33,3166.34,3086,3118.14,2821.32
2024,RB,34,3097.68,2997,3037.27,2695.1
2024,RB,35,3105.82,2917,2992.53,2600.45
2024,RB,36,3016.76,2839,2910.1,2473.75
2024,RB,37,2958.89,2814,2871.96,2385.18
2024,RB,38,2906.66,2681,2771.26,2247.01
2024,RB,39,2859.12,2675,2748.65,2173.17
2024,RB,40,2781.17,2591,2667.07,2055.27
2024,RB,41,2764.21,2579,2653.09,1990.5
2024,RB,42,2731.14,2576,2638.06,1925.77
2024,RB,43,2600.3,2561,2576.72,1830.04
2024,RB,44,2553.83,2551,2552.13,1762.17
2024,RB,45,2505.82,2536,2523.93,1693.74
2024,RB,46,2454.0,2460,2457.6,1603.35
2024,RB,47,2416.25,2391,2401.1,1522.62
2024,RB,48,2327.22,2380,2358.89,1453.61
2024,RB,49,2317.29,2362,2344.12,1402.98
2024,RB,50,2214.07,2320,2277.63,1325.49
2024,RB,51,2202.66,2312,2268.27,1282.09
2024,RB,52,2155.06,2262,2219.22,1219.67
2024,RB,53,2093.15,2217,2167.46,1158.73
2024,RB,54,2028.67,2166,2111.07,1098.39
2024,RB,55,1986.28,2074,2038.91,1033.59
2024,RB,56,1919.13,2005,1970.65,973.83
2024,RB,57,1882.6,2003,1954.84,940.06
2024,RB,58,1828.0,1999,1930.6,904.14
2024,RB,59,1809.33,1994,1920.13,875.46
2024,RB,60,1790.93,1821,1808.97,808.03
2024,RB,61,1780.35,1786,1783.74,777.29
2024,RB,62,1771.58,1530,1626.63,698.93
2024,RB,63,1742.7,1503,1598.88,671.6
2024,RB,64,1714.24,1490,1579.69,648.54
2024,RB,65,1702.13,1457,1555.05,624.68
2024,RB,66,1609.39,1456,1517.35,597.66
2024,RB,67,1599.9,1445,1506.96,580.63
2024,RB,68,1595.22,1417,1488.29,561.78
2024,RB,69,1581.04,1393,1468.22,543.37
2024,RB,70,1568.04,1340,1431.22,520.89
2024,RB,71,1512.11,1289,1378.24,495.01
2024,RB,72,1502.82,1264,1359.53,479.77
2024,RB,73,1465.61,1229,1323.64,460.67
2024,RB,74,1469.59,1189,1301.24,445.95
2024,RB,75,1414.71,1114,1234.28,420.77
2024,RB,76,1392.99,1110,1223.2,410.41
2024,RB,77,1340.38,1092,1191.35,395.6
2024,RB,78,1294.01,1076,1163.2,382.33
2024,RB,79,1288.26,1052,1146.51,372.21
2024,RB,80,1247.98,1038,1121.99,360.84
2024,RB,81,1255.4,995,1099.16,350.34
2024,RB,82,1223.78,983,1079.31,340.91
2024,RB,83,1191.79,973,1060.52,332.1
2024,RB,84,1165.59,917,1016.43,318.75
2024,RB,85,1162.55,912,1012.22,313.57
2024,RB,86,1120.05,894,984.42,304.24
2024,RB,87,1110.19,853,955.88,295.17
2024,RB,88,1086.07,752,885.63,279.18
2024,RB,89,1088.62,732,874.65,274.08
2024,RB,90,1082.74,724,867.5,269.83
2024,RB,91,1047.4,680,826.96,260.29
2024,RB,92,904.22,672,764.89,247.76
2024,RB,93,888.44,659,750.77,243.22
2024,RB,94,888.44,652,746.57,240.37
2024,RB,95,887.27,651,745.51,238.09
2024,RB,96,803.93,642,706.77,230.45
2024,RB,97,797.09,640,702.84,228.04
2024,RB,98,728.91,627,667.76,221.42
2024,RB,99,743.94,604,659.98,218.75
2024,RB,100,719.37,604,650.15,215.91
2024,RB,101,700.52,583,630.01,211.86
2024,RB,102,700.52,565,619.21,209.14
2024,RB,103,691.13,552,607.65,206.42
2024,RB,104,691.13,546,604.05,204.77
2024,RB,105,688.66,506,579.06,200.65
2024,RB,106,670.68,495,565.27,197.98
2024,RB,107,648.93,493,555.37,195.86
2024,RB,108,651.41,461,537.16,192.89
2024,RB,109,648.93,453,531.37,191.37
2024,RB,110,641.27,452,527.71,190.14
2024,RB,111,641.27,434,516.91,188.2
2024,RB,112,599.93,316,429.57,178.52
2024,RB,113,594.25,311,424.3,177.43
2024,RB,114,572.75,236,370.7,171.64
2024,RB,115,583.87,199,352.95,169.51
2024,RB,116,583.87,,352.95,169.13
2024,RB,117,572.75,,352.95,168.76
2024,RB,118,536.46,,352.95,168.4
2024,RB,119,536.46,,352.95,168.06
2024,RB,120,520.89,,352.95,167.72
2024,RB,121,512.3,,352.95,167.39
2024,RB,122,467.32,,352.95,167.07
2024,RB,123,467.32,,352.95,166.76
2024,RB,124,467.32,,352.95,166.45
2024,RB,125,457.49,,352.95,166.16
2024,RB,126,457.49,,352.95,165.87
2024,RB,127,419.51,,352.95,165.59
2024,RB,128,419.51,,352.95,165.32
2024,RB,129,419.51,,352.95,165.05
2024,RB,130,399.45,,352.95,164.79
2024,RB,131,375.38,,352.95,164.54
2024,RB,132,391.69,,352.95,164.29
2024,RB,133,177.23,,177.23,151.89
2024,RB,134,177.23,,177.23,151.85
2024,RB,135,177.23,,177.23,151.82
2024,RB,136,177.23,,177.23,151.79
2024,RB,137,177.23,,177.23,151.76
2024,RB,138,177.23,,177.23,151.74
2024,RB,139,177.23,,177.23,151.71
2024,RB,140,177.23,,177.23,151.68
2024,WR,1,9488.71,9796,9673.08,9673.08
2024,WR,2,8935.54,9449,9243.61,9243.61
2024,WR,3,7974.48,8857,8503.99,8503.99
2024,WR,4,7662.38,8538,8187.75,8187.75
2024,WR,5,7294.86,8293,7893.74,7893.74
2024,WR,6,6949.27,7302,7160.91,7160.91
2024,WR,7,6785.85,6957,6888.54,6888.54
2024,WR,8,6627.45,6867,6771.18,6771.18
2024,WR,9,6403.98,6844,6667.99,6667.99
2024,WR,10,6303.42,6738,6564.17,6564.17
2024,WR,11,5973.19,6088,6042.07,6042.07
2024,WR,12,5829.0,5988,5924.4,5924.4
2024,WR,13,5639.51,5834,5756.2,5756.2
2024,WR,14,5619.78,5809,5733.31,5733.31
2024,WR,15,5583.84,5769,5694.94,5694.94
2024,WR,16,5424.48,5687,5581.99,5581.99
2024,WR,17,5332.53,5679,5540.41,5540.41
2024,WR,18,5175.93,5270,5232.37,5232.37
2024,WR,19,4990.34,5224,5130.53,5130.53
2024,WR,20,5009.39,5118,5074.56,5074.56
2024,WR,21,4895.88,4934,4918.75,4918.75
2024,WR,22,4899.15,4893,4895.46,4895.46
2024,WR,23,4792.78,4838,4819.91,4819.91
2024,WR,24,4740.46,4775,4761.19,4761.19
2024,WR,25,4708.17,4745,4730.27,4730.27
2024,WR,26,4631.5,4717,4682.8,4682.8
2024,WR,27,4540.92,4707,4640.57,4640.57
2024,WR,28,4512.59,4650,4595.04,4595.04
2024,WR,29,4442.83,4566,4516.73,4516.73
2024,WR,30,4289.74,4107,4180.1,4180.1
2024,WR,31,4240.05,4092,4151.22,4151.22
2024,WR,32,4206.08,4082,4131.63,4131.63
2024,WR,33,4111.48,4080,4092.59,4092.59
2024,WR,34,4070.06,3969,4009.42,4009.42
2024,WR,35,3942.84,3960,3953.14,3953.14
2024,WR,36,3933.57,3943,3939.23,3939.23
2024,WR,37,3790.08,3788,3788.83,3788.83
2024,WR,38,3693.74,3453,3549.3,3549.3
2024,WR,39,3574.71,3408,3474.68,3474.68
2024,WR,40,3556.9,3402,3463.96,3463.96
2024,WR,41,3512.99,3382,3434.4,3434.4
2024,WR,42,3466.57,3339,3390.03,3386.43
2024,WR,43,3411.21,3317,3354.68,3340.5
2024,WR,44,3368.06,3285,3318.23,3286.86
2024,WR,45,3368.08,3246,3294.83,3239.9
2024,WR,46,3297.71,3241,3263.69,3179.53
2024,WR,47,3181.28,3170,3174.51,3058.19
2024,WR,48,3180.42,3142,3157.37,3002.09
2024,WR,49,3118.47,3103,3109.19,2912.73
2024,WR,50,3040.17,2948,2984.87,2750.8
2024,WR,51,3011.16,2945,2971.46,2689.32
2024,WR,52,2935.39,2909,2919.56,2591.33
2024,WR,53,2908.27,2904,2905.71,2525.61
2024,WR,54,2869.73,2848,2856.69,2428.79
2024,WR,55,2842.71,2788,2809.89,2334.21
2024,WR,56,2757.59,2773,2766.84,2243.47
2024,WR,57,2716.12,2701,2707.05,2140.78
2024,WR,58,2672.61,2655,2662.04,2051.46
2024,WR,59,2657.61,2613,2630.85,1974.15
2024,WR,60,2604.52,2569,2583.21,1886.63
2024,WR,61,2555.55,2554,2554.62,1814.74
2024,WR,62,2566.27,2522,2539.71,1753.83
2024,WR,63,2507.67,2499,2502.47,1679.78
2024,WR,64,2507.3,2494,2499.32,1629.63
2024,WR,65,2438.64,2446,2443.05,1548.2
2024,WR,66,2440.5,2438,2439.0,1500.88
2024,WR,67,2410.45,2384,2394.58,1431.8
2024,WR,68,2370.17,2377,2374.27,1378.88
2024,WR,69,2334.47,2364,2352.19,1326.94
2024,WR,70,2285.99,2294,2290.8,1256.67
2024,WR,71,2220.19,2287,2260.28,1205.14
2024,WR,72,2139.94,2275,2220.98,1151.55
2024,WR,73,2052.22,2168,2121.69,1072.31
2024,WR,74,2045.03,2151,2108.61,1036.25
2024,WR,75,2008.08,2078,2050.03,981.73
2024,WR,76,1974.81,2059,2025.33,944.26
2024,WR,77,1969.05,2056,2021.22,916.89
2024,WR,78,1947.24,2048,2007.7,886.86
2024,WR,79,1901.18,2047,1988.67,855.97
2024,WR,80,1848.13,1941,1903.85,801.99
2024,WR,81,1806.7,1914,1871.08,769.59
2024,WR,82,1767.46,1890,1840.98,739.65
2024,WR,83,1755.36,1867,1822.34,714.98
2024,WR,84,1732.76,1821,1785.7,685.52
2024,WR,85,1750.91,1789,1773.76,665.3
2024,WR,86,1693.1,1774,1741.64,639.74
2024,WR,87,1659.06,1727,1699.82,612.48
2024,WR,88,1648.03,1679,1666.61,589.03
2024,WR,89,1627.06,1616,1620.42,563.04
2024,WR,90,1569.97,1612,1595.19,544.02
2024,WR,91,1577.55,1591,1585.62,530.02
2024,WR,92,1536.69,1585,1565.68,513.93
2024,WR,93,1552.2,1579,1565.68,503.53
2024,WR,94,1520.21,1577,1554.28,490.75
2024,WR,95,1499.95,1577,1546.18,479.29
2024,WR,96,1461.01,1551,1515.01,462.99
2024,WR,97,1464.97,1545,1512.99,453.94
2024,WR,98,1443.1,1522,1490.44,440.77
2024,WR,99,1437.59,1485,1466.04,427.78
2024,WR,100,1401.83,1447,1428.93,412.73
2024,WR,101,1313.2,1432,1384.48,396.9
2024,WR,102,1305.57,1378,1349.03,383.53
2024,WR,103,1280.93,1370,1334.37,374.69
2024,WR,104,1270.63,1349,1317.65,365.83
2024,WR,105,1244.88,1348,1306.75,358.38
2024,WR,106,1219.94,1342,1293.18,350.75
2024,WR,107,1204.07,1316,1271.23,341.99
2024,WR,108,1195.78,1312,1265.51,336.3
2024,WR,109,1204.15,1260,1237.66,327.21
2024,WR,110,1173.21,1251,1219.88,320.09
2024,WR,111,1189.73,1250,1219.88,316.02
2024,WR,112,1158.96,1245,1210.58,310.67
2024,WR,113,1118.11,1235,1188.24,303.59
2024,WR,114,1120.58,1200,1168.23,297.12
2024,WR,115,1113.53,1200,1165.41,293.33
2024,WR,116,1054.38,1179,1129.15,285.06
2024,WR,117,1024.04,1176,1115.22,280.12
2024,WR,118,984.98,1115,1062.99,270.32
2024,WR,119,1013.59,1105,1062.99,267.65
2024,WR,120,998.03,1024,1013.61,258.84
2024,WR,121,992.1,1004,999.24,254.7
2024,WR,122,959.59,996,981.44,250.29
2024,WR,123,959.59,968,964.64,246.17
2024,WR,124,940.32,947,944.33,241.78
2024,WR,125,916.6,893,902.44,235.12
2024,WR,126,917.27,888,899.71,233.04
2024,WR,127,897.79,845,866.12,227.69
2024,WR,128,900.38,830,858.15,225.26
2024,WR,129,893.86,827,853.74,223.27
2024,WR,130,891.39,815,845.56,220.97
2024,WR,131,893.86,800,837.54,218.75
2024,WR,132,875.25,793,825.9,216.26
2024,WR,133,848.19,791,813.88,213.81
2024,WR,134,839.37,775,800.75,211.33
2024,WR,135,833.38,773,797.15,209.82
2024,WR,136,818.33,758,782.13,207.32
2024,WR,137,791.11,746,764.04,204.63
2024,WR,138,795.41,743,763.96,203.6
2024,WR,139,790.47,736,757.79,202.08
2024,WR,140,780.83,705,735.33,199.23
2024,WR,141,721.63,702,709.85,196.23
2024,WR,142,727.07,680,698.83,194.5
2024,WR,143,646.62,678,665.45,191.04
2024,WR,144,652.59,649,650.44,189.13
2024,WR,145,643.83,638,640.33,187.67
2024,WR,146,643.83,631,636.13,186.69
2024,WR,147,600.44,630,618.17,184.72
2024,WR,148,585.59,627,610.43,183.56
2024,WR,149,580.89,619,603.76,182.5
2024,WR,150,574.47,563,567.59,179.41
2024,WR,151,561.14,547,552.66,177.88
2024,WR,152,541.26,545,543.5,176.79
2024,WR,153,545.44,536,539.78,176.09
2024,WR,154,545.44,501,518.78,174.28
2024,WR,155,545.44,493,513.98,173.57
2024,WR,156,541.26,486,508.1,172.82
2024,WR,157,535.33,462,491.33,171.4
2024,WR,158,503.7,462,478.68,170.28
2024,WR,159,484.83,440,457.93,168.7
2024,WR,160,484.83,423,447.73,167.79
2024,WR,161,469.0,420,439.6,167.04
2024,WR,162,528.94,401,439.6,166.77
2024,WR,163,528.94,395,439.6,166.51
2024,WR,164,528.94,393,439.6,166.26
2024,WR,165,505.63,373,426.05,165.26
2024,WR,166,509.03,371,426.05,165.03
2024,WR,167,588.37,359,426.05,164.81
2024,WR,168,579.21,356,426.05,164.59
2024,WR,169,570.73,338,426.05,164.37
2024,WR,170,550.11,294,396.44,162.64
2024,WR,171,552.94,255,374.17,161.33
2024,WR,172,550.11,253,371.84,161.05
2024,WR,173,550.11,240,364.04,160.51
2024,WR,174,542.7,227,353.28,159.84
2024,WR,175,549.05,,353.28,159.7
2024,WR,176,549.05,,353.28,159.57
2024,WR,177,540.93,,353.28,159.43
2024,WR,178,446.05,,353.28,159.3
2024,WR,179,415.69,,353.28,159.17
2024,WR,180,415.69,,353.28,159.05
2024,WR,181,390.98,,353.28,158.92
2024,WR,182,389.92,,353.28,158.8
2024,WR,183,363.8,,353.28,158.69
2024,WR,184,324.57,,324.57,157.36
2024,WR,185,324.57,,324.57,157.26
2024,WR,186,330.74,,324.57,157.17
2024,TE,1,7886.45,7603,7716.38,7716.38
2024,TE,2,6734.6,6233,6433.64,6433.64
2024,TE,3,5924.14,5985,5960.66,5960.66
2024,TE,4,5689.62,5765,5734.85,5734.85
2024,TE,5,5142.11,5348,5265.64,5265.64
2024,TE,6,4867.28,4957,4921.11,4921.11
2024,TE,7,4243.79,4498,4396.32,4396.32
2024,TE,8,4088.61,4433,4295.24,4295.24
2024,TE,9,3834.07,3906,3877.23,3877.23
2024,TE,10,3711.98,3738,3727.59,3727.59
2024,TE,11,3531.56,3738,3655.42,3655.42
2024,TE,12,3387.3,3597,3513.12,3513.12
2024,TE,13,3225.41,3307,3274.36,3270.9
2024,TE,14,3090.82,3019,3047.73,3034.91
2024,TE,15,3043.21,3008,3022.09,2993.65
2024,TE,16,3023.58,2998,3008.23,2958.31
2024,TE,17,2897.69,2958,2933.88,2858.64
2024,TE,18,2832.33,2908,2877.73,2772.82
2024,TE,19,2753.02,2907,2845.41,2706.23
2024,TE,20,2534.68,2565,2552.87,2393.34
2024,TE,21,2431.24,2405,2415.49,2228.44
2024,TE,22,2370.22,2397,2386.29,2162.66
2024,TE,23,2287.86,2396,2352.74,2091.69
2024,TE,24,2238.75,2392,2330.7,2029.92
2024,TE,25,2128.79,2127,2127.72,1815.06
2024,TE,26,2079.87,2053,2063.75,1721.51
2024,TE,27,2046.06,1981,2007.03,1635.62
2024,TE,28,1985.13,1872,1917.25,1525.89
2024,TE,29,1899.37,1857,1873.95,1454.92
2024,TE,30,1858.28,1831,1841.91,1394.05
2024,TE,31,1802.71,1780,1789.08,1319.85
2024,TE,32,1772.19,1775,1773.88,1274.22
2024,TE,33,1745.89,1744,1744.76,1220.31
2024,TE,34,1663.4,1744,1711.76,1165.59
2024,TE,35,1676.78,1721,1703.31,1128.29
2024,TE,36,1612.78,1677,1651.31,1065.43
2024,TE,37,1601.93,1641,1625.37,1020.71
2024,TE,38,1552.77,1641,1605.71,981.3
2024,TE,39,1523.22,1618,1580.09,940.1
2024,TE,40,1469.79,1573,1531.71,888.45
2024,TE,41,1447.18,1520,1490.87,843.16
2024,TE,42,1349.02,1518,1450.41,800.2
2024,TE,43,1305.28,1448,1390.91,750.12
2024,TE,44,1265.26,1363,1323.9,699.12
2024,TE,45,1262.44,1298,1283.78,663.02
2024,TE,46,1254.54,1240,1245.81,629.69
2024,TE,47,1231.99,1154,1185.2,588.44
2024,TE,48,1208.01,1120,1155.21,561.97
2024,TE,49,1196.75,1101,1139.3,542.41
2024,TE,50,1170.33,1058,1102.93,515.89
2024,TE,51,1149.47,1010,1065.79,490.44
2024,TE,52,1130.51,998,1051.0,474.36
2024,TE,53,1063.6,996,1023.04,454.43
2024,TE,54,974.67,995,986.87,432.73
2024,TE,55,1048.9,956,986.87,423.98
2024,TE,56,1036.89,921,967.36,409.39
2024,TE,57,1014.08,839,909.03,383.55
2024,TE,58,993.03,801,877.81,367.18
2024,TE,59,993.03,739,840.61,349.92
2024,TE,60,963.44,714,813.78,336.45
2024,TE,61,907.12,613,730.65,308.31
2024,TE,62,905.88,575,707.35,297.53
2024,TE,63,895.4,566,697.76,290.81
2024,TE,64,879.33,516,661.33,277.69
2024,TE,65,838.99,516,645.2,270.16
2024,TE,66,838.99,507,639.8,265.52
2024,TE,67,838.99,506,639.2,262.17
2024,TE,68,834.24,488,626.5,256.26
2024,TE,69,792.58,442,582.23,243.76
2024,TE,70,792.58,442,582.23,241.23
2024,TE,71,775.48,425,565.19,235.29
2024,TE,72,775.48,411,556.79,231.36
2024,TE,73,775.48,381,538.79,225.72
2024,TE,74,621.21,367,468.69,210.46
2024,TE,75,699.58,215,408.83,197.84
2024,TE,76,699.58,,408.83,196.63
2024,TE,77,599.42,,408.83,195.45
2024,TE,78,599.42,,408.83,194.32
2024,TE,79,599.42,,408.83,193.23
2024,TE,80,599.42,,408.83,192.17
2024,TE,81,599.42,,408.83,191.15
2024,TE,82,599.42,,408.83,190.16
2024,TE,83,510.9,,408.83,189.21
2024,TE,84,510.9,,408.83,188.29
2025,QB,1,9523.39,9992,9804.56,9804.56
2025,QB,2,9474.27,9891,9724.31,9724.31
2025,QB,3,9083.96,9792,9508.78,9508.78
2025,QB,4,8061.15,8281,8193.06,8193.06
2025,QB,5,7764.43,7677,7711.97,7711.97
2025,QB,6,7162.75,6463,6742.9,6742.9
2025,QB,7,6739.35,6423,6549.54,6549.54
2025,QB,8,6471.62,6415,6437.65,6437.65
2025,QB,9,6185.51,6281,6242.8,6242.8
2025,QB,10,5924.18,6211,6096.27,6096.27
2025,QB,11,5752.35,5965,5879.94,5879.94
2025,QB,12,5454.1,5786,5653.24,5653.24
2025,QB,13,5169.09,5515,5376.64,5376.64
2025,QB,14,4980.94,5429,5249.78,5249.78
2025,QB,15,4889.84,5371,5178.54,5178.54
2025,QB,16,4835.36,5054,4966.55,4966.55
2025,QB,17,4622.87,5045,4876.15,4876.15
2025,QB,18,4529.2,4977,4797.88,4797.88
2025,QB,19,4311.67,4832,4623.87,4623.87
2025,QB,20,4103.55,4482,4330.62,4330.62
2025,QB,21,3867.84,4458,4221.93,4221.93
2025,QB,22,3751.49,3641,3685.19,3685.19
2025,QB,23,3660.82,3634,3644.73,3644.73
2025,QB,24,3304.39,3397,3359.96,3359.96
2025,QB,25,3203.18,3106,3144.87,3141.55
2025,QB,26,3069.76,2836,2929.5,2917.21
2025,QB,27,2951.4,2655,2773.56,2747.58
2025,QB,28,2771.88,2575,2653.75,2610.02
2025,QB,29,2545.08,2001,2218.63,2162.72
2025,QB,30,2444.42,1915,2126.77,2050.74
2025,QB,31,2361.55,1899,2084.02,1984.16
2025,QB,32,2219.01,1885,2018.6,1894.55
2025,QB,33,2021.28,1567,1748.71,1616.71
2025,QB,34,1977.59,1417,1641.24,1492.11
2025,QB,35,1771.0,1354,1520.8,1358.35
2025,QB,36,1683.35,1353,1485.14,1300.98
2025,QB,37,1595.85,1291,1412.94,1213.28
2025,QB,38,1483.29,1222,1326.51,1116.12
2025,QB,39,1460.45,1155,1277.18,1051.74
2025,QB,40,1351.59,1141,1225.24,987.12
2025,QB,41,1307.58,1047,1151.23,907.87
2025,QB,42,1161.44,975,1049.58,811.45
2025,QB,43,1137.31,972,1038.12,783.87
2025,QB,44,1068.97,904,969.99,717.68
2025,QB,45,1040.92,887,948.57,685.95
2025,QB,46,981.95,874,917.18,648.89
2025,QB,47,954.25,862,898.9,621.67
2025,QB,48,929.42,811,858.37,581.93
2025,QB,49,903.33,720,793.33,529.67
2025,QB,50,901.75,644,747.1,490.98
2025,QB,51,774.87,628,686.75,446.55
2025,QB,52,748.78,590,653.51,419.1
2025,QB,53,717.39,394,523.35,343.0
2025,QB,54,649.93,,523.35,336.68
2025,QB,55,675.37,,523.35,330.56
2025,QB,56,638.56,,523.35,324.65
2025,QB,57,654.22,,523.35,318.94
2025,QB,58,691.1,,523.35,313.43
2025,QB,59,661.7,,523.35,308.13
2025,QB,60,537.23,,523.35,303.01
2025,QB,61,568.18,,523.35,298.09
2025,QB,62,629.39,,523.35,293.35
2025,QB,63,489.92,,489.92,276.37
2025,QB,64,627.17,,489.92,272.37
2025,QB,65,627.17,,489.92,268.53
2025,QB,66,528.35,,489.92,264.84
2025,QB,67,529.3,,489.92,261.29
2025,QB,68,528.35,,489.92,257.87
2025,QB,69,528.35,,489.92,254.59
2025,QB,70,528.35,,489.92,251.44
2025,QB,71,564.47,,489.92,248.4
2025,QB,72,886.82,,489.92,245.48
2025,QB,73,886.82,,489.92,242.68
2025,QB,74,886.82,,489.92,239.98
2025,QB,75,439.86,,439.86,224.51
2025,QB,76,886.82,,439.86,222.38
2025,QB,77,886.82,,439.86,220.33
2025,QB,78,886.82,,439.86,218.36
2025,QB,79,886.82,,439.86,216.46
2025,QB,80,348.33,,348.33,194.23
2025,QB,81,348.33,,348.33,193.02
2025,QB,82,348.33,,348.33,191.86
2025,RB,1,8403.81,8997,8759.72,8759.72
2025,RB,2,7392.79,8736,8198.72,8198.72
2025,RB,3,6712.72,6422,6538.29,6538.29
2025,RB,4,6376.13,6247,6298.65,6298.65
2025,RB,5,6002.05,6088,6053.62,6053.62
2025,RB,6,5838.55,5526,5651.02,5651.02
2025,RB,7,5512.55,5451,5475.62,5475.62
2025,RB,8,5329.25,5397,5369.9,5369.9
2025,RB,9,5227.98,5071,5133.79,5133.79
2025,RB,10,5193.02,5020,5089.21,5089.21
2025,RB,11,5094.27,4992,5032.91,5032.91
