year,date,name,position,sleeper_id,ktc_player_id,ktc_value
2022,2022-09-08,Mark Andrews,TE,5012,366,6461
2022,2022-09-08,CeeDee Lamb,WR,6786,546,6443
2022,2022-09-08,D'Andre Swift,RB,6790,639,6374
2022,2022-09-08,Najee Harris,RB,7528,1031,6308
2022,2022-09-08,Javonte Williams,RB,7588,1033,6230
2022,2022-09-08,Cooper Kupp,WR,4039,310,6111
2022,2022-09-08,Christian McCaffrey,RB,4034,283,6079
2022,2022-09-08,Jalen Hurts,QB,6904,595,6055
2022,2022-09-08,Trey Lance,QB,7610,1017,5965
2022,2022-09-08,Stefon Diggs,WR,2449,262,5724
2022,2022-09-08,Tee Higgins,WR,6801,543,5658
2022,2022-09-08,Dak Prescott,QB,3294,371,5611
2022,2022-09-08,A.J. Brown,WR,5859,217,5601
2022,2022-09-08,Russell Wilson,QB,1234,,5493
2022,2022-09-08,Austin Ekeler,RB,4663,,5469
2022,2022-09-08,Deebo Samuel,WR,5872,383,5435
2022,2022-09-08,Breece Hall,RB,8155,1224,5420
2022,2022-09-08,Michael Pittman,WR,6819,536,5419
2022,2022-09-08,Jaylen Waddle,WR,7526,1007,5386
2022,2022-09-08,Trevor Lawrence,QB,7523,1094,5350
2022,2022-09-08,Davante Adams,WR,2133,277,5322
2022,2022-09-08,Joe Mixon,RB,4018,273,5319
2022,2022-09-08,Dalvin Cook,RB,4029,,5209
2022,2022-09-08,Saquon Barkley,RB,4866,1,5192
2022,2022-09-08,Travis Kelce,TE,1466,264,5150
2022,2022-09-08,Travis Etienne,RB,7543,1030,5100
2022,2022-09-08,DK Metcalf,WR,5846,224,5087
2022,2022-09-08,Drake London,WR,8112,1268,4972
2022,2022-09-08,D.J. Moore,WR,4983,304,4961
2022,2022-09-08,Tyreek Hill,WR,3321,286,4932
2022,2022-09-08,George Kittle,TE,4217,298,4920
2022,2022-09-08,Alvin Kamara,RB,4035,282,4859
2022,2022-09-08,Deshaun Watson,QB,4017,261,4831
2022,2022-09-08,Nick Chubb,RB,4988,,4771
2022,2022-09-08,Derrick Henry,RB,3198,296,4752
2022,2022-09-08,AJ Dillon,RB,6828,631,4703
2022,2022-09-08,Justin Fields,QB,7591,1015,4699
2022,2022-09-08,Courtland Sutton,WR,5045,226,4697
2022,2022-09-08,Chris Olave,WR,8144,1271,4631
2022,2022-09-08,Rashod Bateman,WR,7571,1070,4618
2022,2022-09-08,Aaron Jones,RB,4199,301,4615
2022,2022-09-08,T.J. Hockenson,TE,5844,247,4612
2022,2022-09-08,Diontae Johnson,WR,5937,,4608
2022,2022-09-08,Elijah Moore,WR,7596,1012,4598
2022,2022-09-08,Chris Godwin,WR,4037,299,4591
2022,2022-09-08,J.K. Dobbins,RB,6806,636,4581
2022,2022-09-08,DeVonta Smith,WR,7525,1005,4562
2022,2022-09-08,Jameson Williams,WR,8148,1273,4551
2022,2022-09-08,Terry McLaurin,WR,5927,328,4545
2022,2022-09-08,Mike Evans,WR,2216,275,4534
2022,2022-09-08,Matthew Stafford,QB,421,356,4531
2022,2022-09-08,Marquise Brown,WR,5848,311,4522
2022,2022-09-08,Amon-Ra St. Brown,WR,7547,1010,4517
2022,2022-09-08,Mike Williams,WR,4068,,4495
2022,2022-09-08,Kenneth Walker III,RB,8151,1227,4492
2022,2022-09-08,George Pickens,WR,8137,1279,4489
2022,2022-09-08,Derek Carr,QB,2028,,4478
2022,2022-09-08,Darren Waller,TE,2505,349,4425
2022,2022-09-08,Jerry Jeudy,WR,6783,545,4423
2022,2022-09-08,Dameon Pierce,RB,8129,1207,4411
2022,2022-09-08,Garrett Wilson,WR,8146,1270,4385
2022,2022-09-08,Gabriel Davis,WR,6943,533,4380
2022,2022-09-08,Tua Tagovailoa,QB,6768,600,4370
2022,2022-09-08,Treylon Burks,WR,8135,1269,4353
2022,2022-09-08,Darnell Mooney,WR,7090,911,4324
2022,2022-09-08,Aaron Rodgers,QB,96,235,4313
2022,2022-09-08,Mac Jones,QB,7527,1018,4214
2022,2022-09-08,Cam Akers,RB,6938,,4141
2022,2022-09-08,Brandon Aiyuk,WR,6803,538,4132
2022,2022-09-08,Kenny Pickett,QB,8160,1208,4129
2022,2022-09-08,Keenan Allen,WR,1479,265,4103
2022,2022-09-08,Dalton Schultz,TE,5001,487,4008
2022,2022-09-08,Elijah Mitchell,RB,7561,1013,3930
2022,2022-09-08,JuJu Smith-Schuster,WR,4040,,3929
2022,2022-09-08,Pat Freiermuth,TE,7600,1053,3928
2022,2022-09-08,Skyy Moore,WR,8168,1283,3843
2022,2022-09-08,Dallas Goedert,TE,5022,382,3794
2022,2022-09-08,David Montgomery,RB,5892,288,3746
2022,2022-09-08,James Conner,RB,4137,268,3730
2022,2022-09-08,Jahan Dotson,WR,8119,1272,3712
2022,2022-09-08,Kirk Cousins,QB,1166,396,3710
2022,2022-09-08,Zach Wilson,QB,7538,1016,3699
2022,2022-09-08,Rhamondre Stevenson,RB,7611,1036,3698
2022,2022-09-08,Ezekiel Elliott,RB,3164,,3694
2022,2022-09-08,James Cook,RB,8138,1231,3633
2022,2022-09-08,Hunter Renfrow,WR,5955,,3607
2022,2022-09-08,Tony Pollard,RB,5967,344,3591
2022,2022-09-08,Brandin Cooks,WR,2197,,3555
2022,2022-09-08,Cole Kmet,TE,6826,569,3546
2022,2022-09-08,Christian Kirk,WR,4950,221,3512
2022,2022-09-08,Kadarius Toney,WR,7606,,3433
2022,2022-09-08,Josh Jacobs,RB,5850,303,3390
2022,2022-09-08,Malik Willis,QB,8161,1210,3325
2022,2022-09-08,Dawson Knox,TE,5906,88,3312
2022,2022-09-08,Jameis Winston,QB,2306,413,3239
2022,2022-09-08,Chase Edmonds,RB,5000,,3215
2022,2022-09-08,Clyde Edwards-Helaire,RB,6820,,3202
2022,2022-09-08,Amari Cooper,WR,2309,,3181
2022,2022-09-08,Kareem Hunt,RB,4098,214,3180
2022,2022-09-08,Davis Mills,QB,7585,1029,3173
2022,2022-09-08,DeAndre Hopkins,WR,1426,,3162
2022,2022-09-08,Michael Thomas,WR,3199,,3142
2022,2022-09-08,Christian Watson,WR,8167,1248,3117
2022,2022-09-08,Brian Robinson,RB,8154,1232,3057
2022,2022-09-08,Chase Claypool,WR,6886,,3044
2022,2022-09-08,Antonio Gibson,RB,6945,,3038
2022,2022-09-08,Allen Lazard,WR,5185,,3032
2022,2022-09-08,Baker Mayfield,QB,4892,215,3024
2022,2022-09-08,Rondale Moore,WR,7601,,2897
2022,2022-09-08,Alec Pierce,WR,8142,1285,2882
2022,2022-09-08,Rashaad Penny,RB,4985,,2878
2022,2022-09-08,Rachaad White,RB,8136,1180,2869
2022,2022-09-08,Michael Gallup,WR,5038,,2854
2022,2022-09-08,Romeo Doubs,WR,8121,1238,2800
2022,2022-09-08,Trey McBride,TE,8130,1253,2793
2022,2022-09-08,Miles Sanders,RB,6151,,2791
2022,2022-09-08,Wan'Dale Robinson,WR,8126,1274,2790
2022,2022-09-08,Isaiah Likely,TE,8131,1257,2748
2022,2022-09-08,Noah Fant,TE,5857,243,2697
2022,2022-09-08,David Njoku,TE,4033,252,2696
2022,2022-09-08,Michael Carter,RB,7607,1035,2690
2022,2022-09-08,Alexander Mattison,RB,5987,326,2681
2022,2022-09-08,Desmond Ridder,QB,8159,,2669
2022,2022-09-08,Calvin Ridley,WR,4981,293,2656
2022,2022-09-08,James Robinson,RB,6955,,2612
2022,2022-09-08,Zach Ertz,TE,1339,305,2609
2022,2022-09-08,Adam Thielen,WR,1689,,2601
2022,2022-09-08,Zamir White,RB,8139,,2597
2022,2022-09-08,Jalen Tolbert,WR,8117,1247,2575
2022,2022-09-08,Kenneth Gainwell,RB,7567,1032,2574
2022,2022-09-08,Mike Gesicki,TE,4993,330,2574
2022,2022-09-08,Josh Palmer,WR,7670,,2566
2022,2022-09-08,Ryan Tannehill,QB,1049,,2549
2022,2022-09-08,Jared Goff,QB,3163,388,2531
2022,2022-09-08,Tyler Allgeier,RB,8132,1228,2531
2022,2022-09-08,Khalil Herbert,RB,7608,,2521
2022,2022-09-08,Devin Singletary,RB,6130,238,2516
2022,2022-09-08,Nico Collins,WR,7569,1040,2511
2022,2022-09-08,Isiah Pacheco,RB,8205,1266,2474
2022,2022-09-08,Isaiah Spiller,RB,8153,,2429
2022,2022-09-08,David Bell,WR,8118,1275,2426
2022,2022-09-08,Irv Smith,TE,6126,,2422
2022,2022-09-08,Tyler Lockett,WR,2374,,2407
2022,2022-09-08,Daniel Jones,QB,5870,87,2401
2022,2022-09-08,Tyler Boyd,WR,3225,,2370
2022,2022-09-08,Robert Woods,WR,1352,,2342
2022,2022-09-08,Albert Okwuegbunam,TE,6843,,2322
2022,2022-09-08,Jakobi Meyers,WR,5947,13,2302
2022,2022-09-08,Nyheim Hines,RB,5347,,2225
2022,2022-09-08,D.J. Chark,WR,4951,,2221
2022,2022-09-08,K.J. Osborn,WR,7066,,2186
2022,2022-09-08,Tyrion Davis-Price,RB,8211,,2155
2022,2022-09-08,Hunter Henry,TE,3214,212,2153
2022,2022-09-08,Isaiah McKenzie,WR,4197,,2146
2022,2022-09-08,KJ Hamler,WR,6805,,2141
2022,2022-09-08,Marquez Valdes-Scantling,WR,5086,,2124
2022,2022-09-08,Marcus Mariota,QB,2307,23,2061
2022,2022-09-08,Brevin Jordan,TE,7568,1052,2045
2022,2022-09-08,Cordarrelle Patterson,RB,1535,,2038
2022,2022-09-08,John Metchie,WR,8147,1276,1954
2022,2022-09-08,Mitchell Trubisky,QB,3976,,1902
2022,2022-09-08,Greg Dulcich,TE,8172,1256,1868
2022,2022-09-08,Tyquan Thornton,WR,8188,1246,1831
2022,2022-09-08,Tyler Higbee,TE,3271,159,1823
2022,2022-09-08,Mecole Hardman,WR,5917,,1782
2022,2022-09-08,Daniel Bellinger,TE,8225,1322,1773
2022,2022-09-08,Donovan Peoples-Jones,WR,6824,,1772
2022,2022-09-08,Khalil Shakir,WR,8134,1278,1762
2022,2022-09-08,Eno Benjamin,RB,6951,,1734
2022,2022-09-08,Van Jefferson,WR,6853,578,1734
2022,2022-09-08,Evan Engram,TE,4066,229,1729
2022,2022-09-08,Jimmy Garoppolo,QB,1837,,1724
2022,2022-09-08,Parris Campbell,WR,5880,,1702
2022,2022-09-08,Jordan Love,QB,6804,596,1694
2022,2022-09-08,DeVante Parker,WR,2319,,1688
2022,2022-09-08,Sam Howell,QB,8162,1209,1598
2022,2022-09-08,Jamaal Williams,RB,4149,,1589
2022,2022-09-08,Cade Otton,TE,8111,1261,1544
2022,2022-09-08,Odell Beckham,WR,2078,,1504
2022,2022-09-08,Hassan Haskins,RB,8123,1191,1490
2022,2022-09-08,Chuba Hubbard,RB,7594,1014,1478
2022,2022-09-08,Devin Duvernay,WR,6847,,1474
2022,2022-09-08,Gus Edwards,RB,5248,,1460
2022,2022-09-08,Austin Hooper,TE,3202,,1454
2022,2022-09-08,Jonnu Smith,TE,4144,84,1453
2022,2022-09-08,Jelani Woods,TE,8219,,1446
2022,2022-09-08,Laviska Shenault,WR,6814,,1415
2022,2022-09-08,D'Ernest Johnson,RB,6694,,1412
2022,2022-09-08,Kyren Williams,RB,8150,1226,1410
2022,2022-09-08,Tommy Tremble,TE,7694,1054,1409
2022,2022-09-08,Tim Patrick,WR,4351,,1406
2022,2022-09-08,Tyler Huntley,QB,7083,618,1398
2022,2022-09-08,Terrace Marshall,WR,7565,,1387
2022,2022-09-08,Curtis Samuel,WR,4082,,1372
2022,2022-09-08,Keaontay Ingram,RB,8221,,1371
2022,2022-09-08,Gerald Everett,TE,4089,,1357
2022,2022-09-08,Zay Jones,WR,4080,,1354
2022,2022-09-08,Pierre Strong Jr.,RB,8116,,1348
2022,2022-09-08,Raheem Mostert,RB,2749,,1333
2022,2022-09-08,Jerome Ford,RB,8143,1229,1323
2022,2022-09-08,Jeffery Wilson,RB,5284,,1310
2022,2022-09-08,Nick Westbrook-Ikhine,WR,7496,950,1300
2022,2022-09-08,Jaylen Warren,RB,8228,1201,1288
2022,2022-09-08,Hayden Hurst,TE,4973,,1285
2022,2022-09-08,Ty Chandler,RB,8230,1182,1273
2022,2022-09-08,Danny Gray,WR,8176,,1260
2022,2022-09-08,Joshua Kelley,RB,7045,,1253
2022,2022-09-08,Donald Parham,TE,6074,,1244
2022,2022-09-08,Jacoby Brissett,QB,3257,20,1240
2022,2022-09-08,Kendrick Bourne,WR,4454,153,1240
2022,2022-09-08,Chris Evans,RB,7794,,1237
2022,2022-09-08,Calvin Austin III,WR,8125,1262,1235
2022,2022-09-08,D'Onta Foreman,RB,4111,,1225
2022,2022-09-08,Tyler Conklin,TE,5133,489,1225
2022,2022-09-08,Jalen Guyton,WR,6421,,1205
2022,2022-09-08,Noah Gray,TE,7828,1059,1200
2022,2022-09-08,Harrison Bryant,TE,6850,752,1179
2022,2022-09-08,Chigoziem Okonkwo,TE,8210,1320,1178
2022,2022-09-08,Zack Moss,RB,6845,,1178
2022,2022-09-08,Justyn Ross,WR,8140,,1142
2022,2022-09-08,Adam Trautman,TE,6869,,1137
2022,2022-09-08,Geno Smith,QB,1373,671,1134
2022,2022-09-08,Cedrick Wilson,WR,5113,,1130
2022,2022-09-08,Quez Watkins,WR,6927,,1116
2022,2022-09-08,Dyami Brown,WR,7587,1069,1107
2022,2022-09-08,Jake Ferguson,TE,8110,1258,1098
2022,2022-09-08,Boston Scott,RB,5122,,1095
2022,2022-09-08,Anthony Schwartz,WR,7533,,1093
2022,2022-09-08,Jeremy Ruckert,TE,8145,1255,1084
2022,2022-09-08,Equanimeous St. Brown,WR,5323,,1062
2022,2022-09-08,Kene Nwangwu,RB,7720,,1049
2022,2022-09-08,Mo Alie-Cox,TE,4054,,1042
2022,2022-09-08,Trey Sermon,RB,7593,,1037
2022,2022-09-08,Gardner Minshew,QB,6011,47,1010
2022,2022-09-08,Denzel Mims,WR,6849,,1003
2022,2022-09-08,Drew Lock,QB,5854,33,1003
2022,2022-09-08,Marquez Callaway,WR,6989,,1002
2022,2022-09-08,Braxton Berrios,WR,5121,,994
2022,2022-09-08,Ke'Shawn Vaughn,RB,6885,,978
2022,2022-09-08,Tyler Johnson,WR,6960,572,964
2022,2022-09-08,Foster Moreau,TE,5985,,946
2022,2022-09-08,Kyle Trask,QB,7605,,942
2022,2022-09-08,Tutu Atwell,WR,7562,1078,939
2022,2022-09-08,Jerick McKinnon,RB,2161,,925
2022,2022-09-08,Darius Slayton,WR,6149,77,900
2022,2022-09-08,Sam Darnold,QB,4943,331,880
2022,2022-09-08,DeeJay Dallas,RB,6931,,879
2022,2022-09-08,Myles Gaskin,RB,5980,,861
2022,2022-09-08,Samaje Perine,RB,4147,785,830
2022,2022-09-08,Olamide Zaccheaus,WR,6271,609,819
2022,2022-09-08,Tylan Wallace,WR,7595,,810
2022,2022-09-08,Tyler Badie,RB,8208,1206,798
2022,2022-09-08,Juwan Johnson,TE,7002,575,773
2022,2022-09-08,Jauan Jennings,WR,7049,576,761
2022,2022-09-08,Josh Reynolds,WR,4171,,757
2022,2022-09-08,Charlie Kolar,TE,8127,1254,717
2022,2022-09-08,Nelson Agholor,WR,2325,,684
2022,2022-09-08,Ihmir Smith-Marsette,WR,7559,,670
2022,2022-09-08,Jaelon Darden,WR,7713,,666
2022,2022-09-08,Erik Ezukanma,WR,8114,,635
2022,2022-09-08,Kyle Philips,WR,8171,,630
2022,2022-09-08,Kevin Harris,RB,8174,,628
2022,2022-09-08,Justice Hill,RB,5995,368,612
2022,2022-09-08,Tre'Quan Smith,WR,5026,,585
2022,2022-09-08,Jordan Mason,RB,8408,1330,560
2022,2022-09-08,Hunter Long,TE,7535,,549
2022,2022-09-08,Demarcus Robinson,WR,3286,52,538
2022,2022-09-08,Scotty Miller,WR,6290,,532
2022,2022-09-08,Taylor Heinicke,QB,2711,,503
2022,2022-09-08,Kylen Granson,TE,7602,,502
2022,2022-09-08,John Bates,TE,7716,,492
2022,2022-09-08,Deonte Harty,WR,6234,,489
2022,2022-09-08,Trayveon Williams,RB,6144,,488
2022,2022-09-08,Ty Johnson,RB,6039,6,462
2022,2022-09-08,Taysom Hill,TE,4381,,460
2022,2022-09-08,Salvon Ahmed,RB,6918,,458
2022,2022-09-08,Ian Thomas,TE,4995,,453
2022,2022-09-08,Drew Sample,TE,6001,,422
2022,2022-09-08,Bailey Zappe,QB,8157,,413
2022,2022-09-08,Tyrod Taylor,QB,827,647,391
2022,2022-09-08,Mike White,QB,5089,,366
2022,2022-09-08,Greg Dortch,WR,5970,10,354
2022,2022-09-08,Mason Rudolph,QB,4972,110,349
2022,2022-09-08,Zonovan Knight,RB,8122,,339
2022,2022-09-08,Will Dissly,TE,5010,,332
2022,2022-09-08,Kalif Raymond,WR,3634,822,319
2022,2022-09-08,Jamal Agnew,WR,4198,,297
2022,2022-09-08,Lil'Jordan Humphrey,WR,5938,177,169
2022,2022-09-08,Josh Oliver,TE,5973,,148
2022,2022-09-08,David Moore,WR,4274,,116
2022,2022-09-08,Andrew Ogletree,TE,8489,,0
2022,2022-09-08,Ben Skowronek,WR,7757,,0
2022,2022-09-08,Bo Melton,WR,8204,1244,0
2022,2022-09-08,Brandon Powell,WR,5695,,0
2022,2022-09-08,Brock Purdy,QB,8183,1214,0
2022,2022-09-08,Brock Wright,TE,7891,1162,0
2022,2022-09-08,Colby Parkinson,TE,6865,565,0
2022,2022-09-08,Cole Turner,TE,8214,,0
2022,2022-09-08,Craig Reynolds,RB,6659,,0
2022,2022-09-08,Deon Jackson,RB,7551,,0
2022,2022-09-08,Deven Thompkins,WR,8253,,0
2022,2022-09-08,Durham Smythe,TE,5008,,0
2022,2022-09-08,Gary Brightwell,RB,7529,,0
2022,2022-09-08,Grant Calcaterra,TE,8177,1263,0
2022,2022-09-08,Isaiah Hodgins,WR,6920,561,0
2022,2022-09-08,Jake Browning,QB,6111,,0
2022,2022-09-08,Jalen Nailor,WR,8180,1245,0
2022,2022-09-08,Jarrett Stidham,QB,6136,,0
2022,2022-09-08,Joe Flacco,QB,19,722,0
2022,2022-09-08,Joshua Dobbs,QB,4179,,0
2022,2022-09-08,Julius Chestnut,RB,8254,1325,0
2022,2022-09-08,Justin Watson,WR,5374,,0
2022,2022-09-08,KaVontae Turpin,WR,8917,1336,0
2022,2022-09-08,Malik Davis,RB,8800,1197,0
2022,2022-09-08,Nick Mullens,QB,4464,,0
2022,2022-09-08,Noah Brown,WR,4234,,0
2022,2022-09-08,Peyton Hendershot,TE,8197,,0
2022,2022-09-08,Raheem Blackshear,RB,8255,,0
2022,2022-09-08,Richie James,WR,5137,,0
2022,2022-09-08,Rico Dowdle,RB,7021,555,0
2022,2022-09-08,Ronnie Rivers,RB,8195,,0
2022,2022-09-08,Samori Toure,WR,8235,,0
2022,2022-09-08,Tanner Hudson,TE,5409,,0
2022,2022-09-08,Teagan Quitoriano,TE,8227,,0
2022,2022-09-08,Trenton Irwin,WR,6598,,0
2023,2023-09-07,Patrick Mahomes,QB,4046,272,9999
2023,2023-09-07,Justin Jefferson,WR,6794,542,9948
2023,2023-09-07,Josh Allen,QB,4984,365,9756
2023,2023-09-07,Jalen Hurts,QB,6904,595,9626
2023,2023-09-07,Ja'Marr Chase,WR,7564,1004,9018
2023,2023-09-07,Joe Burrow,QB,6770,601,8866
2023,2023-09-07,Justin Herbert,QB,6797,599,8490
2023,2023-09-07,Bijan Robinson,RB,9509,1414,7996
2023,2023-09-07,Lamar Jackson,QB,4881,372,7944
2023,2023-09-07,Trevor Lawrence,QB,7523,1094,7890
2023,2023-09-07,Garrett Wilson,WR,8146,1270,7649
2023,2023-09-07,CeeDee Lamb,WR,6786,546,7441
2023,2023-09-07,Justin Fields,QB,7591,1015,7128
2023,2023-09-07,Amon-Ra St. Brown,WR,7547,1010,7059
2023,2023-09-07,Jaylen Waddle,WR,7526,1007,6915
2023,2023-09-07,A.J. Brown,WR,5859,217,6885
2023,2023-09-07,Chris Olave,WR,8144,1271,6774
2023,2023-09-07,Christian McCaffrey,RB,4034,283,6612
2023,2023-09-07,Jahmyr Gibbs,RB,9221,1415,6403
2023,2023-09-07,Anthony Richardson,QB,9229,1405,6401
2023,2023-09-07,Travis Kelce,TE,1466,264,6359
2023,2023-09-07,DeVonta Smith,WR,7525,1005,6336
2023,2023-09-07,Mark Andrews,TE,5012,366,6317
2023,2023-09-07,Tyreek Hill,WR,3321,286,6311
2023,2023-09-07,Breece Hall,RB,8155,1224,6064
2023,2023-09-07,Jaxon Smith-Njigba,WR,9488,1437,5934
2023,2023-09-07,Saquon Barkley,RB,4866,1,5908
2023,2023-09-07,Kyle Pitts,TE,7553,1051,5842
2023,2023-09-07,Drake London,WR,8112,1268,5723
2023,2023-09-07,Bryce Young,QB,9228,1456,5701
2023,2023-09-07,Tee Higgins,WR,6801,543,5672
2023,2023-09-07,Stefon Diggs,WR,2449,262,5625
2023,2023-09-07,T.J. Hockenson,TE,5844,247,5568
2023,2023-09-07,Nick Chubb,RB,4988,,5561
2023,2023-09-07,DK Metcalf,WR,5846,224,5560
2023,2023-09-07,Tony Pollard,RB,5967,344,5541
2023,2023-09-07,Tua Tagovailoa,QB,6768,600,5438
2023,2023-09-07,Josh Jacobs,RB,5850,303,5385
2023,2023-09-07,Jonathan Taylor,RB,6813,634,5301
2023,2023-09-07,Travis Etienne,RB,7543,1030,5280
2023,2023-09-07,Austin Ekeler,RB,4663,,5260
2023,2023-09-07,C.J. Stroud,QB,9758,1403,5227
2023,2023-09-07,Deshaun Watson,QB,4017,261,5169
2023,2023-09-07,Jordan Addison,WR,9756,1420,5132
2023,2023-09-07,Davante Adams,WR,2133,277,5120
2023,2023-09-07,Daniel Jones,QB,5870,87,5042
2023,2023-09-07,Kenneth Walker III,RB,8151,1227,5030
2023,2023-09-07,Christian Watson,WR,8167,1248,4980
2023,2023-09-07,Kyler Murray,QB,5849,379,4911
2023,2023-09-07,Jahan Dotson,WR,8119,1272,4900
2023,2023-09-07,Brandon Aiyuk,WR,6803,538,4891
2023,2023-09-07,Calvin Ridley,WR,4981,293,4850
2023,2023-09-07,Cooper Kupp,WR,4039,310,4845
2023,2023-09-07,Dak Prescott,QB,3294,371,4820
2023,2023-09-07,Zay Flowers,WR,9997,1443,4816
2023,2023-09-07,Rhamondre Stevenson,RB,7611,1036,4747
2023,2023-09-07,D.J. Moore,WR,4983,304,4719
2023,2023-09-07,George Pickens,WR,8137,1279,4719
2023,2023-09-07,Kenny Pickett,QB,8160,1208,4690
2023,2023-09-07,Dalton Kincaid,TE,10236,1428,4629
2023,2023-09-07,Javonte Williams,RB,7588,1033,4554
2023,2023-09-07,Quentin Johnston,WR,9754,1441,4518
2023,2023-09-07,Najee Harris,RB,7528,1031,4466
2023,2023-09-07,Jordan Love,QB,6804,596,4452
2023,2023-09-07,Dameon Pierce,RB,8129,1207,4331
2023,2023-09-07,George Kittle,TE,4217,298,4312
2023,2023-09-07,Deebo Samuel,WR,5872,383,4258
2023,2023-09-07,Jerry Jeudy,WR,6783,545,4225
2023,2023-09-07,Derrick Henry,RB,3198,296,4169
2023,2023-09-07,Dallas Goedert,TE,5022,382,4096
2023,2023-09-07,Terry McLaurin,WR,5927,328,4067
2023,2023-09-07,Jared Goff,QB,3163,388,4061
2023,2023-09-07,Diontae Johnson,WR,5937,,4042
2023,2023-09-07,Darren Waller,TE,2505,349,4028
2023,2023-09-07,Sam LaPorta,TE,10859,1429,4027
2023,2023-09-07,James Cook,RB,8138,1231,4017
2023,2023-09-07,Pat Freiermuth,TE,7600,1053,4016
2023,2023-09-07,Brock Purdy,QB,8183,1214,3994
2023,2023-09-07,Treylon Burks,WR,8135,1269,3984
2023,2023-09-07,J.K. Dobbins,RB,6806,636,3963
2023,2023-09-07,Chris Godwin,WR,4037,299,3962
2023,2023-09-07,Michael Pittman,WR,6819,536,3856
2023,2023-09-07,Zach Charbonnet,RB,9753,1384,3844
2023,2023-09-07,Amari Cooper,WR,2309,,3841
2023,2023-09-07,Joe Mixon,RB,4018,273,3799
2023,2023-09-07,Jameson Williams,WR,8148,1273,3795
2023,2023-09-07,Christian Kirk,WR,4950,221,3790
2023,2023-09-07,Sam Howell,QB,8162,1209,3743
2023,2023-09-07,Rachaad White,RB,8136,1180,3732
2023,2023-09-07,Geno Smith,QB,1373,671,3706
2023,2023-09-07,Kirk Cousins,QB,1166,396,3662
2023,2023-09-07,Alexander Mattison,RB,5987,326,3612
2023,2023-09-07,Miles Sanders,RB,6151,,3606
2023,2023-09-07,Aaron Jones,RB,4199,301,3601
2023,2023-09-07,Marquise Brown,WR,5848,311,3532
2023,2023-09-07,Cam Akers,RB,6938,,3498
2023,2023-09-07,Isiah Pacheco,RB,8205,1266,3496
2023,2023-09-07,Michael Mayer,TE,9482,1427,3444
2023,2023-09-07,Keenan Allen,WR,1479,265,3441
2023,2023-09-07,D'Andre Swift,RB,6790,639,3429
2023,2023-09-07,Aaron Rodgers,QB,96,235,3373
2023,2023-09-07,Skyy Moore,WR,8168,1283,3354
2023,2023-09-07,Marvin Mims,WR,9494,1442,3348
2023,2023-09-07,Evan Engram,TE,4066,229,3304
2023,2023-09-07,Elijah Moore,WR,7596,1012,3284
2023,2023-09-07,Mike Williams,WR,4068,,3268
2023,2023-09-07,Derek Carr,QB,2028,,3267
2023,2023-09-07,De'Von Achane,RB,9226,1398,3240
2023,2023-09-07,Mike Evans,WR,2216,275,3227
2023,2023-09-07,Khalil Herbert,RB,7608,,3218
2023,2023-09-07,David Montgomery,RB,5892,288,3214
2023,2023-09-07,Jonathan Mingo,WR,10225,1450,3177
2023,2023-09-07,Russell Wilson,QB,1234,,3165
2023,2023-09-07,Alvin Kamara,RB,4035,282,3148
2023,2023-09-07,Tank Bigsby,RB,9225,1401,3141
2023,2023-09-07,Brian Robinson,RB,8154,1232,3135
2023,2023-09-07,David Njoku,TE,4033,252,3117
2023,2023-09-07,Tyler Lockett,WR,2374,,3113
2023,2023-09-07,Kendre Miller,RB,9757,1386,3108
2023,2023-09-07,Desmond Ridder,QB,8159,,3064
2023,2023-09-07,Antonio Gibson,RB,6945,,3059
2023,2023-09-07,Luke Musgrave,TE,9481,1430,3052
2023,2023-09-07,Gabriel Davis,WR,6943,533,3018
2023,2023-09-07,Rashod Bateman,WR,7571,1070,3014
2023,2023-09-07,DeAndre Hopkins,WR,1426,,3010
2023,2023-09-07,Mac Jones,QB,7527,1018,2997
2023,2023-09-07,Cole Kmet,TE,6826,569,2947
2023,2023-09-07,Jaylen Warren,RB,8228,1201,2921
2023,2023-09-07,James Conner,RB,4137,268,2895
2023,2023-09-07,AJ Dillon,RB,6828,631,2884
2023,2023-09-07,Greg Dulcich,TE,8172,1256,2875
2023,2023-09-07,Romeo Doubs,WR,8121,1238,2863
2023,2023-09-07,Roschon Johnson,RB,10235,1390,2829
2023,2023-09-07,Chigoziem Okonkwo,TE,8210,1320,2821
2023,2023-09-07,Tyjae Spears,RB,9508,1417,2766
2023,2023-09-07,Jalin Hyatt,WR,9497,1399,2754
2023,2023-09-07,Kadarius Toney,WR,7606,,2711
2023,2023-09-07,Rashee Rice,WR,10229,1447,2695
2023,2023-09-07,Courtland Sutton,WR,5045,226,2686
2023,2023-09-07,Jayden Reed,WR,10222,1419,2661
2023,2023-09-07,Dalvin Cook,RB,4029,,2650
2023,2023-09-07,Nico Collins,WR,7569,1040,2589
2023,2023-09-07,Dalton Schultz,TE,5001,487,2514
2023,2023-09-07,Josh Downs,WR,9500,1440,2505
2023,2023-09-07,Brandin Cooks,WR,2197,,2469
2023,2023-09-07,Jake Ferguson,TE,8110,1258,2468
2023,2023-09-07,Tyler Allgeier,RB,8132,1228,2459
2023,2023-09-07,Isaiah Likely,TE,8131,1257,2444
2023,2023-09-07,Juwan Johnson,TE,7002,575,2385
