rank,name,team,position,tier,sleeper_id
627,Evan Hull,ARI,RB,14,9220
628,Lew Nichols III,PIT,RB,14,9510
629,Johnny Mundt,PHI,TE,14,4314
630,Zay Jones,FA,WR,14,4080
631,Ronnie Bell,NO,WR,14,10221
632,Teagan Quitoriano,ARI,TE,14,8227
633,Lucas Krull,DEN,TE,14,8249
634,Jamal Haynes,CIN,RB,14,13946
635,Quez Watkins,PHI,WR,14,6927
636,Gus Edwards,FA,RB,14,5248
637,Chris Manhertz,NYG,TE,14,3048
638,Davon Booth,CLE,RB,14,13339
639,Joel Wilson,TEN,TE,14,11113
640,Drew Ogletree,IND,TE,14,8489
641,Patrick Taylor Jr.,SF,RB,14,6963
642,CJ Dippre,NE,TE,14,12984
643,Barion Brown,NO,WR,14,13533
644,Michael Bandy,DEN,WR,14,8076
645,Josh Cameron,JAC,WR,14,13394
646,Ko Kieft,TB,TE,14,8484
647,Brayden Willis,SF,TE,14,10224
648,Terion Stewart,KC,RB,14,13780
649,Gavin Bartholomew,MIN,TE,14,12700
650,Brevin Jordan,HOU,TE,14,7568
651,Skyy Moore,GB,WR,14,8168
652,Royce Freeman,FA,RB,14,5046
653,Clyde Edwards-Helaire,FA,RB,14,6820
654,Carsen Ryan,CLE,TE,14,13580
655,Cole Turner,MIA,TE,14,8214
656,Jake Briningstool,KC,TE,14,12817
657,Xavier Weaver,ARI,WR,14,11921
658,CJ Donaldson,NO,RB,14,13277
659,Myles Gaskin,FA,RB,14,5980
660,Hunter Long,JAC,TE,14,7535
661,James Mitchell,CAR,TE,14,8170
662,Arian Smith,NYJ,WR,14,12539
663,Julius Chestnut,TEN,RB,14,8254
664,Michael Briscoe,MIN,WR,14,13890
665,Blake Whiteheart,CLE,TE,14,11201
666,DeeJay Dallas,JAC,RB,14,6931
667,Michael Wortham,JAC,WR,14,13645
668,Josh Williams,TB,RB,14,12787
669,Quintin Morris,JAC,TE,14,7536
670,Jeff Wilson Jr.,FA,RB,14,5284
671,Ulysses Bentley IV,IND,RB,14,12826
672,Amar Johnson,LAC,RB,15,12928
673,Emmanuel Henderson Jr.,SEA,WR,15,13313
674,Trayveon Williams,FA,RB,15,6144
675,Justin Watson,HOU,WR,15,5374
676,Dare Ogunbowale,LV,RB,15,4718
677,Mason Tipton,NO,WR,15,11895
678,Darrynton Evans,FA,RB,15,7064
679,Devin Duvernay,ARI,WR,15,6847
680,Dante Miller,NYG,RB,15,11654
681,Tyrion Davis-Price,FA,RB,15,8211
682,Carson Steele,PHI,RB,15,11582
683,D'Onta Foreman,FA,RB,15,4111
684,Kentrel Bullock,CIN,RB,15,13436
685,Eric Gray,NYG,RB,15,10223
686,Chris Myarick,LV,TE,15,6529
687,Carlos Washington Jr.,MIA,RB,15,11186
688,Jonathan Mingo,DAL,WR,15,10225
689,Hassan Haskins,LAC,RB,15,8123
690,Isaiah Hodgins,NYG,WR,15,6920
691,Joshua Pitsenberger,HOU,RB,15,13923
692,Josiah Deguara,SF,TE,15,7050
693,Coleman Bennett,CHI,RB,15,13844
694,Gary Brightwell,CIN,RB,15,7529
695,Kameron Johnson,TB,WR,15,11994
696,Kene Nwangwu,NYJ,RB,15,7720
697,Braxton Berrios,NYG,WR,15,5121
698,Anthony Hankerson,FA,RB,15,13328
699,David Moore,CAR,WR,15,4274
700,Tyler Johnson,DAL,WR,15,6960
701,Cody Schrader,DEN,RB,15,11644
702,Pharaoh Brown,IND,TE,15,4443
703,Jalen Brooks,ARI,WR,15,11034
704,Nikko Remigio,KC,WR,15,11320
705,Anthony Smith,DAL,WR,15,13582
706,Ricky White III,SEA,WR,15,12475
707,Lewis Bond,HOU,WR,15,13541
708,Gabe Davis,FA,WR,15,6943
709,Damon Bankston,NYG,RB,15,13949
710,Darius Cooper,PHI,WR,15,13150
711,Bryce Oliver,TEN,WR,15,11959
712,Nick Vannett,SEA,TE,15,3258
713,Gage Larvadain,CLE,WR,15,13101
714,Charlie Jones,CIN,WR,15,10228
715,Tom Kennedy,DET,WR,15,6588
716,Shedrick Jackson,LV,WR,15,11257
717,Eli Pancol,IND,WR,15,12909
718,TJ Harden,SEA,RB,15,13750
719,Jason Brownlee,KC,WR,15,11311
720,Jalin Hyatt,NYG,WR,15,9497
721,Tylan Wallace,CLE,WR,15,7595
722,Isaiah Neyor,GB,WR,15,13074
723,Omari Kelly,CHI,WR,15,13941
724,Nick Nash,WAS,WR,15,12478
725,Andrew Armstrong,KC,WR,15,12863
726,Jeff Caldwell,KC,WR,15,13392
727,Jordan Mims,FA,RB,15,11378
728,Luke Grimm,LAC,WR,15,12803
729,JP Richardson,CHI,WR,15,12746
730,Brennan Presley,LAR,WR,15,13011
731,Laquon Treadwell,IND,WR,15,3155
732,Jordan Moore,CIN,WR,15,12761
733,Tru Edwards,LAR,WR,15,13003
734,Raylen Sharpe,IND,WR,15,13783
735,LaJohntay Wester,BAL,WR,15,12699
736,Donaven McCulley,MIA,WR,15,13409
737,Jamaal Pritchett,NYJ,WR,15,12925
738,Vinny Anthony II,ATL,WR,15,13343
739,Jacob De Jesus,KC,WR,15,13904
740,Josh Kelly,HOU,WR,15,12848
741,Jackson Meeks,DET,WR,15,12938
742,Brycen Tremayne,CAR,WR,15,11157
743,Cody White,SEA,WR,15,7039
744,Jaden Bradley,WAS,WR,15,13760
745,Le'Meke Brockington,FA,WR,15,13975
746,Traeshon Holden,DAL,WR,15,12849
747,Tyrell Shavers,BUF,WR,15,11377
748,Malachi Corley,CLE,WR,15,11617
749,Jimmy Holiday,KC,WR,16,13173
750,Dane Key,DEN,WR,16,13336
751,Britain Covey,PHI,WR,16,8414
752,Hakeem Butler,DEN,WR,16,5886
753,Stephen Gosnell,BUF,WR,16,12756
754,Mason Kinsey,TEN,WR,16,7436
755,Kaden Prather,GB,WR,16,12721
756,Camden Brown,DAL,WR,16,13726
757,Sahmir Hagans,IND,WR,16,13929
758,Nick DeGennaro,NE,WR,16,13963
759,Eric Rivers Jr.,TB,WR,16,13316
760,Keelan Marion,ATL,WR,16,13973
761,Tejhaun Palmer,NE,WR,16,11802
762,Luke Floriea,CLE,WR,16,13189
763,Mario Williams,LAR,WR,16,13001
764,Johnny Wilson,PHI,WR,16,11636
765,Devonte Ross,LAC,WR,16,13632
766,Hank Beatty,TEN,WR,16,13776
767,Cameron Dorner,NE,WR,16,13962
768,Noah Thomas,CIN,WR,16,13318
769,Cornelius Johnson,BAL,WR,16,11815
770,Omari Evans,KC,WR,16,13905
771,E.J. Horton Jr.,IND,WR,16,13931
772,Dennis Houston,TB,WR,16,8801
773,Lance McCutcheon,TEN,WR,16,8745
774,Sederrick Cunningham,FA,WR,16,
775,Simi Fehoko,ARI,WR,16,7812
776,Kyle Dixon,NE,WR,16,13830
777,Kole Wilson,CLE,WR,16,13749
778,Kyron Hudson,CHI,WR,16,14031
779,E.J. Williams Jr.,LV,WR,16,13805
780,Danny Gray,PHI,WR,16,8176
781,Xavier Guillory,BAL,WR,16,13042
782,Caullin Lacy,NYJ,WR,16,13826
783,Trent Sherfield Sr.,BUF,WR,16,5154
784,Junior Bergen,SF,WR,16,12743
785,Jordan Hudson,DAL,WR,16,13325
786,Phillip Dorsett II,LV,WR,16,2334
787,Kobe Prentice,NE,WR,16,13708
788,Irv Charles,SEA,WR,16,8861
789,Xavier Gipson,NYG,WR,16,11306
790,Sincere Brown,LAC,WR,16,13604
791,Dean Patterson,TB,WR,16,14020
792,Malik Turner,SF,WR,16,5781
793,Chris Hilton Jr.,GB,WR,16,13674
794,Harrison Wallace III,ARI,WR,16,13670
795,AJ Henning,MIA,WR,16,12865
796,Xavier Loyd,KC,WR,16,13916
797,Cortez Braham Jr.,BAL,WR,16,13849
798,Rashad Rochelle,SEA,WR,16,14037
799,DT Sheffield,NYJ,WR,16,13326
800,Mante Morrow,FA,WR,16,14039
801,Bryson Green,ARI,WR,16,12799
802,Malik McClain,NYJ,WR,16,13825
803,Octavian Smith Jr.,BAL,WR,16,13850
804,Ihmir Smith-Marsette,ARI,WR,16,7559
805,Treyvhon Saunders,HOU,WR,16,13862
806,Tyren Montgomery,TEN,WR,16,13600
807,Cameron Ross,DEN,WR,16,13744
808,Kolbe Katsis,DEN,WR,16,13981
809,Daniel Sobkowicz,HOU,WR,16,13861
810,Dalen Cambre,NYG,WR,16,12888
811,Wesley Grimes,SF,WR,16,13663
812,Ja'Mori Maclin,BUF,WR,16,13696
813,Trey Palmer,NO,WR,16,9492
814,Samori Toure,PHI,WR,16,8235
815,Max Tomczak,BUF,WR,16,13698
816,Courtney Jackson,TEN,WR,16,12772
817,Brock Rechsteiner,NO,WR,16,14034
818,KhaDarel Hodge,SF,WR,16,5773
819,Trenton Irwin,SF,WR,16,6598
