season,pos_a,pos_b,pair_key,player_a,player_b,player_id_a,player_id_b,value_a,value_b,value_gap,hvorp_a,hvorp_b,delta
2021,QB,WR,QB_vs_WR,Sam Darnold,Darnell Mooney,4943,7090,3497,3639,-142,142.6,126.1,16.5
2021,QB,WR,QB_vs_WR,Sam Darnold,Tyler Boyd,4943,3225,3497,3637,-140,142.6,116.8,25.8
2021,QB,WR,QB_vs_WR,Sam Darnold,Michael Pittman,4943,6819,3497,3602,-105,142.6,136.2,6.4
2021,QB,WR,QB_vs_WR,Sam Darnold,D.J. Chark,4943,4951,3497,3435,62,142.6,27.4,115.2
2021,QB,WR,QB_vs_WR,Sam Darnold,Michael Gallup,4943,5038,3497,3433,64,142.6,56.5,86.1
2021,QB,WR,QB_vs_WR,Sam Darnold,Marquez Callaway,4943,6989,3497,3364,133,142.6,105.8,36.8
2021,QB,WR,QB_vs_WR,Sam Darnold,Curtis Samuel,4943,4082,3497,3336,161,142.6,3.8,138.8
2021,QB,WR,QB_vs_WR,Sam Darnold,Jakobi Meyers,4943,5947,3497,3318,179,142.6,98.3,44.3
2021,QB,WR,QB_vs_WR,Kirk Cousins,D.J. Chark,1166,4951,3272,3435,-163,278.4,27.4,251
2021,QB,WR,QB_vs_WR,Kirk Cousins,Michael Gallup,1166,5038,3272,3433,-161,278.4,56.5,221.9
2021,QB,WR,QB_vs_WR,Kirk Cousins,Marquez Callaway,1166,6989,3272,3364,-92,278.4,105.8,172.6
2021,QB,WR,QB_vs_WR,Kirk Cousins,Curtis Samuel,1166,4082,3272,3336,-64,278.4,3.8,274.6
2021,QB,WR,QB_vs_WR,Kirk Cousins,Jakobi Meyers,1166,5947,3272,3318,-46,278.4,98.3,180.1
2021,QB,WR,QB_vs_WR,Kirk Cousins,Odell Beckham,1166,2078,3272,3278,-6,278.4,83.3,195.1
2021,QB,WR,QB_vs_WR,Kirk Cousins,Adam Thielen,1166,1689,3272,3251,21,278.4,132.8,145.6
2021,QB,WR,QB_vs_WR,Kirk Cousins,Brandin Cooks,1166,2197,3272,3228,44,278.4,139.2,139.2
2021,QB,WR,QB_vs_WR,Kirk Cousins,Mike Williams,1166,4068,3272,3099,173,278.4,152.7,125.7
2021,QB,WR,QB_vs_WR,Derek Carr,D.J. Chark,2028,4951,3261,3435,-174,241.6,27.4,214.2
2021,QB,WR,QB_vs_WR,Derek Carr,Michael Gallup,2028,5038,3261,3433,-172,241.6,56.5,185.1
2021,QB,WR,QB_vs_WR,Derek Carr,Marquez Callaway,2028,6989,3261,3364,-103,241.6,105.8,135.8
2021,QB,WR,QB_vs_WR,Derek Carr,Curtis Samuel,2028,4082,3261,3336,-75,241.6,3.8,237.8
2021,QB,WR,QB_vs_WR,Derek Carr,Jakobi Meyers,2028,5947,3261,3318,-57,241.6,98.3,143.3
2021,QB,WR,QB_vs_WR,Derek Carr,Odell Beckham,2028,2078,3261,3278,-17,241.6,83.3,158.3
2021,QB,WR,QB_vs_WR,Derek Carr,Adam Thielen,2028,1689,3261,3251,10,241.6,132.8,108.8
2021,QB,WR,QB_vs_WR,Derek Carr,Brandin Cooks,2028,2197,3261,3228,33,241.6,139.2,102.4
2021,QB,WR,QB_vs_WR,Derek Carr,Mike Williams,2028,4068,3261,3099,162,241.6,152.7,88.9
2021,QB,WR,QB_vs_WR,Jordan Love,Jakobi Meyers,6804,5947,3127,3318,-191,13.9,98.3,-84.4
2021,QB,WR,QB_vs_WR,Jordan Love,Odell Beckham,6804,2078,3127,3278,-151,13.9,83.3,-69.4
2021,QB,WR,QB_vs_WR,Jordan Love,Adam Thielen,6804,1689,3127,3251,-124,13.9,132.8,-118.9
2021,QB,WR,QB_vs_WR,Jordan Love,Brandin Cooks,6804,2197,3127,3228,-101,13.9,139.2,-125.3
2021,QB,WR,QB_vs_WR,Jordan Love,Mike Williams,6804,4068,3127,3099,28,13.9,152.7,-138.8
2021,QB,WR,QB_vs_WR,Jordan Love,Marquise Brown,6804,5848,3127,3006,121,13.9,132.6,-118.7
2021,QB,WR,QB_vs_WR,Daniel Jones,Brandin Cooks,5870,2197,3037,3228,-191,166.5,139.2,27.3
2021,QB,WR,QB_vs_WR,Daniel Jones,Mike Williams,5870,4068,3037,3099,-62,166.5,152.7,13.8
2021,QB,WR,QB_vs_WR,Daniel Jones,Marquise Brown,5870,5848,3037,3006,31,166.5,132.6,33.9
2021,QB,WR,QB_vs_WR,Daniel Jones,Gabriel Davis,5870,6943,3037,2855,182,166.5,87,79.5
2021,QB,WR,QB_vs_WR,Daniel Jones,Amon-Ra St. Brown,5870,7547,3037,2848,189,166.5,119.2,47.3
2021,QB,WR,QB_vs_WR,Jared Goff,Mike Williams,3163,4068,2945,3099,-154,177,152.7,24.3
2021,QB,WR,QB_vs_WR,Jared Goff,Marquise Brown,3163,5848,2945,3006,-61,177,132.6,44.4
2021,QB,WR,QB_vs_WR,Jared Goff,Gabriel Davis,3163,6943,2945,2855,90,177,87,90
2021,QB,WR,QB_vs_WR,Jared Goff,Amon-Ra St. Brown,3163,7547,2945,2848,97,177,119.2,57.8
2021,QB,WR,QB_vs_WR,Jared Goff,Dyami Brown,3163,7587,2945,2831,114,177,16.1,160.9
2021,QB,WR,QB_vs_WR,Jimmy Garoppolo,KJ Hamler,1837,6805,1763,1945,-182,214.8,7.4,207.4
2021,QB,WR,QB_vs_WR,Jimmy Garoppolo,Donovan Peoples-Jones,1837,6824,1763,1771,-8,214.8,71.9,142.9
2021,QB,WR,QB_vs_WR,Jimmy Garoppolo,Denzel Mims,1837,6849,1763,1680,83,214.8,13.3,201.5
2021,QB,WR,QB_vs_WR,Jimmy Garoppolo,Christian Kirk,1837,4950,1763,1585,178,214.8,126.3,88.5
2021,QB,WR,QB_vs_WR,Jimmy Garoppolo,Quez Watkins,1837,6927,1763,1571,192,214.8,58.6,156.2
2021,QB,WR,QB_vs_WR,Drew Lock,Van Jefferson,5854,6853,1323,1518,-195,28.9,115.1,-86.2
2021,QB,WR,QB_vs_WR,Drew Lock,Nelson Agholor,5854,2325,1323,1508,-185,28.9,64.1,-35.2
