year,ktc_snapshot_date,name,position,team,ktc_value,ktc_pos_rank,adp_stack_rank,adp_eff_rank,bb_avg_adp,adp_avg,competitor_adjusted_value,redraft_value_index,rebuilder_adjusted_value,rebuild_value_index,adp_synthetic,adp_source
2023,2023-09-07,Joshua Dobbs,QB,,1057,44,37,37.23,285.0,285.0,1377,1.3027,878,0.8307,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Chris Rodriguez,RB,,1055,79,100,99.76,324.0,333.8,507,0.4806,1360,1.2891,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jalen Tolbert,WR,,1048,100,93,93.26,220.3,220.3,1209,1.1536,958,0.9141,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Richie James,WR,,1046,101,78,77.94,189.0,181.7,1720,1.6444,413,0.3948,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Pierre Strong Jr.,RB,,1034,80,83,83.01,266.5,284.5,762,0.7369,1220,1.1799,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Hayden Hurst,TE,,1031,39,29,28.8,200.5,200.5,1748,1.6954,596,0.5781,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Tutu Atwell,WR,,1014,102,113,112.68,266.0,266.0,823,0.8116,1139,1.1233,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Dyami Brown,WR,,996,103,117,116.6,290.0,290.0,736,0.739,1168,1.1727,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Tyler Huntley,QB,,979,45,56,55.94,365.0,365.0,493,0.5036,1276,1.3034,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Demario Douglas,WR,,954,104,120,120.2,298.0,298.0,667,0.6992,1150,1.2055,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,David Bell,WR,,942,105,152,152.13,362.0,362.0,346,0.3673,1437,1.5255,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,DeVante Parker,WR,,940,106,90,89.97,213.0,203.7,1306,1.3894,675,0.7181,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Cole Turner,TE,,931,40,39,38.76,263.5,263.5,1194,1.2825,793,0.8518,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Kendrick Bourne,WR,,928,107,110,109.73,258.0,258.0,908,0.9784,945,1.0183,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Tyler Scott,WR,,920,108,118,117.76,291.0,291.0,718,0.7804,1082,1.1761,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Albert Okwuegbunam,TE,,904,41,47,45.98,302.0,302.0,894,0.9889,935,1.0343,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Brenton Strange,TE,,904,42,69,69.09,395.0,395.0,382,0.4226,1382,1.5288,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Charlie Jones,WR,,896,109,164,164.0,391.0,391.0,249,0.2779,1418,1.5826,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Brevin Jordan,TE,,882,43,76,79.12,,,130,0.1474,1401,1.5884,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Trayveon Williams,RB,,865,81,85,84.79,295.5,295.5,710,0.8208,970,1.1214,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Gardner Minshew,QB,,857,46,54,54.25,360.5,360.5,557,0.6499,1049,1.224,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Adam Trautman,TE,,848,44,43,42.66,281.0,281.0,1003,1.1828,766,0.9033,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Kenny McIntosh,RB,,846,82,107,106.78,346.0,346.0,320,0.3783,1171,1.3842,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jeremy Ruckert,TE,,845,45,68,67.8,394.5,394.5,370,0.4379,1250,1.4793,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Laviska Shenault,WR,,844,110,131,133.4,314.0,314.0,564,0.6682,1088,1.2891,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Robert Woods,WR,,838,111,105,105.64,229.5,251.6,998,1.1909,750,0.895,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jordan Mason,RB,,829,83,73,72.6,225.0,225.0,1093,1.3185,668,0.8058,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Harrison Bryant,TE,,822,46,76,79.12,,,130,0.1582,1269,1.5438,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Ke'Shawn Vaughn,RB,,821,84,125,125.0,,,260,0.3167,1060,1.2911,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Davis Mills,QB,,819,47,51,51.04,352.0,352.0,640,0.7814,944,1.1526,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Tommy Tremble,TE,,818,47,76,79.12,,,130,0.1589,1312,1.6039,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Foster Moreau,TE,,812,48,67,66.85,390.0,390.0,403,0.4963,1182,1.4557,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jameis Winston,QB,,803,48,55,54.87,362.0,362.0,528,0.6575,987,1.2291,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Elijah Higgins,TE,,801,49,76,79.12,,,130,0.1623,1249,1.5593,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Tyrion Davis-Price,RB,,771,85,104,104.06,341.0,341.0,377,0.489,999,1.2957,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Rakim Jarrett,WR,,765,112,180,175.19,,,323,0.4222,1079,1.4105,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Devin Duvernay,WR,,761,113,134,134.69,320.5,320.5,552,0.7254,955,1.2549,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Brock Wright,TE,,758,50,54,53.78,331.0,331.0,721,0.9512,794,1.0475,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Justice Hill,RB,,754,86,64,65.74,200.0,200.0,1291,1.7122,300,0.3979,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Keaton Mitchell,RB,,751,87,115,119.36,368.0,368.0,336,0.4474,968,1.2889,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Josh Reynolds,WR,,749,114,85,84.92,202.0,192.5,1431,1.9105,0,0.0,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Kyle Philips,WR,,743,115,167,175.06,399.0,399.0,324,0.4361,1091,1.4684,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jacoby Brissett,QB,,737,49,50,50.15,349.5,349.5,657,0.8915,794,1.0773,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jonnu Smith,TE,,709,51,61,60.66,361.5,361.5,508,0.7165,895,1.2623,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Colby Parkinson,TE,,702,52,59,59.24,359.0,359.0,546,0.7778,838,1.1937,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jarrett Stidham,QB,,689,50,63,63.37,415.0,415.0,352,0.5109,911,1.3222,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Taylor Heinicke,QB,,687,51,59,59.88,373.0,373.0,426,0.6201,855,1.2445,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Taysom Hill,TE,,680,53,28,28.13,199.3,199.3,1773,2.6074,0,0.0,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Dontayvion Wicks,WR,,679,116,89,88.93,203.0,203.0,1329,1.9573,0,0.0,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Myles Gaskin,RB,,679,88,76,76.15,252.0,252.0,1005,1.4801,472,0.6951,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Tre Tucker,WR,,673,117,144,144.33,346.0,346.0,448,0.6657,882,1.3105,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Mike White,QB,,670,52,41,40.62,297.5,297.5,1141,1.703,375,0.5597,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Quez Watkins,WR,,667,118,95,94.92,223.0,223.0,1183,1.7736,182,0.2729,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Parker Washington,WR,,666,119,166,174.43,397.0,397.0,329,0.494,937,1.4069,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Cordarrelle Patterson,RB,,659,89,75,74.91,222.0,235.5,1026,1.5569,410,0.6222,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Bailey Zappe,QB,,655,53,49,48.98,344.0,344.0,705,1.0763,628,0.9588,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Kene Nwangwu,RB,,653,90,92,92.82,312.0,312.0,634,0.9709,662,1.0138,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Chase Edmonds,RB,,652,91,80,80.02,268.0,268.0,916,1.4049,489,0.75,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Charlie Kolar,TE,,646,54,72,72.13,411.0,411.0,279,0.4319,957,1.4814,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Peyton Hendershot,TE,,645,55,64,62.79,371.0,371.0,498,0.7721,766,1.1876,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jauan Jennings,WR,,641,120,72,72.3,164.5,164.5,1876,2.9267,0,0.0,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Salvon Ahmed,RB,,635,92,93,92.83,302.0,312.0,634,0.9984,636,1.0016,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Deonte Harty,WR,,630,121,111,110.92,260.5,260.5,883,1.4016,477,0.7571,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,DeWayne McBride,RB,,626,93,84,84.31,295.0,294.2,730,1.1661,565,0.9026,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Boston Scott,RB,,622,94,105,105.0,342.5,342.5,363,0.5836,805,1.2942,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jalen Guyton,WR,,613,122,129,128.6,313.0,313.0,529,0.863,678,1.106,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Noah Brown,WR,,610,123,115,114.98,285.3,285.3,787,1.2902,508,0.8328,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Ben Skowronek,WR,,604,124,150,149.8,357.0,357.0,376,0.6225,770,1.2748,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Isaiah McKenzie,WR,,596,125,146,146.1,349.5,349.5,425,0.7131,719,1.2064,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Julius Chestnut,RB,,585,95,87,87.4,302.0,302.0,643,1.0991,552,0.9436,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Austin Hooper,TE,,564,56,51,51.36,325.5,325.5,799,1.4167,437,0.7748,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Hassan Haskins,RB,,553,96,125,125.0,,,260,0.4702,724,1.3092,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Justin Shorter,WR,,553,126,171,175.1,406.0,406.0,324,0.5859,733,1.3255,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Cedrick Wilson,WR,,545,127,86,86.08,197.0,197.0,1395,2.5596,0,0.0,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,DeeJay Dallas,RB,,534,97,89,91.24,305.0,305.0,593,1.1105,502,0.9401,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Drew Lock,QB,,531,54,67,65.81,421.0,421.0,283,0.533,728,1.371,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,D'Ernest Johnson,RB,,514,98,111,110.76,354.5,354.5,272,0.5292,696,1.3541,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Deneric Prince,RB,,511,99,99,99.34,333.0,333.0,514,1.0059,509,0.9961,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Nick Westbrook-Ikhine,WR,,509,128,139,138.8,328.5,328.5,500,0.9823,530,1.0413,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Nyheim Hines,RB,,507,100,125,125.0,,,260,0.5128,637,1.2564,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Donald Parham,TE,,500,57,57,57.27,349.5,349.5,587,1.174,454,0.908,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Ihmir Smith-Marsette,WR,,490,129,162,162.27,389.0,389.0,270,0.551,676,1.3796,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Kylen Granson,TE,,486,58,41,41.37,280.0,280.0,1039,2.1379,76,0.1564,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Zonovan Knight,RB,,482,101,120,119.41,414.0,414.0,336,0.6971,579,1.2012,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Olamide Zaccheaus,WR,,481,130,122,122.13,301.0,301.0,631,1.3119,395,0.8212,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Andrei Iosivas,WR,,477,131,130,133.39,314.0,314.0,564,1.1824,433,0.9078,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Equanimeous St. Brown,WR,,474,132,180,175.19,,,323,0.6814,578,1.2194,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Kalif Raymond,WR,,474,133,125,125.15,307.0,307.0,594,1.2532,405,0.8544,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jake Haener,QB,,473,55,72,72.09,,,327,0.6913,587,1.241,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Will Dissly,TE,,473,59,71,71.19,407.0,407.0,305,0.6448,635,1.3425,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Samori Toure,WR,,469,134,140,139.94,330.0,330.0,480,1.0235,483,1.0299,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Braxton Berrios,WR,,468,135,128,128.4,313.0,313.0,532,1.1368,432,0.9231,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Cameron Latu,TE,,467,60,76,79.12,,,130,0.2784,698,1.4946,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,KJ Hamler,WR,,457,136,180,175.19,,,323,0.7068,603,1.3195,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Raheem Blackshear,RB,,443,102,109,109.18,350.0,353.1,312,0.7043,535,1.2077,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Eno Benjamin,RB,,440,103,125,125.0,,,260,0.5909,521,1.1841,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Danny Gray,WR,,434,137,180,175.19,,,323,0.7442,571,1.3157,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jalen Nailor,WR,,433,138,159,160.88,378.0,378.0,288,0.6651,598,1.3811,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Tre'Quan Smith,WR,,431,139,180,175.19,,,323,0.7494,551,1.2784,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Marcus Mariota,QB,,430,56,62,61.83,390.0,390.0,396,0.9209,468,1.0884,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Mitchell Trubisky,QB,,425,57,72,72.09,,,327,0.7694,518,1.2188,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Hunter Long,TE,,423,61,76,79.12,,,130,0.3073,634,1.4988,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Denzel Mims,WR,,411,140,137,134.72,327.0,327.0,552,1.3431,334,0.8127,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jaren Hall,QB,,411,58,72,72.09,,,327,0.7956,488,1.1873,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Tylan Wallace,WR,,411,141,180,175.19,,,323,0.7859,513,1.2482,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jason Brownlee,WR,,407,142,147,146.82,351.0,351.0,419,1.0295,410,1.0074,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Anthony Schwartz,WR,,403,143,180,175.19,,,323,0.8015,498,1.2357,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Demarcus Robinson,WR,,403,144,96,96.08,224.5,224.5,1161,2.8809,0,0.0,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Gary Brightwell,RB,,392,104,125,125.0,,,260,0.6633,452,1.1531,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Malik Davis,RB,,392,105,101,101.21,337.0,337.0,465,1.1862,353,0.9005,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Marquez Callaway,WR,,389,145,142,141.8,333.0,333.0,467,1.2005,347,0.892,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Erik Ezukanma,WR,,382,146,169,175.08,403.0,403.0,324,0.8482,462,1.2094,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jamal Agnew,WR,,381,147,133,134.68,320.0,320.0,553,1.4514,270,0.7087,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Josh Oliver,TE,,381,62,60,60.24,361.0,361.0,524,1.3753,306,0.8031,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,John Bates,TE,,374,63,76,79.12,,,130,0.3476,597,1.5963,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Craig Reynolds,RB,,358,106,119,119.4,393.0,393.0,336,0.9385,356,0.9944,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Scotty Miller,WR,,358,148,157,159.7,375.5,375.5,303,0.8464,420,1.1732,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Mo Alie-Cox,TE,,354,64,62,61.68,367.5,367.5,472,1.3333,292,0.8249,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Trey Sermon,RB,,346,107,125,125.0,,,260,0.7514,372,1.0751,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Drew Sample,TE,,343,65,73,72.71,413.0,413.0,263,0.7668,437,1.2741,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Bryce Ford-Wheaton,WR,,342,149,180,175.19,,,323,0.9444,389,1.1374,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Kevin Harris,RB,,326,108,125,125.0,,,260,0.7975,345,1.0583,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Teagan Quitoriano,TE,,326,66,76,79.12,,,130,0.3988,488,1.4969,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Nelson Agholor,WR,,323,150,100,99.6,230.0,230.0,1048,3.2446,0,0.0,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,KaVontae Turpin,WR,,322,151,143,142.78,336.0,336.0,462,1.4348,241,0.7484,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,James Robinson,RB,,320,109,90,92.22,311.0,311.0,642,2.0063,80,0.25,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Durham Smythe,TE,,311,67,33,33.31,222.0,222.0,1545,4.9678,0,0.0,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Tyler Johnson,WR,,292,152,149,149.0,356.0,356.0,386,1.3219,242,0.8288,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Max Duggan,QB,,291,59,72,72.09,,,327,1.1237,311,1.0687,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Tyler Badie,RB,,291,110,125,125.0,,,260,0.8935,307,1.055,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Ian Thomas,TE,,278,68,76,79.12,,,130,0.4676,400,1.4388,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Jaelon Darden,WR,,261,153,180,175.19,,,323,1.2375,266,1.0192,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Lil'Jordan Humphrey,WR,,258,154,165,164.73,392.0,392.0,240,0.9302,301,1.1667,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Ty Johnson,RB,,251,111,125,125.0,,,260,1.0359,254,1.012,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Trenton Irwin,WR,,187,155,145,144.83,347.0,347.0,440,2.3529,34,0.1818,,hwang_adjusted_positional_adp_2023
2023,2023-09-07,David Moore,WR,,151,156,180,175.19,,,323,2.1391,93,0.6159,1,hwang_adjusted_positional_adp_2023
2023,2023-09-07,Tim Patrick,WR,,1,157,180,175.19,,,323,323.0,0,0.0,1,hwang_adjusted_positional_adp_2023
2024,2024-09-05,Patrick Mahomes,QB,,9992,1,3,2.72,37.5,37.5,9815,0.9823,10126,1.0134,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Josh Allen,QB,,9975,2,1,1.0,29.3,29.3,10310,1.0336,9801,0.9826,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,CeeDee Lamb,WR,,9796,1,1,1.0,2.0,2.0,9952,1.0159,9715,0.9917,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Justin Jefferson,WR,,9449,2,5,4.9,7.5,7.5,7986,0.8452,10495,1.1107,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,C.J. Stroud,QB,,9304,3,6,6.06,62.8,62.8,8083,0.8688,10204,1.0967,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Amon-Ra St. Brown,WR,,8857,3,3,3.21,5.5,5.5,8493,0.9589,9118,1.0295,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Bijan Robinson,RB,,8695,1,2,1.73,6.0,2.3,8253,0.9492,9012,1.0365,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Lamar Jackson,QB,,8641,4,4,3.86,44.3,44.3,8955,1.0363,8478,0.9811,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Jalen Hurts,QB,,8621,5,2,2.28,36.3,36.3,10074,1.1685,7861,0.9118,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Ja'Marr Chase,WR,,8538,4,4,3.92,6.3,6.3,8244,0.9656,8749,1.0247,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Marvin Harrison Jr.,WR,,8293,5,9,9.11,14.3,14.3,6721,0.8104,9380,1.1311,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Breece Hall,RB,,8273,2,3,3.1,4.8,9.0,7226,0.8734,9022,1.0905,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Caleb Williams,QB,,8226,6,12,12.26,98.8,98.8,6190,0.7525,9659,1.1742,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Sam LaPorta,TE,,7603,1,1,1.0,35.3,35.3,7858,1.0335,7471,0.9826,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Joe Burrow,QB,,7517,7,8,8.19,76.3,76.3,7263,0.9662,7700,1.0243,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Jordan Love,QB,,7370,8,9,8.99,80.0,80.0,7073,0.9597,7582,1.0288,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Jahmyr Gibbs,RB,,7319,3,5,4.85,13.5,13.5,6354,0.8682,8009,1.0943,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Garrett Wilson,WR,,7302,6,7,6.92,10.5,10.5,7079,0.9695,7462,1.0219,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Christian McCaffrey,RB,,7268,4,1,1.0,1.0,1.0,8728,1.2009,6502,0.8946,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Anthony Richardson,QB,,7220,9,5,5.23,58.8,58.8,8480,1.1745,6554,0.9078,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Puka Nacua,WR,,6957,7,8,7.92,12.0,12.0,6863,0.9865,7025,1.0098,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Kyler Murray,QB,,6875,10,7,6.78,65.8,65.8,7675,1.1164,6455,0.9389,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,A.J. Brown,WR,,6867,8,6,6.13,9.5,9.5,7284,1.0607,6650,0.9684,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Jayden Daniels,QB,,6852,11,11,10.87,88.8,88.8,6633,0.968,7009,1.0229,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Malik Nabers,WR,,6844,9,18,17.87,33.0,32.7,5377,0.7857,7854,1.1476,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Tyreek Hill,WR,,6738,10,2,1.83,3.0,3.0,9495,1.4092,5169,0.7671,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Justin Herbert,QB,,6485,12,18,17.66,126.5,126.5,4925,0.7594,7564,1.1664,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Trey McBride,TE,,6233,2,3,3.11,47.3,47.3,6135,0.9843,6307,1.0119,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Drake London,WR,,6088,11,10,9.77,18.3,15.6,6625,1.0882,5809,0.9542,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Jonathan Taylor,RB,,6050,5,6,5.76,11.8,14.6,6078,1.0046,6036,0.9977,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Jaylen Waddle,WR,,5988,12,15,14.76,28.8,24.1,5788,0.9666,6137,1.0249,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Dalton Kincaid,TE,,5985,3,4,4.36,52.5,52.5,5655,0.9449,6225,1.0401,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Trevor Lawrence,QB,,5963,13,16,15.76,111.0,111.0,5314,0.8912,6424,1.0773,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,De'Von Achane,RB,,5905,6,8,7.98,19.0,22.5,5464,0.9253,6225,1.0542,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Chris Olave,WR,,5834,13,14,14.36,24.0,24.0,5833,0.9998,5836,1.0003,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Brandon Aiyuk,WR,,5809,14,17,17.39,32.8,32.6,5496,0.9461,6039,1.0396,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Nico Collins,WR,,5769,15,11,11.21,20.3,20.3,6178,1.0709,5553,0.9626,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Brock Bowers,TE,,5765,4,11,10.65,100.5,100.5,3806,0.6602,7176,1.2448,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Rome Odunze,WR,,5687,16,39,39.12,80.8,80.8,3572,0.6281,7178,1.2622,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,DeVonta Smith,WR,,5679,17,22,22.19,33.8,34.3,4982,0.8773,6163,1.0852,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Brock Purdy,QB,,5541,14,13,12.81,101.0,101.0,5966,1.0767,5321,0.9603,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Travis Etienne,RB,,5470,7,10,9.6,26.5,26.5,5323,0.9731,5588,1.0216,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Dak Prescott,QB,,5387,15,10,9.95,83.8,83.8,6771,1.2569,4644,0.8621,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Kyle Pitts,TE,,5348,5,6,6.17,64.8,64.8,4994,0.9338,5603,1.0477,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Tua Tagovailoa,QB,,5303,16,15,14.6,107.3,107.3,5481,1.0336,5211,0.9827,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,D.J. Moore,WR,,5270,18,21,20.77,32.5,33.2,5075,0.963,5414,1.0273,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,DK Metcalf,WR,,5224,19,19,19.4,31.8,32.9,5227,1.0006,5222,0.9996,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Saquon Barkley,RB,,5152,8,4,4.31,15.5,13.0,6806,1.321,4279,0.8306,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Kyren Williams,RB,,5142,9,7,7.04,22.5,18.9,5702,1.1089,4851,0.9434,,hwang_adjusted_positional_adp_2024
2024,2024-09-05,Tank Dell,WR,,5118,20,26,26.25,49.3,49.3,4742,0.9265,5401,1.0553,,hwang_adjusted_positional_adp_2024
