rank,name,team,position,tier,sleeper_id
149,E.J. Jenkins,PHI,TE,10,11304
150,Lake McRee,PIT,TE,10,13292
151,Hayden Rucci,JAC,TE,10,12389
152,John Michael Gyllenborg,KC,TE,10,13342
153,Jack Westover,WAS,TE,10,12045
154,CJ Dippre,TB,TE,10,12984
155,Shane Zylstra,NE,TE,11,8041
156,Jaren Kanak,TEN,TE,11,13422
157,Joel Wilson,TEN,TE,11,11113
158,Josiah Deguara,FA,TE,11,7050
159,Carter Runyon,LV,TE,11,13122
160,Jaheim Bell,FA,TE,11,11605
161,DJ Rogers,DAL,TE,11,13355
162,Logan Thomas,FA,TE,11,2251
163,Ty Pezza,BAL,TE,11,13705
164,Tanner Conner,FA,TE,11,8849
165,Jordan Akins,FA,TE,11,5032
166,Harrison Bryant,FA,TE,11,6850
167,Caleb Lohner,DEN,TE,11,12735
168,Ross Dwelley,FA,TE,11,5285
169,Brady Russell,SEA,TE,11,11280
170,Tre Watson,MIA,TE,11,13116
171,Anthony Firkser,FA,TE,11,4435
172,Chris Myarick,LV,TE,11,6529
173,Patrick Herbert,LAC,TE,11,12901
174,Joshua Simon,FA,TE,11,12883
175,Tucker Fisk,FA,TE,11,8885
176,Cam Grandy,MIN,TE,11,12062
177,Geoff Swaim,FA,TE,11,2545
178,Messiah Swinson,CLE,TE,11,12154
179,Sean McKeon,FA,TE,11,6964
180,Princeton Fant,DAL,TE,11,11508
181,Noah Togiai,FA,TE,11,7404
182,Jesper Horsted,FA,TE,11,6075
183,Peyton Hendershot,FA,TE,11,8197
184,Zack Kuntz,FA,TE,11,9483
185,Michael Jacobson,FA,TE,11,8094
186,Zach Gentry,FA,TE,11,6018
187,RJ Maryland,FA,TE,11,13430
188,Bryson Nesbit,FA,TE,11,12941
189,Treyton Welch,NO,TE,11,12079
190,Brycen Hopkins,FA,TE,11,6926
191,Evan Svoboda,LAC,TE,11,13630
192,Curtis Hodges,FA,TE,11,8192
193,Quentin Moore,FA,TE,11,13870
194,Gerald Everett,FA,TE,11,4089
195,Feleipe Franks,CAR,TE,11,7531
196,Jalin Conyers,FA,TE,11,12866
197,Kenny Yeboah,FA,TE,11,7597
198,Stephen Carlson,CHI,TE,11,6451
199,Luke Lachey,FA,TE,12,12725
200,Thomas Gordon,DET,TE,12,13249
201,Zaire Mitchell-Paden,HOU,TE,12,8799
202,Robbie Ouzts,SEA,TE,12,12656
203,Mitchell Wilcox,FA,TE,12,6894
204,Carson Towt,IND,TE,12,13407
205,Nick Boyle,FA,TE,12,2474
206,Jameson Geers,ARI,TE,12,13879
207,Zach Horton,FA,TE,12,13110
208,Dan Villari,LAR,TE,12,13321
209,Tanner McLachlan,FA,TE,12,11598
210,Nikola Kalinic,CHI,TE,12,8107
211,Jack Velling,ATL,TE,12,13846
212,Tyler Davis,FA,TE,12,7131
213,Ryan Griffin,FA,TE,12,1425
214,Patrick Gurd,LV,TE,12,13913
215,Ross Travis,FA,TE,12,3041
216,Rivaldo Fairweather,FA,TE,12,12851
217,Brenden Bates,FA,TE,12,12374
218,Lance Mason,FA,TE,12,13357
219,Kenny Fletcher Jr.,IND,TE,12,13957
220,Chase Curtis,FA,TE,12,13839
221,Cody Hardy,FA,TE,12,13834
222,Layne Pryor,FA,TE,12,13261
223,Ethan Conner,FA,TE,12,13661
224,Johnny Pascuzzi,FA,TE,12,14029
225,JJ Galbreath,FA,TE,12,12975
226,Rohan Jones,FA,TE,12,13810
227,Josh Kattus,FA,TE,12,13312
228,Dae'Quan Wright,FA,TE,12,13331
229,Chamon Metayer,FA,TE,12,13280
230,Irv Smith Jr.,FA,TE,12,6126
231,Marcedes Lewis,FA,TE,12,111
