format,year,pair_key,player_id_a,player_id_b
hwang,2021,WR_vs_TE,4037,5012
hwang,2021,WR_vs_TE,6803,5012
hwang,2021,WR_vs_TE,6801,5012
hwang,2021,WR_vs_TE,2374,5857
hwang,2021,WR_vs_TE,1352,5857
hwang,2021,WR_vs_TE,7565,5857
hwang,2021,WR_vs_TE,5045,5857
hwang,2021,WR_vs_TE,7571,5857
hwang,2021,WR_vs_TE,7601,7600
hwang,2021,WR_vs_TE,4040,7600
hwang,2021,WR_vs_TE,4040,5022
hwang,2021,WR_vs_TE,7090,7600
hwang,2021,WR_vs_TE,7090,5022
hwang,2021,WR_vs_TE,7090,4993
hwang,2021,WR_vs_TE,3225,7600
hwang,2021,WR_vs_TE,3225,5022
hwang,2021,WR_vs_TE,3225,4993
hwang,2021,WR_vs_TE,6819,7600
hwang,2021,WR_vs_TE,6819,5022
hwang,2021,WR_vs_TE,6819,4993
hwang,2021,WR_vs_TE,4951,5022
hwang,2021,WR_vs_TE,4951,4993
hwang,2021,WR_vs_TE,5038,5022
hwang,2021,WR_vs_TE,5038,4993
hwang,2021,WR_vs_TE,6989,4993
hwang,2021,WR_vs_TE,4082,4993
hwang,2021,WR_vs_TE,5947,4993
hwang,2021,WR_vs_TE,2078,4144
hwang,2021,WR_vs_TE,1689,4144
hwang,2021,WR_vs_TE,2197,4144
hwang,2021,WR_vs_TE,4068,4144
hwang,2021,WR_vs_TE,4068,3271
hwang,2021,WR_vs_TE,5848,4144
hwang,2021,WR_vs_TE,5848,3271
hwang,2021,WR_vs_TE,5848,6826
hwang,2021,WR_vs_TE,6943,3271
hwang,2021,WR_vs_TE,6943,6826
hwang,2021,WR_vs_TE,7547,3271
hwang,2021,WR_vs_TE,7547,6826
hwang,2021,WR_vs_TE,7587,3271
hwang,2021,WR_vs_TE,7587,6826
hwang,2021,WR_vs_TE,7606,3214
hwang,2021,WR_vs_TE,7569,3214
hwang,2021,WR_vs_TE,7670,6869
hwang,2021,WR_vs_TE,5880,6869
hwang,2021,WR_vs_TE,2319,6869
hwang,2021,WR_vs_TE,2319,4066
hwang,2021,WR_vs_TE,6849,7828
hwang,2021,WR_vs_TE,6849,4089
hwang,2021,WR_vs_TE,4950,7828
hwang,2021,WR_vs_TE,4950,4089
hwang,2021,WR_vs_TE,4950,3202
hwang,2021,WR_vs_TE,4950,6850
hwang,2021,WR_vs_TE,6927,7828
hwang,2021,WR_vs_TE,6927,4089
hwang,2021,WR_vs_TE,6927,3202
hwang,2021,WR_vs_TE,6927,6850
