format,scope,year,archetype_id,pair_key,pos_a,pos_b,pair_plugs,total_hvorp_a,total_hvorp_b,rel_diff_pct
hwang,archetype,2023,2024_4,RB_vs_TE,RB,TE,1660,110394.4,76444.3,36.3
hwang,archetype,2023,2024_4,WR_vs_TE,WR,TE,2220,85407.3,98030,-13.8
hwang,archetype,2023,2024_5,QB_vs_RB,QB,RB,1570,107080.2,131999.9,-20.8
hwang,archetype,2023,2024_5,QB_vs_WR,QB,WR,1900,131100.1,125535.2,4.3
hwang,archetype,2023,2024_5,QB_vs_TE,QB,TE,690,38794.6,39048.2,-0.7
hwang,archetype,2023,2024_5,RB_vs_WR,RB,WR,4120,311945.1,223989.9,32.8
hwang,archetype,2023,2024_5,RB_vs_TE,RB,TE,1660,124692.5,95197.2,26.8
hwang,archetype,2023,2024_5,WR_vs_TE,WR,TE,2220,112274.2,121815,-8.2
hwang,archetype,2023,2024_6,QB_vs_RB,QB,RB,1570,113254.9,105573.1,7
hwang,archetype,2023,2024_6,QB_vs_WR,QB,WR,1900,139766.1,105738.8,27.7
hwang,archetype,2023,2024_6,QB_vs_TE,QB,TE,690,42164.6,31613.5,28.6
hwang,archetype,2023,2024_6,RB_vs_WR,RB,WR,4120,246107.8,185936.6,27.9
hwang,archetype,2023,2024_6,RB_vs_TE,RB,TE,1660,97745.7,77278.5,23.4
hwang,archetype,2023,2024_6,WR_vs_TE,WR,TE,2220,92064.4,99034,-7.3
hwang,archetype,2023,2025_1,QB_vs_RB,QB,RB,1570,104165.4,86206,18.9
hwang,archetype,2023,2025_1,QB_vs_WR,QB,WR,1900,129110.6,91968.6,33.6
hwang,archetype,2023,2025_1,QB_vs_TE,QB,TE,690,38924.5,26608.7,37.6
hwang,archetype,2023,2025_1,RB_vs_WR,RB,WR,4120,200378.4,159282.1,22.9
hwang,archetype,2023,2025_1,RB_vs_TE,RB,TE,1660,79829,64816,20.8
hwang,archetype,2023,2025_1,WR_vs_TE,WR,TE,2220,78344,83916.9,-6.9
hwang,archetype,2023,2025_2,QB_vs_RB,QB,RB,1570,61597.4,85265.9,-32.2
hwang,archetype,2023,2025_2,QB_vs_WR,QB,WR,1900,79546.4,81133.2,-2
hwang,archetype,2023,2025_2,QB_vs_TE,QB,TE,690,24009.7,23420.7,2.5
hwang,archetype,2023,2025_2,RB_vs_WR,RB,WR,4120,198833,140383.6,34.5
hwang,archetype,2023,2025_2,RB_vs_TE,RB,TE,1660,79567.5,56925.9,33.2
hwang,archetype,2023,2025_2,WR_vs_TE,WR,TE,2220,69539.9,73709.3,-5.8
hwang,archetype,2023,2025_3,QB_vs_RB,QB,RB,1570,90308.4,90709.7,-0.4
hwang,archetype,2023,2025_3,QB_vs_WR,QB,WR,1900,116025.1,90053.7,25.2
hwang,archetype,2023,2025_3,QB_vs_TE,QB,TE,690,35496.4,25424.4,33.1
hwang,archetype,2023,2025_3,RB_vs_WR,RB,WR,4120,211458.1,156206.2,30.1
hwang,archetype,2023,2025_3,RB_vs_TE,RB,TE,1660,84772,62508.5,30.2
hwang,archetype,2023,2025_3,WR_vs_TE,WR,TE,2220,77081.6,80102.8,-3.8
hwang,archetype,2023,2025_4,QB_vs_RB,QB,RB,1570,62366.2,73439.2,-16.3
hwang,archetype,2023,2025_4,QB_vs_WR,QB,WR,1900,80693.5,69168.7,15.4
hwang,archetype,2023,2025_4,QB_vs_TE,QB,TE,690,23624.1,18498.7,24.3
hwang,archetype,2023,2025_4,RB_vs_WR,RB,WR,4120,169571.3,118612.5,35.4
hwang,archetype,2023,2025_4,RB_vs_TE,RB,TE,1660,67485.3,44878.9,40.2
hwang,archetype,2023,2025_4,WR_vs_TE,WR,TE,2220,58010.9,57714.1,0.5
hwang,archetype,2023,2025_5,QB_vs_RB,QB,RB,1570,78373.5,94440.9,-18.6
hwang,archetype,2023,2025_5,QB_vs_WR,QB,WR,1900,98358.1,104371.2,-5.9
hwang,archetype,2023,2025_5,QB_vs_TE,QB,TE,690,28389.7,25617.4,10.3
hwang,archetype,2023,2025_5,RB_vs_WR,RB,WR,4120,219853.8,184120,17.7
hwang,archetype,2023,2025_5,RB_vs_TE,RB,TE,1660,87823,62303,34
hwang,archetype,2023,2025_5,WR_vs_TE,WR,TE,2220,91541,80115.5,13.3
hwang,archetype,2023,2025_6,QB_vs_RB,QB,RB,1570,69074.3,94425.8,-31
hwang,archetype,2023,2025_6,QB_vs_WR,QB,WR,1900,84889.3,94724.3,-11
hwang,archetype,2023,2025_6,QB_vs_TE,QB,TE,690,24905.9,28787.2,-14.5
hwang,archetype,2023,2025_6,RB_vs_WR,RB,WR,4120,219931.6,166646,27.6
hwang,archetype,2023,2025_6,RB_vs_TE,RB,TE,1660,87846.3,70056.5,22.5
hwang,archetype,2023,2025_6,WR_vs_TE,WR,TE,2220,82112.2,89636,-8.8
hwang,archetype,2023,2025_7,QB_vs_RB,QB,RB,1570,111897.4,153653,-31.4
hwang,archetype,2023,2025_7,QB_vs_WR,QB,WR,1900,138111.7,73429,61.2
hwang,archetype,2023,2025_7,QB_vs_TE,QB,TE,690,41232.2,20347.4,67.8
hwang,archetype,2023,2025_7,RB_vs_WR,RB,WR,4120,366763,126270,97.6
hwang,archetype,2023,2025_7,RB_vs_TE,RB,TE,1660,146159,49725.7,98.5
hwang,archetype,2023,2025_7,WR_vs_TE,WR,TE,2220,61891.4,64195.2,-3.7
hwang,archetype,2023,2026_1,QB_vs_RB,QB,RB,1570,46313.1,73786.4,-45.8
hwang,archetype,2023,2026_1,QB_vs_WR,QB,WR,1900,60000.3,67089.4,-11.2
hwang,archetype,2023,2026_1,QB_vs_TE,QB,TE,690,16670.9,17612.1,-5.5
hwang,archetype,2023,2026_1,RB_vs_WR,RB,WR,4120,170470.7,113746.3,39.9
hwang,archetype,2023,2026_1,RB_vs_TE,RB,TE,1660,67971.4,42808.3,45.4
hwang,archetype,2023,2026_1,WR_vs_TE,WR,TE,2220,55531.5,55655.5,-0.2
hwang,archetype,2023,2026_2,QB_vs_RB,QB,RB,1570,59732.7,104211.7,-54.3
hwang,archetype,2023,2026_2,QB_vs_WR,QB,WR,1900,77257.6,80503,-4.1
hwang,archetype,2023,2026_2,QB_vs_TE,QB,TE,690,23021.8,25189.8,-9
hwang,archetype,2023,2026_2,RB_vs_WR,RB,WR,4120,244278.4,139478.3,54.6
hwang,archetype,2023,2026_2,RB_vs_TE,RB,TE,1660,97393.6,61159.8,45.7
hwang,archetype,2023,2026_2,WR_vs_TE,WR,TE,2220,68893.8,78453,-13
hwang,archetype,2023,2026_3,QB_vs_RB,QB,RB,1570,83439.2,76681.7,8.4
hwang,archetype,2023,2026_3,QB_vs_WR,QB,WR,1900,107348.5,68541,44.1
hwang,archetype,2023,2026_3,QB_vs_TE,QB,TE,690,32656.6,20161.1,47.3
hwang,archetype,2023,2026_3,RB_vs_WR,RB,WR,4120,178619.5,116652.6,42
hwang,archetype,2023,2026_3,RB_vs_TE,RB,TE,1660,71837,49291.5,37.2
hwang,archetype,2023,2026_3,WR_vs_TE,WR,TE,2220,56935.9,63132.2,-10.3
hwang,archetype,2023,2026_4,QB_vs_RB,QB,RB,1570,46591.6,97196.5,-70.4
hwang,archetype,2023,2026_4,QB_vs_WR,QB,WR,1900,61878.6,74688,-18.8
hwang,archetype,2023,2026_4,QB_vs_TE,QB,TE,690,18090.2,21392.6,-16.7
hwang,archetype,2023,2026_4,RB_vs_WR,RB,WR,4120,227142.3,128409.4,55.5
hwang,archetype,2023,2026_4,RB_vs_TE,RB,TE,1660,90863.1,52444.7,53.6
hwang,archetype,2023,2026_4,WR_vs_TE,WR,TE,2220,63092.9,67122.5,-6.2
hwang,archetype,2023,2026_5,QB_vs_RB,QB,RB,1570,98332.6,78434.3,22.5
hwang,archetype,2023,2026_5,QB_vs_WR,QB,WR,1900,121811.1,75474.7,47
hwang,archetype,2023,2026_5,QB_vs_TE,QB,TE,690,36383.3,20727.6,54.8
hwang,archetype,2023,2026_5,RB_vs_WR,RB,WR,4120,182123.5,129456.1,33.8
hwang,archetype,2023,2026_5,RB_vs_TE,RB,TE,1660,72765.7,50486,36.2
hwang,archetype,2023,2026_5,WR_vs_TE,WR,TE,2220,63306.1,65115.6,-2.8
hwang,archetype,2023,2026_6,QB_vs_RB,QB,RB,1570,78488,100173.7,-24.3
hwang,archetype,2023,2026_6,QB_vs_WR,QB,WR,1900,99161.2,94875.5,4.4
hwang,archetype,2023,2026_6,QB_vs_TE,QB,TE,690,28862.2,28272.8,2.1
hwang,archetype,2023,2026_6,RB_vs_WR,RB,WR,4120,233900.8,166066.2,33.9
hwang,archetype,2023,2026_6,RB_vs_TE,RB,TE,1660,93692.4,68937.6,30.4
hwang,archetype,2023,2026_6,WR_vs_TE,WR,TE,2220,82161.2,88620.8,-7.6
hwang,archetype,2023,2026_7,QB_vs_RB,QB,RB,1570,68256.7,78318.4,-13.7
hwang,archetype,2023,2026_7,QB_vs_WR,QB,WR,1900,84964.5,80212.9,5.8
hwang,archetype,2023,2026_7,QB_vs_TE,QB,TE,690,25192.5,20464.5,20.7
hwang,archetype,2023,2026_7,RB_vs_WR,RB,WR,4120,181355.9,140166,25.6
hwang,archetype,2023,2026_7,RB_vs_TE,RB,TE,1660,72428.3,49583.6,37.4
hwang,archetype,2023,2026_7,WR_vs_TE,WR,TE,2220,69288.9,63347.6,9
hwang,year,2024,,QB_vs_RB,QB,RB,30600,1856934.4,2158663.8,-15
hwang,year,2024,,QB_vs_WR,QB,WR,39000,2492662.9,2048991.4,19.5
hwang,year,2024,,QB_vs_TE,QB,TE,14200,646823.2,610437.8,5.8
hwang,year,2024,,RB_vs_WR,RB,WR,96600,5887200.6,3801276,43.1
hwang,year,2024,,RB_vs_TE,RB,TE,35000,2138877.2,1199676.8,56.3
hwang,year,2024,,WR_vs_TE,WR,TE,57400,1776261.1,2073201,-15.4
hwang,archetype,2024,2024_1,QB_vs_RB,QB,RB,1530,134278.9,105543.1,24
hwang,archetype,2024,2024_1,QB_vs_WR,QB,WR,1950,177392.3,110052.7,46.9
hwang,archetype,2024,2024_1,QB_vs_TE,QB,TE,710,47605.2,32647.3,37.3
hwang,archetype,2024,2024_1,RB_vs_WR,RB,WR,4830,285812.8,206332.2,32.3
hwang,archetype,2024,2024_1,RB_vs_TE,RB,TE,1750,104102.8,64667.3,46.7
hwang,archetype,2024,2024_1,WR_vs_TE,WR,TE,2870,97216.3,111542.9,-13.7
hwang,archetype,2024,2024_2,QB_vs_RB,QB,RB,1530,107317.4,114377.7,-6.4
hwang,archetype,2024,2024_2,QB_vs_WR,QB,WR,1950,140712.7,115090.9,20
hwang,archetype,2024,2024_2,QB_vs_TE,QB,TE,710,38189.2,40007.8,-4.7
hwang,archetype,2024,2024_2,RB_vs_WR,RB,WR,4830,312887.5,214625.6,37.3
hwang,archetype,2024,2024_2,RB_vs_TE,RB,TE,1750,113111.4,80901.3,33.2
hwang,archetype,2024,2024_2,WR_vs_TE,WR,TE,2870,101447.1,138776.9,-31.1
hwang,archetype,2024,2024_3,QB_vs_RB,QB,RB,1530,63299.5,124709.9,-65.3
hwang,archetype,2024,2024_3,QB_vs_WR,QB,WR,1950,87213.3,137354.5,-44.7
hwang,archetype,2024,2024_3,QB_vs_TE,QB,TE,710,20806.4,40695.7,-64.7
hwang,archetype,2024,2024_3,RB_vs_WR,RB,WR,4830,343404.9,264108.3,26.1
hwang,archetype,2024,2024_3,RB_vs_TE,RB,TE,1750,124903.1,81897.4,41.6
hwang,archetype,2024,2024_3,WR_vs_TE,WR,TE,2870,127331.5,140135.8,-9.6
hwang,archetype,2024,2024_4,QB_vs_RB,QB,RB,1530,124855.3,134262.4,-7.3
hwang,archetype,2024,2024_4,QB_vs_WR,QB,WR,1950,169932.6,125639.2,30
hwang,archetype,2024,2024_4,QB_vs_TE,QB,TE,710,44965,42072.9,6.6
hwang,archetype,2024,2024_4,RB_vs_WR,RB,WR,4830,371671.1,237540.3,44
hwang,archetype,2024,2024_4,RB_vs_TE,RB,TE,1750,134675.4,85047.4,45.2
hwang,archetype,2024,2024_4,WR_vs_TE,WR,TE,2870,113507,146084.2,-25.1
hwang,archetype,2024,2024_5,QB_vs_RB,QB,RB,1530,142933.9,153344.4,-7
hwang,archetype,2024,2024_5,QB_vs_WR,QB,WR,1950,189751.9,150123.9,23.3
hwang,archetype,2024,2024_5,QB_vs_TE,QB,TE,710,53047,47102.9,11.9
hwang,archetype,2024,2024_5,RB_vs_WR,RB,WR,4830,428901.2,289942.1,38.7
hwang,archetype,2024,2024_5,RB_vs_TE,RB,TE,1750,155551.9,96472.5,46.9
hwang,archetype,2024,2024_5,WR_vs_TE,WR,TE,2870,140884.1,164597.8,-15.5
hwang,archetype,2024,2024_6,QB_vs_RB,QB,RB,1530,142305.8,117169.4,19.4
hwang,archetype,2024,2024_6,QB_vs_WR,QB,WR,1950,190420,116674.9,48
hwang,archetype,2024,2024_6,QB_vs_TE,QB,TE,710,51333.3,36368.3,34.1
hwang,archetype,2024,2024_6,RB_vs_WR,RB,WR,4830,320515.4,219054.9,37.6
hwang,archetype,2024,2024_6,RB_vs_TE,RB,TE,1750,116403.8,72417.4,46.6
hwang,archetype,2024,2024_6,WR_vs_TE,WR,TE,2870,103770.2,123980,-17.7
hwang,archetype,2024,2025_1,QB_vs_RB,QB,RB,1530,88131.4,99729.3,-12.3
hwang,archetype,2024,2025_1,QB_vs_WR,QB,WR,1950,121056.5,112961.3,6.9
hwang,archetype,2024,2025_1,QB_vs_TE,QB,TE,710,30288.9,31734.5,-4.7
hwang,archetype,2024,2025_1,RB_vs_WR,RB,WR,4830,268325.9,211233.8,23.8
hwang,archetype,2024,2025_1,RB_vs_TE,RB,TE,1750,97657,62248,44.3
hwang,archetype,2024,2025_1,WR_vs_TE,WR,TE,2870,99186.3,107533.3,-8.1
hwang,archetype,2024,2025_2,QB_vs_RB,QB,RB,1530,69230.9,95587,-32
hwang,archetype,2024,2025_2,QB_vs_WR,QB,WR,1950,93688.1,89734.9,4.3
hwang,archetype,2024,2025_2,QB_vs_TE,QB,TE,710,23250.1,27425.3,-16.5
hwang,archetype,2024,2025_2,RB_vs_WR,RB,WR,4830,259311.4,164838.2,44.5
hwang,archetype,2024,2025_2,RB_vs_TE,RB,TE,1750,93744.3,53182.7,55.2
hwang,archetype,2024,2025_2,WR_vs_TE,WR,TE,2870,75385,91540.2,-19.4
hwang,archetype,2024,2025_3,QB_vs_RB,QB,RB,1530,116921.9,101323.8,14.3
hwang,archetype,2024,2025_3,QB_vs_WR,QB,WR,1950,156316.1,100038.6,43.9
hwang,archetype,2024,2025_3,QB_vs_TE,QB,TE,710,40972.7,28977.1,34.3
hwang,archetype,2024,2025_3,RB_vs_WR,RB,WR,4830,274977.2,184876.6,39.2
hwang,archetype,2024,2025_3,RB_vs_TE,RB,TE,1750,99615.7,56229.1,55.7
hwang,archetype,2024,2025_3,WR_vs_TE,WR,TE,2870,85703.8,97427.3,-12.8
hwang,archetype,2024,2025_4,QB_vs_RB,QB,RB,1530,59081.7,88281.8,-39.6
hwang,archetype,2024,2025_4,QB_vs_WR,QB,WR,1950,81651.4,93427.3,-13.5
hwang,archetype,2024,2025_4,QB_vs_TE,QB,TE,710,20103,26289.7,-26.7
hwang,archetype,2024,2025_4,RB_vs_WR,RB,WR,4830,236982,170785.1,32.5
hwang,archetype,2024,2025_4,RB_vs_TE,RB,TE,1750,86778.5,50746.4,52.4
hwang,archetype,2024,2025_4,WR_vs_TE,WR,TE,2870,78386.4,88207.8,-11.8
hwang,archetype,2024,2025_5,QB_vs_RB,QB,RB,1530,66453.6,99181.5,-39.5
hwang,archetype,2024,2025_5,QB_vs_WR,QB,WR,1950,88578.4,111114.3,-22.6
hwang,archetype,2024,2025_5,QB_vs_TE,QB,TE,710,21953,29185.6,-28.3
hwang,archetype,2024,2025_5,RB_vs_WR,RB,WR,4830,268216.9,205978.1,26.3
hwang,archetype,2024,2025_5,RB_vs_TE,RB,TE,1750,97242,57073.3,52.1
hwang,archetype,2024,2025_5,WR_vs_TE,WR,TE,2870,97767.7,98874.7,-1.1
hwang,archetype,2024,2025_6,QB_vs_RB,QB,RB,1530,132578.8,112110.7,16.7
hwang,archetype,2024,2025_6,QB_vs_WR,QB,WR,1950,174432,112203.3,43.4
hwang,archetype,2024,2025_6,QB_vs_TE,QB,TE,710,46997.9,38024,21.1
hwang,archetype,2024,2025_6,RB_vs_WR,RB,WR,4830,305427.5,209763.3,37.1
hwang,archetype,2024,2025_6,RB_vs_TE,RB,TE,1750,111030.8,76582.1,36.7
hwang,archetype,2024,2025_6,WR_vs_TE,WR,TE,2870,99004.7,131195.2,-28
hwang,archetype,2024,2025_7,QB_vs_RB,QB,RB,1530,87763.3,168539,-63
hwang,archetype,2024,2025_7,QB_vs_WR,QB,WR,1950,122123.9,76990.9,45.3
hwang,archetype,2024,2025_7,QB_vs_TE,QB,TE,710,31719.1,22772.9,32.8
hwang,archetype,2024,2025_7,RB_vs_WR,RB,WR,4830,474709,138410.3,109.7
hwang,archetype,2024,2025_7,RB_vs_TE,RB,TE,1750,172038,43542,119.2
hwang,archetype,2024,2025_7,WR_vs_TE,WR,TE,2870,62437.7,76560.1,-20.3
hwang,archetype,2024,2026_1,QB_vs_RB,QB,RB,1530,52404,84842.8,-47.3
hwang,archetype,2024,2026_1,QB_vs_WR,QB,WR,1950,72460.1,90699.6,-22.4
hwang,archetype,2024,2026_1,QB_vs_TE,QB,TE,710,17558.5,24615.7,-33.5
hwang,archetype,2024,2026_1,RB_vs_WR,RB,WR,4830,228002.2,164268.7,32.5
hwang,archetype,2024,2026_1,RB_vs_TE,RB,TE,1750,82925.8,47235.9,54.8
hwang,archetype,2024,2026_1,WR_vs_TE,WR,TE,2870,75982.9,82201.6,-7.9
hwang,archetype,2024,2026_2,QB_vs_RB,QB,RB,1530,80194.7,101275.5,-23.2
hwang,archetype,2024,2026_2,QB_vs_WR,QB,WR,1950,107265.4,82213,26.4
hwang,archetype,2024,2026_2,QB_vs_TE,QB,TE,710,27350.1,24453.6,11.2
hwang,archetype,2024,2026_2,RB_vs_WR,RB,WR,4830,274724.7,148186,59.8
hwang,archetype,2024,2026_2,RB_vs_TE,RB,TE,1750,99665.7,47046.4,71.7
hwang,archetype,2024,2026_2,WR_vs_TE,WR,TE,2870,67091.8,81655.7,-19.6
hwang,archetype,2024,2026_3,QB_vs_RB,QB,RB,1530,89405.6,91699,-2.5
hwang,archetype,2024,2026_3,QB_vs_WR,QB,WR,1950,119560.3,82726.4,36.4
hwang,archetype,2024,2026_3,QB_vs_TE,QB,TE,710,29977.6,24671.4,19.4
hwang,archetype,2024,2026_3,RB_vs_WR,RB,WR,4830,248549.9,150504.4,49.1
hwang,archetype,2024,2026_3,RB_vs_TE,RB,TE,1750,90322.8,47413.1,62.3
hwang,archetype,2024,2026_3,WR_vs_TE,WR,TE,2870,68123.1,82471.6,-19.1
hwang,archetype,2024,2026_4,QB_vs_RB,QB,RB,1530,44919.3,102505.8,-78.1
hwang,archetype,2024,2026_4,QB_vs_WR,QB,WR,1950,60959.1,74674.7,-20.2
hwang,archetype,2024,2026_4,QB_vs_TE,QB,TE,710,14205.2,21615.8,-41.4
hwang,archetype,2024,2026_4,RB_vs_WR,RB,WR,4830,277305.6,133407.3,70.1
hwang,archetype,2024,2026_4,RB_vs_TE,RB,TE,1750,100909.9,39984.1,86.5
hwang,archetype,2024,2026_4,WR_vs_TE,WR,TE,2870,59485.8,70962,-17.6
hwang,archetype,2024,2026_5,QB_vs_RB,QB,RB,1530,77649.7,79893.7,-2.8
hwang,archetype,2024,2026_5,QB_vs_WR,QB,WR,1950,104705.4,82907.8,23.2
hwang,archetype,2024,2026_5,QB_vs_TE,QB,TE,710,26354.7,20007.4,27.4
hwang,archetype,2024,2026_5,RB_vs_WR,RB,WR,4830,211568.9,149471.8,34.4
hwang,archetype,2024,2026_5,RB_vs_TE,RB,TE,1750,77459.5,37201.2,70.2
hwang,archetype,2024,2026_5,WR_vs_TE,WR,TE,2870,67882,65969.9,2.9
hwang,archetype,2024,2026_6,QB_vs_RB,QB,RB,1530,75742.3,87311.3,-14.2
hwang,archetype,2024,2026_6,QB_vs_WR,QB,WR,1950,101009.8,87474.6,14.4
hwang,archetype,2024,2026_6,QB_vs_TE,QB,TE,710,25725.4,24928.9,3.1
hwang,archetype,2024,2026_6,RB_vs_WR,RB,WR,4830,234169.5,158567.2,38.5
hwang,archetype,2024,2026_6,RB_vs_TE,RB,TE,1750,85161.5,47506,56.8
hwang,archetype,2024,2026_6,WR_vs_TE,WR,TE,2870,72482.7,83034.5,-13.6
hwang,archetype,2024,2026_7,QB_vs_RB,QB,RB,1530,101466.4,96975.7,4.5
hwang,archetype,2024,2026_7,QB_vs_WR,QB,WR,1950,133433.6,96888.6,31.7
hwang,archetype,2024,2026_7,QB_vs_TE,QB,TE,710,34420.9,26841,24.7
hwang,archetype,2024,2026_7,RB_vs_WR,RB,WR,4830,261737,179381.8,37.3
hwang,archetype,2024,2026_7,RB_vs_TE,RB,TE,1750,95577.3,52283.2,58.6
hwang,archetype,2024,2026_7,WR_vs_TE,WR,TE,2870,83185,90449.5,-8.4
hwang,year,2025,,QB_vs_RB,QB,RB,22800,1368034.1,2209742.8,-47.1
hwang,year,2025,,QB_vs_WR,QB,WR,34400,2311442.3,1817874.9,23.9
hwang,year,2025,,QB_vs_TE,QB,TE,17800,893508.2,766177.5,15.3
hwang,year,2025,,RB_vs_WR,RB,WR,60600,3820533,2594118.9,38.2
hwang,year,2025,,RB_vs_TE,RB,TE,47000,2548161.1,1837135.4,32.4
hwang,year,2025,,WR_vs_TE,WR,TE,57600,2286312.5,2310067.7,-1
hwang,archetype,2025,2024_1,QB_vs_RB,QB,RB,1140,90071.8,107783.8,-17.9
hwang,archetype,2025,2024_1,QB_vs_WR,QB,WR,1720,151481.5,105126.3,36.1
hwang,archetype,2025,2024_1,QB_vs_TE,QB,TE,890,58941.8,42210.4,33.1
hwang,archetype,2025,2024_1,RB_vs_WR,RB,WR,3030,184682.2,152447.6,19.1
hwang,archetype,2025,2024_1,RB_vs_TE,RB,TE,2350,122582.5,101745.1,18.6
hwang,archetype,2025,2024_1,WR_vs_TE,WR,TE,2880,134733.8,127743.1,5.3
hwang,archetype,2025,2024_2,QB_vs_RB,QB,RB,1140,67718.9,119130.5,-55
hwang,archetype,2025,2024_2,QB_vs_WR,QB,WR,1720,111990.8,102932.7,8.4
hwang,archetype,2025,2024_2,QB_vs_TE,QB,TE,890,44480,49121.6,-9.9
hwang,archetype,2025,2024_2,RB_vs_WR,RB,WR,3030,209130.6,149325.8,33.4
hwang,archetype,2025,2024_2,RB_vs_TE,RB,TE,2350,140740.4,119681.6,16.2
hwang,archetype,2025,2024_2,WR_vs_TE,WR,TE,2880,131557,150160.3,-13.2
hwang,archetype,2025,2024_3,QB_vs_RB,QB,RB,1140,96593.7,127883,-27.9
hwang,archetype,2025,2024_3,QB_vs_WR,QB,WR,1720,161610.4,120359.2,29.3
hwang,archetype,2025,2024_3,QB_vs_TE,QB,TE,890,63053.4,52408.5,18.4
hwang,archetype,2025,2024_3,RB_vs_WR,RB,WR,3030,225677.9,177231.9,24
hwang,archetype,2025,2024_3,RB_vs_TE,RB,TE,2350,151980.7,128425.8,16.8
hwang,archetype,2025,2024_3,WR_vs_TE,WR,TE,2880,156896,160864.8,-2.5
hwang,archetype,2025,2024_4,QB_vs_RB,QB,RB,1140,72765.5,134012,-59.2
hwang,archetype,2025,2024_4,QB_vs_WR,QB,WR,1720,126563.4,110200.6,13.8
hwang,archetype,2025,2024_4,QB_vs_TE,QB,TE,890,48059.5,50914.7,-5.8
hwang,archetype,2025,2024_4,RB_vs_WR,RB,WR,3030,237731.5,159813.9,39.2
hwang,archetype,2025,2024_4,RB_vs_TE,RB,TE,2350,160965.2,124937.2,25.2
hwang,archetype,2025,2024_4,WR_vs_TE,WR,TE,2880,141453.1,156576,-10.1
hwang,archetype,2025,2024_5,QB_vs_RB,QB,RB,1140,98178.6,148016.8,-40.5
hwang,archetype,2025,2024_5,QB_vs_WR,QB,WR,1720,166473.7,130550.3,24.2
hwang,archetype,2025,2024_5,QB_vs_TE,QB,TE,890,66579.4,61427.2,8
hwang,archetype,2025,2024_5,RB_vs_WR,RB,WR,3030,269575,193340.6,32.9
hwang,archetype,2025,2024_5,RB_vs_TE,RB,TE,2350,184819.4,152362.9,19.3
hwang,archetype,2025,2024_5,WR_vs_TE,WR,TE,2880,172042,189491.3,-9.7
hwang,archetype,2025,2024_6,QB_vs_RB,QB,RB,1140,118335.2,120844.9,-2.1
hwang,archetype,2025,2024_6,QB_vs_WR,QB,WR,1720,196537.8,106787.9,59.2
hwang,archetype,2025,2024_6,QB_vs_TE,QB,TE,890,78895.6,45955,52.8
hwang,archetype,2025,2024_6,RB_vs_WR,RB,WR,3030,212147.9,155513,30.8
hwang,archetype,2025,2024_6,RB_vs_TE,RB,TE,2350,142259.7,111478.1,24.3
hwang,archetype,2025,2024_6,WR_vs_TE,WR,TE,2880,137715.5,139544.5,-1.3
hwang,archetype,2025,2025_1,QB_vs_RB,QB,RB,1140,68140.2,96779.5,-34.7
hwang,archetype,2025,2025_1,QB_vs_WR,QB,WR,1720,115167.6,98504.2,15.6
hwang,archetype,2025,2025_1,QB_vs_TE,QB,TE,890,44070.4,36959.3,17.6
hwang,archetype,2025,2025_1,RB_vs_WR,RB,WR,3030,160987.7,141226,13.1
hwang,archetype,2025,2025_1,RB_vs_TE,RB,TE,2350,105055.6,88037.9,17.6
hwang,archetype,2025,2025_1,WR_vs_TE,WR,TE,2880,124659.7,111566.2,11.1
hwang,archetype,2025,2025_2,QB_vs_RB,QB,RB,1140,53943.7,96180.1,-56.3
hwang,archetype,2025,2025_2,QB_vs_WR,QB,WR,1720,90014.1,81496.3,9.9
hwang,archetype,2025,2025_2,QB_vs_TE,QB,TE,890,32584,34681.7,-6.2
hwang,archetype,2025,2025_2,RB_vs_WR,RB,WR,3030,161897.7,114742.8,34.1
hwang,archetype,2025,2025_2,RB_vs_TE,RB,TE,2350,106516,82429.2,25.5
hwang,archetype,2025,2025_2,WR_vs_TE,WR,TE,2880,100838.1,103347.7,-2.5
hwang,archetype,2025,2025_3,QB_vs_RB,QB,RB,1140,66493.2,105536.6,-45.4
hwang,archetype,2025,2025_3,QB_vs_WR,QB,WR,1720,116509.8,89909.3,25.8
hwang,archetype,2025,2025_3,QB_vs_TE,QB,TE,890,44410.2,36359.2,19.9
hwang,archetype,2025,2025_3,RB_vs_WR,RB,WR,3030,181472.8,127684.2,34.8
hwang,archetype,2025,2025_3,RB_vs_TE,RB,TE,2350,120839.1,87192.8,32.3
hwang,archetype,2025,2025_3,WR_vs_TE,WR,TE,2880,112458.7,110677.4,1.6
hwang,archetype,2025,2025_4,QB_vs_RB,QB,RB,1140,60121.8,87880.7,-37.5
hwang,archetype,2025,2025_4,QB_vs_WR,QB,WR,1720,101773.2,74742.8,30.6
hwang,archetype,2025,2025_4,QB_vs_TE,QB,TE,890,38734.5,28442.1,30.6
hwang,archetype,2025,2025_4,RB_vs_WR,RB,WR,3030,144992.3,102987,33.9
hwang,archetype,2025,2025_4,RB_vs_TE,RB,TE,2350,93649.1,65463.6,35.4
hwang,archetype,2025,2025_4,WR_vs_TE,WR,TE,2880,90129.1,82888,8.4
hwang,archetype,2025,2025_5,QB_vs_RB,QB,RB,1140,58582.4,108256,-59.5
hwang,archetype,2025,2025_5,QB_vs_WR,QB,WR,1720,96141.7,98739.3,-2.7
hwang,archetype,2025,2025_5,QB_vs_TE,QB,TE,890,38101.2,37158.5,2.5
hwang,archetype,2025,2025_5,RB_vs_WR,RB,WR,3030,185861.8,142391.6,26.5
