format,year,archetype_id,player_id,avg_hvorp,build_count
hwang,2021,2024_2,6805,1,10
hwang,2021,2024_2,6806,0,10
hwang,2021,2024_2,6813,265.7,10
hwang,2021,2024_2,6814,17,10
hwang,2021,2024_2,6819,88.7,10
hwang,2021,2024_2,6820,64.6,10
hwang,2021,2024_2,6824,42.7,10
hwang,2021,2024_2,6826,36.1,10
hwang,2021,2024_2,6828,98,10
hwang,2021,2024_2,6843,27.7,10
hwang,2021,2024_2,6845,48.2,10
hwang,2021,2024_2,6847,15.3,10
hwang,2021,2024_2,6849,2.3,10
hwang,2021,2024_2,6850,15.9,10
hwang,2021,2024_2,6853,69.1,10
hwang,2021,2024_2,6865,0,10
hwang,2021,2024_2,6869,20.3,10
hwang,2021,2024_2,6885,10.4,10
hwang,2021,2024_2,6886,48.8,10
hwang,2021,2024_2,6904,158.5,10
hwang,2021,2024_2,6918,9,10
hwang,2021,2024_2,6927,20.3,10
hwang,2021,2024_2,6931,16.4,10
hwang,2021,2024_2,6938,0,10
hwang,2021,2024_2,6943,51.9,10
hwang,2021,2024_2,6945,116.5,10
hwang,2021,2024_2,6951,7.5,10
hwang,2021,2024_2,6955,106.2,10
hwang,2021,2024_2,6960,9.1,10
hwang,2021,2024_2,6989,59,10
hwang,2021,2024_2,7002,20.2,10
hwang,2021,2024_2,7021,0,10
hwang,2021,2024_2,7045,1.9,10
hwang,2021,2024_2,7049,16.8,10
hwang,2021,2024_2,7066,63.8,10
hwang,2021,2024_2,7090,73.9,10
hwang,2021,2024_2,7496,17.7,10
hwang,2021,2024_2,7523,65.1,10
hwang,2021,2024_2,7525,68.7,10
hwang,2021,2024_2,7526,80.1,10
hwang,2021,2024_2,7527,72.4,10
hwang,2021,2024_2,7528,166,10
hwang,2021,2024_2,7529,0,10
hwang,2021,2024_2,7533,9.3,10
hwang,2021,2024_2,7535,0.1,10
hwang,2021,2024_2,7538,40.5,10
hwang,2021,2024_2,7543,0,10
hwang,2021,2024_2,7547,74.7,10
hwang,2021,2024_2,7551,7.1,10
