format,year,player_id,name,position,ktc_value,season_pts
hwang,2022,7049,Jauan Jennings,WR,761,46.6
hwang,2022,4171,Josh Reynolds,WR,757,64.3
hwang,2022,2325,Nelson Agholor,WR,684,44.2
hwang,2022,7713,Jaelon Darden,WR,666,2.8
hwang,2022,8171,Kyle Philips,WR,630,3.8
hwang,2022,8174,Kevin Harris,RB,628,11.2
hwang,2022,5995,Justice Hill,RB,612,26.6
hwang,2022,5026,Tre'Quan Smith,WR,585,33.2
hwang,2022,8408,Jordan Mason,RB,560,29
hwang,2022,3286,Demarcus Robinson,WR,538,53.4
hwang,2022,6290,Scotty Miller,WR,532,18.5
hwang,2022,2711,Taylor Heinicke,QB,503,116
hwang,2022,7602,Kylen Granson,TE,502,45.7
hwang,2022,7716,John Bates,TE,492,23.8
hwang,2022,6144,Trayveon Williams,RB,488,6
hwang,2022,6039,Ty Johnson,RB,462,28.3
hwang,2022,4381,Taysom Hill,TE,460,138.3
hwang,2022,6918,Salvon Ahmed,RB,458,12.5
hwang,2022,4995,Ian Thomas,TE,453,30.2
hwang,2022,6001,Drew Sample,TE,422,0.8
hwang,2022,8157,Bailey Zappe,QB,413,38.6
hwang,2022,827,Tyrod Taylor,QB,391,11.3
hwang,2022,5089,Mike White,QB,366,56.6
hwang,2022,5970,Greg Dortch,WR,354,56.6
hwang,2022,8122,Zonovan Knight,RB,339,43.8
hwang,2022,5010,Will Dissly,TE,332,69.9
hwang,2022,3634,Kalif Raymond,WR,319,62.6
hwang,2022,4198,Jamal Agnew,WR,297,46.5
hwang,2022,5938,Lil'Jordan Humphrey,WR,169,2
hwang,2022,5973,Josh Oliver,TE,148,33.9
hwang,2023,4046,Patrick Mahomes,QB,9999,280.2
hwang,2023,6794,Justin Jefferson,WR,9948,110.2
hwang,2023,4984,Josh Allen,QB,9756,369.6
hwang,2023,6904,Jalen Hurts,QB,9626,356.2
hwang,2023,7564,Ja'Marr Chase,WR,9018,160.8
hwang,2023,6770,Joe Burrow,QB,8866,147.2
hwang,2023,6797,Justin Herbert,QB,8490,233.2
hwang,2023,9509,Bijan Robinson,RB,7996,169.2
hwang,2023,4881,Lamar Jackson,QB,7944,331.2
hwang,2023,7523,Trevor Lawrence,QB,7890,246.3
hwang,2023,8146,Garrett Wilson,WR,7649,114.8
hwang,2023,6786,CeeDee Lamb,WR,7441,245.7
hwang,2023,7591,Justin Fields,QB,7128,221.6
hwang,2023,7547,Amon-Ra St. Brown,WR,7059,191.5
hwang,2023,7526,Jaylen Waddle,WR,6915,126.6
hwang,2023,5859,A.J. Brown,WR,6885,184.7
hwang,2023,8144,Chris Olave,WR,6774,132.7
hwang,2023,4034,Christian McCaffrey,RB,6612,324.3
hwang,2023,9221,Jahmyr Gibbs,RB,6403,181.1
hwang,2023,9229,Anthony Richardson,QB,6401,72.7
hwang,2023,1466,Travis Kelce,TE,6359,172.9
hwang,2023,7525,DeVonta Smith,WR,6336,146.6
hwang,2023,5012,Mark Andrews,TE,6317,112.9
hwang,2023,3321,Tyreek Hill,WR,6311,243.2
hwang,2023,8155,Breece Hall,RB,6064,187.5
hwang,2023,9488,Jaxon Smith-Njigba,WR,5934,85.4
hwang,2023,4866,Saquon Barkley,RB,5908,160.5
hwang,2023,7553,Kyle Pitts,TE,5842,107.1
hwang,2023,8112,Drake London,WR,5723,101.3
hwang,2023,9228,Bryce Young,QB,5701,152.2
hwang,2023,6801,Tee Higgins,WR,5672,95.6
hwang,2023,2449,Stefon Diggs,WR,5625,158.1
hwang,2023,5844,T.J. Hockenson,TE,5568,171.5
hwang,2023,4988,Nick Chubb,RB,5561,19.1
hwang,2023,5846,DK Metcalf,WR,5560,158.4
hwang,2023,5967,Tony Pollard,RB,5541,153
hwang,2023,6768,Tua Tagovailoa,QB,5438,262.7
hwang,2023,5850,Josh Jacobs,RB,5385,144.1
hwang,2023,6813,Jonathan Taylor,RB,5301,111.8
hwang,2023,7543,Travis Etienne,RB,5280,215.7
hwang,2023,4663,Austin Ekeler,RB,5260,129.5
hwang,2023,9758,C.J. Stroud,QB,5227,254.5
hwang,2023,4017,Deshaun Watson,QB,5169,86.8
hwang,2023,9756,Jordan Addison,WR,5132,139.6
hwang,2023,2133,Davante Adams,WR,5120,151.8
hwang,2023,5870,Daniel Jones,QB,5042,57
hwang,2023,8151,Kenneth Walker III,RB,5030,162.3
hwang,2023,8167,Christian Watson,WR,4980,73.3
hwang,2023,5849,Kyler Murray,QB,4911,128.6
hwang,2023,8119,Jahan Dotson,WR,4900,74.1
hwang,2023,6803,Brandon Aiyuk,WR,4891,171.7
hwang,2023,4981,Calvin Ridley,WR,4850,137.3
hwang,2023,4039,Cooper Kupp,WR,4845,105.4
hwang,2023,3294,Dak Prescott,QB,4820,317.7
hwang,2023,9997,Zay Flowers,WR,4816,129.4
hwang,2023,7611,Rhamondre Stevenson,RB,4747,107.7
hwang,2023,4983,D.J. Moore,WR,4719,184.1
hwang,2023,8137,George Pickens,WR,4719,145.5
hwang,2023,8160,Kenny Pickett,QB,4690,110.2
hwang,2023,10236,Dalton Kincaid,TE,4629,101.9
hwang,2023,7588,Javonte Williams,RB,4554,118.7
hwang,2023,9754,Quentin Johnston,WR,4518,53.7
hwang,2023,7528,Najee Harris,RB,4466,147.2
hwang,2023,6804,Jordan Love,QB,4452,300.5
hwang,2023,8129,Dameon Pierce,RB,4331,69.7
hwang,2023,4217,George Kittle,TE,4312,170.7
hwang,2023,5872,Deebo Samuel,WR,4258,180.5
hwang,2023,6783,Jerry Jeudy,WR,4225,73.9
hwang,2023,3198,Derrick Henry,RB,4169,197.4
hwang,2023,5022,Dallas Goedert,TE,4096,105.9
hwang,2023,5927,Terry McLaurin,WR,4067,124.6
hwang,2023,3163,Jared Goff,QB,4061,268.3
hwang,2023,5937,Diontae Johnson,WR,4042,86.8
hwang,2023,2505,Darren Waller,TE,4028,80.2
hwang,2023,10859,Sam LaPorta,TE,4027,184.9
hwang,2023,8138,James Cook,RB,4017,183.5
hwang,2023,7600,Pat Freiermuth,TE,4016,57.7
hwang,2023,8183,Brock Purdy,QB,3994,295.6
hwang,2023,8135,Treylon Burks,WR,3984,23.9
hwang,2023,6806,J.K. Dobbins,RB,3963,9.7
hwang,2023,4037,Chris Godwin,WR,3962,120.7
hwang,2023,6819,Michael Pittman,WR,3856,138.8
hwang,2023,9753,Zach Charbonnet,RB,3844,67.1
hwang,2023,2309,Amari Cooper,WR,3841,155
hwang,2023,4018,Joe Mixon,RB,3799,191.3
hwang,2023,8148,Jameson Williams,WR,3795,56.3
hwang,2023,4950,Christian Kirk,WR,3790,93.3
hwang,2023,8162,Sam Howell,QB,3743,250.1
hwang,2023,8136,Rachaad White,RB,3732,194.6
hwang,2023,1373,Geno Smith,QB,3706,205.9
hwang,2023,1166,Kirk Cousins,QB,3662,149.7
hwang,2023,5987,Alexander Mattison,RB,3612,100.3
hwang,2023,6151,Miles Sanders,RB,3606,58.8
hwang,2023,4199,Aaron Jones,RB,3601,90.8
hwang,2023,5848,Marquise Brown,WR,3532,83.7
hwang,2023,6938,Cam Akers,RB,3498,35.7
hwang,2023,8205,Isiah Pacheco,RB,3496,169.9
hwang,2023,9482,Michael Mayer,TE,3444,57.9
hwang,2023,1479,Keenan Allen,WR,3441,170.9
hwang,2023,6790,D'Andre Swift,RB,3429,160.3
hwang,2023,8168,Skyy Moore,WR,3354,32.7
hwang,2023,9494,Marvin Mims,WR,3348,47
hwang,2023,4066,Evan Engram,TE,3304,154.4
hwang,2023,7596,Elijah Moore,WR,3284,73.1
hwang,2023,4068,Mike Williams,WR,3268,31.2
hwang,2023,2028,Derek Carr,QB,3267,214
hwang,2023,9226,De'Von Achane,RB,3240,151.6
hwang,2023,2216,Mike Evans,WR,3227,201.3
hwang,2023,7608,Khalil Herbert,RB,3218,88.4
hwang,2023,5892,David Montgomery,RB,3214,181.2
hwang,2023,10225,Jonathan Mingo,WR,3177,41.8
hwang,2023,1234,Russell Wilson,QB,3165,256.9
hwang,2023,4035,Alvin Kamara,RB,3148,158
hwang,2023,9225,Tank Bigsby,RB,3141,20.2
hwang,2023,8154,Brian Robinson,RB,3135,154.6
hwang,2023,4033,David Njoku,TE,3117,160.7
hwang,2023,2374,Tyler Lockett,WR,3113,108.3
hwang,2023,9757,Kendre Miller,RB,3108,19.4
hwang,2023,8159,Desmond Ridder,QB,3064,160.5
hwang,2023,6945,Antonio Gibson,RB,3059,75.8
hwang,2023,9481,Luke Musgrave,TE,3052,56.6
hwang,2023,6943,Gabriel Davis,WR,3018,116.4
hwang,2023,7571,Rashod Bateman,WR,3014,44.5
hwang,2023,1426,DeAndre Hopkins,WR,3010,138
hwang,2023,7527,Mac Jones,QB,2997,106.4
hwang,2023,6826,Cole Kmet,TE,2947,139
hwang,2023,8228,Jaylen Warren,RB,2921,132.4
hwang,2023,4137,James Conner,RB,2895,148.1
hwang,2023,6828,AJ Dillon,RB,2884,95.6
hwang,2023,8172,Greg Dulcich,TE,2875,4
hwang,2023,8121,Romeo Doubs,WR,2863,115.4
hwang,2023,10235,Roschon Johnson,RB,2829,66.1
hwang,2023,8210,Chigoziem Okonkwo,TE,2821,81.8
hwang,2023,9508,Tyjae Spears,RB,2766,83.2
hwang,2023,9497,Jalin Hyatt,WR,2754,36.8
hwang,2023,7606,Kadarius Toney,WR,2711,26
hwang,2023,10229,Rashee Rice,WR,2695,133.5
hwang,2023,5045,Courtland Sutton,WR,2686,131
hwang,2023,10222,Jayden Reed,WR,2661,142
hwang,2023,4029,Dalvin Cook,RB,2650,25.2
hwang,2023,7569,Nico Collins,WR,2589,154.9
hwang,2023,5001,Dalton Schultz,TE,2514,114.3
hwang,2023,9500,Josh Downs,WR,2505,84.3
hwang,2023,2197,Brandin Cooks,WR,2469,109
hwang,2023,8110,Jake Ferguson,TE,2468,131.7
hwang,2023,8132,Tyler Allgeier,RB,2459,116.2
hwang,2023,8131,Isaiah Likely,TE,2444,76
hwang,2023,7002,Juwan Johnson,TE,2385,73.8
hwang,2023,8130,Trey McBride,TE,2378,130.1
hwang,2023,8126,Wan'Dale Robinson,WR,2362,64.7
hwang,2023,8147,John Metchie,WR,2343,15.7
hwang,2023,4040,JuJu Smith-Schuster,WR,2308,32
hwang,2023,7567,Kenneth Gainwell,RB,2277,61.2
hwang,2023,9999,Will Levis,QB,2263,102
hwang,2023,7090,Darnell Mooney,WR,2257,47.9
hwang,2023,8142,Alec Pierce,WR,2256,63.4
hwang,2023,7561,Elijah Mitchell,RB,2233,28.8
hwang,2023,4149,Jamaal Williams,RB,2205,33.4
hwang,2023,421,Matthew Stafford,QB,2185,243.1
hwang,2023,9502,Tank Dell,WR,2182,118
hwang,2023,3199,Michael Thomas,WR,2153,50.8
hwang,2023,5947,Jakobi Meyers,WR,2135,129
hwang,2023,1837,Jimmy Garoppolo,QB,2126,64.1
hwang,2023,7601,Rondale Moore,WR,2100,61.4
hwang,2023,9506,Sean Tucker,RB,2061,3.2
hwang,2023,8140,Justyn Ross,WR,2041,3.6
hwang,2023,4985,Rashaad Penny,RB,2036,2.2
hwang,2023,4147,Samaje Perine,RB,2033,68.3
hwang,2023,5906,Dawson Knox,TE,2030,34.4
hwang,2023,6824,Donovan Peoples-Jones,WR,2023,13
hwang,2023,3271,Tyler Higbee,TE,2007,85
hwang,2023,10871,Luke Schoonmaker,TE,2004,22.5
hwang,2023,9505,Deuce Vaughn,RB,2001,8
hwang,2023,10232,Michael Wilson,WR,1991,67
hwang,2023,4892,Baker Mayfield,QB,1931,267.9
hwang,2023,9220,Evan Hull,RB,1931,0.7
hwang,2023,9493,Puka Nacua,WR,1919,183.4
hwang,2023,9479,Darnell Washington,TE,1916,9.6
hwang,2023,5185,Allen Lazard,WR,1914,37.1
hwang,2023,10444,Cedric Tillman,WR,1912,18.9
hwang,2023,3225,Tyler Boyd,WR,1908,77.4
hwang,2023,4080,Zay Jones,WR,1904,39.4
hwang,2023,9224,Chase Brown,RB,1893,34.2
hwang,2023,8676,Rashid Shaheed,WR,1891,97.1
hwang,2023,4951,D.J. Chark,WR,1880,77.9
hwang,2023,5038,Michael Gallup,WR,1867,53.8
hwang,2023,6920,Isaiah Hodgins,WR,1801,35.4
hwang,2023,8139,Zamir White,RB,1794,46.8
hwang,2023,5857,Noah Fant,TE,1740,57.4
hwang,2023,8143,Jerome Ford,RB,1734,164
hwang,2023,10862,Dorian Thompson-Robinson,QB,1715,22.1
hwang,2023,6853,Van Jefferson,WR,1698,20
hwang,2023,2078,Odell Beckham,WR,1675,72.5
hwang,2023,6126,Irv Smith,TE,1665,24.5
hwang,2023,8111,Cade Otton,TE,1646,89
hwang,2023,8225,Daniel Bellinger,TE,1641,38
hwang,2023,7828,Noah Gray,TE,1636,56.6
hwang,2023,1049,Ryan Tannehill,QB,1631,67.6
hwang,2023,2749,Raheem Mostert,RB,1614,242.7
hwang,2023,7670,Josh Palmer,WR,1586,63.7
hwang,2023,6130,Devin Singletary,RB,1576,124.8
hwang,2023,9222,Zach Evans,RB,1566,1.6
hwang,2023,6886,Chase Claypool,WR,1564,13.4
hwang,2023,2161,Jerick McKinnon,RB,1544,59.4
hwang,2023,3164,Ezekiel Elliott,RB,1539,115.4
hwang,2023,7066,K.J. Osborn,WR,1534,71.1
hwang,2023,4993,Mike Gesicki,TE,1534,49.9
hwang,2023,4089,Gerald Everett,TE,1501,84.7
hwang,2023,4082,Curtis Samuel,WR,1496,92.2
hwang,2023,9504,Kayshon Boutte,WR,1482,1.9
hwang,2023,5955,Hunter Renfrow,WR,1457,23.5
hwang,2023,9492,Trey Palmer,WR,1455,55.7
hwang,2023,3214,Hunter Henry,TE,1454,98.9
hwang,2023,10866,Aidan O'Connell,QB,1435,108
hwang,2023,7594,Chuba Hubbard,RB,1434,134.3
hwang,2023,1689,Adam Thielen,WR,1427,126.8
hwang,2023,9227,Israel Abanikanda,RB,1426,8.7
hwang,2023,9484,Tucker Kraft,TE,1424,58.4
hwang,2023,8230,Ty Chandler,RB,1416,71.1
hwang,2023,6845,Zack Moss,RB,1413,139.6
hwang,2023,6820,Clyde Edwards-Helaire,RB,1412,52.1
hwang,2023,6149,Darius Slayton,WR,1410,88.8
hwang,2023,5880,Parris Campbell,WR,1388,10.4
hwang,2023,5917,Mecole Hardman,WR,1385,3
hwang,2023,7538,Zach Wilson,QB,1375,119.9
hwang,2023,7565,Terrace Marshall,WR,1371,13.4
hwang,2023,7794,Chris Evans,RB,1335,1.1
hwang,2023,4111,D'Onta Foreman,RB,1334,80.2
hwang,2023,8150,Kyren Williams,RB,1328,223
hwang,2023,8221,Keaontay Ingram,RB,1308,10
hwang,2023,5086,Marquez Valdes-Scantling,WR,1287,35.5
hwang,2023,5133,Tyler Conklin,TE,1283,90
hwang,2023,8161,Malik Willis,QB,1282,3.1
hwang,2023,8125,Calvin Austin III,WR,1281,34.9
hwang,2023,4943,Sam Darnold,QB,1280,5.9
hwang,2023,5284,Jeffery Wilson,RB,1261,22.8
hwang,2023,10218,Xavier Hutchinson,WR,1261,13.3
hwang,2023,8153,Isaiah Spiller,RB,1255,13
hwang,2023,8188,Tyquan Thornton,WR,1240,14.2
hwang,2023,1339,Zach Ertz,TE,1222,38.2
hwang,2023,8134,Khalil Shakir,WR,1220,63.6
hwang,2023,5248,Gus Edwards,RB,1184,172.2
hwang,2023,5970,Greg Dortch,WR,1183,39.1
hwang,2023,10217,Clayton Tune,QB,1177,7.4
hwang,2023,10863,A.T. Perry,WR,1138,31.3
hwang,2023,10223,Eric Gray,RB,1093,4.2
hwang,2023,4098,Kareem Hunt,RB,1091,103
hwang,2023,7045,Joshua Kelley,RB,1078,53.6
hwang,2023,7607,Michael Carter,RB,1077,32.9
hwang,2023,11439,Jaleel McLaughlin,RB,1069,74.4
hwang,2023,7021,Rico Dowdle,RB,1061,64.5
hwang,2023,4179,Joshua Dobbs,QB,1057,200.7
hwang,2023,10219,Chris Rodriguez,RB,1055,35.9
hwang,2023,8117,Jalen Tolbert,WR,1048,30
hwang,2023,5137,Richie James,WR,1046,7.9
hwang,2023,8116,Pierre Strong Jr.,RB,1034,31.3
hwang,2023,4973,Hayden Hurst,TE,1031,33.4
hwang,2023,7562,Tutu Atwell,WR,1014,71.1
hwang,2023,7587,Dyami Brown,WR,996,22.8
hwang,2023,7083,Tyler Huntley,QB,979,11.8
hwang,2023,9501,Demario Douglas,WR,954,56.9
hwang,2023,8118,David Bell,WR,942,15.9
hwang,2023,2319,DeVante Parker,WR,940,38.8
hwang,2023,8214,Cole Turner,TE,931,17.5
hwang,2023,4454,Kendrick Bourne,WR,928,63
hwang,2023,9490,Tyler Scott,WR,920,17.7
hwang,2023,9480,Brenton Strange,TE,904,12
hwang,2023,10228,Charlie Jones,WR,896,7.5
hwang,2023,7568,Brevin Jordan,TE,882,42.4
hwang,2023,6144,Trayveon Williams,RB,865,8.1
hwang,2023,6011,Gardner Minshew,QB,857,187.7
hwang,2023,6869,Adam Trautman,TE,848,46.8
hwang,2023,8145,Jeremy Ruckert,TE,845,23.1
hwang,2023,6814,Laviska Shenault,WR,844,11.5
hwang,2023,1352,Robert Woods,WR,838,49.3
hwang,2023,8408,Jordan Mason,RB,829,36.9
hwang,2023,6850,Harrison Bryant,TE,822,31.4
hwang,2023,6885,Ke'Shawn Vaughn,RB,821,4.4
hwang,2023,7585,Davis Mills,QB,819,17.8
hwang,2023,7694,Tommy Tremble,TE,818,46.8
hwang,2023,5985,Foster Moreau,TE,812,35
hwang,2023,2306,Jameis Winston,QB,803,12
hwang,2023,10231,Elijah Higgins,TE,801,25.1
hwang,2023,8211,Tyrion Davis-Price,RB,771,2.1
hwang,2023,9495,Rakim Jarrett,WR,765,6
hwang,2023,6847,Devin Duvernay,WR,761,3.3
hwang,2023,7891,Brock Wright,TE,758,21.6
hwang,2023,5995,Justice Hill,RB,754,78.7
hwang,2023,9511,Keaton Mitchell,RB,751,60.9
hwang,2023,4171,Josh Reynolds,WR,749,84.4
hwang,2023,8171,Kyle Philips,WR,743,14.6
hwang,2024,4046,Patrick Mahomes,QB,9992,282
hwang,2024,4984,Josh Allen,QB,9975,379
hwang,2024,6786,CeeDee Lamb,WR,9796,162.4
hwang,2024,6794,Justin Jefferson,WR,9449,209.1
hwang,2024,9758,C.J. Stroud,QB,9304,214.4
hwang,2024,7547,Amon-Ra St. Brown,WR,8857,193.5
hwang,2024,9509,Bijan Robinson,RB,8695,251.4
hwang,2024,4881,Lamar Jackson,QB,8641,407.4
hwang,2024,6904,Jalen Hurts,QB,8621,315.1
hwang,2024,7564,Ja'Marr Chase,WR,8538,260.4
hwang,2024,11628,Marvin Harrison Jr.,WR,8293,122.2
hwang,2024,8155,Breece Hall,RB,8273,168.7
hwang,2024,11560,Caleb Williams,QB,8226,243.6
hwang,2024,10859,Sam LaPorta,TE,7603,134.8
hwang,2024,6770,Joe Burrow,QB,7517,359.8
hwang,2024,6804,Jordan Love,QB,7370,231.1
hwang,2024,9221,Jahmyr Gibbs,RB,7319,269.9
hwang,2024,8146,Garrett Wilson,WR,7302,145.8
hwang,2024,4034,Christian McCaffrey,RB,7268,32.8
hwang,2024,9229,Anthony Richardson,QB,7220,162.4
hwang,2024,9493,Puka Nacua,WR,6957,127.6
hwang,2024,5849,Kyler Murray,QB,6875,269.4
hwang,2024,5859,A.J. Brown,WR,6867,149.9
hwang,2024,11566,Jayden Daniels,QB,6852,351.6
hwang,2024,11632,Malik Nabers,WR,6844,152.2
hwang,2024,3321,Tyreek Hill,WR,6738,135.2
hwang,2024,6797,Justin Herbert,QB,6485,257.4
hwang,2024,8130,Trey McBride,TE,6233,178.3
hwang,2024,8112,Drake London,WR,6088,150.1
hwang,2024,6813,Jonathan Taylor,RB,6050,202.7
hwang,2024,7526,Jaylen Waddle,WR,5988,86.6
hwang,2024,10236,Dalton Kincaid,TE,5985,78.8
hwang,2024,7523,Trevor Lawrence,QB,5963,145.2
hwang,2024,9226,De'Von Achane,RB,5905,203.8
hwang,2024,8144,Chris Olave,WR,5834,44.7
hwang,2024,6803,Brandon Aiyuk,WR,5809,37.4
hwang,2024,7569,Nico Collins,WR,5769,132.8
hwang,2024,11604,Brock Bowers,TE,5765,193.7
hwang,2024,11620,Rome Odunze,WR,5687,89.1
hwang,2024,7525,DeVonta Smith,WR,5679,131.4
hwang,2024,8183,Brock Purdy,QB,5541,266.9
hwang,2024,7543,Travis Etienne,RB,5470,85.2
hwang,2024,3294,Dak Prescott,QB,5387,116.5
hwang,2024,7553,Kyle Pitts,TE,5348,105.2
hwang,2024,6768,Tua Tagovailoa,QB,5303,181.6
hwang,2024,4983,D.J. Moore,WR,5270,127
hwang,2024,5846,DK Metcalf,WR,5224,113.9
hwang,2024,4866,Saquon Barkley,RB,5152,322.3
hwang,2024,8150,Kyren Williams,RB,5142,238.1
hwang,2024,9502,Tank Dell,WR,5118,89
hwang,2024,8151,Kenneth Walker III,RB,5112,135.2
hwang,2024,8205,Isiah Pacheco,RB,4963,44.9
hwang,2024,5012,Mark Andrews,TE,4957,147.9
hwang,2024,10229,Rashee Rice,WR,4934,40.9
hwang,2024,11564,Drake Maye,QB,4904,177.1
hwang,2024,6819,Michael Pittman,WR,4893,89.6
hwang,2024,11631,Brian Thomas Jr.,WR,4838,186.7
hwang,2024,3163,Jared Goff,QB,4836,314.2
hwang,2024,6801,Tee Higgins,WR,4775,143.8
hwang,2024,11624,Xavier Worthy,WR,4745,128.2
hwang,2024,9488,Jaxon Smith-Njigba,WR,4717,151.7
hwang,2024,9997,Zay Flowers,WR,4707,133.4
hwang,2024,8138,James Cook,RB,4694,225.9
hwang,2024,11583,Jonathon Brooks,RB,4694,4.5
hwang,2024,8137,George Pickens,WR,4650,105.4
hwang,2024,5872,Deebo Samuel,WR,4566,102.6
hwang,2024,1466,Travis Kelce,TE,4498,146.9
hwang,2024,11563,Bo Nix,QB,4478,282.7
hwang,2024,5844,T.J. Hockenson,TE,4433,64.1
hwang,2024,5850,Josh Jacobs,RB,4407,246.5
hwang,2024,9756,Jordan Addison,WR,4107,149.5
hwang,2024,11635,Ladd McConkey,WR,4092,147.4
hwang,2024,10222,Jayden Reed,WR,4082,138.9
hwang,2024,4039,Cooper Kupp,WR,4080,108
hwang,2024,8136,Rachaad White,RB,4070,148.6
hwang,2024,11637,Keon Coleman,WR,3969,78.5
hwang,2024,2133,Davante Adams,WR,3960,141.5
hwang,2024,9228,Bryce Young,QB,3952,158.6
hwang,2024,2216,Mike Evans,WR,3943,157.5
hwang,2024,4217,George Kittle,TE,3906,193.9
hwang,2024,11559,Michael Penix Jr.,QB,3831,19.1
hwang,2024,5927,Terry McLaurin,WR,3788,173.6
hwang,2024,9999,Will Levis,QB,3784,108.1
hwang,2024,4066,Evan Engram,TE,3738,66
hwang,2024,8110,Jake Ferguson,TE,3738,72.7
hwang,2024,3198,Derrick Henry,RB,3719,289.3
hwang,2024,11589,Trey Benson,RB,3653,41
hwang,2024,4033,David Njoku,TE,3597,116.5
hwang,2024,2309,Amari Cooper,WR,3453,78.7
hwang,2024,8167,Christian Watson,WR,3408,76.3
hwang,2024,9508,Tyjae Spears,RB,3406,83.6
hwang,2024,4892,Baker Mayfield,QB,3403,344.2
hwang,2024,4950,Christian Kirk,WR,3402,43.9
hwang,2024,4037,Chris Godwin,WR,3382,87.8
hwang,2024,6790,D'Andre Swift,RB,3377,160
hwang,2024,4018,Joe Mixon,RB,3343,201.7
hwang,2024,7588,Javonte Williams,RB,3341,98.1
hwang,2024,11625,Adonai Mitchell,WR,3339,30.8
hwang,2024,7611,Rhamondre Stevenson,RB,3337,142.9
hwang,2024,4981,Calvin Ridley,WR,3317,127.9
hwang,2024,4035,Alvin Kamara,RB,3309,197.3
hwang,2024,11596,Ben Sinnott,TE,3307,11.3
hwang,2024,2449,Stefon Diggs,WR,3285,74.9
hwang,2024,5892,David Montgomery,RB,3284,185.7
hwang,2024,1166,Kirk Cousins,QB,3274,176.3
hwang,2024,5937,Diontae Johnson,WR,3246,54.9
hwang,2024,11586,Blake Corum,RB,3244,24.3
hwang,2024,8148,Jameson Williams,WR,3241,150.8
hwang,2024,7528,Najee Harris,RB,3236,157
hwang,2024,8139,Zamir White,RB,3218,23.3
hwang,2024,8154,Brian Robinson,RB,3216,138.2
hwang,2024,8121,Romeo Doubs,WR,3170,86.1
hwang,2024,8228,Jaylen Warren,RB,3161,84
hwang,2024,11619,Ja'Lynn Polk,WR,3142,20.7
hwang,2024,9224,Chase Brown,RB,3117,201
hwang,2024,11626,Xavier Legette,WR,3103,73.1
hwang,2024,421,Matthew Stafford,QB,3099,214.6
hwang,2024,8143,Jerome Ford,RB,3095,97
hwang,2024,4137,James Conner,RB,3093,206.8
hwang,2024,11643,Jaylen Wright,RB,3086,24.1
hwang,2024,4017,Deshaun Watson,QB,3055,76.7
hwang,2024,7600,Pat Freiermuth,TE,3019,117.3
hwang,2024,9481,Luke Musgrave,TE,3008,5.6
hwang,2024,8131,Isaiah Likely,TE,2998,97.4
hwang,2024,5967,Tony Pollard,RB,2997,153.5
hwang,2024,6826,Cole Kmet,TE,2958,95.6
hwang,2024,8134,Khalil Shakir,WR,2948,106.5
hwang,2024,9486,Dontayvion Wicks,WR,2945,66.6
hwang,2024,4199,Aaron Jones,RB,2917,183.1
hwang,2024,5848,Marquise Brown,WR,2909,9.1
hwang,2024,5001,Dalton Schultz,TE,2908,87.3
hwang,2024,5022,Dallas Goedert,TE,2907,75.1
hwang,2024,9500,Josh Downs,WR,2904,102.1
hwang,2024,11638,Ricky Pearsall,WR,2848,49.6
hwang,2024,9753,Zach Charbonnet,RB,2839,135.8
hwang,2024,11581,MarShawn Lloyd,RB,2814,1.8
hwang,2024,1479,Keenan Allen,WR,2788,113.9
hwang,2024,5045,Courtland Sutton,WR,2773,143.5
hwang,2024,7670,Josh Palmer,WR,2701,68.4
hwang,2024,7591,Justin Fields,QB,2688,119.1
hwang,2024,6845,Zack Moss,RB,2681,58.9
hwang,2024,2749,Raheem Mostert,RB,2675,51.9
hwang,2024,1373,Geno Smith,QB,2672,239.7
hwang,2024,11618,Jalen McMillan,WR,2655,84.4
hwang,2024,11640,Jermaine Burton,WR,2613,10.7
hwang,2024,11576,Braelon Allen,RB,2591,63.9
hwang,2024,4988,Nick Chubb,RB,2579,58.3
hwang,2024,6130,Devin Singletary,RB,2576,73.9
hwang,2024,6783,Jerry Jeudy,WR,2569,144.6
hwang,2024,9482,Michael Mayer,TE,2565,22
hwang,2024,11584,Bucky Irving,RB,2561,183
hwang,2024,8676,Rashid Shaheed,WR,2554,59.8
hwang,2024,11439,Jaleel McLaughlin,RB,2551,68.4
hwang,2024,7021,Rico Dowdle,RB,2536,144.4
hwang,2024,96,Aaron Rodgers,QB,2534,231.6
hwang,2024,10232,Michael Wilson,WR,2522,77.5
hwang,2024,5947,Jakobi Meyers,WR,2494,112.7
hwang,2024,8132,Tyler Allgeier,RB,2460,86.3
hwang,2024,9501,Demario Douglas,WR,2446,78.3
hwang,2024,11650,Luke McCaffrey,WR,2438,16.8
hwang,2024,5870,Daniel Jones,QB,2424,135.3
hwang,2024,8172,Greg Dulcich,TE,2405,5.3
hwang,2024,8111,Cade Otton,TE,2397,111.1
hwang,2024,9484,Tucker Kraft,TE,2396,132.7
hwang,2024,11600,Ja'Tavion Sanders,TE,2392,51.7
hwang,2024,7594,Chuba Hubbard,RB,2391,198.6
hwang,2024,9511,Keaton Mitchell,RB,2380,4.8
hwang,2024,4082,Curtis Samuel,WR,2377,27.5
hwang,2024,1426,DeAndre Hopkins,WR,2364,91
hwang,2024,5248,Gus Edwards,RB,2362,61.1
hwang,2024,11575,Ray Davis,RB,2320,86.6
hwang,2024,4943,Sam Darnold,QB,2317,300.3
