league,match_id,minute,elapsed,elapsed_plus
England Premier League,4669,15,15,0
England Premier League,4669,39,39,0
England Premier League,4669,46,45,1
England Premier League,4669,71,71,0
England Premier League,4669,85,85,0
England Premier League,4669,94,90,4
England Premier League,4670,5,5,0
England Premier League,4670,34,34,0
England Premier League,4670,36,36,0
England Premier League,4670,71,71,0
England Premier League,4670,91,90,1
England Premier League,4672,10,10,0
England Premier League,4672,30,30,0
England Premier League,4672,60,60,0
England Premier League,4672,85,85,0
England Premier League,4673,2,2,0
England Premier League,4673,30,30,0
England Premier League,4673,49,49,0
England Premier League,4673,66,66,0
England Premier League,4674,35,35,0
England Premier League,4674,43,43,0
England Premier League,4674,64,64,0
England Premier League,4674,74,74,0
England Premier League,4675,11,11,0
England Premier League,4675,15,15,0
England Premier League,4675,18,18,0
England Premier League,4675,37,37,0
England Premier League,4675,51,51,0
England Premier League,4675,57,57,0
England Premier League,4677,33,33,0
England Premier League,4677,73,73,0
England Premier League,4678,10,10,0
England Premier League,4678,51,51,0
England Premier League,4678,72,72,0
England Premier League,4678,76,76,0
England Premier League,4678,81,81,0
England Premier League,4679,59,59,0
England Premier League,4680,35,35,0
England Premier League,4680,44,44,0
England Premier League,4680,58,58,0
England Premier League,4680,83,83,0
England Premier League,4681,7,7,0
England Premier League,4681,9,9,0
England Premier League,4681,64,64,0
England Premier League,4682,8,8,0
England Premier League,4682,17,17,0
England Premier League,4683,58,58,0
England Premier League,4684,25,25,0
England Premier League,4684,28,28,0
England Premier League,4684,44,44,0
England Premier League,4684,57,57,0
England Premier League,4684,68,68,0
England Premier League,4684,78,78,0
England Premier League,4685,50,50,0
England Premier League,4685,94,90,4
England Premier League,4686,20,20,0
England Premier League,4686,33,33,0
England Premier League,4686,65,65,0
England Premier League,4686,67,67,0
England Premier League,4687,28,28,0
England Premier League,4687,47,45,2
England Premier League,4687,48,48,0
England Premier League,4687,90,90,0
England Premier League,4687,93,90,3
England Premier League,4688,34,34,0
England Premier League,4688,48,45,3
England Premier League,4688,79,79,0
England Premier League,4690,16,16,0
England Premier League,4690,82,82,0
England Premier League,4691,27,27,0
England Premier League,4691,47,47,0
England Premier League,4691,68,68,0
England Premier League,4692,5,5,0
England Premier League,4692,33,33,0
England Premier League,4692,65,65,0
England Premier League,4692,88,88,0
England Premier League,4693,35,35,0
England Premier League,4693,76,76,0
England Premier League,4694,8,8,0
England Premier League,4694,10,10,0
England Premier League,4694,51,51,0
England Premier League,4694,68,68,0
England Premier League,4695,72,72,0
England Premier League,4696,14,14,0
England Premier League,4696,41,41,0
England Premier League,4696,49,45,4
England Premier League,4696,67,67,0
England Premier League,4696,70,70,0
England Premier League,4697,16,16,0
England Premier League,4697,31,31,0
England Premier League,4697,72,72,0
England Premier League,4698,25,25,0
England Premier League,4698,31,31,0
England Premier League,4698,51,51,0
England Premier League,4698,68,68,0
England Premier League,4698,93,90,3
England Premier League,4699,5,5,0
England Premier League,4699,79,79,0
England Premier League,4699,80,80,0
England Premier League,4699,93,90,3
England Premier League,4700,66,66,0
England Premier League,4700,82,82,0
England Premier League,4701,19,19,0
England Premier League,4701,44,44,0
England Premier League,4701,48,48,0
England Premier League,4702,43,43,0
England Premier League,4702,75,75,0
England Premier League,4702,87,87,0
England Premier League,4702,93,90,3
England Premier League,4703,19,19,0
England Premier League,4703,39,39,0
England Premier League,4703,61,61,0
England Premier League,4703,73,73,0
England Premier League,4703,85,85,0
England Premier League,4703,86,86,0
England Premier League,4704,43,43,0
England Premier League,4704,62,62,0
England Premier League,4704,64,64,0
England Premier League,4704,75,75,0
England Premier League,4704,87,87,0
England Premier League,4705,23,23,0
England Premier League,4705,55,55,0
England Premier League,4705,89,89,0
England Premier League,4706,5,5,0
England Premier League,4706,46,45,1
England Premier League,4707,39,39,0
England Premier League,4707,48,48,0
England Premier League,4707,51,51,0
England Premier League,4707,61,61,0
England Premier League,4708,13,13,0
England Premier League,4708,23,23,0
England Premier League,4709,8,8,0
England Premier League,4709,11,11,0
England Premier League,4709,41,41,0
England Premier League,4709,52,52,0
England Premier League,4710,24,24,0
England Premier League,4710,86,86,0
England Premier League,4711,65,65,0
England Premier League,4711,79,79,0
England Premier League,4711,81,81,0
England Premier League,4712,3,3,0
England Premier League,4712,29,29,0
England Premier League,4712,92,90,2
England Premier League,4713,47,47,0
England Premier League,4713,56,56,0
England Premier League,4714,52,52,0
England Premier League,4715,46,45,1
England Premier League,4715,65,65,0
England Premier League,4715,68,68,0
England Premier League,4716,48,45,3
England Premier League,4717,48,48,0
England Premier League,4717,61,61,0
England Premier League,4717,66,66,0
England Premier League,4719,31,31,0
England Premier League,4719,85,85,0
England Premier League,4720,90,90,0
England Premier League,4721,17,17,0
England Premier League,4721,22,22,0
England Premier League,4721,36,36,0
England Premier League,4721,83,83,0
England Premier League,4722,39,39,0
England Premier League,4722,64,64,0
England Premier League,4722,72,72,0
England Premier League,4722,82,82,0
England Premier League,4722,89,89,0
England Premier League,4723,49,49,0
England Premier League,4723,70,70,0
England Premier League,4723,84,84,0
England Premier League,4723,86,86,0
England Premier League,4724,35,35,0
England Premier League,4724,52,52,0
England Premier League,4724,67,67,0
England Premier League,4724,81,81,0
England Premier League,4725,82,82,0
England Premier League,4726,59,59,0
England Premier League,4728,9,9,0
England Premier League,4728,48,48,0
England Premier League,4729,39,39,0
England Premier League,4730,4,4,0
England Premier League,4730,9,9,0
England Premier League,4731,53,53,0
England Premier League,4731,91,90,1
England Premier League,4732,48,48,0
England Premier League,4732,61,61,0
England Premier League,4733,6,6,0
England Premier League,4733,31,31,0
England Premier League,4733,47,45,2
England Premier League,4734,10,10,0
England Premier League,4734,28,28,0
England Premier League,4734,62,62,0
England Premier League,4735,13,13,0
England Premier League,4735,34,34,0
England Premier League,4735,50,50,0
England Premier League,4735,68,68,0
England Premier League,4735,86,86,0
England Premier League,4736,13,13,0
England Premier League,4736,20,20,0
England Premier League,4736,51,51,0
England Premier League,4736,69,69,0
England Premier League,4738,68,68,0
England Premier League,4739,13,13,0
England Premier League,4739,18,18,0
England Premier League,4739,33,33,0
England Premier League,4739,58,58,0
England Premier League,4739,81,81,0
England Premier League,4739,89,89,0
England Premier League,4739,93,90,3
England Premier League,4740,2,2,0
England Premier League,4740,59,59,0
England Premier League,4740,66,66,0
England Premier League,4740,67,67,0
England Premier League,4740,71,71,0
England Premier League,4741,49,45,4
England Premier League,4741,46,46,0
England Premier League,4741,90,90,0
England Premier League,4742,42,42,0
England Premier League,4742,60,60,0
England Premier League,4742,79,79,0
England Premier League,4742,86,86,0
England Premier League,4743,11,11,0
England Premier League,4743,54,54,0
England Premier League,4743,61,61,0
England Premier League,4743,83,83,0
England Premier League,4744,33,33,0
England Premier League,4744,76,76,0
England Premier League,4744,84,84,0
England Premier League,4745,25,25,0
England Premier League,4745,45,45,0
England Premier League,4745,50,50,0
England Premier League,4745,61,61,0
England Premier League,4745,79,79,0
England Premier League,4746,71,71,0
England Premier League,4747,41,41,0
England Premier League,4747,54,54,0
England Premier League,4747,55,55,0
England Premier League,4747,75,75,0
England Premier League,4747,84,84,0
England Premier League,4748,9,9,0
England Premier League,4748,33,33,0
England Premier League,4748,83,83,0
England Premier League,4748,93,90,3
England Premier League,4749,6,6,0
England Premier League,4749,7,7,0
England Premier League,4749,19,19,0
England Premier League,4750,55,55,0
England Premier League,4751,28,28,0
England Premier League,4751,45,45,0
England Premier League,4752,10,10,0
England Premier League,4752,44,44,0
England Premier League,4752,60,60,0
England Premier League,4752,73,73,0
England Premier League,4753,68,68,0
England Premier League,4753,89,89,0
England Premier League,4754,42,42,0
England Premier League,4754,46,45,1
England Premier League,4755,18,18,0
England Premier League,4755,42,42,0
England Premier League,4755,49,49,0
England Premier League,4755,51,51,0
England Premier League,4755,54,54,0
England Premier League,4755,60,60,0
England Premier League,4755,62,62,0
England Premier League,4756,28,28,0
England Premier League,4756,48,48,0
England Premier League,4756,69,69,0
England Premier League,4757,10,10,0
England Premier League,4757,22,22,0
England Premier League,4757,46,45,1
England Premier League,4757,60,60,0
England Premier League,4758,16,16,0
England Premier League,4758,27,27,0
England Premier League,4758,31,31,0
England Premier League,4758,65,65,0
England Premier League,4759,34,34,0
England Premier League,4759,54,54,0
England Premier League,4760,22,22,0
England Premier League,4760,25,25,0
England Premier League,4760,88,88,0
England Premier League,4760,94,90,4
England Premier League,4761,18,18,0
England Premier League,4761,22,22,0
England Premier League,4761,62,62,0
England Premier League,4762,7,7,0
England Premier League,4762,11,11,0
England Premier League,4762,22,22,0
England Premier League,4762,29,29,0
England Premier League,4762,48,45,3
England Premier League,4762,89,89,0
England Premier League,4763,14,14,0
England Premier League,4763,20,20,0
England Premier League,4763,26,26,0
England Premier League,4763,33,33,0
England Premier League,4763,34,34,0
England Premier League,4763,64,64,0
England Premier League,4763,66,66,0
England Premier League,4763,85,85,0
England Premier League,4764,21,21,0
England Premier League,4764,38,38,0
England Premier League,4764,67,67,0
England Premier League,4764,92,90,2
England Premier League,4765,4,4,0
England Premier League,4767,62,62,0
England Premier League,4767,68,68,0
England Premier League,4767,74,74,0
England Premier League,4768,54,54,0
France Ligue 1,5578,15,15,0
France Ligue 1,5578,75,75,0
France Ligue 1,5591,11,11,0
France Ligue 1,5591,19,19,0
France Ligue 1,5591,44,44,0
France Ligue 1,5591,65,65,0
France Ligue 1,5591,81,81,0
France Ligue 1,5599,8,8,0
France Ligue 1,5599,27,27,0
France Ligue 1,5600,30,30,0
France Ligue 1,5600,87,87,0
France Ligue 1,5601,6,6,0
France Ligue 1,5601,12,12,0
France Ligue 1,5601,18,18,0
France Ligue 1,5601,45,45,0
France Ligue 1,5601,49,49,0
France Ligue 1,5601,57,57,0
France Ligue 1,5601,58,58,0
France Ligue 1,5601,82,82,0
France Ligue 1,5601,88,88,0
France Ligue 1,5602,5,5,0
France Ligue 1,5602,81,81,0
France Ligue 1,5602,90,90,0
France Ligue 1,5603,90,90,0
France Ligue 1,5604,5,5,0
France Ligue 1,5604,53,53,0
France Ligue 1,5604,59,59,0
France Ligue 1,5604,77,77,0
France Ligue 1,5605,63,63,0
France Ligue 1,5606,30,30,0
France Ligue 1,5606,67,67,0
France Ligue 1,5606,69,69,0
France Ligue 1,5606,89,89,0
France Ligue 1,5607,15,15,0
France Ligue 1,5607,55,55,0
France Ligue 1,5607,65,65,0
France Ligue 1,5608,66,66,0
France Ligue 1,5609,90,90,0
France Ligue 1,5610,8,8,0
France Ligue 1,5610,40,40,0
France Ligue 1,5614,49,49,0
France Ligue 1,5614,56,56,0
France Ligue 1,5614,74,74,0
France Ligue 1,5615,5,5,0
France Ligue 1,5615,35,35,0
France Ligue 1,5616,19,19,0
France Ligue 1,5616,78,78,0
France Ligue 1,5617,74,74,0
France Ligue 1,5618,47,47,0
France Ligue 1,5618,82,82,0
France Ligue 1,5618,84,84,0
France Ligue 1,5619,20,20,0
France Ligue 1,5619,55,55,0
France Ligue 1,5620,47,47,0
France Ligue 1,5620,49,49,0
France Ligue 1,5620,62,62,0
France Ligue 1,5621,35,35,0
France Ligue 1,5621,51,51,0
France Ligue 1,5622,58,58,0
France Ligue 1,5622,76,76,0
France Ligue 1,5623,7,7,0
France Ligue 1,5623,14,14,0
France Ligue 1,5624,32,32,0
France Ligue 1,5624,40,40,0
France Ligue 1,5624,52,52,0
France Ligue 1,5624,88,88,0
France Ligue 1,5625,90,90,0
France Ligue 1,5626,51,51,0
France Ligue 1,5626,52,52,0
France Ligue 1,5627,28,28,0
France Ligue 1,5627,35,35,0
France Ligue 1,5628,15,15,0
France Ligue 1,5628,60,60,0
France Ligue 1,5628,67,67,0
France Ligue 1,5630,15,15,0
France Ligue 1,5630,45,45,0
France Ligue 1,5630,67,67,0
France Ligue 1,5630,90,90,0
France Ligue 1,5632,9,9,0
France Ligue 1,5633,72,72,0
France Ligue 1,5633,75,75,0
France Ligue 1,5635,45,45,0
France Ligue 1,5635,46,46,0
France Ligue 1,5636,8,8,0
France Ligue 1,5636,47,47,0
France Ligue 1,5636,90,90,0
France Ligue 1,5637,67,67,0
France Ligue 1,5637,83,83,0
France Ligue 1,5638,35,35,0
France Ligue 1,5638,44,44,0
France Ligue 1,5638,45,45,0
France Ligue 1,5649,26,26,0
France Ligue 1,5649,71,71,0
France Ligue 1,5650,11,11,0
France Ligue 1,5650,45,45,0
France Ligue 1,5650,81,81,0
France Ligue 1,5650,87,87,0
France Ligue 1,5651,78,78,0
France Ligue 1,5651,82,82,0
France Ligue 1,5651,83,83,0
France Ligue 1,5652,41,41,0
France Ligue 1,5652,54,54,0
France Ligue 1,5652,57,57,0
France Ligue 1,5653,23,23,0
France Ligue 1,5653,45,45,0
France Ligue 1,5653,74,74,0
France Ligue 1,5654,49,49,0
France Ligue 1,5654,80,80,0
France Ligue 1,5654,82,82,0
France Ligue 1,5655,43,43,0
France Ligue 1,5655,50,50,0
France Ligue 1,5656,14,14,0
France Ligue 1,5656,16,16,0
France Ligue 1,5656,23,23,0
France Ligue 1,5657,23,23,0
France Ligue 1,5657,37,37,0
France Ligue 1,5657,56,56,0
France Ligue 1,5657,90,90,0
France Ligue 1,5658,28,28,0
France Ligue 1,5659,17,17,0
France Ligue 1,5659,49,49,0
France Ligue 1,5659,57,57,0
France Ligue 1,5660,37,37,0
France Ligue 1,5660,57,57,0
France Ligue 1,5661,59,59,0
France Ligue 1,5661,87,87,0
France Ligue 1,5662,69,69,0
France Ligue 1,5663,62,62,0
France Ligue 1,5663,70,70,0
France Ligue 1,5665,2,2,0
France Ligue 1,5665,9,9,0
France Ligue 1,5665,59,59,0
France Ligue 1,5666,18,18,0
France Ligue 1,5666,32,32,0
France Ligue 1,5666,51,51,0
France Ligue 1,5667,19,19,0
France Ligue 1,5667,43,43,0
France Ligue 1,5667,52,52,0
France Ligue 1,5667,54,54,0
France Ligue 1,5667,73,73,0
France Ligue 1,5667,85,85,0
France Ligue 1,5668,51,51,0
France Ligue 1,5668,58,58,0
France Ligue 1,5668,71,71,0
France Ligue 1,5669,9,9,0
France Ligue 1,5669,86,86,0
France Ligue 1,5670,44,44,0
France Ligue 1,5670,74,74,0
France Ligue 1,5670,88,88,0
France Ligue 1,5671,22,22,0
France Ligue 1,5671,86,86,0
France Ligue 1,5672,37,37,0
France Ligue 1,5672,39,39,0
France Ligue 1,5674,56,56,0
France Ligue 1,5675,12,12,0
France Ligue 1,5675,37,37,0
France Ligue 1,5675,86,86,0
France Ligue 1,5676,29,29,0
France Ligue 1,5677,19,19,0
France Ligue 1,5678,49,49,0
France Ligue 1,5678,76,76,0
France Ligue 1,5680,10,10,0
France Ligue 1,5680,49,49,0
France Ligue 1,5680,90,90,0
France Ligue 1,5681,38,38,0
France Ligue 1,5681,90,90,0
France Ligue 1,5682,3,3,0
France Ligue 1,5682,22,22,0
France Ligue 1,5682,56,56,0
France Ligue 1,5682,90,90,0
France Ligue 1,5683,9,9,0
France Ligue 1,5683,14,14,0
France Ligue 1,5683,47,47,0
France Ligue 1,5683,55,55,0
France Ligue 1,5685,52,52,0
France Ligue 1,5685,58,58,0
France Ligue 1,5686,13,13,0
France Ligue 1,5686,28,28,0
France Ligue 1,5686,40,40,0
France Ligue 1,5686,69,69,0
France Ligue 1,5686,90,90,0
France Ligue 1,5687,43,43,0
France Ligue 1,5687,45,45,0
France Ligue 1,5687,70,70,0
France Ligue 1,5688,14,14,0
France Ligue 1,5688,22,22,0
France Ligue 1,5688,69,69,0
France Ligue 1,5689,65,65,0
France Ligue 1,5689,84,84,0
France Ligue 1,5690,14,14,0
France Ligue 1,5690,89,89,0
France Ligue 1,5691,47,47,0
France Ligue 1,5691,64,64,0
France Ligue 1,5691,80,80,0
France Ligue 1,5691,88,88,0
France Ligue 1,5692,6,6,0
France Ligue 1,5692,30,30,0
France Ligue 1,5692,36,36,0
France Ligue 1,5692,59,59,0
France Ligue 1,5692,66,66,0
France Ligue 1,5693,14,14,0
France Ligue 1,5693,35,35,0
France Ligue 1,5693,38,38,0
France Ligue 1,5693,40,40,0
France Ligue 1,5693,61,61,0
France Ligue 1,5693,88,88,0
France Ligue 1,5694,37,37,0
France Ligue 1,5694,77,77,0
France Ligue 1,5694,85,85,0
France Ligue 1,5694,89,89,0
France Ligue 1,5695,68,68,0
France Ligue 1,5695,78,78,0
France Ligue 1,5695,90,90,0
France Ligue 1,5696,85,85,0
France Ligue 1,5697,25,25,0
France Ligue 1,5697,44,44,0
France Ligue 1,5697,74,74,0
France Ligue 1,5698,45,45,0
France Ligue 1,5698,61,61,0
France Ligue 1,5698,88,88,0
France Ligue 1,5699,37,37,0
France Ligue 1,5699,49,49,0
France Ligue 1,5700,13,13,0
France Ligue 1,5700,53,53,0
France Ligue 1,5700,79,79,0
France Ligue 1,5701,8,8,0
France Ligue 1,5701,26,26,0
France Ligue 1,5702,35,35,0
France Ligue 1,5702,62,62,0
France Ligue 1,5702,67,67,0
France Ligue 1,5702,71,71,0
France Ligue 1,5703,34,34,0
France Ligue 1,5703,45,45,0
France Ligue 1,5703,87,87,0
France Ligue 1,5704,28,28,0
France Ligue 1,5704,38,38,0
France Ligue 1,5704,62,62,0
France Ligue 1,5705,14,14,0
France Ligue 1,5705,70,70,0
France Ligue 1,5706,55,55,0
France Ligue 1,5706,85,85,0
France Ligue 1,5709,86,86,0
France Ligue 1,5710,49,49,0
France Ligue 1,5710,67,67,0
France Ligue 1,5710,87,87,0
France Ligue 1,5710,90,90,0
France Ligue 1,5711,90,90,0
France Ligue 1,5713,13,13,0
France Ligue 1,5713,17,17,0
France Ligue 1,5713,51,51,0
France Ligue 1,5713,55,55,0
France Ligue 1,5713,90,90,0
France Ligue 1,5714,10,10,0
France Ligue 1,5714,60,60,0
France Ligue 1,5714,90,90,0
France Ligue 1,5715,27,27,0
France Ligue 1,5717,64,64,0
France Ligue 1,5719,6,6,0
France Ligue 1,5719,19,19,0
France Ligue 1,5719,45,45,0
France Ligue 1,5719,53,53,0
France Ligue 1,5719,64,64,0
France Ligue 1,5719,80,80,0
France Ligue 1,5720,23,23,0
France Ligue 1,5721,75,75,0
France Ligue 1,5722,39,39,0
France Ligue 1,5722,59,59,0
France Ligue 1,5722,90,90,0
France Ligue 1,5723,38,38,0
France Ligue 1,5723,85,85,0
France Ligue 1,5724,62,62,0
France Ligue 1,5725,11,11,0
France Ligue 1,5725,13,13,0
France Ligue 1,5725,47,47,0
France Ligue 1,5725,59,59,0
France Ligue 1,5726,23,23,0
France Ligue 1,5726,80,80,0
France Ligue 1,5727,35,35,0
France Ligue 1,5727,88,88,0
France Ligue 1,5728,22,22,0
France Ligue 1,5728,64,64,0
France Ligue 1,5729,18,18,0
France Ligue 1,5729,64,64,0
France Ligue 1,5730,19,19,0
France Ligue 1,5730,39,39,0
France Ligue 1,5730,53,53,0
France Ligue 1,5731,79,79,0
France Ligue 1,5731,85,85,0
France Ligue 1,5733,36,36,0
France Ligue 1,5733,87,87,0
France Ligue 1,5734,16,16,0
France Ligue 1,5734,27,27,0
France Ligue 1,5734,35,35,0
France Ligue 1,5735,19,19,0
France Ligue 1,5736,19,19,0
France Ligue 1,5736,30,30,0
France Ligue 1,5736,33,33,0
France Ligue 1,5736,57,57,0
France Ligue 1,5736,62,62,0
France Ligue 1,5737,27,27,0
France Ligue 1,5737,90,90,0
France Ligue 1,5738,36,36,0
France Ligue 1,5738,59,59,0
France Ligue 1,5738,81,81,0
France Ligue 1,5738,85,85,0
France Ligue 1,5739,30,30,0
France Ligue 1,5739,66,66,0
France Ligue 1,5740,69,69,0
France Ligue 1,5741,29,29,0
France Ligue 1,5741,61,61,0
France Ligue 1,5741,73,73,0
France Ligue 1,5741,84,84,0
France Ligue 1,5743,22,22,0
France Ligue 1,5743,45,45,0
France Ligue 1,5743,90,90,0
France Ligue 1,5743,90,90,0
France Ligue 1,5746,49,49,0
France Ligue 1,5746,58,58,0
France Ligue 1,5747,7,7,0
France Ligue 1,5747,62,62,0
France Ligue 1,5747,90,90,0
France Ligue 1,5748,75,75,0
France Ligue 1,5759,27,27,0
France Ligue 1,5759,42,42,0
France Ligue 1,5759,71,71,0
France Ligue 1,5759,80,80,0
France Ligue 1,5761,29,29,0
France Ligue 1,5761,55,55,0
France Ligue 1,5762,13,13,0
France Ligue 1,5762,69,69,0
France Ligue 1,5762,90,90,0
France Ligue 1,5763,25,25,0
France Ligue 1,5763,36,36,0
France Ligue 1,5764,55,55,0
France Ligue 1,5764,61,61,0
France Ligue 1,5764,90,90,0
France Ligue 1,5765,30,30,0
France Ligue 1,5765,45,45,0
France Ligue 1,5765,61,61,0
France Ligue 1,5765,84,84,0
France Ligue 1,5766,12,12,0
France Ligue 1,5767,44,44,0
France Ligue 1,5767,73,73,0
France Ligue 1,5768,43,43,0
France Ligue 1,5768,90,90,0
France Ligue 1,5769,68,68,0
France Ligue 1,5770,20,20,0
France Ligue 1,5770,60,60,0
France Ligue 1,5771,58,58,0
France Ligue 1,5771,76,76,0
France Ligue 1,5772,64,64,0
France Ligue 1,5772,69,69,0
France Ligue 1,5772,82,82,0
France Ligue 1,5773,21,21,0
France Ligue 1,5773,29,29,0
France Ligue 1,5773,46,46,0
France Ligue 1,5773,59,59,0
France Ligue 1,5773,75,75,0
France Ligue 1,5774,76,76,0
France Ligue 1,5775,23,23,0
France Ligue 1,5775,51,51,0
France Ligue 1,5775,63,63,0
France Ligue 1,5776,40,40,0
France Ligue 1,5776,57,57,0
France Ligue 1,5776,65,65,0
France Ligue 1,5777,9,9,0
France Ligue 1,5777,13,13,0
France Ligue 1,5777,81,81,0
France Ligue 1,5777,86,86,0
France Ligue 1,5777,89,89,0
France Ligue 1,5778,90,90,0
France Ligue 1,5779,6,6,0
France Ligue 1,5779,49,49,0
France Ligue 1,5780,15,15,0
France Ligue 1,5780,89,89,0
France Ligue 1,5781,21,21,0
France Ligue 1,5781,37,37,0
France Ligue 1,5781,45,45,0
France Ligue 1,5781,87,87,0
France Ligue 1,5782,29,29,0
France Ligue 1,5782,39,39,0
France Ligue 1,5783,42,42,0
France Ligue 1,5783,69,69,0
France Ligue 1,5784,23,23,0
France Ligue 1,5784,30,30,0
France Ligue 1,5784,55,55,0
France Ligue 1,5784,84,84,0
France Ligue 1,5784,90,90,0
France Ligue 1,5785,30,30,0
France Ligue 1,5785,42,42,0
France Ligue 1,5785,60,60,0
France Ligue 1,5785,78,78,0
France Ligue 1,5785,90,90,0
France Ligue 1,5785,90,90,0
France Ligue 1,5786,73,73,0
France Ligue 1,5788,10,10,0
France Ligue 1,5788,12,12,0
France Ligue 1,5789,20,20,0
France Ligue 1,5789,34,34,0
France Ligue 1,5789,35,35,0
France Ligue 1,5789,83,83,0
France Ligue 1,5789,90,90,0
France Ligue 1,5790,5,5,0
France Ligue 1,5790,45,45,0
France Ligue 1,5790,49,49,0
France Ligue 1,5790,84,84,0
France Ligue 1,5790,89,89,0
France Ligue 1,5791,56,56,0
France Ligue 1,5791,77,77,0
France Ligue 1,5793,34,34,0
France Ligue 1,5793,45,45,0
France Ligue 1,5793,89,89,0
France Ligue 1,5793,90,90,0
France Ligue 1,5794,10,10,0
France Ligue 1,5794,23,23,0
France Ligue 1,5794,44,44,0
France Ligue 1,5794,88,88,0
France Ligue 1,5796,11,11,0
France Ligue 1,5796,30,30,0
France Ligue 1,5797,11,11,0
France Ligue 1,5798,28,28,0
France Ligue 1,5798,68,68,0
France Ligue 1,5799,32,32,0
France Ligue 1,5800,79,79,0
France Ligue 1,5801,9,9,0
France Ligue 1,5801,11,11,0
France Ligue 1,5801,22,22,0
France Ligue 1,5801,30,30,0
France Ligue 1,5803,2,2,0
France Ligue 1,5803,37,37,0
France Ligue 1,5805,25,25,0
France Ligue 1,5805,68,68,0
France Ligue 1,5805,70,70,0
France Ligue 1,5805,77,77,0
France Ligue 1,5805,84,84,0
France Ligue 1,5806,25,25,0
France Ligue 1,5806,51,51,0
France Ligue 1,5807,45,45,0
France Ligue 1,5808,18,18,0
France Ligue 1,5808,53,53,0
France Ligue 1,5809,20,20,0
France Ligue 1,5809,45,45,0
France Ligue 1,5809,50,50,0
France Ligue 1,5809,79,79,0
France Ligue 1,5810,87,87,0
France Ligue 1,5811,12,12,0
France Ligue 1,5811,59,59,0
France Ligue 1,5811,81,81,0
France Ligue 1,5812,22,22,0
France Ligue 1,5812,27,27,0
France Ligue 1,5812,52,52,0
France Ligue 1,5812,65,65,0
France Ligue 1,5813,31,31,0
France Ligue 1,5813,39,39,0
France Ligue 1,5813,55,55,0
France Ligue 1,5813,76,76,0
France Ligue 1,5813,90,90,0
France Ligue 1,5814,4,4,0
France Ligue 1,5814,21,21,0
France Ligue 1,5814,45,45,0
France Ligue 1,5814,69,69,0
France Ligue 1,5815,44,44,0
France Ligue 1,5815,55,55,0
France Ligue 1,5816,5,5,0
France Ligue 1,5816,15,15,0
France Ligue 1,5816,68,68,0
France Ligue 1,5817,22,22,0
France Ligue 1,5817,24,24,0
France Ligue 1,5817,84,84,0
France Ligue 1,5819,20,20,0
France Ligue 1,5820,6,6,0
France Ligue 1,5821,15,15,0
France Ligue 1,5821,76,76,0
France Ligue 1,5822,27,27,0
France Ligue 1,5822,69,69,0
France Ligue 1,5823,53,53,0
France Ligue 1,5824,14,14,0
France Ligue 1,5824,47,47,0
France Ligue 1,5824,79,79,0
France Ligue 1,5824,88,88,0
France Ligue 1,5825,14,14,0
France Ligue 1,5825,90,90,0
France Ligue 1,5826,34,34,0
France Ligue 1,5826,76,76,0
France Ligue 1,5826,86,86,0
France Ligue 1,5827,11,11,0
France Ligue 1,5827,28,28,0
France Ligue 1,5827,43,43,0
France Ligue 1,5828,80,80,0
France Ligue 1,5828,87,87,0
France Ligue 1,5829,63,63,0
France Ligue 1,5830,44,44,0
France Ligue 1,5832,33,33,0
France Ligue 1,5832,34,34,0
France Ligue 1,5832,37,37,0
France Ligue 1,5832,65,65,0
France Ligue 1,5833,56,56,0
France Ligue 1,5834,1,1,0
France Ligue 1,5834,16,16,0
France Ligue 1,5835,5,5,0
France Ligue 1,5835,45,45,0
France Ligue 1,5835,60,60,0
France Ligue 1,5835,73,73,0
France Ligue 1,5836,16,16,0
France Ligue 1,5836,90,90,0
France Ligue 1,5837,5,5,0
France Ligue 1,5837,9,9,0
France Ligue 1,5837,72,72,0
France Ligue 1,5838,27,27,0
France Ligue 1,5838,54,54,0
France Ligue 1,5839,17,17,0
France Ligue 1,5839,27,27,0
France Ligue 1,5839,50,50,0
France Ligue 1,5839,83,83,0
France Ligue 1,5840,15,15,0
France Ligue 1,5840,37,37,0
France Ligue 1,5841,3,3,0
France Ligue 1,5841,62,62,0
France Ligue 1,5842,7,7,0
France Ligue 1,5842,45,45,0
France Ligue 1,5842,69,69,0
France Ligue 1,5842,88,88,0
France Ligue 1,5843,26,26,0
France Ligue 1,5843,35,35,0
France Ligue 1,5843,62,62,0
France Ligue 1,5843,76,76,0
France Ligue 1,5843,82,82,0
France Ligue 1,5844,20,20,0
France Ligue 1,5844,25,25,0
France Ligue 1,5844,49,49,0
France Ligue 1,5845,68,68,0
France Ligue 1,5845,83,83,0
France Ligue 1,5846,29,29,0
France Ligue 1,5846,45,45,0
France Ligue 1,5846,49,49,0
France Ligue 1,5846,90,90,0
France Ligue 1,5847,70,70,0
France Ligue 1,5847,90,90,0
France Ligue 1,5848,47,47,0
France Ligue 1,5848,69,69,0
France Ligue 1,5848,87,87,0
France Ligue 1,5939,25,25,0
France Ligue 1,5939,29,29,0
France Ligue 1,5940,4,4,0
France Ligue 1,5940,35,35,0
France Ligue 1,5940,42,42,0
France Ligue 1,5940,54,54,0
France Ligue 1,5941,1,1,0
France Ligue 1,5941,11,11,0
France Ligue 1,5941,46,46,0
France Ligue 1,5941,63,63,0
France Ligue 1,5941,82,82,0
France Ligue 1,5942,15,15,0
