league,match_id,minute,elapsed,elapsed_plus
Spain LIGA BBVA,22886,74,74,0
Spain LIGA BBVA,22886,89,89,0
Spain LIGA BBVA,22888,16,16,0
Spain LIGA BBVA,22888,79,79,0
Spain LIGA BBVA,22889,19,19,0
Spain LIGA BBVA,22889,78,78,0
Spain LIGA BBVA,22890,77,77,0
Spain LIGA BBVA,22890,90,90,0
Spain LIGA BBVA,22891,6,6,0
Spain LIGA BBVA,22891,32,32,0
Spain LIGA BBVA,22891,40,40,0
Spain LIGA BBVA,22891,41,41,0
Spain LIGA BBVA,22891,49,49,0
Spain LIGA BBVA,22891,56,56,0
Spain LIGA BBVA,22892,95,90,5
Spain LIGA BBVA,22893,30,30,0
Spain LIGA BBVA,22893,86,86,0
Spain LIGA BBVA,22894,39,39,0
Spain LIGA BBVA,22894,54,54,0
Spain LIGA BBVA,22894,90,90,0
Spain LIGA BBVA,22895,5,5,0
Spain LIGA BBVA,22895,12,12,0
Spain LIGA BBVA,22895,24,24,0
Spain LIGA BBVA,22895,30,30,0
Spain LIGA BBVA,22896,24,24,0
Spain LIGA BBVA,22896,76,76,0
Spain LIGA BBVA,22896,79,79,0
Spain LIGA BBVA,22897,25,25,0
Spain LIGA BBVA,22897,79,79,0
Spain LIGA BBVA,22898,6,6,0
Spain LIGA BBVA,22898,31,31,0
Spain LIGA BBVA,22898,51,51,0
Spain LIGA BBVA,22898,53,53,0
Spain LIGA BBVA,22899,90,90,0
Spain LIGA BBVA,22900,24,24,0
Spain LIGA BBVA,22900,62,62,0
Spain LIGA BBVA,22900,77,77,0
Spain LIGA BBVA,22902,51,51,0
Spain LIGA BBVA,22902,62,62,0
Spain LIGA BBVA,22902,68,68,0
Spain LIGA BBVA,22902,74,74,0
Spain LIGA BBVA,22903,35,35,0
Spain LIGA BBVA,22903,54,54,0
Spain LIGA BBVA,22904,40,40,0
Spain LIGA BBVA,22904,45,45,0
Spain LIGA BBVA,22905,40,40,0
Spain LIGA BBVA,22905,58,58,0
Spain LIGA BBVA,22906,7,7,0
Spain LIGA BBVA,22906,37,37,0
Spain LIGA BBVA,22906,40,40,0
Spain LIGA BBVA,22906,48,48,0
Spain LIGA BBVA,22906,70,70,0
Spain LIGA BBVA,22906,77,77,0
Spain LIGA BBVA,22907,37,37,0
Spain LIGA BBVA,22907,49,49,0
Spain LIGA BBVA,22907,91,90,1
Spain LIGA BBVA,22908,1,1,0
Spain LIGA BBVA,22908,10,10,0
Spain LIGA BBVA,22909,35,35,0
Spain LIGA BBVA,22909,38,38,0
Spain LIGA BBVA,22909,58,58,0
Spain LIGA BBVA,22909,93,90,3
Spain LIGA BBVA,22910,47,47,0
Spain LIGA BBVA,22912,22,22,0
Spain LIGA BBVA,22912,64,64,0
Spain LIGA BBVA,22912,84,84,0
Spain LIGA BBVA,22913,30,30,0
Spain LIGA BBVA,22913,36,36,0
Spain LIGA BBVA,22913,39,39,0
Spain LIGA BBVA,22913,86,86,0
Spain LIGA BBVA,22913,92,90,2
Spain LIGA BBVA,22914,5,5,0
Spain LIGA BBVA,22914,17,17,0
Spain LIGA BBVA,22914,28,28,0
Spain LIGA BBVA,22914,36,36,0
Spain LIGA BBVA,22914,57,57,0
Spain LIGA BBVA,22914,79,79,0
Spain LIGA BBVA,22915,22,22,0
Spain LIGA BBVA,22915,47,47,0
Spain LIGA BBVA,22916,12,12,0
Spain LIGA BBVA,22916,14,14,0
Spain LIGA BBVA,22916,45,45,0
Spain LIGA BBVA,22916,47,47,0
Spain LIGA BBVA,22918,53,53,0
Spain LIGA BBVA,22918,68,68,0
Spain LIGA BBVA,22919,1,1,0
Spain LIGA BBVA,22919,47,47,0
Spain LIGA BBVA,22919,53,53,0
Spain LIGA BBVA,22920,16,16,0
Spain LIGA BBVA,22920,22,22,0
Spain LIGA BBVA,22920,64,64,0
Spain LIGA BBVA,22920,74,74,0
Spain LIGA BBVA,22920,84,84,0
Spain LIGA BBVA,22921,55,55,0
Spain LIGA BBVA,22921,70,70,0
Spain LIGA BBVA,22922,2,2,0
Spain LIGA BBVA,22922,74,74,0
Spain LIGA BBVA,22922,81,81,0
Spain LIGA BBVA,22922,87,87,0
Spain LIGA BBVA,22923,25,25,0
Spain LIGA BBVA,22923,55,55,0
Spain LIGA BBVA,22923,68,68,0
Spain LIGA BBVA,22923,83,83,0
Spain LIGA BBVA,22923,88,88,0
Spain LIGA BBVA,22924,65,65,0
Spain LIGA BBVA,22924,84,84,0
Spain LIGA BBVA,22924,94,90,4
Spain LIGA BBVA,22925,11,11,0
Spain LIGA BBVA,22925,29,29,0
Spain LIGA BBVA,22925,44,44,0
Spain LIGA BBVA,22926,41,41,0
Spain LIGA BBVA,22926,70,70,0
Spain LIGA BBVA,22926,72,72,0
Spain LIGA BBVA,22926,77,77,0
Spain LIGA BBVA,22926,88,88,0
Spain LIGA BBVA,22927,13,13,0
Spain LIGA BBVA,22927,44,44,0
Spain LIGA BBVA,22927,73,73,0
Spain LIGA BBVA,22927,75,75,0
Spain LIGA BBVA,22928,34,34,0
Spain LIGA BBVA,22929,13,13,0
Spain LIGA BBVA,22930,30,30,0
Spain LIGA BBVA,22930,37,37,0
Spain LIGA BBVA,22930,74,74,0
Spain LIGA BBVA,22930,82,82,0
Spain LIGA BBVA,22931,19,19,0
Spain LIGA BBVA,22931,49,49,0
Spain LIGA BBVA,22932,6,6,0
Spain LIGA BBVA,22933,64,64,0
Spain LIGA BBVA,22934,46,46,0
Spain LIGA BBVA,22934,90,90,0
Spain LIGA BBVA,22935,19,19,0
Spain LIGA BBVA,22935,35,35,0
Spain LIGA BBVA,22935,49,49,0
Spain LIGA BBVA,22935,63,63,0
Spain LIGA BBVA,22935,69,69,0
Spain LIGA BBVA,22935,71,71,0
Spain LIGA BBVA,22936,26,26,0
Spain LIGA BBVA,22936,30,30,0
Spain LIGA BBVA,22936,58,58,0
Spain LIGA BBVA,22936,80,80,0
Spain LIGA BBVA,22937,23,23,0
Spain LIGA BBVA,22937,64,64,0
Spain LIGA BBVA,22937,72,72,0
Spain LIGA BBVA,22938,6,6,0
Spain LIGA BBVA,22938,63,63,0
Spain LIGA BBVA,22938,86,86,0
Spain LIGA BBVA,22938,88,88,0
Spain LIGA BBVA,22939,12,12,0
Spain LIGA BBVA,22940,17,17,0
Spain LIGA BBVA,22940,70,70,0
Spain LIGA BBVA,22940,73,73,0
Spain LIGA BBVA,22941,53,53,0
Spain LIGA BBVA,22941,67,67,0
Spain LIGA BBVA,22942,33,33,0
Spain LIGA BBVA,22943,18,18,0
Spain LIGA BBVA,22943,51,51,0
Spain LIGA BBVA,22943,78,78,0
Spain LIGA BBVA,22944,42,42,0
Spain LIGA BBVA,22944,85,85,0
Spain LIGA BBVA,22945,18,18,0
Spain LIGA BBVA,22946,9,9,0
Spain LIGA BBVA,22946,19,19,0
Spain LIGA BBVA,22946,59,59,0
Spain LIGA BBVA,22946,61,61,0
Spain LIGA BBVA,22947,21,21,0
Spain LIGA BBVA,22947,28,28,0
Spain LIGA BBVA,22948,27,27,0
Spain LIGA BBVA,22949,28,28,0
Spain LIGA BBVA,22949,51,51,0
Spain LIGA BBVA,22950,16,16,0
Spain LIGA BBVA,22950,26,26,0
Spain LIGA BBVA,22950,39,39,0
Spain LIGA BBVA,22950,47,47,0
Spain LIGA BBVA,22950,77,77,0
Spain LIGA BBVA,22950,87,87,0
Spain LIGA BBVA,22950,90,90,0
Spain LIGA BBVA,22951,44,44,0
Spain LIGA BBVA,22951,72,72,0
Spain LIGA BBVA,22952,30,30,0
Spain LIGA BBVA,22952,68,68,0
Spain LIGA BBVA,22952,78,78,0
Spain LIGA BBVA,22952,90,90,0
Spain LIGA BBVA,22953,47,47,0
Spain LIGA BBVA,22953,70,70,0
Spain LIGA BBVA,22953,80,80,0
Spain LIGA BBVA,22954,47,47,0
Spain LIGA BBVA,22954,70,70,0
Spain LIGA BBVA,22954,83,83,0
Spain LIGA BBVA,22955,46,46,0
Spain LIGA BBVA,22955,67,67,0
Spain LIGA BBVA,22955,74,74,0
Spain LIGA BBVA,22955,84,84,0
Spain LIGA BBVA,22956,63,63,0
Spain LIGA BBVA,22956,86,86,0
Spain LIGA BBVA,22956,88,88,0
Spain LIGA BBVA,22956,94,90,4
Spain LIGA BBVA,22957,19,19,0
Spain LIGA BBVA,22957,49,49,0
Spain LIGA BBVA,22957,52,52,0
Spain LIGA BBVA,22958,38,38,0
Spain LIGA BBVA,22958,69,69,0
Spain LIGA BBVA,22958,79,79,0
Spain LIGA BBVA,22959,12,12,0
Spain LIGA BBVA,22959,13,13,0
Spain LIGA BBVA,22959,79,79,0
Spain LIGA BBVA,22960,31,31,0
Spain LIGA BBVA,22960,37,37,0
Spain LIGA BBVA,22960,43,43,0
Spain LIGA BBVA,22960,46,46,0
Spain LIGA BBVA,22960,65,65,0
Spain LIGA BBVA,22960,77,77,0
Spain LIGA BBVA,22960,81,81,0
Spain LIGA BBVA,22961,90,90,0
Spain LIGA BBVA,22963,12,12,0
Spain LIGA BBVA,22963,64,64,0
Spain LIGA BBVA,22963,74,74,0
Spain LIGA BBVA,22963,79,79,0
Spain LIGA BBVA,22964,14,14,0
Spain LIGA BBVA,22965,55,55,0
Spain LIGA BBVA,22966,13,13,0
Spain LIGA BBVA,22966,45,45,0
Spain LIGA BBVA,22966,55,55,0
Spain LIGA BBVA,22967,5,5,0
Spain LIGA BBVA,22967,81,81,0
Spain LIGA BBVA,22967,93,90,3
Spain LIGA BBVA,22968,88,88,0
Spain LIGA BBVA,22969,56,56,0
Spain LIGA BBVA,22969,90,90,0
Spain LIGA BBVA,22970,45,45,0
Spain LIGA BBVA,22970,77,77,0
Spain LIGA BBVA,22971,64,64,0
Spain LIGA BBVA,22972,45,45,0
Spain LIGA BBVA,22972,67,67,0
Spain LIGA BBVA,22972,87,87,0
Spain LIGA BBVA,22973,9,9,0
Spain LIGA BBVA,22973,71,71,0
Spain LIGA BBVA,22973,74,74,0
Spain LIGA BBVA,22973,92,90,2
Spain LIGA BBVA,22974,1,1,0
Spain LIGA BBVA,22974,54,54,0
Spain LIGA BBVA,22974,67,67,0
Spain LIGA BBVA,22974,71,71,0
Spain LIGA BBVA,22974,81,81,0
Spain LIGA BBVA,22974,90,90,0
Spain LIGA BBVA,22975,19,19,0
Spain LIGA BBVA,22975,23,23,0
Spain LIGA BBVA,22975,49,49,0
Spain LIGA BBVA,22975,52,52,0
Spain LIGA BBVA,22975,58,58,0
Spain LIGA BBVA,22976,49,49,0
Spain LIGA BBVA,22977,90,90,0
Spain LIGA BBVA,22978,29,29,0
Spain LIGA BBVA,22978,71,71,0
Spain LIGA BBVA,22978,90,90,0
Spain LIGA BBVA,22979,23,23,0
Spain LIGA BBVA,22979,36,36,0
Spain LIGA BBVA,22979,55,55,0
Spain LIGA BBVA,22979,78,78,0
Spain LIGA BBVA,22980,56,56,0
Spain LIGA BBVA,22981,4,4,0
Spain LIGA BBVA,22982,30,30,0
Spain LIGA BBVA,22983,39,39,0
Spain LIGA BBVA,22984,68,68,0
Spain LIGA BBVA,22985,5,5,0
Spain LIGA BBVA,22985,13,13,0
Spain LIGA BBVA,22985,34,34,0
Spain LIGA BBVA,22985,40,40,0
Spain LIGA BBVA,22985,41,41,0
Spain LIGA BBVA,22985,57,57,0
Spain LIGA BBVA,22985,76,76,0
Spain LIGA BBVA,22985,79,79,0
Spain LIGA BBVA,22986,7,7,0
Spain LIGA BBVA,22986,13,13,0
Spain LIGA BBVA,22986,38,38,0
Spain LIGA BBVA,22986,47,45,2
Spain LIGA BBVA,22986,86,86,0
Spain LIGA BBVA,22987,53,53,0
Spain LIGA BBVA,22988,62,62,0
Spain LIGA BBVA,22991,7,7,0
Spain LIGA BBVA,22991,12,12,0
Spain LIGA BBVA,22991,36,36,0
Spain LIGA BBVA,22991,47,47,0
Spain LIGA BBVA,22991,49,49,0
Spain LIGA BBVA,22991,77,77,0
Spain LIGA BBVA,22991,79,79,0
Spain LIGA BBVA,22992,63,63,0
Spain LIGA BBVA,22993,90,90,0
Spain LIGA BBVA,22994,27,27,0
Spain LIGA BBVA,22994,68,68,0
Spain LIGA BBVA,22994,72,72,0
Spain LIGA BBVA,22994,80,80,0
Spain LIGA BBVA,22995,8,8,0
Spain LIGA BBVA,22995,52,52,0
Spain LIGA BBVA,22996,10,10,0
Spain LIGA BBVA,22996,28,28,0
Spain LIGA BBVA,22996,72,72,0
Spain LIGA BBVA,22997,12,12,0
Spain LIGA BBVA,22997,13,13,0
Spain LIGA BBVA,22997,23,23,0
Spain LIGA BBVA,22997,77,77,0
Spain LIGA BBVA,22998,44,44,0
Spain LIGA BBVA,22998,52,52,0
Spain LIGA BBVA,22999,1,1,0
Spain LIGA BBVA,22999,39,39,0
Spain LIGA BBVA,22999,46,45,1
Spain LIGA BBVA,22999,51,51,0
Spain LIGA BBVA,22999,55,55,0
Spain LIGA BBVA,22999,67,67,0
Spain LIGA BBVA,22999,73,73,0
Spain LIGA BBVA,22999,84,84,0
Spain LIGA BBVA,23000,18,18,0
Spain LIGA BBVA,23002,29,29,0
Spain LIGA BBVA,23002,64,64,0
Spain LIGA BBVA,23003,31,31,0
Spain LIGA BBVA,23005,15,15,0
Spain LIGA BBVA,23005,20,20,0
Spain LIGA BBVA,23005,50,50,0
Spain LIGA BBVA,23006,14,14,0
Spain LIGA BBVA,23006,58,58,0
Spain LIGA BBVA,23006,72,72,0
Spain LIGA BBVA,23006,76,76,0
Spain LIGA BBVA,23007,9,9,0
Spain LIGA BBVA,23007,15,15,0
Spain LIGA BBVA,23007,26,26,0
Spain LIGA BBVA,23007,78,78,0
Spain LIGA BBVA,23007,91,90,1
Spain LIGA BBVA,23008,35,35,0
Spain LIGA BBVA,23008,41,41,0
Spain LIGA BBVA,23008,45,45,0
Spain LIGA BBVA,23008,84,84,0
Spain LIGA BBVA,23009,20,20,0
Spain LIGA BBVA,23009,58,58,0
Spain LIGA BBVA,23010,4,4,0
Spain LIGA BBVA,23011,55,55,0
Spain LIGA BBVA,23011,64,64,0
Spain LIGA BBVA,23011,75,75,0
Spain LIGA BBVA,23011,88,88,0
Spain LIGA BBVA,23011,90,90,0
Spain LIGA BBVA,23012,34,34,0
Spain LIGA BBVA,23012,46,45,1
Spain LIGA BBVA,23012,59,59,0
Spain LIGA BBVA,23012,79,79,0
Spain LIGA BBVA,23013,33,33,0
Spain LIGA BBVA,23014,12,12,0
Spain LIGA BBVA,23015,34,34,0
Spain LIGA BBVA,23015,61,61,0
Spain LIGA BBVA,23015,70,70,0
Spain LIGA BBVA,23016,17,17,0
Spain LIGA BBVA,23016,66,66,0
Spain LIGA BBVA,23016,82,82,0
Spain LIGA BBVA,23016,89,89,0
Spain LIGA BBVA,23020,55,55,0
Spain LIGA BBVA,23021,39,39,0
Spain LIGA BBVA,23021,92,90,2
Spain LIGA BBVA,23022,11,11,0
Spain LIGA BBVA,23022,28,28,0
Spain LIGA BBVA,23022,68,68,0
Spain LIGA BBVA,23023,30,30,0
Spain LIGA BBVA,23023,38,38,0
Spain LIGA BBVA,23023,47,45,2
Spain LIGA BBVA,23023,91,90,1
Spain LIGA BBVA,23024,14,14,0
Spain LIGA BBVA,23024,31,31,0
Spain LIGA BBVA,23024,41,41,0
Spain LIGA BBVA,23025,15,15,0
Spain LIGA BBVA,23025,57,57,0
Spain LIGA BBVA,23025,64,64,0
Spain LIGA BBVA,23026,10,10,0
Spain LIGA BBVA,23026,48,48,0
Spain LIGA BBVA,23027,46,46,0
Spain LIGA BBVA,23027,59,59,0
Spain LIGA BBVA,23027,69,69,0
Spain LIGA BBVA,23027,70,70,0
Spain LIGA BBVA,23027,73,73,0
Spain LIGA BBVA,23029,59,59,0
Spain LIGA BBVA,23030,2,2,0
Spain LIGA BBVA,23030,43,43,0
Spain LIGA BBVA,23031,16,16,0
Spain LIGA BBVA,23031,43,43,0
Spain LIGA BBVA,23031,58,58,0
Spain LIGA BBVA,23032,72,72,0
Spain LIGA BBVA,23032,89,89,0
Spain LIGA BBVA,23033,11,11,0
Spain LIGA BBVA,23033,24,24,0
Spain LIGA BBVA,23033,28,28,0
Spain LIGA BBVA,23033,38,38,0
Spain LIGA BBVA,23035,18,18,0
Spain LIGA BBVA,23035,27,27,0
Spain LIGA BBVA,23035,30,30,0
Spain LIGA BBVA,23036,80,80,0
Spain LIGA BBVA,23036,88,88,0
Spain LIGA BBVA,23037,6,6,0
Spain LIGA BBVA,23037,42,42,0
Spain LIGA BBVA,23038,7,7,0
Spain LIGA BBVA,23038,26,26,0
Spain LIGA BBVA,23038,31,31,0
Spain LIGA BBVA,23038,47,47,0
Spain LIGA BBVA,23038,67,67,0
Spain LIGA BBVA,23038,76,76,0
Spain LIGA BBVA,23038,80,80,0
Spain LIGA BBVA,23038,86,86,0
Spain LIGA BBVA,23039,10,10,0
Spain LIGA BBVA,23039,42,42,0
Spain LIGA BBVA,23040,4,4,0
Spain LIGA BBVA,23040,9,9,0
Spain LIGA BBVA,23040,11,11,0
Spain LIGA BBVA,23040,16,16,0
Spain LIGA BBVA,23040,41,41,0
Spain LIGA BBVA,23040,84,84,0
Spain LIGA BBVA,23041,34,34,0
Spain LIGA BBVA,23041,39,39,0
Spain LIGA BBVA,23041,51,51,0
Spain LIGA BBVA,23042,5,5,0
Spain LIGA BBVA,23042,22,22,0
Spain LIGA BBVA,23043,45,45,0
Spain LIGA BBVA,23044,84,84,0
Spain LIGA BBVA,23045,2,2,0
Spain LIGA BBVA,23045,6,6,0
Spain LIGA BBVA,23045,85,85,0
Spain LIGA BBVA,23046,90,90,0
Spain LIGA BBVA,23047,53,53,0
Spain LIGA BBVA,23047,90,90,0
Spain LIGA BBVA,23048,11,11,0
Spain LIGA BBVA,23048,49,49,0
Spain LIGA BBVA,23048,61,61,0
Spain LIGA BBVA,23049,77,77,0
Spain LIGA BBVA,23050,83,83,0
Spain LIGA BBVA,23051,20,20,0
Spain LIGA BBVA,23051,90,90,0
Spain LIGA BBVA,23052,59,59,0
Spain LIGA BBVA,23052,68,68,0
Spain LIGA BBVA,23052,74,74,0
Spain LIGA BBVA,23052,76,76,0
Spain LIGA BBVA,23052,90,90,0
Spain LIGA BBVA,23052,90,90,0
Spain LIGA BBVA,23053,12,12,0
Spain LIGA BBVA,23053,27,27,0
Spain LIGA BBVA,23053,53,53,0
Spain LIGA BBVA,23055,23,23,0
Spain LIGA BBVA,23055,25,25,0
Spain LIGA BBVA,23055,89,89,0
Spain LIGA BBVA,23055,90,90,0
Spain LIGA BBVA,23056,30,30,0
Spain LIGA BBVA,23057,21,21,0
Spain LIGA BBVA,23057,24,24,0
Spain LIGA BBVA,23057,26,26,0
Spain LIGA BBVA,23057,61,61,0
Spain LIGA BBVA,23058,1,1,0
Spain LIGA BBVA,23058,37,37,0
Spain LIGA BBVA,23058,59,59,0
Spain LIGA BBVA,23059,22,22,0
Spain LIGA BBVA,23059,77,77,0
Spain LIGA BBVA,23059,63,63,0
Spain LIGA BBVA,23060,15,15,0
Spain LIGA BBVA,23060,65,65,0
Spain LIGA BBVA,23061,24,24,0
Spain LIGA BBVA,23061,43,43,0
Spain LIGA BBVA,23062,8,8,0
Spain LIGA BBVA,23062,62,62,0
Spain LIGA BBVA,23062,74,74,0
Spain LIGA BBVA,23063,27,27,0
Spain LIGA BBVA,23063,45,45,0
Spain LIGA BBVA,23063,78,78,0
Spain LIGA BBVA,23064,21,21,0
Spain LIGA BBVA,23064,62,62,0
Spain LIGA BBVA,23064,84,84,0
Spain LIGA BBVA,23065,13,13,0
Spain LIGA BBVA,23065,21,21,0
Spain LIGA BBVA,23065,27,27,0
Spain LIGA BBVA,23065,61,61,0
Spain LIGA BBVA,23065,66,66,0
Spain LIGA BBVA,23065,77,77,0
Spain LIGA BBVA,23065,82,82,0
Spain LIGA BBVA,23065,90,90,0
Spain LIGA BBVA,23066,28,28,0
Spain LIGA BBVA,23066,44,44,0
Spain LIGA BBVA,23066,45,45,0
Spain LIGA BBVA,23066,55,55,0
Spain LIGA BBVA,23066,58,58,0
Spain LIGA BBVA,23066,70,70,0
Spain LIGA BBVA,23067,12,12,0
Spain LIGA BBVA,23067,34,34,0
Spain LIGA BBVA,23067,59,59,0
Spain LIGA BBVA,23067,71,71,0
Spain LIGA BBVA,23067,82,82,0
Spain LIGA BBVA,23068,31,31,0
Spain LIGA BBVA,23068,33,33,0
Spain LIGA BBVA,23068,61,61,0
Spain LIGA BBVA,23068,77,77,0
Spain LIGA BBVA,23070,16,16,0
Spain LIGA BBVA,23070,31,31,0
Spain LIGA BBVA,23070,90,90,0
Spain LIGA BBVA,23071,45,45,0
Spain LIGA BBVA,23071,74,74,0
Spain LIGA BBVA,23071,78,78,0
Spain LIGA BBVA,23072,61,61,0
Spain LIGA BBVA,23073,1,1,0
Spain LIGA BBVA,23073,5,5,0
Spain LIGA BBVA,23073,33,33,0
Spain LIGA BBVA,23073,43,43,0
Spain LIGA BBVA,23073,66,66,0
Spain LIGA BBVA,23073,90,90,0
Spain LIGA BBVA,23074,12,12,0
Spain LIGA BBVA,23074,30,30,0
Spain LIGA BBVA,23074,32,32,0
Spain LIGA BBVA,23074,42,42,0
Spain LIGA BBVA,23074,56,56,0
Spain LIGA BBVA,23074,72,72,0
Spain LIGA BBVA,23075,40,40,0
Spain LIGA BBVA,23075,82,82,0
Spain LIGA BBVA,23076,14,14,0
Spain LIGA BBVA,23076,23,23,0
Spain LIGA BBVA,23076,28,28,0
Spain LIGA BBVA,23076,60,60,0
Spain LIGA BBVA,23077,22,22,0
Spain LIGA BBVA,23077,56,56,0
Spain LIGA BBVA,23079,8,8,0
Spain LIGA BBVA,23079,75,75,0
Spain LIGA BBVA,23079,81,81,0
Spain LIGA BBVA,23079,90,90,0
Spain LIGA BBVA,23080,17,17,0
Spain LIGA BBVA,23080,90,90,0
Spain LIGA BBVA,23081,63,63,0
Spain LIGA BBVA,23082,22,22,0
Spain LIGA BBVA,23082,40,40,0
Spain LIGA BBVA,23082,44,44,0
Spain LIGA BBVA,23082,90,90,0
Spain LIGA BBVA,23083,17,17,0
Spain LIGA BBVA,23084,24,24,0
Spain LIGA BBVA,23084,52,52,0
Spain LIGA BBVA,23085,47,47,0
Spain LIGA BBVA,23085,51,51,0
Spain LIGA BBVA,23085,57,57,0
Spain LIGA BBVA,23085,63,63,0
Spain LIGA BBVA,23086,82,82,0
Spain LIGA BBVA,23087,87,87,0
Spain LIGA BBVA,23087,90,90,0
Spain LIGA BBVA,23088,5,5,0
Spain LIGA BBVA,23089,2,2,0
Spain LIGA BBVA,23089,44,44,0
Spain LIGA BBVA,23089,57,57,0
Spain LIGA BBVA,23089,64,64,0
Spain LIGA BBVA,23089,73,73,0
Spain LIGA BBVA,23089,83,83,0
Spain LIGA BBVA,23089,90,90,0
Spain LIGA BBVA,23090,57,57,0
Spain LIGA BBVA,23092,2,2,0
Spain LIGA BBVA,23092,12,12,0
Spain LIGA BBVA,23092,50,50,0
Spain LIGA BBVA,23093,16,16,0
Spain LIGA BBVA,23093,66,66,0
Spain LIGA BBVA,23094,39,39,0
Spain LIGA BBVA,23094,55,55,0
Spain LIGA BBVA,23094,56,56,0
Spain LIGA BBVA,23094,60,60,0
Spain LIGA BBVA,23094,76,76,0
Spain LIGA BBVA,23095,22,22,0
Spain LIGA BBVA,23095,25,25,0
Spain LIGA BBVA,23095,45,45,0
Spain LIGA BBVA,23095,57,57,0
Spain LIGA BBVA,23095,66,66,0
Spain LIGA BBVA,23095,69,69,0
Spain LIGA BBVA,23096,37,37,0
Spain LIGA BBVA,23096,90,90,0
Spain LIGA BBVA,23097,16,16,0
Spain LIGA BBVA,23097,85,85,0
Spain LIGA BBVA,23098,56,56,0
Spain LIGA BBVA,23099,86,86,0
Spain LIGA BBVA,23099,90,90,0
Spain LIGA BBVA,23100,27,27,0
Spain LIGA BBVA,23100,33,33,0
Spain LIGA BBVA,23100,75,75,0
Spain LIGA BBVA,23100,86,86,0
Spain LIGA BBVA,23101,13,13,0
Spain LIGA BBVA,23101,24,24,0
Spain LIGA BBVA,23101,60,60,0
Spain LIGA BBVA,23101,90,90,0
Spain LIGA BBVA,23102,7,7,0
Spain LIGA BBVA,23102,12,12,0
Spain LIGA BBVA,23102,22,22,0
Spain LIGA BBVA,23102,45,45,0
Spain LIGA BBVA,23102,72,72,0
Spain LIGA BBVA,23103,23,23,0
Spain LIGA BBVA,23103,28,28,0
Spain LIGA BBVA,23103,42,42,0
Spain LIGA BBVA,23103,64,64,0
Spain LIGA BBVA,23103,68,68,0
Spain LIGA BBVA,23103,71,71,0
Spain LIGA BBVA,23104,16,16,0
Spain LIGA BBVA,23104,25,25,0
Spain LIGA BBVA,23104,39,39,0
Spain LIGA BBVA,23105,33,33,0
Spain LIGA BBVA,23106,43,43,0
Spain LIGA BBVA,23106,49,49,0
Spain LIGA BBVA,23106,55,55,0
Spain LIGA BBVA,23106,58,58,0
Spain LIGA BBVA,23107,21,21,0
Spain LIGA BBVA,23107,60,60,0
Spain LIGA BBVA,23108,31,31,0
Spain LIGA BBVA,23108,45,45,0
Spain LIGA BBVA,23108,48,48,0
Spain LIGA BBVA,23108,88,88,0
Spain LIGA BBVA,23110,31,31,0
Spain LIGA BBVA,23110,36,36,0
Spain LIGA BBVA,23110,45,45,0
Spain LIGA BBVA,23110,57,57,0
Spain LIGA BBVA,23110,88,88,0
Spain LIGA BBVA,23111,81,81,0
Spain LIGA BBVA,23112,11,11,0
Spain LIGA BBVA,23113,19,19,0
Spain LIGA BBVA,23114,83,83,0
Spain LIGA BBVA,23115,85,85,0
Spain LIGA BBVA,23115,90,90,0
Spain LIGA BBVA,23117,49,49,0
Spain LIGA BBVA,23117,70,70,0
Spain LIGA BBVA,23118,1,1,0
Spain LIGA BBVA,23118,7,7,0
Spain LIGA BBVA,23118,12,12,0
Spain LIGA BBVA,23118,29,29,0
Spain LIGA BBVA,23118,58,58,0
Spain LIGA BBVA,23118,89,89,0
Spain LIGA BBVA,23119,6,6,0
Spain LIGA BBVA,23119,41,41,0
Spain LIGA BBVA,23119,48,48,0
Spain LIGA BBVA,23120,18,18,0
Spain LIGA BBVA,23120,49,49,0
Spain LIGA BBVA,23120,69,69,0
Spain LIGA BBVA,23121,49,49,0
Spain LIGA BBVA,23121,66,66,0
Spain LIGA BBVA,23121,73,73,0
Spain LIGA BBVA,23121,76,76,0
Spain LIGA BBVA,23121,82,82,0
Spain LIGA BBVA,23122,31,31,0
Spain LIGA BBVA,23122,88,88,0
Spain LIGA BBVA,23123,43,43,0
Spain LIGA BBVA,23123,60,60,0
Spain LIGA BBVA,23123,89,89,0
Spain LIGA BBVA,23123,90,90,0
Spain LIGA BBVA,23124,77,77,0
Spain LIGA BBVA,23125,5,5,0
Spain LIGA BBVA,23125,30,30,0
Spain LIGA BBVA,23125,47,47,0
Spain LIGA BBVA,23126,31,31,0
Spain LIGA BBVA,23126,42,42,0
Spain LIGA BBVA,23127,59,59,0
Spain LIGA BBVA,23127,80,80,0
Spain LIGA BBVA,23127,90,90,0
Spain LIGA BBVA,23128,14,14,0
Spain LIGA BBVA,23128,28,28,0
Spain LIGA BBVA,23128,52,52,0
Spain LIGA BBVA,23128,65,65,0
Spain LIGA BBVA,23129,50,50,0
Spain LIGA BBVA,23129,59,59,0
Spain LIGA BBVA,23129,82,82,0
Spain LIGA BBVA,23130,83,83,0
Spain LIGA BBVA,23131,2,2,0
Spain LIGA BBVA,23131,9,9,0
Spain LIGA BBVA,23131,35,35,0
Spain LIGA BBVA,23131,40,40,0
Spain LIGA BBVA,23131,68,68,0
Spain LIGA BBVA,23131,71,71,0
Spain LIGA BBVA,23131,76,76,0
Spain LIGA BBVA,23132,57,57,0
Spain LIGA BBVA,23133,10,10,0
