league,match_id,minute,elapsed,elapsed_plus,team,goals_for,goals_against
UNKNOWN,9680,57,57,0,9789,2,0
UNKNOWN,9680,59,59,0,9789,2,0
UNKNOWN,9680,75,75,0,9789,2,1
UNKNOWN,9680,81,81,0,8460,1,2
UNKNOWN,9681,9,9,0,10189,0,0
UNKNOWN,9681,14,14,0,9905,0,1
UNKNOWN,9681,45,45,0,10189,2,1
UNKNOWN,9681,48,48,0,9905,1,2
UNKNOWN,9681,79,79,0,9905,1,4
UNKNOWN,9681,81,81,0,9905,1,4
UNKNOWN,9681,83,83,0,9905,1,4
UNKNOWN,9682,3,3,0,8178,0,0
UNKNOWN,9682,16,16,0,8178,0,1
UNKNOWN,9682,36,36,0,8178,1,1
UNKNOWN,9682,42,42,0,8178,1,1
UNKNOWN,9682,43,43,0,8178,1,1
UNKNOWN,9682,70,70,0,8722,1,2
UNKNOWN,9682,73,73,0,8178,2,1
UNKNOWN,9682,75,75,0,8722,1,2
UNKNOWN,9682,77,77,0,8722,1,2
UNKNOWN,9682,83,83,0,8178,3,1
UNKNOWN,9683,11,11,0,8721,0,0
UNKNOWN,9683,18,18,0,9788,0,1
UNKNOWN,9683,23,23,0,9788,0,1
UNKNOWN,9683,24,24,0,8721,1,0
UNKNOWN,9683,27,27,0,8721,1,0
UNKNOWN,9683,38,38,0,8721,1,0
UNKNOWN,9683,71,71,0,8721,1,0
UNKNOWN,9683,88,88,0,8721,1,0
UNKNOWN,9683,90,90,0,8721,1,0
UNKNOWN,9683,90,90,0,9788,0,1
UNKNOWN,9683,91,90,1,9788,0,1
UNKNOWN,9683,91,90,1,9788,0,1
UNKNOWN,9683,93,90,3,8721,1,0
UNKNOWN,9683,94,90,4,8721,1,0
UNKNOWN,9684,14,14,0,8406,0,0
UNKNOWN,9684,28,28,0,8406,0,0
UNKNOWN,9684,59,59,0,8406,1,1
UNKNOWN,9684,66,66,0,8406,2,1
UNKNOWN,9684,82,82,0,9790,1,3
UNKNOWN,9684,83,83,0,9790,1,3
UNKNOWN,9684,84,84,0,9790,1,3
UNKNOWN,9684,93,90,3,9790,1,3
UNKNOWN,9685,17,17,0,8226,0,0
UNKNOWN,9685,33,33,0,8226,1,0
UNKNOWN,9685,38,38,0,9904,0,2
UNKNOWN,9685,42,42,0,8226,2,0
UNKNOWN,9685,55,55,0,8226,2,2
UNKNOWN,9685,58,58,0,9904,2,2
UNKNOWN,9685,68,68,0,8226,4,2
UNKNOWN,9685,88,88,0,9904,3,4
UNKNOWN,9686,16,16,0,9823,0,0
UNKNOWN,9686,52,52,0,9823,1,0
UNKNOWN,9686,62,62,0,8177,0,1
UNKNOWN,9686,76,76,0,9823,1,0
UNKNOWN,9686,88,88,0,8177,0,1
UNKNOWN,9687,6,6,0,8460,0,0
UNKNOWN,9687,9,9,0,8460,0,0
UNKNOWN,9687,24,24,0,8697,1,0
UNKNOWN,9687,29,29,0,8460,0,1
UNKNOWN,9687,33,33,0,8697,1,0
UNKNOWN,9687,43,43,0,8460,0,1
UNKNOWN,9687,47,45,2,8697,1,0
UNKNOWN,9687,59,59,0,8697,3,0
UNKNOWN,9687,60,60,0,8460,0,3
UNKNOWN,9687,62,62,0,8697,3,0
UNKNOWN,9687,64,64,0,8460,0,3
UNKNOWN,9687,68,68,0,8697,3,0
UNKNOWN,9687,78,78,0,8697,3,0
UNKNOWN,9687,86,86,0,8697,4,0
UNKNOWN,9687,88,88,0,8697,4,0
UNKNOWN,9688,4,4,0,9789,0,0
UNKNOWN,9688,34,34,0,9789,0,1
UNKNOWN,9688,42,42,0,9789,0,1
UNKNOWN,9688,47,47,0,9810,1,0
UNKNOWN,9688,52,52,0,9789,0,1
UNKNOWN,9688,54,54,0,9789,0,1
UNKNOWN,9688,70,70,0,9789,0,1
UNKNOWN,9688,82,82,0,9789,0,2
UNKNOWN,9688,91,90,1,9789,0,2
UNKNOWN,9689,4,4,0,8358,0,0
UNKNOWN,9689,7,7,0,8358,0,0
UNKNOWN,9689,7,7,0,8358,0,0
UNKNOWN,9689,19,19,0,10269,0,0
UNKNOWN,9689,26,26,0,10269,0,0
UNKNOWN,9689,31,31,0,10269,0,0
UNKNOWN,9689,35,35,0,10269,1,0
UNKNOWN,9689,47,45,2,8358,1,1
UNKNOWN,9689,63,63,0,10269,2,1
UNKNOWN,9689,65,65,0,8358,1,2
UNKNOWN,9689,66,66,0,8358,1,2
UNKNOWN,9689,78,78,0,8358,1,4
UNKNOWN,9689,79,79,0,8358,1,4
UNKNOWN,9689,80,80,0,8358,1,4
UNKNOWN,9689,91,90,1,10269,4,1
UNKNOWN,9689,93,90,3,10269,4,1
UNKNOWN,9690,8,8,0,8178,0,0
UNKNOWN,9690,13,13,0,9823,0,0
UNKNOWN,9690,16,16,0,9823,0,0
UNKNOWN,9690,17,17,0,9823,0,0
UNKNOWN,9690,25,25,0,8178,0,0
UNKNOWN,9690,39,39,0,9823,0,0
UNKNOWN,9690,51,51,0,9823,0,0
UNKNOWN,9690,58,58,0,9823,1,0
UNKNOWN,9690,63,63,0,8178,0,1
UNKNOWN,9690,72,72,0,9823,1,0
UNKNOWN,9690,75,75,0,9823,1,0
UNKNOWN,9691,7,7,0,8226,0,0
UNKNOWN,9691,7,7,0,8226,0,0
UNKNOWN,9691,27,27,0,9789,1,0
UNKNOWN,9691,39,39,0,9789,1,0
UNKNOWN,9691,43,43,0,9789,1,0
UNKNOWN,9691,47,47,0,8226,0,1
UNKNOWN,9691,52,52,0,9789,1,0
UNKNOWN,9691,63,63,0,9789,1,0
UNKNOWN,9691,63,63,0,9789,1,0
UNKNOWN,9691,75,75,0,9789,1,0
UNKNOWN,9691,81,81,0,9789,1,0
UNKNOWN,9692,16,16,0,8177,0,1
UNKNOWN,9692,23,23,0,9788,1,0
UNKNOWN,9692,31,31,0,8177,0,1
UNKNOWN,9692,50,50,0,9788,1,1
UNKNOWN,9692,66,66,0,8177,1,2
UNKNOWN,9692,78,78,0,9788,2,1
UNKNOWN,9692,79,79,0,9788,2,1
UNKNOWN,9693,3,3,0,9904,0,0
UNKNOWN,9693,4,4,0,9904,0,0
UNKNOWN,9693,17,17,0,8721,1,0
UNKNOWN,9693,18,18,0,8721,1,0
UNKNOWN,9693,35,35,0,9904,0,1
UNKNOWN,9693,44,44,0,9904,0,1
UNKNOWN,9693,45,45,0,9904,0,1
UNKNOWN,9693,46,45,1,9904,0,1
UNKNOWN,9693,6,6,0,9904,0,1
UNKNOWN,9693,50,50,0,9904,1,1
UNKNOWN,9693,51,51,0,9904,1,1
UNKNOWN,9693,58,58,0,8721,1,1
UNKNOWN,9693,66,66,0,9904,1,1
UNKNOWN,9693,70,70,0,9904,1,2
UNKNOWN,9693,72,72,0,8721,2,1
UNKNOWN,9693,78,78,0,8721,2,1
UNKNOWN,9693,81,81,0,8721,2,1
UNKNOWN,9693,82,82,0,8721,2,1
UNKNOWN,9693,87,87,0,8721,3,1
UNKNOWN,9693,89,89,0,8721,3,1
UNKNOWN,9694,12,12,0,9810,0,0
UNKNOWN,9694,14,14,0,8697,0,0
UNKNOWN,9694,17,17,0,9810,0,0
UNKNOWN,9694,30,30,0,9810,0,0
UNKNOWN,9694,42,42,0,9810,1,0
UNKNOWN,9694,45,45,0,8697,0,1
UNKNOWN,9694,47,47,0,9810,1,1
UNKNOWN,9694,48,48,0,9810,1,1
UNKNOWN,9694,57,57,0,9810,2,1
UNKNOWN,9694,59,59,0,9810,2,1
UNKNOWN,9694,65,65,0,9810,2,1
UNKNOWN,9695,12,12,0,10269,0,2
UNKNOWN,9695,21,21,0,10189,2,0
UNKNOWN,9695,41,41,0,10189,3,0
UNKNOWN,9695,42,42,0,10189,3,0
UNKNOWN,9695,48,48,0,10269,0,3
UNKNOWN,9695,60,60,0,10189,3,0
UNKNOWN,9695,61,61,0,10189,3,0
UNKNOWN,9695,65,65,0,10189,4,0
UNKNOWN,9695,70,70,0,10269,0,4
UNKNOWN,9695,78,78,0,10269,0,4
UNKNOWN,9696,6,6,0,9790,0,0
UNKNOWN,9696,8,8,0,9790,0,0
UNKNOWN,9696,15,15,0,9790,0,0
UNKNOWN,9696,30,30,0,9905,0,0
UNKNOWN,9696,31,31,0,9790,0,0
UNKNOWN,9696,38,38,0,9905,0,1
UNKNOWN,9696,52,52,0,9905,0,1
UNKNOWN,9696,70,70,0,9790,2,0
UNKNOWN,9696,71,71,0,9790,2,0
UNKNOWN,9696,86,86,0,9905,0,2
UNKNOWN,9696,87,87,0,9905,0,2
UNKNOWN,9696,89,89,0,9905,0,2
UNKNOWN,9697,7,7,0,8722,0,0
UNKNOWN,9697,8,8,0,8406,0,0
UNKNOWN,9697,29,29,0,8406,0,1
UNKNOWN,9697,39,39,0,8406,0,1
UNKNOWN,9697,40,40,0,8406,0,1
UNKNOWN,9697,41,41,0,8406,0,1
UNKNOWN,9697,43,43,0,8722,1,0
UNKNOWN,9697,47,47,0,8406,0,1
UNKNOWN,9697,68,68,0,8406,1,1
UNKNOWN,9697,74,74,0,8722,1,1
UNKNOWN,9697,75,75,0,8722,1,1
UNKNOWN,9697,81,81,0,8406,1,1
UNKNOWN,9697,82,82,0,8406,1,1
UNKNOWN,9697,88,88,0,8722,1,1
UNKNOWN,9698,26,26,0,8460,0,1
UNKNOWN,9698,27,27,0,8460,0,1
UNKNOWN,9698,30,30,0,8460,0,1
UNKNOWN,9698,37,37,0,8460,0,1
UNKNOWN,9698,72,72,0,8460,0,1
UNKNOWN,9698,82,82,0,8460,0,1
UNKNOWN,9698,87,87,0,8358,1,0
UNKNOWN,9699,5,5,0,10189,0,0
UNKNOWN,9699,26,26,0,10189,0,0
UNKNOWN,9699,81,81,0,8722,2,0
UNKNOWN,9700,5,5,0,9788,0,0
UNKNOWN,9700,5,5,0,9788,0,0
UNKNOWN,9700,37,37,0,8178,1,0
UNKNOWN,9700,37,37,0,8178,1,0
UNKNOWN,9700,39,39,0,9788,0,1
UNKNOWN,9700,54,54,0,9788,1,1
UNKNOWN,9700,57,57,0,8178,1,1
UNKNOWN,9700,59,59,0,8178,1,1
UNKNOWN,9700,60,60,0,9788,1,1
UNKNOWN,9700,73,73,0,9788,1,1
UNKNOWN,9700,78,78,0,8178,1,1
UNKNOWN,9701,6,6,0,8721,0,0
UNKNOWN,9701,20,20,0,8721,1,0
UNKNOWN,9701,31,31,0,8721,1,0
UNKNOWN,9701,41,41,0,8721,1,0
UNKNOWN,9701,66,66,0,8721,1,1
UNKNOWN,9701,78,78,0,8721,1,1
UNKNOWN,9701,79,79,0,8721,1,1
UNKNOWN,9701,80,80,0,8721,1,1
UNKNOWN,9701,80,80,0,8721,1,1
UNKNOWN,9701,87,87,0,8460,1,1
UNKNOWN,9701,92,90,2,8721,1,1
UNKNOWN,9701,95,90,5,8721,1,1
UNKNOWN,9702,13,13,0,9905,0,0
UNKNOWN,9702,24,24,0,9905,0,0
UNKNOWN,9702,27,27,0,10269,0,0
UNKNOWN,9702,30,30,0,9905,0,0
UNKNOWN,9702,48,48,0,10269,0,1
UNKNOWN,9702,49,49,0,10269,0,1
UNKNOWN,9702,69,69,0,10269,0,1
UNKNOWN,9702,75,75,0,10269,1,1
UNKNOWN,9702,88,88,0,9905,1,1
UNKNOWN,9703,5,5,0,9823,0,0
UNKNOWN,9703,10,10,0,9823,0,0
UNKNOWN,9703,51,51,0,9823,0,0
UNKNOWN,9703,51,51,0,9823,0,0
UNKNOWN,9703,76,76,0,8406,0,4
UNKNOWN,9703,79,79,0,9823,4,0
UNKNOWN,9703,80,80,0,9823,4,0
UNKNOWN,9703,86,86,0,9823,4,0
UNKNOWN,9704,6,6,0,9810,0,0
UNKNOWN,9704,19,19,0,8226,0,0
UNKNOWN,9704,47,45,2,8226,1,0
UNKNOWN,9704,57,57,0,9810,0,1
UNKNOWN,9704,60,60,0,9810,1,1
UNKNOWN,9704,64,64,0,9810,1,1
UNKNOWN,9704,65,65,0,8226,1,1
UNKNOWN,9704,84,84,0,9810,2,2
UNKNOWN,9704,87,87,0,8226,2,2
UNKNOWN,9704,92,90,2,9810,2,3
UNKNOWN,9705,38,38,0,8177,0,0
UNKNOWN,9705,42,42,0,9789,0,1
UNKNOWN,9705,48,48,0,9789,0,1
UNKNOWN,9705,48,48,0,9789,0,1
UNKNOWN,9705,73,73,0,9789,0,1
UNKNOWN,9705,74,74,0,9789,0,1
UNKNOWN,9705,76,76,0,9789,0,1
UNKNOWN,9705,78,78,0,8177,1,0
UNKNOWN,9705,87,87,0,9789,0,1
UNKNOWN,9705,91,90,1,9789,0,1
UNKNOWN,9705,92,90,2,9789,0,1
UNKNOWN,9706,3,3,0,8697,0,0
UNKNOWN,9706,3,3,0,8697,0,0
UNKNOWN,9706,8,8,0,9904,0,0
UNKNOWN,9706,10,10,0,9904,0,0
UNKNOWN,9706,18,18,0,8697,0,1
UNKNOWN,9706,19,19,0,9904,1,0
UNKNOWN,9706,22,22,0,9904,1,0
UNKNOWN,9706,23,23,0,8697,0,1
UNKNOWN,9706,24,24,0,9904,1,0
UNKNOWN,9706,25,25,0,9904,1,0
UNKNOWN,9706,29,29,0,8697,0,1
UNKNOWN,9706,34,34,0,9904,1,0
UNKNOWN,9706,43,43,0,8697,1,1
UNKNOWN,9706,43,43,0,8697,1,1
UNKNOWN,9706,54,54,0,9904,1,1
UNKNOWN,9706,66,66,0,8697,2,3
UNKNOWN,9706,67,67,0,8697,2,3
UNKNOWN,9706,70,70,0,9904,3,2
UNKNOWN,9706,77,77,0,8697,2,3
UNKNOWN,9706,91,90,1,9904,3,3
UNKNOWN,9707,8,8,0,8358,0,0
UNKNOWN,9707,9,9,0,8358,0,0
UNKNOWN,9707,17,17,0,9790,0,0
UNKNOWN,9707,48,48,0,8358,0,0
UNKNOWN,9707,77,77,0,9790,0,0
UNKNOWN,9707,82,82,0,8358,0,0
UNKNOWN,9708,2,2,0,9823,0,0
UNKNOWN,9708,11,11,0,9823,0,0
UNKNOWN,9708,11,11,0,9823,0,0
UNKNOWN,9708,26,26,0,9823,0,0
UNKNOWN,9708,32,32,0,9823,0,0
UNKNOWN,9708,46,45,1,9823,1,0
UNKNOWN,9708,59,59,0,8358,0,2
UNKNOWN,9708,62,62,0,9823,2,0
UNKNOWN,9708,71,71,0,9823,2,0
UNKNOWN,9708,86,86,0,9823,2,0
UNKNOWN,9708,91,90,1,9823,2,0
UNKNOWN,9709,39,39,0,8721,1,1
UNKNOWN,9709,46,46,0,8721,1,1
UNKNOWN,9709,49,49,0,8721,1,1
UNKNOWN,9709,55,55,0,9789,1,1
UNKNOWN,9709,56,56,0,9789,1,1
UNKNOWN,9709,57,57,0,9789,1,1
UNKNOWN,9709,59,59,0,9789,1,1
UNKNOWN,9709,85,85,0,8721,1,2
UNKNOWN,9709,85,85,0,8721,1,2
UNKNOWN,9710,17,17,0,8697,0,0
UNKNOWN,9710,21,21,0,9788,0,0
UNKNOWN,9710,76,76,0,9788,3,1
UNKNOWN,9711,12,12,0,8178,0,0
UNKNOWN,9711,14,14,0,8226,0,0
UNKNOWN,9711,16,16,0,8178,0,0
UNKNOWN,9711,16,16,0,8178,0,0
UNKNOWN,9711,18,18,0,8178,0,0
UNKNOWN,9711,26,26,0,8178,0,0
UNKNOWN,9711,26,26,0,8178,0,0
UNKNOWN,9711,30,30,0,8178,0,0
UNKNOWN,9711,52,52,0,8178,0,0
UNKNOWN,9711,75,75,0,8178,0,0
UNKNOWN,9711,88,88,0,8178,1,0
UNKNOWN,9712,5,5,0,9904,0,0
UNKNOWN,9712,7,7,0,9904,0,0
UNKNOWN,9712,13,13,0,8406,0,0
UNKNOWN,9712,14,14,0,8406,0,0
UNKNOWN,9712,20,20,0,9904,0,0
UNKNOWN,9712,24,24,0,9904,1,0
UNKNOWN,9712,25,25,0,9904,1,0
UNKNOWN,9712,46,45,1,8406,0,1
UNKNOWN,9712,61,61,0,8406,0,2
UNKNOWN,9712,63,63,0,9904,2,0
UNKNOWN,9712,69,69,0,9904,2,0
UNKNOWN,9712,72,72,0,9904,2,0
UNKNOWN,9712,72,72,0,8406,0,2
UNKNOWN,9713,33,33,0,8177,1,0
UNKNOWN,9713,51,51,0,9810,1,3
UNKNOWN,9713,61,61,0,8177,3,2
UNKNOWN,9713,64,64,0,8177,3,2
UNKNOWN,9713,65,65,0,8177,3,2
UNKNOWN,9713,77,77,0,9810,2,3
UNKNOWN,9713,79,79,0,9810,2,3
UNKNOWN,9713,86,86,0,9810,2,4
UNKNOWN,9713,94,90,4,9810,4,4
UNKNOWN,9714,2,2,0,9790,0,0
UNKNOWN,9714,15,15,0,10269,0,0
UNKNOWN,9714,35,35,0,10269,0,0
UNKNOWN,9714,48,48,0,10269,1,0
UNKNOWN,9714,49,49,0,10269,1,0
UNKNOWN,9714,55,55,0,9790,0,1
UNKNOWN,9714,59,59,0,9790,0,1
UNKNOWN,9714,62,62,0,9790,0,1
UNKNOWN,9714,70,70,0,9790,0,1
UNKNOWN,9714,74,74,0,9790,0,1
UNKNOWN,9714,82,82,0,10269,1,0
UNKNOWN,9715,13,13,0,9905,0,0
UNKNOWN,9715,19,19,0,9905,0,0
UNKNOWN,9715,43,43,0,9905,0,0
UNKNOWN,9715,67,67,0,8722,0,0
UNKNOWN,9715,67,67,0,8722,0,0
UNKNOWN,9715,73,73,0,8722,0,0
UNKNOWN,9715,73,73,0,8722,0,0
UNKNOWN,9715,74,74,0,8722,0,0
UNKNOWN,9715,83,83,0,8722,0,0
UNKNOWN,9715,84,84,0,8722,0,0
UNKNOWN,9715,87,87,0,8722,0,0
UNKNOWN,9715,92,90,2,8722,0,0
UNKNOWN,9716,27,27,0,10189,0,0
UNKNOWN,9716,30,30,0,10189,0,0
UNKNOWN,9716,57,57,0,10189,1,1
UNKNOWN,9716,58,58,0,8460,1,1
UNKNOWN,9716,62,62,0,10189,1,1
UNKNOWN,9716,63,63,0,8460,1,1
UNKNOWN,9716,72,72,0,10189,1,1
UNKNOWN,9716,74,74,0,10189,1,1
UNKNOWN,9716,81,81,0,10189,2,1
UNKNOWN,9716,83,83,0,8460,1,2
UNKNOWN,9716,87,87,0,8460,1,2
UNKNOWN,9716,93,90,3,8460,1,2
UNKNOWN,9717,2,2,0,10189,0,0
UNKNOWN,9717,2,2,0,10189,0,0
UNKNOWN,9717,3,3,0,9790,0,0
UNKNOWN,9717,59,59,0,9790,0,0
UNKNOWN,9717,66,66,0,10189,0,0
UNKNOWN,9717,78,78,0,9790,0,0
UNKNOWN,9717,79,79,0,10189,0,0
UNKNOWN,9717,80,80,0,10189,0,0
UNKNOWN,9717,84,84,0,10189,0,0
UNKNOWN,9717,87,87,0,9790,0,0
UNKNOWN,9718,35,35,0,9810,0,0
UNKNOWN,9718,54,54,0,8178,0,1
UNKNOWN,9718,61,61,0,8178,0,1
UNKNOWN,9718,64,64,0,8178,0,1
UNKNOWN,9718,77,77,0,8178,0,1
UNKNOWN,9719,4,4,0,8721,0,0
UNKNOWN,9719,11,11,0,8722,0,0
UNKNOWN,9719,18,18,0,8721,1,1
UNKNOWN,9719,55,55,0,8722,1,1
UNKNOWN,9719,56,56,0,8722,1,1
UNKNOWN,9719,75,75,0,8721,1,1
UNKNOWN,9719,78,78,0,8721,1,1
UNKNOWN,9719,82,82,0,8722,1,2
UNKNOWN,9720,13,13,0,9823,0,0
UNKNOWN,9720,27,27,0,9823,1,1
UNKNOWN,9720,30,30,0,9905,1,1
UNKNOWN,9720,39,39,0,9823,1,1
UNKNOWN,9720,49,49,0,9823,1,1
UNKNOWN,9720,53,53,0,9905,1,1
UNKNOWN,9720,57,57,0,9823,1,1
UNKNOWN,9720,65,65,0,9823,1,1
UNKNOWN,9720,69,69,0,9823,1,1
UNKNOWN,9720,74,74,0,9823,1,1
UNKNOWN,9720,79,79,0,9905,1,1
UNKNOWN,9720,79,79,0,9905,1,1
UNKNOWN,9720,83,83,0,9823,1,1
UNKNOWN,9720,84,84,0,9823,1,1
UNKNOWN,9721,1,1,0,9788,0,0
UNKNOWN,9721,2,2,0,9788,0,0
UNKNOWN,9721,9,9,0,8406,0,1
UNKNOWN,9721,15,15,0,9788,1,0
UNKNOWN,9721,18,18,0,9788,1,0
UNKNOWN,9721,18,18,0,9788,1,0
UNKNOWN,9721,33,33,0,8406,1,1
UNKNOWN,9721,49,49,0,9788,1,1
UNKNOWN,9721,57,57,0,8406,2,1
UNKNOWN,9721,66,66,0,9788,1,2
UNKNOWN,9721,92,90,2,8406,2,1
UNKNOWN,9722,15,15,0,8226,0,0
UNKNOWN,9722,21,21,0,8226,0,0
UNKNOWN,9722,36,36,0,8226,2,0
UNKNOWN,9722,48,48,0,8226,3,0
UNKNOWN,9722,48,48,0,8226,3,0
UNKNOWN,9722,50,50,0,8177,0,3
UNKNOWN,9722,57,57,0,8226,3,0
UNKNOWN,9722,57,57,0,8226,3,0
UNKNOWN,9722,62,62,0,8226,3,0
UNKNOWN,9722,65,65,0,8226,3,0
UNKNOWN,9722,82,82,0,8177,0,4
UNKNOWN,9723,6,6,0,8697,1,0
UNKNOWN,9723,7,7,0,8697,1,0
UNKNOWN,9723,14,14,0,9789,0,1
UNKNOWN,9723,35,35,0,9789,0,1
UNKNOWN,9723,52,52,0,9789,0,1
UNKNOWN,9723,66,66,0,9789,0,2
UNKNOWN,9723,69,69,0,9789,0,2
UNKNOWN,9723,91,90,1,9789,1,2
UNKNOWN,9724,9,9,0,9904,0,0
UNKNOWN,9724,13,13,0,8358,0,0
UNKNOWN,9724,15,15,0,9904,0,0
UNKNOWN,9724,21,21,0,8358,0,0
UNKNOWN,9724,21,21,0,8358,0,0
UNKNOWN,9724,24,24,0,9904,0,0
UNKNOWN,9724,25,25,0,9904,0,0
UNKNOWN,9724,44,44,0,9904,0,0
UNKNOWN,9724,58,58,0,8358,1,0
UNKNOWN,9724,71,71,0,8358,1,0
UNKNOWN,9724,81,81,0,8358,1,0
UNKNOWN,9725,12,12,0,8460,0,0
UNKNOWN,9725,16,16,0,10269,0,0
UNKNOWN,9725,18,18,0,10269,0,0
UNKNOWN,9725,20,20,0,8460,0,0
UNKNOWN,9725,27,27,0,8460,0,0
UNKNOWN,9725,34,34,0,10269,0,0
UNKNOWN,9725,55,55,0,8460,0,0
UNKNOWN,9725,68,68,0,10269,0,0
UNKNOWN,9725,74,74,0,8460,0,0
UNKNOWN,9725,84,84,0,10269,0,0
UNKNOWN,9726,18,18,0,10189,0,0
UNKNOWN,9726,32,32,0,10189,0,0
UNKNOWN,9726,39,39,0,10189,1,0
UNKNOWN,9726,42,42,0,9904,0,1
UNKNOWN,9726,57,57,0,9904,0,1
UNKNOWN,9726,60,60,0,9904,0,1
UNKNOWN,9726,62,62,0,10189,1,0
UNKNOWN,9726,65,65,0,10189,1,0
UNKNOWN,9726,73,73,0,9904,0,1
UNKNOWN,9726,73,73,0,9904,0,1
UNKNOWN,9726,76,76,0,9904,0,1
UNKNOWN,9726,58,58,0,9904,0,1
UNKNOWN,9727,3,3,0,8178,0,0
UNKNOWN,9727,28,28,0,9789,0,0
UNKNOWN,9727,42,42,0,8178,0,0
UNKNOWN,9727,58,58,0,8178,0,0
UNKNOWN,9727,65,65,0,9789,0,0
UNKNOWN,9727,67,67,0,9789,0,0
UNKNOWN,9727,73,73,0,8178,0,0
UNKNOWN,9728,15,15,0,9823,0,1
UNKNOWN,9728,15,15,0,9823,0,1
UNKNOWN,9728,47,47,0,9823,0,1
UNKNOWN,9728,61,61,0,9823,1,3
UNKNOWN,9728,72,72,0,9823,1,3
UNKNOWN,9728,91,90,1,8721,4,1
UNKNOWN,9729,11,11,0,9905,1,0
UNKNOWN,9729,14,14,0,9905,1,0
UNKNOWN,9729,22,22,0,9905,1,0
UNKNOWN,9729,38,38,0,8460,0,1
UNKNOWN,9729,46,45,1,8460,0,1
UNKNOWN,9729,49,49,0,9905,2,0
UNKNOWN,9729,55,55,0,9905,2,0
UNKNOWN,9729,63,63,0,9905,2,0
UNKNOWN,9729,63,63,0,9905,2,0
UNKNOWN,9729,66,66,0,8460,0,2
UNKNOWN,9729,71,71,0,9905,3,0
UNKNOWN,9729,81,81,0,9905,3,0
UNKNOWN,9729,89,89,0,8460,0,5
UNKNOWN,9730,9,9,0,8406,0,0
UNKNOWN,9730,9,9,0,8406,0,0
UNKNOWN,9730,11,11,0,8406,0,0
UNKNOWN,9730,33,33,0,8226,0,0
UNKNOWN,9730,71,71,0,8406,2,1
UNKNOWN,9730,74,74,0,8226,1,2
UNKNOWN,9730,86,86,0,8226,1,2
UNKNOWN,9730,89,89,0,8226,1,2
UNKNOWN,9730,91,90,1,8226,1,2
UNKNOWN,9730,92,90,2,8226,1,2
UNKNOWN,9730,92,90,2,8226,1,2
UNKNOWN,9731,5,5,0,8697,0,0
UNKNOWN,9731,17,17,0,8177,0,0
UNKNOWN,9731,19,19,0,8697,0,0
UNKNOWN,9731,23,23,0,8697,0,0
UNKNOWN,9731,37,37,0,8697,0,0
UNKNOWN,9731,42,42,0,8697,0,0
UNKNOWN,9731,50,50,0,8177,0,1
UNKNOWN,9731,54,54,0,8697,1,0
UNKNOWN,9731,82,82,0,8177,0,2
UNKNOWN,9732,18,18,0,8358,0,1
UNKNOWN,9732,19,19,0,8358,0,1
UNKNOWN,9732,20,20,0,9810,1,0
UNKNOWN,9732,32,32,0,9810,1,0
UNKNOWN,9732,39,39,0,8358,0,1
UNKNOWN,9732,41,41,0,9810,1,0
UNKNOWN,9732,42,42,0,9810,1,0
UNKNOWN,9732,79,79,0,9810,1,3
UNKNOWN,9733,2,2,0,9788,0,0
UNKNOWN,9733,3,3,0,9788,0,0
UNKNOWN,9733,4,4,0,9788,0,0
UNKNOWN,9733,10,10,0,9788,0,0
UNKNOWN,9733,19,19,0,10269,0,0
UNKNOWN,9733,24,24,0,9788,0,0
UNKNOWN,9733,41,41,0,9788,0,0
UNKNOWN,9733,29,29,0,9788,0,0
UNKNOWN,9733,52,52,0,10269,0,0
UNKNOWN,9733,65,65,0,10269,0,0
UNKNOWN,9733,67,67,0,9788,0,0
UNKNOWN,9733,91,90,1,10269,0,1
UNKNOWN,9734,18,18,0,9790,0,0
UNKNOWN,9734,18,18,0,9790,0,0
UNKNOWN,9734,55,55,0,8722,0,0
UNKNOWN,9734,60,60,0,8722,0,0
UNKNOWN,9734,79,79,0,9790,0,2
UNKNOWN,9734,89,89,0,8722,2,0
UNKNOWN,9735,5,5,0,9823,0,0
UNKNOWN,9735,6,6,0,9823,0,0
UNKNOWN,9735,7,7,0,9823,0,0
UNKNOWN,9735,50,50,0,9823,0,0
UNKNOWN,9735,67,67,0,9823,0,0
UNKNOWN,9735,72,72,0,10189,0,1
UNKNOWN,9736,11,11,0,9789,0,0
UNKNOWN,9736,20,20,0,8406,0,0
UNKNOWN,9736,45,45,0,9789,0,0
UNKNOWN,9736,71,71,0,9789,0,1
UNKNOWN,9736,89,89,0,9789,0,1
UNKNOWN,9737,2,2,0,9788,0,0
UNKNOWN,9737,8,8,0,9788,0,0
UNKNOWN,9737,21,21,0,8358,0,0
UNKNOWN,9737,26,26,0,9788,1,0
UNKNOWN,9737,44,44,0,8358,0,1
UNKNOWN,9737,47,45,2,8358,0,1
UNKNOWN,9737,63,63,0,9788,1,0
UNKNOWN,9737,65,65,0,8358,0,1
UNKNOWN,9738,13,13,0,8697,1,0
UNKNOWN,9738,24,24,0,8226,0,1
UNKNOWN,9738,25,25,0,8226,0,1
UNKNOWN,9738,34,34,0,8226,0,1
UNKNOWN,9738,40,40,0,8226,1,1
UNKNOWN,9738,41,41,0,8226,1,1
UNKNOWN,9738,44,44,0,8226,1,1
UNKNOWN,9738,69,69,0,8226,1,2
UNKNOWN,9738,71,71,0,8226,1,2
UNKNOWN,9739,1,1,0,9905,0,0
