league,match_id,minute,elapsed,elapsed_plus,team,goals_for,goals_against
UNKNOWN,1729,19,19,0,10261,0,0
UNKNOWN,1729,22,22,0,10261,0,0
UNKNOWN,1729,22,22,0,10261,0,0
UNKNOWN,1729,48,48,0,10260,1,1
UNKNOWN,1729,51,51,0,10261,1,1
UNKNOWN,1729,58,58,0,10260,1,1
UNKNOWN,1729,59,59,0,10260,1,1
UNKNOWN,1729,62,62,0,10261,1,1
UNKNOWN,1729,66,66,0,10261,1,1
UNKNOWN,1729,67,67,0,10260,1,1
UNKNOWN,1729,73,73,0,10260,1,1
UNKNOWN,1729,75,75,0,10260,1,1
UNKNOWN,1730,3,3,0,9825,0,0
UNKNOWN,1730,3,3,0,9825,0,0
UNKNOWN,1730,9,9,0,9825,1,0
UNKNOWN,1730,19,19,0,9825,1,0
UNKNOWN,1730,25,25,0,9825,1,0
UNKNOWN,1730,28,28,0,8659,0,1
UNKNOWN,1730,31,31,0,8659,0,1
UNKNOWN,1730,31,31,0,9825,1,0
UNKNOWN,1730,45,45,0,8659,0,1
UNKNOWN,1730,51,51,0,8659,0,1
UNKNOWN,1730,79,79,0,9825,1,0
UNKNOWN,1730,85,85,0,8659,0,1
UNKNOWN,1731,26,26,0,8650,0,0
UNKNOWN,1731,30,30,0,8472,0,0
UNKNOWN,1731,35,35,0,8650,0,0
UNKNOWN,1731,36,36,0,8650,0,0
UNKNOWN,1731,36,36,0,8650,0,0
UNKNOWN,1731,42,42,0,8650,0,0
UNKNOWN,1731,56,56,0,8650,0,0
UNKNOWN,1731,66,66,0,8650,0,0
UNKNOWN,1731,75,75,0,8650,0,0
UNKNOWN,1732,9,9,0,8654,1,0
UNKNOWN,1732,14,14,0,8654,2,0
UNKNOWN,1732,15,15,0,8654,2,0
UNKNOWN,1732,16,16,0,8528,0,2
UNKNOWN,1732,20,20,0,8528,0,2
UNKNOWN,1732,22,22,0,8528,0,2
UNKNOWN,1732,40,40,0,8528,0,2
UNKNOWN,1732,48,45,3,8654,2,1
UNKNOWN,1732,50,50,0,8528,1,2
UNKNOWN,1732,52,52,0,8654,2,1
UNKNOWN,1732,64,64,0,8528,1,2
UNKNOWN,1732,76,76,0,8528,1,2
UNKNOWN,1732,87,87,0,8654,2,1
UNKNOWN,1732,89,89,0,8528,1,2
UNKNOWN,1732,89,89,0,8528,1,2
UNKNOWN,1732,90,90,0,8528,1,2
UNKNOWN,1733,2,2,0,10252,0,0
UNKNOWN,1733,3,3,0,8456,0,0
UNKNOWN,1733,6,6,0,10252,0,0
UNKNOWN,1733,10,10,0,10252,0,0
UNKNOWN,1733,11,11,0,8456,0,0
UNKNOWN,1733,45,45,0,8456,0,0
UNKNOWN,1733,47,45,2,8456,0,0
UNKNOWN,1733,50,50,0,8456,0,1
UNKNOWN,1733,51,51,0,8456,0,1
UNKNOWN,1733,60,60,0,10252,1,0
UNKNOWN,1733,62,62,0,10252,1,0
UNKNOWN,1733,68,68,0,10252,1,1
UNKNOWN,1733,87,87,0,10252,4,1
UNKNOWN,1733,89,89,0,8456,1,4
UNKNOWN,1733,93,90,3,8456,2,4
UNKNOWN,1734,5,5,0,8655,0,0
UNKNOWN,1734,19,19,0,8668,0,0
UNKNOWN,1734,25,25,0,8655,1,0
UNKNOWN,1734,46,45,1,8668,0,1
UNKNOWN,1734,58,58,0,8655,1,1
UNKNOWN,1734,62,62,0,8668,1,1
UNKNOWN,1734,91,90,1,8655,2,2
UNKNOWN,1735,2,2,0,8549,0,0
UNKNOWN,1735,6,6,0,8586,0,0
UNKNOWN,1735,9,9,0,8586,0,0
UNKNOWN,1735,18,18,0,8586,0,0
UNKNOWN,1735,19,19,0,8549,0,0
UNKNOWN,1735,30,30,0,8586,0,0
UNKNOWN,1735,32,32,0,8549,0,0
UNKNOWN,1735,40,40,0,8586,0,0
UNKNOWN,1735,44,44,0,8549,0,0
UNKNOWN,1735,60,60,0,8586,0,0
UNKNOWN,1735,62,62,0,8549,0,0
UNKNOWN,1735,69,69,0,8586,0,0
UNKNOWN,1735,69,69,0,8586,0,0
UNKNOWN,1735,71,71,0,8549,0,0
UNKNOWN,1735,75,75,0,8549,1,0
UNKNOWN,1735,90,90,0,8586,0,2
UNKNOWN,1736,11,11,0,10194,0,0
UNKNOWN,1736,45,45,0,10194,0,2
UNKNOWN,1736,46,45,1,10194,0,2
UNKNOWN,1736,50,50,0,8559,3,0
UNKNOWN,1736,68,68,0,8559,3,0
UNKNOWN,1736,69,69,0,8559,3,0
UNKNOWN,1736,80,80,0,8559,3,0
UNKNOWN,1737,4,4,0,8667,0,0
UNKNOWN,1737,7,7,0,9879,0,0
UNKNOWN,1737,18,18,0,9879,1,0
UNKNOWN,1737,19,19,0,9879,1,0
UNKNOWN,1737,40,40,0,9879,1,1
UNKNOWN,1737,52,52,0,8667,1,1
UNKNOWN,1737,63,63,0,8667,1,1
UNKNOWN,1737,67,67,0,9879,1,1
UNKNOWN,1737,68,68,0,9879,1,1
UNKNOWN,1737,73,73,0,8667,1,1
UNKNOWN,1737,90,90,0,8667,2,1
UNKNOWN,1738,5,5,0,8455,0,0
UNKNOWN,1738,7,7,0,8455,0,0
UNKNOWN,1738,35,35,0,8455,2,0
UNKNOWN,1738,57,57,0,8455,3,0
UNKNOWN,1738,61,61,0,8455,3,0
UNKNOWN,1738,61,61,0,8455,3,0
UNKNOWN,1738,63,63,0,8462,0,3
UNKNOWN,1738,65,65,0,8462,0,3
UNKNOWN,1738,75,75,0,8455,3,0
UNKNOWN,1738,75,75,0,8455,3,0
UNKNOWN,1738,83,83,0,8462,0,3
UNKNOWN,1739,3,3,0,10260,0,0
UNKNOWN,1739,39,39,0,8654,0,2
UNKNOWN,1739,58,58,0,10260,2,0
UNKNOWN,1739,73,73,0,10260,2,0
UNKNOWN,1740,16,16,0,9825,0,1
UNKNOWN,1740,16,16,0,9825,0,1
UNKNOWN,1740,20,20,0,9825,0,1
UNKNOWN,1740,21,21,0,9825,0,1
UNKNOWN,1740,22,22,0,9825,0,1
UNKNOWN,1740,31,31,0,9825,0,1
UNKNOWN,1740,37,37,0,9825,0,1
UNKNOWN,1740,51,51,0,9825,2,1
UNKNOWN,1740,91,90,1,9825,4,3
UNKNOWN,1740,93,90,3,8586,3,4
UNKNOWN,1741,43,43,0,8456,0,0
UNKNOWN,1741,43,43,0,8456,0,0
UNKNOWN,1741,47,45,2,8549,0,0
UNKNOWN,1741,64,64,0,8549,1,0
UNKNOWN,1741,64,64,0,8549,1,0
UNKNOWN,1741,70,70,0,8456,0,1
UNKNOWN,1742,28,28,0,8668,0,0
UNKNOWN,1742,41,41,0,8559,0,0
UNKNOWN,1742,41,41,0,8559,0,0
UNKNOWN,1742,64,64,0,8559,0,0
UNKNOWN,1742,72,72,0,8668,0,0
UNKNOWN,1742,77,77,0,8559,0,0
UNKNOWN,1742,81,81,0,8559,0,0
UNKNOWN,1742,88,88,0,8668,0,0
UNKNOWN,1743,8,8,0,8667,0,1
UNKNOWN,1743,24,24,0,8667,0,1
UNKNOWN,1743,39,39,0,8667,0,1
UNKNOWN,1743,42,42,0,8455,1,0
UNKNOWN,1743,45,45,0,8455,1,0
UNKNOWN,1743,49,49,0,8455,1,0
UNKNOWN,1743,60,60,0,8455,2,0
UNKNOWN,1743,64,64,0,8667,0,2
UNKNOWN,1743,90,90,0,8667,0,3
UNKNOWN,1744,8,8,0,10194,0,0
UNKNOWN,1744,14,14,0,10194,0,0
UNKNOWN,1744,30,30,0,8472,0,0
UNKNOWN,1744,37,37,0,10194,0,0
UNKNOWN,1744,44,44,0,8472,0,0
UNKNOWN,1744,46,45,1,10194,0,0
UNKNOWN,1744,55,55,0,8472,0,0
UNKNOWN,1744,65,65,0,10194,0,0
UNKNOWN,1745,2,2,0,8650,0,0
UNKNOWN,1745,6,6,0,8650,0,0
UNKNOWN,1745,11,11,0,8650,0,0
UNKNOWN,1745,47,45,2,8650,0,0
UNKNOWN,1745,59,59,0,8650,0,0
UNKNOWN,1745,74,74,0,8650,0,0
UNKNOWN,1745,75,75,0,8650,0,0
UNKNOWN,1745,84,84,0,8462,0,1
UNKNOWN,1746,6,6,0,10252,0,0
UNKNOWN,1746,13,13,0,8655,0,0
UNKNOWN,1746,21,21,0,8655,0,0
UNKNOWN,1746,33,33,0,8655,1,0
UNKNOWN,1746,44,44,0,10252,0,1
UNKNOWN,1746,61,61,0,8655,1,1
UNKNOWN,1746,66,66,0,8655,1,2
UNKNOWN,1746,68,68,0,10252,2,1
UNKNOWN,1746,74,74,0,10252,2,1
UNKNOWN,1747,1,1,0,10261,0,0
UNKNOWN,1747,3,3,0,10261,0,0
UNKNOWN,1747,3,3,0,10261,0,0
UNKNOWN,1747,22,22,0,8659,0,1
UNKNOWN,1747,26,26,0,8659,0,1
UNKNOWN,1747,33,33,0,10261,1,0
UNKNOWN,1747,36,36,0,8659,0,1
UNKNOWN,1747,52,52,0,10261,2,0
UNKNOWN,1747,53,53,0,8659,0,2
UNKNOWN,1747,58,58,0,8659,0,2
UNKNOWN,1747,70,70,0,8659,1,2
UNKNOWN,1747,73,73,0,8659,1,2
UNKNOWN,1747,81,81,0,8659,1,2
UNKNOWN,1747,88,88,0,10261,2,1
UNKNOWN,1747,89,89,0,10261,2,1
UNKNOWN,1748,15,15,0,8528,0,1
UNKNOWN,1748,25,25,0,9879,1,0
UNKNOWN,1748,44,44,0,8528,0,1
UNKNOWN,1748,83,83,0,9879,2,0
UNKNOWN,1749,15,15,0,10260,1,0
UNKNOWN,1749,37,37,0,10260,2,1
UNKNOWN,1749,43,43,0,10260,2,1
UNKNOWN,1749,57,57,0,10260,3,1
UNKNOWN,1749,57,57,0,10260,3,1
UNKNOWN,1749,62,62,0,8667,1,4
UNKNOWN,1749,78,78,0,10260,4,2
UNKNOWN,1749,79,79,0,10260,4,2
UNKNOWN,1749,79,79,0,10260,4,2
UNKNOWN,1749,81,81,0,10260,4,2
UNKNOWN,1750,4,4,0,8650,1,0
UNKNOWN,1750,6,6,0,8650,1,0
UNKNOWN,1750,6,6,0,8650,1,0
UNKNOWN,1750,40,40,0,8586,0,1
UNKNOWN,1750,51,51,0,8586,0,1
UNKNOWN,1750,60,60,0,8586,0,1
UNKNOWN,1750,93,90,3,8650,1,2
UNKNOWN,1751,19,19,0,8668,0,0
UNKNOWN,1751,30,30,0,8668,0,0
UNKNOWN,1751,30,30,0,8668,0,0
UNKNOWN,1751,31,31,0,8668,0,0
UNKNOWN,1751,36,36,0,9879,0,0
UNKNOWN,1751,51,51,0,8668,0,0
UNKNOWN,1751,57,57,0,9879,0,0
UNKNOWN,1751,61,61,0,9879,0,0
UNKNOWN,1751,71,71,0,8668,0,0
UNKNOWN,1751,78,78,0,9879,0,0
UNKNOWN,1751,83,83,0,9879,0,0
UNKNOWN,1752,3,3,0,8549,0,0
UNKNOWN,1752,34,34,0,8654,1,0
UNKNOWN,1752,46,45,1,8549,0,1
UNKNOWN,1752,48,48,0,8654,1,0
UNKNOWN,1752,54,54,0,8654,1,0
UNKNOWN,1752,76,76,0,8549,0,1
UNKNOWN,1752,88,88,0,8549,1,1
UNKNOWN,1752,89,89,0,8654,1,1
UNKNOWN,1753,8,8,0,10261,0,0
UNKNOWN,1753,10,10,0,10252,0,0
UNKNOWN,1753,36,36,0,10252,0,0
UNKNOWN,1753,47,47,0,10252,0,0
UNKNOWN,1753,53,53,0,10252,0,0
UNKNOWN,1753,55,55,0,10252,0,0
UNKNOWN,1753,70,70,0,10261,1,0
UNKNOWN,1753,92,90,2,10252,0,2
UNKNOWN,1754,25,25,0,8559,0,0
UNKNOWN,1754,26,26,0,8559,0,0
UNKNOWN,1754,30,30,0,8456,0,0
UNKNOWN,1754,45,45,0,8559,0,0
UNKNOWN,1754,62,62,0,8559,0,0
UNKNOWN,1754,66,66,0,8559,0,0
UNKNOWN,1754,74,74,0,8559,0,0
UNKNOWN,1755,45,45,0,8659,0,1
UNKNOWN,1755,46,45,1,8655,1,0
UNKNOWN,1755,47,47,0,8659,0,1
UNKNOWN,1755,57,57,0,8655,1,1
UNKNOWN,1755,93,90,3,8655,2,2
UNKNOWN,1756,9,9,0,8528,0,0
UNKNOWN,1756,17,17,0,8462,0,0
UNKNOWN,1756,19,19,0,8462,0,0
UNKNOWN,1756,28,28,0,8528,0,0
UNKNOWN,1756,29,29,0,8528,0,0
UNKNOWN,1756,37,37,0,8528,0,0
UNKNOWN,1756,39,39,0,8462,0,0
UNKNOWN,1756,45,45,0,8528,0,0
UNKNOWN,1756,53,53,0,8528,1,0
UNKNOWN,1756,69,69,0,8462,0,1
UNKNOWN,1756,77,77,0,8462,0,1
UNKNOWN,1756,82,82,0,8462,0,1
UNKNOWN,1756,58,58,0,8462,0,1
UNKNOWN,1757,6,6,0,9825,0,0
UNKNOWN,1757,23,23,0,9825,0,1
UNKNOWN,1757,37,37,0,10194,1,0
UNKNOWN,1757,42,42,0,10194,1,0
UNKNOWN,1757,47,47,0,9825,0,1
UNKNOWN,1757,60,60,0,9825,0,1
UNKNOWN,1757,67,67,0,10194,1,0
UNKNOWN,1757,83,83,0,9825,0,2
UNKNOWN,1757,96,90,6,9825,1,2
UNKNOWN,1758,2,2,0,8455,0,0
UNKNOWN,1758,25,25,0,8455,0,0
UNKNOWN,1758,25,25,0,8455,0,0
UNKNOWN,1758,29,29,0,8455,1,0
UNKNOWN,1759,12,12,0,10260,0,0
UNKNOWN,1759,28,28,0,10260,0,1
UNKNOWN,1759,29,29,0,9825,1,0
UNKNOWN,1759,39,39,0,9825,1,0
UNKNOWN,1759,46,46,0,9825,1,0
UNKNOWN,1759,47,47,0,9825,1,0
UNKNOWN,1759,52,52,0,10260,0,2
UNKNOWN,1759,53,53,0,9825,2,0
UNKNOWN,1759,66,66,0,10260,0,2
UNKNOWN,1759,85,85,0,10260,0,2
UNKNOWN,1759,89,89,0,10260,0,2
UNKNOWN,1760,15,15,0,8650,0,0
UNKNOWN,1760,16,16,0,8659,0,0
UNKNOWN,1760,27,27,0,8659,0,0
UNKNOWN,1760,30,30,0,8650,0,0
UNKNOWN,1760,39,39,0,8650,1,0
UNKNOWN,1760,43,43,0,8659,0,1
UNKNOWN,1760,63,63,0,8659,0,2
UNKNOWN,1760,63,63,0,8659,0,2
UNKNOWN,1760,84,84,0,8659,0,2
UNKNOWN,1760,90,90,0,8659,0,2
UNKNOWN,1761,3,3,0,8472,0,0
UNKNOWN,1761,12,12,0,8462,0,1
UNKNOWN,1761,17,17,0,8472,1,0
UNKNOWN,1761,18,18,0,8472,1,0
UNKNOWN,1761,19,19,0,8462,0,1
UNKNOWN,1761,24,24,0,8472,1,0
UNKNOWN,1761,29,29,0,8472,1,0
UNKNOWN,1761,35,35,0,8462,0,1
UNKNOWN,1761,70,70,0,8472,1,1
UNKNOWN,1761,73,73,0,8472,1,1
UNKNOWN,1761,88,88,0,8472,1,1
UNKNOWN,1762,3,3,0,8654,0,0
UNKNOWN,1762,4,4,0,8654,0,0
UNKNOWN,1762,4,4,0,8654,0,0
UNKNOWN,1762,24,24,0,8654,0,0
UNKNOWN,1762,32,32,0,8654,0,0
UNKNOWN,1762,37,37,0,8654,0,0
UNKNOWN,1762,56,56,0,8668,0,0
UNKNOWN,1762,77,77,0,8668,0,1
UNKNOWN,1762,77,77,0,8668,0,1
UNKNOWN,1762,78,78,0,8654,1,0
UNKNOWN,1762,78,78,0,8654,1,0
UNKNOWN,1762,82,82,0,8668,0,1
UNKNOWN,1762,89,89,0,8654,1,3
UNKNOWN,1763,4,4,0,8549,0,0
UNKNOWN,1763,4,4,0,8549,0,0
UNKNOWN,1763,28,28,0,10252,0,0
UNKNOWN,1763,50,50,0,10252,1,1
UNKNOWN,1763,51,51,0,10252,1,1
UNKNOWN,1763,51,51,0,10252,1,1
UNKNOWN,1763,77,77,0,10252,1,1
UNKNOWN,1763,78,78,0,8549,1,1
UNKNOWN,1763,79,79,0,10252,1,1
UNKNOWN,1763,88,88,0,10252,1,1
UNKNOWN,1763,90,90,0,10252,1,2
UNKNOWN,1763,93,90,3,8549,2,1
UNKNOWN,1764,22,22,0,8586,0,1
UNKNOWN,1764,28,28,0,8586,0,1
UNKNOWN,1764,51,51,0,8586,1,1
UNKNOWN,1764,52,52,0,8586,1,1
UNKNOWN,1764,54,54,0,8456,1,1
UNKNOWN,1764,75,75,0,8456,1,2
UNKNOWN,1764,76,76,0,8456,1,2
UNKNOWN,1764,77,77,0,8456,1,2
UNKNOWN,1765,6,6,0,8455,0,0
UNKNOWN,1765,9,9,0,8655,0,0
UNKNOWN,1765,13,13,0,8455,0,0
UNKNOWN,1765,13,13,0,8455,0,0
UNKNOWN,1765,17,17,0,8655,0,0
UNKNOWN,1765,20,20,0,8455,0,0
UNKNOWN,1765,21,21,0,8455,0,0
UNKNOWN,1765,22,22,0,8655,0,0
UNKNOWN,1765,27,27,0,8655,0,0
UNKNOWN,1765,33,33,0,8455,0,0
UNKNOWN,1765,38,38,0,8455,0,0
UNKNOWN,1765,39,39,0,8455,0,0
UNKNOWN,1765,74,74,0,8655,0,2
UNKNOWN,1765,82,82,0,8455,2,0
UNKNOWN,1766,8,8,0,9879,0,0
UNKNOWN,1766,9,9,0,9879,0,0
UNKNOWN,1766,18,18,0,9879,0,0
UNKNOWN,1766,18,18,0,9879,0,0
UNKNOWN,1766,21,21,0,9879,0,0
UNKNOWN,1766,59,59,0,10261,1,1
UNKNOWN,1766,86,86,0,9879,2,1
UNKNOWN,1767,15,15,0,8559,0,0
UNKNOWN,1767,17,17,0,8559,0,0
UNKNOWN,1767,20,20,0,8559,0,0
UNKNOWN,1767,25,25,0,8667,0,0
UNKNOWN,1767,30,30,0,8667,0,0
UNKNOWN,1767,35,35,0,8667,0,0
UNKNOWN,1767,50,50,0,8559,0,0
UNKNOWN,1767,55,55,0,8559,1,0
UNKNOWN,1767,75,75,0,8667,0,1
UNKNOWN,1767,76,76,0,8559,1,0
UNKNOWN,1767,77,77,0,8559,1,0
UNKNOWN,1767,78,78,0,8667,0,1
UNKNOWN,1767,87,87,0,8667,0,1
UNKNOWN,1768,62,62,0,8528,0,0
UNKNOWN,1768,66,66,0,8528,0,0
UNKNOWN,1768,78,78,0,8528,0,0
UNKNOWN,1768,80,80,0,10194,0,0
UNKNOWN,1768,81,81,0,10194,0,0
UNKNOWN,1768,90,90,0,8528,0,0
UNKNOWN,1768,91,90,1,8528,0,0
UNKNOWN,1768,92,90,2,10194,0,0
UNKNOWN,1769,7,7,0,10260,1,0
UNKNOWN,1769,60,60,0,10260,3,0
UNKNOWN,1769,62,62,0,10260,3,0
UNKNOWN,1770,7,7,0,10252,0,0
UNKNOWN,1770,10,10,0,9825,0,0
UNKNOWN,1770,23,23,0,9825,0,0
UNKNOWN,1770,31,31,0,9825,0,0
UNKNOWN,1770,42,42,0,10252,0,0
UNKNOWN,1770,53,53,0,10252,0,0
UNKNOWN,1770,72,72,0,9825,0,1
UNKNOWN,1770,85,85,0,9825,0,2
UNKNOWN,1770,88,88,0,9825,0,2
UNKNOWN,1770,89,89,0,9825,0,2
UNKNOWN,1770,91,90,1,9825,0,2
UNKNOWN,1770,93,90,3,10252,2,0
UNKNOWN,1771,5,5,0,8654,0,0
UNKNOWN,1771,24,24,0,8462,0,0
UNKNOWN,1771,27,27,0,8462,0,0
UNKNOWN,1771,33,33,0,8462,0,0
UNKNOWN,1771,34,34,0,8462,0,0
UNKNOWN,1771,45,45,0,8654,0,0
UNKNOWN,1771,48,45,3,8462,0,0
UNKNOWN,1771,48,48,0,8462,0,0
UNKNOWN,1771,55,55,0,8654,0,0
UNKNOWN,1771,55,55,0,8654,0,0
UNKNOWN,1771,66,66,0,8654,0,0
UNKNOWN,1771,72,72,0,8654,0,0
UNKNOWN,1771,83,83,0,8654,0,0
UNKNOWN,1771,84,84,0,8462,0,0
UNKNOWN,1771,85,85,0,8654,0,0
UNKNOWN,1771,90,90,0,8462,0,0
UNKNOWN,1772,7,7,0,8668,0,0
UNKNOWN,1772,23,23,0,8668,0,1
UNKNOWN,1772,27,27,0,8668,0,1
UNKNOWN,1772,29,29,0,8549,1,0
UNKNOWN,1772,33,33,0,8668,0,1
UNKNOWN,1772,34,34,0,8668,0,1
UNKNOWN,1772,35,35,0,8668,0,1
UNKNOWN,1772,44,44,0,8668,0,1
UNKNOWN,1772,48,48,0,8668,0,1
UNKNOWN,1772,54,54,0,8668,0,1
UNKNOWN,1772,56,56,0,8668,0,1
UNKNOWN,1773,19,19,0,8528,1,0
UNKNOWN,1773,20,20,0,8528,1,0
UNKNOWN,1773,20,20,0,8528,1,0
UNKNOWN,1773,33,33,0,8528,1,0
UNKNOWN,1773,47,47,0,8528,1,0
UNKNOWN,1773,47,47,0,8528,1,0
UNKNOWN,1773,50,50,0,8528,1,0
UNKNOWN,1773,53,53,0,8528,1,0
UNKNOWN,1773,56,56,0,10261,0,1
UNKNOWN,1773,57,57,0,8528,1,0
UNKNOWN,1773,61,61,0,10261,0,1
UNKNOWN,1773,75,75,0,10261,0,1
UNKNOWN,1773,89,89,0,8528,1,2
UNKNOWN,1773,90,90,0,10261,2,2
UNKNOWN,1774,1,1,0,8472,0,0
UNKNOWN,1774,7,7,0,8655,0,0
UNKNOWN,1774,8,8,0,8655,0,0
UNKNOWN,1774,12,12,0,8655,0,0
UNKNOWN,1774,12,12,0,8655,0,0
UNKNOWN,1774,13,13,0,8655,0,0
UNKNOWN,1774,24,24,0,8655,0,0
UNKNOWN,1774,38,38,0,8655,0,0
UNKNOWN,1774,45,45,0,8472,0,0
UNKNOWN,1774,46,45,1,8655,0,0
UNKNOWN,1774,48,48,0,8472,0,1
UNKNOWN,1774,49,49,0,8472,0,1
UNKNOWN,1774,51,51,0,8655,1,1
UNKNOWN,1774,56,56,0,8472,1,1
UNKNOWN,1774,58,58,0,8472,1,1
UNKNOWN,1774,76,76,0,8472,2,1
UNKNOWN,1774,81,81,0,8472,2,1
UNKNOWN,1774,88,88,0,8655,1,2
UNKNOWN,1774,88,88,0,8655,1,2
UNKNOWN,1775,10,10,0,8586,0,0
UNKNOWN,1775,14,14,0,9879,0,0
UNKNOWN,1775,22,22,0,9879,0,0
UNKNOWN,1775,43,43,0,9879,1,0
UNKNOWN,1775,44,44,0,9879,1,0
UNKNOWN,1775,47,45,2,9879,1,0
UNKNOWN,1775,64,64,0,8586,0,1
UNKNOWN,1775,66,66,0,8586,0,1
UNKNOWN,1775,70,70,0,9879,1,0
UNKNOWN,1775,73,73,0,9879,2,0
UNKNOWN,1775,77,77,0,9879,2,0
UNKNOWN,1775,87,87,0,9879,2,1
UNKNOWN,1775,92,90,2,9879,2,1
UNKNOWN,1776,18,18,0,8650,0,0
UNKNOWN,1776,24,24,0,8650,0,0
UNKNOWN,1776,46,45,1,8559,0,1
UNKNOWN,1776,47,47,0,8559,0,1
UNKNOWN,1776,65,65,0,8559,0,1
UNKNOWN,1776,67,67,0,8559,0,1
UNKNOWN,1776,83,83,0,8559,0,2
UNKNOWN,1776,88,88,0,8559,0,2
UNKNOWN,1776,91,90,1,8559,0,2
UNKNOWN,1776,93,90,3,8650,2,0
UNKNOWN,1777,13,13,0,8455,0,0
UNKNOWN,1777,29,29,0,8455,0,0
UNKNOWN,1777,29,29,0,8455,0,0
UNKNOWN,1777,55,55,0,8455,3,0
UNKNOWN,1777,56,56,0,8455,3,0
UNKNOWN,1777,61,61,0,8455,3,0
UNKNOWN,1777,72,72,0,8455,3,0
UNKNOWN,1777,77,77,0,8659,0,3
UNKNOWN,1777,78,78,0,8455,3,0
UNKNOWN,1777,82,82,0,8659,0,3
UNKNOWN,1777,91,90,1,8455,3,0
UNKNOWN,1777,93,90,3,8659,0,3
UNKNOWN,1777,92,90,2,8455,3,0
UNKNOWN,1778,33,33,0,8667,1,0
UNKNOWN,1778,47,47,0,8456,2,1
UNKNOWN,1778,47,47,0,8456,2,1
UNKNOWN,1778,63,63,0,8456,2,2
UNKNOWN,1778,67,67,0,8667,2,2
UNKNOWN,1778,85,85,0,8667,2,2
UNKNOWN,1778,89,89,0,8456,2,2
UNKNOWN,1778,93,90,3,8456,2,2
UNKNOWN,1778,95,90,5,8456,2,2
UNKNOWN,1779,27,27,0,9879,0,0
UNKNOWN,1779,30,30,0,8650,0,0
UNKNOWN,1779,35,35,0,9879,0,0
UNKNOWN,1779,35,35,0,9879,0,0
UNKNOWN,1779,52,52,0,8650,0,0
UNKNOWN,1779,52,52,0,8650,0,0
UNKNOWN,1779,59,59,0,8650,0,0
UNKNOWN,1779,70,70,0,8650,0,0
UNKNOWN,1779,74,74,0,8650,0,0
UNKNOWN,1779,77,77,0,8650,0,0
UNKNOWN,1779,84,84,0,8650,0,0
UNKNOWN,1779,89,89,0,8650,0,0
UNKNOWN,1780,16,16,0,8654,0,0
UNKNOWN,1780,33,33,0,8472,0,1
UNKNOWN,1780,41,41,0,8472,0,1
UNKNOWN,1780,75,75,0,8472,0,1
UNKNOWN,1780,85,85,0,8472,0,1
UNKNOWN,1780,85,85,0,8654,1,0
UNKNOWN,1781,6,6,0,8655,0,0
UNKNOWN,1781,7,7,0,8655,0,0
UNKNOWN,1781,7,7,0,8655,0,0
UNKNOWN,1781,19,19,0,8655,0,1
UNKNOWN,1781,20,20,0,8655,0,1
UNKNOWN,1781,41,41,0,8586,1,0
UNKNOWN,1781,50,50,0,8655,0,1
UNKNOWN,1781,54,54,0,8586,1,0
UNKNOWN,1781,57,57,0,8586,1,0
UNKNOWN,1781,61,61,0,8586,1,0
UNKNOWN,1781,78,78,0,8586,1,0
UNKNOWN,1781,85,85,0,8586,1,0
UNKNOWN,1782,12,12,0,10252,0,0
UNKNOWN,1782,15,15,0,10260,0,0
UNKNOWN,1782,50,50,0,10252,0,0
UNKNOWN,1782,50,50,0,10252,0,0
UNKNOWN,1782,57,57,0,10260,0,0
UNKNOWN,1782,67,67,0,10260,0,0
UNKNOWN,1782,72,72,0,10260,0,0
UNKNOWN,1782,78,78,0,10260,0,0
UNKNOWN,1782,90,90,0,10260,0,0
UNKNOWN,1783,23,23,0,8549,0,2
UNKNOWN,1783,24,24,0,8549,0,2
UNKNOWN,1783,49,49,0,8549,0,2
UNKNOWN,1783,57,57,0,8549,0,2
UNKNOWN,1783,68,68,0,8549,0,2
UNKNOWN,1783,77,77,0,8549,0,2
UNKNOWN,1783,77,77,0,8549,0,2
UNKNOWN,1783,90,90,0,8549,1,3
UNKNOWN,1784,40,40,0,9825,0,0
UNKNOWN,1784,48,48,0,9825,0,1
UNKNOWN,1784,62,62,0,9825,0,2
UNKNOWN,1784,63,63,0,8456,2,0
UNKNOWN,1784,74,74,0,8456,2,0
UNKNOWN,1784,80,80,0,8456,2,0
UNKNOWN,1785,6,6,0,8462,0,0
UNKNOWN,1785,12,12,0,8462,0,0
UNKNOWN,1785,23,23,0,8667,0,1
UNKNOWN,1785,26,26,0,8667,0,1
UNKNOWN,1785,42,42,0,8462,1,0
UNKNOWN,1785,46,45,1,8667,0,1
UNKNOWN,1785,51,51,0,8462,1,0
UNKNOWN,1785,54,54,0,8667,0,1
UNKNOWN,1785,56,56,0,8667,1,1
UNKNOWN,1785,62,62,0,8667,1,1
UNKNOWN,1785,63,63,0,8462,1,1
UNKNOWN,1785,74,74,0,8462,2,1
UNKNOWN,1785,76,76,0,8462,2,1
UNKNOWN,1785,87,87,0,8667,1,2
UNKNOWN,1786,12,12,0,10194,0,0
UNKNOWN,1786,14,14,0,10194,0,0
UNKNOWN,1786,33,33,0,10194,0,0
UNKNOWN,1786,40,40,0,10194,0,0
UNKNOWN,1787,3,3,0,8668,0,0
UNKNOWN,1787,4,4,0,8668,0,0
UNKNOWN,1787,8,8,0,8668,0,0
UNKNOWN,1787,47,45,2,8528,0,0
